nace_r2,emp_cont,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
N79,LTD,THS,SI	0.9 u	0.9 u	: u	1.0 u	1.1 u	0.6 u	: u	0.9 u	0.9 u	0.7 bu
N79,LTD,THS,SK	: u	: c	: c	: u	: u	: c	: 	: c	: bc	: bc
N79,LTD,THS,TR	2.3 u	3.5 	4.7 	4.4 b	1.9 u	3.6 	3.7 	2.3 u	1.5 u	: 
N79,LTD,THS,UK	4.3 u	5.1 u	4.4 u	4.9 u	6.2 u	6.9 u	: u	7.3 u	4.8 u	5.6 bu
N79,NLTD,THS,AT	14.4 	14.3 	14.3 	15.0 	16.3 	14.0 	13.5 	13.8 	15.5 	16.4 b
N79,NLTD,THS,BE	8.5 b	8.2 	8.7 	7.0 	9.8 	9.6 	8.0 	9.0 	7.8 	8.4 b
N79,NLTD,THS,BG	6.4 	4.8 u	4.4 u	5.8 u	5.0 u	3.9 u	4.4 bu	4.7 bu	4.1 u	4.4 bu
N79,NLTD,THS,CH	12.1 	12.6 	14.1 	13.8 	11.5 	10.6 	12.0 	11.7 b	12.0 	8.7 b
N79,NLTD,THS,CY	1.8 	1.5 u	0.9 u	0.8 u	1.3 u	1.8 	1.5 u	1.9 	1.9 b	1.9 b
N79,NLTD,THS,CZ	7.4 	8.8 	9.6 	9.5 	9.4 	7.8 	6.6 b	6.6 	9.0 	8.8 b
N79,NLTD,THS,DE	116.5 	111.8 	101.8 	105.3 	104.6 	96.7 	90.7 	91.9 b	96.3 	97.2 b
N79,NLTD,THS,DK	5.3 b	6.0 b	6.4 	5.0 	5.2 	5.5 	6.0 	5.6 	6.4 	6.2 b
N79,NLTD,THS,EA17	306.3 	281.8 	277.7 	285.2 	280.3 	280.8 	254.1 	265.3 	278.0 	283.5 b
N79,NLTD,THS,EA18	308.4 	282.9 	279.6 	287.2 	282.4 	282.8 	254.8 	266.9 	280.2 	285.6 b
N79,NLTD,THS,EA19	310.3 	285.0 	282.8 	289.5 	284.0 	284.4 	257.2 	270.2 	282.9 	287.5 b
N79,NLTD,THS,EE	: u	1.3 u	1.6 u	: u	1.6 u	2.0 u	: u	: u	: u	2.6 bu
N79,NLTD,THS,EL	12.0 	11.6 	10.0 	13.7 	7.8 	7.4 	8.1 	8.9 	9.6 b	12.4 b
N79,NLTD,THS,ES	42.1 	37.4 	43.2 	35.0 	33.2 	36.5 	34.8 	35.8 	39.9 b	40.6 b
N79,NLTD,THS,EU15	410.7 	378.4 	372.2 	371.9 	378.3 	372.7 	342.4 	363.4 	385.1 	383.0 b
N79,NLTD,THS,EU27	472.0 	434.0 	427.8 	432.8 	432.3 	420.3 	391.5 	413.5 	435.5 	433.3 b
N79,NLTD,THS,EU28	475.6 	438.1 	431.3 	436.0 	432.9 	421.4 	392.5 	416.1 	438.1 	436.1 b
N79,NLTD,THS,FI	3.2 u	3.0 u	3.5 u	3.3 u	3.7 u	2.4 u	2.5 u	3.3 u	3.7 u	3.9 bu
N79,NLTD,THS,FR	45.9 	38.7 	34.3 	42.7 b	42.9 	48.6 	32.7 	35.6 	39.3 	34.4 b
N79,NLTD,THS,HR	3.6 u	4.2 u	3.5 u	3.2 bu	: u	1.0 u	: u	2.6 u	2.6 u	2.8 bu
N79,NLTD,THS,HU	8.1 	5.6 	6.4 	8.3 	6.0 	4.8 	6.5 	6.7 	5.2 	5.4 b
N79,NLTD,THS,IE	5.7 b	4.7 	5.8 	5.7 	4.8 	5.6 	4.9 	5.4 	5.7 	5.1 b
N79,NLTD,THS,IS	2.4 	1.7 	1.2 	1.3 	0.8 	0.9 	0.6 	: u	: u	0.6 b
N79,NLTD,THS,IT	31.4 	27.8 	28.3 	28.8 	28.6 	28.8 	31.7 	31.7 	29.3 	31.6 b
N79,NLTD,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,NLTD,THS,LU	: u	: u	0.5 bu	: u	0.7 u	: u	0.6 u	0.5 u	: bu	0.6 bu
N79,NLTD,THS,LV	2.1 	: u	1.9 u	2.1 u	2.0 u	2.0 u	: u	: u	2.2 u	2.1 b
N79,NLTD,THS,ME	: u	: u	1.2 u	1.6 u	: u	: u	: u	: 	: 	: 
N79,NLTD,THS,MK	1.0 u	0.8 u	1.2 	1.4 	1.2 	0.6 u	0.6 u	: 	: 	: 
N79,NLTD,THS,MT	0.6 u	0.9 	1.1 	1.0 	0.7 u	0.5 u	0.8 	0.8 	0.7 u	0.7 bu
N79,NLTD,THS,NL	13.3 	12.3 	12.9 	12.8 	12.8 b	15.8 	13.5 	14.3 b	15.0 	17.1 b
N79,NLTD,THS,NO	5.9 	5.9 	5.6 	5.0 	5.3 	5.8 	4.5 	5.9 	8.8 	7.4 b
N79,NLTD,THS,PL	12.2 u	12.0 u	8.5 u	11.2 u	12.2 u	12.8 u	12.0 u	10.2 bu	9.4 u	10.8 bu
N79,NLTD,THS,PT	5.9 	4.7 	6.1 	8.1 	7.0 	5.6 	5.7 b	7.8 	6.9 	5.4 b
N79,NLTD,THS,RO	15.9 	14.4 	13.3 	14.4 	9.5 u	: u	9.0 u	9.8 bu	9.2 u	6.7 bu
N79,NLTD,THS,SE	8.3 	7.6 	7.2 	8.5 	9.9 	9.2 	7.6 	7.7 	8.9 	10.3 b
N79,NLTD,THS,SI	1.6 u	1.3 u	1.0 u	2.0 u	2.4 u	1.6 u	0.9 u	0.8 u	1.3 u	1.2 bu
N79,NLTD,THS,SK	2.2 u	2.0 u	3.6 	2.4 u	2.1 u	3.3 	3.5 b	3.6 	4.0 b	3.7 b
N79,NLTD,THS,TR	33.4 	38.4 	32.6 	35.2 b	29.6 	25.8 	24.2 	20.9 	24.9 	: 
N79,NLTD,THS,UK	98.1 	89.9 	89.3 	80.5 	90.9 	86.4 	82.2 	92.1 	100.3 	93.2 b
N79,TOTAL,THS,AT	16.2 	15.8 	15.7 	15.9 	17.7 	14.9 	14.2 	15.1 	16.4 	17.7 b
N79,TOTAL,THS,BE	8.9 b	8.8 	9.1 	7.8 	10.8 	10.8 	9.1 	10.1 	8.3 	9.5 b
N79,TOTAL,THS,BG	6.5 	4.9 u	4.8 u	6.3 u	5.1 u	4.1 u	4.5 bu	4.7 bu	4.3 u	4.9 bu
N79,TOTAL,THS,CH	13.2 	14.1 	15.8 	16.6 	13.8 	11.8 	13.1 	13.2 b	12.8 	10.6 b
N79,TOTAL,THS,CY	2.1 	1.9 	1.1 u	1.0 u	1.4 u	1.9 	1.5 u	1.9 	2.0 b	1.9 b
N79,TOTAL,THS,CZ	8.1 	9.5 	10.5 	11.1 	10.3 	8.6 	7.1 b	7.3 	9.8 	9.0 b
N79,TOTAL,THS,DE	133.5 	128.7 	118.5 	123.8 	123.4 	110.5 	106.0 	106.3 b	113.1 	115.0 b
N79,TOTAL,THS,DK	6.4 b	7.4 b	7.3 	5.8 	6.0 	6.2 	6.8 	6.5 	6.6 	6.8 b
N79,TOTAL,THS,EA17	360.0 	336.2 	340.0 	340.9 	334.6 	333.0 	306.3 	319.8 	329.4 	340.9 b
N79,TOTAL,THS,EA18	362.1 	337.3 	342.0 	342.9 	336.7 	335.1 	307.5 	321.4 	331.6 	343.0 b
N79,TOTAL,THS,EA19	364.1 	339.4 	345.2 	345.3 	338.3 	336.7 	310.0 	324.8 	334.6 	344.9 b
N79,TOTAL,THS,EE	1.2 u	1.3 u	1.6 u	1.1 u	1.7 u	2.0 u	: u	: u	: u	2.6 bu
N79,TOTAL,THS,EL	14.0 	14.0 	12.9 	16.5 	9.0 	9.4 	9.8 	11.4 	12.4 b	14.3 b
N79,TOTAL,THS,ES	52.6 	46.0 	55.1 	44.3 	43.1 	45.1 	44.6 	45.9 	48.1 b	53.7 b
N79,TOTAL,THS,EU15	469.9 	439.5 	441.1 	433.7 	439.7 	434.6 	400.1 	426.5 	442.1 	448.1 b
N79,TOTAL,THS,EU27	538.6 	503.9 	503.4 	504.0 	500.1 	487.3 	456.7 	484.4 	499.6 	502.6 b
N79,TOTAL,THS,EU28	542.6 	510.4 	507.9 	508.2 	501.6 	488.7 	458.3 	487.6 	502.7 	505.9 b
N79,TOTAL,THS,FI	3.7 u	3.8 u	4.3 	3.7 u	4.4 	3.2 u	3.2 u	3.5 u	4.0 	4.4 b
N79,TOTAL,THS,FR	50.1 	46.2 	42.3 	49.7 b	49.6 	57.3 	40.8 	42.5 	46.3 	42.4 b
N79,TOTAL,THS,HR	4.0 u	6.5 u	4.4 u	4.2 bu	1.4 u	1.4 u	1.6 u	3.2 u	3.1 u	3.3 bu
N79,TOTAL,THS,HU	8.2 	5.7 	6.6 	8.8 	6.6 	5.1 	6.5 	6.9 	5.2 	5.4 b
N79,TOTAL,THS,IE	6.5 b	5.1 	6.4 	6.8 	5.7 	6.4 	5.7 	6.3 	6.4 	6.1 b
N79,TOTAL,THS,IS	2.8 	2.2 	1.7 	1.7 	1.1 	1.1 	0.8 	0.6 	0.6 	0.6 b
N79,TOTAL,THS,IT	38.9 	34.6 	37.1 	35.8 	35.1 	38.5 	39.4 	39.3 	35.4 	38.0 b
N79,TOTAL,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,TOTAL,THS,LU	: u	: u	0.6 bu	0.5 u	0.8 u	: u	0.6 u	0.6 u	: bu	0.6 bu
N79,TOTAL,THS,LV	2.1 	: u	2.0 u	2.1 u	2.1 u	2.1 u	: u	: u	2.2 u	2.1 b
N79,TOTAL,THS,ME	: u	1.4 u	2.1 	2.4 	: u	: u	: u	: 	: 	: 
N79,TOTAL,THS,MK	1.1 u	0.9 u	1.3 	2.0 	1.3 	0.7 u	0.6 u	: 	: 	: 
N79,TOTAL,THS,MT	0.7 u	0.9 	1.1 	1.1 	0.7 u	0.5 u	0.8 	0.8 	0.7 u	0.7 bu
N79,TOTAL,THS,NL	17.2 	15.7 	17.3 	15.6 	16.3 b	19.5 	17.4 	18.2 b	19.0 	21.0 b
N79,TOTAL,THS,NO	6.4 	6.2 	5.9 	5.2 	5.9 	6.5 	4.7 	6.3 	9.3 	8.2 b
N79,TOTAL,THS,PL	16.9 	18.3 	12.9 u	16.4 	15.2 	15.7 	17.7 	15.5 b	13.8 u	13.5 bu
N79,TOTAL,THS,PT	9.2 	8.7 	11.8 	11.6 	8.9 	6.9 	7.4 b	12.0 	9.5 	7.1 b
N79,TOTAL,THS,RO	15.9 	14.4 	13.3 	14.4 	9.6 u	: u	9.1 u	9.8 bu	9.2 u	6.7 bu
N79,TOTAL,THS,SE	9.9 	9.1 	9.1 	10.4 	11.8 	11.9 	9.7 	9.2 	11.1 	12.5 b
N79,TOTAL,THS,SI	2.6 u	2.2 u	1.4 u	3.0 u	3.5 u	2.2 u	1.2 u	1.7 u	2.2 u	2.0 bu
N79,TOTAL,THS,SK	2.5 u	2.1 u	3.6 	2.6 u	2.6 u	3.5 	3.5 b	3.9 	4.3 b	3.8 b
N79,TOTAL,THS,TR	35.6 	41.9 	37.2 	39.6 b	31.5 	29.4 	28.0 	23.3 	26.3 	: 
N79,TOTAL,THS,UK	102.5 	95.2 	93.6 	85.5 	97.2 	93.7 	85.2 	99.6 	105.1 	98.9 b
N79,UNK,THS,CH	: c	: c	: 	: c	: c	: 	: c	: bc	: 	: bc
N79,UNK,THS,CZ	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
N79,UNK,THS,DE	: c	: u	: u	: u	: c	: c	: u	: bc	: c	: bc
N79,UNK,THS,EA17	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,UNK,THS,EA18	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,UNK,THS,EA19	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,UNK,THS,EU15	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,UNK,THS,EU27	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,UNK,THS,EU28	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,UNK,THS,FI	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,UNK,THS,IE	: bu	: c	: u	: c	: c	: u	: c	: c	: c	: 
N79,UNK,THS,IS	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 
N79,UNK,THS,LU	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
N79,UNK,THS,NL	: u	: u	: c	: c	: bc	: c	: u	: bc	: u	: bu
N79,UNK,THS,NO	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
N79,UNK,THS,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
N79,UNK,THS,UK	: c	: c	: 	: 	: c	: c	: 	: c	: 	: 
TOTAL,LTD,THS,AT	342.8 	331.2 	327.1 	325.9 	328.7 	330.0 	335.0 	323.7 	312.0 	307.8 
TOTAL,LTD,THS,BE	414.9 b	359.9 	348.2 	336.0 	315.8 	315.4 	346.4 	312.0 	309.9 	315.4 
TOTAL,LTD,THS,BG	125.0 	110.9 	118.8 	138.9 	146.0 	116.2 	107.1 b	121.2 b	134.7 	148.6 
TOTAL,LTD,THS,CH	524.4 	516.4 	526.5 	491.7 	477.3 	470.5 	465.7 	462.7 b	476.5 	466.3 
TOTAL,LTD,THS,CY	50.2 	51.3 	55.8 	56.3 	52.4 	48.3 	46.2 	44.9 	42.2 b	42.5 
TOTAL,LTD,THS,CZ	433.6 	434.5 	437.7 	414.7 	390.8 	351.5 	340.1 b	356.8 	347.2 	337.0 
TOTAL,LTD,THS,DE	4787.9 	4845.4 	4676.5 	4615.9 	4657.9 	4727.9 	4961.1 	4871.9 b	4936.6 	4997.5 
TOTAL,LTD,THS,DK	333.1 b	351.5 b	217.1 	210.3 	214.1 	208.6 	217.2 	207.3 	218.8 	221.7 
TOTAL,LTD,THS,EA17	20136.4 	19239.4 	18633.7 	17962.8 	17521.0 	17800.0 	18530.2 	18285.7 	18292.8 	19696.3 
TOTAL,LTD,THS,EA18	20160.0 	19268.3 	18663.1 	17988.5 	17555.7 	17836.3 	18580.8 	18339.1 	18327.1 	19728.6 
TOTAL,LTD,THS,EA19	20179.8 	19291.5 	18687.2 	18020.5 	17586.6 	17866.2 	18610.9 	18366.1 	18353.6 	19758.5 
TOTAL,LTD,THS,EE	17.9 	21.4 	20.4 	18.2 	19.9 	20.7 	24.9 	19.2 	13.4 	14.3 
TOTAL,LTD,THS,EL	282.7 	271.6 	280.6 	264.2 	224.1 	238.3 	304.9 	356.2 	362.5 b	347.6 
TOTAL,LTD,THS,ES	4190.9 	3968.0 	3714.2 	3428.7 	3255.5 	3411.4 	3869.3 	3857.5 	4003.4 b	4906.5 
TOTAL,LTD,THS,EU15	22345.1 	21510.3 	20786.2 	20190.4 	19680.4 	19937.0 	20642.0 	20354.3 	20250.1 	21647.0 
TOTAL,LTD,THS,EU27	27227.1 	26535.2 	25897.1 	25212.4 	24366.9 	24481.2 	25131.7 	24866.0 	24660.7 	26133.1 
TOTAL,LTD,THS,EU28	27522.9 	26839.9 	26168.5 	25436.4 	24547.8 	24648.7 	25303.5 	25035.4 	24827.6 	26305.3 
TOTAL,LTD,THS,FI	343.0 	329.8 	319.1 	326.1 	328.4 	334.4 	334.6 	327.8 	308.9 	330.8 
TOTAL,LTD,THS,FR	4014.1 	3806.8 	3752.0 	3579.3 b	3529.5 	3488.7 	3496.5 	3439.9 	3310.7 	3489.9 
TOTAL,LTD,THS,HR	295.8 	304.7 	271.4 	224.0 b	180.9 	167.5 	171.7 	169.4 	166.9 	172.2 
TOTAL,LTD,THS,HU	349.4 	377.8 	425.6 	392.6 	377.6 	322.2 	299.9 	319.6 	277.7 	266.2 
TOTAL,LTD,THS,IE	168.6 b	157.7 	162.2 	165.8 	171.5 	169.0 	170.2 	163.8 	157.9 	171.4 
TOTAL,LTD,THS,IS	18.0 	19.7 	20.4 	20.5 	21.1 	18.8 	17.5 	17.8 	13.9 	14.6 
TOTAL,LTD,THS,IT	2722.7 	2424.8 	2382.8 	2277.3 	2198.1 	2335.9 	2250.2 	2133.8 	2119.6 	2284.9 
TOTAL,LTD,THS,LT	19.8 	23.2 	24.1 	32.0 	30.9 	29.9 	30.1 	27.0 	26.4 	29.9 
TOTAL,LTD,THS,LU	22.0 	20.7 	23.4 b	18.2 	15.3 	16.4 	14.6 	14.3 	14.2 b	11.8 
TOTAL,LTD,THS,LV	23.7 	29.0 	29.4 	25.7 	34.6 	36.3 	50.6 	53.4 	34.3 	32.3 
TOTAL,LTD,THS,ME	54.2 	59.5 	52.9 	48.1 	44.1 	35.6 	28.4 	: 	: 	: 
TOTAL,LTD,THS,MK	79.0 	74.6 	65.8 	78.4 	74.2 	68.5 	68.9 	75.0 	70.1 	64.2 
TOTAL,LTD,THS,MT	11.4 	13.8 	13.1 	12.8 	12.0 	10.4 	9.5 	7.5 	6.8 	5.8 
TOTAL,LTD,THS,NL	1546.4 	1446.8 	1387.7 	1461.9 	1411.0 	1359.1 	1277.8 	1304.3 b	1344.0 	1343.5 
TOTAL,LTD,THS,NO	207.4 	214.0 	195.6 	190.9 	201.2 	202.2 	186.8 	192.5 	185.9 	209.5 
TOTAL,LTD,THS,PL	3422.0 	3530.9 	3545.5 	3541.7 	3279.0 	3253.0 	3228.1 	3253.0 b	3243.5 	3283.5 
TOTAL,LTD,THS,PT	868.4 	844.0 	815.1 	774.5 	740.0 	727.0 	817.7 b	858.6 	828.9 	880.1 
TOTAL,LTD,THS,RO	76.5 	86.0 	84.9 	87.4 	82.4 	88.8 	81.9 	58.6 b	62.6 	79.4 
TOTAL,LTD,THS,SE	763.4 	739.1 	745.6 	746.9 	710.2 	683.5 	702.6 	660.9 	613.7 	660.7 
TOTAL,LTD,THS,SI	146.4 	133.8 	137.5 	124.2 	123.9 	132.3 	141.2 	138.2 	134.5 	148.6 
TOTAL,LTD,THS,SK	206.3 	212.4 	218.2 	177.5 	137.0 	134.7 	130.1 b	112.2 	87.4 	97.8 
TOTAL,LTD,THS,TR	2521.3 	2436.0 	2350.8 	2218.7 b	1951.4 	1882.0 	1819.5 	1576.7 	1370.9 	1447.2 
TOTAL,LTD,THS,UK	1544.3 	1613.1 	1634.7 	1659.5 	1580.1 	1591.3 	1544.0 	1522.4 	1408.9 	1377.4 b
TOTAL,NLTD,THS,AT	3390.3 	3352.2 	3282.1 	3240.3 	3234.1 	3220.5 	3179.4 	3138.2 	3127.0 	3145.3 
TOTAL,NLTD,THS,BE	3560.0 b	3546.3 	3512.6 	3543.6 	3531.4 	3559.5 	3518.0 	3532.1 	3456.6 	3498.0 
TOTAL,NLTD,THS,BG	2650.5 	2552.0 	2548.3 	2470.2 	2432.7 	2477.9 	2499.1 b	2567.5 b	2712.9 	2795.2 
TOTAL,NLTD,THS,CH	3403.6 	3374.7 	3316.4 	3276.3 	3225.3 	3197.7 	3154.5 	3063.3 b	3117.2 	3067.8 
TOTAL,NLTD,THS,CY	279.4 	259.9 	249.0 	241.5 	248.6 	273.0 	280.5 	276.9 	265.0 b	264.0 
TOTAL,NLTD,THS,CZ	3891.6 	3820.8 	3727.7 	3662.7 	3663.6 	3637.4 	3651.9 b	3661.7 	3758.7 	3857.0 
TOTAL,NLTD,THS,DE	32515.5 	32027.4 	31114.5 	30788.2 	30366.6 	29772.1 	29155.9 	28649.2 b	29008.5 	28962.3 
TOTAL,NLTD,THS,DK	2250.9 b	2230.6 b	2296.9 	2262.9 	2231.4 	2234.7 	2239.2 	2252.4 	2292.6 	2378.6 
TOTAL,NLTD,THS,EA17	103829.2 	102408.0 	100558.3 	99689.9 	98783.6 	99063.2 	99001.2 	99010.9 	100498.0 	101262.6 
TOTAL,NLTD,THS,EA18	104585.8 	103156.1 	101311.8 	100445.7 	99538.5 	99802.8 	99714.4 	99710.3 	101267.4 	102177.2 
TOTAL,NLTD,THS,EA19	105758.1 	104326.4 	102458.8 	101573.1 	100648.1 	100907.6 	100805.1 	100795.3 	102400.6 	103407.8 
TOTAL,NLTD,THS,EE	572.3 	561.7 	560.4 	549.7 	544.6 	539.8 	525.6 	500.6 	531.0 	590.1 
TOTAL,NLTD,THS,EL	2191.5 	2149.7 	2067.9 	2000.1 	1989.5 	2102.7 	2281.5 	2470.7 	2586.4 b	2648.5 
TOTAL,NLTD,THS,ES	11524.2 	11260.3 	11059.3 	10857.1 	10813.6 	11162.0 	11524.9 	11734.8 	11877.7 b	11954.8 
TOTAL,NLTD,THS,EU15	131609.3 	129811.5 	127775.4 	126287.4 	124919.4 	124855.3 	124755.5 	124607.5 	126248.8 	127488.7 
TOTAL,NLTD,THS,EU27	163295.5 	160562.8 	157807.5 	155628.8 	153904.2 	153790.5 	153497.0 	153234.3 	156308.8 	158218.9 
TOTAL,NLTD,THS,EU28	164419.4 	161625.3 	158873.0 	156726.0 	154971.8 	154879.9 	154596.2 	154386.0 	157532.5 	159447.7 
TOTAL,NLTD,THS,FI	1802.5 	1772.0 	1768.7 	1775.8 	1796.3 	1810.2 	1806.8 	1789.5 	1811.9 	1874.2 
TOTAL,NLTD,THS,FR	19735.2 	19635.5 	19608.2 	19732.9 b	19347.9 	19362.7 	19267.4 	19333.9 	19553.0 	19698.3 
TOTAL,NLTD,THS,HR	1123.9 	1062.5 	1065.5 	1097.2 b	1067.6 	1089.4 	1099.2 	1151.7 	1223.7 	1228.7 
TOTAL,NLTD,THS,HU	3615.1 	3503.2 	3321.4 	3243.8 	3076.2 	3056.0 	3002.6 	2953.0 	2997.2 	3112.2 
TOTAL,NLTD,THS,IE	1673.2 b	1605.8 	1536.9 	1470.0 	1420.1 	1381.1 	1384.3 	1417.5 	1493.9 	1644.7 
TOTAL,NLTD,THS,IS	151.3 	145.9 	138.8 	132.9 	127.8 	124.3 	125.7 	125.2 	129.8 	138.9 
TOTAL,NLTD,THS,IT	14958.3 	14885.6 	14604.9 	14502.9 	14484.4 	14609.3 	14689.6 	14698.8 	14910.9 	14928.4 
TOTAL,NLTD,THS,LT	1172.4 	1170.3 	1147.0 	1127.4 	1109.6 	1104.8 	1090.8 	1085.0 	1133.2 	1230.5 
TOTAL,NLTD,THS,LU	220.3 	210.0 	205.6 b	204.2 	200.3 	197.3 	189.7 	187.0 	183.7 b	177.4 
TOTAL,NLTD,THS,LV	756.6 	748.0 	753.5 	755.9 	754.8 	739.6 	713.2 	699.4 	769.4 	914.6 
TOTAL,NLTD,THS,ME	124.7 	116.6 	122.5 	127.3 	125.5 	129.4 	135.7 	: 	: 	: 
TOTAL,NLTD,THS,MK	485.9 	474.4 	455.7 	427.7 	413.9 	407.2 	394.2 	381.1 	382.9 	373.2 
TOTAL,NLTD,THS,MT	176.4 	165.1 	157.8 	152.2 	144.7 	139.7 	134.6 	131.7 	130.5 	130.9 
TOTAL,NLTD,THS,NL	5538.9 	5488.3 	5468.9 	5352.7 	5485.6 	5642.8 	5709.4 	5746.7 b	6020.9 	6050.7 
TOTAL,NLTD,THS,NO	2253.6 	2231.1 	2248.9 	2235.4 	2206.5 	2192.6 	2161.7 	2108.0 	2103.7 	2100.0 
TOTAL,NLTD,THS,PL	9648.0 	9310.5 	9123.4 	8932.9 	8890.5 	8846.2 	8775.7 	8664.9 b	9016.5 	8895.0 
TOTAL,NLTD,THS,PT	3080.3 	2943.2 	2895.5 	2836.5 	2717.5 	2815.6 	2901.5 b	2907.1 	2945.7 	2991.8 
TOTAL,NLTD,THS,RO	6313.2 	6114.7 	5977.4 	5762.8 	5661.1 	5645.7 	5615.4 	5590.0 b	6150.4 	6237.5 
TOTAL,NLTD,THS,SE	3763.1 	3680.2 	3595.0 	3532.0 	3496.0 	3486.8 	3441.2 	3367.4 	3404.6 	3454.2 
TOTAL,NLTD,THS,SI	672.0 	650.1 	628.0 	620.9 	628.4 	640.9 	635.8 	661.1 	687.4 	706.8 
TOTAL,NLTD,THS,SK	1938.9 	1895.1 	1838.3 	1821.3 	1829.9 	1834.1 	1816.2 b	1834.9 	1907.8 	1996.4 
TOTAL,NLTD,THS,TR	16445.2 	15949.1 	15520.3 	14911.3 b	14400.1 	13737.4 	13052.3 	12181.8 	11397.2 	11478.4 
TOTAL,NLTD,THS,UK	25405.1 	25024.5 	24758.5 	24188.2 	23804.6 	23498.1 	23466.7 	23382.0 	23575.3 	24081.4 b
TOTAL,TOTAL,THS,AT	3733.1 	3683.4 	3609.1 	3566.2 	3562.9 	3550.5 	3514.4 	3461.9 	3439.0 	3453.2 
TOTAL,TOTAL,THS,BE	3974.9 b	3906.2 	3860.7 	3879.6 	3847.2 	3874.9 	3864.4 	3844.1 	3766.5 	3813.5 
TOTAL,TOTAL,THS,BG	2775.4 	2662.9 	2667.2 	2609.1 	2578.7 	2594.1 	2606.1 b	2688.7 b	2847.6 	2943.8 
TOTAL,TOTAL,THS,CH	3947.9 	3911.1 	3863.7 	3786.7 	3719.5 	3685.4 	3636.0 	3546.0 b	3617.1 	3557.3 
TOTAL,TOTAL,THS,CY	329.6 	311.2 	304.7 	297.9 	301.0 	321.3 	326.7 	321.9 	307.2 b	306.5 
TOTAL,TOTAL,THS,CZ	4327.6 	4256.8 	4167.7 	4079.3 	4055.2 	3989.5 	3993.2 b	4019.2 	4107.0 	4195.9 
TOTAL,TOTAL,THS,DE	37413.9 	36965.4 	35886.9 	35503.0 	35105.4 	34598.5 	34262.3 	33597.0 b	34012.0 	34049.5 
TOTAL,TOTAL,THS,DK	2584.2 b	2582.3 b	2513.9 	2473.2 	2445.6 	2443.3 	2456.4 	2459.8 	2511.5 	2600.4 
TOTAL,TOTAL,THS,EA17	124176.7 	121848.7 	119377.6 	117833.6 	116467.5 	117042.7 	117747.5 	117452.6 	118941.3 	121133.8 
TOTAL,TOTAL,THS,EA18	124958.2 	122626.9 	120160.6 	118616.1 	117257.9 	117818.8 	118511.4 	118205.5 	119745.1 	122080.6 
TOTAL,TOTAL,THS,EA19	126150.4 	123820.4 	121331.8 	119775.5 	118398.5 	118953.5 	119632.2 	119317.4 	120904.7 	123341.1 
TOTAL,TOTAL,THS,EE	591.4 	583.6 	581.0 	567.9 	564.6 	560.5 	550.6 	519.9 	544.4 	604.4 
TOTAL,TOTAL,THS,EL	2474.1 	2421.2 	2348.5 	2264.3 	2213.7 	2341.0 	2586.4 	2826.9 	2949.0 b	2996.2 
TOTAL,TOTAL,THS,ES	15715.1 	15228.2 	14773.5 	14285.8 	14069.1 	14573.4 	15394.2 	15592.3 	15881.1 b	16861.2 
TOTAL,TOTAL,THS,EU15	154210.7 	151570.3 	148788.9 	146704.3 	144816.3 	145018.2 	145665.6 	145179.0 	146707.3 	149371.6 
TOTAL,TOTAL,THS,EU27	190784.7 	187351.0 	183935.4 	181072.3 	178490.4 	178498.9 	178899.8 	178318.5 	181179.1 	184589.7 
TOTAL,TOTAL,THS,EU28	192208.7 	188719.8 	185272.2 	182393.5 	179738.9 	179755.8 	180170.7 	179639.6 	182569.6 	185990.6 
TOTAL,TOTAL,THS,FI	2147.3 	2104.6 	2090.3 	2104.6 	2126.6 	2146.1 	2143.0 	2119.6 	2122.7 	2206.8 
TOTAL,TOTAL,THS,FR	23749.2 	23442.2 	23360.3 	23312.2 b	22877.4 	22851.4 	22763.9 	22773.8 	22863.7 	23188.2 
TOTAL,TOTAL,THS,HR	1424.0 	1368.8 	1336.8 	1321.2 b	1248.5 	1256.9 	1270.9 	1321.1 	1390.5 	1400.9 
TOTAL,TOTAL,THS,HU	3964.4 	3880.9 	3747.0 	3636.4 	3453.8 	3378.1 	3302.5 	3272.7 	3274.8 	3378.4 
TOTAL,TOTAL,THS,IE	1857.3 b	1789.6 	1721.4 	1658.7 	1610.8 	1566.9 	1573.3 	1596.0 	1664.5 	1832.3 
TOTAL,TOTAL,THS,IS	171.0 	167.7 	161.0 	155.3 	150.5 	144.6 	144.3 	144.0 	145.7 	154.0 
