nace_r2,age,wstatus,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
I55,Y45-54,SELF,THS,LT	: c	: c	: c	: u	: u	: c	: c	: c	: u	: bc
I55,Y45-54,SELF,THS,LU	: u	: c	: bc	: c	: c	: c	: 	: c	: bc	: bc
I55,Y45-54,SELF,THS,LV	: u	: c	: c	: c	: c	: c	: 	: 	: 	: bc
I55,Y45-54,SELF,THS,ME	: u	: c	: c	: u	: c	: 	: u	: 	: 	: 
I55,Y45-54,SELF,THS,MK	: c	: 	: 	: 	: c	: 	: 	: 	: 	: 
I55,Y45-54,SELF,THS,MT	: u	: u	: 	: c	: c	: c	: 	: c	: u	: bu
I55,Y45-54,SELF,THS,NL	2.9 	2.5 u	2.0 u	2.0 u	: bu	2.5 u	2.2 bu	2.9 b	2.0 u	1.6 bu
I55,Y45-54,SELF,THS,NO	: c	: u	: c	: c	: c	: u	: u	: c	: c	: bu
I55,Y45-54,SELF,THS,PL	5.5 u	: u	: u	: u	5.1 u	: u	: u	: bu	: u	: bu
I55,Y45-54,SELF,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I55,Y45-54,SELF,THS,RO	: u	: c	: u	: u	: u	: u	: u	: bu	: u	: bu
I55,Y45-54,SELF,THS,SE	: u	: u	1.4 u	1.4 u	: u	: u	1.0 u	1.0 u	: u	: bu
I55,Y45-54,SELF,THS,SI	: c	: 	: c	: u	: u	: u	: u	: u	: c	: bu
I55,Y45-54,SELF,THS,SK	: u	: u	: u	: u	: u	: u	: bu	: u	: bu	: bu
I55,Y45-54,SELF,THS,TR	4.6 	3.8 	2.8 	2.8 b	1.6 u	3.3 	3.1 	0.8 u	2.0 u	: 
I55,Y45-54,SELF,THS,UK	11.9 	8.9 u	10.4 	8.9 u	10.8 	10.2 	6.7 u	5.6 u	8.5 u	6.6 bu
I55,Y_GE15,CFAM,THS,AT	: u	: u	: u	: u	: u	3.0 u	: u	: u	: u	: bu
I55,Y_GE15,CFAM,THS,BE	: bu	: u	: c	: c	: c	: 	: bc	: u	: u	: bc
I55,Y_GE15,CFAM,THS,BG	: c	: c	: u	: c	: c	: c	: 	: bu	: u	: bc
I55,Y_GE15,CFAM,THS,CH	1.7 u	1.1 u	: u	1.1 u	: u	: u	: u	: bu	: u	: bu
I55,Y_GE15,CFAM,THS,CY	: 	: 	: 	: u	: u	: 	: c	: c	: bc	: 
I55,Y_GE15,CFAM,THS,CZ	1.3 u	1.9 u	1.2 u	: u	0.9 u	0.7 u	1.0 bu	1.0 u	0.9 u	0.9 bu
I55,Y_GE15,CFAM,THS,DE	: u	6.1 	: u	5.7 	7.2 	5.5 	6.1 b	6.0 b	: u	5.2 b
I55,Y_GE15,CFAM,THS,DK	: bc	: bc	: c	: c	: c	: c	: u	: c	: c	: 
I55,Y_GE15,CFAM,THS,EA17	19.8 	25.8 	24.8 	23.5 	21.8 	21.9 	22.4 	28.9 	28.3 	32.3 b
I55,Y_GE15,CFAM,THS,EA18	19.8 	25.8 	24.8 	23.5 	21.8 	21.9 	22.4 	28.9 	28.3 	32.3 b
I55,Y_GE15,CFAM,THS,EA19	19.8 	25.8 	24.8 	23.5 	21.9 	22.1 	22.4 	28.9 	28.4 	32.6 b
I55,Y_GE15,CFAM,THS,EE	: 	: c	: 	: 	: c	: c	: c	: 	: 	: bc
I55,Y_GE15,CFAM,THS,EL	4.0 	4.4 	4.7 	4.9 	2.8 u	4.0 	4.4 	4.4 	4.5 b	5.7 b
I55,Y_GE15,CFAM,THS,ES	: u	1.6 u	1.4 u	: u	: u	: u	1.0 u	2.7 u	4.9 bu	4.3 bu
I55,Y_GE15,CFAM,THS,EU15	24.2 	26.9 	27.8 	25.6 	23.8 	23.4 	24.0 	31.1 	29.4 	33.3 b
I55,Y_GE15,CFAM,THS,EU27	28.2 	31.7 	30.6 	28.2 	27.5 	27.3 	27.4 	35.5 	32.8 	36.4 b
I55,Y_GE15,CFAM,THS,EU28	29.0 	32.1 	32.0 	28.9 	27.6 	27.3 	27.4 	37.1 	34.5 	36.4 b
I55,Y_GE15,CFAM,THS,FI	: u	: u	: u	: u	: c	: 	: c	: u	: c	: bc
I55,Y_GE15,CFAM,THS,FR	1.2 u	1.5 u	2.7 u	3.0 bu	1.0 u	: u	: u	: u	: u	: bu
I55,Y_GE15,CFAM,THS,HR	: u	: u	1.4 u	: bu	: c	: 	: 	1.7 u	1.7 u	: 
I55,Y_GE15,CFAM,THS,HU	: u	: u	: u	: c	: c	: c	: 	: c	: c	: 
I55,Y_GE15,CFAM,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE15,CFAM,THS,IS	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
I55,Y_GE15,CFAM,THS,IT	6.5 	7.7 	6.8 	5.4 	6.4 	6.1 	6.0 	9.3 	8.6 	9.4 b
I55,Y_GE15,CFAM,THS,LT	: 	: 	: 	: 	: c	: c	: 	: 	: c	: bu
I55,Y_GE15,CFAM,THS,LU	: c	: c	: bc	: 	: 	: c	: 	: 	: bc	: 
I55,Y_GE15,CFAM,THS,LV	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
I55,Y_GE15,CFAM,THS,ME	: u	: 	: c	: 	: 	: 	: 	: 	: 	: 
I55,Y_GE15,CFAM,THS,MK	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
I55,Y_GE15,CFAM,THS,NL	: u	: u	: u	: u	: bu	: u	: bu	: bu	: u	: bu
I55,Y_GE15,CFAM,THS,NO	: 	: 	: c	: 	: c	: c	: c	: 	: 	: bc
I55,Y_GE15,CFAM,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I55,Y_GE15,CFAM,THS,PT	: u	: u	: c	: c	: c	: u	: bc	: u	: u	: bu
I55,Y_GE15,CFAM,THS,RO	: c	: 	: 	: c	: u	: c	: c	: bc	: 	: 
I55,Y_GE15,CFAM,THS,SE	: c	: 	: c	: u	: u	: c	: u	: u	: u	: bu
I55,Y_GE15,CFAM,THS,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE15,CFAM,THS,SK	: c	: u	: u	: 	: 	: 	: 	: c	: bc	: 
I55,Y_GE15,CFAM,THS,TR	3.4 	3.0 	2.9 	2.5 bu	1.2 u	3.0 	5.0 	2.4 u	1.5 u	: 
I55,Y_GE15,CFAM,THS,UK	4.7 u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE15,EMP,THS,AT	87.6 	86.7 	81.3 	77.2 	79.8 	84.9 	83.1 	85.3 	91.3 	91.4 b
I55,Y_GE15,EMP,THS,BE	23.8 b	27.3 	25.2 	26.1 	27.8 	25.9 	23.6 b	21.2 	24.0 	23.4 b
I55,Y_GE15,EMP,THS,BG	45.3 	42.4 	40.2 	39.3 	36.4 	38.9 	38.0 b	40.0 b	41.4 	39.2 b
I55,Y_GE15,EMP,THS,CH	58.0 	55.3 	53.7 	54.6 	58.0 	54.3 	57.0 	59.1 b	52.6 	49.1 b
I55,Y_GE15,EMP,THS,CY	13.2 	13.3 	11.1 	10.6 	11.5 	11.2 	10.3 	10.9 	11.0 b	11.7 b
I55,Y_GE15,EMP,THS,CZ	49.2 	49.5 	51.1 	47.0 	43.9 	48.4 	47.2 b	44.9 	48.1 	47.0 b
I55,Y_GE15,EMP,THS,DE	504.7 	515.6 	479.3 	492.6 	504.0 	451.5 	449.1 b	430.0 b	436.6 	378.3 b
I55,Y_GE15,EMP,THS,DK	23.2 b	24.5 b	23.9 	19.3 	19.1 	22.7 	21.1 	19.1 	21.9 	20.3 b
I55,Y_GE15,EMP,THS,EA17	1929.6 	1923.6 	1768.5 	1699.4 	1689.3 	1667.8 	1704.1 	1654.6 	1663.7 	1656.7 b
I55,Y_GE15,EMP,THS,EA18	1934.5 	1929.6 	1774.0 	1705.1 	1693.6 	1671.1 	1708.5 	1659.6 	1668.2 	1661.5 b
I55,Y_GE15,EMP,THS,EA19	1940.5 	1936.1 	1780.2 	1713.6 	1701.6 	1676.8 	1712.9 	1663.6 	1672.3 	1668.2 b
I55,Y_GE15,EMP,THS,EE	8.2 	8.4 	7.1 	8.4 	8.1 	6.2 	5.9 	7.0 	6.9 	7.7 b
I55,Y_GE15,EMP,THS,EL	87.5 	79.7 	75.9 	76.6 	61.1 	66.9 	65.0 	63.8 	68.8 b	77.6 b
I55,Y_GE15,EMP,THS,ES	402.5 	396.0 	344.3 	321.7 	313.2 	320.4 	360.8 	325.6 	321.7 	328.9 b
I55,Y_GE15,EMP,THS,EU15	2316.2 	2305.4 	2130.2 	2051.5 	2021.3 	1995.8 	2027.0 	1968.1 	1980.6 	1954.1 b
I55,Y_GE15,EMP,THS,EU27	2694.0 	2687.7 	2494.7 	2413.6 	2374.3 	2351.1 	2361.1 	2290.5 	2313.6 	2291.6 b
I55,Y_GE15,EMP,THS,EU28	2734.4 	2722.7 	2532.1 	2451.6 	2405.0 	2385.2 	2393.3 	2320.3 	2341.9 	2322.8 b
I55,Y_GE15,EMP,THS,FI	14.1 	14.1 	14.9 	13.6 	13.6 	14.9 	16.0 	17.4 	15.8 	16.1 b
I55,Y_GE15,EMP,THS,FR	255.2 	265.7 	237.9 	213.8 b	216.0 	229.6 	236.3 	236.1 	224.2 	238.4 b
I55,Y_GE15,EMP,THS,HR	40.4 	35.1 	37.4 	38.0 	30.6 	34.1 	32.2 	29.8 	28.3 	31.2 b
I55,Y_GE15,EMP,THS,HU	39.3 	43.2 	41.8 	37.6 	39.3 	42.6 	38.8 	31.4 	31.6 	36.1 b
I55,Y_GE15,EMP,THS,IE	54.5 b	55.1 	55.2 	55.4 	52.2 	48.2 	41.0 	48.8 	48.9 	50.2 b
I55,Y_GE15,EMP,THS,IS	3.7 	3.6 	3.4 	3.2 	3.0 	2.7 	2.9 	2.2 	2.2 	1.7 b
I55,Y_GE15,EMP,THS,IT	287.1 	282.2 	255.0 	228.6 	232.5 	228.9 	223.8 	223.9 	234.4 	244.0 b
I55,Y_GE15,EMP,THS,LT	6.0 u	6.5 u	6.2 u	8.4 	8.0 u	5.7 u	: u	: u	: u	6.7 bu
I55,Y_GE15,EMP,THS,LU	1.2 	1.8 	2.6 b	2.1 	1.8 	1.6 	2.0 	1.6 	1.7 b	1.9 b
I55,Y_GE15,EMP,THS,LV	4.9 	6.0 	5.5 	5.7 	4.3 	3.4 	4.4 	5.1 	4.5 	4.8 b
I55,Y_GE15,EMP,THS,ME	8.4 	8.3 	7.6 	7.7 	7.4 	4.9 	4.7 	: 	: 	: 
I55,Y_GE15,EMP,THS,MK	5.3 	5.0 	4.6 	4.9 	4.8 	4.5 	5.0 	: 	: 	: 
I55,Y_GE15,EMP,THS,MT	8.7 	7.6 	6.9 	7.9 	9.6 	8.5 	8.2 	7.9 	8.4 	8.4 b
I55,Y_GE15,EMP,THS,NL	72.9 	68.5 	65.9 	62.7 	57.9 b	73.9 	76.8 b	75.8 b	73.5 	76.7 b
I55,Y_GE15,EMP,THS,NO	21.5 	19.9 	21.1 	22.3 	21.1 	24.4 	22.2 	24.1 	24.5 	24.6 b
I55,Y_GE15,EMP,THS,PL	118.5 	119.1 	104.4 	101.0 	101.8 	106.8 	94.3 	88.0 b	89.9 	91.2 b
I55,Y_GE15,EMP,THS,PT	70.9 	61.9 	57.0 	58.0 	57.9 	54.8 	63.4 b	57.8 	55.8 	61.2 b
I55,Y_GE15,EMP,THS,RO	47.0 	46.4 	41.2 	52.2 	47.7 	43.3 	43.6 	41.9 b	46.3 	43.9 b
I55,Y_GE15,EMP,THS,SE	44.9 	45.2 	43.9 	37.5 	36.1 	36.5 	37.6 	41.2 	37.3 	38.6 b
I55,Y_GE15,EMP,THS,SI	10.9 	9.0 	12.8 	11.6 	10.9 	11.9 	13.0 	13.3 	10.8 	12.6 b
I55,Y_GE15,EMP,THS,SK	26.5 	30.8 	36.3 	32.4 	31.5 	28.3 	26.0 b	28.3 	29.9 b	28.2 b
I55,Y_GE15,EMP,THS,TR	294.6 	267.8 	298.7 	260.2 b	267.1 	243.8 	218.2 	193.5 	183.2 	: 
I55,Y_GE15,EMP,THS,UK	386.1 	381.2 	368.0 	366.3 	348.4 	335.1 	327.5 	320.6 	324.7 	307.0 b
I55,Y_GE15,NRP,THS,EA17	: 	: c	: c	: 	: c	: 	: 	: 	: c	: bc
I55,Y_GE15,NRP,THS,EA18	: 	: c	: c	: 	: c	: 	: 	: 	: c	: bc
I55,Y_GE15,NRP,THS,EA19	: 	: c	: c	: 	: c	: 	: 	: 	: c	: bc
I55,Y_GE15,NRP,THS,ES	: 	: 	: c	: 	: c	: 	: 	: 	: bc	: bc
I55,Y_GE15,NRP,THS,EU15	: 	: c	: c	: 	: c	: 	: 	: 	: c	: bc
I55,Y_GE15,NRP,THS,EU27	: 	: c	: c	: 	: c	: 	: 	: 	: c	: bc
I55,Y_GE15,NRP,THS,EU28	: 	: c	: c	: 	: c	: 	: 	: 	: c	: bc
I55,Y_GE15,NRP,THS,IS	: 	: 	: 	: 	: c	: c	: c	: 	: 	: 
I55,Y_GE15,NRP,THS,LU	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
I55,Y_GE15,NRP,THS,NO	: 	: 	: c	: c	: c	: 	: 	: 	: 	: 
I55,Y_GE15,NRP,THS,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
I55,Y_GE15,SAL,THS,AT	76.8 	75.0 	69.1 	65.4 	67.8 	71.7 	70.0 	71.8 	77.2 	76.3 b
I55,Y_GE15,SAL,THS,BE	22.4 b	24.7 	20.4 	23.1 	23.5 	22.1 	20.4 b	18.7 	20.5 	20.5 b
I55,Y_GE15,SAL,THS,BG	41.7 	39.4 	37.9 	37.1 	34.5 	37.7 	36.8 b	37.7 b	38.8 	38.0 b
I55,Y_GE15,SAL,THS,CH	48.9 	46.9 	45.5 	47.4 	51.8 	47.8 	49.3 	52.6 b	47.1 	43.1 b
I55,Y_GE15,SAL,THS,CY	13.0 	13.2 	11.0 	10.5 	11.3 	11.1 	9.9 	10.7 	10.8 b	11.3 b
I55,Y_GE15,SAL,THS,CZ	41.9 	40.9 	43.3 	41.6 	38.1 	39.7 	39.5 b	37.9 	41.6 	39.9 b
I55,Y_GE15,SAL,THS,DE	450.7 	453.2 	425.4 	433.6 	440.5 	395.6 	390.0 b	374.2 b	389.3 	337.0 b
I55,Y_GE15,SAL,THS,DK	21.9 b	23.0 b	22.5 	18.3 	18.0 	21.0 	19.6 	17.9 	20.0 	19.2 b
I55,Y_GE15,SAL,THS,EA17	1699.9 	1676.9 	1546.4 	1478.1 	1470.8 	1471.9 	1505.1 	1441.8 	1456.2 	1439.0 b
I55,Y_GE15,SAL,THS,EA18	1704.2 	1681.9 	1551.5 	1482.9 	1474.5 	1475.0 	1509.5 	1446.7 	1460.6 	1443.7 b
I55,Y_GE15,SAL,THS,EA19	1709.6 	1688.3 	1557.2 	1490.6 	1481.7 	1479.8 	1513.7 	1450.4 	1464.3 	1449.4 b
I55,Y_GE15,SAL,THS,EE	7.7 	8.0 	6.6 	7.4 	7.2 	5.4 	5.3 	6.8 	6.2 	7.2 b
I55,Y_GE15,SAL,THS,EL	66.2 	58.1 	59.3 	58.7 	45.6 	50.5 	48.5 	47.6 	52.6 b	56.8 b
I55,Y_GE15,SAL,THS,ES	380.1 	367.5 	323.4 	301.1 	288.2 	299.9 	339.9 	305.6 	295.9 b	298.5 b
I55,Y_GE15,SAL,THS,EU15	2029.4 	2007.7 	1867.5 	1785.0 	1763.6 	1765.5 	1795.6 	1719.6 	1735.8 	1701.5 b
I55,Y_GE15,SAL,THS,EU27	2369.8 	2353.9 	2199.4 	2117.3 	2084.9 	2086.6 	2100.5 	2013.5 	2039.3 	2014.0 b
I55,Y_GE15,SAL,THS,EU28	2406.8 	2387.2 	2234.2 	2153.1 	2112.7 	2118.7 	2130.7 	2039.6 	2064.1 	2044.1 b
I55,Y_GE15,SAL,THS,FI	12.8 	12.4 	12.9 	12.0 	12.3 	13.2 	14.5 	14.8 	14.1 	15.0 b
I55,Y_GE15,SAL,THS,FR	225.4 	234.9 	204.2 	179.3 b	190.2 	210.0 	215.3 	208.0 	195.3 	207.1 b
I55,Y_GE15,SAL,THS,HR	37.0 	33.3 	34.8 	35.8 b	27.9 	32.1 	30.2 	26.1 	24.9 	30.1 b
I55,Y_GE15,SAL,THS,HU	37.2 	41.1 	39.0 	36.0 	37.4 	40.0 	37.3 	29.5 	29.7 	33.9 b
I55,Y_GE15,SAL,THS,IE	51.0 b	50.5 	50.3 	50.0 	47.4 	44.1 	38.0 	43.4 	44.4 	45.2 b
I55,Y_GE15,SAL,THS,IS	3.3 	3.2 	2.9 	2.9 	2.6 	2.3 	2.5 	2.0 	2.0 	1.5 b
I55,Y_GE15,SAL,THS,IT	220.3 	217.6 	200.0 	178.4 	180.8 	182.8 	178.5 	170.6 	182.7 	189.3 b
I55,Y_GE15,SAL,THS,LT	5.5 u	6.3 u	5.7 u	7.7 u	7.2 u	4.7 u	: u	: u	: u	: bu
I55,Y_GE15,SAL,THS,LU	0.9 u	1.7 	2.5 b	2.0 	1.7 	1.6 	2.0 	1.4 	1.6 b	1.8 b
I55,Y_GE15,SAL,THS,LV	4.3 	5.1 	5.1 	4.8 	3.7 	3.2 	4.4 	4.9 	4.4 	4.7 b
I55,Y_GE15,SAL,THS,ME	7.2 	7.9 	6.9 	7.1 	6.9 	4.6 	4.5 	: 	: 	: 
I55,Y_GE15,SAL,THS,MK	5.2 	5.0 	4.6 	4.9 	4.4 	4.5 	5.0 	: 	: 	: 
I55,Y_GE15,SAL,THS,MT	8.4 	7.5 	6.8 	7.8 	9.5 	8.4 	8.1 	7.7 	8.2 	8.2 b
I55,Y_GE15,SAL,THS,NL	62.6 	59.3 	56.4 	52.0 	49.9 b	66.1 	69.3 b	67.6 b	66.7 	68.4 b
I55,Y_GE15,SAL,THS,NO	20.5 	18.7 	20.4 	21.7 	19.9 	23.3 	21.1 	23.2 	23.9 	23.9 b
I55,Y_GE15,SAL,THS,PL	101.0 	103.1 	92.6 	88.0 	88.3 	92.6 	81.5 	75.0 b	77.2 	82.5 b
I55,Y_GE15,SAL,THS,PT	67.3 	57.6 	54.3 	55.9 	55.5 	51.6 	59.5 b	53.5 	52.9 	57.8 b
I55,Y_GE15,SAL,THS,RO	45.6 	45.8 	40.2 	50.4 	44.6 	40.4 	42.0 	40.8 b	45.0 	42.7 b
I55,Y_GE15,SAL,THS,SE	42.1 	42.0 	40.4 	34.2 	33.6 	34.2 	33.7 	37.0 	33.9 	34.7 b
I55,Y_GE15,SAL,THS,SI	9.9 	8.5 	12.2 	10.9 	10.4 	11.2 	12.2 	12.5 	10.2 	12.0 b
I55,Y_GE15,SAL,THS,SK	24.1 	27.2 	31.6 	30.1 	29.1 	26.7 	23.9 b	26.8 	27.7 b	26.5 b
I55,Y_GE15,SAL,THS,TR	277.8 	252.6 	285.5 	249.0 b	259.5 	230.0 	204.4 	185.8 	176.2 	: 
I55,Y_GE15,SAL,THS,UK	328.5 	330.2 	326.3 	321.0 	308.6 	301.2 	296.3 	287.4 	288.8 	273.7 b
I55,Y_GE15,SELF,THS,AT	9.3 	9.8 	9.9 	9.8 	9.8 	10.1 	11.3 	11.2 	11.8 	12.6 b
I55,Y_GE15,SELF,THS,BE	: bu	2.3 u	4.7 u	2.8 u	3.9 u	3.8 u	3.1 bu	2.0 u	3.0 u	2.7 bu
I55,Y_GE15,SELF,THS,BG	3.5 u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
I55,Y_GE15,SELF,THS,CH	7.5 	7.3 	7.8 	6.1 	5.4 	5.9 	6.9 	5.9 b	4.5 u	5.5 bu
I55,Y_GE15,SELF,THS,CY	: u	: u	: c	: c	: u	: c	: u	: u	: bu	: bu
I55,Y_GE15,SELF,THS,CZ	6.0 	6.8 	6.6 	5.1 	4.9 	8.0 	6.7 b	6.1 	5.5 	6.2 b
I55,Y_GE15,SELF,THS,DE	50.0 	56.3 	49.1 	53.3 	56.3 	50.4 	53.0 b	49.7 b	43.4 	36.1 b
I55,Y_GE15,SELF,THS,DK	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE15,SELF,THS,EA17	209.9 	220.9 	197.2 	197.8 	196.6 	173.9 	176.5 	183.9 	178.9 	185.4 b
I55,Y_GE15,SELF,THS,EA18	210.6 	221.8 	197.6 	198.7 	197.2 	174.1 	176.6 	184.1 	179.0 	185.6 b
I55,Y_GE15,SELF,THS,EA19	211.1 	222.0 	198.1 	199.5 	197.9 	175.0 	176.8 	184.2 	179.5 	186.1 b
I55,Y_GE15,SELF,THS,EE	: u	: u	: u	: u	: u	: u	: u	: c	: u	: bu
I55,Y_GE15,SELF,THS,EL	17.2 	17.2 	11.8 	13.0 	12.6 	12.4 	12.1 	11.8 	11.8 b	15.2 b
I55,Y_GE15,SELF,THS,ES	21.8 	26.9 	19.4 	19.7 	24.3 	19.8 	19.8 	17.3 	20.6 b	26.1 b
I55,Y_GE15,SELF,THS,EU15	262.7 	270.7 	234.9 	240.9 	233.8 	206.9 	207.4 	217.4 	215.2 	219.1 b
I55,Y_GE15,SELF,THS,EU27	296.0 	302.0 	264.6 	268.1 	261.9 	237.2 	233.3 	241.5 	241.4 	241.0 b
I55,Y_GE15,SELF,THS,EU28	298.5 	303.4 	265.8 	269.6 	264.6 	239.2 	235.3 	243.6 	243.1 	242.1 b
I55,Y_GE15,SELF,THS,FI	: u	: u	: u	: u	: u	: u	: u	2.2 u	: u	: bu
I55,Y_GE15,SELF,THS,FR	28.5 	29.3 	31.0 	31.6 b	24.8 	18.9 	19.3 	26.4 	27.2 	27.7 b
I55,Y_GE15,SELF,THS,HR	2.5 u	1.4 u	1.2 u	1.5 bu	2.7 u	2.0 u	2.0 u	2.0 u	1.7 u	1.1 bu
I55,Y_GE15,SELF,THS,HU	: u	: u	2.6 u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE15,SELF,THS,IE	3.2 b	4.3 	4.6 	4.9 	4.4 	3.8 	2.9 u	5.1 	4.1 	4.8 b
I55,Y_GE15,SELF,THS,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE15,SELF,THS,IT	60.3 	56.9 	48.1 	44.8 	45.3 	40.0 	39.3 	44.0 	43.1 	45.3 b
I55,Y_GE15,SELF,THS,LT	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bu
I55,Y_GE15,SELF,THS,LU	: u	: u	: bc	: c	: c	: c	: c	: u	: bu	: bu
I55,Y_GE15,SELF,THS,LV	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bc
I55,Y_GE15,SELF,THS,ME	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
I55,Y_GE15,SELF,THS,MK	: c	: 	: c	: 	: u	: 	: 	: 	: 	: 
I55,Y_GE15,SELF,THS,MT	: u	: u	: c	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE15,SELF,THS,NL	10.1 	8.5 	9.0 	10.6 	7.6 b	7.1 	6.9 b	7.9 b	6.3 	7.8 b
I55,Y_GE15,SELF,THS,NO	1.0 	1.1 u	0.6 u	: u	1.0 u	1.0 u	1.0 u	: u	: u	: bu
I55,Y_GE15,SELF,THS,PL	15.4 	14.3 u	11.3 u	11.5 u	11.6 u	12.0 u	10.9 u	10.7 bu	11.1 u	7.2 bu
I55,Y_GE15,SELF,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I55,Y_GE15,SELF,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I55,Y_GE15,SELF,THS,SE	2.7 	3.2 	3.4 	3.0 	2.3 	2.2 	3.6 	4.0 	3.2 u	3.7 b
I55,Y_GE15,SELF,THS,SI	0.8 u	: u	: u	: u	: u	: u	0.6 u	: u	: u	: bu
I55,Y_GE15,SELF,THS,SK	2.2 u	3.1 	4.2 	2.3 u	2.4 u	: u	2.1 bu	: u	: bu	: bu
I55,Y_GE15,SELF,THS,TR	13.3 	12.2 	10.2 	8.7 b	6.4 	10.9 	8.9 	5.3 	5.5 	: 
I55,Y_GE15,SELF,THS,UK	52.8 	49.3 	38.2 	43.0 	37.6 	32.0 	29.6 	30.6 	34.7 	32.0 b
I55,Y_GE55,CFAM,THS,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,CFAM,THS,BE	: bc	: u	: c	: 	: 	: 	: bc	: c	: c	: bc
I55,Y_GE55,CFAM,THS,BG	: c	: 	: c	: c	: c	: c	: 	: bc	: c	: bc
I55,Y_GE55,CFAM,THS,CH	: u	: u	: u	: u	: u	: u	: u	: bu	: c	: bc
I55,Y_GE55,CFAM,THS,CY	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 
I55,Y_GE55,CFAM,THS,CZ	: u	: u	: c	: 	: u	: u	0.5 bu	: u	: u	: bc
I55,Y_GE55,CFAM,THS,DE	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
I55,Y_GE55,CFAM,THS,DK	: bc	: 	: c	: 	: c	: c	: c	: 	: c	: 
I55,Y_GE55,CFAM,THS,EA17	8.5 u	9.7 u	10.9 	9.3 u	9.8 u	9.1 u	10.7 u	10.9 u	8.1 u	9.1 bu
I55,Y_GE55,CFAM,THS,EA18	8.5 u	9.7 u	10.9 	9.3 u	9.8 u	9.1 u	10.7 u	10.9 u	8.1 u	9.1 bu
I55,Y_GE55,CFAM,THS,EA19	8.5 u	9.7 u	10.9 	9.3 u	9.9 u	9.1 u	10.7 u	10.9 u	8.2 u	9.2 bu
I55,Y_GE55,CFAM,THS,EE	: 	: c	: 	: 	: c	: c	: 	: 	: 	: 
I55,Y_GE55,CFAM,THS,EL	: u	: u	1.5 u	: u	: u	: u	1.5 u	1.4 u	: bu	1.3 bu
I55,Y_GE55,CFAM,THS,ES	: u	: u	: u	: u	: c	: u	: u	: c	: bc	: bu
I55,Y_GE55,CFAM,THS,EU15	12.5 	10.9 	13.3 	11.2 	10.6 	10.0 u	12.1 	12.6 	8.9 u	9.6 bu
I55,Y_GE55,CFAM,THS,EU27	14.0 u	12.4 u	14.2 u	12.1 u	12.2 u	11.0 u	13.5 u	13.8 u	9.6 u	10.7 bu
I55,Y_GE55,CFAM,THS,EU28	14.1 u	12.7 u	14.3 u	12.1 u	12.2 u	11.0 u	13.5 u	14.9 u	10.7 u	10.7 bu
I55,Y_GE55,CFAM,THS,FI	: c	: u	: u	: u	: c	: 	: c	: u	: c	: 
I55,Y_GE55,CFAM,THS,FR	0.8 u	0.7 u	1.1 u	1.0 bu	0.7 u	: u	: u	: u	: u	: bu
I55,Y_GE55,CFAM,THS,HR	: c	: c	: c	: 	: 	: 	: 	: c	1.1 u	: 
I55,Y_GE55,CFAM,THS,HU	: u	: u	: u	: c	: 	: 	: 	: c	: c	: 
I55,Y_GE55,CFAM,THS,IE	: bc	: u	: u	: u	: u	: c	: c	: c	: c	: bu
I55,Y_GE55,CFAM,THS,IS	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
I55,Y_GE55,CFAM,THS,IT	2.0 u	2.5 u	2.1 u	: u	1.9 u	1.9 u	2.2 u	2.8 	2.6 	2.1 bu
I55,Y_GE55,CFAM,THS,LT	: 	: 	: 	: 	: c	: 	: 	: 	: c	: bc
I55,Y_GE55,CFAM,THS,NL	: c	: u	: 	: u	: bu	: u	: bu	: bc	: c	: bc
I55,Y_GE55,CFAM,THS,NO	: 	: 	: c	: 	: c	: c	: c	: 	: 	: bc
I55,Y_GE55,CFAM,THS,PL	: u	: u	: c	: u	: u	: u	: u	: bu	: u	: bu
