nace_r2,age,wstatus,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
I55,Y_GE55,CFAM,THS,PT	: c	: c	: c	: c	: c	: c	: 	: c	: 	: bc
I55,Y_GE55,CFAM,THS,RO	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 
I55,Y_GE55,CFAM,THS,SE	: 	: 	: c	: u	: c	: c	: u	: c	: 	: 
I55,Y_GE55,CFAM,THS,SI	: u	: c	: c	: u	: c	: c	: u	: c	: 	: bu
I55,Y_GE55,CFAM,THS,SK	: 	: c	: c	: 	: 	: 	: 	: 	: 	: 
I55,Y_GE55,CFAM,THS,TR	1.2 u	1.0 u	: u	: bc	: u	0.8 u	0.6 u	: u	: 	: 
I55,Y_GE55,CFAM,THS,UK	: u	: u	: u	: u	: u	: c	: u	: u	: u	: bu
I55,Y_GE55,EMP,THS,AT	12.3 	11.9 	11.8 	11.6 	10.9 	10.8 	9.9 	11.1 	11.5 	11.4 b
I55,Y_GE55,EMP,THS,BE	3.8 bu	4.3 u	3.8 u	3.6 u	3.7 u	2.7 u	2.9 bu	2.5 u	2.5 u	: bu
I55,Y_GE55,EMP,THS,BG	10.2 	7.5 	5.5 u	6.4 u	6.5 u	5.2 u	5.5 bu	6.9 bu	7.0 u	6.8 bu
I55,Y_GE55,EMP,THS,CH	9.4 	9.2 	8.9 	7.5 	8.0 	6.7 	8.0 	9.1 b	6.0 u	6.4 bu
I55,Y_GE55,EMP,THS,CY	3.1 	2.4 	1.4 u	2.1 	2.2 	2.0 	2.4 	1.9 	1.8 b	1.8 b
I55,Y_GE55,EMP,THS,CZ	9.5 	10.6 	9.0 	7.9 	10.6 	9.0 	7.6 b	7.5 	8.2 	6.9 b
I55,Y_GE55,EMP,THS,DE	98.8 	101.3 	93.8 	92.8 	93.9 	79.0 	73.3 b	67.2 b	63.5 	44.8 b
I55,Y_GE55,EMP,THS,DK	3.3 bu	3.3 bu	2.6 u	2.4 u	2.8 u	3.1 u	2.7 u	2.5 u	2.6 u	2.3 bu
I55,Y_GE55,EMP,THS,EA17	312.3 	306.9 	273.8 	257.4 	260.8 	246.4 	230.3 	219.3 	207.7 	187.7 b
I55,Y_GE55,EMP,THS,EA18	312.9 	308.3 	274.6 	258.5 	262.1 	247.0 	231.6 	220.1 	208.4 	188.5 b
I55,Y_GE55,EMP,THS,EA19	313.8 	309.5 	275.5 	259.7 	263.2 	247.9 	232.6 	220.5 	208.7 	189.0 b
I55,Y_GE55,EMP,THS,EE	1.6 u	2.3 u	1.8 u	1.8 u	1.5 u	1.2 u	: u	: u	: u	: bu
I55,Y_GE55,EMP,THS,EL	14.2 	12.9 	12.2 	10.4 	6.6 	8.1 	9.4 	8.7 	7.8 b	10.9 b
I55,Y_GE55,EMP,THS,ES	53.2 	52.9 	42.1 	41.5 	41.4 	42.5 	44.3 	37.9 	34.8 	31.5 b
I55,Y_GE55,EMP,THS,EU15	387.3 	375.4 	331.9 	318.0 	311.4 	295.3 	285.0 	272.2 	260.6 	242.0 b
I55,Y_GE55,EMP,THS,EU27	447.1 	436.0 	378.3 	367.5 	365.5 	349.7 	336.8 	316.7 	306.4 	281.9 b
I55,Y_GE55,EMP,THS,EU28	452.9 	441.6 	386.2 	376.2 	373.3 	357.3 	342.3 	321.9 	311.7 	285.7 b
I55,Y_GE55,EMP,THS,FI	2.2 u	3.1 u	2.7 u	: u	2.4 u	2.8 u	2.9 u	3.2 u	2.3 u	2.1 bu
I55,Y_GE55,EMP,THS,FR	41.1 	36.7 	34.9 	28.3 b	30.7 	30.5 	26.3 	27.1 	24.7 	24.9 b
I55,Y_GE55,EMP,THS,HR	5.8 u	5.6 u	7.9 u	8.7 u	7.8 u	7.7 u	5.5 u	5.2 u	5.2 u	3.8 bu
I55,Y_GE55,EMP,THS,HU	5.1 	6.6 	4.5 u	3.4 u	4.8 u	5.8 	5.9 	5.3 	4.4 u	3.5 bu
I55,Y_GE55,EMP,THS,IE	5.6 b	6.0 	5.8 	5.7 	5.2 	4.6 	4.0 	5.0 	4.4 	4.5 b
I55,Y_GE55,EMP,THS,IS	0.6 	0.7 	0.6 	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,EMP,THS,IT	48.5 	47.5 	38.0 	33.0 	39.4 	38.7 	30.1 	33.4 	32.6 	32.3 b
I55,Y_GE55,EMP,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,EMP,THS,LU	: u	: u	: bu	: u	: c	: u	: c	: c	: bu	: bu
I55,Y_GE55,EMP,THS,LV	: u	1.3 u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,EMP,THS,ME	: u	: u	: u	1.3 u	1.3 u	: u	: u	: 	: 	: 
I55,Y_GE55,EMP,THS,MK	0.9 u	0.7 u	0.7 u	1.0 u	0.8 u	0.9 u	0.6 u	: 	: 	: 
I55,Y_GE55,EMP,THS,MT	1.9 	1.8 	1.1 	1.3 	1.6 	1.2 	0.8 	0.9 	0.8 	0.8 b
I55,Y_GE55,EMP,THS,NL	10.2 	8.1 	10.2 	9.5 	8.9 b	10.6 	9.1 b	7.1 b	8.4 	10.1 b
I55,Y_GE55,EMP,THS,NO	2.4 	2.2 	2.0 	1.7 	2.7 	2.5 	3.0 	3.1 	2.3 	1.6 bu
I55,Y_GE55,EMP,THS,PL	18.8 	18.3 	13.7 u	14.6 u	15.0 	18.3 	16.0 	11.3 bu	13.7 u	12.0 bu
I55,Y_GE55,EMP,THS,PT	12.3 	10.4 	9.4 	8.5 	7.4 	7.0 	9.4 b	8.6 	7.9 	7.1 b
I55,Y_GE55,EMP,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I55,Y_GE55,EMP,THS,SE	6.6 	6.3 	5.3 	4.1 	3.1 	3.7 	4.9 	5.2 	4.2 	5.1 b
I55,Y_GE55,EMP,THS,SI	1.2 u	1.1 u	1.5 u	1.2 u	0.8 u	1.0 u	0.5 u	0.9 u	1.0 u	0.8 bu
I55,Y_GE55,EMP,THS,SK	2.3 u	4.0 	3.0 u	4.0 	4.3 	3.3 	3.8 b	3.2 	2.7 bu	: bu
I55,Y_GE55,EMP,THS,TR	17.5 	14.5 	9.1 	7.4 b	7.9 	8.0 	6.3 	4.6 	4.3 	: 
I55,Y_GE55,EMP,THS,UK	75.2 	70.5 	59.1 	64.5 	55.1 	51.0 	55.6 	52.8 	53.3 	53.2 b
I55,Y_GE55,NRP,THS,IS	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
I55,Y_GE55,SAL,THS,AT	7.4 	6.5 	6.1 	5.7 u	5.7 u	5.9 u	4.5 u	5.7 u	6.1 	5.8 bu
I55,Y_GE55,SAL,THS,BE	3.3 bu	3.1 u	2.0 u	2.6 u	2.5 u	: u	: bu	: u	: u	: bu
I55,Y_GE55,SAL,THS,BG	8.7 	6.6 u	4.9 u	5.5 u	5.9 u	4.8 u	5.2 bu	6.0 bu	6.4 u	6.5 bu
I55,Y_GE55,SAL,THS,CH	6.1 	5.6 	6.3 	5.0 u	6.1 	4.6 u	5.6 	6.7 b	4.4 u	5.1 bu
I55,Y_GE55,SAL,THS,CY	2.9 	2.3 	1.4 u	2.0 	2.0 	2.0 	2.3 	1.8 	1.8 b	1.7 b
I55,Y_GE55,SAL,THS,CZ	6.4 	7.5 	7.4 	6.0 	7.4 	5.8 	5.1 b	5.1 	6.6 	5.2 b
I55,Y_GE55,SAL,THS,DE	74.7 	72.4 	67.9 	65.9 	67.3 	55.3 	50.8 b	43.9 b	44.3 	28.8 b
I55,Y_GE55,SAL,THS,DK	2.6 bu	2.6 bu	: u	: u	2.2 u	2.4 u	2.2 u	2.2 u	: u	2.0 bu
I55,Y_GE55,SAL,THS,EA17	224.3 	210.2 	190.7 	176.7 	177.9 	173.5 	157.6 	145.0 	145.6 	122.5 b
I55,Y_GE55,SAL,THS,EA18	224.8 	210.9 	191.2 	177.5 	178.6 	174.0 	158.9 	145.8 	146.3 	123.2 b
I55,Y_GE55,SAL,THS,EA19	225.6 	212.0 	192.0 	178.5 	179.4 	174.5 	159.9 	146.2 	146.6 	123.6 b
I55,Y_GE55,SAL,THS,EE	1.4 u	2.0 u	1.8 u	1.8 u	1.2 u	: u	: u	: u	: u	: bu
I55,Y_GE55,SAL,THS,EL	7.2 	6.7 	6.9 	5.2 	3.3 u	4.0 	4.3 	3.5 u	3.4 bu	4.2 b
I55,Y_GE55,SAL,THS,ES	45.7 	42.4 	35.5 	35.1 	32.7 	34.8 	36.2 	32.1 	30.9 b	26.9 b
I55,Y_GE55,SAL,THS,EU15	260.0 	244.7 	225.9 	205.3 	207.9 	202.5 	191.2 	177.0 	179.7 	155.1 b
I55,Y_GE55,SAL,THS,EU27	307.7 	293.9 	264.4 	246.5 	250.2 	244.8 	233.4 	213.4 	217.6 	188.6 b
I55,Y_GE55,SAL,THS,EU28	313.2 	298.7 	271.9 	254.9 	257.1 	252.1 	237.9 	217.1 	221.4 	192.2 b
I55,Y_GE55,SAL,THS,FI	: u	2.2 u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,SAL,THS,FR	28.3 	23.8 	21.6 	17.9 b	20.6 	24.1 	19.3 	18.1 	19.4 	17.6 b
I55,Y_GE55,SAL,THS,HR	5.4 u	4.8 u	7.5 u	8.4 bu	6.8 u	7.3 u	4.4 u	3.7 u	3.7 u	3.6 bu
I55,Y_GE55,SAL,THS,HU	4.5 u	5.5 	3.7 u	3.0 u	4.1 u	5.2 	5.4 	4.7 u	3.7 u	2.8 bu
I55,Y_GE55,SAL,THS,IE	3.9 b	3.3 	3.1 u	3.2 	2.8 u	2.8 u	2.6 u	2.5 u	3.2 	3.1 bu
I55,Y_GE55,SAL,THS,IS	: u	0.5 	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,SAL,THS,IT	26.2 	25.6 	23.0 	18.3 	21.8 	21.7 	14.0 	17.5 	16.4 	15.7 b
I55,Y_GE55,SAL,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,SAL,THS,LU	: u	: u	: bu	: u	: c	: u	: c	: c	: bc	: bc
I55,Y_GE55,SAL,THS,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,SAL,THS,ME	: u	: u	: u	1.2 u	: u	: u	: u	: 	: 	: 
I55,Y_GE55,SAL,THS,MK	0.9 u	0.7 u	0.7 u	1.0 u	0.6 u	0.9 u	0.6 u	: 	: 	: 
I55,Y_GE55,SAL,THS,MT	1.8 	1.7 	1.1 	1.2 	1.5 	1.2 	0.7 u	0.9 	0.8 	0.8 b
I55,Y_GE55,SAL,THS,NL	6.2 	4.9 	6.2 	4.1 	4.3 b	7.0 	6.0 b	4.3 b	5.6 	5.7 b
I55,Y_GE55,SAL,THS,NO	1.8 	1.6 	1.5 	1.4 u	1.8 	2.2 	2.5 	2.5 	2.0 u	1.3 bu
I55,Y_GE55,SAL,THS,PL	13.7 u	13.6 u	9.9 u	11.1 u	10.6 u	12.1 u	11.2 u	8.2 bu	9.1 u	8.8 bu
I55,Y_GE55,SAL,THS,PT	10.6 	8.5 	8.5 	7.7 	5.9 	5.8 	7.9 b	7.0 	6.8 	5.7 b
I55,Y_GE55,SAL,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I55,Y_GE55,SAL,THS,SE	5.0 	4.8 	3.7 	2.9 	2.3 	3.0 	3.5 	3.5 	3.0 u	3.0 bu
I55,Y_GE55,SAL,THS,SI	1.0 u	1.1 u	1.4 u	0.9 u	0.7 u	0.9 u	: u	0.8 u	0.9 u	0.6 bu
I55,Y_GE55,SAL,THS,SK	: u	3.6 	2.5 u	3.7 	3.8 	3.1 	3.6 b	2.9 u	2.5 bu	: bu
I55,Y_GE55,SAL,THS,TR	11.9 	10.7 	6.3 	4.9 b	5.2 	3.7 	3.1 	3.2 	3.5 	: 
I55,Y_GE55,SAL,THS,UK	37.1 	37.9 	37.9 	33.5 	34.7 	31.9 	35.9 	33.3 	35.9 	33.6 b
I55,Y_GE55,SELF,THS,AT	3.9 u	4.1 u	3.7 u	4.2 u	3.6 u	3.2 u	4.3 u	3.9 u	3.7 u	3.9 bu
I55,Y_GE55,SELF,THS,BE	: bu	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I55,Y_GE55,SELF,THS,BG	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bc
I55,Y_GE55,SELF,THS,CH	3.0 u	3.2 u	2.5 u	1.8 u	1.6 u	1.9 u	2.2 u	2.2 bu	: u	: bu
I55,Y_GE55,SELF,THS,CY	: u	: c	: 	: c	: u	: 	: u	: c	: bc	: bc
I55,Y_GE55,SELF,THS,CZ	2.7 u	2.7 u	1.4 u	1.9 u	2.8 u	2.8 u	1.9 bu	2.1 u	1.4 u	1.7 bu
I55,Y_GE55,SELF,THS,DE	21.3 	25.7 	22.9 	23.3 	22.2 	20.4 	18.9 b	19.5 b	17.4 	13.6 b
I55,Y_GE55,SELF,THS,DK	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,SELF,THS,EA17	79.6 	87.0 	72.1 	71.3 	73.2 	63.8 	61.9 	63.3 	53.9 	56.2 b
I55,Y_GE55,SELF,THS,EA18	79.6 	87.7 	72.4 	71.6 	73.7 	63.9 	62.0 	63.4 	53.9 	56.2 b
I55,Y_GE55,SELF,THS,EA19	79.8 	87.8 	72.5 	71.8 	73.9 	64.3 	62.0 	63.4 	53.9 	56.2 b
I55,Y_GE55,SELF,THS,EE	: u	: u	: c	: c	: u	: c	: c	: 	: 	: 
I55,Y_GE55,SELF,THS,EL	5.7 	5.5 	3.7 	4.2 	2.7 u	3.1 u	3.7 	3.8 	3.4 bu	5.3 b
I55,Y_GE55,SELF,THS,ES	7.2 	10.3 	6.3 	6.1 	8.6 	7.5 	7.6 	5.7 	3.8 bu	4.3 bu
I55,Y_GE55,SELF,THS,EU15	114.8 	119.8 	92.7 	101.4 	93.0 	82.8 	81.7 	82.5 	72.0 	77.2 b
I55,Y_GE55,SELF,THS,EU27	125.4 	129.7 	99.7 	108.9 	103.0 	93.8 	89.9 	89.5 	79.2 	82.5 b
I55,Y_GE55,SELF,THS,EU28	125.7 	130.3 	100.0 	109.2 	104.0 	94.2 	90.9 	89.9 	79.5 	82.8 b
I55,Y_GE55,SELF,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,SELF,THS,FR	12.1 	12.3 	12.2 	9.4 bu	9.4 u	5.8 u	5.7 u	8.4 u	: u	: bu
I55,Y_GE55,SELF,THS,HR	: c	: u	: c	: bc	1.0 u	: u	1.0 u	: u	: u	: bu
I55,Y_GE55,SELF,THS,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,SELF,THS,IE	: bu	2.5 u	2.4 u	2.5 u	2.3 u	: u	: u	2.6 u	: u	: bu
I55,Y_GE55,SELF,THS,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,Y_GE55,SELF,THS,IT	20.2 	19.5 	12.8 	13.6 	15.7 	15.1 	13.9 	13.1 	13.6 	14.5 b
I55,Y_GE55,SELF,THS,LT	: u	: c	: c	: u	: u	: u	: c	: c	: 	: 
I55,Y_GE55,SELF,THS,LU	: u	: u	: bc	: c	: c	: c	: c	: c	: bc	: bc
I55,Y_GE55,SELF,THS,LV	: 	: u	: u	: u	: u	: u	: c	: c	: 	: 
I55,Y_GE55,SELF,THS,ME	: u	: u	: u	: c	: c	: c	: c	: 	: 	: 
I55,Y_GE55,SELF,THS,MK	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 
I55,Y_GE55,SELF,THS,MT	: c	: u	: c	: c	: c	: u	: u	: c	: c	: bc
I55,Y_GE55,SELF,THS,NL	3.9 	3.2 	4.1 	5.3 	4.5 b	3.5 	2.7 b	2.6 b	2.8 	4.3 b
I55,Y_GE55,SELF,THS,NO	0.6 	0.6 u	: u	: u	0.8 u	: u	: u	: u	: u	: bu
I55,Y_GE55,SELF,THS,PL	: u	: u	: u	: u	: u	5.8 u	: u	: bu	: u	: bu
I55,Y_GE55,SELF,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I55,Y_GE55,SELF,THS,RO	: u	: c	: c	: u	: u	: u	: u	: bu	: 	: 
I55,Y_GE55,SELF,THS,SE	1.6 u	1.5 u	1.5 u	: u	: u	: u	1.4 u	1.7 u	: u	: bu
I55,Y_GE55,SELF,THS,SI	: u	: 	: c	: c	: u	: c	: 	: c	: c	: bu
I55,Y_GE55,SELF,THS,SK	: u	: u	: u	: u	: u	: c	: bc	: u	: bu	: bc
I55,Y_GE55,SELF,THS,TR	4.4 	2.8 	2.4 u	2.4 bu	2.2 u	3.5 	2.7 	1.0 u	0.8 u	: 
I55,Y_GE55,SELF,THS,UK	34.1 	31.2 	18.9 	29.1 	19.4 	18.3 	18.4 	17.7 	16.7 	18.9 b
N79,Y15-24,CFAM,THS,AT	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
N79,Y15-24,CFAM,THS,CH	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 
N79,Y15-24,CFAM,THS,CZ	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
N79,Y15-24,CFAM,THS,DE	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
N79,Y15-24,CFAM,THS,EA17	: c	: u	: c	: c	: u	: c	: 	: c	: 	: 
N79,Y15-24,CFAM,THS,EA18	: c	: u	: c	: c	: u	: c	: 	: c	: 	: 
N79,Y15-24,CFAM,THS,EA19	: c	: u	: c	: c	: u	: c	: 	: c	: 	: 
N79,Y15-24,CFAM,THS,ES	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
N79,Y15-24,CFAM,THS,EU15	: c	: u	: c	: c	: u	: u	: 	: c	: 	: 
N79,Y15-24,CFAM,THS,EU27	: c	: u	: c	: c	: u	: u	: 	: c	: 	: 
N79,Y15-24,CFAM,THS,EU28	: c	: u	: c	: c	: u	: u	: 	: c	: 	: 
N79,Y15-24,CFAM,THS,FI	: c	: c	: 	: 	: 	: c	: 	: 	: 	: 
N79,Y15-24,CFAM,THS,IE	: 	: c	: 	: 	: c	: c	: 	: 	: 	: 
N79,Y15-24,CFAM,THS,IT	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
N79,Y15-24,CFAM,THS,NL	: 	: 	: 	: 	: bc	: 	: 	: 	: 	: 
N79,Y15-24,CFAM,THS,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
N79,Y15-24,CFAM,THS,TR	: c	: c	: 	: 	: 	: 	: 	: 	: c	: 
N79,Y15-24,CFAM,THS,UK	: 	: 	: 	: 	: c	: c	: 	: 	: 	: 
N79,Y15-24,EMP,THS,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	3.6 bu
N79,Y15-24,EMP,THS,BE	: bu	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
N79,Y15-24,EMP,THS,BG	: u	: u	: c	: u	: u	: c	: 	: bc	: c	: bu
N79,Y15-24,EMP,THS,CH	1.3 u	1.0 u	1.9 u	3.2 u	3.7 u	2.2 u	2.1 u	2.4 bu	: u	: bu
N79,Y15-24,EMP,THS,CY	: u	: u	: 	: c	: c	: u	: c	: u	: bu	: bu
N79,Y15-24,EMP,THS,CZ	1.3 u	0.7 u	0.8 u	1.6 u	0.8 u	1.7 u	1.6 bu	1.3 u	1.4 u	1.9 bu
N79,Y15-24,EMP,THS,DE	15.1 	14.1 	14.7 	17.1 	14.9 	11.9 	14.4 b	12.9 b	13.7 	16.0 b
N79,Y15-24,EMP,THS,DK	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
N79,Y15-24,EMP,THS,EA17	34.2 	32.7 	32.9 	36.9 	31.4 	29.0 	35.0 	33.4 	36.9 	43.9 b
N79,Y15-24,EMP,THS,EA18	34.6 	32.8 	33.4 	37.0 	31.5 	29.1 	35.3 	33.8 	37.5 	44.3 b
N79,Y15-24,EMP,THS,EA19	34.6 	33.0 	33.7 	37.7 	31.8 	29.2 	35.8 	34.3 	38.0 	44.8 b
N79,Y15-24,EMP,THS,EE	: c	: c	: c	: c	: c	: c	: 	: c	: u	: bu
N79,Y15-24,EMP,THS,EL	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: bu
N79,Y15-24,EMP,THS,ES	2.6 u	1.5 u	2.1 u	2.4 u	3.0 u	2.8 u	2.8 u	3.7 u	3.0 u	6.7 b
N79,Y15-24,EMP,THS,EU15	52.8 	48.2 	50.5 	48.5 	45.7 	43.6 	51.5 	49.8 	54.5 	59.8 b
N79,Y15-24,EMP,THS,EU27	57.5 	52.6 	54.6 	55.2 	52.6 	49.4 	57.3 	58.0 	62.2 	68.7 b
N79,Y15-24,EMP,THS,EU28	57.7 	53.3 	55.0 	55.5 	52.7 	49.4 	57.3 	58.1 	62.4 	68.9 b
N79,Y15-24,EMP,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: c	: bu
N79,Y15-24,EMP,THS,FR	5.3 u	4.1 u	4.5 u	6.1 bu	3.6 u	: u	6.1 u	: u	: u	: bu
N79,Y15-24,EMP,THS,HR	: c	: u	: u	: c	: c	: 	: c	: c	: c	: bc
N79,Y15-24,EMP,THS,HU	: u	: c	: u	: u	: u	: u	: u	: u	: u	: bu
N79,Y15-24,EMP,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,Y15-24,EMP,THS,IS	: u	: u	: u	: u	: u	: u	: c	: u	: c	: bu
N79,Y15-24,EMP,THS,IT	2.6 	3.7 	3.0 	2.0 u	1.7 u	3.6 	4.0 	2.5 	4.3 	4.0 b
N79,Y15-24,EMP,THS,LT	: c	: c	: c	: u	: c	: c	: u	: u	: u	: bu
N79,Y15-24,EMP,THS,LU	: c	: c	: bc	: c	: c	: c	: u	: c	: bc	: bc
N79,Y15-24,EMP,THS,LV	: u	: c	: u	: c	: c	: c	: c	: u	: u	: bu
N79,Y15-24,EMP,THS,ME	: c	: c	: c	: c	: c	: 	: c	: 	: 	: 
N79,Y15-24,EMP,THS,MK	: u	: c	: c	: c	: c	: c	: c	: 	: 	: 
N79,Y15-24,EMP,THS,MT	: c	: u	: u	: u	: c	: u	: u	: u	: u	: bu
N79,Y15-24,EMP,THS,NL	3.2 	2.7 	1.8 u	1.7 u	2.2 bu	2.5 u	2.6 b	3.6 b	3.2 	3.3 b
N79,Y15-24,EMP,THS,NO	1.0 	: u	0.7 u	: u	: c	: u	: u	: u	: u	: bu
N79,Y15-24,EMP,THS,PL	: u	: u	: c	: u	: u	: u	: u	: bu	: u	: bu
N79,Y15-24,EMP,THS,PT	: u	: u	: u	: u	: u	: c	: bu	: u	: u	: bu
N79,Y15-24,EMP,THS,RO	: u	: u	: u	: c	: u	: u	: u	: bu	: u	: bu
N79,Y15-24,EMP,THS,SE	1.0 u	: u	: u	: u	: u	1.1 u	: u	: u	: u	: bu
N79,Y15-24,EMP,THS,SI	: u	0.6 u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,Y15-24,EMP,THS,SK	: c	: c	: 	: 	: u	: c	: bc	: u	: bu	: bu
N79,Y15-24,EMP,THS,TR	5.2 	6.1 	3.7 	5.8 b	6.9 	5.2 	6.3 	4.2 	4.0 	: 
N79,Y15-24,EMP,THS,UK	17.3 	14.6 	16.1 	11.0 	13.7 	13.3 	14.8 	16.4 	18.3 	17.1 b
N79,Y15-24,SAL,THS,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	3.6 bu
N79,Y15-24,SAL,THS,BE	: bu	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
N79,Y15-24,SAL,THS,BG	: u	: u	: c	: c	: u	: c	: 	: bc	: c	: bu
N79,Y15-24,SAL,THS,CH	1.3 u	1.0 u	1.8 u	3.2 u	3.5 u	2.2 u	2.1 u	2.4 bu	: u	: bu
N79,Y15-24,SAL,THS,CY	: u	: u	: 	: 	: c	: u	: c	: u	: bu	: bu
N79,Y15-24,SAL,THS,CZ	1.3 u	0.7 u	0.8 u	1.5 u	0.7 u	1.7 u	1.5 bu	1.3 u	1.4 u	1.9 bu
N79,Y15-24,SAL,THS,DE	14.9 	13.7 	14.6 	16.8 	14.5 	11.5 	14.2 b	12.6 b	13.1 	15.7 b
N79,Y15-24,SAL,THS,DK	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
N79,Y15-24,SAL,THS,EA17	32.7 	31.3 	31.8 	34.9 	29.3 	27.5 	33.5 	32.5 	35.6 	43.5 b
N79,Y15-24,SAL,THS,EA18	33.0 	31.4 	32.3 	35.1 	29.4 	27.6 	33.8 	32.9 	36.3 	43.8 b
N79,Y15-24,SAL,THS,EA19	33.0 	31.4 	32.6 	35.7 	29.7 	27.7 	34.3 	33.4 	36.8 	44.3 b
N79,Y15-24,SAL,THS,EE	: c	: c	: c	: c	: c	: c	: 	: c	: u	: bu
N79,Y15-24,SAL,THS,EL	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: bu
N79,Y15-24,SAL,THS,ES	2.2 u	1.4 u	2.0 u	1.5 u	2.4 u	2.8 u	2.4 u	3.5 u	3.0 bu	6.7 b
N79,Y15-24,SAL,THS,EU15	50.5 	46.8 	49.2 	46.6 	43.3 	41.8 	50.0 	48.5 	53.2 	59.4 b
N79,Y15-24,SAL,THS,EU27	55.1 	51.0 	53.3 	52.9 	49.9 	47.3 	55.4 	56.3 	60.7 	68.0 b
N79,Y15-24,SAL,THS,EU28	55.3 	51.5 	53.5 	53.2 	50.1 	47.3 	55.4 	56.4 	61.0 	68.2 b
N79,Y15-24,SAL,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: c	: bu
N79,Y15-24,SAL,THS,FR	5.3 u	4.1 u	4.5 u	6.1 bu	3.6 u	: u	6.1 u	: u	: u	: bu
N79,Y15-24,SAL,THS,HR	: c	: c	: c	: bc	: c	: 	: c	: c	: c	: bc
N79,Y15-24,SAL,THS,HU	: u	: c	: u	: u	: u	: u	: u	: u	: u	: bu
N79,Y15-24,SAL,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,Y15-24,SAL,THS,IS	: u	: u	: u	: u	: u	: u	: c	: u	: c	: bu
N79,Y15-24,SAL,THS,IT	2.2 u	3.3 	2.4 u	1.6 u	: u	2.7 	3.5 	2.4 u	4.2 	3.8 b
N79,Y15-24,SAL,THS,LT	: c	: 	: c	: u	: c	: c	: u	: u	: u	: bu
N79,Y15-24,SAL,THS,LU	: c	: c	: bc	: c	: c	: c	: u	: c	: bc	: bc
N79,Y15-24,SAL,THS,LV	: u	: c	: u	: c	: c	: c	: c	: u	: u	: bu
N79,Y15-24,SAL,THS,ME	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 
N79,Y15-24,SAL,THS,MK	: u	: c	: c	: c	: c	: c	: c	: 	: 	: 
N79,Y15-24,SAL,THS,MT	: c	: u	: u	: u	: c	: u	: u	: u	: u	: bu
N79,Y15-24,SAL,THS,NL	3.2 	2.5 	1.7 u	1.7 u	2.1 bu	2.2 u	2.5 bu	3.6 b	3.0 	3.3 b
N79,Y15-24,SAL,THS,NO	1.0 	: u	0.7 u	: u	: c	: u	: u	: u	: u	: bu
N79,Y15-24,SAL,THS,PL	: u	: u	: c	: u	: u	: u	: u	: bu	: u	: bu
N79,Y15-24,SAL,THS,PT	: u	: u	: u	: u	: u	: c	: bu	: u	: u	: bu
N79,Y15-24,SAL,THS,RO	: u	: u	: u	: c	: u	: u	: u	: bu	: u	: bu
