nace_r2,wstatus,isced11,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
N79,EMP,NRP,THS,IE	: bu	: c	: c	: bu	: u	: c	: u	: u	: u	: bu
N79,EMP,NRP,THS,LU	: c	: c	: bc	: 	: 	: c	: 	: c	: 	: 
N79,EMP,NRP,THS,NL	: u	: u	: u	: bu	: bu	: u	: bu	: bc	: u	: bc
N79,EMP,NRP,THS,NO	: 	: 	: 	: 	: 	: c	: 	: 	: c	: 
N79,EMP,NRP,THS,SE	: 	: 	: c	: 	: 	: 	: 	: c	: 	: 
N79,EMP,NRP,THS,UK	: 	: 	: u	: bu	: u	: u	: bc	: bu	: u	: bc
N79,EMP,TOTAL,THS,AT	20.1 	17.8 	16.9 	17.9 	19.0 	17.0 	16.6 	18.0 	18.7 	19.4 b
N79,EMP,TOTAL,THS,BE	10.8 b	10.7 	9.6 	8.9 	12.2 	13.1 	10.5 b	12.5 	10.4 	10.9 b
N79,EMP,TOTAL,THS,BG	7.4 	6.3 u	6.2 u	7.1 u	5.6 u	4.4 u	5.4 bu	6.0 bu	5.4 u	5.3 bu
N79,EMP,TOTAL,THS,CH	14.7 	15.9 	18.1 	18.6 	16.0 	14.2 	14.9 	15.0 b	15.5 	12.5 b
N79,EMP,TOTAL,THS,CY	2.2 	2.0 	1.3 u	1.3 u	1.7 	2.0 	1.6 	2.3 	2.8 b	2.7 b
N79,EMP,TOTAL,THS,CZ	12.8 	14.2 	14.1 	15.5 	17.1 	14.1 	12.5 b	13.4 	15.5 	16.2 b
N79,EMP,TOTAL,THS,DE	158.0 	154.3 	144.7 	148.8 	152.9 	135.2 	129.4 b	128.7 b	134.5 	136.4 b
N79,EMP,TOTAL,THS,DK	7.1 b	8.1 b	8.2 	6.9 	6.8 	6.5 	7.1 	7.1 	6.9 	7.1 b
N79,EMP,TOTAL,THS,EA17	452.4 	431.9 	430.4 	422.0 	418.3 	411.7 	384.7 	396.3 	404.0 	420.2 b
N79,EMP,TOTAL,THS,EA18	455.2 	433.4 	432.9 	424.9 	421.0 	414.4 	386.1 	398.3 	406.4 	422.8 b
N79,EMP,TOTAL,THS,EA19	457.5 	436.2 	436.5 	427.5 	423.0 	416.1 	388.6 	401.8 	409.7 	424.9 b
N79,EMP,TOTAL,THS,EE	1.4 u	1.4 u	1.8 u	1.4 u	2.4 u	2.1 u	: u	: u	: u	2.9 bu
N79,EMP,TOTAL,THS,EL	20.1 	20.9 	19.0 	21.3 	13.3 	11.9 	12.2 	14.0 	15.5 b	18.3 b
N79,EMP,TOTAL,THS,ES	65.5 	65.1 	74.7 	62.1 	55.7 	54.4 	53.7 	55.7 	57.1 	64.8 b
N79,EMP,TOTAL,THS,EU15	583.4 	549.9 	547.0 	528.4 	537.0 	529.6 	488.8 	520.6 	531.4 	538.2 b
N79,EMP,TOTAL,THS,EU27	667.5 	631.0 	625.7 	616.7 	615.7 	599.4 	563.1 	597.4 	604.5 	608.3 b
N79,EMP,TOTAL,THS,EU28	673.7 	640.1 	630.7 	621.9 	617.1 	600.9 	565.4 	601.6 	608.4 	613.1 b
N79,EMP,TOTAL,THS,FI	5.8 	5.7 	5.7 	4.6 	5.0 	4.0 	4.3 	4.8 	5.5 	5.7 b
N79,EMP,TOTAL,THS,FR	54.1 	50.4 	45.2 	50.4 b	51.1 	61.6 	44.3 	44.8 	49.9 	44.7 b
N79,EMP,TOTAL,THS,HR	6.2 u	9.2 u	5.0 u	5.2 u	1.4 u	1.5 u	2.3 u	4.3 u	3.9 u	4.8 bu
N79,EMP,TOTAL,THS,HU	8.6 	7.0 	7.7 	10.4 	7.4 	6.2 	7.8 	7.6 	5.8 	6.3 b
N79,EMP,TOTAL,THS,IE	8.0 b	5.9 	7.3 	8.0 	7.1 	7.7 	7.3 	7.5 	7.6 	7.3 b
N79,EMP,TOTAL,THS,IS	3.5 	2.6 	1.8 	1.9 	1.2 	1.3 	1.0 	0.8 	0.8 	0.8 b
N79,EMP,TOTAL,THS,IT	66.1 	59.4 	60.7 	56.2 	59.3 	63.0 	66.5 	63.9 	58.4 	65.3 b
N79,EMP,TOTAL,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,EMP,TOTAL,THS,LU	: u	: u	0.6 bu	0.6 u	0.8 u	0.5 u	0.7 u	0.6 u	: bu	0.6 bu
N79,EMP,TOTAL,THS,LV	2.8 	1.5 u	2.4 	2.8 	2.6 u	2.7 	: u	: u	2.4 u	2.6 b
N79,EMP,TOTAL,THS,ME	1.2 u	2.0 	2.1 	2.4 	: u	: u	: u	: 	: 	: 
N79,EMP,TOTAL,THS,MK	1.5 	1.1 u	1.7 	2.1 	1.4 	0.9 u	0.8 u	: 	: 	: 
N79,EMP,TOTAL,THS,MT	1.1 	1.1 	1.4 	1.3 	0.9 	0.8 u	1.1 	1.1 	0.9 	0.9 b
N79,EMP,TOTAL,THS,NL	20.0 	19.2 	21.1 	18.8 	19.2 b	22.5 	20.1 b	20.8 b	22.4 	23.9 b
N79,EMP,TOTAL,THS,NO	7.1 	6.7 	6.3 	5.6 	6.2 	6.9 	5.0 	7.0 	9.9 	9.0 b
N79,EMP,TOTAL,THS,PL	21.9 	24.3 	20.6 	24.5 	20.8 	23.1 	24.8 	22.3 b	17.9 	16.0 b
N79,EMP,TOTAL,THS,PT	11.8 	11.5 	14.7 	13.7 	10.0 	8.6 	8.8 b	13.5 	10.7 	8.5 b
N79,EMP,TOTAL,THS,RO	16.3 	14.5 	13.8 	14.7 	10.4 u	: u	9.5 u	10.6 bu	9.9 u	7.2 bu
N79,EMP,TOTAL,THS,SE	11.5 	10.2 	10.1 	11.9 	13.9 	13.8 	11.8 	11.8 	13.8 	14.5 b
N79,EMP,TOTAL,THS,SI	3.0 u	2.8 u	1.8 u	3.7 u	4.1 	2.7 u	2.2 u	2.2 u	2.5 u	2.2 bu
N79,EMP,TOTAL,THS,SK	4.1 	3.3 	4.1 	2.9 u	3.6 	4.4 	4.4 b	5.6 	5.9 b	5.7 b
N79,EMP,TOTAL,THS,TR	44.1 	51.4 	50.3 	46.9 b	36.3 	33.3 	32.7 	28.3 	33.0 	: 
N79,EMP,TOTAL,THS,UK	124.3 	110.3 	108.6 	98.2 	110.7 	109.5 	95.6 	116.8 	119.6 	110.8 b
N79,NRP,ED3_4,THS,EA17	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,ED3_4,THS,EA18	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,ED3_4,THS,EA19	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,ED3_4,THS,ES	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,ED3_4,THS,EU15	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,ED3_4,THS,EU27	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,ED3_4,THS,EU28	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,ED3_4,THS,IS	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
N79,NRP,ED3_4,THS,SE	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,TOTAL,THS,EA17	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,TOTAL,THS,EA18	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,TOTAL,THS,EA19	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,TOTAL,THS,ES	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,TOTAL,THS,EU15	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,TOTAL,THS,EU27	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,TOTAL,THS,EU28	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,NRP,TOTAL,THS,IS	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
N79,NRP,TOTAL,THS,SE	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,SAL,ED0-2,THS,AT	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,ED0-2,THS,BE	: bu	: u	: u	: bu	: u	: u	: bu	: u	: u	: bu
N79,SAL,ED0-2,THS,BG	: 	: 	: u	: bu	: u	: c	: bc	: bc	: 	: 
N79,SAL,ED0-2,THS,CH	: u	1.4 u	1.5 u	2.0 bu	1.7 u	: u	: u	1.0 bu	: u	: bu
N79,SAL,ED0-2,THS,CY	: u	: c	: c	: bu	: c	: c	: u	: c	: bc	: bc
N79,SAL,ED0-2,THS,CZ	: c	: u	: c	: bc	: u	: 	: 	: c	: u	: bu
N79,SAL,ED0-2,THS,DE	10.8 	10.9 	9.8 	8.7 b	8.5 	6.8 	8.8 b	9.2 b	10.2 	12.6 b
N79,SAL,ED0-2,THS,DK	: bu	: bu	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,ED0-2,THS,EA17	25.4 	23.0 	19.9 	24.0 b	23.9 	23.3 	24.0 	26.9 	27.6 	32.0 b
N79,SAL,ED0-2,THS,EA18	25.5 	23.0 	20.0 	24.0 b	23.9 	23.5 	24.0 	26.9 	27.7 	32.1 b
N79,SAL,ED0-2,THS,EA19	25.6 	23.0 	20.1 	24.0 b	23.9 	23.5 	24.0 	26.9 	27.7 	32.2 b
N79,SAL,ED0-2,THS,EL	1.7 u	1.6 u	: u	1.5 bu	: u	: u	: u	1.3 u	1.4 bu	1.7 bu
N79,SAL,ED0-2,THS,ES	2.1 u	2.6 u	1.3 u	2.0 bu	2.7 u	3.9 u	2.7 u	3.0 u	3.8 bu	3.2 bu
N79,SAL,ED0-2,THS,EU15	38.6 	31.3 	30.7 	38.5 b	37.2 	39.4 	37.8 	39.9 	44.1 	48.0 b
N79,SAL,ED0-2,THS,EU27	39.4 	32.0 	31.8 	40.0 b	38.1 	40.3 	38.7 	41.0 	44.9 	49.0 b
N79,SAL,ED0-2,THS,EU28	40.0 	32.6 	31.8 	40.0 b	38.1 	40.3 	38.8 	41.0 	44.9 	49.0 b
N79,SAL,ED0-2,THS,FI	: c	: u	: c	: bu	: u	: u	: u	: c	: u	: bu
N79,SAL,ED0-2,THS,FR	1.2 u	1.0 u	1.7 u	4.3 bu	4.1 bu	: u	: u	: u	: u	: bu
N79,SAL,ED0-2,THS,HR	: c	: c	: 	: 	: 	: 	: c	: 	: 	: 
N79,SAL,ED0-2,THS,HU	: 	: 	: 	: bc	: 	: 	: c	: u	: c	: bc
N79,SAL,ED0-2,THS,IE	: bu	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,ED0-2,THS,IS	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,ED0-2,THS,IT	4.6 	2.4 u	: u	1.7 bu	2.9 	2.4 u	4.0 	3.7 	3.1 	3.2 b
N79,SAL,ED0-2,THS,LT	: c	: 	: c	: 	: 	: 	: 	: 	: 	: bc
N79,SAL,ED0-2,THS,LU	: c	: c	: bc	: bu	: u	: c	: u	: u	: bc	: bu
N79,SAL,ED0-2,THS,LV	: c	: 	: c	: 	: 	: c	: 	: 	: c	: bc
N79,SAL,ED0-2,THS,ME	: 	: 	: c	: bc	: 	: 	: c	: 	: 	: 
N79,SAL,ED0-2,THS,MK	: c	: c	: 	: bc	: 	: u	: c	: 	: 	: 
N79,SAL,ED0-2,THS,MT	: u	: u	: u	: bu	: u	: u	: bu	: u	: u	: bu
N79,SAL,ED0-2,THS,NL	: u	: u	: u	: bu	: bu	2.0 u	2.4 bu	: bu	: u	1.5 bu
N79,SAL,ED0-2,THS,NO	: u	1.2 u	1.5 u	0.6 bu	0.6 u	1.4 u	0.9 u	1.1 u	1.3 u	: bu
N79,SAL,ED0-2,THS,PL	: c	: 	: 	: 	: 	: c	: u	: bc	: 	: 
N79,SAL,ED0-2,THS,PT	: u	: u	: u	: bu	: u	: u	: bu	: u	: u	: bu
N79,SAL,ED0-2,THS,RO	: 	: c	: c	: bc	: 	: 	: 	: 	: c	: 
N79,SAL,ED0-2,THS,SE	: u	: u	1.0 u	1.2 bu	: u	: u	: u	: u	: u	: bu
N79,SAL,ED0-2,THS,SI	: c	: c	: u	: 	: c	: c	: 	: 	: c	: bc
N79,SAL,ED0-2,THS,TR	11.4 	11.4 	5.9 	11.0 b	7.2 	7.1 	5.4 	5.6 	8.2 	: 
N79,SAL,ED0-2,THS,UK	12.6 	7.9 u	9.4 u	12.9 b	12.3 	15.0 	12.5 b	11.6 b	14.7 	14.0 b
N79,SAL,ED3_4,THS,AT	7.8 	7.9 	9.0 	8.7 b	13.6 	10.5 	11.4 	11.6 	11.9 	13.4 b
N79,SAL,ED3_4,THS,BE	2.1 bu	: u	3.0 u	: bu	2.8 u	3.4 u	4.0 bu	3.1 u	2.4 u	2.6 bu
N79,SAL,ED3_4,THS,BG	: u	: u	: u	: bu	: u	: u	: bu	: bu	: u	: bu
N79,SAL,ED3_4,THS,CH	8.1 	7.0 	7.5 	8.0 b	7.8 	8.2 	8.9 	7.9 b	6.9 u	5.9 bu
N79,SAL,ED3_4,THS,CY	0.9 u	0.7 u	: u	: bu	: u	0.6 u	: u	0.9 u	0.9 bu	0.6 bu
N79,SAL,ED3_4,THS,CZ	4.5 	6.2 	6.4 	6.3 b	6.3 	4.9 	3.8 b	5.9 	6.4 	6.6 b
N79,SAL,ED3_4,THS,DE	90.4 	87.9 	80.9 	87.2 b	85.7 	78.8 	75.5 b	77.3 b	82.8 	81.5 b
N79,SAL,ED3_4,THS,DK	3.4 bu	4.7 b	3.7 u	2.8 bu	3.0 u	3.6 u	3.4 u	2.8 u	3.1 u	3.3 bu
N79,SAL,ED3_4,THS,EA17	174.3 	170.0 	171.7 	174.8 b	171.5 	173.2 	161.6 	171.5 	183.2 	185.2 b
N79,SAL,ED3_4,THS,EA18	175.1 	170.1 	172.1 	175.5 b	171.9 	173.3 	161.7 	172.3 	184.3 	186.5 b
N79,SAL,ED3_4,THS,EA19	175.4 	170.6 	173.1 	176.1 b	172.7 	173.8 	162.4 	173.1 	184.8 	187.2 b
N79,SAL,ED3_4,THS,EE	: u	: u	: u	: bu	: u	1.2 u	: u	: c	: u	1.5 bu
N79,SAL,ED3_4,THS,EL	7.5 	8.8 	8.6 	9.8 b	4.7 	6.0 	5.6 	6.2 	6.7 b	8.2 b
N79,SAL,ED3_4,THS,ES	12.4 	11.0 	11.6 	7.4 b	10.0 	10.6 	9.3 	9.4 	13.2 b	13.8 b
N79,SAL,ED3_4,THS,EU15	224.6 	215.7 	217.0 	217.2 b	227.8 	224.3 	206.7 	223.8 	240.2 	242.1 b
N79,SAL,ED3_4,THS,EU27	248.9 	239.4 	239.2 	243.5 b	251.8 	247.3 	231.9 	252.6 	267.7 	269.5 b
N79,SAL,ED3_4,THS,EU28	250.1 	241.8 	241.1 	245.3 b	252.4 	247.9 	232.6 	254.1 	268.6 	271.5 b
N79,SAL,ED3_4,THS,FI	: u	: u	2.4 u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,ED3_4,THS,FR	9.6 u	11.9 	12.0 	13.6 b	12.9 b	16.1 	10.5 u	12.5 	15.5 	12.5 bu
N79,SAL,ED3_4,THS,HR	1.1 u	2.4 u	2.0 u	1.8 bu	: u	: u	: u	1.5 bu	: u	2.1 bu
N79,SAL,ED3_4,THS,HU	4.5 u	: u	: u	3.5 bu	3.2 u	2.6 u	: u	3.4 u	: u	: bu
N79,SAL,ED3_4,THS,IE	2.6 bu	1.9 u	2.3 u	2.8 bu	2.1 u	2.2 u	2.0 u	2.4 u	2.8 u	2.7 bu
N79,SAL,ED3_4,THS,IS	1.0 	0.7 	0.7 	0.5 b	: u	: u	: u	: u	: u	: bu
N79,SAL,ED3_4,THS,IT	23.6 	22.9 	24.7 	25.3 b	22.5 	25.0 	25.9 	27.4 	25.5 	25.4 b
N79,SAL,ED3_4,THS,LT	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,ED3_4,THS,LU	: u	: u	: bu	: bu	: u	: u	: u	: u	: bu	: bu
N79,SAL,ED3_4,THS,LV	: u	: u	: u	: bu	: u	: c	: c	: u	: u	1.3 bu
N79,SAL,ED3_4,THS,ME	: u	: u	: u	: bu	: u	: c	: u	: 	: 	: 
N79,SAL,ED3_4,THS,MK	: u	: u	0.7 u	0.7 bu	0.7 u	: u	: u	: 	: 	: 
N79,SAL,ED3_4,THS,MT	0.4 u	0.5 u	0.7 u	0.6 bu	0.4 u	: u	: bu	0.5 u	0.5 u	: bu
N79,SAL,ED3_4,THS,NL	9.0 	7.0 	7.8 	7.9 b	7.9 b	11.8 	9.5 b	10.0 b	11.8 	13.0 b
N79,SAL,ED3_4,THS,NO	3.5 	2.4 	2.9 	2.8 b	2.5 	2.5 	2.5 	3.2 	4.6 	4.0 b
N79,SAL,ED3_4,THS,PL	: u	: u	: u	: bu	6.6 u	6.8 u	7.3 u	5.6 bu	: u	: bu
N79,SAL,ED3_4,THS,PT	: u	: u	: u	: bu	: u	: u	: bu	5.2 	: u	: bu
N79,SAL,ED3_4,THS,RO	: u	: u	: u	: bu	: u	: u	: u	: bu	: u	: bu
N79,SAL,ED3_4,THS,SE	5.4 	4.1 	4.1 	5.5 b	7.4 	7.7 	6.1 	6.2 	6.9 	7.3 b
N79,SAL,ED3_4,THS,SI	1.3 u	1.1 u	0.6 u	1.6 bu	0.9 u	0.9 u	0.7 u	0.7 u	1.4 u	1.4 bu
N79,SAL,ED3_4,THS,SK	: u	: u	2.8 u	: bu	: u	: u	: bu	2.7 u	2.4 bu	2.9 bu
N79,SAL,ED3_4,THS,TR	9.6 	15.1 	13.5 	13.8 b	9.2 	11.0 	11.8 	8.7 	7.2 	: 
N79,SAL,ED3_4,THS,UK	45.0 	41.3 	42.3 	38.5 b	49.2 	44.5 	39.3 b	48.2 b	52.6 	53.0 b
N79,SAL,ED5-8,THS,AT	7.1 	6.9 	5.8 u	5.9 bu	3.5 u	3.4 u	: u	: u	: u	: bu
N79,SAL,ED5-8,THS,BE	6.1 b	6.6 	5.7 	5.7 b	7.5 	6.3 	4.8 bu	5.2 	4.9 u	6.2 b
N79,SAL,ED5-8,THS,BG	5.4 u	4.2 u	3.7 u	4.3 bu	3.6 u	: u	: bu	: bu	: u	: bu
N79,SAL,ED5-8,THS,CH	4.5 u	5.5 	6.8 	6.3 b	4.3 u	2.8 u	3.4 u	4.2 bu	4.7 u	3.7 bu
N79,SAL,ED5-8,THS,CY	1.2 u	1.1 u	0.8 u	0.6 bu	1.0 u	1.3 u	0.9 u	1.0 u	1.1 bu	1.2 bu
N79,SAL,ED5-8,THS,CZ	3.4 	3.0 	3.8 	4.5 b	3.7 	3.7 	3.3 b	1.4 u	3.3 	2.2 bu
N79,SAL,ED5-8,THS,DE	32.3 	29.0 	27.7 	28.0 b	29.0 	24.6 	21.5 b	19.9 b	19.8 	20.9 b
N79,SAL,ED5-8,THS,DK	2.2 bu	2.3 bu	2.8 u	2.0 bu	: u	: u	2.1 u	2.4 u	: u	2.2 bu
N79,SAL,ED5-8,THS,EA17	159.4 	141.6 	147.9 	141.7 b	138.5 	135.8 	120.1 	121.0 	117.7 	123.5 b
N79,SAL,ED5-8,THS,EA18	160.6 	142.6 	149.5 	143.1 b	140.1 	137.6 	121.2 	121.8 	118.7 	124.2 b
N79,SAL,ED5-8,THS,EA19	162.2 	144.3 	151.6 	144.7 b	141.1 	138.8 	122.9 	124.3 	121.1 	125.3 b
N79,SAL,ED5-8,THS,EE	: u	: u	1.3 u	: bu	: u	: u	: u	: c	: u	: bu
N79,SAL,ED5-8,THS,EL	4.8 	3.6 	3.5 	5.2 b	3.4 u	2.7 u	3.5 	3.9 	4.3 b	4.4 b
N79,SAL,ED5-8,THS,ES	38.1 	32.4 	42.2 	34.9 b	30.3 	30.5 	32.6 	33.5 	31.1 b	36.6 b
N79,SAL,ED5-8,THS,EU15	205.7 	190.7 	191.5 	175.9 b	172.9 	168.3 	154.4 	160.9 	155.4 	157.3 b
N79,SAL,ED5-8,THS,EU27	249.3 	230.8 	230.5 	218.5 b	208.4 	197.2 	185.0 	189.0 	184.7 	183.5 b
N79,SAL,ED5-8,THS,EU28	251.5 	234.2 	233.0 	220.9 b	209.2 	198.0 	185.7 	190.7 	186.8 	184.8 b
N79,SAL,ED5-8,THS,FI	2.1 u	2.1 u	: u	: bu	2.7 u	2.1 u	: u	2.4 u	2.7 u	2.4 bu
N79,SAL,ED5-8,THS,FR	39.3 	33.1 	28.5 	31.8 b	32.6 b	37.8 	27.5 	27.3 	28.1 	25.7 b
N79,SAL,ED5-8,THS,HR	2.3 u	3.4 u	2.5 u	2.4 bu	: u	: u	: u	1.7 bu	2.1 u	1.3 bu
N79,SAL,ED5-8,THS,HU	3.7 u	3.5 u	4.4 u	5.1 b	3.4 u	: u	3.8 u	2.9 u	: u	3.7 bu
N79,SAL,ED5-8,THS,IE	3.0 b	2.8 u	3.7 	3.5 b	3.0 u	3.3 	3.2 	3.3 	2.9 u	2.5 bu
N79,SAL,ED5-8,THS,IS	1.5 	1.2 	0.8 	0.9 b	0.5 	0.6 	: u	: u	: u	: bu
N79,SAL,ED5-8,THS,IT	10.7 	9.3 	11.0 	8.7 b	9.7 	11.1 	9.4 	8.2 	6.8 	9.5 b
N79,SAL,ED5-8,THS,LT	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,ED5-8,THS,LU	: c	: 	: bc	: bc	: u	: u	: u	: c	: bc	: bc
N79,SAL,ED5-8,THS,LV	: u	: u	1.6 u	1.4 bu	: u	1.8 u	: u	: u	: u	: bu
N79,SAL,ED5-8,THS,ME	: c	: u	1.5 u	1.5 bu	: u	: u	: u	: 	: 	: 
N79,SAL,ED5-8,THS,MK	0.5 u	0.5 u	0.6 u	1.2 b	0.6 u	: u	: u	: 	: 	: 
N79,SAL,ED5-8,THS,MT	: c	: u	: u	: bu	: u	: c	: bu	: u	: u	: bu
N79,SAL,ED5-8,THS,NL	7.1 	7.5 	8.7 	6.6 b	6.7 b	5.4 	5.2 b	6.6 b	6.2 	6.4 b
N79,SAL,ED5-8,THS,NO	2.6 	2.6 	1.5 	1.8 b	2.8 	2.5 	1.4 u	2.0 	3.4 	3.3 b
N79,SAL,ED5-8,THS,PL	12.6 u	13.3 u	9.9 u	11.6 bu	8.6 u	8.7 u	10.1 u	9.8 bu	9.2 u	8.6 bu
N79,SAL,ED5-8,THS,PT	: u	4.5 	5.6 	5.6 b	: u	: u	: bu	4.9 	: u	: bu
N79,SAL,ED5-8,THS,RO	10.6 u	9.7 u	9.7 u	9.9 bu	7.4 u	: u	: u	: bu	: u	: bu
N79,SAL,ED5-8,THS,SE	4.1 	4.6 	4.0 	3.7 b	3.8 	3.5 	3.1 	2.4 	3.0 u	4.0 b
N79,SAL,ED5-8,THS,SI	1.2 u	1.1 u	0.7 u	1.4 bu	2.5 u	1.2 u	: u	1.0 u	0.7 u	0.5 bu
N79,SAL,ED5-8,THS,SK	: u	: u	: u	: bu	: u	: u	: bu	: u	: bu	: bu
N79,SAL,ED5-8,THS,TR	14.7 	15.4 	17.8 	14.8 b	15.1 	11.3 	10.8 	9.0 	10.9 	: 
N79,SAL,ED5-8,THS,UK	45.0 	46.0 	40.5 	32.6 b	35.0 	32.5 	32.9 b	38.6 b	36.9 	31.6 b
N79,SAL,NRP,THS,CH	: c	: c	: 	: bc	: 	: 	: c	: bc	: 	: 
N79,SAL,NRP,THS,DE	: 	: u	: c	: 	: c	: c	: bc	: 	: c	: 
N79,SAL,NRP,THS,DK	: bc	: bc	: u	: bu	: u	: u	: u	: u	: u	: bc
N79,SAL,NRP,THS,EA17	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,NRP,THS,EA18	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,NRP,THS,EA19	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,NRP,THS,EU15	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,NRP,THS,EU27	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,NRP,THS,EU28	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,SAL,NRP,THS,FR	: 	: c	: c	: bc	: 	: 	: 	: 	: 	: 
N79,SAL,NRP,THS,IE	: bu	: c	: c	: bc	: c	: c	: u	: u	: u	: bu
N79,SAL,NRP,THS,LU	: c	: c	: bc	: 	: 	: c	: 	: c	: 	: 
N79,SAL,NRP,THS,NL	: u	: u	: u	: bu	: bu	: u	: bu	: bc	: u	: bc
N79,SAL,NRP,THS,NO	: 	: 	: 	: 	: 	: c	: 	: 	: c	: 
N79,SAL,NRP,THS,SE	: 	: 	: c	: 	: 	: 	: 	: c	: 	: 
N79,SAL,NRP,THS,UK	: 	: 	: u	: bu	: u	: u	: bc	: bu	: u	: bc
N79,SAL,TOTAL,THS,AT	16.2 	15.8 	15.7 	15.9 	17.7 	14.9 	14.2 	15.1 	16.4 	17.7 b
N79,SAL,TOTAL,THS,BE	8.9 b	8.8 	9.1 	7.8 	10.8 	10.8 	9.1 b	10.1 	8.3 	9.5 b
N79,SAL,TOTAL,THS,BG	6.5 	4.9 u	4.8 u	6.3 u	5.1 u	4.1 u	4.5 bu	4.7 bu	4.3 u	4.9 bu
N79,SAL,TOTAL,THS,CH	13.2 	14.1 	15.8 	16.6 	13.8 	11.8 	13.1 	13.2 b	12.8 	10.6 b
N79,SAL,TOTAL,THS,CY	2.1 	1.9 	1.1 u	1.0 u	1.4 u	1.9 	1.5 u	1.9 	2.0 b	1.9 b
N79,SAL,TOTAL,THS,CZ	8.1 	9.5 	10.5 	11.1 	10.3 	8.6 	7.1 b	7.3 	9.8 	9.0 b
N79,SAL,TOTAL,THS,DE	133.5 	128.7 	118.5 	123.8 	123.4 	110.5 	106.0 b	106.3 b	113.1 	115.0 b
N79,SAL,TOTAL,THS,DK	6.4 b	7.4 b	7.3 	5.8 	6.0 	6.2 	6.8 	6.5 	6.6 	6.8 b
N79,SAL,TOTAL,THS,EA17	360.0 	336.2 	340.0 	340.9 	334.6 	333.0 	306.3 	319.8 	329.4 	340.9 b
N79,SAL,TOTAL,THS,EA18	362.1 	337.3 	342.0 	342.9 	336.7 	335.1 	307.5 	321.4 	331.6 	343.0 b
N79,SAL,TOTAL,THS,EA19	364.1 	339.4 	345.2 	345.3 	338.3 	336.7 	310.0 	324.8 	334.6 	344.9 b
N79,SAL,TOTAL,THS,EE	1.2 u	1.3 u	1.6 u	1.1 u	1.7 u	2.0 u	: u	: u	: u	2.6 bu
N79,SAL,TOTAL,THS,EL	14.0 	14.0 	12.9 	16.5 	9.0 	9.4 	9.8 	11.4 	12.4 b	14.3 b
N79,SAL,TOTAL,THS,ES	52.6 	46.0 	55.1 	44.3 	43.1 	45.1 	44.6 	45.9 	48.1 b	53.7 b
N79,SAL,TOTAL,THS,EU15	469.9 	439.5 	441.1 	433.7 	439.7 	434.6 	400.1 	426.5 	442.1 	448.1 b
N79,SAL,TOTAL,THS,EU27	538.6 	503.9 	503.4 	504.0 	500.1 	487.3 	456.7 	484.4 	499.6 	502.6 b
N79,SAL,TOTAL,THS,EU28	542.6 	510.4 	507.9 	508.2 	501.6 	488.7 	458.3 	487.6 	502.7 	505.9 b
N79,SAL,TOTAL,THS,FI	3.7 u	3.8 u	4.3 	3.7 u	4.4 	3.2 u	3.2 u	3.5 u	4.0 	4.4 b
N79,SAL,TOTAL,THS,FR	50.1 	46.2 	42.3 	49.7 b	49.6 	57.3 	40.8 	42.5 	46.3 	42.4 b
