nace_r2,wstatus,isced11,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
I55,SELF,TOTAL,THS,LT	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bu
I55,SELF,TOTAL,THS,LU	: u	: u	: bc	: c	: c	: c	: c	: u	: bu	: bu
I55,SELF,TOTAL,THS,LV	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bc
I55,SELF,TOTAL,THS,ME	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
I55,SELF,TOTAL,THS,MK	: c	: 	: c	: 	: u	: 	: 	: 	: 	: 
I55,SELF,TOTAL,THS,MT	: u	: u	: c	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,TOTAL,THS,NL	10.1 	8.5 	9.0 	10.6 	7.6 b	7.1 	6.9 b	7.9 b	6.3 	7.8 b
I55,SELF,TOTAL,THS,NO	1.0 	1.1 u	0.6 u	: u	1.0 u	1.0 u	1.0 u	: u	: u	: bu
I55,SELF,TOTAL,THS,PL	15.4 	14.3 u	11.3 u	11.5 u	11.6 u	12.0 u	10.9 u	10.7 bu	11.1 u	7.2 bu
I55,SELF,TOTAL,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I55,SELF,TOTAL,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I55,SELF,TOTAL,THS,SE	2.7 	3.2 	3.4 	3.0 	2.3 	2.2 	3.6 	4.0 	3.2 u	3.7 b
I55,SELF,TOTAL,THS,SI	0.8 u	: u	: u	: u	: u	: u	0.6 u	: u	: u	: bu
I55,SELF,TOTAL,THS,SK	2.2 u	3.1 	4.2 	2.3 u	2.4 u	: u	2.1 bu	: u	: bu	: bu
I55,SELF,TOTAL,THS,TR	13.3 	12.2 	10.2 	8.7 b	6.4 	10.9 	8.9 	5.3 	5.5 	: 
I55,SELF,TOTAL,THS,UK	52.8 	49.3 	38.2 	43.0 	37.6 	32.0 	29.6 	30.6 	34.7 	32.0 b
N79,CFAM,ED0-2,THS,CH	: c	: 	: c	: 	: 	: c	: c	: 	: 	: 
N79,CFAM,ED0-2,THS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: bc	: bc
N79,CFAM,ED0-2,THS,DE	: 	: 	: 	: bc	: c	: 	: 	: bc	: c	: bc
N79,CFAM,ED0-2,THS,EA17	: u	: u	: u	: bc	: u	: u	: c	: c	: u	: bu
N79,CFAM,ED0-2,THS,EA18	: u	: u	: u	: bc	: u	: u	: c	: c	: u	: bu
N79,CFAM,ED0-2,THS,EA19	: u	: u	: u	: bc	: u	: u	: c	: c	: u	: bu
N79,CFAM,ED0-2,THS,EL	: c	: c	: 	: 	: 	: 	: 	: 	: bc	: bu
N79,CFAM,ED0-2,THS,ES	: 	: c	: c	: bc	: 	: 	: c	: 	: 	: 
N79,CFAM,ED0-2,THS,EU15	: u	: u	: u	: bc	: u	: u	: c	: c	: u	: bu
N79,CFAM,ED0-2,THS,EU27	: u	: u	: u	: bc	: u	: u	: c	: c	: u	: bu
N79,CFAM,ED0-2,THS,EU28	: u	: u	: u	: bc	: u	: u	: c	: c	: u	: bu
N79,CFAM,ED0-2,THS,FI	: c	: c	: 	: 	: c	: c	: 	: 	: 	: 
N79,CFAM,ED0-2,THS,IE	: 	: 	: 	: 	: c	: 	: 	: 	: c	: bc
N79,CFAM,ED0-2,THS,IT	: c	: u	: c	: 	: 	: c	: c	: 	: 	: bu
N79,CFAM,ED0-2,THS,NL	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,CFAM,ED0-2,THS,TR	: c	: 	: 	: 	: c	: c	: 	: 	: c	: 
N79,CFAM,ED3_4,THS,AT	: 	: 	: 	: 	: c	: 	: 	: u	: 	: bc
N79,CFAM,ED3_4,THS,BE	: 	: 	: 	: 	: 	: 	: 	: 	: c	: bc
N79,CFAM,ED3_4,THS,CH	: c	: c	: c	: bu	: u	: c	: c	: 	: 	: bc
N79,CFAM,ED3_4,THS,CY	: 	: 	: 	: 	: 	: c	: c	: c	: bc	: bc
N79,CFAM,ED3_4,THS,CZ	: u	: u	: c	0.5 bu	: u	: u	: bu	0.9 u	: 	: 
N79,CFAM,ED3_4,THS,DE	: u	: c	: c	: bc	: c	: c	: bc	: bu	: 	: bu
N79,CFAM,ED3_4,THS,EA17	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,CFAM,ED3_4,THS,EA18	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,CFAM,ED3_4,THS,EA19	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,CFAM,ED3_4,THS,EL	: c	: u	: u	: bu	: u	: u	: c	: c	: bu	: bu
N79,CFAM,ED3_4,THS,ES	: c	: 	: 	: bc	: 	: 	: 	: c	: 	: 
N79,CFAM,ED3_4,THS,EU15	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,CFAM,ED3_4,THS,EU27	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,CFAM,ED3_4,THS,EU28	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,CFAM,ED3_4,THS,FI	: 	: 	: 	: 	: 	: 	: c	: c	: 	: 
N79,CFAM,ED3_4,THS,IE	: 	: c	: 	: 	: 	: c	: 	: 	: c	: 
N79,CFAM,ED3_4,THS,IT	: 	: 	: 	: bc	: 	: 	: 	: u	: c	: bu
N79,CFAM,ED3_4,THS,NL	: 	: 	: c	: 	: bc	: 	: 	: 	: 	: 
N79,CFAM,ED3_4,THS,PL	: 	: c	: c	: bu	: c	: c	: 	: 	: 	: 
N79,CFAM,ED3_4,THS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: c	: bu
N79,CFAM,ED3_4,THS,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
N79,CFAM,ED3_4,THS,TR	: c	: c	: c	: bc	: 	: c	: 	: 	: c	: 
N79,CFAM,ED3_4,THS,UK	: 	: 	: c	: 	: c	: c	: bc	: 	: 	: 
N79,CFAM,ED5-8,THS,AT	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
N79,CFAM,ED5-8,THS,BE	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 
N79,CFAM,ED5-8,THS,CH	: 	: 	: c	: 	: c	: 	: 	: 	: 	: 
N79,CFAM,ED5-8,THS,CY	: 	: 	: 	: 	: 	: 	: 	: c	: bc	: 
N79,CFAM,ED5-8,THS,CZ	: 	: 	: c	: bu	0.6 u	: c	: bc	: u	: c	: bc
N79,CFAM,ED5-8,THS,DE	: 	: c	: 	: bc	: c	: c	: bc	: 	: c	: 
N79,CFAM,ED5-8,THS,DK	: 	: 	: 	: 	: c	: 	: 	: 	: c	: 
N79,CFAM,ED5-8,THS,EA17	: u	: u	: u	: bu	: u	: c	: c	: c	: u	: bc
N79,CFAM,ED5-8,THS,EA18	: u	: u	: u	: bu	: u	: c	: c	: c	: u	: bc
N79,CFAM,ED5-8,THS,EA19	: u	: u	: u	: bu	: u	: c	: c	: c	: u	: bc
N79,CFAM,ED5-8,THS,EL	: c	: c	: c	: bu	: c	: 	: 	: c	: bc	: bc
N79,CFAM,ED5-8,THS,ES	: 	: c	: 	: 	: c	: 	: c	: 	: 	: 
N79,CFAM,ED5-8,THS,EU15	: u	: u	: u	: bu	: u	: u	: c	: c	: u	: bc
N79,CFAM,ED5-8,THS,EU27	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,CFAM,ED5-8,THS,EU28	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,CFAM,ED5-8,THS,FI	: c	: c	: 	: bc	: c	: 	: 	: 	: 	: 
N79,CFAM,ED5-8,THS,FR	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 
N79,CFAM,ED5-8,THS,IE	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
N79,CFAM,ED5-8,THS,IT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: bc
N79,CFAM,ED5-8,THS,NL	: 	: 	: 	: 	: bc	: 	: 	: 	: 	: 
N79,CFAM,ED5-8,THS,PL	: 	: c	: c	: bc	: c	: 	: 	: bc	: 	: 
N79,CFAM,ED5-8,THS,SE	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,CFAM,ED5-8,THS,TR	: 	: c	: 	: bc	: 	: c	: c	: c	: 	: 
N79,CFAM,ED5-8,THS,UK	: 	: 	: c	: bc	: 	: u	: 	: bc	: c	: bc
N79,CFAM,TOTAL,THS,AT	: 	: 	: 	: 	: c	: c	: 	: u	: 	: bc
N79,CFAM,TOTAL,THS,BE	: 	: 	: c	: 	: 	: 	: 	: 	: c	: bc
N79,CFAM,TOTAL,THS,CH	: c	: c	: u	: u	: u	: u	: c	: 	: 	: bc
N79,CFAM,TOTAL,THS,CY	: 	: 	: 	: 	: 	: c	: c	: c	: bu	: bu
N79,CFAM,TOTAL,THS,CZ	: u	: u	: u	0.9 u	0.9 u	: u	: bu	1.0 u	: c	: bc
N79,CFAM,TOTAL,THS,DE	: u	: c	: c	: c	: c	: c	: bc	: bu	: u	: bu
N79,CFAM,TOTAL,THS,DK	: 	: 	: 	: 	: c	: 	: 	: 	: c	: 
N79,CFAM,TOTAL,THS,EA17	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,EA18	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,EA19	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,EL	: u	: u	: u	: u	: u	: u	: c	: u	: bu	: bu
N79,CFAM,TOTAL,THS,ES	: c	: c	: c	: u	: c	: 	: c	: c	: 	: 
N79,CFAM,TOTAL,THS,EU15	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,EU27	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,EU28	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,FI	: c	: c	: 	: c	: u	: c	: c	: c	: 	: 
N79,CFAM,TOTAL,THS,FR	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 
N79,CFAM,TOTAL,THS,IE	: 	: c	: 	: 	: c	: c	: 	: 	: c	: bc
N79,CFAM,TOTAL,THS,IT	: u	: u	: c	: c	: 	: c	: c	: u	: c	: bu
N79,CFAM,TOTAL,THS,NL	: 	: 	: c	: 	: bu	: 	: 	: 	: 	: 
N79,CFAM,TOTAL,THS,PL	: 	: c	: u	: u	: u	: c	: 	: bc	: 	: 
N79,CFAM,TOTAL,THS,SE	: 	: 	: c	: 	: 	: 	: 	: 	: c	: bu
N79,CFAM,TOTAL,THS,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
N79,CFAM,TOTAL,THS,TR	: c	: c	: c	: bc	: c	0.6 u	: c	: c	0.6 u	: 
N79,CFAM,TOTAL,THS,UK	: 	: 	: c	: c	: c	: u	: c	: c	: c	: bc
N79,EMP,ED0-2,THS,AT	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,ED0-2,THS,BE	: bu	: u	: u	: bu	: u	: u	: bu	: u	: u	: bu
N79,EMP,ED0-2,THS,BG	: 	: 	: u	: bu	: u	: c	: bc	: bc	: 	: 
N79,EMP,ED0-2,THS,CH	: u	1.5 u	1.6 u	2.1 bu	1.8 u	1.2 u	: u	1.0 bu	: u	: bu
N79,EMP,ED0-2,THS,CY	: u	: c	: c	: bu	: c	: c	: u	: c	: bc	: bu
N79,EMP,ED0-2,THS,CZ	: c	: u	: c	: bc	: u	: 	: 	: c	: u	: bu
N79,EMP,ED0-2,THS,DE	11.7 	12.4 	10.9 	9.6 b	10.2 	8.5 	9.8 b	10.4 b	11.2 	13.6 b
N79,EMP,ED0-2,THS,DK	: bu	: bu	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,ED0-2,THS,EA17	31.6 	30.9 	26.5 	30.8 b	28.8 	28.7 	30.5 	31.9 	33.4 	38.4 b
N79,EMP,ED0-2,THS,EA18	31.7 	30.9 	26.5 	30.8 b	28.8 	28.9 	30.5 	31.9 	33.5 	38.6 b
N79,EMP,ED0-2,THS,EA19	31.8 	30.9 	26.6 	30.8 b	28.8 	28.9 	30.5 	31.9 	33.5 	38.6 b
N79,EMP,ED0-2,THS,EE	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
N79,EMP,ED0-2,THS,EL	2.0 u	2.0 u	1.7 u	2.4 bu	1.7 u	1.4 u	: u	2.0 u	2.0 bu	2.2 bu
N79,EMP,ED0-2,THS,ES	3.4 u	5.0 	2.3 u	4.2 bu	2.9 u	4.5 u	4.4 u	3.3 u	4.6 u	4.3 bu
N79,EMP,ED0-2,THS,EU15	45.5 	40.5 	39.1 	46.9 b	44.6 	47.6 	45.4 	48.1 	51.6 	55.5 b
N79,EMP,ED0-2,THS,EU27	46.5 	41.2 	40.2 	48.3 b	45.7 	48.6 	46.5 	49.3 	52.5 	56.5 b
N79,EMP,ED0-2,THS,EU28	47.1 	41.9 	40.2 	48.3 b	45.7 	48.6 	46.5 	49.3 	52.5 	56.5 b
N79,EMP,ED0-2,THS,FI	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,ED0-2,THS,FR	1.2 u	1.1 u	1.7 u	4.3 bu	4.1 bu	: u	: u	: u	: u	: bu
N79,EMP,ED0-2,THS,HR	: c	: c	: 	: 	: 	: 	: c	: 	: 	: 
N79,EMP,ED0-2,THS,HU	: 	: 	: 	: bc	: 	: 	: c	: u	: c	: bc
N79,EMP,ED0-2,THS,IE	: bu	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,ED0-2,THS,IS	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,ED0-2,THS,IT	6.2 	3.7 	3.5 	3.8 b	4.1 	4.0 	6.1 	5.8 	5.7 	5.4 b
N79,EMP,ED0-2,THS,LT	: c	: 	: c	: 	: 	: 	: 	: 	: 	: bc
N79,EMP,ED0-2,THS,LU	: u	: u	: bc	: bu	: u	: c	: u	: u	: bc	: bu
N79,EMP,ED0-2,THS,LV	: u	: 	: c	: 	: 	: c	: 	: 	: c	: bc
N79,EMP,ED0-2,THS,ME	: 	: 	: c	: bc	: 	: 	: c	: 	: 	: 
N79,EMP,ED0-2,THS,MK	: c	: c	: c	: bc	: 	: u	: c	: 	: 	: 
N79,EMP,ED0-2,THS,MT	0.4 u	: u	: u	: bu	: u	0.4 u	0.5 bu	: u	: u	0.4 bu
N79,EMP,ED0-2,THS,NL	: u	: u	: u	: bu	: bu	2.1 u	2.6 b	: bu	: u	1.6 bu
N79,EMP,ED0-2,THS,NO	: u	1.2 u	1.5 u	0.6 bu	0.6 u	1.5 	0.9 u	1.1 u	1.3 u	: bu
N79,EMP,ED0-2,THS,PL	: c	: 	: 	: 	: 	: c	: u	: bc	: 	: 
N79,EMP,ED0-2,THS,PT	: u	: u	: u	: bu	: u	: u	: bu	: u	: u	: bu
N79,EMP,ED0-2,THS,RO	: 	: c	: c	: bc	: 	: 	: 	: 	: c	: 
N79,EMP,ED0-2,THS,SE	: u	: u	1.0 u	1.3 bu	: u	: u	: u	1.2 u	: u	: bu
N79,EMP,ED0-2,THS,SI	: c	: c	: u	: 	: c	: c	: 	: 	: c	: bc
N79,EMP,ED0-2,THS,TR	12.5 	13.3 	8.2 	11.9 b	7.8 	8.1 	6.5 	7.0 	9.4 	: 
N79,EMP,ED0-2,THS,UK	13.5 	9.1 u	11.3 	14.1 b	14.7 	17.7 	13.4 b	13.9 b	15.8 	14.9 b
N79,EMP,ED3_4,THS,AT	9.8 	9.0 	9.6 	9.6 b	14.3 	11.9 	12.3 	13.1 	13.5 	14.7 b
N79,EMP,ED3_4,THS,BE	2.4 bu	2.1 u	3.2 u	2.1 bu	3.0 u	4.5 u	4.3 bu	3.8 u	3.6 u	3.3 bu
N79,EMP,ED3_4,THS,BG	: u	: u	: u	: bu	: u	: u	: bu	: bu	: u	: bu
N79,EMP,ED3_4,THS,CH	9.1 	8.0 	8.8 	9.1 b	9.1 	9.5 	10.3 	9.4 b	8.9 	7.4 b
N79,EMP,ED3_4,THS,CY	0.9 u	0.7 u	: u	: bu	: u	0.6 u	0.5 u	0.9 u	1.1 bu	0.8 bu
N79,EMP,ED3_4,THS,CZ	6.5 	8.1 	8.7 	9.2 b	9.8 	6.8 	7.0 b	9.8 	9.7 	10.1 b
N79,EMP,ED3_4,THS,DE	105.0 	102.0 	94.4 	101.3 b	100.8 	92.4 	88.9 b	90.8 b	94.2 	95.7 b
N79,EMP,ED3_4,THS,DK	3.6 bu	5.1 b	4.3 	3.2 bu	3.3 u	3.8 u	3.5 u	2.9 u	3.3 u	3.3 bu
N79,EMP,ED3_4,THS,EA17	213.5 	210.1 	209.6 	211.5 b	213.5 	213.7 	198.5 	211.6 	221.8 	225.0 b
N79,EMP,ED3_4,THS,EA18	214.7 	210.5 	210.1 	212.3 b	214.1 	213.8 	198.8 	212.7 	223.0 	226.4 b
N79,EMP,ED3_4,THS,EA19	215.0 	210.9 	211.1 	213.0 b	214.8 	214.3 	199.6 	213.5 	223.5 	227.1 b
N79,EMP,ED3_4,THS,EE	: u	: u	: u	: bu	: u	1.2 u	: u	: c	: u	1.5 bu
N79,EMP,ED3_4,THS,EL	9.4 	11.7 	11.9 	12.0 b	7.3 	7.5 	6.8 	7.7 	8.5 b	10.0 b
N79,EMP,ED3_4,THS,ES	16.3 	14.3 	15.4 	10.0 b	13.0 	13.2 	10.0 	12.5 	16.8 	16.1 b
N79,EMP,ED3_4,THS,EU15	273.8 	262.2 	260.1 	258.4 b	275.0 	272.0 	247.8 	273.0 	286.5 	286.1 b
N79,EMP,ED3_4,THS,EU27	303.2 	290.6 	288.6 	292.5 b	306.7 	301.4 	280.8 	309.6 	320.8 	320.2 b
N79,EMP,ED3_4,THS,EU28	305.1 	294.8 	290.8 	294.8 b	307.3 	302.2 	282.0 	311.6 	322.4 	323.3 b
N79,EMP,ED3_4,THS,FI	2.2 u	2.8 u	3.3 u	2.4 bu	: u	: u	: u	: u	: u	: bu
N79,EMP,ED3_4,THS,FR	10.5 	12.5 	12.8 	13.6 b	13.5 b	17.3 	10.8 u	12.5 	16.6 	13.1 bu
N79,EMP,ED3_4,THS,HR	1.9 u	4.2 u	2.2 u	2.3 bu	: u	: u	1.2 u	2.0 bu	1.6 u	3.0 bu
N79,EMP,ED3_4,THS,HU	4.6 u	: u	: u	3.7 bu	3.4 u	2.8 u	2.8 u	3.6 u	2.7 u	: bu
N79,EMP,ED3_4,THS,IE	3.0 b	2.1 u	2.5 u	3.0 bu	2.5 u	2.7 u	2.6 u	2.8 u	3.1 	3.1 bu
N79,EMP,ED3_4,THS,IS	1.3 	0.9 	0.8 	0.6 b	: u	0.6 	: u	: u	: u	: bu
N79,EMP,ED3_4,THS,IT	35.2 	37.2 	37.1 	37.6 b	37.7 	41.2 	41.9 	43.2 	39.5 	40.3 b
N79,EMP,ED3_4,THS,LT	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,ED3_4,THS,LU	: u	: u	: bu	: bu	: u	: u	: u	: u	: bu	: bu
N79,EMP,ED3_4,THS,LV	: u	: u	: u	: bu	: u	: c	: u	: u	: u	1.4 bu
N79,EMP,ED3_4,THS,ME	: u	: u	: u	: bu	: u	: u	: u	: 	: 	: 
N79,EMP,ED3_4,THS,MK	0.6 u	: u	0.8 u	0.7 bu	0.8 u	: u	: u	: 	: 	: 
N79,EMP,ED3_4,THS,MT	0.6 u	0.6 u	0.9 	0.8 bu	0.4 u	: u	0.4 bu	0.6 u	0.6 u	: bu
N79,EMP,ED3_4,THS,NL	9.5 	8.0 	9.2 	9.8 b	9.9 b	12.8 	10.9 b	11.4 b	13.1 	14.7 b
N79,EMP,ED3_4,THS,NO	4.0 	2.8 	3.0 	3.0 b	2.7 	2.7 	2.8 	3.9 	4.9 	4.5 b
N79,EMP,ED3_4,THS,PL	5.0 u	6.5 u	5.9 u	7.8 bu	8.6 u	9.8 u	10.1 u	7.5 bu	6.0 u	6.1 bu
N79,EMP,ED3_4,THS,PT	5.1 	: u	: u	4.7 b	4.8 	: u	: bu	6.0 	: u	: bu
N79,EMP,ED3_4,THS,RO	: u	: u	: u	: bu	: u	: u	: u	: bu	: u	: bu
N79,EMP,ED3_4,THS,SE	6.1 	4.4 	4.6 	6.4 b	8.6 	8.7 	6.8 	7.3 	8.2 	8.3 b
N79,EMP,ED3_4,THS,SI	1.3 u	1.2 u	0.8 u	1.9 bu	1.3 u	1.0 u	1.0 u	0.9 u	1.6 u	1.6 bu
N79,EMP,ED3_4,THS,SK	: u	: u	2.8 u	: bu	: u	2.4 u	2.3 bu	3.1 	3.2 b	3.7 b
N79,EMP,ED3_4,THS,TR	12.5 	17.5 	18.1 	15.5 b	11.0 	11.6 	12.8 	9.7 	9.6 	: 
N79,EMP,ED3_4,THS,UK	55.6 	47.5 	46.9 	42.5 b	54.0 	51.4 	43.4 b	56.9 b	60.1 	57.5 b
N79,EMP,ED5-8,THS,AT	9.0 	7.7 	6.4 	7.0 b	4.1 u	4.2 u	4.0 u	3.7 u	3.5 u	3.1 bu
N79,EMP,ED5-8,THS,BE	7.5 b	7.9 	5.9 	6.2 b	8.7 	7.6 	5.9 b	6.8 	5.9 	6.8 b
N79,EMP,ED5-8,THS,BG	6.2 u	5.2 u	4.6 u	4.7 bu	3.9 u	: u	: bu	3.6 bu	3.6 u	: bu
N79,EMP,ED5-8,THS,CH	4.9 u	6.3 	7.6 	7.1 b	5.1 	3.5 u	3.7 u	4.5 bu	5.4 u	4.1 bu
N79,EMP,ED5-8,THS,CY	1.2 u	1.2 u	0.9 u	0.7 bu	1.1 u	1.4 u	1.0 u	1.3 u	1.7 b	1.8 b
N79,EMP,ED5-8,THS,CZ	6.2 	5.8 	5.2 	5.9 b	7.0 	7.3 	5.5 b	3.5 	5.6 	5.9 b
N79,EMP,ED5-8,THS,DE	41.3 	39.1 	39.3 	37.8 b	41.6 	34.1 	30.4 b	27.5 b	28.7 	27.1 b
N79,EMP,ED5-8,THS,DK	2.7 bu	2.5 bu	3.1 u	2.4 bu	: u	: u	2.3 u	2.5 u	: u	2.4 bu
N79,EMP,ED5-8,THS,EA17	206.1 	189.2 	193.8 	179.2 b	175.2 	168.6 	155.0 	152.3 	147.6 	156.5 b
N79,EMP,ED5-8,THS,EA18	207.6 	190.2 	195.7 	181.2 b	177.2 	171.1 	156.2 	153.3 	148.7 	157.6 b
N79,EMP,ED5-8,THS,EA19	209.6 	192.6 	198.3 	183.2 b	178.5 	172.2 	158.0 	155.9 	151.5 	158.9 b
N79,EMP,ED5-8,THS,EE	1.2 u	: u	1.3 u	: bu	1.4 u	: u	: u	: c	: u	1.4 bu
N79,EMP,ED5-8,THS,EL	8.7 	7.1 	5.4 	6.9 b	4.3 	3.1 u	4.3 	4.3 	5.0 b	6.1 b
N79,EMP,ED5-8,THS,ES	45.8 	45.8 	57.0 	48.0 b	39.8 	36.6 	39.3 	39.9 	35.7 	44.4 b
N79,EMP,ED5-8,THS,EU15	262.7 	245.3 	245.4 	220.8 b	215.2 	207.2 	194.5 	197.6 	190.7 	195.9 b
N79,EMP,ED5-8,THS,EU27	316.4 	297.2 	294.5 	273.5 b	261.0 	246.6 	234.7 	236.6 	228.5 	230.9 b
N79,EMP,ED5-8,THS,EU28	320.2 	301.6 	297.2 	276.4 b	261.8 	247.3 	235.7 	238.9 	230.8 	232.7 b
N79,EMP,ED5-8,THS,FI	3.3 u	2.3 u	: u	: bu	3.0 u	2.3 u	: u	2.8 u	3.2 u	3.2 bu
N79,EMP,ED5-8,THS,FR	42.4 	36.6 	30.6 	32.5 b	33.5 b	41.0 	30.2 	29.6 	30.5 	26.9 b
N79,EMP,ED5-8,THS,HR	3.8 u	4.4 u	2.7 u	2.8 bu	: u	: u	1.0 u	2.3 bu	2.3 u	1.8 bu
N79,EMP,ED5-8,THS,HU	4.0 u	4.6 u	5.4 	6.5 b	4.0 u	3.5 u	4.9 	3.3 u	2.9 u	4.3 bu
N79,EMP,ED5-8,THS,IE	3.8 b	3.3 	4.2 	4.2 b	3.6 	4.0 	4.0 	3.7 	3.5 	3.2 b
N79,EMP,ED5-8,THS,IS	1.8 	1.4 	0.9 	1.0 b	0.6 	0.6 	: u	: u	: u	: bu
N79,EMP,ED5-8,THS,IT	24.7 	18.5 	20.1 	14.8 b	17.5 	17.9 	18.4 	14.9 	13.2 	19.6 b
N79,EMP,ED5-8,THS,LT	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,ED5-8,THS,LU	: c	: 	: bc	: bu	: u	: u	: u	: c	: bu	: bc
N79,EMP,ED5-8,THS,LV	1.5 u	: u	1.8 u	2.0 bu	2.0 u	2.4 u	: u	: u	: u	: bu
N79,EMP,ED5-8,THS,ME	: u	: u	1.5 u	1.5 bu	: u	: u	: u	: 	: 	: 
N79,EMP,ED5-8,THS,MK	0.8 u	0.7 u	0.8 u	1.3 b	0.6 u	: u	: u	: 	: 	: 
N79,EMP,ED5-8,THS,MT	: c	: u	0.4 u	: bu	: u	: u	: bu	: u	: u	: bu
N79,EMP,ED5-8,THS,NL	8.6 	9.3 	10.4 	7.8 b	7.5 b	7.3 	6.3 b	7.9 b	8.1 	7.5 b
N79,EMP,ED5-8,THS,NO	2.8 	2.7 	1.8 	2.0 b	2.8 	2.7 	1.4 u	2.0 	3.6 	3.6 b
N79,EMP,ED5-8,THS,PL	16.9 	17.8 	14.7 u	16.6 b	12.3 u	13.1 u	14.4 u	14.7 bu	12.0 u	9.9 bu
N79,EMP,ED5-8,THS,PT	4.6 	6.2 	7.9 	6.6 b	: u	: u	5.0 b	5.7 	4.7 	: bu
N79,EMP,ED5-8,THS,RO	10.6 u	9.8 u	10.2 u	10.0 bu	7.7 u	: u	: u	: bu	: u	: bu
N79,EMP,ED5-8,THS,SE	5.0 	5.4 	4.4 	4.3 b	4.4 	4.2 	4.1 	3.3 	3.8 	4.8 b
N79,EMP,ED5-8,THS,SI	1.6 u	1.5 u	0.9 u	1.8 bu	2.7 u	1.5 u	1.2 u	1.3 u	0.8 u	0.6 bu
N79,EMP,ED5-8,THS,SK	2.2 u	: u	: u	: bu	2.1 u	: u	2.1 bu	2.5 u	2.6 bu	: bu
N79,EMP,ED5-8,THS,TR	19.1 	20.7 	24.0 	19.5 b	17.5 	13.6 	13.5 	11.5 	14.0 	: 
N79,EMP,ED5-8,THS,UK	55.3 	53.6 	48.7 	40.0 b	41.2 	38.4 	38.3 b	44.8 b	42.9 	38.1 b
N79,EMP,NRP,THS,CH	: c	: c	: 	: bc	: 	: 	: c	: bc	: 	: 
N79,EMP,NRP,THS,DE	: 	: u	: c	: 	: c	: c	: bc	: 	: u	: 
N79,EMP,NRP,THS,DK	: bc	: bc	: u	: bu	: u	: u	: u	: u	: u	: bc
N79,EMP,NRP,THS,EA17	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,NRP,THS,EA18	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,NRP,THS,EA19	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,NRP,THS,EU15	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,NRP,THS,EU27	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,NRP,THS,EU28	: u	: u	: u	: bu	: u	: u	: u	: u	: u	: bu
N79,EMP,NRP,THS,FR	: 	: c	: c	: bc	: 	: 	: 	: 	: 	: 
