nace_r2,wstatus,worktime,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
I55,SELF,FT,THS,ES	19.8 	23.4 	17.2 	18.3 	20.8 	17.0 	17.9 	15.1 	18.3 b	22.1 b
I55,SELF,FT,THS,EU15	199.2 	209.6 	179.7 	178.6 	189.2 	161.0 	168.1 	170.9 	167.5 	176.2 b
I55,SELF,FT,THS,EU27	229.6 	237.9 	206.2 	203.3 	213.6 	188.6 	191.2 	192.6 	191.4 	195.5 b
I55,SELF,FT,THS,EU28	231.9 	239.0 	207.3 	204.5 	214.7 	189.8 	191.7 	193.9 	192.4 	196.0 b
I55,SELF,FT,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,FT,THS,FR	22.4 	25.2 	26.3 	26.2 b	22.0 	15.8 	16.7 	21.2 	22.5 	25.8 b
I55,SELF,FT,THS,HR	2.3 u	1.2 u	1.1 u	1.2 bu	1.1 u	1.3 u	: c	1.3 u	1.1 u	: bu
I55,SELF,FT,THS,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,FT,THS,IE	2.7 bu	3.7 	3.6 	4.3 	3.6 	2.6 u	2.1 u	3.9 	3.2 	3.8 b
I55,SELF,FT,THS,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,FT,THS,IT	46.1 	45.6 	36.4 	31.8 	37.6 	33.8 	34.1 	36.1 	36.7 	37.5 b
I55,SELF,FT,THS,LT	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bu
I55,SELF,FT,THS,LU	: u	: u	: bc	: c	: c	: c	: c	: u	: bu	: bc
I55,SELF,FT,THS,LV	: u	: u	: u	: u	: u	: u	: c	: u	: c	: bc
I55,SELF,FT,THS,ME	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
I55,SELF,FT,THS,MK	: c	: 	: c	: 	: u	: 	: 	: 	: 	: 
I55,SELF,FT,THS,MT	: u	: u	: c	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,FT,THS,NL	5.3 	4.5 	4.7 	6.8 	4.9 b	3.7 	4.2 b	4.3 b	3.1 	3.8 b
I55,SELF,FT,THS,NO	0.5 	0.6 u	0.5 u	: u	0.6 u	0.7 u	0.6 u	: u	: u	: bu
I55,SELF,FT,THS,PL	14.1 u	12.9 u	9.6 u	10.1 u	10.2 u	10.9 u	9.5 u	9.1 bu	9.5 u	5.7 bu
I55,SELF,FT,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I55,SELF,FT,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I55,SELF,FT,THS,SE	2.1 	2.9 	2.7 	2.5 	2.0 u	1.9 u	3.1 	3.5 	: u	3.1 bu
I55,SELF,FT,THS,SI	0.7 u	: u	: u	: u	: u	: u	0.6 u	: u	: u	: bu
I55,SELF,FT,THS,SK	2.1 u	2.9 u	3.9 	2.2 u	2.2 u	: u	2.1 bu	: u	: bu	: bu
I55,SELF,FT,THS,TR	12.9 	11.6 	9.8 	7.9 b	5.3 	10.3 	7.4 	5.2 	5.1 	: 
I55,SELF,FT,THS,UK	30.1 	28.6 	18.4 	20.2 	24.5 	19.1 	18.9 	18.8 	18.5 	19.1 b
I55,SELF,NRP,THS,CH	: 	: 	: 	: 	: 	: 	: c	: bc	: 	: 
I55,SELF,NRP,THS,EA17	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 
I55,SELF,NRP,THS,EA18	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 
I55,SELF,NRP,THS,EA19	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 
I55,SELF,NRP,THS,EU15	: 	: 	: 	: c	: c	: c	: 	: c	: c	: 
I55,SELF,NRP,THS,EU27	: 	: 	: 	: c	: c	: c	: 	: c	: c	: 
I55,SELF,NRP,THS,EU28	: 	: 	: 	: c	: c	: c	: 	: c	: c	: 
I55,SELF,NRP,THS,FI	: 	: 	: 	: c	: 	: 	: 	: 	: 	: 
I55,SELF,NRP,THS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
I55,SELF,NRP,THS,UK	: 	: 	: 	: 	: c	: c	: 	: c	: 	: 
I55,SELF,PT,THS,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,PT,THS,BE	: bc	: u	: u	: u	: c	: u	: bu	: u	: c	: bu
I55,SELF,PT,THS,BG	: u	: c	: 	: c	: c	: 	: 	: 	: 	: 
I55,SELF,PT,THS,CH	2.0 u	2.6 u	2.0 u	1.6 u	1.1 u	1.4 u	1.1 u	1.6 bu	: u	: bu
I55,SELF,PT,THS,CY	: c	: c	: 	: 	: 	: 	: u	: u	: bu	: bu
I55,SELF,PT,THS,CZ	0.7 u	: u	0.7 u	: u	0.9 u	0.9 u	0.6 bu	0.5 u	: u	: bu
I55,SELF,PT,THS,DE	8.3 	10.8 	5.7 	9.3 	8.9 	11.8 	9.4 b	9.9 b	9.0 	6.2 b
I55,SELF,PT,THS,DK	: bc	: bc	: c	: u	: u	: u	: u	: c	: u	: 
I55,SELF,PT,THS,EA17	40.4 	40.3 	35.2 	38.8 	31.3 	32.6 	28.1 	34.1 	30.7 	29.7 b
I55,SELF,PT,THS,EA18	40.6 	40.8 	35.2 	39.1 	31.4 	32.6 	28.1 	34.1 	30.7 	29.7 b
I55,SELF,PT,THS,EA19	40.6 	40.8 	35.3 	39.3 	31.4 	32.7 	28.1 	34.1 	30.7 	29.7 b
I55,SELF,PT,THS,EE	: c	: c	: c	: c	: c	: u	: u	: 	: c	: 
I55,SELF,PT,THS,EL	: u	: u	: u	1.4 u	: u	: u	: u	: u	: bu	: bu
I55,SELF,PT,THS,ES	2.0 u	3.4 u	2.3 u	1.4 u	3.5 u	2.8 u	1.9 u	2.2 u	2.3 bu	3.9 bu
I55,SELF,PT,THS,EU15	63.5 	61.1 	55.3 	62.3 	44.3 	45.8 	39.3 	46.3 	47.7 	42.9 b
I55,SELF,PT,THS,EU27	66.4 	64.1 	58.4 	64.8 	48.0 	48.5 	42.0 	48.8 	50.0 	45.4 b
I55,SELF,PT,THS,EU28	66.6 	64.3 	58.5 	65.0 	49.6 	49.3 	43.5 	49.6 	50.6 	46.1 b
I55,SELF,PT,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,PT,THS,FR	6.1 u	4.2 u	4.7 u	5.4 bu	2.8 u	: u	: u	: u	: u	: bu
I55,SELF,PT,THS,HR	: c	: c	: c	: bc	1.6 u	: u	1.5 u	: u	: u	: bu
I55,SELF,PT,THS,HU	: 	: c	: u	: c	: u	: c	: u	: u	: u	: bu
I55,SELF,PT,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,PT,THS,IS	: c	: c	: u	: c	: c	: c	: c	: c	: c	: bc
I55,SELF,PT,THS,IT	14.2 	11.3 	11.8 	12.9 	7.8 	6.3 	5.2 	8.0 	6.4 	7.7 b
I55,SELF,PT,THS,LT	: c	: c	: u	: u	: c	: c	: 	: 	: 	: 
I55,SELF,PT,THS,LU	: c	: c	: bc	: c	: 	: c	: 	: c	: 	: bc
I55,SELF,PT,THS,LV	: c	: c	: 	: u	: c	: 	: 	: c	: c	: 
I55,SELF,PT,THS,ME	: u	: u	: u	: c	: 	: c	: c	: 	: 	: 
I55,SELF,PT,THS,MT	: u	: u	: c	: c	: c	: c	: c	: c	: u	: bc
I55,SELF,PT,THS,NL	4.8 	4.1 	4.3 	3.8 	2.7 b	3.4 	2.7 b	3.5 b	3.2 	4.0 b
I55,SELF,PT,THS,NO	0.5 	0.5 u	: c	: c	: u	: u	: u	: u	: u	: bc
I55,SELF,PT,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I55,SELF,PT,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I55,SELF,PT,THS,RO	: 	: 	: 	: 	: u	: 	: 	: bc	: 	: 
I55,SELF,PT,THS,SE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,PT,THS,SI	: c	: 	: c	: 	: c	: 	: 	: c	: 	: bc
I55,SELF,PT,THS,SK	: c	: c	: u	: c	: c	: 	: 	: 	: 	: 
I55,SELF,PT,THS,TR	: c	0.7 u	: c	0.7 bu	1.0 u	0.5 u	1.5 u	: c	: c	: 
I55,SELF,PT,THS,UK	22.8 	20.7 	19.7 	22.8 	12.8 	12.8 	10.7 	11.7 	16.2 	12.9 b
I55,SELF,TOTAL,THS,AT	9.3 	9.8 	9.9 	9.8 	9.8 	10.1 	11.3 	11.2 	11.8 	12.6 b
I55,SELF,TOTAL,THS,BE	: bu	2.3 u	4.7 u	2.8 u	3.9 u	3.8 u	3.1 bu	2.0 u	3.0 u	2.7 bu
I55,SELF,TOTAL,THS,BG	3.5 u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
I55,SELF,TOTAL,THS,CH	7.5 	7.3 	7.8 	6.1 	5.4 	5.9 	6.9 	5.9 b	4.5 u	5.5 bu
I55,SELF,TOTAL,THS,CY	: u	: u	: c	: c	: u	: c	: u	: u	: bu	: bu
I55,SELF,TOTAL,THS,CZ	6.0 	6.8 	6.6 	5.1 	4.9 	8.0 	6.7 b	6.1 	5.5 	6.2 b
I55,SELF,TOTAL,THS,DE	50.0 	56.3 	49.1 	53.3 	56.3 	50.4 	53.0 b	49.7 b	43.4 	36.1 b
I55,SELF,TOTAL,THS,DK	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,TOTAL,THS,EA17	209.9 	220.9 	197.2 	197.8 	196.6 	173.9 	176.5 	183.9 	178.9 	185.4 b
I55,SELF,TOTAL,THS,EA18	210.6 	221.8 	197.6 	198.7 	197.2 	174.1 	176.6 	184.1 	179.0 	185.6 b
I55,SELF,TOTAL,THS,EA19	211.1 	222.0 	198.1 	199.5 	197.9 	175.0 	176.8 	184.2 	179.5 	186.1 b
I55,SELF,TOTAL,THS,EE	: u	: u	: u	: u	: u	: u	: u	: c	: u	: bu
I55,SELF,TOTAL,THS,EL	17.2 	17.2 	11.8 	13.0 	12.6 	12.4 	12.1 	11.8 	11.8 b	15.2 b
I55,SELF,TOTAL,THS,ES	21.8 	26.9 	19.4 	19.7 	24.3 	19.8 	19.8 	17.3 	20.6 b	26.1 b
I55,SELF,TOTAL,THS,EU15	262.7 	270.7 	234.9 	240.9 	233.8 	206.9 	207.4 	217.4 	215.2 	219.1 b
I55,SELF,TOTAL,THS,EU27	296.0 	302.0 	264.6 	268.1 	261.9 	237.2 	233.3 	241.5 	241.4 	241.0 b
I55,SELF,TOTAL,THS,EU28	298.5 	303.4 	265.8 	269.6 	264.6 	239.2 	235.3 	243.6 	243.1 	242.1 b
I55,SELF,TOTAL,THS,FI	: u	: u	: u	: u	: u	: u	: u	2.2 u	: u	: bu
I55,SELF,TOTAL,THS,FR	28.5 	29.3 	31.0 	31.6 b	24.8 	18.9 	19.3 	26.4 	27.2 	27.7 b
I55,SELF,TOTAL,THS,HR	2.5 u	1.4 u	1.2 u	1.5 bu	2.7 u	2.0 u	2.0 u	2.0 u	1.7 u	1.1 bu
I55,SELF,TOTAL,THS,HU	: u	: u	2.6 u	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,TOTAL,THS,IE	3.2 b	4.3 	4.6 	4.9 	4.4 	3.8 	2.9 u	5.1 	4.1 	4.8 b
I55,SELF,TOTAL,THS,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,TOTAL,THS,IT	60.3 	56.9 	48.1 	44.8 	45.3 	40.0 	39.3 	44.0 	43.1 	45.3 b
I55,SELF,TOTAL,THS,LT	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bu
I55,SELF,TOTAL,THS,LU	: u	: u	: bc	: c	: c	: c	: c	: u	: bu	: bu
I55,SELF,TOTAL,THS,LV	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bc
I55,SELF,TOTAL,THS,ME	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
I55,SELF,TOTAL,THS,MK	: c	: 	: c	: 	: u	: 	: 	: 	: 	: 
I55,SELF,TOTAL,THS,MT	: u	: u	: c	: u	: u	: u	: u	: u	: u	: bu
I55,SELF,TOTAL,THS,NL	10.1 	8.5 	9.0 	10.6 	7.6 b	7.1 	6.9 b	7.9 b	6.3 	7.8 b
I55,SELF,TOTAL,THS,NO	1.0 	1.1 u	0.6 u	: u	1.0 u	1.0 u	1.0 u	: u	: u	: bu
I55,SELF,TOTAL,THS,PL	15.4 	14.3 u	11.3 u	11.5 u	11.6 u	12.0 u	10.9 u	10.7 bu	11.1 u	7.2 bu
I55,SELF,TOTAL,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
I55,SELF,TOTAL,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
I55,SELF,TOTAL,THS,SE	2.7 	3.2 	3.4 	3.0 	2.3 	2.2 	3.6 	4.0 	3.2 u	3.7 b
I55,SELF,TOTAL,THS,SI	0.8 u	: u	: u	: u	: u	: u	0.6 u	: u	: u	: bu
I55,SELF,TOTAL,THS,SK	2.2 u	3.1 	4.2 	2.3 u	2.4 u	: u	2.1 bu	: u	: bu	: bu
I55,SELF,TOTAL,THS,TR	13.3 	12.2 	10.2 	8.7 b	6.4 	10.9 	8.9 	5.3 	5.5 	: 
I55,SELF,TOTAL,THS,UK	52.8 	49.3 	38.2 	43.0 	37.6 	32.0 	29.6 	30.6 	34.7 	32.0 b
N79,CFAM,FT,THS,AT	: 	: 	: 	: 	: c	: 	: 	: 	: 	: bc
N79,CFAM,FT,THS,BE	: 	: 	: c	: 	: 	: 	: 	: 	: c	: 
N79,CFAM,FT,THS,CH	: 	: 	: c	: c	: 	: u	: c	: 	: 	: 
N79,CFAM,FT,THS,CZ	: u	: u	: u	0.8 u	: u	: 	: bu	1.0 u	: c	: bc
N79,CFAM,FT,THS,DE	: c	: 	: 	: 	: c	: 	: 	: bc	: c	: bc
N79,CFAM,FT,THS,EA17	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bu
N79,CFAM,FT,THS,EA18	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bu
N79,CFAM,FT,THS,EA19	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bu
N79,CFAM,FT,THS,EL	: u	: u	: u	: u	: u	: u	: c	: u	: bu	: bu
N79,CFAM,FT,THS,ES	: 	: 	: 	: c	: 	: 	: c	: c	: 	: 
N79,CFAM,FT,THS,EU15	: u	: u	: u	: u	: u	: u	: c	: u	: u	: bu
N79,CFAM,FT,THS,EU27	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,FT,THS,EU28	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,FT,THS,FI	: 	: 	: 	: 	: 	: c	: 	: 	: 	: 
N79,CFAM,FT,THS,IE	: 	: c	: 	: 	: 	: 	: 	: 	: c	: 
N79,CFAM,FT,THS,IT	: c	: c	: c	: c	: 	: 	: 	: u	: c	: bu
N79,CFAM,FT,THS,NL	: 	: 	: 	: 	: bc	: 	: 	: 	: 	: 
N79,CFAM,FT,THS,PL	: 	: c	: u	: u	: c	: c	: 	: bc	: 	: 
N79,CFAM,FT,THS,SI	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
N79,CFAM,FT,THS,TR	: c	: c	: c	: bc	: c	0.5 u	: 	: c	0.6 u	: 
N79,CFAM,FT,THS,UK	: 	: 	: 	: 	: 	: c	: 	: 	: c	: 
N79,CFAM,PT,THS,AT	: 	: 	: 	: 	: 	: c	: 	: u	: 	: bc
N79,CFAM,PT,THS,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
N79,CFAM,PT,THS,CH	: c	: c	: c	: c	: u	: c	: 	: 	: 	: bc
N79,CFAM,PT,THS,CY	: 	: 	: 	: 	: 	: c	: c	: c	: bu	: bu
N79,CFAM,PT,THS,CZ	: 	: 	: 	: c	0.7 u	: u	: bc	: 	: 	: 
N79,CFAM,PT,THS,DE	: c	: c	: c	: c	: c	: c	: bc	: bu	: c	: bu
N79,CFAM,PT,THS,DK	: 	: 	: 	: 	: c	: 	: 	: 	: c	: 
N79,CFAM,PT,THS,EA17	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,PT,THS,EA18	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,PT,THS,EA19	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,PT,THS,EL	: 	: 	: 	: c	: u	: 	: 	: 	: 	: bc
N79,CFAM,PT,THS,ES	: c	: c	: c	: c	: c	: 	: c	: 	: 	: 
N79,CFAM,PT,THS,EU15	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,PT,THS,EU27	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,PT,THS,EU28	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,PT,THS,FI	: c	: c	: 	: c	: u	: c	: c	: c	: 	: 
N79,CFAM,PT,THS,FR	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 
N79,CFAM,PT,THS,IE	: 	: c	: 	: 	: c	: c	: 	: 	: c	: bc
N79,CFAM,PT,THS,IT	: u	: c	: 	: 	: 	: c	: c	: 	: 	: bu
N79,CFAM,PT,THS,NL	: 	: 	: c	: 	: bc	: 	: 	: 	: 	: 
N79,CFAM,PT,THS,PL	: 	: 	: 	: 	: c	: 	: 	: 	: 	: 
N79,CFAM,PT,THS,SE	: 	: 	: c	: 	: 	: 	: 	: 	: c	: bu
N79,CFAM,PT,THS,SI	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
N79,CFAM,PT,THS,TR	: 	: c	: 	: 	: 	: c	: c	: 	: 	: 
N79,CFAM,PT,THS,UK	: 	: 	: c	: c	: c	: c	: c	: c	: 	: bc
N79,CFAM,TOTAL,THS,AT	: 	: 	: 	: 	: c	: c	: 	: u	: 	: bc
N79,CFAM,TOTAL,THS,BE	: 	: 	: c	: 	: 	: 	: 	: 	: c	: bc
N79,CFAM,TOTAL,THS,CH	: c	: c	: u	: u	: u	: u	: c	: 	: 	: bc
N79,CFAM,TOTAL,THS,CY	: 	: 	: 	: 	: 	: c	: c	: c	: bu	: bu
N79,CFAM,TOTAL,THS,CZ	: u	: u	: u	0.9 u	0.9 u	: u	: bu	1.0 u	: c	: bc
N79,CFAM,TOTAL,THS,DE	: u	: c	: c	: c	: c	: c	: bc	: bu	: u	: bu
N79,CFAM,TOTAL,THS,DK	: 	: 	: 	: 	: c	: 	: 	: 	: c	: 
N79,CFAM,TOTAL,THS,EA17	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,EA18	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,EA19	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,EL	: u	: u	: u	: u	: u	: u	: c	: u	: bu	: bu
N79,CFAM,TOTAL,THS,ES	: c	: c	: c	: u	: c	: 	: c	: c	: 	: 
N79,CFAM,TOTAL,THS,EU15	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,EU27	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,EU28	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,CFAM,TOTAL,THS,FI	: c	: c	: 	: c	: u	: c	: c	: c	: 	: 
N79,CFAM,TOTAL,THS,FR	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 
N79,CFAM,TOTAL,THS,IE	: 	: c	: 	: 	: c	: c	: 	: 	: c	: bc
N79,CFAM,TOTAL,THS,IT	: u	: u	: c	: c	: 	: c	: c	: u	: c	: bu
N79,CFAM,TOTAL,THS,NL	: 	: 	: c	: 	: bu	: 	: 	: 	: 	: 
N79,CFAM,TOTAL,THS,PL	: 	: c	: u	: u	: u	: c	: 	: bc	: 	: 
N79,CFAM,TOTAL,THS,SE	: 	: 	: c	: 	: 	: 	: 	: 	: c	: bu
N79,CFAM,TOTAL,THS,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
N79,CFAM,TOTAL,THS,TR	: c	: c	: c	: bc	: c	0.6 u	: c	: c	0.6 u	: 
N79,CFAM,TOTAL,THS,UK	: 	: 	: c	: c	: c	: u	: c	: c	: c	: bc
N79,EMP,FT,THS,AT	13.6 	11.5 	11.6 	11.7 	12.7 	11.8 	11.2 	11.8 	15.0 	15.5 b
N79,EMP,FT,THS,BE	8.0 b	7.7 	7.9 	6.7 	8.3 	8.9 	8.0 b	9.8 	8.3 	8.9 b
N79,EMP,FT,THS,BG	7.4 	6.1 u	6.0 u	7.0 u	5.6 u	4.4 u	5.4 bu	5.6 bu	5.4 u	4.9 bu
N79,EMP,FT,THS,CH	9.7 	10.6 	12.1 	11.9 	10.3 	8.6 	10.0 	11.0 b	11.2 	9.3 b
N79,EMP,FT,THS,CY	2.0 	1.8 	1.0 u	1.0 u	1.5 u	1.9 	1.4 u	1.9 	2.6 b	2.5 b
N79,EMP,FT,THS,CZ	11.7 	12.7 	12.4 	13.2 	14.4 	12.6 	10.9 b	12.0 	13.9 	15.4 b
N79,EMP,FT,THS,DE	105.5 	105.3 	100.9 	102.7 	106.8 	93.3 	93.1 b	91.6 b	93.5 	98.8 b
N79,EMP,FT,THS,DK	5.0 b	5.5 b	6.0 	5.3 	5.2 	5.0 	5.2 	5.6 	5.4 	5.1 b
N79,EMP,FT,THS,EA17	344.6 	323.6 	326.3 	319.5 	315.2 	312.9 	297.0 	310.0 	312.1 	331.0 b
N79,EMP,FT,THS,EA18	346.9 	324.5 	328.6 	321.6 	317.6 	315.3 	297.6 	311.1 	314.1 	333.5 b
N79,EMP,FT,THS,EA19	349.0 	327.3 	332.2 	324.1 	319.3 	316.8 	299.8 	314.4 	317.3 	335.6 b
N79,EMP,FT,THS,EE	1.2 u	1.2 u	1.7 u	1.3 u	2.3 u	2.0 u	: u	: c	: u	2.7 bu
N79,EMP,FT,THS,EL	19.1 	19.4 	17.6 	20.0 	12.4 	11.0 	11.7 	13.0 	15.0 b	17.8 b
N79,EMP,FT,THS,ES	57.0 	54.8 	64.1 	54.6 	48.2 	43.6 	45.2 	48.6 	51.4 	57.3 b
N79,EMP,FT,THS,EU15	442.9 	407.6 	407.1 	394.2 	401.1 	387.3 	368.1 	399.1 	402.3 	415.9 b
N79,EMP,FT,THS,EU27	521.3 	483.6 	479.7 	473.5 	471.8 	452.3 	435.2 	468.4 	469.5 	481.3 b
N79,EMP,FT,THS,EU28	527.5 	492.5 	484.5 	478.1 	472.9 	453.6 	437.2 	472.7 	473.2 	485.7 b
N79,EMP,FT,THS,FI	4.7 	4.1 	3.9 u	3.4 u	4.0 	3.4 u	3.3 u	4.0 u	4.5 	4.9 b
N79,EMP,FT,THS,FR	49.0 	43.3 	35.4 	41.7 b	42.5 	54.0 	39.1 	40.0 	40.7 	34.3 b
N79,EMP,FT,THS,HR	6.2 u	8.9 u	4.8 u	4.5 u	1.0 u	1.3 u	2.0 u	4.3 u	3.7 u	4.4 bu
N79,EMP,FT,THS,HU	8.2 	6.8 	7.0 	8.9 	6.7 	6.0 	7.7 	6.7 	5.7 	6.1 b
N79,EMP,FT,THS,IE	5.6 b	4.4 	4.7 	5.4 	5.5 	5.6 	5.4 	5.7 	5.9 	5.6 b
N79,EMP,FT,THS,IS	2.9 	2.4 	1.6 	1.7 	1.1 	1.1 	0.9 	0.7 	0.6 	0.5 b
N79,EMP,FT,THS,IT	50.9 	44.1 	45.5 	42.9 	44.5 	49.6 	52.4 	51.1 	44.3 	54.0 b
N79,EMP,FT,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
N79,EMP,FT,THS,LU	: u	: u	: bu	: u	0.7 u	: u	0.6 u	: u	: bu	: bu
N79,EMP,FT,THS,LV	2.3 	: u	2.3 	2.1 u	2.3 u	2.4 u	: u	: u	1.9 u	2.5 b
N79,EMP,FT,THS,ME	: u	1.9 u	2.0 	2.1 	: u	: u	: u	: 	: 	: 
N79,EMP,FT,THS,MK	1.5 	0.8 u	1.6 	1.9 	1.4 	0.9 u	0.7 u	: 	: 	: 
N79,EMP,FT,THS,MT	0.8 u	0.9 	1.1 	1.0 	0.7 u	0.5 u	0.9 	1.0 	0.8 	0.7 bu
N79,EMP,FT,THS,NL	10.2 	8.9 	11.3 	8.6 	9.2 b	12.3 	9.5 b	11.5 b	11.7 	12.5 b
N79,EMP,FT,THS,NO	5.4 	5.5 	4.7 	5.0 	5.3 	5.4 	4.2 	5.2 	7.8 	7.1 b
N79,EMP,FT,THS,PL	20.2 	22.6 	18.5 	21.8 	18.7 	21.3 	21.6 	20.1 b	15.6 	13.9 bu
N79,EMP,FT,THS,PT	10.6 	10.2 	13.6 	12.4 	9.7 	7.9 	8.0 b	12.7 	10.1 	7.6 b
N79,EMP,FT,THS,RO	16.2 	14.5 	13.6 	14.7 	10.3 u	: u	9.3 u	10.6 bu	9.9 u	7.2 bu
N79,EMP,FT,THS,SE	8.8 	8.0 	6.9 	7.7 	9.8 	9.2 	8.1 	8.1 	10.0 	10.9 b
N79,EMP,FT,THS,SI	2.6 u	2.4 u	1.4 u	3.0 u	3.0 u	2.4 u	1.9 u	1.7 u	1.9 u	2.0 bu
N79,EMP,FT,THS,SK	3.6 	3.2 	4.0 	2.8 u	3.4 	4.4 	4.4 b	5.2 	5.6 b	5.6 b
N79,EMP,FT,THS,TR	42.6 	48.4 	48.6 	43.7 b	35.6 	32.0 	31.6 	27.2 	30.9 	: 
N79,EMP,FT,THS,UK	94.7 	80.1 	77.2 	70.9 	81.8 	71.3 	67.2 	85.2 	86.3 	82.3 b
N79,EMP,NRP,THS,CH	: 	: 	: 	: 	: 	: 	: c	: 	: 	: 
N79,EMP,NRP,THS,EA17	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,EMP,NRP,THS,EA18	: c	: 	: c	: 	: 	: 	: c	: 	: 	: 
N79,EMP,NRP,THS,EA19	: c	: 	: c	: 	: 	: 	: c	: 	: 	: 
N79,EMP,NRP,THS,EU15	: 	: 	: c	: c	: c	: u	: 	: 	: 	: 
N79,EMP,NRP,THS,EU27	: c	: 	: c	: c	: c	: u	: c	: 	: 	: 
N79,EMP,NRP,THS,EU28	: c	: 	: c	: c	: c	: u	: c	: 	: 	: 
N79,EMP,NRP,THS,FI	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
N79,EMP,NRP,THS,LU	: 	: 	: bc	: 	: 	: 	: 	: 	: 	: 
N79,EMP,NRP,THS,LV	: c	: 	: 	: 	: 	: 	: c	: 	: 	: 
N79,EMP,NRP,THS,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
N79,EMP,NRP,THS,SE	: 	: 	: 	: c	: c	: 	: 	: 	: 	: 
N79,EMP,NRP,THS,UK	: 	: 	: 	: 	: c	: u	: 	: 	: 	: 
N79,EMP,PT,THS,AT	6.5 	6.4 	5.3 u	6.1 	6.4 	5.2 u	5.4 u	6.2 	3.7 u	3.9 bu
N79,EMP,PT,THS,BE	2.8 bu	3.0 u	: u	2.1 u	3.8 u	4.3 u	2.5 bu	2.8 u	2.2 u	: bu
N79,EMP,PT,THS,BG	: 	: c	: u	: c	: 	: 	: bc	: bu	: c	: bu
N79,EMP,PT,THS,CH	5.0 	5.4 	6.0 	6.6 	5.7 	5.6 	4.8 u	4.0 bu	4.3 u	3.2 bu
