worktime,wstatus,sex,nace_r2,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
PT,SAL,T,H51,THS,DE	20.0 	21.6 	17.0 	19.5 	23.1 	24.3 	22.5 b	23.9 b	22.4 	17.0 b
PT,SAL,T,H51,THS,DK	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,T,H51,THS,EA17	59.7 	59.3 	59.7 	59.4 	62.0 	61.6 	69.1 	69.4 	62.1 	56.2 b
PT,SAL,T,H51,THS,EA18	59.7 	59.3 	59.7 	59.4 	62.0 	61.6 	69.1 	69.4 	62.1 	56.4 b
PT,SAL,T,H51,THS,EA19	59.7 	59.3 	59.7 	59.4 	62.0 	61.6 	69.1 	69.4 	62.1 	56.4 b
PT,SAL,T,H51,THS,EE	: 	: 	: c	: 	: 	: 	: 	: c	: 	: 
PT,SAL,T,H51,THS,EL	: 	: c	: c	: u	: u	: u	: c	: c	: bu	: bu
PT,SAL,T,H51,THS,ES	5.6 	5.2 	6.2 	5.1 	7.3 	4.5 u	9.0 	7.8 	9.2 b	6.1 b
PT,SAL,T,H51,THS,EU15	71.1 	74.0 	76.3 	76.4 	74.7 	73.2 	78.8 	79.1 	72.9 	66.0 b
PT,SAL,T,H51,THS,EU27	72.7 	75.5 	77.8 	77.3 	76.0 	73.7 	79.5 	80.9 	74.3 	67.0 b
PT,SAL,T,H51,THS,EU28	72.7 	75.5 	77.8 	77.3 	76.0 	73.7 	79.5 	80.9 	74.3 	67.3 b
PT,SAL,T,H51,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,T,H51,THS,FR	13.0 	10.8 	16.6 	13.7 b	9.2 u	7.9 u	13.9 	14.3 	7.1 u	12.3 bu
PT,SAL,T,H51,THS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: bc
PT,SAL,T,H51,THS,HU	: c	: c	: 	: 	: u	: c	: c	: u	: c	: bc
PT,SAL,T,H51,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,T,H51,THS,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,T,H51,THS,IT	4.3 	4.7 	3.9 	4.5 	5.4 	5.5 	3.7 	4.0 	2.5 	2.7 b
PT,SAL,T,H51,THS,LT	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
PT,SAL,T,H51,THS,LU	: u	: u	: bu	: c	: u	: u	: u	: u	: bu	: bu
PT,SAL,T,H51,THS,LV	: 	: c	: 	: 	: 	: 	: 	: 	: 	: bc
PT,SAL,T,H51,THS,MT	0.5 u	: u	: u	: u	: u	: u	: c	: u	: c	: bu
PT,SAL,T,H51,THS,NL	7.8 	8.8 	9.3 	10.5 	9.8 b	11.3 	11.0 b	12.2 b	13.5 	11.0 b
PT,SAL,T,H51,THS,NO	0.6 	0.9 u	1.2 u	0.9 u	1.5 u	1.7 	1.1 u	1.4 u	1.2 u	1.9 bu
PT,SAL,T,H51,THS,PL	: c	: c	: c	: c	: c	: 	: 	: bc	: c	: 
PT,SAL,T,H51,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: c	: u	: bu
PT,SAL,T,H51,THS,RO	: 	: 	: c	: 	: 	: 	: 	: 	: 	: bc
PT,SAL,T,H51,THS,SE	2.1 	2.3 	2.1 	1.6 u	1.6 u	1.6 u	1.5 u	1.6 u	: u	: bu
PT,SAL,T,H51,THS,SI	: c	: c	: 	: 	: 	: c	: u	: u	: u	: bu
PT,SAL,T,H51,THS,SK	: 	: 	: 	: 	: 	: 	: bc	: c	: bc	: 
PT,SAL,T,H51,THS,TR	2.5 u	: c	: c	: bc	: c	: c	1.3 u	: c	1.1 u	: 
PT,SAL,T,H51,THS,UK	9.0 u	12.1 	13.9 	13.9 	10.3 	9.4 u	7.4 u	8.2 u	8.8 u	6.7 bu
PT,SAL,T,I,THS,AT	93.2 	89.1 	86.7 	77.8 	74.2 	74.2 	69.7 	67.0 	72.4 	61.6 b
PT,SAL,T,I,THS,BE	51.5 b	49.3 	47.1 	47.2 	51.3 	46.6 	48.8 b	42.4 	40.3 	45.3 b
PT,SAL,T,I,THS,BG	3.6 u	: u	: u	: u	3.5 u	: u	4.1 bu	4.1 bu	: u	: bu
PT,SAL,T,I,THS,CH	67.5 	69.1 	70.9 	66.1 	65.6 	60.7 	63.3 	61.4 b	50.5 	47.5 b
PT,SAL,T,I,THS,CY	4.7 	3.2 	3.3 	4.3 	3.2 	2.7 	2.4 	1.9 	2.0 b	1.3 bu
PT,SAL,T,I,THS,CZ	20.0 	18.3 	18.9 	19.4 	17.0 	14.0 	11.8 b	13.6 	14.4 	10.8 b
PT,SAL,T,I,THS,DE	672.2 	666.7 	675.4 	649.0 	626.1 	607.3 	583.8 b	548.5 b	575.2 	543.6 b
PT,SAL,T,I,THS,DK	63.1 b	63.5 b	62.7 	54.0 	52.8 	52.8 	49.3 	46.0 	43.3 	43.2 b
PT,SAL,T,I,THS,EA17	2386.6 	2324.2 	2253.3 	2123.0 	2041.7 	1982.8 	1870.2 	1787.8 	1756.4 	1674.2 b
PT,SAL,T,I,THS,EA18	2389.2 	2327.7 	2255.6 	2124.7 	2044.1 	1985.7 	1872.8 	1790.4 	1758.6 	1676.4 b
PT,SAL,T,I,THS,EA19	2393.0 	2331.6 	2259.5 	2128.4 	2048.3 	1990.8 	1876.4 	1793.2 	1761.4 	1679.8 b
PT,SAL,T,I,THS,EE	4.0 	4.4 	4.8 	4.3 	3.4 	3.9 	3.3 	4.0 	3.5 	2.2 bu
PT,SAL,T,I,THS,EL	56.0 	54.5 	45.6 	37.3 	28.6 	25.8 	23.2 	22.1 	20.7 b	16.4 b
PT,SAL,T,I,THS,ES	400.6 	390.4 	374.6 	358.1 	329.8 	296.8 	284.9 	249.0 	239.5 b	217.1 b
PT,SAL,T,I,THS,EU15	3237.9 	3171.8 	3073.0 	2917.2 	2819.3 	2776.9 	2610.3 	2516.5 	2445.1 	2323.3 b
PT,SAL,T,I,THS,EU27	3363.4 	3286.2 	3184.8 	3029.9 	2932.7 	2890.1 	2711.5 	2613.2 	2529.7 	2399.4 b
PT,SAL,T,I,THS,EU28	3368.4 	3291.5 	3188.7 	3032.2 	2933.0 	2890.5 	2711.8 	2613.8 	2531.0 	2400.0 b
PT,SAL,T,I,THS,FI	30.3 	27.5 	27.2 	24.8 	23.6 	24.0 	23.6 	22.5 	23.1 	23.4 b
PT,SAL,T,I,THS,FR	268.4 	265.4 	249.0 	224.8 b	226.6 	237.3 	235.6 	227.1 	206.0 	208.6 b
PT,SAL,T,I,THS,HR	4.9 u	5.3 u	3.9 u	2.3 bu	: c	: u	: c	: u	1.3 u	: bu
PT,SAL,T,I,THS,HU	13.8 	14.0 	17.7 	15.7 	15.7 	18.6 	17.4 	13.9 	12.5 	10.1 b
PT,SAL,T,I,THS,IE	64.7 b	61.9 	58.1 	59.0 	57.8 	52.1 	48.2 	50.9 	48.2 	46.6 b
PT,SAL,T,I,THS,IS	3.9 	4.7 	4.6 	4.1 	3.8 	3.0 	3.6 	3.5 	3.2 	2.2 b
PT,SAL,T,I,THS,IT	455.7 	435.1 	408.4 	381.5 	368.6 	349.0 	295.7 	295.6 	274.0 	260.7 b
PT,SAL,T,I,THS,LT	: u	: u	: u	: u	: u	5.1 u	: u	: u	: u	: bu
PT,SAL,T,I,THS,LU	1.5 	1.8 	1.5 b	1.6 	1.1 	1.1 	1.0 	0.9 u	1.2 b	0.7 bu
PT,SAL,T,I,THS,LV	2.6 	3.5 	2.3 	1.7 u	2.4 u	3.0 	2.6 u	2.7 u	2.2 u	2.2 b
PT,SAL,T,I,THS,ME	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
PT,SAL,T,I,THS,MK	0.7 u	1.1 u	0.7 u	2.2 	1.0 u	1.4 	1.1 	: 	: 	: 
PT,SAL,T,I,THS,MT	4.0 	3.5 	3.5 	4.3 	4.8 	4.1 	3.7 	2.9 	2.7 	2.5 b
PT,SAL,T,I,THS,NL	230.4 	227.7 	226.0 	208.3 	204.5 b	224.8 	215.3 b	221.5 b	220.9 	216.6 b
PT,SAL,T,I,THS,NO	36.1 	32.6 	35.7 	33.2 	32.2 	32.0 	31.0 	29.9 	32.4 	30.1 b
PT,SAL,T,I,THS,PL	48.1 	41.1 	36.0 	37.7 	42.9 	45.8 	39.4 	37.9 b	31.2 	30.1 b
PT,SAL,T,I,THS,PT	30.5 	26.2 	25.9 	24.4 	23.9 	22.8 	20.6 b	19.9 	16.4 	18.0 b
PT,SAL,T,I,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PT,SAL,T,I,THS,SE	74.4 	73.5 	68.9 	65.9 	67.4 	64.7 	59.8 	63.5 	62.1 	64.0 b
PT,SAL,T,I,THS,SI	11.1 	9.7 	9.8 	7.8 	6.8 	6.4 	6.7 	7.8 	6.7 	7.0 b
PT,SAL,T,I,THS,SK	7.8 	7.9 	6.5 	8.3 	7.3 	3.9 	3.8 b	3.8 	3.5 b	2.7 bu
PT,SAL,T,I,THS,TR	60.4 	54.5 	53.0 	46.2 b	40.5 	28.6 	25.8 	25.2 	18.5 	: 
PT,SAL,T,I,THS,UK	745.3 	739.3 	715.9 	703.4 	683.1 	697.6 	650.7 	639.8 	601.7 	557.4 b
PT,SAL,T,I55,THS,AT	23.4 	23.6 	22.3 	18.4 	16.6 	17.7 	19.7 	16.3 	19.1 	18.2 b
PT,SAL,T,I55,THS,BE	8.1 b	7.6 	8.1 	8.5 	8.8 	7.1 	6.9 b	6.2 	4.7 u	6.3 b
PT,SAL,T,I55,THS,BG	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PT,SAL,T,I55,THS,CH	15.6 	15.7 	13.4 	14.2 	17.1 	14.4 	14.1 	15.7 b	13.7 	11.8 b
PT,SAL,T,I55,THS,CY	0.6 u	: u	: u	: u	0.5 u	: u	: u	: u	: bu	: bu
PT,SAL,T,I55,THS,CZ	6.0 	4.5 	5.0 	4.3 	4.0 	5.1 	3.7 b	2.1 u	2.9 u	2.5 bu
PT,SAL,T,I55,THS,DE	179.1 	175.3 	174.0 	168.7 	169.8 	145.3 	143.4 b	135.5 b	132.7 	110.0 b
PT,SAL,T,I55,THS,DK	11.6 b	12.2 b	12.2 	9.3 	8.4 	10.3 	9.6 	8.8 	8.1 	8.4 b
PT,SAL,T,I55,THS,EA17	446.6 	429.9 	416.8 	395.5 	396.9 	373.4 	365.5 	346.2 	330.9 	314.4 b
PT,SAL,T,I55,THS,EA18	447.1 	430.9 	417.2 	395.8 	397.2 	373.7 	366.3 	346.8 	331.5 	314.7 b
PT,SAL,T,I55,THS,EA19	447.4 	431.6 	417.8 	396.8 	397.8 	374.2 	366.6 	346.9 	331.7 	315.2 b
PT,SAL,T,I55,THS,EE	: u	: u	: u	: u	: u	1.3 u	1.6 u	1.8 u	: u	: bu
PT,SAL,T,I55,THS,EL	3.8 	3.4 u	2.8 u	2.7 u	1.9 u	3.0 u	2.0 u	: u	1.9 bu	2.0 bu
PT,SAL,T,I55,THS,ES	51.1 	43.1 	44.5 	44.6 	42.1 	41.1 	39.5 	32.4 	29.8 b	31.2 b
PT,SAL,T,I55,THS,EU15	592.7 	568.3 	547.1 	526.2 	525.2 	510.4 	493.8 	464.3 	450.7 	437.9 b
PT,SAL,T,I55,THS,EU27	616.4 	588.3 	565.0 	547.2 	547.8 	532.5 	513.6 	482.2 	467.6 	453.0 b
PT,SAL,T,I55,THS,EU28	617.6 	589.8 	567.2 	548.6 	547.8 	532.5 	513.6 	482.2 	467.6 	453.4 b
PT,SAL,T,I55,THS,FI	4.6 	4.6 	3.9 u	3.1 u	3.9 u	4.0 	4.2 	4.6 	4.2 	3.6 bu
PT,SAL,T,I55,THS,FR	51.8 	52.2 	48.8 	36.4 b	49.4 	46.1 	44.0 	40.1 	33.3 	44.1 b
PT,SAL,T,I55,THS,HR	1.2 u	1.5 u	2.1 u	1.4 bu	: 	: 	: 	: 	: 	: bc
PT,SAL,T,I55,THS,HU	: u	: u	: u	: u	: u	3.5 u	3.3 u	: u	: u	: bu
PT,SAL,T,I55,THS,IE	19.8 b	20.0 	19.5 	20.8 	20.1 	18.5 	15.8 	18.2 	17.0 	15.0 b
PT,SAL,T,I55,THS,IS	0.8 	0.8 	0.8 	0.7 	0.5 	0.6 	: u	: u	: u	: bu
PT,SAL,T,I55,THS,IT	57.4 	55.5 	49.1 	48.5 	44.4 	40.0 	39.4 	37.9 	35.4 	33.1 b
PT,SAL,T,I55,THS,LT	: u	: u	: u	: u	: u	: u	: u	: c	: u	: bu
PT,SAL,T,I55,THS,LU	: u	: u	: bu	: u	: u	: u	: u	: u	: bu	: bc
PT,SAL,T,I55,THS,LV	: u	: u	: u	: u	: u	: c	: u	: u	: u	: bu
PT,SAL,T,I55,THS,ME	: c	: c	: c	: c	: u	: c	: c	: 	: 	: 
PT,SAL,T,I55,THS,MK	: c	: c	: 	: c	: c	: c	: c	: 	: 	: 
PT,SAL,T,I55,THS,MT	1.7 	1.1 	1.4 	2.1 	2.5 	1.9 	1.9 	1.6 	1.4 	1.4 b
PT,SAL,T,I55,THS,NL	39.0 	37.7 	36.6 	34.8 	31.2 b	42.8 	42.9 b	45.7 b	45.2 	43.7 b
PT,SAL,T,I55,THS,NO	8.0 	8.7 	9.8 	8.2 	7.5 	9.2 	9.0 	9.7 	10.1 	9.2 b
PT,SAL,T,I55,THS,PL	8.4 u	6.1 u	: u	6.3 u	8.2 u	6.7 u	6.0 u	7.0 bu	5.5 u	5.1 bu
PT,SAL,T,I55,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
PT,SAL,T,I55,THS,RO	: c	: c	: c	: u	: u	: c	: 	: bc	: c	: bc
PT,SAL,T,I55,THS,SE	19.8 	20.0 	17.5 	14.3 	15.1 	16.7 	15.8 	17.1 	16.3 	16.2 b
PT,SAL,T,I55,THS,SI	2.0 u	1.5 u	1.9 u	1.4 u	1.2 u	1.1 u	1.2 u	1.2 u	1.5 u	1.8 bu
PT,SAL,T,I55,THS,SK	: u	: u	: u	: u	: u	: u	: bu	: u	: bu	: bu
PT,SAL,T,I55,THS,TR	5.6 	5.4 	5.1 	6.4 b	3.2 	2.5 	4.3 	3.2 	2.0 u	: 
PT,SAL,T,I55,THS,UK	120.7 	111.5 	105.6 	112.9 	110.7 	115.3 	108.4 	97.8 	100.4 	103.7 b
PT,SAL,T,N79,THS,AT	4.6 u	5.7 u	4.8 u	5.5 u	5.8 u	4.0 u	4.4 u	4.7 u	3.1 u	3.6 bu
PT,SAL,T,N79,THS,BE	2.5 bu	2.7 u	: u	2.0 u	3.5 u	3.6 u	2.3 bu	: u	2.2 u	: bu
PT,SAL,T,N79,THS,BG	: 	: c	: u	: c	: 	: 	: bc	: bu	: c	: bu
PT,SAL,T,N79,THS,CH	4.5 u	5.0 	5.6 	5.8 	4.7 u	4.8 u	4.4 u	3.8 bu	3.5 u	2.4 bu
PT,SAL,T,N79,THS,CY	: u	: c	: u	: u	: u	: u	: u	: u	: bu	: bu
PT,SAL,T,N79,THS,CZ	0.6 u	0.8 u	1.7 u	1.7 u	1.1 u	: u	0.9 bu	0.8 u	0.6 u	: bu
PT,SAL,T,N79,THS,DE	44.1 	41.1 	36.9 	39.2 	37.8 	34.4 	29.6 b	30.7 b	34.4 	32.2 b
PT,SAL,T,N79,THS,DK	: bu	2.4 bu	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,T,N79,THS,EA17	85.3 	84.9 	84.3 	85.2 	82.6 	77.3 	70.4 	67.4 	73.5 	74.1 b
PT,SAL,T,N79,THS,EA18	85.4 	85.2 	84.5 	85.7 	82.8 	77.6 	71.1 	68.0 	73.8 	74.3 b
PT,SAL,T,N79,THS,EA19	85.5 	85.2 	84.5 	85.7 	82.8 	77.8 	71.4 	68.2 	73.9 	74.3 b
PT,SAL,T,N79,THS,EE	: c	: c	: c	: c	: 	: c	: c	: c	: c	: bc
PT,SAL,T,N79,THS,EL	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: bu
PT,SAL,T,N79,THS,ES	7.9 	7.2 	7.2 	5.0 	5.4 	8.2 	7.2 	5.3 	4.6 bu	6.7 b
PT,SAL,T,N79,THS,EU15	110.4 	111.2 	113.8 	112.0 	110.9 	113.5 	98.5 	95.8 	106.1 	101.6 b
PT,SAL,T,N79,THS,EU27	114.0 	114.6 	118.5 	118.7 	116.3 	116.3 	103.5 	101.6 	110.2 	105.7 b
PT,SAL,T,N79,THS,EU28	114.0 	114.9 	118.7 	119.3 	116.7 	116.4 	103.8 	101.6 	110.2 	105.9 b
PT,SAL,T,N79,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,T,N79,THS,FR	4.5 u	5.6 u	9.1 u	8.7 bu	8.5 u	7.3 u	: u	: u	9.2 u	10.4 bu
PT,SAL,T,N79,THS,HR	: 	: c	: c	: bu	: c	: c	: c	: 	: 	: bc
PT,SAL,T,N79,THS,HU	: u	: c	: u	: u	: u	: c	: c	: u	: c	: bu
PT,SAL,T,N79,THS,IE	: bu	: u	2.4 u	2.4 u	: u	1.9 u	: u	: u	: u	: bu
PT,SAL,T,N79,THS,IS	: u	: u	: u	: u	: u	: u	: c	: c	: u	: bu
PT,SAL,T,N79,THS,IT	8.5 	9.8 	10.9 	9.6 	8.4 	6.6 	8.3 	7.3 	7.6 	5.8 b
PT,SAL,T,N79,THS,LT	: c	: 	: 	: c	: c	: c	: u	: u	: c	: bc
PT,SAL,T,N79,THS,LU	: u	: c	: bu	: u	: u	: u	: u	: u	: bc	: bu
PT,SAL,T,N79,THS,LV	: c	: u	: c	: u	: u	: u	: u	: u	: u	: bc
PT,SAL,T,N79,THS,ME	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 
PT,SAL,T,N79,THS,MK	: 	: u	: c	: c	: 	: 	: c	: 	: 	: 
PT,SAL,T,N79,THS,MT	: u	: u	: u	: u	: u	: u	: u	: c	: u	: bu
PT,SAL,T,N79,THS,NL	8.2 	8.1 	8.3 	9.1 	8.7 b	8.9 	10.1 b	8.7 b	9.1 	10.3 b
PT,SAL,T,N79,THS,NO	1.6 	1.2 u	1.6 	0.6 u	0.7 u	1.3 u	0.8 u	1.5 u	1.9 u	1.8 bu
PT,SAL,T,N79,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PT,SAL,T,N79,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: c	: 	: bu
PT,SAL,T,N79,THS,RO	: c	: 	: c	: 	: c	: 	: c	: 	: 	: 
PT,SAL,T,N79,THS,SE	2.2 	1.9 u	2.8 	3.5 	3.4 	4.2 	3.0 	2.9 	2.8 u	: bu
PT,SAL,T,N79,THS,SI	: u	: u	: u	: u	0.9 u	: u	: u	0.5 u	: u	: bu
PT,SAL,T,N79,THS,SK	: u	: c	: c	: c	: c	: 	: 	: u	: bc	: 
PT,SAL,T,N79,THS,TR	1.5 u	2.3 u	0.7 u	2.1 bu	0.7 u	0.9 u	: c	: c	1.6 u	: 
PT,SAL,T,N79,THS,UK	21.9 	22.9 	25.5 	23.0 	24.9 	31.1 	23.9 	25.7 	29.5 	23.8 b
PT,SAL,T,TOTAL,THS,AT	1086.1 	1062.8 	1019.3 	987.5 	952.7 	923.3 	888.0 	869.6 	849.2 	805.9 
PT,SAL,T,TOTAL,THS,BE	1072.1 b	1068.8 	1042.6 	1015.8 	1037.7 	1057.4 	1049.4 b	1005.9 	969.8 	945.1 
PT,SAL,T,TOTAL,THS,BG	52.5 	47.6 	49.8 	53.9 	57.4 	50.7 	46.3 b	45.9 b	44.6 	42.8 b
PT,SAL,T,TOTAL,THS,CH	1507.3 	1489.0 	1450.7 	1418.4 	1345.7 	1317.4 	1271.8 	1248.1 b	1251.2 	1214.0 
PT,SAL,T,TOTAL,THS,CY	30.3 	29.8 	28.4 	28.0 	25.7 	24.0 	20.4 	18.7 	16.9 b	15.2 
PT,SAL,T,TOTAL,THS,CZ	309.3 	275.1 	252.4 	246.7 	247.5 	218.7 	207.2 b	225.9 	217.1 	201.1 
PT,SAL,T,TOTAL,THS,DE	10756.6 	10569.0 	10285.4 	10043.1 	9967.7 	9415.4 	9323.8 b	9044.3 b	9049.6 	8990.1 
PT,SAL,T,TOTAL,THS,DK	702.0 b	725.9 b	663.0 	651.0 	646.3 	653.4 	662.3 	673.0 	677.0 	660.4 
PT,SAL,T,TOTAL,THS,EA17	29018.4 	28523.2 	27928.8 	27379.9 	26992.4 	26048.9 	25461.5 	24914.1 	24671.3 	24324.2 
PT,SAL,T,TOTAL,THS,EA18	29072.4 	28580.2 	27979.4 	27426.2 	27043.1 	26109.4 	25520.4 	24973.3 	24729.3 	24375.5 
PT,SAL,T,TOTAL,THS,EA19	29155.7 	28657.6 	28056.2 	27508.2 	27126.2 	26199.8 	25605.3 	25045.2 	24803.1 	24441.0 
PT,SAL,T,TOTAL,THS,EE	58.1 	61.1 	59.2 	48.7 	52.3 	55.3 	54.7 	53.7 	53.8 	40.1 
PT,SAL,T,TOTAL,THS,EL	270.1 	270.5 	249.4 	230.3 	199.6 	192.3 	169.5 	172.8 	164.8 b	143.5 
PT,SAL,T,TOTAL,THS,ES	2552.6 	2513.0 	2501.7 	2450.2 	2391.9 	2235.4 	2201.1 	2131.7 	2075.2 b	2038.1 
PT,SAL,T,TOTAL,THS,EU15	37449.1 	37017.5 	36287.9 	35665.5 	35250.7 	34319.2 	33635.3 	33129.7 	32734.4 	32344.3 
PT,SAL,T,TOTAL,THS,EU27	39312.9 	38819.2 	38092.1 	37453.5 	37013.2 	36049.4 	35318.8 	34794.7 	34351.0 	33825.3 
PT,SAL,T,TOTAL,THS,EU28	39364.4 	38875.3 	38138.8 	37492.8 	37029.6 	36062.9 	35334.5 	34810.6 	34369.6 	33842.8 
PT,SAL,T,TOTAL,THS,FI	330.6 	320.4 	305.1 	305.1 	303.2 	310.0 	305.1 	293.1 	282.2 	278.7 b
PT,SAL,T,TOTAL,THS,FR	4541.0 	4473.5 	4479.8 	4488.6 b	4355.6 	4250.1 	4230.0 	4243.3 	4152.2 	4102.7 
PT,SAL,T,TOTAL,THS,HR	51.5 	56.1 	46.7 	39.3 b	16.3 	13.6 	15.6 	15.9 	18.6 	17.5 
PT,SAL,T,TOTAL,THS,HU	184.7 	196.2 	221.8 	230.9 	230.3 	233.4 	223.4 	188.0 	180.5 	153.8 
PT,SAL,T,TOTAL,THS,IE	406.5 b	429.0 	419.5 	416.6 	414.7 	401.5 	401.0 	390.3 	386.7 	377.1 
PT,SAL,T,TOTAL,THS,IS	42.0 	42.7 	40.1 	37.2 	33.1 	31.4 	30.8 	33.2 	34.8 	32.4 
PT,SAL,T,TOTAL,THS,IT	3560.5 	3473.8 	3346.1 	3254.2 	3148.9 	3051.1 	2769.0 	2666.5 	2551.6 	2545.9 
PT,SAL,T,TOTAL,THS,LT	83.3 	77.4 	76.8 	82.0 	83.1 	90.4 	84.9 	71.9 	73.8 	65.5 
PT,SAL,T,TOTAL,THS,LU	46.6 	42.9 	41.5 b	41.0 	40.0 	39.6 	36.6 	35.0 	34.1 b	34.9 
PT,SAL,T,TOTAL,THS,LV	54.0 	57.0 	50.6 	46.3 	50.7 	60.4 	59.0 	59.1 	58.0 	51.3 
PT,SAL,T,TOTAL,THS,ME	3.1 	2.9 	3.9 	3.3 	2.0 	2.5 	2.4 	: 	: 	: 
PT,SAL,T,TOTAL,THS,MK	11.4 	11.9 	10.3 	15.0 	8.9 	11.3 	12.2 	9.6 	8.8 	10.4 
PT,SAL,T,TOTAL,THS,MT	26.5 	25.9 	26.2 	27.0 	23.0 	20.3 	19.2 	17.3 	15.4 	15.7 
PT,SAL,T,TOTAL,THS,NL	3752.2 	3665.4 	3621.8 	3579.9 	3628.5 	3636.2 	3562.2 b	3601.4 b	3697.9 	3636.6 
PT,SAL,T,TOTAL,THS,NO	650.0 	655.9 	657.3 	644.5 	669.6 	675.6 	668.0 	659.3 	660.0 	659.8 
PT,SAL,T,TOTAL,THS,PL	808.2 	783.0 	791.9 	808.9 	790.9 	783.8 	766.7 	793.9 b	772.3 	740.8 
PT,SAL,T,TOTAL,THS,PT	305.6 	306.0 	302.0 	289.5 	292.2 	289.1 	275.0 b	214.7 	226.2 	235.0 
PT,SAL,T,TOTAL,THS,RO	34.0 	37.6 	46.5 	41.1 	42.9 	45.2 	45.5 	34.7 b	38.5 	35.0 
PT,SAL,T,TOTAL,THS,SE	1133.7 	1126.9 	1125.0 	1120.1 	1105.0 	1108.3 	1106.2 	1094.3 	1097.8 	1108.3 
PT,SAL,T,TOTAL,THS,SI	77.5 	69.1 	66.1 	60.7 	58.9 	59.4 	64.6 	69.7 	66.6 	60.3 
PT,SAL,T,TOTAL,THS,SK	145.5 	142.1 	134.6 	113.7 	99.8 	88.6 	91.6 b	86.0 	79.3 	59.5 
PT,SAL,T,TOTAL,THS,TR	964.3 	939.6 	853.3 	825.0 b	737.0 	628.2 	618.9 	583.5 	478.9 	387.1 
PT,SAL,T,TOTAL,THS,UK	6932.9 	6969.4 	6885.6 	6792.6 	6766.8 	6756.1 	6655.8 	6693.7 	6520.1 	6442.0 b
TOTAL,EMP,F,H51,THS,AT	5.2 u	5.4 u	4.0 u	: u	3.5 u	4.8 u	5.4 u	4.7 u	5.8 u	3.1 bu
TOTAL,EMP,F,H51,THS,BE	3.5 bu	3.2 u	2.9 u	2.9 u	3.3 u	4.0 u	3.2 bu	3.5 u	3.3 u	4.0 bu
TOTAL,EMP,F,H51,THS,BG	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
TOTAL,EMP,F,H51,THS,CH	4.2 u	5.6 	3.2 u	3.5 u	3.4 u	4.3 u	4.2 u	5.5 b	4.2 u	2.6 bu
TOTAL,EMP,F,H51,THS,CY	: u	: u	: u	0.7 u	0.6 u	: u	0.7 u	0.6 u	0.8 bu	1.1 bu
TOTAL,EMP,F,H51,THS,CZ	2.4 u	2.3 u	1.7 u	2.0 u	2.4 u	2.1 u	3.3 b	3.2 	2.3 u	3.3 b
TOTAL,EMP,F,H51,THS,DE	38.2 	36.3 	35.6 	36.8 	40.9 	44.3 	42.2 b	42.8 b	41.1 	36.4 b
TOTAL,EMP,F,H51,THS,DK	: bu	: bu	: u	2.8 u	: u	2.4 u	2.4 u	: u	: u	2.2 bu
TOTAL,EMP,F,H51,THS,EA17	125.3 	120.4 	133.5 	134.9 	124.9 	134.3 	145.4 	148.8 	141.3 	146.6 b
TOTAL,EMP,F,H51,THS,EA18	126.2 	121.6 	134.3 	135.4 	125.2 	135.3 	146.6 	149.9 	142.0 	147.2 b
TOTAL,EMP,F,H51,THS,EA19	126.7 	121.9 	134.5 	135.6 	125.4 	135.4 	146.7 	149.9 	142.3 	147.5 b
TOTAL,EMP,F,H51,THS,EE	: u	: u	: u	: u	: u	: c	: c	: u	: u	: bu
TOTAL,EMP,F,H51,THS,EL	3.9 	3.7 	3.6 	2.9 u	2.4 u	3.2 u	3.2 u	2.4 u	2.5 bu	2.9 bu
TOTAL,EMP,F,H51,THS,ES	16.4 	15.5 	17.8 	18.4 	15.8 	16.7 	20.4 	24.0 	23.6 	21.8 b
TOTAL,EMP,F,H51,THS,EU15	156.0 	152.5 	163.2 	165.3 	148.7 	162.6 	173.9 	176.1 	169.2 	172.8 b
TOTAL,EMP,F,H51,THS,EU27	172.1 	167.3 	178.6 	181.4 	162.0 	177.2 	187.3 	191.4 	184.2 	189.3 b
TOTAL,EMP,F,H51,THS,EU28	172.8 	167.3 	178.6 	182.0 	162.5 	177.2 	187.3 	191.4 	184.2 	189.9 b
