worktime,wstatus,sex,nace_r2,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
PT,SAL,F,TOTAL,THS,HR	31.6 	34.2 	28.9 	26.0 b	11.2 	9.8 u	11.1 	12.0 	13.2 	12.6 
PT,SAL,F,TOTAL,THS,HU	122.2 	129.4 	138.7 	144.3 	148.4 	153.8 	143.9 	124.7 	113.5 	95.7 
PT,SAL,F,TOTAL,THS,IE	293.4 b	302.3 	296.6 	291.9 	291.6 	288.1 	293.1 	289.2 	290.9 	290.9 
PT,SAL,F,TOTAL,THS,IS	31.1 	31.6 	30.0 	28.3 	24.6 	23.4 	23.6 	25.1 	26.4 	24.5 
PT,SAL,F,TOTAL,THS,IT	2708.8 	2654.8 	2574.3 	2519.5 	2464.9 	2426.6 	2257.5 	2199.4 	2116.3 	2098.7 
PT,SAL,F,TOTAL,THS,LT	55.7 	52.5 	52.2 	53.0 	51.8 	57.9 	54.2 	46.8 	48.0 	45.2 
PT,SAL,F,TOTAL,THS,LU	39.9 	36.3 	35.7 b	35.8 	34.3 	34.2 	32.2 	31.4 	29.6 b	31.8 
PT,SAL,F,TOTAL,THS,LV	40.1 	40.4 	37.2 	32.3 	34.0 	41.0 	38.2 	39.4 	37.5 	35.4 
PT,SAL,F,TOTAL,THS,ME	1.7 u	1.5 u	2.4 	2.1 	1.3 u	1.4 u	1.4 u	: 	: 	: 
PT,SAL,F,TOTAL,THS,MK	5.4 	5.2 	5.5 	6.0 	4.7 	5.9 	6.5 	4.9 	4.2 	5.4 
PT,SAL,F,TOTAL,THS,MT	19.2 	19.5 	18.8 	19.1 	16.2 	14.9 	13.9 	12.5 	11.4 	12.3 
PT,SAL,F,TOTAL,THS,NL	2683.5 	2646.5 	2617.4 	2587.1 	2638.2 	2673.0 	2637.2 b	2645.5 b	2713.4 	2682.1 
PT,SAL,F,TOTAL,THS,NO	447.1 	459.8 	461.4 	466.0 	486.9 	495.4 	494.6 	485.3 	489.5 	495.5 
PT,SAL,F,TOTAL,THS,PL	563.8 	537.6 	536.3 	546.1 	530.8 	532.4 	513.3 	517.8 b	506.0 	487.4 
PT,SAL,F,TOTAL,THS,PT	219.7 	218.8 	219.2 	208.7 	211.8 	208.2 	203.2 b	165.0 	178.9 	184.9 
PT,SAL,F,TOTAL,THS,RO	15.8 	21.8 	24.7 	22.5 	21.5 	22.1 	27.2 	21.8 b	23.1 	19.9 
PT,SAL,F,TOTAL,THS,SE	802.4 	811.9 	810.6 	815.4 	812.5 	827.8 	830.8 	821.5 	832.4 	852.3 
PT,SAL,F,TOTAL,THS,SI	52.1 	47.4 	43.1 	40.2 	38.6 	39.1 	40.7 	44.3 	40.7 	37.7 
PT,SAL,F,TOTAL,THS,SK	89.6 	86.2 	82.6 	67.2 	60.8 	54.6 	57.5 b	53.1 	45.8 	41.6 
PT,SAL,F,TOTAL,THS,TR	467.7 	449.6 	401.9 	386.6 b	368.7 	304.9 	301.0 	275.4 	233.1 	192.0 
PT,SAL,F,TOTAL,THS,UK	5323.5 	5339.3 	5304.5 	5251.2 	5218.4 	5205.1 	5195.2 	5210.6 	5133.7 	5086.7 b
PT,SAL,M,H51,THS,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,H51,THS,BE	: bu	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
PT,SAL,M,H51,THS,CH	: u	1.1 u	1.0 u	: u	: u	: u	: u	: bu	: u	: bu
PT,SAL,M,H51,THS,CY	: c	: 	: 	: 	: 	: 	: c	: 	: bc	: bc
PT,SAL,M,H51,THS,CZ	: c	: 	: 	: 	: 	: 	: 	: 	: c	: bu
PT,SAL,M,H51,THS,DE	: u	: u	: u	: u	: u	7.2 	5.3 b	6.6 b	5.6 	: bu
PT,SAL,M,H51,THS,DK	: bu	: bu	: u	: u	: u	: u	: u	: c	: c	: bu
PT,SAL,M,H51,THS,EA17	16.4 	19.9 	15.6 	20.6 	18.3 	20.0 	17.9 	19.6 	18.5 	15.0 b
PT,SAL,M,H51,THS,EA18	16.4 	19.9 	15.6 	20.6 	18.3 	20.0 	17.9 	19.6 	18.5 	15.0 b
PT,SAL,M,H51,THS,EA19	16.4 	19.9 	15.6 	20.6 	18.3 	20.0 	17.9 	19.6 	18.5 	15.0 bu
PT,SAL,M,H51,THS,EL	: 	: c	: c	: u	: c	: c	: c	: c	: bc	: bc
PT,SAL,M,H51,THS,ES	3.2 u	2.7 u	2.3 u	3.3 u	3.0 u	1.8 u	3.0 u	3.0 u	4.3 bu	2.7 bu
PT,SAL,M,H51,THS,EU15	19.4 	23.9 	20.2 	25.1 	21.2 	21.8 	19.0 	22.0 	21.6 	17.7 b
PT,SAL,M,H51,THS,EU27	20.1 	24.9 	20.7 	25.4 	21.4 	22.0 	19.2 	22.4 	22.4 	18.0 bu
PT,SAL,M,H51,THS,EU28	20.1 	24.9 	20.7 	25.4 	21.4 	22.0 	19.2 	22.4 	22.4 	18.0 bu
PT,SAL,M,H51,THS,FI	: u	: u	: u	: 	: 	: u	: u	: u	: 	: bc
PT,SAL,M,H51,THS,FR	2.3 u	4.6 u	4.4 u	5.1 bu	2.7 u	: u	: u	: u	: u	: bu
PT,SAL,M,H51,THS,HU	: c	: c	: 	: 	: c	: 	: c	: c	: c	: bc
PT,SAL,M,H51,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,H51,THS,IS	: c	: c	: c	: c	: 	: 	: c	: c	: u	: bu
PT,SAL,M,H51,THS,IT	: u	: u	: u	1.8 u	1.8 u	2.5 u	1.7 u	: u	: c	: bc
PT,SAL,M,H51,THS,LU	: u	: c	: bu	: c	: u	: c	: c	: c	: bc	: 
PT,SAL,M,H51,THS,MT	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 
PT,SAL,M,H51,THS,NL	2.6 	2.7 	2.1 u	3.0 	3.2 b	4.2 	3.2 b	4.0 b	4.4 	3.5 b
PT,SAL,M,H51,THS,NO	: u	: u	0.9 u	0.6 u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,H51,THS,PL	: 	: c	: c	: 	: 	: 	: 	: bc	: c	: 
PT,SAL,M,H51,THS,PT	: u	: u	: c	: u	: u	: u	: bu	: c	: c	: bu
PT,SAL,M,H51,THS,SE	1.2 u	1.2 u	1.3 u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,H51,THS,SI	: 	: c	: 	: 	: 	: c	: u	: c	: c	: bc
PT,SAL,M,H51,THS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: bc	: 
PT,SAL,M,H51,THS,TR	1.3 u	: 	: c	: bc	: c	: c	0.8 u	: 	: c	: 
PT,SAL,M,H51,THS,UK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,I,THS,AT	23.2 	20.4 	19.8 	16.4 	16.4 	16.3 	13.3 	13.4 	15.2 	10.3 b
PT,SAL,M,I,THS,BE	19.8 b	17.4 	17.6 	15.5 	19.1 	18.6 	17.4 b	14.1 	16.4 	13.8 b
PT,SAL,M,I,THS,BG	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PT,SAL,M,I,THS,CH	15.6 	14.8 	15.0 	13.7 	11.6 	11.0 	12.8 	12.1 b	7.2 	7.8 b
PT,SAL,M,I,THS,CY	2.5 	1.7 	1.6 	1.6 	1.4 u	1.5 	1.2 u	1.0 u	1.1 bu	: bu
PT,SAL,M,I,THS,CZ	4.2 	3.7 	3.4 	3.0 u	2.4 u	2.8 u	2.5 bu	2.5 u	2.9 u	1.7 bu
PT,SAL,M,I,THS,DE	205.7 	206.4 	193.2 	180.6 	170.5 	158.3 	148.9 b	138.8 b	147.7 	146.1 b
PT,SAL,M,I,THS,DK	25.1 b	25.3 b	23.0 	21.5 	20.9 	20.3 	18.7 	16.3 	16.4 	17.9 b
PT,SAL,M,I,THS,EA17	788.9 	751.1 	729.0 	666.9 	637.0 	600.8 	536.5 	508.0 	495.6 	469.5 b
PT,SAL,M,I,THS,EA18	789.3 	752.1 	729.6 	667.0 	637.4 	601.6 	537.1 	508.3 	495.7 	469.7 b
PT,SAL,M,I,THS,EA19	790.4 	753.3 	730.8 	667.7 	638.3 	603.2 	538.0 	509.2 	496.4 	470.4 b
PT,SAL,M,I,THS,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,I,THS,EL	28.1 	24.7 	23.0 	20.4 	15.7 	12.0 	10.7 	11.2 	9.9 b	7.5 b
PT,SAL,M,I,THS,ES	135.2 	142.3 	134.7 	119.9 	119.4 	95.3 	81.1 	67.5 	61.4 b	50.5 b
PT,SAL,M,I,THS,EU15	1085.5 	1046.6 	1013.1 	945.9 	909.5 	864.2 	783.9 	759.5 	727.2 	686.5 b
PT,SAL,M,I,THS,EU27	1117.2 	1076.6 	1041.5 	972.1 	936.6 	897.5 	812.7 	786.1 	752.4 	705.3 b
PT,SAL,M,I,THS,EU28	1118.4 	1078.2 	1042.2 	972.1 	936.7 	897.5 	812.7 	786.1 	752.5 	705.3 b
PT,SAL,M,I,THS,FI	6.8 	7.2 	8.1 	6.9 	5.6 	5.7 	5.6 	5.2 	4.4 	5.9 b
PT,SAL,M,I,THS,FR	102.6 	83.7 	77.7 	68.5 b	69.2 	81.8 	78.0 	74.7 	60.2 	68.1 b
PT,SAL,M,I,THS,HR	1.2 u	1.6 u	: u	: 	: c	: 	: c	: 	: c	: 
PT,SAL,M,I,THS,HU	3.9 u	4.4 u	6.2 	5.1 	4.0 u	5.6 	5.0 	5.0 	4.4 u	: bu
PT,SAL,M,I,THS,IE	22.1 b	23.3 	22.3 	23.7 	23.3 	19.9 	18.2 	17.3 	17.1 	15.8 b
PT,SAL,M,I,THS,IS	1.5 	1.7 	1.5 	1.4 	1.3 	1.0 	1.2 	1.4 	1.3 	0.8 b
PT,SAL,M,I,THS,IT	137.9 	122.1 	122.3 	109.9 	98.9 	87.6 	68.8 	67.5 	66.7 	60.6 b
PT,SAL,M,I,THS,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,I,THS,LU	: u	: u	: bu	: u	: u	: u	: u	: u	: bu	: bu
PT,SAL,M,I,THS,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bc
PT,SAL,M,I,THS,ME	: u	: c	: c	: c	: u	: u	: 	: 	: 	: 
PT,SAL,M,I,THS,MK	: u	0.7 u	: u	1.5 	0.6 u	: u	0.6 u	: 	: 	: 
PT,SAL,M,I,THS,MT	1.3 	1.2 	1.6 	1.8 	2.2 	1.6 	1.6 	1.0 	1.1 	0.8 b
PT,SAL,M,I,THS,NL	90.0 	87.5 	93.2 	86.4 	82.3 b	90.4 	81.0 b	86.9 b	85.3 	81.6 b
PT,SAL,M,I,THS,NO	13.3 	12.0 	13.7 	10.6 	10.6 	9.3 	9.0 	9.1 	9.4 	7.7 b
PT,SAL,M,I,THS,PL	12.1 u	10.0 u	7.2 u	8.0 u	10.8 u	13.6 u	10.9 u	10.6 bu	9.5 u	7.8 bu
PT,SAL,M,I,THS,PT	9.3 	8.0 	8.4 	9.9 	9.3 	8.3 	7.7 b	5.3 	: u	4.5 b
PT,SAL,M,I,THS,RO	: u	: u	: u	: u	: u	: u	: u	: bu	: c	: bc
PT,SAL,M,I,THS,SE	26.9 	26.4 	24.7 	22.4 	22.5 	20.6 	19.9 	22.6 	20.7 	19.3 b
PT,SAL,M,I,THS,SI	2.2 u	2.8 u	2.6 u	1.8 u	1.6 u	1.8 u	1.8 u	2.5 u	2.4 u	2.6 bu
PT,SAL,M,I,THS,SK	: u	: u	: u	2.5 u	: u	: u	: bu	: u	: bu	: bu
PT,SAL,M,I,THS,TR	41.9 	35.4 	34.6 	30.8 b	28.5 	18.9 	17.9 	17.5 	12.8 	: 
PT,SAL,M,I,THS,UK	252.3 	251.6 	244.7 	243.6 	236.3 	228.9 	214.4 	218.5 	201.3 	184.3 b
PT,SAL,M,I55,THS,AT	3.1 u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,I55,THS,BE	: bu	: u	: u	: u	2.0 u	: u	: bu	: u	: u	: bu
PT,SAL,M,I55,THS,BG	: c	: c	: c	: c	: c	: 	: bc	: bc	: c	: 
PT,SAL,M,I55,THS,CH	2.7 u	2.8 u	2.4 u	2.2 u	2.5 u	2.0 u	1.8 u	2.3 bu	: u	: bu
PT,SAL,M,I55,THS,CY	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: 
PT,SAL,M,I55,THS,CZ	0.7 u	0.7 u	0.6 u	1.1 u	0.7 u	1.3 u	0.5 bu	: u	0.7 u	0.6 bu
PT,SAL,M,I55,THS,DE	31.8 	31.7 	29.3 	25.3 	27.8 	23.6 	20.9 b	17.9 b	19.8 	13.3 b
PT,SAL,M,I55,THS,DK	3.8 bu	4.2 b	2.9 u	2.6 u	2.8 u	2.7 u	3.2 u	2.8 u	2.8 u	: bu
PT,SAL,M,I55,THS,EA17	93.4 	84.7 	85.2 	81.9 	83.0 	81.1 	76.2 	66.3 	61.9 	59.4 b
PT,SAL,M,I55,THS,EA18	93.4 	85.1 	85.2 	81.9 	83.0 	81.1 	76.3 	66.4 	62.0 	59.4 b
PT,SAL,M,I55,THS,EA19	93.4 	85.1 	85.5 	82.3 	83.4 	81.5 	76.5 	66.4 	62.0 	59.6 b
PT,SAL,M,I55,THS,EE	: u	: c	: u	: c	: c	: u	: u	: u	: c	: bc
PT,SAL,M,I55,THS,EL	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: bu
PT,SAL,M,I55,THS,ES	12.9 	9.3 	11.0 	10.4 	9.8 	8.5 	10.3 	5.7 	5.5 b	3.7 bu
PT,SAL,M,I55,THS,EU15	132.6 	122.9 	116.4 	111.5 	119.6 	117.3 	108.0 	92.8 	91.7 	92.7 b
PT,SAL,M,I55,THS,EU27	137.3 	126.8 	120.6 	116.7 	125.2 	123.3 	113.9 	98.5 	96.3 	96.5 b
PT,SAL,M,I55,THS,EU28	137.5 	127.1 	121.0 	116.7 	125.2 	123.3 	113.9 	98.5 	96.3 	96.5 b
PT,SAL,M,I55,THS,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,I55,THS,FR	10.4 	10.3 	9.3 u	6.9 bu	9.3 u	10.8 u	8.9 u	7.7 u	: u	11.7 bu
PT,SAL,M,I55,THS,HR	: c	: c	: u	: 	: 	: 	: 	: 	: 	: 
PT,SAL,M,I55,THS,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,I55,THS,IE	6.7 b	6.5 	7.1 	8.4 	8.1 	6.7 	5.5 	5.7 	6.3 	5.3 b
PT,SAL,M,I55,THS,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bc
PT,SAL,M,I55,THS,IT	11.0 	8.9 	8.1 	11.3 	9.9 	9.1 	9.1 	7.2 	3.8 	5.5 b
PT,SAL,M,I55,THS,LT	: 	: 	: c	: u	: u	: c	: u	: c	: 	: bc
PT,SAL,M,I55,THS,LU	: u	: c	: bu	: c	: u	: c	: 	: 	: bc	: 
PT,SAL,M,I55,THS,LV	: c	: u	: 	: 	: c	: 	: c	: c	: c	: 
PT,SAL,M,I55,THS,ME	: c	: c	: 	: 	: c	: c	: 	: 	: 	: 
PT,SAL,M,I55,THS,MK	: 	: c	: 	: 	: 	: c	: c	: 	: 	: 
PT,SAL,M,I55,THS,MT	0.4 u	: u	0.6 u	0.8 u	1.2 	0.9 	0.8 	0.7 u	0.6 u	0.4 bu
PT,SAL,M,I55,THS,NL	12.0 	10.7 	12.0 	11.3 	9.7 b	14.7 	13.5 b	15.3 b	13.8 	13.4 b
PT,SAL,M,I55,THS,NO	3.0 	3.3 	3.5 	2.9 	2.4 	2.6 	2.8 	2.2 	2.3 	1.8 bu
PT,SAL,M,I55,THS,PL	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PT,SAL,M,I55,THS,PT	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bc
PT,SAL,M,I55,THS,RO	: c	: c	: 	: c	: c	: 	: 	: 	: c	: 
PT,SAL,M,I55,THS,SE	5.2 	5.2 	4.3 	3.8 	3.8 	3.4 	2.7 	3.9 	3.5 u	3.3 bu
PT,SAL,M,I55,THS,SI	: u	0.6 u	0.9 u	: u	: u	: u	: u	0.6 u	1.0 u	0.8 bu
PT,SAL,M,I55,THS,SK	: c	: 	: c	: u	: c	: c	: bc	: c	: bc	: bu
PT,SAL,M,I55,THS,TR	4.0 	3.1 	2.8 	3.1 b	2.3 u	1.3 u	2.2 u	1.5 u	1.2 u	: 
PT,SAL,M,I55,THS,UK	31.6 	29.9 	25.9 	25.0 	31.8 	31.9 	27.4 	22.0 	25.6 	29.5 b
PT,SAL,M,N79,THS,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,N79,THS,BE	: bc	: u	: u	: u	: u	: u	: bc	: u	: u	: bc
PT,SAL,M,N79,THS,BG	: 	: 	: c	: c	: 	: 	: 	: bc	: 	: bc
PT,SAL,M,N79,THS,CH	1.4 u	1.1 u	1.3 u	: u	: u	: u	: u	: bu	: u	: bc
PT,SAL,M,N79,THS,CY	: u	: c	: 	: c	: 	: 	: 	: c	: bc	: 
PT,SAL,M,N79,THS,CZ	: 	: c	: u	0.5 u	: c	: 	: bu	: u	: u	: 
PT,SAL,M,N79,THS,DE	10.3 	7.2 	6.0 	7.6 	8.3 	7.7 	6.4 b	6.3 b	5.5 	6.0 b
PT,SAL,M,N79,THS,DK	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,N79,THS,EA17	17.7 	13.5 	12.7 	17.7 	16.5 	16.0 	11.5 	12.0 	12.0 u	11.2 bu
PT,SAL,M,N79,THS,EA18	17.7 	13.6 	12.7 	17.7 	16.6 	16.2 	12.0 	12.5 	12.3 u	11.3 bu
PT,SAL,M,N79,THS,EA19	17.7 	13.6 	12.7 	17.7 	16.6 	16.4 	12.2 	12.6 	12.3 u	11.3 bu
PT,SAL,M,N79,THS,EL	: c	: u	: c	: 	: c	: c	: c	: c	: bc	: bu
PT,SAL,M,N79,THS,ES	2.4 u	1.9 u	1.3 u	1.2 u	: u	: u	: u	1.1 u	1.3 bu	1.4 bu
PT,SAL,M,N79,THS,EU15	23.4 	19.1 	17.6 	22.9 	24.1 	21.5 	15.2 	15.7 	15.6 	13.9 bu
PT,SAL,M,N79,THS,EU27	24.0 	19.4 	19.5 	24.4 	24.9 	22.4 	16.5 	17.7 	16.6 	14.3 bu
PT,SAL,M,N79,THS,EU28	24.0 	19.4 	19.5 	24.6 	24.9 	22.4 	16.5 	17.7 	16.6 	14.5 bu
PT,SAL,M,N79,THS,FI	: c	: u	: u	: u	: u	: u	: u	: c	: u	: bc
PT,SAL,M,N79,THS,FR	0.6 u	: u	1.4 u	1.9 bu	1.9 u	: u	: c	: u	: u	: bc
PT,SAL,M,N79,THS,HR	: 	: 	: 	: bc	: 	: 	: 	: 	: 	: bc
PT,SAL,M,N79,THS,HU	: 	: 	: u	: u	: c	: 	: 	: c	: 	: bc
PT,SAL,M,N79,THS,IE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,N79,THS,IS	: u	: c	: c	: u	: c	: c	: c	: 	: c	: bc
PT,SAL,M,N79,THS,IT	: u	: u	: u	2.2 u	1.7 u	: u	: u	: c	: u	: bu
PT,SAL,M,N79,THS,LT	: 	: 	: 	: c	: c	: c	: c	: u	: c	: 
PT,SAL,M,N79,THS,LU	: c	: 	: bc	: c	: c	: 	: c	: c	: 	: 
PT,SAL,M,N79,THS,LV	: 	: c	: c	: 	: c	: c	: c	: u	: c	: bc
PT,SAL,M,N79,THS,ME	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
PT,SAL,M,N79,THS,MK	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 
PT,SAL,M,N79,THS,MT	: 	: c	: c	: c	: c	: c	: c	: 	: c	: bc
PT,SAL,M,N79,THS,NL	: u	: u	: u	: u	: bu	1.6 u	: bu	: bu	: u	: bu
PT,SAL,M,N79,THS,NO	: u	0.5 u	: u	: 	: c	: c	: c	: u	: u	: bc
PT,SAL,M,N79,THS,PL	: c	: 	: c	: c	: c	: c	: c	: bu	: c	: 
PT,SAL,M,N79,THS,PT	: u	: c	: c	: u	: c	: u	: bu	: c	: 	: bc
PT,SAL,M,N79,THS,RO	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 
PT,SAL,M,N79,THS,SE	: u	: u	: u	1.0 u	: u	: u	: u	: u	: u	: bu
PT,SAL,M,N79,THS,SI	: c	: u	: c	: c	: c	: u	: c	: c	: u	: bu
PT,SAL,M,N79,THS,SK	: 	: 	: 	: 	: 	: 	: 	: c	: bc	: 
PT,SAL,M,N79,THS,TR	0.9 u	1.7 u	0.7 u	1.4 bu	: c	: c	: 	: c	0.8 u	: 
PT,SAL,M,N79,THS,UK	4.9 u	4.4 u	: u	4.1 u	6.5 u	4.4 u	: u	: u	: u	: bu
PT,SAL,M,TOTAL,THS,AT	211.7 	203.1 	181.4 	168.2 	161.0 	143.5 	137.6 	135.5 	132.4 	121.2 
PT,SAL,M,TOTAL,THS,BE	233.5 b	218.1 	208.7 	191.1 	196.6 	206.0 	208.9 b	192.6 	185.0 	172.1 
PT,SAL,M,TOTAL,THS,BG	21.5 	19.0 	18.7 	20.1 	20.1 	20.2 	18.6 b	18.7 b	16.7 	16.7 b
PT,SAL,M,TOTAL,THS,CH	367.1 	352.0 	339.4 	314.2 	280.1 	271.1 	262.9 	247.9 b	242.9 	235.1 
PT,SAL,M,TOTAL,THS,CY	10.6 	10.6 	10.4 	9.3 	8.3 	7.5 	6.4 	5.9 	4.8 b	4.0 
PT,SAL,M,TOTAL,THS,CZ	74.4 	66.9 	62.0 	65.2 	62.5 	56.8 	49.0 b	55.8 	58.0 	47.7 
PT,SAL,M,TOTAL,THS,DE	2171.4 	2074.0 	1967.1 	1908.3 	1868.4 	1749.3 	1702.4 b	1606.8 b	1648.7 	1636.6 
PT,SAL,M,TOTAL,THS,DK	240.8 b	246.1 b	223.5 	211.4 	204.1 	206.1 	197.6 	194.8 	200.7 	194.6 
PT,SAL,M,TOTAL,THS,EA17	6654.5 	6440.0 	6180.1 	5963.0 	5753.8 	5388.1 	5155.6 	4943.8 	4850.5 	4713.9 
PT,SAL,M,TOTAL,THS,EA18	6668.4 	6456.6 	6193.5 	5977.0 	5770.5 	5407.6 	5176.3 	4963.5 	4871.0 	4729.8 
PT,SAL,M,TOTAL,THS,EA19	6696.0 	6481.6 	6218.1 	6006.0 	5801.8 	5440.2 	5207.0 	4988.7 	4896.9 	4750.1 
PT,SAL,M,TOTAL,THS,EE	16.5 	19.9 	17.0 	13.9 	13.6 	13.1 	11.1 	14.8 	15.8 	9.9 
PT,SAL,M,TOTAL,THS,EL	104.2 	108.5 	99.2 	90.9 	73.6 	69.9 	64.4 	59.4 	48.6 b	40.2 
PT,SAL,M,TOTAL,THS,ES	641.3 	660.9 	645.7 	608.5 	595.8 	501.9 	488.3 	440.9 	405.5 b	374.1 
PT,SAL,M,TOTAL,THS,EU15	8720.3 	8516.8 	8189.2 	7922.3 	7710.8 	7345.4 	7008.3 	6810.8 	6618.9 	6462.0 
PT,SAL,M,TOTAL,THS,EU27	9298.5 	9086.6 	8778.1 	8516.9 	8292.8 	7908.8 	7559.4 	7366.1 	7172.6 	6946.9 
PT,SAL,M,TOTAL,THS,EU28	9318.4 	9108.4 	8796.0 	8530.2 	8297.9 	7912.6 	7564.0 	7370.0 	7178.1 	6951.8 
PT,SAL,M,TOTAL,THS,FI	103.8 	102.3 	100.5 	94.5 	90.6 	94.2 	95.6 	87.1 	80.8 	83.8 b
PT,SAL,M,TOTAL,THS,FR	946.7 	900.2 	879.7 	865.2 b	796.2 	755.7 	756.9 	760.1 	698.0 	687.1 
PT,SAL,M,TOTAL,THS,HR	19.9 	21.8 	17.8 	13.3 b	5.1 u	3.8 u	4.5 u	3.9 u	5.5 u	4.9 u
PT,SAL,M,TOTAL,THS,HU	62.6 	66.8 	83.0 	86.6 	81.9 	79.5 	79.6 	63.3 	67.0 	58.1 
PT,SAL,M,TOTAL,THS,IE	113.1 b	126.7 	122.9 	124.7 	123.1 	113.3 	107.9 	101.1 	95.8 	86.2 
PT,SAL,M,TOTAL,THS,IS	10.9 	11.1 	10.2 	8.9 	8.5 	8.0 	7.2 	8.1 	8.5 	7.9 
PT,SAL,M,TOTAL,THS,IT	851.7 	819.0 	771.8 	734.7 	683.9 	624.5 	511.5 	467.2 	435.3 	447.2 
PT,SAL,M,TOTAL,THS,LT	27.6 	24.9 	24.6 	29.0 	31.3 	32.6 	30.7 	25.1 	25.9 	20.3 u
PT,SAL,M,TOTAL,THS,LU	6.7 	6.7 	5.8 b	5.2 	5.7 	5.4 	4.4 	3.6 	4.5 b	3.0 
PT,SAL,M,TOTAL,THS,LV	14.0 	16.7 	13.4 	14.0 	16.7 	19.5 	20.7 	19.7 	20.5 	15.9 
PT,SAL,M,TOTAL,THS,ME	1.4 u	1.4 u	1.4 u	: u	: u	: u	: u	: 	: 	: 
PT,SAL,M,TOTAL,THS,MK	6.0 	6.7 	4.8 	9.0 	4.2 	5.4 	5.7 	4.7 	4.6 	5.0 
PT,SAL,M,TOTAL,THS,MT	7.3 	6.3 	7.3 	8.0 	6.8 	5.4 	5.3 	4.7 	4.0 	3.4 
PT,SAL,M,TOTAL,THS,NL	1068.7 	1018.8 	1004.4 	992.8 	990.4 	963.3 	925.1 b	955.9 b	984.5 	954.5 
PT,SAL,M,TOTAL,THS,NO	202.8 	196.1 	196.0 	178.4 	182.7 	180.2 	173.3 	174.1 	170.5 	164.4 
PT,SAL,M,TOTAL,THS,PL	244.5 	245.4 	255.6 	262.8 	260.2 	251.5 	253.4 	276.1 b	266.3 	253.4 
PT,SAL,M,TOTAL,THS,PT	85.9 	87.2 	82.9 	80.8 	80.4 	80.9 	71.8 b	49.7 	47.3 	50.1 
PT,SAL,M,TOTAL,THS,RO	18.2 	15.8 	21.7 	18.6 	21.4 	23.0 	18.3 	12.9 b	15.4 	15.1 
PT,SAL,M,TOTAL,THS,SE	331.3 	315.0 	314.4 	304.7 	292.5 	280.5 	275.4 	272.8 	265.4 	256.0 
PT,SAL,M,TOTAL,THS,SI	25.4 	21.6 	23.0 	20.5 	20.3 	20.3 	23.9 	25.4 	25.9 	22.6 
PT,SAL,M,TOTAL,THS,SK	55.9 	55.9 	52.0 	46.5 	39.0 	34.0 	34.1 b	32.9 	33.5 	17.9 
PT,SAL,M,TOTAL,THS,TR	496.7 	490.0 	451.4 	438.4 b	368.4 	323.3 	317.9 	308.1 	245.8 	195.1 
PT,SAL,M,TOTAL,THS,UK	1609.3 	1630.1 	1581.1 	1541.4 	1548.4 	1550.9 	1460.6 	1483.0 	1386.4 	1355.3 b
PT,SAL,T,H51,THS,AT	: u	: u	: u	: u	: u	: u	3.1 u	: u	3.4 u	: bu
PT,SAL,T,H51,THS,BE	2.3 bu	2.3 u	: u	: u	2.5 u	2.8 u	3.0 bu	2.5 u	2.1 u	2.7 bu
PT,SAL,T,H51,THS,BG	: 	: 	: 	: 	: 	: 	: 	: bc	: 	: 
PT,SAL,T,H51,THS,CH	2.7 u	2.8 u	2.3 u	1.6 u	2.3 u	3.6 u	3.1 u	3.3 bu	2.2 u	: bu
PT,SAL,T,H51,THS,CY	: c	: 	: 	: 	: 	: 	: c	: 	: bc	: bc
PT,SAL,T,H51,THS,CZ	: u	: u	: u	: c	: u	: u	: bu	0.7 u	: u	: bu
