accommod,unit,hotelsize,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
ESTBL,NR,25-99,IT	13488 	13571 	13575 	13525 	13578 	14121 
ESTBL,NR,25-99,LT	133 	132 	136 	135 	130 	131 
ESTBL,NR,25-99,LU	69 	70 	: 	: 	: 	: 
ESTBL,NR,25-99,LV	100 	98 	101 	94 	94 	86 
ESTBL,NR,25-99,ME	89 	: 	: 	: 	: 	: 
ESTBL,NR,25-99,MT	64 	62 	61 	58 	62 	35 
ESTBL,NR,25-99,NO	500 	504 	505 	532 	543 	559 
ESTBL,NR,25-99,PL	1763 	1696 	1517 	1486 	1415 	1376 
ESTBL,NR,25-99,RO	1015 	986 	978 	953 	950 	803 
ESTBL,NR,25-99,SE	899 	901 	913 	827 	838 	830 
ESTBL,NR,25-99,UK	: 	5318 	5974 	: 	: 	: 
ESTBL,NR,25-99,XK	50 u	: 	: 	: 	: 	: 
ESTBL,NR,GE100,BG	697 	691 	665 	650 	630 	624 
ESTBL,NR,GE100,CY	149 	148 	151 	150 	: 	: 
ESTBL,NR,GE100,CZ	184 	184 	183 	182 	186 	181 b
ESTBL,NR,GE100,DE	1873 	1815 	1759 	1713 	1673 	1639 
ESTBL,NR,GE100,EA	: u	: u	: u	: 	: 	: 
ESTBL,NR,GE100,EL	787 	789 	789 	789 	764 	764 
ESTBL,NR,GE100,ES	2442 	2430 	2437 	2407 	2401 	2396 
ESTBL,NR,GE100,EU27	: u	: u	: u	: u	: 	: 
ESTBL,NR,GE100,EU28	: u	: u	: u	: u	: 	: 
ESTBL,NR,GE100,HR	258 	262 	260 	257 	255 	253 
ESTBL,NR,GE100,HU	155 	152 	149 	148 	: 	: 
ESTBL,NR,GE100,IS	28 	26 	20 	70 	66 	36 
ESTBL,NR,GE100,IT	1424 	1425 	1432 	1427 	1406 	1389 
ESTBL,NR,GE100,LT	31 	31 	30 	30 	28 	28 
ESTBL,NR,GE100,LU	17 	17 	: 	: 	: 	: 
ESTBL,NR,GE100,LV	31 	30 	28 	27 	27 	27 
ESTBL,NR,GE100,ME	49 	: 	: 	: 	: 	: 
ESTBL,NR,GE100,MT	64 	66 	66 	64 	64 	101 
ESTBL,NR,GE100,NO	297 	295 	284 	281 	275 	267 
ESTBL,NR,GE100,PL	306 	296 	289 	277 	254 	238 
ESTBL,NR,GE100,RO	298 	294 	297 	298 	293 	279 
ESTBL,NR,GE100,SE	737 	710 	694 	362 	358 	345 
ESTBL,NR,GE100,UK	: 	1880 	3584 	: 	: 	: 
ESTBL,NR,GE100,XK	3 u	: 	: 	: 	: 	: 
ESTBL,NR,GE250,BG	331 	323 	324 	319 	308 	307 
ESTBL,NR,GE250,CY	29 	28 	28 	28 	: 	: 
ESTBL,NR,GE250,CZ	30 	30 	30 	28 	28 	30 b
ESTBL,NR,GE250,DE	251 	247 	242 	241 	241 	238 
ESTBL,NR,GE250,EA	: u	: u	: u	: 	: 	: 
ESTBL,NR,GE250,EL	194 	195 	196 	193 	186 	185 
ESTBL,NR,GE250,ES	687 	678 	679 	661 	664 	666 
ESTBL,NR,GE250,EU27	: u	: u	: u	: u	: 	: 
ESTBL,NR,GE250,EU28	: u	: u	: u	: u	: 	: 
ESTBL,NR,GE250,HR	75 	79 	77 	76 	74 	71 
ESTBL,NR,GE250,HU	30 	30 	30 	30 	: 	: 
ESTBL,NR,GE250,IS	3 	3 	4 	8 	9 	3 
ESTBL,NR,GE250,LT	2 	2 	2 	2 	2 	2 
ESTBL,NR,GE250,LV	4 	4 	: c	: c	: 	: c
ESTBL,NR,GE250,ME	12 	: 	: 	: 	: 	: 
ESTBL,NR,GE250,MT	23 	22 	22 	20 	22 	52 
ESTBL,NR,GE250,NO	63 	64 	59 	55 	49 	48 
ESTBL,NR,GE250,PL	38 	39 	39 	37 	36 	35 
ESTBL,NR,GE250,RO	49 	48 	48 	50 	51 	52 
ESTBL,NR,GE250,SE	274 	270 	252 	52 	50 	46 
ESTBL,NR,GE250,UK	: 	291 	1255 	: 	: 	: 
ESTBL,NR,GE250,XK	0 	: 	: 	: 	: 	: 
ESTBL,NR,LT25,BG	427 	448 	512 	531 	496 	453 
ESTBL,NR,LT25,CY	431 	423 	420 	430 	: 	: 
ESTBL,NR,LT25,CZ	4588 	4648 	4645 	4524 	4965 	5019 b
ESTBL,NR,LT25,DE	22394 	22808 	23425 	23803 	24472 	24864 
ESTBL,NR,LT25,EA	: u	: u	: u	: 	: 	: 
ESTBL,NR,LT25,EL	5004 	5190 	5290 	5309 	4992 	5000 
ESTBL,NR,LT25,ES	12112 	12049 	12170 	12072 	12106 	12038 
ESTBL,NR,LT25,EU27	: u	: u	: u	: u	: 	: 
ESTBL,NR,LT25,EU28	: u	: u	: u	: u	: 	: 
ESTBL,NR,LT25,HR	474 	455 	396 	374 	359 	352 
ESTBL,NR,LT25,HU	1443 	1466 	1456 	1405 	: 	: 
ESTBL,NR,LT25,IS	225 	225 	227 	114 	95 	68 
ESTBL,NR,LT25,IT	18076 	18170 	18195 	18338 	18332 	18218 
ESTBL,NR,LT25,LT	247 	257 	252 	256 	256 	238 
ESTBL,NR,LT25,LU	139 	145 	: 	: 	: 	: 
ESTBL,NR,LT25,LV	218 	215 	203 	137 	134 	134 
ESTBL,NR,LT25,ME	193 	: 	: 	: 	: 	: 
ESTBL,NR,LT25,MT	55 	36 	34 	27 	27 	14 
ESTBL,NR,LT25,NO	261 	307 	293 	332 	383 	276 
ESTBL,NR,LT25,PL	1995 	1973 	1917 	1883 	1816 	1800 
ESTBL,NR,LT25,RO	1453 	1358 	1351 	1249 	1196 	1134 
ESTBL,NR,LT25,SE	389 	400 	385 	844 	849 	828 
ESTBL,NR,LT25,UK	: 	32517 	30271 	: 	: 	: 
ESTBL,NR,LT25,XK	129 u	: 	: 	: 	: 	: 
ESTBL,NR,TOTAL,AT	12153 	12366 	12625 	12839 	13073 	13203 
ESTBL,NR,TOTAL,BE	1517 	1522 	1557 	1653 	1713 	1771 
ESTBL,NR,TOTAL,BG	2110 	2158 	2180 	2166 	2055 	1936 
ESTBL,NR,TOTAL,CH	: 	4949 	5055 	5129 	5191 	5257 
ESTBL,NR,TOTAL,CY	794 	783 	786 	799 	792 	799 
ESTBL,NR,TOTAL,CZ	5967 	6022 	5992 	5833 	6301 	6350 b
ESTBL,NR,TOTAL,DE	32749 	33061 	33635 	33997 	34692 	35215 
ESTBL,NR,TOTAL,DK	559 	537 	525 	533 	514 	515 
ESTBL,NR,TOTAL,EA	141095 e	141714 	142793 	: 	: 	: 
ESTBL,NR,TOTAL,EE	422 	413 	414 	410 	404 	390 
ESTBL,NR,TOTAL,EL	9772 	9987 	10111 	10123 	9677 	9666 
ESTBL,NR,TOTAL,ES	19630 	19524 	19718 	19563 	19610 	19532 
ESTBL,NR,TOTAL,EU27	: u	200962 	201845 	201339 e	201895 	201143 
ESTBL,NR,TOTAL,EU28	: u	201973 	202783 	202248 e	202792 	202021 
ESTBL,NR,TOTAL,FI	787 	772 	777 	785 	828 	839 
ESTBL,NR,TOTAL,FR	: 	18424 	18328 	17336 	17171 	17189 
ESTBL,NR,TOTAL,HR	1037 	1011 	938 	909 	897 	878 b
ESTBL,NR,TOTAL,HU	2184 	2202 	2185 	2123 	2064 	2094 
ESTBL,NR,TOTAL,IE	: 	2348 	2348 	2438 	2462 	2945 b
ESTBL,NR,TOTAL,IS	405 	397 	402 	379 	344 	332 
ESTBL,NR,TOTAL,IT	32988 	33166 	33202 	33290 	33316 	33728 
ESTBL,NR,TOTAL,LI	35 	38 	35 	40 	36 	38 
ESTBL,NR,TOTAL,LT	411 	420 	418 	421 	414 	397 
ESTBL,NR,TOTAL,LU	225 	232 	236 	236 	243 	251 b
ESTBL,NR,TOTAL,LV	349 	343 	: c	258 	255 	247 b
ESTBL,NR,TOTAL,ME	331 	311 	: 	: 	: 	351 
ESTBL,NR,TOTAL,MK	274 	263 	249 	233 	225 	209 
ESTBL,NR,TOTAL,MT	183 	164 	161 	149 	153 	150 
ESTBL,NR,TOTAL,NL	3636 	3585 	3525 	3561 	3510 	3155 
ESTBL,NR,TOTAL,NO	1058 	1106 	1082 	1145 	1201 	1102 
ESTBL,NR,TOTAL,PL	4064 	3965 	3723 	3646 	3485 	3414 
ESTBL,NR,TOTAL,PT	2538 	2437 	2430 	2331 	2331 	2028 
ESTBL,NR,TOTAL,RO	2766 	2638 	2626 	2500 	2439 	2216 b
ESTBL,NR,TOTAL,RS	: 	: 	: 	676 	657 	716 
ESTBL,NR,TOTAL,SE	2025 	2011 	1992 	2033 	2045 	2003 
ESTBL,NR,TOTAL,SI	698 	692 	681 	647 	639 	642 
ESTBL,NR,TOTAL,SK	1471 	1475 	1509 	1397 	1439 	1473 
ESTBL,NR,TOTAL,TR	3763 	3634 	: 	3125 	2977 	: 
ESTBL,NR,TOTAL,UK	: 	39715 	39829 	: 	40272 	38996 b
ESTBL,NR,TOTAL,XK	182 u	: 	: 	: 	: 	: 
ESTBL,PCH_PRE,100-249,BG	-0.54 	7.92 	3.02 	2.8 	1.6 	: 
ESTBL,PCH_PRE,100-249,CY	0 	-2.44 	0.82 	: 	: 	: 
ESTBL,PCH_PRE,100-249,CZ	0 	0.65 	-0.65 	-2.53 	4.6 	: 
ESTBL,PCH_PRE,100-249,DE	3.44 	3.36 	3.06 	2.79 	2.2 	: 
ESTBL,PCH_PRE,100-249,EA	: u	: u	: u	: 	: 	: 
ESTBL,PCH_PRE,100-249,EL	-0.17 	0.17 	-0.5 	3.11 	-0.17 	: 
ESTBL,PCH_PRE,100-249,ES	0.17 	-0.34 	0.69 	0.52 	0.4 	: 
ESTBL,PCH_PRE,100-249,EU27	: u	: u	: u	: u	: 	: 
ESTBL,PCH_PRE,100-249,EU28	: u	: u	: u	: u	: 	: 
ESTBL,PCH_PRE,100-249,HR	0 	0 	1.1 	0 	-0.5 	: 
ESTBL,PCH_PRE,100-249,HU	2.46 	2.52 	0.85 	: 	: 	: 
ESTBL,PCH_PRE,100-249,IS	8.7 	43.75 	-73.77 	7.02 	72.7 	: 
ESTBL,PCH_PRE,100-249,LT	0 	3.57 	0 	7.69 	0 	: 
ESTBL,PCH_PRE,100-249,LV	3.85 	4 	4.17 	: 	: 	: 
ESTBL,PCH_PRE,100-249,MT	-6.82 	0 	0 	4.76 	-14.3 	: 
ESTBL,PCH_PRE,100-249,NO	1.3 	2.67 	-0.44 	0 	3.2 	: 
ESTBL,PCH_PRE,100-249,PL	4.28 	2.8 	4.17 	10.09 	7.4 	: 
ESTBL,PCH_PRE,100-249,RO	1.22 	-1.2 	0.4 	2.48 	6.6 	: 
ESTBL,PCH_PRE,100-249,SE	5.23 	-0.45 	42.58 	0.65 	3 	: 
ESTBL,PCH_PRE,100-249,UK	: 	-31.77 	-5.09 	: 	: 	: 
ESTBL,PCH_PRE,25-99,BG	-3.24 	1.6 	1.83 	6.03 	8.1 	: 
ESTBL,PCH_PRE,25-99,CY	0.94 	-1.4 	-1.83 	: 	: 	: 
ESTBL,PCH_PRE,25-99,CZ	0.42 	2.23 	3.28 	-2 	0 	: 
ESTBL,PCH_PRE,25-99,DE	0.52 	-0.15 	-0.35 	-0.77 	-1.9 	: 
ESTBL,PCH_PRE,25-99,EA	: u	: u	: u	: 	: 	: 
ESTBL,PCH_PRE,25-99,EL	-0.67 	-0.6 	0.17 	2.65 	0.49 	: 
ESTBL,PCH_PRE,25-99,ES	0.61 	-1.29 	0.53 	-0.37 	0.1 	: 
ESTBL,PCH_PRE,25-99,EU27	: u	: u	: u	: u	: 	: 
ESTBL,PCH_PRE,25-99,EU28	: u	: u	: u	: u	: 	: 
ESTBL,PCH_PRE,25-99,HR	3.74 	4.26 	1.44 	-1.77 	3.7 	: 
ESTBL,PCH_PRE,25-99,HU	0.34 	0.69 	1.75 	: 	: 	: 
ESTBL,PCH_PRE,25-99,IS	4.11 	-5.81 	-20.51 	6.56 	-19.7 	: 
ESTBL,PCH_PRE,25-99,IT	-0.61 	-0.03 	0.37 	-0.39 	-3.8 	: 
ESTBL,PCH_PRE,25-99,LT	0.76 	-2.94 	0.74 	3.85 	-0.8 	: 
ESTBL,PCH_PRE,25-99,LU	-1.43 	: 	: 	: 	: 	: 
ESTBL,PCH_PRE,25-99,LV	2.04 	-2.97 	7.45 	0 	9.3 	: 
ESTBL,PCH_PRE,25-99,MT	3.23 	1.64 	5.17 	-6.45 	77.1 	: 
ESTBL,PCH_PRE,25-99,NO	-0.79 	-0.2 	-5.08 	-2.03 	-2.9 	: 
ESTBL,PCH_PRE,25-99,PL	3.95 	11.8 	2.09 	5.02 	2.8 	: 
ESTBL,PCH_PRE,25-99,RO	2.94 	0.82 	2.62 	0.32 	18.3 	: 
ESTBL,PCH_PRE,25-99,SE	-0.22 	-1.31 	10.4 	-1.31 	1 	: 
ESTBL,PCH_PRE,25-99,UK	: 	-10.98 	1.77 	: 	: 	: 
ESTBL,PCH_PRE,GE100,BG	0.87 	3.91 	2.31 	3.17 	1 	: 
ESTBL,PCH_PRE,GE100,CY	0.68 	-1.99 	0.67 	: 	: 	: 
ESTBL,PCH_PRE,GE100,CZ	0 	0.55 	0.55 	-2.15 	2.8 	: 
ESTBL,PCH_PRE,GE100,DE	3.2 	3.18 	2.69 	2.39 	2.1 	: 
ESTBL,PCH_PRE,GE100,EA	: u	: u	: u	: 	: 	: 
ESTBL,PCH_PRE,GE100,EL	-0.25 	0 	0 	3.27 	0 	: 
ESTBL,PCH_PRE,GE100,ES	0.49 	-0.29 	1.25 	0.25 	0.2 	: 
ESTBL,PCH_PRE,GE100,EU27	: u	: u	: u	: u	: 	: 
ESTBL,PCH_PRE,GE100,EU28	: u	: u	: u	: u	: 	: 
ESTBL,PCH_PRE,GE100,HR	-1.53 	0.77 	1.17 	0.78 	0.8 	: 
ESTBL,PCH_PRE,GE100,HU	1.97 	2.01 	0.68 	: 	: 	: 
ESTBL,PCH_PRE,GE100,IS	7.69 	30 	-71.43 	6.06 	83.3 	: 
ESTBL,PCH_PRE,GE100,IT	-0.07 	-0.49 	0.35 	1.49 	1.2 	: 
ESTBL,PCH_PRE,GE100,LT	0 	3.33 	0 	7.14 	0 	: 
ESTBL,PCH_PRE,GE100,LU	0 	: 	: 	: 	: 	: 
ESTBL,PCH_PRE,GE100,LV	3.33 	7.14 	3.7 	0 	0 	: 
ESTBL,PCH_PRE,GE100,MT	-3.03 	0 	3.13 	0 	-36.6 	: 
ESTBL,PCH_PRE,GE100,NO	0.68 	3.87 	1.07 	2.18 	3 	: 
ESTBL,PCH_PRE,GE100,PL	3.38 	2.42 	4.33 	9.06 	6.7 	: 
ESTBL,PCH_PRE,GE100,RO	1.36 	-1.01 	-0.34 	1.71 	5 	: 
ESTBL,PCH_PRE,GE100,SE	3.8 	2.31 	91.71 	1.12 	3.8 	: 
ESTBL,PCH_PRE,GE100,UK	: 	-47.54 	-16.75 	: 	: 	: 
ESTBL,PCH_PRE,GE250,BG	2.48 	-0.31 	1.57 	3.57 	0.3 	: 
ESTBL,PCH_PRE,GE250,CY	3.57 	0 	0 	: 	: 	: 
ESTBL,PCH_PRE,GE250,CZ	0 	0 	7.14 	0 	-6.7 	: 
ESTBL,PCH_PRE,GE250,DE	1.62 	2.07 	0.41 	0 	1.3 	: 
ESTBL,PCH_PRE,GE250,EA	: u	: u	: u	: 	: 	: 
ESTBL,PCH_PRE,GE250,EL	-0.51 	-0.51 	1.55 	3.76 	0.54 	: 
ESTBL,PCH_PRE,GE250,ES	1.33 	-0.15 	2.72 	-0.45 	-0.3 	: 
ESTBL,PCH_PRE,GE250,EU27	: u	: u	: u	: u	: 	: 
ESTBL,PCH_PRE,GE250,EU28	: u	: u	: u	: u	: 	: 
ESTBL,PCH_PRE,GE250,HR	-5.06 	2.6 	1.32 	2.7 	4.2 	: 
ESTBL,PCH_PRE,GE250,HU	0 	0 	0 	: 	: 	: 
ESTBL,PCH_PRE,GE250,IS	0 	-25 	-50 	-11.11 	200 	: 
ESTBL,PCH_PRE,GE250,LT	0 	0 	0 	0 	0 	: 
ESTBL,PCH_PRE,GE250,LV	0 	33.33 	: c	: 	: 	: 
ESTBL,PCH_PRE,GE250,MT	4.55 	0 	10 	-9.09 	-57.7 	: 
ESTBL,PCH_PRE,GE250,NO	-1.56 	8.47 	7.27 	12.24 	2.1 	: 
ESTBL,PCH_PRE,GE250,PL	-2.56 	0 	5.41 	2.78 	2.9 	: 
ESTBL,PCH_PRE,GE250,RO	2.08 	0 	-4 	-1.96 	-1.9 	: 
ESTBL,PCH_PRE,GE250,SE	1.48 	7.14 	384.62 	4 	8.7 	: 
ESTBL,PCH_PRE,GE250,UK	: 	-76.81 	-32.2 	: 	: 	: 
ESTBL,PCH_PRE,LT25,BG	-4.69 	-12.5 	-3.58 	7.06 	9.5 	: 
ESTBL,PCH_PRE,LT25,CY	1.89 	0.71 	-2.33 	: 	: 	: 
ESTBL,PCH_PRE,LT25,CZ	-1.29 	0.06 	2.67 	-8.88 	-1.1 	: 
ESTBL,PCH_PRE,LT25,DE	-1.82 	-2.63 	-1.59 	-2.73 	-1.6 	: 
ESTBL,PCH_PRE,LT25,EA	: u	: u	: u	: 	: 	: 
ESTBL,PCH_PRE,LT25,EL	-3.58 	-1.89 	-0.36 	6.35 	-0.16 	: 
ESTBL,PCH_PRE,LT25,ES	0.52 	-0.99 	0.81 	-0.28 	0.6 	: 
ESTBL,PCH_PRE,LT25,EU27	: u	: u	: u	: u	: 	: 
ESTBL,PCH_PRE,LT25,EU28	: u	: u	: u	: u	: 	: 
ESTBL,PCH_PRE,LT25,HR	4.18 	14.9 	5.88 	4.18 	2 	: 
ESTBL,PCH_PRE,LT25,HU	-1.57 	0.69 	3.63 	: 	: 	: 
ESTBL,PCH_PRE,LT25,IS	0 	-0.88 	99.12 	20 	39.7 	: 
ESTBL,PCH_PRE,LT25,IT	-0.52 	-0.14 	-0.78 	0.03 	0.6 	: 
ESTBL,PCH_PRE,LT25,LT	-3.89 	1.98 	-1.56 	0 	7.6 	: 
ESTBL,PCH_PRE,LT25,LU	-4.14 	: 	: 	: 	: 	: 
ESTBL,PCH_PRE,LT25,LV	1.4 	5.91 	48.18 	2.24 	0 	: 
ESTBL,PCH_PRE,LT25,MT	52.78 	5.88 	25.93 	0 	92.9 	: 
ESTBL,PCH_PRE,LT25,NO	-14.98 	4.78 	-11.75 	-13.32 	38.8 	: 
ESTBL,PCH_PRE,LT25,PL	1.12 	2.92 	1.81 	3.69 	0.9 	: 
ESTBL,PCH_PRE,LT25,RO	7 	0.52 	8.17 	4.43 	5.5 	: 
ESTBL,PCH_PRE,LT25,SE	-2.75 	3.9 	-54.38 	-0.59 	2.5 	: 
ESTBL,PCH_PRE,LT25,UK	: 	7.42 	4.53 	: 	: 	: 
ESTBL,PCH_PRE,TOTAL,AT	-1.72 	-2.05 	-1.67 	-1.8 	-0.98 	0.5 
ESTBL,PCH_PRE,TOTAL,BE	-0.33 	-2.25 	-5.81 	-3.5 	-3.3 	-15.3 
ESTBL,PCH_PRE,TOTAL,BG	-2.22 	-1.01 	0.65 	5.4 	6.1 	4 
ESTBL,PCH_PRE,TOTAL,CH	: 	-2.1 	-1.44 	-1.19 	-1.3 	-2.6 
ESTBL,PCH_PRE,TOTAL,CY	1.4 	-0.38 	-1.63 	0.88 	-0.88 	17 
ESTBL,PCH_PRE,TOTAL,CZ	-0.91 	0.5 	2.73 	-7.43 	-0.8 	37.7 b
ESTBL,PCH_PRE,TOTAL,DE	-0.94 	-1.71 	-1.06 	-2 	-1.5 	-1 
ESTBL,PCH_PRE,TOTAL,DK	4.1 	2.29 	-1.5 	3.7 	-0.2 	-0.8 
ESTBL,PCH_PRE,TOTAL,EA	-0.44 e	-0.76 	0.39 	: 	: 	: 
ESTBL,PCH_PRE,TOTAL,EE	2.18 	-0.24 	0.98 	1.49 	3.6 	4.3 
ESTBL,PCH_PRE,TOTAL,EL	-2.15 	-1.23 	-0.12 	4.61 	0.11 	0.2 
ESTBL,PCH_PRE,TOTAL,ES	0.54 	-0.98 	0.79 	-0.24 	0.4 	1.4 
ESTBL,PCH_PRE,TOTAL,EU27	: u	-0.44 	0.47 	-0.28 e	0.37 	-0.4 
ESTBL,PCH_PRE,TOTAL,EU28	: u	-0.4 	0.48 	-0.27 e	0.38 	-0.4 
ESTBL,PCH_PRE,TOTAL,FI	1.94 	-0.64 	-1.02 	-5.19 	-1.3 	1.1 
ESTBL,PCH_PRE,TOTAL,FR	: 	0.52 	5.72 	0.96 	-0.1 	0 
ESTBL,PCH_PRE,TOTAL,HR	2.57 	7.78 	3.19 	1.34 	2.2 	2.5 b
ESTBL,PCH_PRE,TOTAL,HU	-0.82 	0.78 	2.92 	2.86 	-1.4 	8.7 
ESTBL,PCH_PRE,TOTAL,IE	: 	0 	-3.69 	-0.97 	-16.4 	-4.1 b
ESTBL,PCH_PRE,TOTAL,IS	2.02 	-1.24 	6.07 	10.17 	3.6 	: 
ESTBL,PCH_PRE,TOTAL,IT	-0.54 	-0.11 	-0.26 	-0.08 	-1.2 	-0.6 
ESTBL,PCH_PRE,TOTAL,LI	-7.89 	8.57 	-12.5 	11.11 	-5.3 	-5 
ESTBL,PCH_PRE,TOTAL,LT	-2.14 	0.48 	-0.71 	1.69 	4.3 	4.7 
ESTBL,PCH_PRE,TOTAL,LU	-3.02 	-1.69 	0 	-2.9 	-3.2 	-3.1 b
ESTBL,PCH_PRE,TOTAL,LV	1.75 	3.31 	: c	1.18 	3.2 	-50.2 b
ESTBL,PCH_PRE,TOTAL,ME	6.43 	: 	: 	: 	: 	: 
ESTBL,PCH_PRE,TOTAL,MK	4.18 	5.62 	6.87 	3.56 	7.7 	12.4 
ESTBL,PCH_PRE,TOTAL,MT	11.59 	1.86 	8.05 	-2.61 	2 	0.7 
ESTBL,PCH_PRE,TOTAL,NL	1.42 	1.7 	-1.01 	1.45 	11.3 	-1.2 
ESTBL,PCH_PRE,TOTAL,NO	-4.34 	2.22 	-5.5 	-4.66 	9 	-1.2 
ESTBL,PCH_PRE,TOTAL,PL	2.5 	6.5 	2.11 	4.62 	2.1 	3.9 
ESTBL,PCH_PRE,TOTAL,PT	4.14 	0.29 	4.25 	0 	14.9 	0.4 
ESTBL,PCH_PRE,TOTAL,RO	4.85 	0.46 	5.04 	2.5 	10.1 	-52 b
ESTBL,PCH_PRE,TOTAL,RS	: 	: 	: 	2.89 	-8.2 	: 
ESTBL,PCH_PRE,TOTAL,SE	0.7 	0.95 	-2.02 	-0.59 	2.1 	0.3 
ESTBL,PCH_PRE,TOTAL,SI	0.87 	1.62 	5.26 	1.25 	-0.5 	-0.9 
ESTBL,PCH_PRE,TOTAL,SK	-0.27 	-2.25 	8.02 	-2.92 	-2.3 	13.6 
ESTBL,PCH_PRE,TOTAL,TR	3.55 	: 	: 	4.97 	: 	: 
ESTBL,PCH_PRE,TOTAL,UK	: 	-0.29 	1.78 	: 	3.27 	0.1 b
