accommod,unit,nace_r2,deg_urb,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
BEDRM,NR,I551,DEG3,SK	16955 	17164 	16960 	16094 	15964 	16181 
BEDRM,NR,I551,DEG3,UK	: 	92979 	93022 	: 	93691 	83549 
BEDRM,NR,I551,DEG3,XK	1063 u	: 	: 	: 	: 	: 
BEDRM,NR,I551,TOTAL,AT	291046 	291497 	291974 	291753 	293702 	292165 
BEDRM,NR,I551,TOTAL,BE	58968 	58791 	58298 	59417 	59671 	59769 
BEDRM,NR,I551,TOTAL,BG	123420 	123025 	124568 	123274 	118107 	118752 
BEDRM,NR,I551,TOTAL,CH	: 	140331 	141018 	140722 	140192 	140372 
BEDRM,NR,I551,TOTAL,CY	41805 	41077 	41695 	41984 	41782 	41514 
BEDRM,NR,I551,TOTAL,CZ	137318 	137092 	136026 	132520 	137257 	137701 b
BEDRM,NR,I551,TOTAL,DE	963339 	952458 	952386 	948051 	948667 	948468 
BEDRM,NR,I551,TOTAL,DK	46653 	45393 	44549 	44671 	43293 	43109 
BEDRM,NR,I551,TOTAL,EA	4966602 e	4941501 	4940537 	: 	: 	: 
BEDRM,NR,I551,TOTAL,EE	16208 	15535 	15474 	15624 	15321 	15088 
BEDRM,NR,I551,TOTAL,EL	409873 	412914 	415372 	415246 	401228 	400383 
BEDRM,NR,I551,TOTAL,ES	924174 	916011 	922439 	912440 	914263 	914132 
BEDRM,NR,I551,TOTAL,EU27	6621863 e	6583477 	6568704 	6545144 e	6512052 	6300640 
BEDRM,NR,I551,TOTAL,EU28	6701847 e	6663439 	6647135 	6622456 e	6589209 	6376003 
BEDRM,NR,I551,TOTAL,FI	59104 	56982 	56723 	56688 	57447 	57009 
BEDRM,NR,I551,TOTAL,FR	: 	656186 	652346 	637460 	629471 	624661 
BEDRM,NR,I551,TOTAL,HR	79984 	79962 	78431 	77312 	77157 	75363 b
BEDRM,NR,I551,TOTAL,HU	73736 	73785 	72319 	71486 	71041 	70252 
BEDRM,NR,I551,TOTAL,IE	: 	64643 	64643 	65471 	66576 	68869 b
BEDRM,NR,I551,TOTAL,IS	14517 	13834 	13587 	12063 	11176 	10374 
BEDRM,NR,I551,TOTAL,IT	1086910 	1091061 	1091634 	1090300 	1089770 	1093286 
BEDRM,NR,I551,TOTAL,LI	707 	721 	564 	591 	587 	626 
BEDRM,NR,I551,TOTAL,LT	13965 	13925 	13839 	13788 	13468 	13248 
BEDRM,NR,I551,TOTAL,LU	7535 	7666 	7661 	7777 	7836 	8205 b
BEDRM,NR,I551,TOTAL,LV	13045 	12812 	12597 	11473 	11508 	11099 b
BEDRM,NR,I551,TOTAL,ME	16626 	16166 	: 	: 	: 	16248 
BEDRM,NR,I551,TOTAL,MK	9335 	8906 	8271 	7692 	7232 	6820 
BEDRM,NR,I551,TOTAL,MT	18785 	18663 	18412 	17875 	18420 	17791 
BEDRM,NR,I551,TOTAL,NL	124049 	121021 	118121 	117917 	113813 	105940 
BEDRM,NR,I551,TOTAL,NO	87578 	87504 	84704 	84810 	84341 	81923 
BEDRM,NR,I551,TOTAL,PL	162512 	157715 	146114 	142364 	134417 	129095 
BEDRM,NR,I551,TOTAL,PT	153971 	147940 	143912 	137511 	137511 	131357 
BEDRM,NR,I551,TOTAL,RO	114389 	110826 	110865 	107872 	106465 	105462 b
BEDRM,NR,I551,TOTAL,RS	: 	: 	: 	25634 	24759 	25130 
BEDRM,NR,I551,TOTAL,SE	122948 	119855 	117707 	118614 	117228 	113944 
BEDRM,NR,I551,TOTAL,SI	22908 	22451 	22344 	22072 	22102 	22015 
BEDRM,NR,I551,TOTAL,SK	40088 	39868 	40667 	38498 	38690 	38921 
BEDRM,NR,I551,TOTAL,TR	445249 	426210 	: 	383823 	357189 	: 
BEDRM,NR,I551,TOTAL,UK	: 	874285 	876019 	: 	902998 	718405 b
BEDRM,NR,I551,TOTAL,XK	4636 u	: 	: 	: 	: 	: 
BEDRM,PCH_PRE,I551,DEG1,AT	0.55 	0.8 	2.21 	1.6 	4.12 	: 
BEDRM,PCH_PRE,I551,DEG1,BE	0.12 	1.18 	-0.99 	0.01 	1 	: 
BEDRM,PCH_PRE,I551,DEG1,BG	-0.63 	-1.41 	2.64 	1.07 	1.5 	: 
BEDRM,PCH_PRE,I551,DEG1,CH	: 	1.14 	1.59 	2.13 	1.2 	: 
BEDRM,PCH_PRE,I551,DEG1,CY	-2.48 	-4.34 	0 	-1.36 	0.42 	: 
BEDRM,PCH_PRE,I551,DEG1,CZ	-0.02 	-0.05 	2.61 	-0.56 	0.9 	: 
BEDRM,PCH_PRE,I551,DEG1,DE	2.51 	1.25 	2.09 	2.15 	1.7 	: 
BEDRM,PCH_PRE,I551,DEG1,DK	2.9 	-0.31 	0.3 	5.04 	0.4 	: 
BEDRM,PCH_PRE,I551,DEG1,EA	3.63 e	0.95 	1.56 	: 	: 	: 
BEDRM,PCH_PRE,I551,DEG1,EE	9.3 	4.81 	-4.39 	2.52 	0.4 	: 
BEDRM,PCH_PRE,I551,DEG1,EL	-0.27 	-1.03 	-4.01 	5.5 	-0.59 	: 
BEDRM,PCH_PRE,I551,DEG1,ES	13.82 	-0.37 	1.07 	0.1 	0.9 	: 
BEDRM,PCH_PRE,I551,DEG1,EU27	2.68 e	0.79 	1.28 	1.14 e	7.76 	: 
BEDRM,PCH_PRE,I551,DEG1,EU28	2.69 e	0.8 	1.28 	1.14 e	7.86 	: 
BEDRM,PCH_PRE,I551,DEG1,FI	4.88 	4.1 	0.64 	0.18 	1.6 	: 
BEDRM,PCH_PRE,I551,DEG1,FR	: 	1.21 	1.77 	1.45 	1 	: 
BEDRM,PCH_PRE,I551,DEG1,HR	5.16 	6.55 	3.08 	-0.76 	3.7 	: 
BEDRM,PCH_PRE,I551,DEG1,HU	2.14 	3.25 	2.06 	-0.64 	1.2 	: 
BEDRM,PCH_PRE,I551,DEG1,IE	: 	0 	-0.47 	-0.35 	: 	: 
BEDRM,PCH_PRE,I551,DEG1,IS	5.15 	7.67 	20.12 	3.24 	6.9 	: 
BEDRM,PCH_PRE,I551,DEG1,IT	-0.53 	0.85 	1.39 	0.31 	-0.2 	: 
BEDRM,PCH_PRE,I551,DEG1,LT	1.53 	0.63 	-0.48 	2.12 	3.2 	: 
BEDRM,PCH_PRE,I551,DEG1,LU	-0.26 	-4.85 	23.6 	-15.6 	-1.9 	-2.6 
BEDRM,PCH_PRE,I551,DEG1,LV	4.22 	3.21 	4.98 	-2.32 	2.9 	: 
BEDRM,PCH_PRE,I551,DEG1,MK	13.66 	6.09 	: 	: 	: 	: 
BEDRM,PCH_PRE,I551,DEG1,MT	3.28 	2.36 	0.63 	-2.67 	-0.5 	: 
BEDRM,PCH_PRE,I551,DEG1,NL	4.64 	4.97 	1.19 	7.19 	9.5 	: 
BEDRM,PCH_PRE,I551,DEG1,NO	-0.62 	5.08 	1.88 	12.26 	2 	: 
BEDRM,PCH_PRE,I551,DEG1,PL	4.11 	5.33 	1.99 	6.23 	3.7 	: 
BEDRM,PCH_PRE,I551,DEG1,PT	5.51 	2.31 	5.73 	0 	5.1 	: 
BEDRM,PCH_PRE,I551,DEG1,RO	1.93 	-1.48 	2.17 	3.18 	-0.1 	: 
BEDRM,PCH_PRE,I551,DEG1,SE	5.16 	4.45 	2.15 	4.21 	3.9 	: 
BEDRM,PCH_PRE,I551,DEG1,SI	5.02 	0.03 	1.57 	2.76 	1 	: 
BEDRM,PCH_PRE,I551,DEG1,SK	-1.05 	-6.94 	6.41 	-2.38 	2.4 	: 
BEDRM,PCH_PRE,I551,DEG1,UK	: 	-0.27 	0.07 	: 	34.14 	: 
BEDRM,PCH_PRE,I551,DEG2,AT	1.45 	-0.33 	1.23 	-0.7 	-0.02 	: 
BEDRM,PCH_PRE,I551,DEG2,BE	1.43 	1.16 	0.17 	-0.41 	-1.6 	: 
BEDRM,PCH_PRE,I551,DEG2,BG	9.54 	-3.33 	1.73 	4.6 	-4.6 	: 
BEDRM,PCH_PRE,I551,DEG2,CH	: 	-0.1 	0.43 	0.46 	0.9 	: 
BEDRM,PCH_PRE,I551,DEG2,CY	4.59 	-1.48 	-1.33 	1.21 	0.4 	: 
BEDRM,PCH_PRE,I551,DEG2,CZ	3.26 	2.12 	0.5 	-5.74 	-1.3 	: 
BEDRM,PCH_PRE,I551,DEG2,DE	0.4 	-0.53 	0.09 	-0.97 	-0.7 	: 
BEDRM,PCH_PRE,I551,DEG2,DK	2.4 	3.11 	0.19 	0.69 	0.9 	: 
BEDRM,PCH_PRE,I551,DEG2,EA	15.02 e	-0.49 	0.53 	: 	: 	: 
BEDRM,PCH_PRE,I551,DEG2,EE	7.81 	-7.82 	6.85 	5.12 	-1.3 	: 
BEDRM,PCH_PRE,I551,DEG2,EL	-0.36 	-0.06 	-5.71 	3.59 	0.48 	: 
BEDRM,PCH_PRE,I551,DEG2,ES	51.97 	-0.34 	0.95 	-0.24 	-0.7 	: 
BEDRM,PCH_PRE,I551,DEG2,EU27	12.34 e	-0.23 	0.54 	0 e	2.03 	: 
BEDRM,PCH_PRE,I551,DEG2,EU28	12.19 e	-0.21 	0.54 	0.04 e	2.07 	: 
BEDRM,PCH_PRE,I551,DEG2,FI	4.57 	-1.52 	0.43 	-1.94 	2.8 	: 
BEDRM,PCH_PRE,I551,DEG2,FR	: 	-0.09 	1.9 	1.44 	1.3 	: 
BEDRM,PCH_PRE,I551,DEG2,HR	1.25 	0.86 	0.92 	2.84 	-1.6 	: 
BEDRM,PCH_PRE,I551,DEG2,HU	15.61 	1.02 	1.68 	0.02 	133.3 	: 
BEDRM,PCH_PRE,I551,DEG2,IE	: 	0 	-2.14 	-2.37 	: 	: 
BEDRM,PCH_PRE,I551,DEG2,IS	4.78 	-6.05 	14.69 	8.86 	14.6 	: 
BEDRM,PCH_PRE,I551,DEG2,IT	18.37 	-0.45 	-0.28 	-0.91 	-0.3 	: 
BEDRM,PCH_PRE,I551,DEG2,LI	-1.94 	27.84 	-4.57 	0.68 	-6.2 	: 
BEDRM,PCH_PRE,I551,DEG2,LT	14.98 	-3.09 	2.41 	5.94 	-1.4 	: 
BEDRM,PCH_PRE,I551,DEG2,LU	-0.7 	1.05 	-0.87 	1 	-4.9 	-2.4 
BEDRM,PCH_PRE,I551,DEG2,LV	-0.75 	-3.66 	4.73 	4.03 	6 	: 
BEDRM,PCH_PRE,I551,DEG2,MK	0.93 	6.67 	: 	: 	: 	: 
BEDRM,PCH_PRE,I551,DEG2,MT	4.79 	0.22 	5.04 	-3.64 	7.9 	: 
BEDRM,PCH_PRE,I551,DEG2,NL	-0.15 	-1.26 	-0.95 	-0.41 	5.6 	: 
BEDRM,PCH_PRE,I551,DEG2,NO	3.14 	2.36 	3.02 	-5 	6.4 	: 
BEDRM,PCH_PRE,I551,DEG2,PL	10 	9.53 	2.87 	4.19 	1.6 	: 
BEDRM,PCH_PRE,I551,DEG2,PT	2.74 	-1.91 	13.45 	0 	1.8 	: 
BEDRM,PCH_PRE,I551,DEG2,RO	3 	-0.12 	1.1 	0.58 	3.3 	: 
BEDRM,PCH_PRE,I551,DEG2,SE	-0.23 	-0.11 	-1.37 	0.77 	1.6 	: 
BEDRM,PCH_PRE,I551,DEG2,SI	1.48 	0.16 	6.27 	-1.4 	2.8 	: 
BEDRM,PCH_PRE,I551,DEG2,SK	4.19 	-2 	5.33 	-0.62 	-2 	: 
BEDRM,PCH_PRE,I551,DEG2,UK	: 	-0.1 	0.07 	: 	13.68 	: 
BEDRM,PCH_PRE,I551,DEG3,AT	-0.75 	-0.36 	-0.75 	-1.2 	-0.16 	: 
BEDRM,PCH_PRE,I551,DEG3,BE	-1.92 	-1.72 	-11.03 	-2.41 	-1.9 	: 
BEDRM,PCH_PRE,I551,DEG3,BG	-11.49 	2.04 	-1.73 	8.06 	3.4 	: 
BEDRM,PCH_PRE,I551,DEG3,CH	: 	-1.89 	-0.87 	-0.79 	-1.8 	: 
BEDRM,PCH_PRE,I551,DEG3,CY	0.22 	-0.35 	-0.22 	0.4 	1.02 	: 
BEDRM,PCH_PRE,I551,DEG3,CZ	-1.24 	0.97 	3.81 	-5.14 	-1 	: 
BEDRM,PCH_PRE,I551,DEG3,DE	0 	-1.17 	-1.06 	-1.98 	-1.4 	: 
BEDRM,PCH_PRE,I551,DEG3,DK	2.75 	4.69 	-1.31 	1.56 	0.2 	: 
BEDRM,PCH_PRE,I551,DEG3,EA	-15.59 e	-0.4 	0.4 	: 	: 	: 
BEDRM,PCH_PRE,I551,DEG3,EE	-8.31 	0.57 	-1.73 	-1.72 	6.4 	: 
BEDRM,PCH_PRE,I551,DEG3,EL	-0.93 	-0.73 	2.85 	3.2 	0.21 	: 
BEDRM,PCH_PRE,I551,DEG3,ES	-57.54 	-1.32 	1.26 	-0.44 	-0.2 	: 
BEDRM,PCH_PRE,I551,DEG3,EU27	-13.66 e	-0.01 	0.45 	0.25 e	-0.03 	: 
BEDRM,PCH_PRE,I551,DEG3,EU28	-13.4 e	0.04 	0.47 	0.27 e	0.1 	: 
BEDRM,PCH_PRE,I551,DEG3,FI	1.5 	-2.5 	-0.94 	-2.63 	-1.8 	: 
BEDRM,PCH_PRE,I551,DEG3,FR	: 	0.02 	4.06 	0.68 	-0.2 	: 
BEDRM,PCH_PRE,I551,DEG3,HR	-1.5 	2.04 	1.58 	1.1 	2.3 	: 
BEDRM,PCH_PRE,I551,DEG3,HU	-20.83 	1.54 	-0.57 	3.04 	-38.7 	: 
BEDRM,PCH_PRE,I551,DEG3,IE	: 	0 	-1.51 	-2.62 	: 	: 
BEDRM,PCH_PRE,I551,DEG3,IS	4.81 	0.87 	6 	11.31 	5.3 	: 
BEDRM,PCH_PRE,I551,DEG3,IT	-20.44 	-0.24 	-0.3 	0.93 	-0.5 	: 
BEDRM,PCH_PRE,I551,DEG3,LT	-19.61 	5.16 	0.29 	-0.93 	1 	: 
BEDRM,PCH_PRE,I551,DEG3,LU	-3.75 	5.92 	-21.85 	14.9 	-7.1 	-1.8 
BEDRM,PCH_PRE,I551,DEG3,LV	-3.39 	4.22 	44.71 	1.59 	3.2 	: 
BEDRM,PCH_PRE,I551,DEG3,MK	0.11 	10.75 	: 	: 	: 	: 
BEDRM,PCH_PRE,I551,DEG3,MT	-62.08 	2.7 	7.29 	0.93 	4.5 	: 
BEDRM,PCH_PRE,I551,DEG3,NL	-1.2 	-0.15 	-1.52 	-1.32 	4 	: 
BEDRM,PCH_PRE,I551,DEG3,NO	-1.02 	2.37 	-3.33 	-4.32 	1.8 	: 
BEDRM,PCH_PRE,I551,DEG3,PL	-6.44 	10.78 	3.53 	7.34 	8 	: 
BEDRM,PCH_PRE,I551,DEG3,PT	4.13 	17.1 	-15.62 	0 	10.4 	: 
BEDRM,PCH_PRE,I551,DEG3,RO	6.42 	3.4 	8.19 	-1.19 	-1.9 	: 
BEDRM,PCH_PRE,I551,DEG3,SE	0.86 	-0.6 	-4.59 	-2.72 	2.6 	: 
BEDRM,PCH_PRE,I551,DEG3,SI	1.4 	0.98 	-3.45 	-0.05 	-1.9 	: 
BEDRM,PCH_PRE,I551,DEG3,SK	-1.22 	1.2 	5.38 	0.81 	-1.3 	: 
BEDRM,PCH_PRE,I551,DEG3,UK	: 	-0.05 	0.07 	: 	12.14 	: 
BEDRM,PCH_PRE,I551,TOTAL,AT	-0.15 	-0.16 	0.08 	-0.7 	0.53 	0.6 
BEDRM,PCH_PRE,I551,TOTAL,BE	0.3 	0.85 	-1.88 	-0.43 	-0.2 	-0.5 
BEDRM,PCH_PRE,I551,TOTAL,BG	0.32 	-1.24 	1.05 	4.37 	-0.5 	7.4 
BEDRM,PCH_PRE,I551,TOTAL,CH	: 	-0.49 	0.21 	0.38 	-0.1 	-1.2 
BEDRM,PCH_PRE,I551,TOTAL,CY	1.77 	-1.48 	-0.69 	0.48 	0.65 	0.1 
BEDRM,PCH_PRE,I551,TOTAL,CZ	0.16 	0.78 	2.65 	-3.45 	-0.3 	18.9 b
BEDRM,PCH_PRE,I551,TOTAL,DE	1.14 	0.01 	0.46 	-0.06 	0 	-0.3 
BEDRM,PCH_PRE,I551,TOTAL,DK	2.78 	1.89 	-0.27 	3.18 	0.4 	-0.1 
BEDRM,PCH_PRE,I551,TOTAL,EA	0.51 e	0.02 	0.8 	: 	: 	: 
BEDRM,PCH_PRE,I551,TOTAL,EE	4.33 	0.39 	-0.96 	1.98 	1.5 	-0.3 
BEDRM,PCH_PRE,I551,TOTAL,EL	-0.74 	-0.59 	0.03 	3.49 	0.21 	0.8 
BEDRM,PCH_PRE,I551,TOTAL,ES	0.89 	-0.7 	1.1 	-0.2 	0 	0.9 
BEDRM,PCH_PRE,I551,TOTAL,EU27	0.58 e	0.22 	0.78 	0.51 e	3.36 	1.7 
BEDRM,PCH_PRE,I551,TOTAL,EU28	0.58 e	0.25 	0.78 	0.5 e	3.34 	1.7 
BEDRM,PCH_PRE,I551,TOTAL,FI	3.72 	0.46 	0.06 	-1.32 	0.8 	2 
BEDRM,PCH_PRE,I551,TOTAL,FR	: 	0.59 	2.34 	1.27 	0.8 	0 
BEDRM,PCH_PRE,I551,TOTAL,HR	0.03 	1.95 	1.45 	0.2 	2.4 	1 b
BEDRM,PCH_PRE,I551,TOTAL,HU	-0.07 	2.03 	1.17 	0.63 	1.1 	6.4 
BEDRM,PCH_PRE,I551,TOTAL,IE	: 	0 	-1.26 	-1.66 	-3.3 	-2.8 b
BEDRM,PCH_PRE,I551,TOTAL,IS	4.94 	1.82 	12.63 	7.94 	7.7 	5.2 
BEDRM,PCH_PRE,I551,TOTAL,IT	-0.38 	-0.05 	0.12 	0.05 	-0.3 	-0.3 
BEDRM,PCH_PRE,I551,TOTAL,LI	-1.94 	27.84 	-4.57 	0.68 	-6.2 	6.3 
BEDRM,PCH_PRE,I551,TOTAL,LT	0.29 	0.62 	0.37 	2.38 	1.7 	5 
BEDRM,PCH_PRE,I551,TOTAL,LU	-1.71 	0.07 	-1.49 	-0.8 	-4.5 	-2.2 b
BEDRM,PCH_PRE,I551,TOTAL,LV	1.82 	1.71 	9.8 	-0.3 	3.7 	-15.8 b
BEDRM,PCH_PRE,I551,TOTAL,ME	2.85 	: 	: 	: 	: 	: 
BEDRM,PCH_PRE,I551,TOTAL,MK	4.82 	7.68 	7.53 	6.36 	6 	7 
BEDRM,PCH_PRE,I551,TOTAL,MT	0.65 	1.36 	3 	-2.96 	3.5 	0.4 
BEDRM,PCH_PRE,I551,TOTAL,NL	2.5 	2.46 	0.17 	3.61 	7.4 	1.2 
BEDRM,PCH_PRE,I551,TOTAL,NO	0.08 	3.31 	-0.12 	0.56 	3 	2.2 
BEDRM,PCH_PRE,I551,TOTAL,PL	3.04 	7.94 	2.63 	5.91 	4.1 	4.3 
BEDRM,PCH_PRE,I551,TOTAL,PT	4.08 	2.8 	4.65 	0 	4.7 	2.4 
BEDRM,PCH_PRE,I551,TOTAL,RO	3.21 	-0.04 	2.77 	1.32 	1 	-13.7 b
BEDRM,PCH_PRE,I551,TOTAL,RS	: 	: 	: 	3.53 	-1.5 	: 
BEDRM,PCH_PRE,I551,TOTAL,SE	2.58 	1.82 	-0.76 	1.18 	2.9 	1.2 
BEDRM,PCH_PRE,I551,TOTAL,SI	2.04 	0.48 	1.23 	-0.14 	0.4 	-0.3 
BEDRM,PCH_PRE,I551,TOTAL,SK	0.55 	-1.96 	5.63 	-0.5 	-0.6 	7.5 
BEDRM,PCH_PRE,I551,TOTAL,TR	4.47 	: 	: 	7.46 	: 	: 
BEDRM,PCH_PRE,I551,TOTAL,UK	: 	-0.2 	0.07 	: 	25.69 	10.9 b
ESTBL,NR,I551,DEG1,AT	771 	779 	779 	782 	780 	779 
ESTBL,NR,I551,DEG1,BE	509 	493 	506 	529 	532 	537 
ESTBL,NR,I551,DEG1,BG	615 	625 	613 	615 	606 	590 
ESTBL,NR,I551,DEG1,CH	: 	619 	614 	611 	611 	610 
ESTBL,NR,I551,DEG1,CY	73 	75 	76 	76 	77 	78 
ESTBL,NR,I551,DEG1,CZ	1171 	1193 	1198 	1160 	1230 	1226 b
ESTBL,NR,I551,DEG1,DE	6325 	6302 	6345 	6319 	6312 	6289 
ESTBL,NR,I551,DEG1,DK	167 	160 	161 	166 	158 	156 
ESTBL,NR,I551,DEG1,EA	30982 e	30270 	30165 	: 	: 	: 
ESTBL,NR,I551,DEG1,EE	104 	96 	90 	92 	93 	93 
ESTBL,NR,I551,DEG1,EL	591 	601 	614 	642 	593 	593 
ESTBL,NR,I551,DEG1,ES	6270 	5720 	5747 	5670 	5672 	5589 
ESTBL,NR,I551,DEG1,EU27	51449 e	50637 	50506 	50415 e	50264 	48775 e
ESTBL,NR,I551,DEG1,EU28	51570 e	50751 	50602 	50510 e	50357 	48814 e
ESTBL,NR,I551,DEG1,FI	191 	180 	177 	173 	180 	177 
ESTBL,NR,I551,DEG1,FR	: 	6390 	6296 	6132 	6050 	6012 
ESTBL,NR,I551,DEG1,HR	121 	114 	96 	95 	93 	90 
ESTBL,NR,I551,DEG1,HU	553 	523 	512 	497 	489 	524 
ESTBL,NR,I551,DEG1,IE	: 	391 	391 	412 	414 	: 
ESTBL,NR,I551,DEG1,IS	84 	83 	82 	76 	74 	68 
ESTBL,NR,I551,DEG1,IT	6405 	6399 	6312 	6236 	6262 	6254 
ESTBL,NR,I551,DEG1,LI	0 	0 	0 	0 	0 	0 
ESTBL,NR,I551,DEG1,LT	164 	167 	167 	171 	170 	167 
ESTBL,NR,I551,DEG1,LU	64 	65 	67 	66 	68 	68 
ESTBL,NR,I551,DEG1,LV	130 	126 	125 	115 	121 	113 
ESTBL,NR,I551,DEG1,MK	121 	112 	106 	: 	: 	: 
ESTBL,NR,I551,DEG1,MT	94 	76 	75 	71 	73 	77 
ESTBL,NR,I551,DEG1,NL	1289 	1237 	1199 	1193 	1159 	1032 
ESTBL,NR,I551,DEG1,NO	191 	196 	186 	191 	183 	174 
ESTBL,NR,I551,DEG1,PL	1250 	1208 	1142 	1126 	1076 	1058 
ESTBL,NR,I551,DEG1,PT	898 	856 	879 	798 	798 	694 
ESTBL,NR,I551,DEG1,RO	972 	938 	940 	876 	852 	811 
ESTBL,NR,I551,DEG1,SE	532 	513 	494 	487 	482 	465 
ESTBL,NR,I551,DEG1,SI	85 	82 	82 	78 	77 	74 
ESTBL,NR,I551,DEG1,SK	238 	235 	238 	227 	234 	242 
ESTBL,NR,I551,DEG1,UK	: 	15207 	15281 	: 	15706 	14584 
ESTBL,NR,I551,DEG1,XK	73 u	: 	: 	: 	: 	: 
ESTBL,NR,I551,DEG2,AT	1897 	1918 	1968 	1963 	2011 	2016 
ESTBL,NR,I551,DEG2,BE	602 	606 	607 	628 	661 	692 
ESTBL,NR,I551,DEG2,BG	843 	769 	782 	781 	748 	697 
ESTBL,NR,I551,DEG2,CH	: 	1669 	1695 	1724 	1746 	1759 
ESTBL,NR,I551,DEG2,CY	209 	201 	203 	206 	207 	207 
ESTBL,NR,I551,DEG2,CZ	1523 	1481 	1446 	1432 	1556 	1570 b
ESTBL,NR,I551,DEG2,DE	13306 	13483 	13678 	13810 	14089 	14300 
ESTBL,NR,I551,DEG2,DK	86 	85 	82 	81 	79 	79 
ESTBL,NR,I551,DEG2,EA	47917 e	43583 	43969 	: 	: 	: 
ESTBL,NR,I551,DEG2,EE	120 	106 	116 	100 	95 	98 
ESTBL,NR,I551,DEG2,EL	1948 	1968 	1983 	2059 	1967 	1951 
ESTBL,NR,I551,DEG2,ES	6829 	4280 	4308 	4303 	4341 	4367 
ESTBL,NR,I551,DEG2,EU27	69685 e	64929 	65242 	65152 e	65562 	65140 e
ESTBL,NR,I551,DEG2,EU28	70036 e	65264 	65561 	65460 e	65871 	65381 e
ESTBL,NR,I551,DEG2,FI	226 	222 	222 	225 	236 	228 
ESTBL,NR,I551,DEG2,FR	: 	4759 	4773 	4528 	4476 	4449 
ESTBL,NR,I551,DEG2,HR	351 	335 	319 	308 	309 	306 
ESTBL,NR,I551,DEG2,HU	913 	848 	849 	823 	809 	394 
ESTBL,NR,I551,DEG2,IE	: 	522 	522 	549 	554 	: 
ESTBL,NR,I551,DEG2,IS	82 	81 	90 	77 	69 	63 
ESTBL,NR,I551,DEG2,IT	14128 	12255 	12310 	12415 	12523 	12639 
ESTBL,NR,I551,DEG2,LI	35 	38 	35 	40 	36 	38 
ESTBL,NR,I551,DEG2,LT	149 	111 	116 	114 	107 	102 
ESTBL,NR,I551,DEG2,LU	38 	38 	38 	38 	39 	41 
ESTBL,NR,I551,DEG2,LV	95 	93 	91 	73 	67 	63 
ESTBL,NR,I551,DEG2,MK	96 	94 	91 	: 	: 	: 
ESTBL,NR,I551,DEG2,MT	79 	66 	66 	62 	64 	58 
ESTBL,NR,I551,DEG2,NL	1269 	1258 	1238 	1256 	1255 	1113 
ESTBL,NR,I551,DEG2,NO	208 	219 	217 	225 	239 	222 
ESTBL,NR,I551,DEG2,PL	1508 	1301 	1222 	1205 	1158 	1162 
ESTBL,NR,I551,DEG2,PT	971 	938 	947 	884 	884 	799 
ESTBL,NR,I551,DEG2,RO	1000 	958 	960 	941 	930 	828 
ESTBL,NR,I551,DEG2,SE	536 	545 	547 	557 	566 	564 
ESTBL,NR,I551,DEG2,SI	244 	243 	240 	216 	219 	219 
ESTBL,NR,I551,DEG2,SK	526 	516 	543 	507 	525 	537 
ESTBL,NR,I551,DEG2,UK	: 	15359 	15385 	: 	15396 	15309 
ESTBL,NR,I551,DEG2,XK	64 u	: 	: 	: 	: 	: 
ESTBL,NR,I551,DEG3,AT	9485 	9669 	9878 	10094 	10282 	10408 
ESTBL,NR,I551,DEG3,BE	406 	423 	444 	496 	520 	542 
ESTBL,NR,I551,DEG3,BG	652 	764 	785 	770 	701 	649 
ESTBL,NR,I551,DEG3,CH	: 	2661 	2746 	2794 	2834 	2888 
ESTBL,NR,I551,DEG3,CY	512 	507 	507 	517 	508 	514 
ESTBL,NR,I551,DEG3,CZ	3273 	3348 	3348 	3241 	3515 	3554 b
ESTBL,NR,I551,DEG3,DE	13118 	13276 	13612 	13813 	14229 	14581 
ESTBL,NR,I551,DEG3,DK	306 	292 	282 	286 	277 	280 
ESTBL,NR,I551,DEG3,EA	62196 e	67861 	68659 	: 	: 	: 
ESTBL,NR,I551,DEG3,EE	198 	211 	208 	218 	216 	199 
ESTBL,NR,I551,DEG3,EL	7233 	7418 	7514 	7422 	7117 	7122 
ESTBL,NR,I551,DEG3,ES	6531 	9524 	9663 	9590 	9597 	9576 
ESTBL,NR,I551,DEG3,EU27	79351 e	85396 	86097 	85717 e	86009 	86267 e
ESTBL,NR,I551,DEG3,EU28	79916 e	85958 	86620 	86223 e	86504 	86663 e
ESTBL,NR,I551,DEG3,FI	370 	370 	378 	387 	412 	434 
ESTBL,NR,I551,DEG3,FR	: 	7275 	7259 	6676 	6645 	6728 
ESTBL,NR,I551,DEG3,HR	565 	562 	523 	506 	495 	482 
ESTBL,NR,I551,DEG3,HU	718 	831 	824 	803 	766 	1176 
ESTBL,NR,I551,DEG3,IE	: 	1435 	1435 	1477 	1494 	: 
ESTBL,NR,I551,DEG3,IS	239 	233 	230 	226 	201 	201 
ESTBL,NR,I551,DEG3,IT	12455 	14512 	14580 	14639 	14531 	14835 
ESTBL,NR,I551,DEG3,LI	0 	0 	0 	0 	0 	0 
ESTBL,NR,I551,DEG3,LT	98 	142 	135 	136 	137 	128 
ESTBL,NR,I551,DEG3,LU	123 	129 	131 	132 	136 	142 
ESTBL,NR,I551,DEG3,LV	124 	124 	116 	70 	67 	71 
ESTBL,NR,I551,DEG3,MK	57 	57 	52 	: 	: 	: 
ESTBL,NR,I551,DEG3,MT	10 	22 	20 	16 	16 	15 
