accommod,unit,nace_r2,deg_urb,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
BEDPL,NR,I551-I553,TOTAL,RS	: 	: 	: 	102420 	101729 	107962 
BEDPL,NR,I551-I553,TOTAL,SE	806178 	801695 	799025 	805287 	805033 	792864 
BEDPL,NR,I551-I553,TOTAL,SI	117137 u	113157 u	109596 u	106557 	105559 	105500 b
BEDPL,NR,I551-I553,TOTAL,SK	185771 	183903 	189634 	183404 	190306 	193369 
BEDPL,NR,I551-I553,TOTAL,UK	: 	3943507 	3946159 	: 	4001019 	3464423 b
BEDPL,NR,I551-I553,TOTAL,XK	8433 u	: 	: 	: 	: 	: 
BEDPL,NR,I552,DEG1,AT	10287 	10556 	10091 	9662 	9606 	9953 
BEDPL,NR,I552,DEG1,BE	16114 	14376 	13410 	13094 	12281 	11233 
BEDPL,NR,I552,DEG1,BG	15488 	7787 	7057 	6911 	6600 	6708 
BEDPL,NR,I552,DEG1,CH	: 	6135 	: 	: 	: 	: 
BEDPL,NR,I552,DEG1,CY	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552,DEG1,CZ	33766 	35763 	34383 	31831 	39631 	41702 b
BEDPL,NR,I552,DEG1,DE	73542 	69848 	69148 	68636 	65155 	63708 
BEDPL,NR,I552,DEG1,DK	7679 	5959 	4544 	3209 	3466 	3480 
BEDPL,NR,I552,DEG1,EA	815794 e	736861 	686488 	: 	: 	: 
BEDPL,NR,I552,DEG1,EE	4613 	3482 	3035 	2922 	2542 	2165 
BEDPL,NR,I552,DEG1,EL	2428 e	1733 e	1686 e	1481 e	1462 	1444 e
BEDPL,NR,I552,DEG1,ES	138000 	108171 	107061 	101140 	84181 	77461 
BEDPL,NR,I552,DEG1,EU27	1161953 e	1069931 	1010645 	954272 e	925227 	839787 e
BEDPL,NR,I552,DEG1,EU28	1199862 e	1099740 	1032517 	972669 e	940981 	848921 e
BEDPL,NR,I552,DEG1,FI	3714 	2818 	2826 	2265 	2098 	1297 
BEDPL,NR,I552,DEG1,FR	: 	213478 	212424 	213963 	209520 	194451 
BEDPL,NR,I552,DEG1,HR	37909 	29809 	21872 	18397 	15754 	9922 
BEDPL,NR,I552,DEG1,HU	32493 	31988 	31589 	31868 	26527 	24076 
BEDPL,NR,I552,DEG1,IE	: 	4897 	4897 	5318 e	5318 	: 
BEDPL,NR,I552,DEG1,IS	3255 	3152 	3171 	2949 	2672 	2363 
BEDPL,NR,I552,DEG1,IT	272705 	241473 	211163 	176534 	166978 	144266 
BEDPL,NR,I552,DEG1,LI	0 	0 	0 	0 	: 	: 
BEDPL,NR,I552,DEG1,LT	5353 	4650 	3955 	3855 	3711 	3009 
BEDPL,NR,I552,DEG1,LU	316 	535 	372 	372 	322 	338 
BEDPL,NR,I552,DEG1,LV	3039 	2632 	1864 	2199 	2135 	1831 
BEDPL,NR,I552,DEG1,MK	599 	612 	524 	: 	: 	: 
BEDPL,NR,I552,DEG1,MT	1469 	1517 	1482 	1519 	1602 	673 
BEDPL,NR,I552,DEG1,NL	28853 	27887 	26460 	24877 	27568 b	19875 
BEDPL,NR,I552,DEG1,NO	2385 	2803 	3157 	3757 	2239 	1128 
BEDPL,NR,I552,DEG1,PL	46949 	42923 	41041 	40523 	42225 	45965 
BEDPL,NR,I552,DEG1,PT	23214 	13278 	3406 	4923 	4923 b	2679 
BEDPL,NR,I552,DEG1,RO	18727 	17452 	13051 	10968 	10713 	10047 
BEDPL,NR,I552,DEG1,SE	9147 	9288 	10264 	10781 	10207 	9277 
BEDPL,NR,I552,DEG1,SI	3055 u	2508 u	1946 u	1711 	1514 	1447 
BEDPL,NR,I552,DEG1,SK	10717 	13022 	11262 	10337 	11569 	11674 
BEDPL,NR,I552,DEG1,UK	: 	181910 	182228 	: 	173373 	142546 
BEDPL,NR,I552,DEG1,XK	169 u	: 	: 	: 	: 	: 
BEDPL,NR,I552,DEG2,AT	28836 	28899 	27316 	27116 	25918 	25192 
BEDPL,NR,I552,DEG2,BE	66558 	64886 	65856 	79947 	77452 	76086 
BEDPL,NR,I552,DEG2,BG	12757 	10822 	10449 	10717 	9423 	9913 
BEDPL,NR,I552,DEG2,CH	: 	51580 	: 	: 	: 	: 
BEDPL,NR,I552,DEG2,CY	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552,DEG2,CZ	31691 	30691 	30412 	30723 	35504 	36754 b
BEDPL,NR,I552,DEG2,DE	200727 	197816 	197644 	199893 	200290 	201045 
BEDPL,NR,I552,DEG2,DK	4085 	3984 	3911 	4922 	3831 	3997 
BEDPL,NR,I552,DEG2,EA	1901865 e	1561055 	1546075 	: 	: 	: 
BEDPL,NR,I552,DEG2,EE	3552 	3175 	3263 	2961 	2697 	2581 
BEDPL,NR,I552,DEG2,EL	51228 e	38099 e	38292 e	22415 e	22336 	21820 e
BEDPL,NR,I552,DEG2,ES	450212 	347874 	353181 	357639 	353310 	357829 
BEDPL,NR,I552,DEG2,EU27	2471779 e	2100682 	2077322 	2076797 e	2054431 	2024088 e
BEDPL,NR,I552,DEG2,EU28	2639964 e	2247904 	2222136 	2207111 e	2168601 	2120151 e
BEDPL,NR,I552,DEG2,FI	4553 	3933 	4081 	4369 	4069 	2674 
BEDPL,NR,I552,DEG2,FR	: 	202520 	206296 	213745 	214862 	209074 
BEDPL,NR,I552,DEG2,HR	168185 	147222 	144814 	130314 	114170 	97290 
BEDPL,NR,I552,DEG2,HU	53030 	51213 	48729 	48410 	43656 	23622 
BEDPL,NR,I552,DEG2,IE	: 	2650 	2650 	4336 e	4336 	: 
BEDPL,NR,I552,DEG2,IS	3050 	3242 	2993 	2859 	2351 	1959 
BEDPL,NR,I552,DEG2,IT	669243 	458389 	439525 	427679 	417629 	413548 
BEDPL,NR,I552,DEG2,LI	582 	570 	580 	519 	: 	: 
BEDPL,NR,I552,DEG2,LT	13108 	11973 	10666 	10363 	10155 	10162 
BEDPL,NR,I552,DEG2,LU	840 	719 	715 	727 	731 	731 
BEDPL,NR,I552,DEG2,LV	3618 	2626 	2019 	1847 	1597 	1592 
BEDPL,NR,I552,DEG2,MK	6855 	6817 	6897 	: 	: 	: 
BEDPL,NR,I552,DEG2,MT	79 	152 	118 	102 	102 	496 
BEDPL,NR,I552,DEG2,NL	153072 	153185 	158546 	157573 	153076 b	133343 
BEDPL,NR,I552,DEG2,NO	4849 	5091 	5346 	5194 	3592 	1240 
BEDPL,NR,I552,DEG2,PL	137204 	115327 	111818 	109273 	110008 	111211 
BEDPL,NR,I552,DEG2,PT	17155 	12375 	3989 	6064 	6064 b	2994 
BEDPL,NR,I552,DEG2,RO	29454 	26961 	22801 	23194 	23026 	21987 
BEDPL,NR,I552,DEG2,SE	17656 	16592 	18520 	19604 	20213 	19383 
BEDPL,NR,I552,DEG2,SI	16082 u	15387 u	14185 u	12013 	12409 	12127 
BEDPL,NR,I552,DEG2,SK	17832 	16397 	17733 	17766 	18338 	19668 
BEDPL,NR,I552,DEG2,UK	: 	284037 	284607 	: 	283399 	285816 
BEDPL,NR,I552,DEG2,XK	514 u	: 	: 	: 	: 	: 
BEDPL,NR,I552,DEG3,AT	172204 	167204 	163986 	164598 	158302 	156119 
BEDPL,NR,I552,DEG3,BE	73597 	72497 	68675 	56775 	57979 	57989 
BEDPL,NR,I552,DEG3,BG	26305 	26988 	25529 	24473 	23410 	22567 
BEDPL,NR,I552,DEG3,CH	: 	228538 	: 	: 	: 	: 
BEDPL,NR,I552,DEG3,CY	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552,DEG3,CZ	110497 	116255 	117839 	119008 	130041 	131045 b
BEDPL,NR,I552,DEG3,DE	408188 	404713 	409130 	413207 	419888 	421171 
BEDPL,NR,I552,DEG3,DK	47316 	47656 	47177 	47873 	48782 	48405 
BEDPL,NR,I552,DEG3,EA	2894288 e	3095697 	3058663 	: 	: 	: 
BEDPL,NR,I552,DEG3,EE	19267 	20410 	19154 	19775 	18254 	16643 
BEDPL,NR,I552,DEG3,EL	343804 e	320010 e	319035 e	331454 e	330312 	330052 e
BEDPL,NR,I552,DEG3,ES	274422 	388479 	384999 	377683 	358742 	351907 
BEDPL,NR,I552,DEG3,EU27	3608331 e	3823802 	3773864 	3741273 e	3702378 	3687902 e
BEDPL,NR,I552,DEG3,EU28	4038779 e	4216207 	4136464 	4088838 e	4033311 	3997029 e
BEDPL,NR,I552,DEG3,FI	34475 	32828 	32037 	30977 	30522 	28680 
BEDPL,NR,I552,DEG3,FR	: 	565019 	575434 	584640 	581362 	570469 
BEDPL,NR,I552,DEG3,HR	430448 	392405 	362600 	347565 	330933 	310146 
BEDPL,NR,I552,DEG3,HU	64231 	63631 	63161 	59880 	57147 	72987 
BEDPL,NR,I552,DEG3,IE	: 	18515 	18515 	20055 e	20827 	: 
BEDPL,NR,I552,DEG3,IS	7495 	7826 	7841 	7843 	6712 	3438 
BEDPL,NR,I552,DEG3,IT	680956 	819604 	795891 	773482 	751606 	761653 
BEDPL,NR,I552,DEG3,LI	0 	0 	0 	0 	: 	: 
BEDPL,NR,I552,DEG3,LT	30000 	28857 	27960 	27700 	24947 	24130 
BEDPL,NR,I552,DEG3,LU	2541 	2543 	2955 	2921 	3570 	3718 
BEDPL,NR,I552,DEG3,LV	12748 	9366 	8106 	4617 	5368 	5378 
BEDPL,NR,I552,DEG3,MK	9695 	9594 	9893 	: 	: 	: 
BEDPL,NR,I552,DEG3,MT	110 	26 	0 	30 	30 	30 
BEDPL,NR,I552,DEG3,NL	174351 	169328 	169228 	164017 	165236 b	142103 
BEDPL,NR,I552,DEG3,NO	38914 	41027 	41871 	39283 	37232 	14440 
BEDPL,NR,I552,DEG3,PL	209092 	222876 	214467 	210075 	211371 	210843 
BEDPL,NR,I552,DEG3,PT	27914 	20805 	12526 	12040 	12040 b	2595 
BEDPL,NR,I552,DEG3,RO	56860 	50733 	44775 	39141 	37966 	36802 
BEDPL,NR,I552,DEG3,SE	53480 	53704 	55734 	59174 	56049 	55741 
BEDPL,NR,I552,DEG3,SI	25549 u	24659 u	24372 u	25334 	24811 	24663 
BEDPL,NR,I552,DEG3,SK	30628 	30834 	26660 	26083 	27555 	28971 
BEDPL,NR,I552,DEG3,UK	: 	146262 	146519 	: 	146261 	145994 
BEDPL,NR,I552,DEG3,XK	46 u	: 	: 	: 	: 	: 
BEDPL,NR,I552,TOTAL,AT	211327 	206659 	201393 	201376 	193826 	191264 b
BEDPL,NR,I552,TOTAL,BE	156269 	151759 	147941 	149816 	147712 	145308 b
BEDPL,NR,I552,TOTAL,BG	54550 	45597 	43035 	42101 	39433 	39188 b
BEDPL,NR,I552,TOTAL,CH	: 	286253 	: 	: 	: 	: 
BEDPL,NR,I552,TOTAL,CY	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552,TOTAL,CZ	175954 	182709 	182634 	181562 	205176 	209501 b
BEDPL,NR,I552,TOTAL,DE	682457 	672377 	675922 	682878 	686609 	686936 b
BEDPL,NR,I552,TOTAL,DK	59080 	57599 	55632 	56004 	56079 	55883 b
BEDPL,NR,I552,TOTAL,EA	5611947 e	5393613 	5291226 	: 	: 	: 
BEDPL,NR,I552,TOTAL,EE	27432 	27067 	25452 	25658 	23493 	21389 b
BEDPL,NR,I552,TOTAL,EL	397460 e	359842 e	359013 e	355350 e	354110 	353316 e
BEDPL,NR,I552,TOTAL,ES	862634 	844524 	845241 	836462 	796233 	787197 b
BEDPL,NR,I552,TOTAL,EU27	7242064 e	6994416 	6861832 	6773484 e	6683312 	6523292 b
BEDPL,NR,I552,TOTAL,EU28	7878606 e	7563852 	7391118 	7269760 e	7144169 	6940650 b
BEDPL,NR,I552,TOTAL,FI	42742 	39579 	38944 	37611 	36689 	32651 b
BEDPL,NR,I552,TOTAL,FR	: 	981017 	994154 	1012348 	1005744 	973994 b
BEDPL,NR,I552,TOTAL,HR	636542 	569436 	529286 	496276 	460857 	417358 b
BEDPL,NR,I552,TOTAL,HU	149754 	146832 	143479 	140158 	127330 	120685 b
BEDPL,NR,I552,TOTAL,IE	: 	26062 	26062 	29709 e	30481 e	36673 be
BEDPL,NR,I552,TOTAL,IS	13800 	14220 	14005 	13651 	11735 	7760 b
BEDPL,NR,I552,TOTAL,IT	1622904 	1519466 	1446579 	1377695 	1336213 	1319467 b
BEDPL,NR,I552,TOTAL,LI	582 	570 	580 	519 	: 	: 
BEDPL,NR,I552,TOTAL,LT	48461 	45480 	42581 	41918 	38813 	37301 b
BEDPL,NR,I552,TOTAL,LU	3697 	3797 	4042 	4020 	4623 	4787 b
BEDPL,NR,I552,TOTAL,LV	19405 	14624 	11989 	8663 	9100 	8801 b
BEDPL,NR,I552,TOTAL,ME	4491 b	116173 	: 	: 	: 	111996 b
BEDPL,NR,I552,TOTAL,MK	17149 	17023 	17314 	17752 	17787 	18244 b
BEDPL,NR,I552,TOTAL,MT	1658 	1695 	1600 	1651 	1734 	1199 b
BEDPL,NR,I552,TOTAL,NL	356276 	350400 	354234 	346467 	345880 b	295321 b
BEDPL,NR,I552,TOTAL,NO	46148 	48921 	50374 	48234 	43063 	16808 b
BEDPL,NR,I552,TOTAL,PL	393245 	381126 	367326 	359871 	363604 	368019 b
BEDPL,NR,I552,TOTAL,PT	68283 	46458 	19921 	23027 	23027 b	8268 b
BEDPL,NR,I552,TOTAL,RO	105041 	95146 	80627 	73303 	71705 	68836 b
BEDPL,NR,I552,TOTAL,RS	: 	: 	: 	45314 	42748 	54895 b
BEDPL,NR,I552,TOTAL,SE	80283 	79584 	84518 	89559 	86469 	84401 b
BEDPL,NR,I552,TOTAL,SI	44686 u	42554 u	40503 u	39058 	38734 	38237 b
BEDPL,NR,I552,TOTAL,SK	59177 	60253 	55655 	54186 	57462 	60313 b
BEDPL,NR,I552,TOTAL,UK	: 	612210 	613355 	: 	603033 	574357 b
BEDPL,NR,I552,TOTAL,XK	729 u	: 	: 	: 	: 	: 
BEDPL,NR,I552_I553,DEG1,AT	17137 	17314 	16901 	16184 	16146 	16553 
BEDPL,NR,I552_I553,DEG1,BE	18694 	16956 	15990 	15364 	14629 	13845 
BEDPL,NR,I552_I553,DEG1,BG	15488 	7787 	7057 	6911 	6600 	6708 
BEDPL,NR,I552_I553,DEG1,CH	: 	12535 	: 	: 	: 	: 
BEDPL,NR,I552_I553,DEG1,CY	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552_I553,DEG1,CZ	45529 	45851 	45070 	43785 	51108 	50816 b
BEDPL,NR,I552_I553,DEG1,DE	126378 	122416 	123376 	123252 	119619 	120556 
BEDPL,NR,I552_I553,DEG1,DK	21509 	19594 	18206 	16904 	16936 	17340 
BEDPL,NR,I552_I553,DEG1,EA	1415553 e	1328824 	1281642 	: 	: 	: 
BEDPL,NR,I552_I553,DEG1,EE	4613 	3482 	3035 	2922 	2542 	2165 
BEDPL,NR,I552_I553,DEG1,EL	4522 e	3827 e	3780 e	3575 e	3556 	3538 e
BEDPL,NR,I552_I553,DEG1,ES	221303 	185052 	183709 	175945 	158459 	152801 
BEDPL,NR,I552_I553,DEG1,EU27	2055408 e	1956181 	1899192 	1849873 e	1815192 	1723669 e
BEDPL,NR,I552_I553,DEG1,EU28	2098096 e	1991840 	1926854 	1870060 e	1832736 	1733838 e
BEDPL,NR,I552_I553,DEG1,FI	8937 	8058 	8430 	8296 	8163 	6940 
BEDPL,NR,I552_I553,DEG1,FR	: 	451574 	452408 	456291 	452644 	439787 
BEDPL,NR,I552_I553,DEG1,HR	42688 	35659 	27662 	20187 	17544 	11862 
BEDPL,NR,I552_I553,DEG1,HU	37578 	37368 	36920 	38983 	30393 	31260 
BEDPL,NR,I552_I553,DEG1,IE	: 	6327 	6327 	6748 e	6748 	: 
BEDPL,NR,I552_I553,DEG1,IS	3255 	3152 	3171 	2949 	: 	: 
BEDPL,NR,I552_I553,DEG1,IT	377922 	341577 	306453 	277224 	267150 	251865 
BEDPL,NR,I552_I553,DEG1,LI	0 	0 	0 	0 	: 	: 
BEDPL,NR,I552_I553,DEG1,LT	6120 	5437 	4783 	4758 	4483 	3560 
BEDPL,NR,I552_I553,DEG1,LU	956 	1175 	976 	976 	926 	942 
BEDPL,NR,I552_I553,DEG1,LV	: c	: c	: c	2459 	2395 	2362 
BEDPL,NR,I552_I553,DEG1,MK	599 	612 	524 	: 	: 	: 
BEDPL,NR,I552_I553,DEG1,MT	1469 	1517 	1482 	1519 	1602 	673 
BEDPL,NR,I552_I553,DEG1,NL	91506 	95027 	93253 	89111 	89984 b	76827 
BEDPL,NR,I552_I553,DEG1,NO	20436 	18337 	18625 	21549 	20359 	18064 
BEDPL,NR,I552_I553,DEG1,PL	50656 	46508 	44775 	44230 	46204 	49810 
BEDPL,NR,I552_I553,DEG1,PT	58957 	48681 	43376 	44093 	40638 b	40497 
BEDPL,NR,I552_I553,DEG1,RO	21387 	20196 	15912 	14152 	13750 	11317 
BEDPL,NR,I552_I553,DEG1,SE	43323 	45668 	46424 	46761 	50055 	50069 
BEDPL,NR,I552_I553,DEG1,SI	3847 u	3280 u	2718 u	2433 	2236 	2547 
BEDPL,NR,I552_I553,DEG1,SK	: c	14072 	12561 	: c	12878 	: c
BEDPL,NR,I552_I553,DEG1,UK	: 	404385 	403186 	: 	395348 	340488 
BEDPL,NR,I552_I553,DEG1,XK	169 u	: 	: 	: 	: 	: 
BEDPL,NR,I552_I553,DEG2,AT	78760 	77390 	74179 	67670 	59231 	58788 
BEDPL,NR,I552_I553,DEG2,BE	111804 	110114 	112526 	117421 	119446 	118700 
BEDPL,NR,I552_I553,DEG2,BG	12807 	10882 	10499 	10767 	9498 	9984 
BEDPL,NR,I552_I553,DEG2,CH	: 	96931 	: 	: 	: 	: 
BEDPL,NR,I552_I553,DEG2,CY	0 	0 	0 	0 	0 	0 
BEDPL,NR,I552_I553,DEG2,CZ	72237 	63825 	63628 	64877 	68357 	69932 b
BEDPL,NR,I552_I553,DEG2,DE	497075 	491036 	495940 	486281 	490038 	491085 
BEDPL,NR,I552_I553,DEG2,DK	35435 	35766 	35051 	36239 	35895 	56830 
BEDPL,NR,I552_I553,DEG2,EA	4312526 e	3746554 	3747510 	: 	: 	: 
BEDPL,NR,I552_I553,DEG2,EE	3576 	3175 	3263 	2961 	2697 	2581 
BEDPL,NR,I552_I553,DEG2,EL	55393 e	42264 e	42457 e	26617 e	26538 	26256 e
BEDPL,NR,I552_I553,DEG2,ES	839361 	635158 	637579 	642622 	644175 	645807 
BEDPL,NR,I552_I553,DEG2,EU27	5861133 e	5251058 	5243762 	5265333 e	5208662 	5126363 e
BEDPL,NR,I552_I553,DEG2,EU28	6075390 e	5444551 	5436630 	5441113 e	5368934 	5263268 e
BEDPL,NR,I552_I553,DEG2,FI	22744 	23275 	23829 	23700 	24234 	18783 
BEDPL,NR,I552_I553,DEG2,FR	: 	774516 	778440 	783813 	787854 	789934 
BEDPL,NR,I552_I553,DEG2,HR	214257 	193493 	192868 	175780 	160272 	140975 
BEDPL,NR,I552_I553,DEG2,HU	88263 	78981 	78550 	77531 	74305 	37776 
BEDPL,NR,I552_I553,DEG2,IE	: 	7220 	7220 	8922 e	8922 	: 
BEDPL,NR,I552_I553,DEG2,IS	3050 	3242 	2993 	2859 	: 	: 
BEDPL,NR,I552_I553,DEG2,IT	1300339 	971812 	956280 	991395 	923725 	921593 
BEDPL,NR,I552_I553,DEG2,LI	782 	774 	784 	723 	: 	: 
BEDPL,NR,I552_I553,DEG2,LT	13780 	12451 	10854 	10423 	10215 	10272 
BEDPL,NR,I552_I553,DEG2,LU	7168 	7047 	6950 	6962 	7195 	7167 
BEDPL,NR,I552_I553,DEG2,LV	6617 	5521 	3706 	3935 	2585 	2802 
BEDPL,NR,I552_I553,DEG2,MK	9022 	8982 	9063 	: 	: 	: 
BEDPL,NR,I552_I553,DEG2,MT	79 	152 	118 	102 	102 	496 
BEDPL,NR,I552_I553,DEG2,NL	456250 	455156 	463075 	470941 	485455 b	397828 
BEDPL,NR,I552_I553,DEG2,NO	65212 	63314 	66306 	71042 	72988 	66844 
BEDPL,NR,I552_I553,DEG2,PL	150424 	125592 	121084 	118173 	118316 	118824 
BEDPL,NR,I552_I553,DEG2,PT	82160 	76871 	77075 	78640 	72526 b	80029 
BEDPL,NR,I552_I553,DEG2,RO	35349 	36374 	33260 	31631 	31142 	24105 
BEDPL,NR,I552_I553,DEG2,SE	135776 	134768 	136372 	137396 	138401 	136287 
BEDPL,NR,I552_I553,DEG2,SI	27024 u	26101 u	24943 u	20817 	20454 	20401 
BEDPL,NR,I552_I553,DEG2,SK	: c	27295 	29076 	: c	31137 	32552 
BEDPL,NR,I552_I553,DEG2,UK	: 	1018316 	1017808 	: 	1016219 	995776 
BEDPL,NR,I552_I553,DEG2,XK	514 u	: 	: 	: 	: 	: 
BEDPL,NR,I552_I553,DEG3,AT	307909 	304793 	302043 	310958 	304210 	309147 
BEDPL,NR,I552_I553,DEG3,BE	113848 	112166 	110669 	105546 	110151 	110483 
BEDPL,NR,I552_I553,DEG3,BG	26935 	27726 	25819 	25053 	24139 	23289 
BEDPL,NR,I552_I553,DEG3,CH	: 	300130 	: 	: 	: 	: 
BEDPL,NR,I552_I553,DEG3,CY	988 	988 	988 	2428 	2428 	2428 b
BEDPL,NR,I552_I553,DEG3,CZ	280413 	289131 	292106 	295289 	303331 	307897 b
BEDPL,NR,I552_I553,DEG3,DE	942660 	938101 	942550 	941211 	955280 	960839 
BEDPL,NR,I552_I553,DEG3,DK	273705 	272584 	273197 	276455 	277634 	278850 
BEDPL,NR,I552_I553,DEG3,EA	7075782 e	7505224 	7489833 	: 	: 	: 
BEDPL,NR,I552_I553,DEG3,EE	19327 	20410 	19154 	19775 	18254 	16643 
BEDPL,NR,I552_I553,DEG3,EL	419054 e	397328 e	396826 e	408372 e	404031 	403861 e
BEDPL,NR,I552_I553,DEG3,ES	581379 	801622 	798822 	788504 	766905 	757488 
BEDPL,NR,I552_I553,DEG3,EU27	9019363 e	9501209 	9473043 	9435045 e	9352263 	9337715 e
BEDPL,NR,I552_I553,DEG3,EU28	9655925 e	10091949 	10026451 	9971030 e	9879600 	9821727 e
BEDPL,NR,I552_I553,DEG3,FI	86958 	86392 	85666 	85203 	84824 	85674 
BEDPL,NR,I552_I553,DEG3,FR	: 	2595183 	2597774 	2594860 	2550286 	2534145 
BEDPL,NR,I552_I553,DEG3,HR	636562 	590740 	553408 	535985 	527337 	489299 
BEDPL,NR,I552_I553,DEG3,HU	111831 	148644 	147797 	145192 	144185 	143191 
BEDPL,NR,I552_I553,DEG3,IE	: 	36126 	36126 	38932 e	39704 	: 
BEDPL,NR,I552_I553,DEG3,IS	7495 	7826 	7841 	7843 	: 	: 
BEDPL,NR,I552_I553,DEG3,IT	1120091 	1380898 	1365764 	1339574 	1303482 	1338439 
BEDPL,NR,I552_I553,DEG3,LI	0 	0 	0 	0 	: 	: 
BEDPL,NR,I552_I553,DEG3,LT	31936 	30471 	29540 	29286 	26796 	25965 
BEDPL,NR,I552_I553,DEG3,LU	39945 	39951 	41543 	42133 	43598 	44581 
BEDPL,NR,I552_I553,DEG3,LV	16326 	12346 	10623 	9899 	10826 	9970 
BEDPL,NR,I552_I553,DEG3,MK	16325 	16216 	16523 	: 	: 	: 
BEDPL,NR,I552_I553,DEG3,MT	110 	26 	0 	30 	30 	30 
BEDPL,NR,I552_I553,DEG3,NL	559777 	558556 	561034 	561421 	585268 b	512416 
BEDPL,NR,I552_I553,DEG3,NO	294414 	272800 	278725 	297267 	292480 	244660 
BEDPL,NR,I552_I553,DEG3,PL	236960 	251315 	242860 	239099 	240628 	242654 
BEDPL,NR,I552_I553,DEG3,PT	115970 	105045 	103050 	87220 	68017 b	69665 
BEDPL,NR,I552_I553,DEG3,RO	62305 	55893 	51442 	45493 	43724 	37536 
BEDPL,NR,I552_I553,DEG3,SE	381116 	380376 	379674 	382278 	380825 	378121 
BEDPL,NR,I552_I553,DEG3,SI	39627 u	38060 u	36661 u	38740 	38397 	38026 
BEDPL,NR,I552_I553,DEG3,SK	48568 	46762 	51000 	50814 	54030 	55032 
BEDPL,NR,I552_I553,DEG3,UK	: 	570316 	570315 	: 	571280 	557037 
BEDPL,NR,I552_I553,DEG3,XK	46 u	: 	: 	: 	: 	: 
BEDPL,NR,I552_I553,TOTAL,AT	403806 	399497 	393123 	394812 	379587 	384488 b
BEDPL,NR,I552_I553,TOTAL,BE	244346 	239236 	239185 	238331 	244226 	243028 b
BEDPL,NR,I552_I553,TOTAL,BG	55230 	46395 	43375 	42731 	40237 	39981 b
BEDPL,NR,I552_I553,TOTAL,CH	: 	409596 	: 	: 	: 	: 
BEDPL,NR,I552_I553,TOTAL,CY	988 	988 	988 	2428 	2428 	2428 b
BEDPL,NR,I552_I553,TOTAL,CZ	398179 	398807 	400804 	403951 	422796 	428645 b
BEDPL,NR,I552_I553,TOTAL,DE	1566113 	1551553 	1561866 	1554850 	1569197 	1575552 b
BEDPL,NR,I552_I553,TOTAL,DK	330649 	327944 	326454 	329598 	330465 	353021 b
BEDPL,NR,I552_I553,TOTAL,EA	12803861 e	12580602 	12518985 	: 	: 	: 
BEDPL,NR,I552_I553,TOTAL,EE	27516 	27067 	25452 	25658 	23493 	21389 b
BEDPL,NR,I552_I553,TOTAL,EL	478969 e	443419 e	443063 e	438564 e	434125 	433655 e
BEDPL,NR,I552_I553,TOTAL,ES	1642043 	1621832 	1620110 	1607071 	1569539 	1556096 b
BEDPL,NR,I552_I553,TOTAL,EU27	16935909 e	16708453 	16615998 	16554357 e	16380377 	16086040 b
BEDPL,NR,I552_I553,TOTAL,EU28	17829416 e	17528345 	17389936 	17286309 e	17085530 	16728176 b
BEDPL,NR,I552_I553,TOTAL,FI	118639 	117725 	117925 	117199 	117221 	111397 b
BEDPL,NR,I552_I553,TOTAL,FR	: 	3821273 	3828622 	3834964 	3790784 	3763866 b
BEDPL,NR,I552_I553,TOTAL,HR	893507 	819892 	773938 	731952 	705153 	642136 b
BEDPL,NR,I552_I553,TOTAL,HU	237672 	264993 	263267 	261706 	248883 	212227 b
BEDPL,NR,I552_I553,TOTAL,IE	: 	49673 	49673 	54602 e	55374 e	58709 be
BEDPL,NR,I552_I553,TOTAL,IS	13800 	14220 	14005 	13651 	: 	: 
BEDPL,NR,I552_I553,TOTAL,IT	2798352 	2694287 	2628497 	2608193 	2494357 	2511897 b
BEDPL,NR,I552_I553,TOTAL,LI	782 	774 	784 	723 	: 	: 
BEDPL,NR,I552_I553,TOTAL,LT	51836 	48359 	45177 	44467 	41494 	39797 b
BEDPL,NR,I552_I553,TOTAL,LU	48069 	48173 	49469 	50071 	51719 	52690 b
BEDPL,NR,I552_I553,TOTAL,LV	: c	: c	: c	16293 	15806 	15134 b
BEDPL,NR,I552_I553,TOTAL,ME	6728 b	117906 	: 	: 	: 	114703 b
BEDPL,NR,I552_I553,TOTAL,MK	25946 	25810 	26110 	26745 	26798 	27255 b
BEDPL,NR,I552_I553,TOTAL,MT	1658 	1695 	1600 	1651 	1734 	1199 b
BEDPL,NR,I552_I553,TOTAL,NL	1107533 	1108739 	1117362 	1121473 	1160707 b	987071 b
BEDPL,NR,I552_I553,TOTAL,NO	380062 	354451 	363656 	389858 	385827 	329568 b
BEDPL,NR,I552_I553,TOTAL,PL	438040 	423415 	408719 	401502 	405148 	411288 b
BEDPL,NR,I552_I553,TOTAL,PT	257087 	230597 	223501 	209953 	181181 b	190191 b
BEDPL,NR,I552_I553,TOTAL,RO	119041 	112463 	100614 	91276 	88616 	72958 b
BEDPL,NR,I552_I553,TOTAL,RS	: 	: 	: 	48345 	46000 	57426 b
BEDPL,NR,I552_I553,TOTAL,SE	560215 	560812 	562470 	566435 	569281 	564477 b
BEDPL,NR,I552_I553,TOTAL,SI	70498 u	67441 u	64322 u	61990 	61087 	60974 b
