unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,PERS,N1-3,OUT,TOT_R,LU	: 	46464.59 	59455.59 	54745.94 	40278.31 	40385.82 
THS_NAC,PERS,N1-3,OUT,TOT_R,LV	: 	19307.18 	21582.9 	14385.72 	12541.17 	6341.69 
THS_NAC,PERS,N1-3,OUT,TOT_R,MT	14611.02 	11632.01 	9566.52 	8249.06 b	6414.33 	5576.99 
THS_NAC,PERS,N1-3,OUT,TOT_R,NL	: 	275382.28 	252981.15 	238535.13 	287728.05 	314793.97 
THS_NAC,PERS,N1-3,OUT,TOT_R,NO	2984000.72 	2958046.23 	2554276.04 	2990952.22 	2103720.1 	: 
THS_NAC,PERS,N1-3,OUT,TOT_R,PL	622891.82 	385738.36 	377198.49 	281451.97 b	547615.69 	453193.7 
THS_NAC,PERS,N1-3,OUT,TOT_R,PT	27374.06 	26870.29 	19202.1 	17728.03 	12171.47 	17403.39 
THS_NAC,PERS,N1-3,OUT,TOT_R,RO	34640.85 	43582.69 	30715.61 	21714.17 u	38137.75 	29741.1 u
THS_NAC,PERS,N1-3,OUT,TOT_R,SE	: 	2802453.83 	2859584.67 	1682145.07 	: 	: 
THS_NAC,PERS,N1-3,OUT,TOT_R,SI	47308.34 	38990.71 	42607.43 	30685.6 	32066.39 	24845.39 
THS_NAC,PERS,N1-3,OUT,TOT_R,SK	44394.39 	38312.7 u	26215.18 	22652.81 	15888.55 bu	16947.22 
THS_NAC,PERS,N1-3,OUT,TOT_R,UK	: 	: 	: 	: 	1002387.15 	: u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,AT	0 u	0 u	: u	0 u	0 u	3801.59 u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,BE	: u	0 	0 u	0 u	416.82 u	: u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,CH	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,CY	: c	: u	5.12 u	: u	0 bu	10.22 u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,CZ	0 u	25192.3 u	29322.21 u	5677.12 u	11602.4 u	18760.26 u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,DE	39681.27 	68243.11 	33113.58 u	27046.96 u	45549.7 	13592.94 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,DK	: 	239838.64 	253345.93 	255569.71 b	122911.56 b	58153.04 u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,EE	233.04 	53.49 	117.59 	30.68 	300.4 	970.76 u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,EL	: 	0 u	0 u	0 	15.84 u	0 u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,ES	18.19 	1123 	629.52 b	4712.57 	4222.63 	4656.74 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,EU28	: 	: 	: 	: 	: 	194179.01 e
THS_NAC,PERS,N1-3,WORLD,NR_OTH,FI	0 	396.18 	129.97 	0 	0 	0 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,FR	1328.74 	1034.48 	1694.82 	436.59 	4639.19 	348.17 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,HR	2769.92 u	: 	663.39 u	157.56 u	892.66 u	2953.35 u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,HU	7544 	0 	0 	45632 	44948 	5240 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,IE	39.91 	0 	0 	0 	0 	270.18 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,IT	0 u	0 u	0 u	0 bu	: u	0 u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,LT	0 	0 	0 	0 	1449.77 	651.63 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,LU	: 	: 	: u	0 u	: u	: u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,LV	: 	0 	0 	642.28 	691.12 	852.21 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,MT	0 u	0 u	0 u	: u	: u	: 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,NL	: 	764.54 u	2390.72 u	: u	3215.2 u	2507.79 u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,NO	74124.21 	73538.02 	39239.4 	32423.84 	36299.47 	: 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,PL	3195.5 	6895.33 	7167.2 	2474.13 b	45726.43 	49050.03 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,PT	1862.8 	1028.08 	: u	: 	1098.59 	117.91 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,RO	4705.45 	4804.17 	4492.4 	4340.5 	2235.38 	444.49 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,SE	: 	0 	0 	0 	: 	: 
THS_NAC,PERS,N1-3,WORLD,NR_OTH,SI	: c	: u	: u	0 u	0 u	: u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,SK	: c	: u	: u	: u	: u	0 u
THS_NAC,PERS,N1-3,WORLD,NR_OTH,UK	: 	: 	: 	: 	52554.51 	: u
THS_NAC,PERS,N1-3,WORLD,NR_OWN,AT	0 	0 	0 	0 	0 	0 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,BE	4230.16 b	0 	0 	0 	0 	2941.48 u
THS_NAC,PERS,N1-3,WORLD,NR_OWN,BG	0 	0 	0 	0 	0 	0 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,CH	: 	1496.67 u	0 u	0 u	635.8 u	: u
THS_NAC,PERS,N1-3,WORLD,NR_OWN,CY	0 	0 	0 	0 	0 b	0 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,CZ	33256.59 	13049.17 	3146.32 	4049.03 	0 	324.39 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,DE	70127.17 	85786.7 	65818.25 	58165.4 	35256.64 	70493.81 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,DK	: 	1012506.16 	1059969.31 	1175035.74 b	1207373.9 b	405110.98 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,EE	13.59 u	39.18 u	46.06 	0 	0 u	422.83 u
THS_NAC,PERS,N1-3,WORLD,NR_OWN,EL	: 	0 	0 	0 	0 	881.41 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,ES	341.4 	514.46 	1215.07 b	190439.07 	236971.06 	261504.06 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,EU28	: 	: 	: 	: 	: 	917224.74 e
THS_NAC,PERS,N1-3,WORLD,NR_OWN,FI	0 	0 	181.72 	358.1 	665.74 	53.45 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,FR	2550.08 	3280.7 	186.89 	580.86 	1356.23 	460.18 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,HR	0 	: 	343.44 	0 	3862.05 	242.06 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,HU	16047 	37995 	3996 	2340 	0 	35570 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,IE	0 	0 	0 	199.16 	0 	303.12 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,IT	0 u	0 	0 	0 b	0 	0 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,LT	0 	0 	0 	2.87 	0 	190.79 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,LU	: 	0 u	0 u	0 	0 	0 u
THS_NAC,PERS,N1-3,WORLD,NR_OWN,LV	: 	0 	0 	45.31 	25.21 	191.44 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,MT	0 	0 	0 	0 b	0 	0 u
THS_NAC,PERS,N1-3,WORLD,NR_OWN,NL	: 	0 	0 	0 	0 	0 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,NO	185393.06 	312348.74 	164022.68 	200823.4 	147047.42 	: 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,PL	24343.2 	19599.18 	16419.97 	3698.6 b	5707.4 	53797.88 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,PT	32.4 	58.42 	4741.95 	509.3 	219.83 	0 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,RO	76208.17 	65511.19 	55913.6 	67484.93 	63962.78 	71651.59 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,SE	: 	0 	0 	0 	: 	: 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,SI	0 	0 	0 	0 	0 	424.73 
THS_NAC,PERS,N1-3,WORLD,NR_OWN,SK	1222.2 u	0 u	: u	: u	: u	: u
THS_NAC,PERS,N1-3,WORLD,NR_OWN,UK	: 	: 	: 	: 	3556.7 	: u
THS_NAC,PERS,N1-3,WORLD,NR_RF,AT	0 	0 	198.81 	0 	0 	6451.46 
THS_NAC,PERS,N1-3,WORLD,NR_RF,BE	14582.96 b	0 	0 	0 	6571.7 	5304.51 
THS_NAC,PERS,N1-3,WORLD,NR_RF,BG	0 	0 	0 	0 	0 	0 
THS_NAC,PERS,N1-3,WORLD,NR_RF,CH	: 	7739.65 	7808.64 	10420.76 	58257.75 	8545.71 
THS_NAC,PERS,N1-3,WORLD,NR_RF,CY	0 	48.88 	0 	45.11 	17.25 b	6.15 
THS_NAC,PERS,N1-3,WORLD,NR_RF,CZ	229415 	99810.36 	53500.66 	15583.85 	26392.7 	26988.36 
THS_NAC,PERS,N1-3,WORLD,NR_RF,DE	141004.95 	82253.36 	73008.77 	71907.48 	95588.74 	78268.53 
THS_NAC,PERS,N1-3,WORLD,NR_RF,DK	: 	4589793.94 	4561083.41 	5046872.7 b	5133939.2 b	2780702.49 
THS_NAC,PERS,N1-3,WORLD,NR_RF,EE	584.61 	314.78 	445.98 	98.44 	15.13 	6982.54 
THS_NAC,PERS,N1-3,WORLD,NR_RF,EL	: 	0 	0 	0 	15.84 	65.96 
THS_NAC,PERS,N1-3,WORLD,NR_RF,ES	4869.56 	7325.82 	7994.61 b	409819.24 	484990.09 	448589.4 
THS_NAC,PERS,N1-3,WORLD,NR_RF,EU28	: 	: 	: 	: 	: 	4287057.46 e
THS_NAC,PERS,N1-3,WORLD,NR_RF,FI	1240.5 	2798.65 	1998.36 	2052.74 	1237.43 	2804.79 
THS_NAC,PERS,N1-3,WORLD,NR_RF,FR	41309.61 	31073.21 	32532.39 	41919.48 	29857.56 	35589.75 
THS_NAC,PERS,N1-3,WORLD,NR_RF,HR	2304.76 	: 	1127.46 	0 	10868.26 	7090.58 
THS_NAC,PERS,N1-3,WORLD,NR_RF,HU	443349.94 	236993.75 	101743.39 	333771.7 	74342.68 	131935 
THS_NAC,PERS,N1-3,WORLD,NR_RF,IE	790.49 	448.75 	184.3 	0 	0 	3576.47 
THS_NAC,PERS,N1-3,WORLD,NR_RF,IT	0 	0 	0 	0 b	459.22 	0 
THS_NAC,PERS,N1-3,WORLD,NR_RF,LT	0 	0 	0 	27.71 	3701.89 	1597.92 
THS_NAC,PERS,N1-3,WORLD,NR_RF,LU	: 	0 	0 	0 	0 	57.32 
THS_NAC,PERS,N1-3,WORLD,NR_RF,LV	: 	51.46 	190.7 	216.29 	886.23 	761.19 
THS_NAC,PERS,N1-3,WORLD,NR_RF,MT	3.99 	31.95 	0 	0 b	0 	3.32 
THS_NAC,PERS,N1-3,WORLD,NR_RF,NL	: 	3323.31 	2976.33 	3931.03 	3019.36 	8596.65 
THS_NAC,PERS,N1-3,WORLD,NR_RF,NO	731165.63 	595271.06 	271681.11 	361213.68 	159348.22 	: 
THS_NAC,PERS,N1-3,WORLD,NR_RF,PL	475247.6 	425267.23 	419172.46 	239616.35 b	65273.16 	543454.03 
THS_NAC,PERS,N1-3,WORLD,NR_RF,PT	365.4 	556.6 	425.8 	3181.71 	370.75 	4039.61 
THS_NAC,PERS,N1-3,WORLD,NR_RF,RO	23800.31 	20947.56 	14957.02 	17006.22 	8230.34 	20267.08 
THS_NAC,PERS,N1-3,WORLD,NR_RF,SE	: 	0 	0 	0 	: 	: 
THS_NAC,PERS,N1-3,WORLD,NR_RF,SI	0 	0 	0 	0 	0 	34.8 
THS_NAC,PERS,N1-3,WORLD,NR_RF,SK	938.57 	0 	988.74 	447.73 	221.41 b	532.07 
THS_NAC,PERS,N1-3,WORLD,NR_RF,UK	: 	: 	: 	: 	116423.92 	: u
THS_NAC,PERS,N1-3,WORLD,R_CAMP,AT	11599.35 	16093.62 	6429.98 u	12008.85 	16145.86 	19023.95 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,BE	8336.27 b	6258.99 	6969.23 	6798.63 	10232.05 	1790.05 u
THS_NAC,PERS,N1-3,WORLD,R_CAMP,BG	1746.28 u	: u	: u	: u	5097.72 	7367.02 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,CH	: 	20100.87 u	7624.44 u	8804.38 u	10612.82 u	: u
THS_NAC,PERS,N1-3,WORLD,R_CAMP,CY	: c	: u	: u	: u	19.88 bu	23.2 u
THS_NAC,PERS,N1-3,WORLD,R_CAMP,CZ	154050.01 	177191.17 	200356.7 	122544.42 	109233.16 	113027.55 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,DE	91131.01 	116626.81 	126213.23 	139613.26 	193048.24 	121131.06 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,DK	: 	358968.12 	188459 	320932.68 b	126841.37 b	48480.92 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,EE	: c	1060.15 u	546.04 u	688.73 u	1130.32 	: u
THS_NAC,PERS,N1-3,WORLD,R_CAMP,EL	: 	646.01 u	463.52 u	500.75 u	512.78 u	881.5 u
THS_NAC,PERS,N1-3,WORLD,R_CAMP,ES	97129.43 	76792.13 	79235.36 b	42329.43 	41958.61 	26550.76 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,EU28	: 	: 	: 	: 	: 	1419553.62 e
THS_NAC,PERS,N1-3,WORLD,R_CAMP,FI	9274.33 	9776.53 	6174.09 	8292.1 	9962.52 	7358.35 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,FR	168099.13 	131498.75 	124370.46 	136178.43 	115959.89 	132383.05 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,HR	: u	: 	: u	: u	: u	36384.7 u
THS_NAC,PERS,N1-3,WORLD,R_CAMP,HU	1061266.7 	562210.56 	529952.13 	619722.96 	453597.79 	506510.96 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,IE	14594.96 	11286.1 	7264.11 	7067.54 	7643.71 	6404.1 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,IT	41865.14 u	39100.96 u	19414.74 u	24224.68 bu	18805.26 u	42073.23 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,LT	687.85 	1288.36 	2866.47 	1402.4 	4668.41 	3595.21 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,LU	: 	: u	558.81 u	696.38 u	260.4 u	139.19 u
THS_NAC,PERS,N1-3,WORLD,R_CAMP,LV	: 	3636.31 	3504.75 	3805.32 	3718.45 	1579.07 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,MT	: 	814.49 u	788.68 u	: 	: 	: 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,NL	: 	29558.42 	22607.34 	21698 	27574.24 	32148.4 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,NO	237708.88 	282357.71 	289445.59 	256508.21 	209788.44 	: 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,PL	47490.91 	33972.61 	23495.22 	16162.82 b	73173.89 	86950.39 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,PT	1690.8 	1438.16 u	5622.81 	4247.15 	1276.54 u	2002.99 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,RO	10159.87 	10940.21 	15463.3 	6376.79 	5268.22 	4244.29 u
THS_NAC,PERS,N1-3,WORLD,R_CAMP,SE	: 	335180.33 	381520.41 	252927.12 	: 	: 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,SI	3651.85 	5388.39 	4567.81 	4468.28 	6090.09 	4362.78 
THS_NAC,PERS,N1-3,WORLD,R_CAMP,SK	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N1-3,WORLD,R_CAMP,UK	: 	: 	: 	: 	237676.69 	: u
THS_NAC,PERS,N1-3,WORLD,R_HOT,AT	1047403.54 	1000785.68 	904095.45 	888689.78 	888218.73 	1022156.43 
THS_NAC,PERS,N1-3,WORLD,R_HOT,BE	401798.77 b	396365.48 	326725.37 	314956.37 	323605 	269436.08 
THS_NAC,PERS,N1-3,WORLD,R_HOT,BG	63880.75 	43503.69 	40224.45 	50978.71 	39586.49 	33798.29 
THS_NAC,PERS,N1-3,WORLD,R_HOT,CH	: 	864901.79 	849901.72 	827372.99 	970274.12 	682896.41 
THS_NAC,PERS,N1-3,WORLD,R_HOT,CY	52843.11 	44191.48 	46010.31 	43920.29 	34157.41 b	47811.17 
THS_NAC,PERS,N1-3,WORLD,R_HOT,CZ	3605910.06 	3219986.82 	2448637.26 	2312173.51 	2029011.15 	1932392.43 
THS_NAC,PERS,N1-3,WORLD,R_HOT,DE	5290916.13 	5319859.37 	5258178.64 	4770217.18 	5664985.52 	4973588 
THS_NAC,PERS,N1-3,WORLD,R_HOT,DK	: 	3407480.96 	2641464.31 	2256408.24 b	2030226.59 b	1002913.24 
THS_NAC,PERS,N1-3,WORLD,R_HOT,EE	50638.6 	44787.87 	35110.69 	41444.87 	30622.86 	27297.03 
THS_NAC,PERS,N1-3,WORLD,R_HOT,EL	: 	33037.67 	34951.8 	33540.31 	27261.09 	32650.94 
THS_NAC,PERS,N1-3,WORLD,R_HOT,ES	1617429.37 	1521904.94 	1488511.45 b	948009.4 	826273.11 	740958.77 
THS_NAC,PERS,N1-3,WORLD,R_HOT,EU28	: 	: 	: 	: 	: 	66490571.37 e
THS_NAC,PERS,N1-3,WORLD,R_HOT,FI	658198.92 	572083.23 	584308.21 	544427.11 	588820.01 	618461.55 
THS_NAC,PERS,N1-3,WORLD,R_HOT,FR	2098131.72 	1571551.2 	1560560.76 	1681594.22 	1609830.27 	1603160.53 
THS_NAC,PERS,N1-3,WORLD,R_HOT,HR	429461.72 	: 	402614.64 	428507.08 	458004.69 	460631.57 
THS_NAC,PERS,N1-3,WORLD,R_HOT,HU	91273713.36 	74077912.48 	65175403.93 	59191467.83 	45372027.38 	45962013.11 
THS_NAC,PERS,N1-3,WORLD,R_HOT,IE	535660.47 	439175.86 	439422.81 	371763.67 	350693.07 	340288.76 
THS_NAC,PERS,N1-3,WORLD,R_HOT,IT	1071809.09 	1142888.3 	899151.67 	759043.51 b	880421.9 	1110678.49 
THS_NAC,PERS,N1-3,WORLD,R_HOT,LT	51747.41 	47101.3 	45601.06 	30527.36 	81129.62 	90325.97 
THS_NAC,PERS,N1-3,WORLD,R_HOT,LU	: 	42750.74 	55924.32 	51745.59 	38386.79 	39431.3 
THS_NAC,PERS,N1-3,WORLD,R_HOT,LV	: 	21578.55 	24089.2 	16902.71 	15988.43 	8624.47 
THS_NAC,PERS,N1-3,WORLD,R_HOT,MT	18139.18 	15756.24 	12964.37 	12405.04 b	8655.97 	11611.52 
THS_NAC,PERS,N1-3,WORLD,R_HOT,NL	: 	525223.98 	476155.55 	443969.52 	501183.98 	535200.06 
THS_NAC,PERS,N1-3,WORLD,R_HOT,NO	5464151.65 	4510403.27 	4213733.94 	4746156.3 	3481442.39 	: 
THS_NAC,PERS,N1-3,WORLD,R_HOT,PL	1323721.2 	989802.95 	825340.13 	607998.49 b	1891806.44 	1625070.15 
THS_NAC,PERS,N1-3,WORLD,R_HOT,PT	100979.21 	83090.98 	86705.04 	70028.78 	40798.62 	64719.43 
THS_NAC,PERS,N1-3,WORLD,R_HOT,RO	234145.41 	235415.92 	191875.51 	142776.7 	162105.48 	235409.35 
THS_NAC,PERS,N1-3,WORLD,R_HOT,SE	: 	8331517.77 	7702181.89 	5241956.17 	: 	: 
THS_NAC,PERS,N1-3,WORLD,R_HOT,SI	56419.44 	51353.13 	49394.14 	42061.2 	40860.64 	33521.26 
THS_NAC,PERS,N1-3,WORLD,R_HOT,SK	164170.35 	102779.98 	66827.04 	51227.5 	50414.69 b	58032.66 
THS_NAC,PERS,N1-3,WORLD,R_HOT,UK	: 	: 	: 	: 	3423279.71 	: u
THS_NAC,PERS,N1-3,WORLD,R_OTH,AT	138054.88 	144381.46 	134178.24 	127583.97 	119942.16 	131967.08 
THS_NAC,PERS,N1-3,WORLD,R_OTH,BE	100394.82 b	97316.23 	93598.25 	73108.33 	72663.8 	63571.27 
THS_NAC,PERS,N1-3,WORLD,R_OTH,BG	16515.51 	10467.92 	10505.44 	17289.48 	10010.75 	4333.48 
THS_NAC,PERS,N1-3,WORLD,R_OTH,CH	: 	77747.79 	90723.96 	96789.91 	144510.06 	67690.31 
THS_NAC,PERS,N1-3,WORLD,R_OTH,CY	621.89 	801.38 	652.98 	698.25 	1374.65 b	10087.87 
THS_NAC,PERS,N1-3,WORLD,R_OTH,CZ	918709.44 	1036191.23 	688135.67 	670257.21 	705689.58 	624416.59 
THS_NAC,PERS,N1-3,WORLD,R_OTH,DE	604741.72 	641913.14 	540572.24 	467578.16 	609961.81 	569670.74 
THS_NAC,PERS,N1-3,WORLD,R_OTH,DK	: 	465788.75 	496963.89 	644760.04 b	438582.32 b	195396.61 
THS_NAC,PERS,N1-3,WORLD,R_OTH,EE	13710.71 	15153.09 	12166.61 	4676.63 	4491.58 	4552.99 u
THS_NAC,PERS,N1-3,WORLD,R_OTH,EL	: 	8654.95 	8762.06 	8255.19 	6985.03 	20139.07 
THS_NAC,PERS,N1-3,WORLD,R_OTH,ES	594399.48 	435927.17 	379282.63 b	91271.71 	77010.44 	61457.89 
THS_NAC,PERS,N1-3,WORLD,R_OTH,EU28	: 	: 	: 	: 	: 	7913940.82 e
THS_NAC,PERS,N1-3,WORLD,R_OTH,FI	133530.64 	134508.13 	113058.6 	135796.51 	159331.3 	147059.76 
THS_NAC,PERS,N1-3,WORLD,R_OTH,FR	864110.34 	728539.03 	647044.21 	666943.29 	593284.9 	573620.28 
THS_NAC,PERS,N1-3,WORLD,R_OTH,HR	159286.62 	: 	80838.24 	111720.29 	124075.49 	139542.99 
THS_NAC,PERS,N1-3,WORLD,R_OTH,HU	6986982.68 	5248246.48 	5131842.3 	3620755.78 	3724486.89 	4051308.02 
THS_NAC,PERS,N1-3,WORLD,R_OTH,IE	70730.34 	55495.21 	49957.46 	34787.92 	26043.29 	29050.9 
THS_NAC,PERS,N1-3,WORLD,R_OTH,IT	410467.47 	414175.59 	324936.84 	239181.04 b	201698.58 	226087.72 
THS_NAC,PERS,N1-3,WORLD,R_OTH,LT	12999.13 	11981.87 	6681.97 	7848.37 	15052.65 	23228.69 
THS_NAC,PERS,N1-3,WORLD,R_OTH,LU	: 	4151.72 	4047.05 	3659.47 	2974.96 	1851.12 
THS_NAC,PERS,N1-3,WORLD,R_OTH,LV	: 	2327.56 u	2012.71 u	3042.25 	2442.87 u	900.98 u
THS_NAC,PERS,N1-3,WORLD,R_OTH,MT	6937.09 	4607.02 	4735.15 	4273.34 b	3505.96 	3478.79 
THS_NAC,PERS,N1-3,WORLD,R_OTH,NL	: 	227098.09 	197792.38 	154770.09 	176837.69 	191603.82 
THS_NAC,PERS,N1-3,WORLD,R_OTH,NO	907040.53 	948252.81 	835015.85 	831678.01 	694124.54 	: 
THS_NAC,PERS,N1-3,WORLD,R_OTH,PL	527695.21 	437016.19 	331683.11 	279404.55 b	1157815.9 	693713 
THS_NAC,PERS,N1-3,WORLD,R_OTH,PT	15281.15 	15690.52 	5917.26 	4202.13 	8380.91 	1676.65 
THS_NAC,PERS,N1-3,WORLD,R_OTH,RO	209129.13 	195401.12 	165610.96 	141789.47 	118217.36 	: u
THS_NAC,PERS,N1-3,WORLD,R_OTH,SE	: 	1191743.31 	973854.26 	589535.37 	: 	: 
THS_NAC,PERS,N1-3,WORLD,R_OTH,SI	24068.83 	17784.48 	19437.37 	17532.45 	14072.84 	14077.41 
THS_NAC,PERS,N1-3,WORLD,R_OTH,SK	37715.02 	35274.15 	34555.9 	44861.93 	23041.61 b	15406.98 
THS_NAC,PERS,N1-3,WORLD,R_OTH,UK	: 	: 	: 	: 	364501.08 	: u
THS_NAC,PERS,N1-3,WORLD,TOTAL,AT	1197057.76 	1161260.76 	1044902.47 	1028282.6 	1024306.75 	1183400.52 
THS_NAC,PERS,N1-3,WORLD,TOTAL,BE	529963.63 b	499940.69 	427292.86 	394863.34 	413489.37 	344835.26 
THS_NAC,PERS,N1-3,WORLD,TOTAL,BG	82142.53 	54410.12 	52296.07 	69501.31 	54694.96 	45498.79 
THS_NAC,PERS,N1-3,WORLD,TOTAL,CH	: 	975067.95 	956272.08 	943928.54 	1184433.11 	771545.03 
THS_NAC,PERS,N1-3,WORLD,TOTAL,CY	53479.93 	45117.33 	46680.41 	44681.4 	35569.19 b	57938.61 
THS_NAC,PERS,N1-3,WORLD,TOTAL,CZ	4941341.11 	4571421.04 	3423098.82 	3130285.15 	2881928.99 	2715909.59 
THS_NAC,PERS,N1-3,WORLD,TOTAL,DE	6237602.23 	6314682.49 	6096904.7 	5534528.45 	6644390.66 	5826745.08 
THS_NAC,PERS,N1-3,WORLD,TOTAL,DK	: 	10074376.58 	9201285.85 	9699579.1 b	9059874.94 b	4490757.26 
THS_NAC,PERS,N1-3,WORLD,TOTAL,EE	65748.9 	61408.56 	48432.96 	46939.34 	36560.29 	40877.56 
THS_NAC,PERS,N1-3,WORLD,TOTAL,EL	: 	42338.63 	44177.38 	42296.24 	34790.58 	54618.88 
THS_NAC,PERS,N1-3,WORLD,TOTAL,ES	2314187.43 	2043587.51 	1956868.64 b	1686581.43 	1671425.95 	1543717.62 
THS_NAC,PERS,N1-3,WORLD,TOTAL,EU28	: 	: 	: 	: 	: 	81222527.03 e
THS_NAC,PERS,N1-3,WORLD,TOTAL,FI	802244.4 	719562.73 	705850.95 	690926.57 	760017.01 	775737.9 
THS_NAC,PERS,N1-3,WORLD,TOTAL,FR	3175529.62 	2466977.35 	2366389.54 	2527652.87 	2354928.04 	2345561.96 
THS_NAC,PERS,N1-3,WORLD,TOTAL,HR	600744.36 	: 	494007.57 	544464.37 	605283.87 	646845.26 
THS_NAC,PERS,N1-3,WORLD,TOTAL,HU	99788903.68 	80163358.26 	70942937.75 	63813690.27 	49669402.73 	50692577.09 
THS_NAC,PERS,N1-3,WORLD,TOTAL,IE	621816.17 	506405.92 	496828.68 	413818.29 	384380.07 	379893.52 
THS_NAC,PERS,N1-3,WORLD,TOTAL,IT	1524141.69 	1596164.85 	1243503.24 	1022449.23 b	1101384.96 	1378839.44 
THS_NAC,PERS,N1-3,WORLD,TOTAL,LT	65434.39 	60371.53 	55149.49 	39808.71 	106002.33 	119590.21 
THS_NAC,PERS,N1-3,WORLD,TOTAL,LU	: 	47093.38 	60530.18 	56101.44 	41622.15 	41478.92 
THS_NAC,PERS,N1-3,WORLD,TOTAL,LV	: 	27593.87 	29797.36 	24654.16 	23752.3 	12909.36 
THS_NAC,PERS,N1-3,WORLD,TOTAL,MT	25080.25 	21209.7 	17699.52 	16678.37 b	12294.62 	15093.63 
THS_NAC,PERS,N1-3,WORLD,TOTAL,NL	: 	785968.33 	701922.31 	625053.49 	711830.47 	770056.72 
THS_NAC,PERS,N1-3,WORLD,TOTAL,NO	7599583.96 	6722171.61 	5813138.57 	6428803.44 	4728050.48 	: 
THS_NAC,PERS,N1-3,WORLD,TOTAL,PL	2401693.62 	1912553.49 	1623278.09 	1149354.94 b	3239503.22 	3052035.48 
THS_NAC,PERS,N1-3,WORLD,TOTAL,PT	120211.76 	101862.75 	103412.85 	82169.08 	52145.24 	72556.59 
THS_NAC,PERS,N1-3,WORLD,TOTAL,RO	558148.33 	533020.17 	448312.8 	379774.61 	360019.58 	334443.12 
