unit,purpose,duration,partner,accommod,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,PROF,N_GE4,WORLD,NR_RF,NO	: u	: u	: u	43044.96 u	: u	: 
THS_NAC,PROF,N_GE4,WORLD,NR_RF,PL	30557.85 	31276.55 	32930.51 	11530.5 b	: u	49141.62 u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,PT	5.49 	2505.12 	126.68 	6968.86 	723.82 	1865.3 
THS_NAC,PROF,N_GE4,WORLD,NR_RF,RO	1925.36 u	781.8 u	2669.35 u	2011.11 u	470.48 u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,SE	: 	: u	: u	: u	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NR_RF,SI	: 	: 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,SK	: c	: 	: 	: u	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NR_RF,UK	: 	: 	: 	: 	25764.31 	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,AT	: c	: u	: u	: u	: u	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,BE	: u	65.95 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,BG	: 	: 	: 	: 	: u	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,CH	: 	: 	: u	: 	: u	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,CY	: 	: u	: u	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,CZ	: c	: 	: u	: u	: 	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,DE	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,DK	: 	: u	: 	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,EE	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,EL	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,ES	: c	: u	: u	: u	: u	1444.15 u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,EU28	: 	: 	: 	: 	: 	264948.63 e
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,FI	: c	: u	: 	: 	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,FR	: u	15964.91 u	19818.62 u	27854.53 u	71755.18 u	36119.7 u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,HR	: u	: 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,HU	: c	: 	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,IE	: c	: u	: u	: 	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,IT	: 	: u	: 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,LT	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,LU	: 	: 	: u	: 	: u	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,LV	: 	: c	: u	: 	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,MT	: 	: c	: u	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,NL	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,NO	: u	: u	: u	: u	: u	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,PL	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,PT	: c	: u	: u	: u	: 	4974.75 u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,RO	7149.83 u	4673.17 u	6448.66 u	11177.43 u	: u	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,SE	: 	: u	: u	: u	: 	: 
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,SI	: 	: 	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,R_CAMP,UK	: 	: 	: 	: 	7072.48 u	: u
THS_NAC,PROF,N_GE4,WORLD,R_HOT,AT	444966.67 	561060.47 	396187.55 	419761.11 	382619.31 	311321.08 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,BE	236444.68 b	233799.42 	184701.84 	145625.06 	259623.31 	194275.06 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,BG	20662.21 u	13972.05 u	10386.64 u	10357.36 u	16329.47 u	20066.3 u
THS_NAC,PROF,N_GE4,WORLD,R_HOT,CH	: 	270209.13 	332184.67 	200244.86 	288058.04 u	328627.62 u
THS_NAC,PROF,N_GE4,WORLD,R_HOT,CY	67241.66 	45445.06 	49459.97 	56442.51 	43212.14 b	35512.56 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,CZ	2093315.74 	630380.34 u	1218036.94 u	1279867.28 	1194480.4 	1574182.82 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,DE	4653332.29 	4774711.01 	4261955.42 	4260248.76 	5322327.09 	5216866.99 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,DK	: 	1696419.79 	2597148.98 	1954878.38 b	1551914.82 b	2524050.79 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,EE	44169.63 	49873.31 	40340.92 	68711.08 	26478.79 	27765.44 u
THS_NAC,PROF,N_GE4,WORLD,R_HOT,EL	: 	28115.61 	17347.5 	19162.3 	27977.24 	11891.12 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,ES	625944.14 	821799 	370543.8 b	174998.88 	232376.35 	129904.62 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,EU28	: 	: 	: 	: 	: 	28139494.96 e
THS_NAC,PROF,N_GE4,WORLD,R_HOT,FI	408736.82 	439048.5 	445230.25 	307837.95 	373505.86 	460518.39 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,FR	1139768.78 	820682.65 	891176.25 	1021205.5 	1065494.79 	949838.5 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,HR	655985.23 	: 	633281.03 	589156.25 	936383.67 	522341.9 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,HU	12483710.87 	14887931.05 	14062134.25 	9757431.8 	10669227.54 	10978666.84 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,IE	186743.83 	207703.92 	134120.6 	137670.67 	130562.27 	110507.39 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,IT	614875.23 	429509.06 	446491.05 	407358.2 b	399358.38 	901027.98 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,LT	53711.98 	46315.84 	33466.9 	31433.6 	109757.59 	75627.98 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,LU	: 	32274.57 	40808.97 	46294.37 	61969.58 	51597.66 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,LV	: 	23339.24 u	27041.64 u	11966.41 u	24344.42 u	10240.25 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,MT	15367.21 	12689.14 	16704.16 	12040.79 b	13062.49 	12888.94 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,NL	: 	318948.89 	220330.44 	235171.22 	225446.17 	190303.54 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,NO	3397997.93 	2983369.08 	1850501.75 	1549333.99 	742083.05 	: 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,PL	632376.39 	549506.4 	540385.8 	613632.4 b	1396606.46 	1505271.08 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,PT	45347.86 	53860.53 	51195.14 	45659.26 	22020.9 	30846.88 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,RO	131080.64 	93909.75 	129162.12 	93108.03 	117635.84 	150641.52 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,SE	: 	2278699.23 	1438591.2 	2164670.77 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,SI	44454.1 	59239.87 	51913.17 	48949.53 	25923.34 	42976.55 
THS_NAC,PROF,N_GE4,WORLD,R_HOT,SK	: c	: u	: u	: u	: u	34877.61 u
THS_NAC,PROF,N_GE4,WORLD,R_HOT,UK	: 	: 	: 	: 	2128264.57 	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,AT	61903.79 	58460.26 	97385.97 	48441.5 	84944 	80868.65 
THS_NAC,PROF,N_GE4,WORLD,R_OTH,BE	74152.26 bu	21538 	34333.32 u	25754.09 	37015.32 u	36639.14 u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,BG	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,CH	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,CY	: c	: u	: u	: u	: u	26389.8 u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,CZ	: c	375600.12 u	: u	: u	231603.21 u	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,DE	132898.15 u	394617.16 u	390624.72 u	545558.95 	647718.74 u	439434.31 u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,DK	: 	: u	219855.98 u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,EE	17099.52 u	13955.41 u	8727.28 u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,EL	: 	9618.01 u	: u	4679.66 u	7795.79 u	4137.18 u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,ES	137348.44 	106997.77 	68788.77 b	64210.11 	97642.86 	148338.76 
THS_NAC,PROF,N_GE4,WORLD,R_OTH,EU28	: 	: 	: 	: 	: 	4065727.62 e
THS_NAC,PROF,N_GE4,WORLD,R_OTH,FI	98346.6 u	115679.34 u	: u	54953.31 u	: u	45489.11 u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,FR	376252.47 	331921.77 	284067.03 	339100.32 	359710.57 	394690.75 
THS_NAC,PROF,N_GE4,WORLD,R_OTH,HR	447286.13 u	: 	199910.77 u	132892.46 	126351.1 u	49049.4 u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,HU	595705.58 u	1078362.26 	653568.83 u	725695.01 	412459.5 	1299323.24 
THS_NAC,PROF,N_GE4,WORLD,R_OTH,IE	14123.04 u	33043.69 u	: u	18574.28 u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,IT	: u	64612.22 u	179166.79 u	119896.56 bu	: u	100068.82 u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,LT	15736.14 	20181.21 	18170.71 	14736.85 	32593.49 	51241.86 
THS_NAC,PROF,N_GE4,WORLD,R_OTH,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,LV	: 	: c	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,MT	: c	: c	: c	: u	2031.45 	861.85 
THS_NAC,PROF,N_GE4,WORLD,R_OTH,NL	: 	30317.19 u	29229.79 u	: u	61546.3 u	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,NO	355962.4 u	463468.48 u	230635.24 u	270171.94 	76526.61 	: 
THS_NAC,PROF,N_GE4,WORLD,R_OTH,PL	257309.34 	225109.09 	204779 	215822.73 b	1220691.87 	501949.11 
THS_NAC,PROF,N_GE4,WORLD,R_OTH,PT	12098.13 u	12256.15 	5384.64 u	: u	4753.12 	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,RO	: c	9570.29 u	11154.23 u	10488.15 u	6887.61 u	: 
THS_NAC,PROF,N_GE4,WORLD,R_OTH,SE	: 	: u	: u	: u	: 	: 
THS_NAC,PROF,N_GE4,WORLD,R_OTH,SI	12052.5 u	: u	13248.3 u	11027.63 u	17875.64 u	8583.65 u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,SK	: 	: 	: u	: 	: u	: u
THS_NAC,PROF,N_GE4,WORLD,R_OTH,UK	: 	: 	: 	: 	124783.59 	: u
THS_NAC,PROF,N_GE4,WORLD,TOTAL,AT	506899.11 	619642.51 	494269.36 	468406.5 	467657.82 	400858.62 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,BE	322382.78 b	255403.36 	222071.18 	173163.93 	298253.77 	328982.96 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,BG	26396.79 u	21515.7 u	17778.9 u	11951.88 u	22038.55 	23109.87 u
THS_NAC,PROF,N_GE4,WORLD,TOTAL,CH	: 	321350.83 	398074.22 	238693.13 	347398.69 u	353530.15 u
THS_NAC,PROF,N_GE4,WORLD,TOTAL,CY	72317.22 	51853.64 	53017.56 	61605.17 	47750.43 b	62030.36 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,CZ	2229674.61 	1005980.46 	2036246.62 	1393799.58 	1429021.07 	1891513.59 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,DE	5058847.21 	5327362.34 	4804346.95 	4922769.03 	6146404.33 	5771882.64 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,DK	: 	1746219.78 	2994477.02 	2747500.08 b	1739195.63 b	2700485.29 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,EE	61503.04 	65481.24 	51576.87 	75008.68 	27655.24 	29806.65 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,EL	: 	38819.18 	22794.25 	24265.63 	36098.17 	16245.09 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,ES	770439.31 	933694.25 	443582.77 b	244198.81 	343218.93 	301290.89 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,EU28	: 	: 	: 	: 	: 	33587854.83 e
THS_NAC,PROF,N_GE4,WORLD,TOTAL,FI	509723.05 	556666 	461650.94 	363359.68 	407485.87 	508018.99 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,FR	1578699.5 	1187745.62 	1230281.58 	1421573.98 	1533061.65 	1406657.46 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,HR	1111686.82 	: 	836463.71 	735462.2 	1092497.9 	573868.24 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,HU	13178463.76 	16009484.31 	14781086.08 	10508369.81 	11290368.04 	12693779.08 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,IE	201055.01 	240965.01 	158682.59 	156244.94 	159750.88 	120776.62 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,IT	810489.22 	494315.19 	625657.84 	527254.76 b	431006.15 	1001096.8 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,LT	69993.75 	66657.54 	51701.46 	46220.07 	151315.46 	141857.73 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,LU	: 	35542.67 	43269.17 	56627.57 	70758.7 	54197.58 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,LV	: 	28251.55 u	27990.88 u	13078.29 u	29050.74 	12617.66 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,MT	16187.22 	12844.11 	17250.04 	12365.12 b	15093.94 	13770.87 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,NL	: 	365257.89 	262999.9 	280118.11 	303945.91 	234321.76 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,NO	3812798.97 	3540405.09 	2152681.34 	2020777 	840746.72 	: 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,PL	926685.09 	812340.58 	797171.27 	849458.83 b	2713606.82 	2187948.34 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,PT	60560.56 	69485.37 	73127.59 	59037.71 	28106.2 	40408.11 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,RO	161928.65 	113336.67 	153686.9 	123397.56 	144045.78 	158866.22 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,SE	: 	2541362.4 	1645244.14 	2306746.28 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,SI	56506.6 	69031.98 	67658.49 	59977.16 	43798.98 	52115.63 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,SK	: c	: u	: u	: u	87449.95 bu	38617.64 u
THS_NAC,PROF,N_GE4,WORLD,TOTAL,UK	: 	: 	: 	: 	2324101.48 	: u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,AT	0 u	0 u	0 u	0 	0 u	8668.89 u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,BE	: u	0 	0 	0 	1282.03 u	97769.58 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,CH	: 	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,CY	: c	: u	104.64 u	: u	375.05 bu	128 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,CZ	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,DE	265087.66 	75232.51 	133014.55 	94923.59 u	167282.55 	113679.13 u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,DK	: 	: u	177472.06 u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,EE	233.88 u	1486.7 u	2475.73 	782.97 	30.41 u	898.51 u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,EL	: 	0 	0 	0 	293.26 	0 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,ES	4509.57 	1905.81 	1527.79 b	4514.65 	12082.11 	21603.36 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,EU28	: 	: 	: 	: 	: 	1117683.62 e
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,FI	1443.88 u	659.86 u	3229.22 u	568.42 u	1661.26 u	449.19 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,FR	26394.94 	19176.3 	35219.69 	33413.63 	36101.1 	26008.52 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,HR	0 u	: 	: u	0 u	24802.14 u	607.66 u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,HU	: c	43191 u	: u	25243 u	208681 u	396489 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,IE	0 u	20.47 u	567.82 u	0 u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,IT	: u	0 u	0 u	: u	: u	0 u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,LT	486.34 	0 	0 	0 	8714.02 	14823.11 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,LU	: 	: u	0 u	0 u	0 u	282.41 u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,LV	: 	: c	: u	: u	3095.35 u	787.62 u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,MT	: c	: c	145.01 u	: u	0 	20.08 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,NL	: 	15594.79 u	9892.39 u	: u	14968.38 u	: u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,NO	55742.25 u	73181.79 u	38698.77 u	192130.56 	21994.66 u	: 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,PL	33444.67 	35461.11 	37092.21 	18881.05 b	91646.41 	111115.06 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,PT	2198.75 	2520.06 	16317.22 	7728.62 	1332.17 	3530.26 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,RO	16307.08 	5183.47 	6921.9 	8623.95 	18215.74 	8224.7 u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,SE	: 	0 u	0 u	0 u	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,SI	: c	: 	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,SK	: c	: u	: u	: u	: u	: u
THS_NAC,PROF,N_GE4,WORLD,TOT_NR,UK	: 	: 	: 	: 	63980.84 	: u
THS_NAC,PROF,N_GE4,WORLD,TOT_R,AT	506899.11 	619642.51 	494269.36 	468406.5 	467657.82 	392189.73 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,BE	312367.88 b	255403.36 	222071.18 	173163.93 	296971.74 	231213.39 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,BG	26396.79 u	21515.7 u	17778.9 u	11951.88 u	22038.55 	23109.87 u
THS_NAC,PROF,N_GE4,WORLD,TOT_R,CH	: 	316216.3 	346486.18 	234008.61 	347398.69 u	342650.2 u
THS_NAC,PROF,N_GE4,WORLD,TOT_R,CY	72317.22 	51312.62 	52912.93 	61605.17 	47375.37 b	61902.36 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,CZ	2229674.61 	1005980.46 	2033607.2 	1393799.58 	1426083.61 	1891513.59 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,DE	4793759.55 	5252129.84 	4671332.4 	4827845.44 	5979121.79 	5658203.52 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,DK	: 	1735909.17 	2817004.96 	2618216.86 b	1661093.83 b	2639276.03 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,EE	61269.15 	63994.53 	49101.14 	74225.71 	27624.83 	28908.15 u
THS_NAC,PROF,N_GE4,WORLD,TOT_R,EL	: 	38819.18 	22794.25 	24265.63 	35804.91 	16245.09 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,ES	765929.73 	931788.44 	442054.98 b	239684.16 	331136.82 	279687.53 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,EU28	: 	: 	: 	: 	: 	32470171.21 e
THS_NAC,PROF,N_GE4,WORLD,TOT_R,FI	508279.17 	556006.14 	458421.72 	362791.26 	405824.61 	507569.8 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,FR	1552304.56 	1168569.32 	1195061.89 	1388160.35 	1496960.55 	1380648.94 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,HR	1111686.82 	: 	836463.71 	735462.2 	1067695.77 	573260.58 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,HU	13079684.76 	15966293.31 	14715703.08 	10483126.81 	11081687.04 	12297290.08 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,IE	201055.01 	240944.54 	158114.77 	156244.94 	159750.88 	120086.4 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,IT	810489.22 	494315.19 	625657.84 	527254.76 b	431006.15 	1001096.8 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,LT	69507.41 	66657.54 	51701.46 	46220.07 	142601.44 	127034.61 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,LU	: 	35542.67 	43269.17 	56627.57 	70758.7 	53915.17 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,LV	: 	28183.52 u	27990.88 u	13078.29 u	25955.39 	11830.04 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,MT	16187.22 	12844.11 	17105.03 	12365.12 b	15093.94 	13750.79 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,NL	: 	349663.1 	253107.51 	270932.68 	288977.53 	222816.1 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,NO	3757056.72 	3467223.3 	2113982.57 	1828646.45 	818752.06 	: 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,PL	893240.42 	776879.48 	760079.06 	830577.78 b	2621960.41 	2076833.28 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,PT	58361.81 	66965.31 	56810.37 	51309.09 	26774.02 	36877.85 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,RO	145621.57 	108153.2 	146765 	114773.61 	125830.05 	150641.52 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,SE	: 	2541362.4 	1645244.14 	2306746.28 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,SI	56506.6 	69031.98 	65161.48 	59977.16 	43798.98 	51664 
THS_NAC,PROF,N_GE4,WORLD,TOT_R,SK	: c	: u	: u	: u	: u	38617.64 u
THS_NAC,PROF,N_GE4,WORLD,TOT_R,UK	: 	: 	: 	: 	2260120.64 	: u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,AT	: c	0 u	: u	0 u	: u	2752.96 u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,BE	: u	0 	0 u	: u	: u	: u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,CH	: 	: u	: u	: u	: u	: u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,CY	: c	: u	5.12 u	: u	: u	: u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,CZ	9961.29 	6253 u	12408.25 u	5677.12 u	21595.82 	17691.11 u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,DE	54940 	57353.62 	35474.19 	31604.52 	45980.37 	31035.54 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,DK	: 	192305.79 	215648.83 	168199.81 b	82824.57 b	28935.63 u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,EE	227.07 	20.51 	132.64 	21.79 	0 	: u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,EL	: 	0 u	0 u	0 	15.84 u	0 u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,ES	18.19 	1123 	687.7 b	4232.87 	4042.1 	4356.51 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,EU28	: 	: 	: 	: 	: 	193974.69 e
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,FI	0 	232 	1142.15 	0 	760.73 	0 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,FR	1349.55 	1570.99 	612.62 	436.59 	3019.41 	577.56 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,HR	475.02 u	: 	0 u	0 	339.75 u	256.12 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,HU	0 	0 	0 	0 	0 	0 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,IE	39.91 	0 	0 	0 	0 	243.79 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,IT	0 u	0 u	0 	0 b	: u	: u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,LT	: c	0 u	0 u	0 	0 	0 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,LU	: 	: u	: u	: u	: u	: 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,LV	: 	0 	0 	642.28 	491.41 	141.03 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,MT	0 u	14.51 u	0 u	: u	: u	: 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,NL	: 	1247.61 u	1775.92 u	: u	4171.27 u	: u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,NO	309998.86 	83478.48 	136892.63 	79692.47 	39863.68 	: 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,PL	3481.96 	6895.33 	7024.76 	1182.79 b	38169.78 	53299.09 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,PT	1850.08 	1169.44 	: u	: u	999.52 	110.82 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,RO	4531.22 	4804.17 	4626.67 	4340.5 	2235.38 	444.49 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,SE	: 	0 	0 	0 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,SI	: c	: u	: u	0 u	: u	: u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,SK	: c	: u	: u	: u	: u	0 u
THS_NAC,TOTAL,N1-3,DOM,NR_OTH,UK	: 	: 	: 	: 	62585.13 	: u
THS_NAC,TOTAL,N1-3,DOM,NR_OWN,AT	0 	0 	0 	0 	0 	0 
THS_NAC,TOTAL,N1-3,DOM,NR_OWN,BE	2636.04 b	0 	0 	0 u	0 	2706.8 u
THS_NAC,TOTAL,N1-3,DOM,NR_OWN,BG	0 	0 	0 	0 	0 	0 
THS_NAC,TOTAL,N1-3,DOM,NR_OWN,CH	: 	1496.67 u	0 u	0 u	635.8 u	: u
THS_NAC,TOTAL,N1-3,DOM,NR_OWN,CY	0 	0 	0 	0 	0 b	0 
THS_NAC,TOTAL,N1-3,DOM,NR_OWN,CZ	37017.8 	13049.17 	4690.78 	4049.03 	2899.37 	324.39 
