unit,purpose,duration,partner,expend,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,TOTAL,N_GE1,OUT,TRA,EU28	: 	: 	77795274.49 e	76011852.01 e	83985259.89 e	72993730.79 e
THS_EUR,TOTAL,N_GE1,OUT,TRA,FI	2948036.26 	2840396.39 	2793147.92 	2779080.9 	2741387.99 	3001846.34 
THS_EUR,TOTAL,N_GE1,OUT,TRA,FR	9188260.8 	8127796.32 	8432575.86 	9800631.05 	9352919.99 	8881476.91 
THS_EUR,TOTAL,N_GE1,OUT,TRA,HR	293990.51 	251979.53 	513308.21 	418225.41 	332728.54 	361919.26 
THS_EUR,TOTAL,N_GE1,OUT,TRA,HU	416156.75 	379924.75 	358286.57 	347834.47 	187414.2 	151881.47 
THS_EUR,TOTAL,N_GE1,OUT,TRA,IE	1967370.11 	1925582.62 	1742740.56 	1790384.65 	1697987.77 	1635794.31 
THS_EUR,TOTAL,N_GE1,OUT,TRA,IT	2443409.17 	2433597.46 	2690049.32 	2854030.8 b	3216446.71 	3970645.59 
THS_EUR,TOTAL,N_GE1,OUT,TRA,LT	286440.94 	280616.98 	289739.33 	258033.37 	209577.66 	191040.94 
THS_EUR,TOTAL,N_GE1,OUT,TRA,LU	: 	366981.15 	366966.26 	459981.25 	431396.43 	421596.97 
THS_EUR,TOTAL,N_GE1,OUT,TRA,LV	: 	160046.04 	147984.23 	191167.3 	178232.23 	214643.97 
THS_EUR,TOTAL,N_GE1,OUT,TRA,MT	106741.28 	91834.05 	92004.99 	86292.31 b	83169.18 	78176.33 
THS_EUR,TOTAL,N_GE1,OUT,TRA,NL	6196063.66 	4317164.47 	4214447.01 	4256616.73 	4687606.32 	4768614.69 
THS_EUR,TOTAL,N_GE1,OUT,TRA,NO	4571406.39 	4427694.39 	4292535.96 	4259895.33 	3332031.11 	: 
THS_EUR,TOTAL,N_GE1,OUT,TRA,PL	2199734.93 	1877268.78 	1879314.99 	1743269.68 b	2083840.65 	2644207.41 
THS_EUR,TOTAL,N_GE1,OUT,TRA,PT	286996.36 	242604.13 	242030.12 	269769.28 	265985.77 	215071.47 
THS_EUR,TOTAL,N_GE1,OUT,TRA,RO	149856.99 	161003.95 	164997.84 	168866.66 	140429.79 	95878.16 
THS_EUR,TOTAL,N_GE1,OUT,TRA,SE	: 	1320965.7 	2840412.8 	3082847.08 	: 	: 
THS_EUR,TOTAL,N_GE1,OUT,TRA,SI	295099.82 	301220.11 	279611.35 	284645.52 	261240.77 	276965.43 
THS_EUR,TOTAL,N_GE1,OUT,TRA,SK	574289.2 	371047.85 	439247.19 	337009.47 	337831.41 b	463328.77 
THS_EUR,TOTAL,N_GE1,OUT,TRA,UK	: 	: 	: 	: 	14865399.76 	: u
THS_EUR,TOTAL,N_GE1,WORLD,ACC,AT	6481202.32 	6191663.8 	5711954.88 	5636798.8 	6110492.98 	6504876.08 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,BE	4070768.36 b	3317101.93 	3192236.03 	3056496.33 	3563868.54 	3064639.25 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,BG	208230.93 	144181.89 	127015.57 	158280.98 	145295.59 	118127.39 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,CH	: 	6345486.11 	5668003.46 	5282217.81 	5738601.88 	5464975.41 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,CY	361727.63 	301126.57 	275626.35 	293885.26 	264502.19 	309297.05 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,CZ	1424744.08 	1199708.97 	975209.66 	848084.95 	966877.78 	960914.89 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,DE	54087515.96 	50465235.03 	45631094.1 	47502968.14 	50979283.77 	48336734.63 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,DK	: 	4721502.38 	4217993.61 	4204357.04 b	3518010.8 b	3159254.74 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,EA	: 	: 	: 	102451822.86 e	108112745.14 e	107095301.85 e
THS_EUR,TOTAL,N_GE1,WORLD,ACC,EE	306605.92 	273581.53 	233608.9 	325827.09 	229387.03 	222527.27 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,EL	: 	319016.89 	293878.17 	315047.71 	299725.71 	305456.83 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,ES	9987037.95 	9327427.43 	7649391.76 b	5319710.91 	5629511.25 	5279043.46 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,EU27	: 	: 	132153673.6 e	130968975.36 e	151199509.94 e	146763258.15 e
THS_EUR,TOTAL,N_GE1,WORLD,ACC,EU28	: 	: 	132539505.9 e	131336918.79 e	151745873.13 e	147245368.9 e
THS_EUR,TOTAL,N_GE1,WORLD,ACC,FI	3560516.4 	3323359.03 	3125939.23 	3128895.36 	3192279.4 	3436000.74 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,FR	22226793.42 	20099439.09 	19162359.35 	21271605.68 	20331710.79 	19630747.75 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,HR	484077.01 	332075.9 	477937.54 	461038.31 	560283.71 	496421.98 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,HU	870582.87 	761355.53 	726552.98 	670472.46 	615965.19 	639782.43 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,IE	2469459.04 	2304426.67 	2070989.71 	1909903.95 	1737653.67 	1777491.43 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,IT	9445531.52 	7741025.5 	6943503.31 	6107598.84 b	8105440.19 	10164469.97 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,LT	423360.98 	378326.1 	321914.06 	281400.5 	219164.41 	193738.24 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,LU	: 	409868.63 	433453.46 	507675.75 	427487.19 	401419.31 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,LV	: 	143221.95 	162415.79 	176983.78 	158038.09 	105816.63 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,MT	141233.7 	129080.26 	117396.79 	99719.04 b	85830.62 	81084.25 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,NL	8350302.24 	6228917.33 	5727589.62 	5524771.59 	5838669.21 	6052725.08 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,NO	4945537.61 	4334053.17 	4014217.7 	4109543.22 	3572193.11 	: 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,PL	3697790.67 	3208397.8 	2937589.73 	2559615.84 b	5026450.16 	4357262.73 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,PT	676363.79 	597915.96 	606745.1 	482891.72 	351622.72 	445791.12 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,RO	594095.7 	481076.01 	465397.25 	401453.16 	399854.92 	473560.99 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,SE	: 	3928189.59 	3089288 	2614173.63 	: 	: 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,SI	469078.54 	440245.15 	440185.97 	373473.3 	347401.3 	375998.19 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,SK	814215.27 	783201.36 	749723.62 	593617.62 	604613.23 b	693824.04 
THS_EUR,TOTAL,N_GE1,WORLD,ACC,UK	: 	: 	: 	: 	29165489.1 	: u
THS_EUR,TOTAL,N_GE1,WORLD,DUR,AT	241595.82 	220619.22 	236104.88 	301876.38 	205048.63 	133046.12 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,BE	107210.55 b	164107.4 	182451.9 	230991.6 	261498.06 	267759 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,BG	0 	0 	0 	0 	0 	0 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,CH	: 	150043.79 	178553.08 	187659.08 	: 	: 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,CY	5714.82 	5567.06 	2532.82 	4711.4 	12624.34 	11422.86 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,CZ	9141.95 	5746.22 	10141.21 	4305.13 	5466.15 	21363.76 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,DE	6079659.9 	6104569.04 	5392255.38 	5822874.44 	6192388.73 	7394490.46 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,DK	: 	1458294.35 	1307093.46 	1399553.9 b	1224128.46 b	947218.17 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,EA	: 	: 	: 	12399048.25 e	13138576.35 e	16047259.91 e
THS_EUR,TOTAL,N_GE1,WORLD,DUR,EE	11546.13 	9049.48 	13980 	57756.23 	35611.8 	24395.98 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,EL	: 	8340.79 	7541.91 	11151.29 	5236.46 	425390.21 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,ES	596880.21 	485651.37 	825634.18 b	161979.63 	128303.57 	1580740.88 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,EU27	: 	: 	15381160.49 e	16154522.68 e	21181741.44 e	37207833.88 e
THS_EUR,TOTAL,N_GE1,WORLD,DUR,EU28	: 	: 	15366671.8 e	16160900.04 e	21210669.11 e	37243082.6 e
THS_EUR,TOTAL,N_GE1,WORLD,DUR,FI	233220.58 	295733.8 	269897.23 	438798.96 	460343.98 	266841.25 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,FR	569519.81 	4288930.05 	4279743.95 	4506848.39 	4343396.05 	4334636.04 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,HR	2394.5 	6703.97 	3703.29 	22767.4 	31778.63 	40515.29 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,HU	50209.36 	45708.53 	39037.26 	28559.12 	14027.57 	27364.28 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,IE	157148.17 	139228.51 	143836.17 	117566.77 	130111.28 	150169.7 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,IT	0 	61361.25 	138033.82 	315848.13 b	9255.64 	40709.87 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,LT	26969.6 	20142.69 	10021.82 	6696.38 	2742.9 	21302.89 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,LU	: 	3035.06 	6929.41 	11172.52 	21069.03 	12292.36 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,LV	: 	3878.6 	6569.29 	6722.44 	8984.71 	20914.85 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,MT	10056.65 	23492.75 	17467.8 	23658.12 b	0 	0 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,NL	87300.61 	404547.92 	221717.62 	321863.8 	1273586.35 	1277302.53 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,NO	47520.3 	106395.78 	17491.7 	22368.84 	152773.87 	: 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,PL	11911.86 	41905.99 	62671.72 	65559.79 b	629645.42 	577572.81 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,PT	41127.87 	17199.97 	50465.37 	23123.68 	17141.57 	14497.11 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,RO	12151.48 	4812.42 	7177.3 	7129.64 	3339.6 	1401.06 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,SE	: 	313137 	170374.66 	189083.49 	: 	: 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,SI	605.54 	1134.98 	8080.32 	2344.49 	3916.52 	3985.49 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,SK	21828.5 	19978.7 	19225.57 	27405.1 	37432.24 b	107605.83 
THS_EUR,TOTAL,N_GE1,WORLD,DUR,UK	: 	: 	: 	: 	5752295.11 	: u
THS_EUR,TOTAL,N_GE1,WORLD,OTH,AT	4130552.13 	4167889 	3715166.98 	3707936.67 	3321733.42 	2575467.59 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,BE	904518.34 b	1168186.85 	2865028.47 	2745695.19 	2916294.8 	2163137.45 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,BG	117279.66 	81242.39 	63633.24 	50651.99 	53225.1 	67274.89 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,CH	: 	1857442.28 	1961547.56 	1390402.91 	1863231.36 	1460934.19 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,CY	414905.64 	344155.07 	228322.84 	226480.14 	134275 	173570.79 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,CZ	1514040.88 	1342119.96 	1184162.25 	1119935.12 	1186093.17 	1237544.74 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,DE	26349133.7 	26214435.28 	25528380.56 	23530104.84 	24925929.79 	22821200.13 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,DK	: 	4104785.27 	3787884.63 	4004167.92 b	3594271.5 b	2816815.43 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,EA	: 	: 	: 	76894774.23 e	78658197.98 e	76715099.92 e
THS_EUR,TOTAL,N_GE1,WORLD,OTH,EE	204241.72 	182302.06 	161680.43 	103593.19 	89598.85 	45888.71 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,EL	: 	417090.75 	398348.96 	456376.41 	452236.45 	166817.33 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,ES	8447163.84 	8038295.35 	5825413.88 b	9766449.58 	10204878 	10361865.63 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,EU27	: 	: 	97109449.91 e	100971206.4 e	94278788.58 e	93930434.65 e
THS_EUR,TOTAL,N_GE1,WORLD,OTH,EU28	: 	: 	97387439.58 e	101269484.21 e	94993511.09 e	94287177.51 e
THS_EUR,TOTAL,N_GE1,WORLD,OTH,FI	2950924.75 	2976304.77 	3047884.18 	3038340.98 	3088399.59 	3222858.8 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,FR	26419530.94 	19044225.71 	19012517.01 	21393168.68 	20611416.95 	20060021.98 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,HR	229213.75 	175164.3 	346366.14 	368211.84 	716325.76 	364994.6 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,HU	1072981.23 	1013191.56 	914995.38 	854089 	768265.84 	767882.72 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,IE	2859923.48 	2668934.82 	2498307.27 	2320436.19 	2301440.4 	2234400.55 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,IT	7759431.2 	7328709.74 	6060716.17 	5964119.03 b	7674143.77 	9352184.89 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,LT	215267 	213789.11 	193994.47 	230430.65 	342780.1 	308535.6 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,LU	: 	154981.49 	170147.89 	184920.02 	135212.06 	112946.99 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,LV	: 	135126.12 	140907.15 	128246.14 	153781.32 	185198.08 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,MT	259918.7 	237870.87 	174379.97 	159971.81 b	195471.59 	173108.95 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,NL	3114582.26 	2431186.36 	2122729.72 	2233793.05 	1635669.12 	1717941.76 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,NO	2965600.15 	2237448.33 	2664225.42 	3092496.58 	2759842.26 	: 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,PL	2159267.85 	1953216.88 	1780316.2 	1686184.93 b	1545999.3 	2805655.67 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,PT	394911.37 	348463.39 	561585.3 	519706.47 	328634.2 	274246.37 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,RO	437659.97 	428103.47 	362271.8 	363426.53 	389360.3 	472048.3 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,SE	: 	3546394.98 	3301904.35 	2839379.48 	: 	: 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,SI	202950.32 	196538.23 	177531.75 	183780.05 	199378.92 	173642.88 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,SK	613439.53 	525504.45 	511616.38 	435119.67 	433833.75 b	1076361.24 
THS_EUR,TOTAL,N_GE1,WORLD,OTH,UK	: 	: 	: 	: 	5797627.58 	: u
THS_EUR,TOTAL,N_GE1,WORLD,REST,BE	1190843.95 b	1933278.27 	0 	0 	0 	: 
THS_EUR,TOTAL,N_GE1,WORLD,REST,BG	301980.13 	207614.72 	178548.59 	185106.68 	186495.87 	163950.02 
THS_EUR,TOTAL,N_GE1,WORLD,REST,CH	: 	3808407.43 	3241132.99 	2761194.36 	2691668.88 	2516352.98 
THS_EUR,TOTAL,N_GE1,WORLD,REST,CY	390380.3 	331939.17 	344783.78 	407509.4 	421740 	: 
THS_EUR,TOTAL,N_GE1,WORLD,REST,CZ	971605.34 	885880.93 	893268.15 	726676.65 	889282.23 	866089.12 
THS_EUR,TOTAL,N_GE1,WORLD,REST,DK	: 	: 	: 	: b	: b	: 
THS_EUR,TOTAL,N_GE1,WORLD,REST,EA	: 	: 	: 	25117506.09 e	24247363.17 e	23609359.58 e
THS_EUR,TOTAL,N_GE1,WORLD,REST,EE	257120.06 	201778.65 	198116.27 	161218.28 	116298.83 	70579.1 
THS_EUR,TOTAL,N_GE1,WORLD,REST,EL	: 	616582.58 	589637.21 	567013.07 	494504.69 	519211.09 
THS_EUR,TOTAL,N_GE1,WORLD,REST,ES	9325561.88 	8756576.58 	8823904.25 b	3877547.65 	3828974.27 	3764542.38 
THS_EUR,TOTAL,N_GE1,WORLD,REST,EU27	: 	: 	38564373.74 e	33588622.13 e	35882717.66 e	35473534.43 e
THS_EUR,TOTAL,N_GE1,WORLD,REST,EU28	: 	: 	39009936.01 e	34024406.02 e	36224174.38 e	35787966.24 e
THS_EUR,TOTAL,N_GE1,WORLD,REST,FI	2731227.99 	2708331.89 	2634090.1 	2479350.53 	2586704.59 	2726100.11 
THS_EUR,TOTAL,N_GE1,WORLD,REST,FR	11105267.68 	12747621.42 	12245994 	13866630.38 	13326660.42 	13210079.74 
THS_EUR,TOTAL,N_GE1,WORLD,REST,HR	404544.01 	301950.96 	430551.69 	416708.04 	340753.31 	314163.13 
THS_EUR,TOTAL,N_GE1,WORLD,REST,HU	476172.79 	437105.72 	392314.83 	354147.48 	292873.75 	327050.08 
THS_EUR,TOTAL,N_GE1,WORLD,REST,IT	: 	: 	: 	: b	: 	: 
THS_EUR,TOTAL,N_GE1,WORLD,REST,LT	132598.28 	134699.47 	127119.25 	122388.95 	124300.76 	133668.06 
THS_EUR,TOTAL,N_GE1,WORLD,REST,LU	: 	369393.54 	368786.58 	317959.61 	279705.37 	281263.54 
THS_EUR,TOTAL,N_GE1,WORLD,REST,LV	: 	59677.11 	66098.44 	53145.84 	67847.01 	40345.36 
THS_EUR,TOTAL,N_GE1,WORLD,REST,MT	: 	: 	: 	: b	: 	: 
THS_EUR,TOTAL,N_GE1,WORLD,REST,NL	3162689.51 	2503857.39 	2322613.58 	2263108.6 	2381466.41 	2513158.67 
THS_EUR,TOTAL,N_GE1,WORLD,REST,NO	4389579.02 	4330262.79 	4665438.57 	4723870.87 	4573826.65 	: 
THS_EUR,TOTAL,N_GE1,WORLD,REST,PL	3340606.99 	2931458.36 	2586419.25 	2322480.24 b	3404308.91 	3452962.68 
THS_EUR,TOTAL,N_GE1,WORLD,REST,PT	883684.05 	715332.47 	781840.44 	538296.82 	354159.29 	349992.68 
THS_EUR,TOTAL,N_GE1,WORLD,REST,RO	647280.55 	555590.98 	483376.13 	449147.6 	466074.44 	408884.57 
THS_EUR,TOTAL,N_GE1,WORLD,REST,SI	187456.42 	184689.56 	180634.73 	161108.02 	155437.17 	171527.74 
THS_EUR,TOTAL,N_GE1,WORLD,REST,SK	591227.71 	499423.2 	454328.46 	310596.77 	298736.99 b	: 
THS_EUR,TOTAL,N_GE1,WORLD,REST,UK	: 	: 	: 	: 	5522505.02 	: u
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,AT	14808029.38 	14556378.77 	13455007.91 	13654733.23 	13683565.68 	12696610.95 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,BE	8660548.08 b	9912538.26 	8117519.49 	8071661.68 	9277311.68 	6986821.99 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,BG	833743.81 	585072.76 	507322.68 	582695.42 	546299.38 	495291.31 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,CH	: 	16930898.77 	15818265.93 	13321937.52 	14561551.12 	13908139.91 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,CY	1679033.62 	1415360.18 	1215471.85 	1338269.02 	1213572.73 	887872.5 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,CZ	5003415.1 	4393860.6 	3915265.46 	3606171.01 	3971539.29 	4021645.64 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,DE	128906460.24 	120092108.31 	114495446.75 	111385940.48 	120785493.63 	116185659.75 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,DK	: 	12244282.28 	11139683.45 	11895290.37 b	10198120.38 b	8506395.39 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	299976382.33 e	311884513.75 e	308411037.74 e
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,EE	1105460.75 	1007512.09 	936575.52 	856646.63 	656026.95 	532632.84 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,EL	: 	1804559.64 	1706122.56 	1823813.15 	1705841.75 	1459330.43 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,ES	38064187.38 	36038090.44 	31374102.59 b	24347206 	25067969.68 	24461408.13 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,EU27	: 	: 	395284289.08 e	389792558.61 e	414923010.52 e	401104166.02 e
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,EU28	: 	: 	397041726.37 e	391463000.19 e	417096305.7 e	402916799.17 e
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,FI	13792729.12 	13430797.27 	13253544.8 	13091505.35 	13429712.3 	14347990.79 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,FR	82126199.28 	71177880.5 	70390959.91 	79586393.41 	76763673.01 	74986668.63 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,HR	1569964.34 	1211129.52 	1957027.27 	1875131.22 	2198744.96 	1842421.29 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,HU	3000947.67 	2749095.52 	2554847.55 	2398365.57 	2029539.53 	2076546.08 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,IE	7515724.52 	7125661.8 	6535210.65 	6235443.56 	5949861.83 	5861797.64 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,IT	23397920.73 	20920926.61 	18676522.59 	17576835.69 b	22167877.98 	27689581.34 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,LT	1098946.34 	1048712.23 	974141.6 	923037.81 	925670.51 	854228.82 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,LU	: 	1303732.12 	1342996.79 	1476323.65 	1277567.14 	1219069.32 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,LV	: 	537344.47 	560417 	592975.83 	604959.32 	596857.91 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,MT	510705.06 	461354.87 	385777.15 	348174.29 b	366212.66 	334210.43 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,NL	21470379.78 	16062014.63 	14940665.13 	14855608.06 	15101673.93 	15668470.62 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,NO	19249007.21 	17455206.63 	17609568.18 	18252922.54 	15806146.14 	: 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,PL	12512569.85 	10939430.1 	10063889.05 	9120319.57 b	13802410.59 	15489342.86 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,PT	2717228.57 	2312874.94 	2550848.92 	2163599.55 	1625038.33 	1598904.38 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,RO	2424755.78 	2167535.25 	1976695.25 	1868296.81 	1868395.56 	1737565.67 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,SE	: 	10040691.9 	10700700.13 	9674129.95 	: 	: 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,SI	1186481.76 	1151198.64 	1104883.11 	1035944.83 	1000319.91 	1036224.77 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,SK	2736816.37 	2315696.48 	2263040.42 	1817972.72 	1774526.52 b	2419841 
THS_EUR,TOTAL,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	61213106.16 	: u
THS_EUR,TOTAL,N_GE1,WORLD,TRA,AT	4196274.93 	4196825.97 	4027886.05 	4309997.76 	4251339.27 	3616267.28 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,BE	2494417.43 b	3493971.21 	2060254.99 	2269470.16 	2797148.34 	1759045.28 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,BG	206253.1 	152033.77 	138125.29 	188655.76 	161282.83 	145939.01 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,CH	: 	4919562.96 	4947581.93 	3888122.45 	4268049 	4465877.33 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,CY	512020.05 	438139.38 	366738.88 	410394.22 	393055.55 	405004.66 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,CZ	1093024.81 	966150.73 	862625.41 	911474.29 	929286.11 	957096.88 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,DE	48469810.58 	43412437.99 	43335972.09 	40352867.5 	44880280.07 	45027724.99 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,DK	: 	3417994.63 	3133805.2 	3686765.41 b	3085838.08 b	2530325.22 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,EA	: 	: 	: 	95512279.15 e	100866207.46 e	100991276.39 e
THS_EUR,TOTAL,N_GE1,WORLD,TRA,EE	337493.04 	349849.86 	343169.92 	266008.07 	220742.23 	193637.76 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,EL	: 	451869.42 	424258.23 	485375.97 	459374.89 	467845.18 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,ES	10304423.71 	9915791.09 	9075392.71 b	5383497.86 	5404606.16 	5055956.66 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,EU27	: 	: 	127456791.82 e	124263754.72 e	133561994.36 e	124936938.79 e
THS_EUR,TOTAL,N_GE1,WORLD,TRA,EU28	: 	: 	128104844.88 e	124832191.17 e	134132747.11 e	125596286.52 e
THS_EUR,TOTAL,N_GE1,WORLD,TRA,FI	4550059.99 	4422801.57 	4445631.3 	4444918.49 	4562328.72 	4963031.14 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,FR	22374607.23 	19286594.29 	19970089.55 	23054988.67 	22493884.86 	22085819.15 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,HR	452129.58 	401938.37 	702171.9 	629173.03 	581382.18 	666841.57 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,HU	581210.78 	537442.71 	520984.36 	519656.63 	352434.75 	341830.86 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,IE	2186342 	2152300.32 	1965913.67 	2005103.41 	1910767.77 	1849905.66 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,IT	6192958.01 	5851191.37 	5672303.1 	5505117.81 b	6388294.02 	8172926.47 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,LT	327720.08 	321897.54 	331113.82 	288817.71 	239425.24 	218286.92 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,LU	: 	369488.46 	370608.87 	465768.28 	435162.53 	423439.49 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,LV	: 	199319.29 	190995.62 	234600.06 	225292.9 	265497.84 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,MT	109552.67 	94403.74 	94000.38 	88483.43 b	84910.46 	80017.23 
