unit,purpose,duration,partner,expend,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,NL	6842805.77 	4898053.56 	4767732.22 	4833934.82 	5245869.19 	5384645.11 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,NO	6948290.43 	6553442.34 	6265686.49 	6327011.88 	4900284.12 	: 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,PL	3314904.33 	2846357.07 	2759563.87 	2552038.56 b	3825652.23 	4873461.79 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,PT	762269.36 	651163.12 	600678.08 	622704.54 	590622.11 	528874.21 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,RO	745719.57 	702764.79 	665650.08 	654269.53 	613105.89 	383071.81 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,SE	: 	2566107.34 	4309507.78 	4220576.84 	: 	: 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,SI	326996.48 	329725.7 	306530.65 	317583.46 	298102.52 	315055.97 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,SK	717933.86 	507567.47 	547371.97 	478638.65 	437342.55 b	649655.72 
THS_EUR,TOTAL,N_GE1,WORLD,TRA,UK	: 	: 	: 	: 	20727484.47 	: u
THS_EUR,TOTAL,N_GE4,DOM,ACC,AT	1088757.88 	1049887.29 	927594.17 	790559.19 	1044930.33 	1262245.97 
THS_EUR,TOTAL,N_GE4,DOM,ACC,BE	150804.22 b	164642.42 	112617.43 	118001.55 	141461.76 	164199.41 
THS_EUR,TOTAL,N_GE4,DOM,ACC,BG	100689.4 	69455.85 	56338.12 	70633.82 	66042.55 	57147.14 
THS_EUR,TOTAL,N_GE4,DOM,ACC,CH	: 	705888.91 	568883.51 	629631.72 	660961.43 	544992.89 
THS_EUR,TOTAL,N_GE4,DOM,ACC,CY	13741.59 	14334.45 	13798.47 	15821.54 	17963.24 	19814.86 
THS_EUR,TOTAL,N_GE4,DOM,ACC,CZ	421853.47 	324900.02 	253808.23 	184673.31 	238243.83 	236466.42 
THS_EUR,TOTAL,N_GE4,DOM,ACC,DE	10533808.04 	10494328.43 	10593733.87 	10121451.39 	9954438.7 	9516451.38 
THS_EUR,TOTAL,N_GE4,DOM,ACC,DK	: 	594882.23 	627491.21 	608541.72 b	389132.16 b	379016.93 
THS_EUR,TOTAL,N_GE4,DOM,ACC,EA	: 	: 	: 	28050254.66 e	28903978.97 e	29211170.17 e
THS_EUR,TOTAL,N_GE4,DOM,ACC,EE	10311.16 	10748.78 	9392.75 	8608.38 	3212.92 	6079.31 
THS_EUR,TOTAL,N_GE4,DOM,ACC,EL	: 	183875.99 	177766.15 	198488.99 	174034.14 	197404.66 
THS_EUR,TOTAL,N_GE4,DOM,ACC,ES	3978237.85 	3816168.11 	3069737.9 b	2037674.56 	2275400.26 	2276131.27 
THS_EUR,TOTAL,N_GE4,DOM,ACC,EU27	: 	: 	37286346.2 e	35067390.22 e	36754108.06 e	37260836.4 e
THS_EUR,TOTAL,N_GE4,DOM,ACC,EU28	: 	: 	37378280.51 e	35113902.18 e	36889086.8 e	37402181.61 e
THS_EUR,TOTAL,N_GE4,DOM,ACC,FI	356370.26 	416065.81 	342948.66 	357457.15 	362545.27 	395915.92 
THS_EUR,TOTAL,N_GE4,DOM,ACC,FR	10190216.41 	9640396 	9517602.08 	10277503.52 	10025632.64 	9728680.91 
THS_EUR,TOTAL,N_GE4,DOM,ACC,HR	148621.51 	88074.86 	120050.54 	77980.89 	138321.59 	144621.75 
THS_EUR,TOTAL,N_GE4,DOM,ACC,HU	191965.38 	178698.64 	174704.93 	197627.52 	183028.76 	171932.06 
THS_EUR,TOTAL,N_GE4,DOM,ACC,IE	167139.34 	168555.61 	148664.58 	143387.06 	137704.31 	144663.11 
THS_EUR,TOTAL,N_GE4,DOM,ACC,IT	4543304.98 	3832130.01 	3554606.96 	2903100.13 b	3717781.49 	4326672.22 
THS_EUR,TOTAL,N_GE4,DOM,ACC,LT	26462.4 	21696.26 	23497.84 	17650.95 	13060.18 	10243.5 
THS_EUR,TOTAL,N_GE4,DOM,ACC,LU	: 	: u	2324.02 u	: u	739.92 u	: u
THS_EUR,TOTAL,N_GE4,DOM,ACC,LV	: 	4196.89 	5969.66 	9479.42 	7038.64 	3620.08 
THS_EUR,TOTAL,N_GE4,DOM,ACC,MT	4558.38 	3140.62 	2204.49 	2407.26 b	2204.83 u	2507.32 u
THS_EUR,TOTAL,N_GE4,DOM,ACC,NL	908042.75 	901803.06 	805570.88 	744768.66 	734470.97 	767515.63 
THS_EUR,TOTAL,N_GE4,DOM,ACC,NO	580139.41 	501886.64 	437416.25 	439285.9 	362646.73 	: 
THS_EUR,TOTAL,N_GE4,DOM,ACC,PL	1382148.4 	1240407.36 	1085353.58 	929669.14 b	1828799.96 	1784099.63 
THS_EUR,TOTAL,N_GE4,DOM,ACC,PT	273724.37 	233854.1 	271770.54 	204740.54 	165556.78 	179737.02 
THS_EUR,TOTAL,N_GE4,DOM,ACC,RO	327183.98 	272892.86 	266955.19 	230644.91 	241021.73 	304884.88 
THS_EUR,TOTAL,N_GE4,DOM,ACC,SE	: 	415315.53 	315403.68 	322963.6 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,ACC,SI	56100.6 	50496.79 	46140.55 	41752.99 	45100.13 	52547.77 
THS_EUR,TOTAL,N_GE4,DOM,ACC,SK	137730.55 	171557.41 	150373.02 	125207.44 	97254.78 b	165780.12 
THS_EUR,TOTAL,N_GE4,DOM,ACC,UK	: 	: 	: 	: 	4186040.01 	: u
THS_EUR,TOTAL,N_GE4,DOM,DUR,AT	15203.45 	29427.88 	16083.26 	19578.26 	11400.18 	20790.84 
THS_EUR,TOTAL,N_GE4,DOM,DUR,BE	656.61 b	19210.33 	11455.93 	9402.03 	14390.54 	21881.51 
THS_EUR,TOTAL,N_GE4,DOM,DUR,BG	0 	0 	0 	0 	0 	0 
THS_EUR,TOTAL,N_GE4,DOM,DUR,CH	: 	11903.95 	8551.84 	11588.36 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,DUR,CY	0 	26.38 	0 	0 	0 	0 
THS_EUR,TOTAL,N_GE4,DOM,DUR,CZ	0 	0 	2104.47 	2512.63 	3181.29 	0 
THS_EUR,TOTAL,N_GE4,DOM,DUR,DE	1340972.44 	1400418.06 	895403.35 	1033966.49 	1515467.77 	999777.37 
THS_EUR,TOTAL,N_GE4,DOM,DUR,DK	: 	195480.42 	203245.11 	224411.11 b	147977 b	138951.8 
THS_EUR,TOTAL,N_GE4,DOM,DUR,EA	: 	: 	: 	3474116.67 e	4008432.49 e	4233528.91 e
THS_EUR,TOTAL,N_GE4,DOM,DUR,EE	0 	0 	95.38 	828.62 	394.6 	373.83 
THS_EUR,TOTAL,N_GE4,DOM,DUR,EL	: 	3669.15 	3377.62 	7604.98 	2363.3 	281795.37 
THS_EUR,TOTAL,N_GE4,DOM,DUR,ES	172368.76 	222740.91 	287665.51 b	131249.87 	63088.69 	596488.89 
THS_EUR,TOTAL,N_GE4,DOM,DUR,EU27	: 	: 	4201238.56 e	4336012.57 e	6121903.53 e	6606190.81 e
THS_EUR,TOTAL,N_GE4,DOM,DUR,EU28	: 	: 	4196124.01 e	4334838.87 e	6125727.5 e	6616966.42 e
THS_EUR,TOTAL,N_GE4,DOM,DUR,FI	28376.75 	33319.82 	14422.41 	100955.93 	44044.45 	30458.27 
THS_EUR,TOTAL,N_GE4,DOM,DUR,FR	289474.71 	2068741.91 	2123011.09 	2119843.71 	2077833.9 	2001366.84 
THS_EUR,TOTAL,N_GE4,DOM,DUR,HR	70.3 	635.04 	0 	3588.52 	4733.78 	11625.59 
THS_EUR,TOTAL,N_GE4,DOM,DUR,HU	202.24 	1557.84 	745.75 	1601.86 	1134.23 	1513.82 
THS_EUR,TOTAL,N_GE4,DOM,DUR,IE	30440.21 	15407.44 	10881.94 	12723.17 	26201.32 	13143.65 
THS_EUR,TOTAL,N_GE4,DOM,DUR,IT	0 	12645.58 	15773.86 	1225.3 b	9255.64 	16792.4 
THS_EUR,TOTAL,N_GE4,DOM,DUR,LT	495.52 	683.92 	200.8 	827.67 	607.39 	186.97 
THS_EUR,TOTAL,N_GE4,DOM,DUR,LU	: 	: u	0 u	: u	10.81 u	: u
THS_EUR,TOTAL,N_GE4,DOM,DUR,LV	: 	0 	0 	0 	473.34 	102.55 
THS_EUR,TOTAL,N_GE4,DOM,DUR,MT	667.19 	101.19 	0 	88.74 b	0 u	0 u
THS_EUR,TOTAL,N_GE4,DOM,DUR,NL	4651.73 	41920.1 	11954.44 	19722.54 	222178.42 	215922.85 
THS_EUR,TOTAL,N_GE4,DOM,DUR,NO	4908.23 	10734.2 	1251.65 	1507.26 	17226.54 	: 
THS_EUR,TOTAL,N_GE4,DOM,DUR,PL	4420.41 	2382.59 	1530.85 	2163.23 b	107164.99 	174071.32 
THS_EUR,TOTAL,N_GE4,DOM,DUR,PT	7956.9 	7973.6 	11431.16 	7477.21 	15384 	10161.36 
THS_EUR,TOTAL,N_GE4,DOM,DUR,RO	2055.3 	1380.16 	1134.61 	1165.29 	1061.75 	435.23 
THS_EUR,TOTAL,N_GE4,DOM,DUR,SE	: 	94769.07 	56500.48 	79568.45 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,DUR,SI	0 	0 	0 	0 	184.22 	37.76 
THS_EUR,TOTAL,N_GE4,DOM,DUR,SK	2527.61 	3852.27 	1227.11 	3529.43 	5742.81 b	24017.16 
THS_EUR,TOTAL,N_GE4,DOM,DUR,UK	: 	: 	: 	: 	1735557.08 	: u
THS_EUR,TOTAL,N_GE4,DOM,OTH,AT	686460.49 	778050.31 	629462.42 	582341.47 	604967.97 	351481.85 
THS_EUR,TOTAL,N_GE4,DOM,OTH,BE	27749.13 b	43554.35 	137792.22 	110310.81 	149764.95 	156300.11 
THS_EUR,TOTAL,N_GE4,DOM,OTH,BG	33212.39 	27471.63 	20933.3 	16389.25 	19871.84 	21545.01 
THS_EUR,TOTAL,N_GE4,DOM,OTH,CH	: 	126156.51 	123915.08 	135092.97 	171726.02 	142287.41 
THS_EUR,TOTAL,N_GE4,DOM,OTH,CY	27937.59 	16415.45 	8572.72 	15939.32 	3254.4 	876.86 
THS_EUR,TOTAL,N_GE4,DOM,OTH,CZ	402045.14 	359992.65 	300714.29 	265511.4 	289707.33 	283679.76 
THS_EUR,TOTAL,N_GE4,DOM,OTH,DE	5802239.83 	5940414.7 	5888226.51 	5558239.3 	5652764.02 	5034214.42 
THS_EUR,TOTAL,N_GE4,DOM,OTH,DK	: 	508849.09 	541135.16 	582259.93 b	386124.58 b	362077.85 
THS_EUR,TOTAL,N_GE4,DOM,OTH,EA	: 	: 	: 	26970859.16 e	27902485.65 e	26961600.74 e
THS_EUR,TOTAL,N_GE4,DOM,OTH,EE	11452.15 	8445.76 	9515.45 	3819.51 	4274.8 	5847.61 
THS_EUR,TOTAL,N_GE4,DOM,OTH,EL	: 	302608.25 	286123.27 	337126.86 	330304.53 	103733.59 
THS_EUR,TOTAL,N_GE4,DOM,OTH,ES	3267747.26 	3251683.69 	2454842.93 b	4501546.84 	4714967.09 	4497899.74 
THS_EUR,TOTAL,N_GE4,DOM,OTH,EU27	: 	: 	30318389.27 e	33291872.4 e	30917473.77 e	30450081.75 e
THS_EUR,TOTAL,N_GE4,DOM,OTH,EU28	: 	: 	30397776.8 e	33344705.06 e	31129486.2 e	30551949.92 e
THS_EUR,TOTAL,N_GE4,DOM,OTH,FI	557620.26 	578838.5 	604904.56 	585395.13 	614239.63 	603891.85 
THS_EUR,TOTAL,N_GE4,DOM,OTH,FR	13809839.08 	10580420.85 	10767661.01 	11894650.76 	11529357.32 	11233258 
THS_EUR,TOTAL,N_GE4,DOM,OTH,HR	75993.96 	55691.5 	101666.57 	81616.85 	212961.45 	104802.75 
THS_EUR,TOTAL,N_GE4,DOM,OTH,HU	87514.28 	91991.92 	97587.57 	100251.07 	98749.02 	103937.23 
THS_EUR,TOTAL,N_GE4,DOM,OTH,IE	204639.09 	219553.54 	201661.51 	197183.42 	187010.21 	185877.88 
THS_EUR,TOTAL,N_GE4,DOM,OTH,IT	3573051.77 	3487571.99 	2605431.97 	2539758.66 b	3617605.56 	4158805.02 
THS_EUR,TOTAL,N_GE4,DOM,OTH,LT	3703.91 	5048.64 	3174.03 	4132.43 	7435.85 	5158.98 
THS_EUR,TOTAL,N_GE4,DOM,OTH,LU	: 	: u	992.66 u	: u	209.62 u	: u
THS_EUR,TOTAL,N_GE4,DOM,OTH,LV	: 	9073.12 	8638.24 	11483.74 	7802.46 	13388.24 
THS_EUR,TOTAL,N_GE4,DOM,OTH,MT	6567.71 	5206.24 	3531.15 	3823.28 b	2826.53 u	2107.39 u
THS_EUR,TOTAL,N_GE4,DOM,OTH,NL	383350.72 	374126.32 	367237.91 	349157.74 	218109.94 	224361.53 
THS_EUR,TOTAL,N_GE4,DOM,OTH,NO	504329.36 	376311.23 	412850.19 	475931.91 	429009.22 	: 
THS_EUR,TOTAL,N_GE4,DOM,OTH,PL	575420.73 	548545.74 	521015.36 	502271.81 b	574526.14 	967312.03 
THS_EUR,TOTAL,N_GE4,DOM,OTH,PT	169436.92 	148064.76 	185201.62 	204225.78 	173572.72 	127872.83 
THS_EUR,TOTAL,N_GE4,DOM,OTH,RO	176816.12 	164443.7 	146787.39 	143255.35 	171251.26 	208235.96 
THS_EUR,TOTAL,N_GE4,DOM,OTH,SE	: 	559517.48 	564137.13 	475320.98 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,OTH,SI	14648.37 	17923.99 	14735.26 	14614.85 	17176.69 	11464.89 
THS_EUR,TOTAL,N_GE4,DOM,OTH,SK	93572.8 	94336.7 	102489.71 	79175.24 	78656.04 b	260091.64 
THS_EUR,TOTAL,N_GE4,DOM,OTH,UK	: 	: 	: 	: 	873038.37 	: u
THS_EUR,TOTAL,N_GE4,DOM,REST,BE	45667.75 b	133414.25 	0 	0 	0 	: 
THS_EUR,TOTAL,N_GE4,DOM,REST,BG	155399.81 	100721.41 	84636.43 	77282.91 	86176.02 	79879.43 
THS_EUR,TOTAL,N_GE4,DOM,REST,CH	: 	371242.02 	308027.76 	368588.97 	323080.67 	312728.16 
THS_EUR,TOTAL,N_GE4,DOM,REST,CY	20693.8 	21755.06 	16568.66 	38471.09 	55372.21 	: 
THS_EUR,TOTAL,N_GE4,DOM,REST,CZ	220688.73 	213505.25 	228567.28 	168624.97 	219129.36 	210440.5 
THS_EUR,TOTAL,N_GE4,DOM,REST,DK	: 	: 	: 	: b	: b	: 
THS_EUR,TOTAL,N_GE4,DOM,REST,EA	: 	: 	: 	9580736.82 e	9490594.38 e	9263408.79 e
THS_EUR,TOTAL,N_GE4,DOM,REST,EE	14701.56 	10993.77 	8841.91 	6818.65 	4757.89 	5243.1 
THS_EUR,TOTAL,N_GE4,DOM,REST,EL	: 	422803.15 	403093.64 	390429.54 	334461.48 	354560.53 
THS_EUR,TOTAL,N_GE4,DOM,REST,ES	3590848.81 	3464978.39 	3606779.37 b	1935059.15 	2117080.51 	1967137.21 
THS_EUR,TOTAL,N_GE4,DOM,REST,EU27	: 	: 	14031632.17 e	12603757.24 e	13782846.76 e	13668722.08 e
THS_EUR,TOTAL,N_GE4,DOM,REST,EU28	: 	: 	14143525.01 e	12714706.63 e	13870114.84 e	13766370.19 e
THS_EUR,TOTAL,N_GE4,DOM,REST,FI	298552.85 	299189.62 	295903.82 	286753.26 	310636.76 	314363.03 
THS_EUR,TOTAL,N_GE4,DOM,REST,FR	4551771.39 	5797623.72 	5633147.81 	6334574.35 	6157792.67 	6153366.44 
THS_EUR,TOTAL,N_GE4,DOM,REST,HR	114710.57 	107968.24 	112749.6 	110405.23 	87828.24 	97987.42 
THS_EUR,TOTAL,N_GE4,DOM,REST,HU	41381.93 	40328.25 	44585.06 	45750.59 	45866.98 	43602.44 
THS_EUR,TOTAL,N_GE4,DOM,REST,IT	: 	: 	: 	: b	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,REST,LT	7453.77 	8887.18 	6609.92 	6812.08 	10713.54 	6513.75 
THS_EUR,TOTAL,N_GE4,DOM,REST,LU	: 	: u	2932.54 u	: u	391.82 u	: u
THS_EUR,TOTAL,N_GE4,DOM,REST,LV	: 	2419.74 	3639.8 	3523.52 	3497.26 	1627.7 
THS_EUR,TOTAL,N_GE4,DOM,REST,MT	: 	: 	: 	: b	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,REST,NL	312908.15 	316649.93 	297388.41 	257938.48 	259474.65 	282547.86 
THS_EUR,TOTAL,N_GE4,DOM,REST,NO	556601.12 	566471.88 	567230.54 	623395.62 	655644.18 	: 
THS_EUR,TOTAL,N_GE4,DOM,REST,PL	1301046.41 	1150339.86 	984548.88 	888071.57 b	1319543.76 	1365546.47 
THS_EUR,TOTAL,N_GE4,DOM,REST,PT	348647.09 	298730.95 	310852.29 	232615.94 	176953.44 	171574.96 
THS_EUR,TOTAL,N_GE4,DOM,REST,RO	300852.29 	284689.45 	241157.8 	235199.09 	249025.87 	253349.43 
THS_EUR,TOTAL,N_GE4,DOM,REST,SI	12145.05 	14910.73 	11094.56 	12988.95 	11605.93 	12825.08 
THS_EUR,TOTAL,N_GE4,DOM,REST,SK	90201.68 	88995.56 	71149.92 	60645.11 	60902.53 b	: 
THS_EUR,TOTAL,N_GE4,DOM,REST,UK	: 	: 	: 	: 	2096487.6 	: u
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,AT	2090036.8 	2157144.52 	1831841.28 	1661916.59 	1961213.63 	1883338.23 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,BE	247268.3 b	386361.05 	272834.64 	253532.35 	323209.68 	358231.24 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,BG	345008.03 	236008.76 	195441.09 	212814.31 	224341.49 	199490.77 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,CH	: 	1316517.34 	1133012.51 	1261126.13 	1320660.14 	1133315 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,CY	67338.15 	57546.5 	45831.29 	82353.47 	87483.64 	28900.9 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,CZ	1181510.74 	1033030.89 	903126.28 	748152.61 	866673.95 	868292.05 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,DE	21388112.13 	21790455.1 	23234683.84 	21745896.06 	21096132.54 	20697458.04 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,DK	: 	1389950.22 	1476013.4 	1573821.54 b	986303.69 b	935888.23 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,EA	: 	: 	: 	83108344.69 e	84494130.95 e	84759689.52 e
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,EE	46026.47 	40747.34 	36637.24 	25999.33 	18216.19 	27230.82 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,EL	: 	1142506.2 	1094336.4 	1181000.85 	1071213.69 	896509.55 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,ES	13481452.26 	13120558.33 	11636671.37 b	10213784.42 	10870521.89 	10461179.77 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,EU27	: 	: 	105334280.85 e	103978520.43 e	103531130.73 e	105092229.33 e
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,EU28	: 	: 	105709276.52 e	104262222.46 e	104084380.37 e	105595612.13 e
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,FI	1635107.21 	1727010.31 	1690346.6 	1657304.95 	1759894.23 	1819121.65 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,FR	35649871.02 	32640460.22 	32729887.92 	36291245.23 	35378068.5 	34757345.2 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,HR	428007.82 	331824.92 	439921.85 	358670.23 	559392.27 	510651.44 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,HU	366393.43 	359421.68 	367477 	400958.13 	385967.04 	383052.55 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,IE	421949.21 	444278.11 	405667.48 	400222.08 	385272 	394389.09 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,IT	10184263.24 	9030033.06 	7678639.93 	6859629.19 b	9079967.9 	10676855.82 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,LT	46383.36 	43388.6 	40704.12 	34754.85 	38917.58 	27197.52 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,LU	: 	: u	8168.64 u	: u	1841.78 u	: u
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,LV	: 	20107.54 	24591.52 	31552.04 	24137.84 	26920.03 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,MT	11604.04 	8729.19 	6047.82 	6585.44 b	5235.59 u	4925.82 u
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,NL	1844101.56 	1819550.05 	1700410.04 	1569432.85 	1427709.77 	1518695.96 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,NO	2514605.02 	2261677.2 	2141429.41 	2298031.85 	2126035.05 	: 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,PL	3852434.88 	3459095.88 	3075697.24 	2774708.52 b	4575941.54 	5364913.95 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,PT	979805.85 	837012.71 	919360.9 	779800.69 	666883.29 	619815.74 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,RO	1088236.14 	989302.35 	905411.53 	856178.74 	917536.28 	933881.67 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,SE	: 	1264371.46 	1258147.56 	1108049.4 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,SI	89290.34 	90945.49 	79622.06 	77355.66 	81535.28 	84792.5 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,SK	355685.43 	398958.22 	354277.81 	309918.71 	269363.97 b	518086.06 
THS_EUR,TOTAL,N_GE4,DOM,TOTAL,UK	: 	: 	: 	: 	9052175.52 	: u
THS_EUR,TOTAL,N_GE4,DOM,TRA,AT	314818.44 	329206.92 	274784.69 	289015.93 	311315.32 	269610.41 
THS_EUR,TOTAL,N_GE4,DOM,TRA,BE	23047.2 b	44750.03 	22424.99 	25219.99 	31982.98 	37731.73 
THS_EUR,TOTAL,N_GE4,DOM,TRA,BG	55706.43 	38359.87 	33533.25 	48508.33 	52251.08 	40919.2 
THS_EUR,TOTAL,N_GE4,DOM,TRA,CH	: 	113229.9 	132186.15 	127812.47 	164892.02 	133306.54 
THS_EUR,TOTAL,N_GE4,DOM,TRA,CY	4965.16 	5041.55 	6891.44 	12121.52 	10893.79 	8209.18 
THS_EUR,TOTAL,N_GE4,DOM,TRA,CZ	136923.4 	134632.98 	120036.49 	129342.92 	119593.43 	137705.36 
THS_EUR,TOTAL,N_GE4,DOM,TRA,DE	5052064.26 	5355711.97 	6752723.47 	6066205.37 	5488929.82 	6146792.24 
THS_EUR,TOTAL,N_GE4,DOM,TRA,DK	: 	286218.9 	307387.03 	383019.89 b	211046.94 b	194793.45 
THS_EUR,TOTAL,N_GE4,DOM,TRA,EA	: 	: 	: 	18506494.05 e	18197071.95 e	19323509.82 e
THS_EUR,TOTAL,N_GE4,DOM,TRA,EE	9561.59 	10559.03 	8887.13 	6752.78 	5970.58 	10060.79 
THS_EUR,TOTAL,N_GE4,DOM,TRA,EL	: 	233218.81 	227353.34 	254955.47 	232413.54 	240810.76 
THS_EUR,TOTAL,N_GE4,DOM,TRA,ES	2644618.34 	2587728.13 	2505311.16 b	1739503.87 	1763074.03 	1720011.55 
THS_EUR,TOTAL,N_GE4,DOM,TRA,EU27	: 	: 	23697913.21 e	23015500.56 e	22076702.14 e	23712589.1 e
THS_EUR,TOTAL,N_GE4,DOM,TRA,EU28	: 	: 	23789694.21 e	23088908.6 e	22195692.53 e	23875110.4 e
THS_EUR,TOTAL,N_GE4,DOM,TRA,FI	422563.84 	432916.38 	446589.57 	427699.42 	472472.58 	504950.85 
THS_EUR,TOTAL,N_GE4,DOM,TRA,FR	7098044.15 	6622019.65 	6811477.03 	7784516.6 	7665285.87 	7642039.85 
THS_EUR,TOTAL,N_GE4,DOM,TRA,HR	88681.78 	80090.33 	105455.13 	88667.27 	120280.99 	163239.51 
THS_EUR,TOTAL,N_GE4,DOM,TRA,HU	45531.83 	48402.87 	50599.44 	57328.95 	58322.27 	63580.82 
THS_EUR,TOTAL,N_GE4,DOM,TRA,IE	50170.79 	56168.96 	55341.39 	59651.61 	60557.48 	63848.1 
THS_EUR,TOTAL,N_GE4,DOM,TRA,IT	2067906.49 	1710331.07 	1518601 	1416770.4 b	1744580.86 	2191378.57 
THS_EUR,TOTAL,N_GE4,DOM,TRA,LT	8763.28 	7756.53 	7422.33 	6159.39 	7708 	5281.28 
THS_EUR,TOTAL,N_GE4,DOM,TRA,LU	: 	: u	1919.41 u	: u	500.43 u	: u
THS_EUR,TOTAL,N_GE4,DOM,TRA,LV	: 	4417.8 	6343.83 	7065.36 	5799.47 	8284 
THS_EUR,TOTAL,N_GE4,DOM,TRA,MT	477.95 	382.33 	312.18 	354.9 b	204.22 u	311.11 u
THS_EUR,TOTAL,N_GE4,DOM,TRA,NL	239799.95 	226970.74 	230212.84 	217567.99 	215654.21 	244270.93 
THS_EUR,TOTAL,N_GE4,DOM,TRA,NO	873535.13 	817007.45 	723932.42 	759418.41 	678734.92 	: 
THS_EUR,TOTAL,N_GE4,DOM,TRA,PL	593819.34 	519802.92 	484779.42 	454696 b	853071.69 	1247955.82 
THS_EUR,TOTAL,N_GE4,DOM,TRA,PT	187997.46 	156362.9 	151536.45 	138218.43 	150800.35 	140630.93 
THS_EUR,TOTAL,N_GE4,DOM,TRA,RO	283383.75 	267276.33 	250511.15 	247079.39 	256237.43 	167411.41 
THS_EUR,TOTAL,N_GE4,DOM,TRA,SE	: 	289538.46 	378606.75 	309764.82 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,TRA,SI	6396.32 	7613.99 	7651.69 	7998.88 	7652.52 	7954.76 
THS_EUR,TOTAL,N_GE4,DOM,TRA,SK	34180.4 	44068.56 	30265.16 	44890.92 	32550.62 b	92214.3 
THS_EUR,TOTAL,N_GE4,DOM,TRA,UK	: 	: 	: 	: 	1896609.55 	: u
THS_EUR,TOTAL,N_GE4,OUT,ACC,AT	3695556.96 	3485886.83 	3254101.1 	3305564.98 	3465064.42 	3400364.25 
THS_EUR,TOTAL,N_GE4,OUT,ACC,BE	3207332.66 b	2475605.96 	2546633.07 	2448575.72 	2876486.73 	2419489.32 
THS_EUR,TOTAL,N_GE4,OUT,ACC,BG	57432.52 	40344.04 	38436.74 	46015.21 	44849.93 	33531.33 
THS_EUR,TOTAL,N_GE4,OUT,ACC,CH	: 	4582579.93 	4024442.94 	3699743.57 	3886786.57 	3953749.24 
THS_EUR,TOTAL,N_GE4,OUT,ACC,CY	266240.31 	215249.64 	194332.45 	214505.08 	187213.77 	202599.76 
THS_EUR,TOTAL,N_GE4,OUT,ACC,CZ	758936.22 	637345.38 	554450.91 	509493.06 	557820.81 	557773.26 
THS_EUR,TOTAL,N_GE4,OUT,ACC,DE	32436476.27 	29264011.3 	24603698.54 	27911127.07 	29545155.21 	27696810.98 
THS_EUR,TOTAL,N_GE4,OUT,ACC,DK	: 	2335231.67 	1815789.23 	1963012.39 b	1576094.23 b	1656824.76 
THS_EUR,TOTAL,N_GE4,OUT,ACC,EA	: 	: 	: 	52295633.28 e	54765261.7 e	52983321.91 e
THS_EUR,TOTAL,N_GE4,OUT,ACC,EE	176476.44 	150635.2 	144700.49 	219871.08 	154444.02 	147399.73 
THS_EUR,TOTAL,N_GE4,OUT,ACC,EL	: 	81524.76 	58064.51 	59947.25 	73620.31 	42501.23 
