unit,purpose,duration,partner,tra_mode,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_EUR,PERS,N_GE4,OUT,BUS,FR	124745.82 	80332.72 	82562.64 	137583 	103721.57 	107596.86 
THS_EUR,PERS,N_GE4,OUT,BUS,HR	20166.99 	18287.65 	39831.37 	40634.11 	31450.34 	23491.22 
THS_EUR,PERS,N_GE4,OUT,BUS,HU	: 	: u	: 	: u	: 	: u
THS_EUR,PERS,N_GE4,OUT,BUS,IE	5136.64 u	: u	4196.5 u	8129.26 u	14828.71 u	12221.92 u
THS_EUR,PERS,N_GE4,OUT,BUS,IT	: u	: u	: u	57237.47 bu	43634.07 	66041.04 
THS_EUR,PERS,N_GE4,OUT,BUS,LT	6520.57 	4198.05 	9967.32 	6462.33 	2959.25 	1749.76 
THS_EUR,PERS,N_GE4,OUT,BUS,LU	: 	5132.06 	5462.33 	9985.37 	9441.85 	10259.55 
THS_EUR,PERS,N_GE4,OUT,BUS,LV	: 	7418.4 u	10700.38 u	9982.65 	18081.05 	18924.15 
THS_EUR,PERS,N_GE4,OUT,BUS,NL	57319.56 	71176.93 	95202.84 	90262.14 	112005.21 	128753.33 
THS_EUR,PERS,N_GE4,OUT,BUS,NO	: u	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,OUT,BUS,PL	190640.95 	156711.78 	180413.01 	151607.74 b	146067.72 	182534.97 
THS_EUR,PERS,N_GE4,OUT,BUS,PT	5086.32 	3815.52 u	5291.17 	7307.21 	7568.07 	4322 
THS_EUR,PERS,N_GE4,OUT,BUS,RO	19637.62 	25354.32 	31907.47 	41529.09 	40483.48 	33516.98 
THS_EUR,PERS,N_GE4,OUT,BUS,SE	: 	29296.27 	46538.6 	67597.28 	: 	: 
THS_EUR,PERS,N_GE4,OUT,BUS,SI	6813.51 	9068.23 	7828.38 	8370.81 	7643.96 	6206.51 
THS_EUR,PERS,N_GE4,OUT,BUS,SK	28482.2 u	29182.8 u	27556.72 u	25817.05 u	35172.96 b	40122.68 
THS_EUR,PERS,N_GE4,OUT,CAR,AT	500689.66 	479094.74 	443976.5 	505597.88 	407652.08 	354420.11 
THS_EUR,PERS,N_GE4,OUT,CAR,BE	319568.04 b	489359.8 	371491.23 	387267.02 	407417.84 	304359.88 
THS_EUR,PERS,N_GE4,OUT,CAR,BG	17781.18 	13845.72 	13820.84 	11667.59 	7314.49 	5776.71 
THS_EUR,PERS,N_GE4,OUT,CAR,CH	: 	394551.86 	438358.61 	350011.67 	441973.96 	439662.53 
THS_EUR,PERS,N_GE4,OUT,CAR,CY	: 	: 	: u	: 	: 	: 
THS_EUR,PERS,N_GE4,OUT,CAR,CZ	130576.97 	121298.16 	107943.83 	128770.37 	120230.74 	129119.34 
THS_EUR,PERS,N_GE4,OUT,CAR,DE	4546840.71 	4268060.79 	4324552.12 	4683421.02 	4057311.12 	3882146.88 
THS_EUR,PERS,N_GE4,OUT,CAR,DK	: 	221485.21 	224581.13 	235753.84 b	204351.6 b	163566.1 
THS_EUR,PERS,N_GE4,OUT,CAR,EA	: 	: 	: 	7397609.76 e	6698793.22 e	6338311.31 e
THS_EUR,PERS,N_GE4,OUT,CAR,EE	19288.19 	15618.95 	14366.04 	16146.06 	16302.88 	7693.46 u
THS_EUR,PERS,N_GE4,OUT,CAR,EL	: 	5139.03 	7892.18 	11780.88 	10008.52 	10059.3 
THS_EUR,PERS,N_GE4,OUT,CAR,ES	266909.57 	230811.87 	239789.83 b	113843.42 	119870.13 	115331.07 
THS_EUR,PERS,N_GE4,OUT,CAR,EU27	: 	: 	8985399.82 e	9533696.38 e	7648929.45 e	7161851.86 e
THS_EUR,PERS,N_GE4,OUT,CAR,EU28	: 	: 	9030387.98 e	9568369.16 e	7692451.63 e	7223955.62 e
THS_EUR,PERS,N_GE4,OUT,CAR,FI	74965.35 	46626.38 	45838.14 	49160.85 u	59378.95 	52653.5 
THS_EUR,PERS,N_GE4,OUT,CAR,FR	529278.83 	459796.86 	477758.83 	596731.2 	564278.72 	532442.01 
THS_EUR,PERS,N_GE4,OUT,CAR,HR	39164.72 	34143.14 	48891.23 	40457.06 	43925.9 	62075.46 
THS_EUR,PERS,N_GE4,OUT,CAR,HU	27711.48 	21645.77 	22201.95 	18606.68 	0 	0 
THS_EUR,PERS,N_GE4,OUT,CAR,IE	12080.53 	14452.04 	17479.67 	25926.16 	21381.37 	24391.94 
THS_EUR,PERS,N_GE4,OUT,CAR,IT	178961.24 	192014.03 	243528.09 	160599.37 b	157034.13 	150313.29 
THS_EUR,PERS,N_GE4,OUT,CAR,LT	24415.2 	27670.76 	32084.3 	35473.12 	27942.43 	30222.85 
THS_EUR,PERS,N_GE4,OUT,CAR,LU	: 	41400.39 	43487.14 	39167.72 	39171.66 	38100.02 
THS_EUR,PERS,N_GE4,OUT,CAR,LV	: 	13029.98 	13368.95 	22739.44 	20794.23 	14076.71 
THS_EUR,PERS,N_GE4,OUT,CAR,NL	694550.73 	667739.2 	654117.01 	656550.22 	716645.4 	727618.78 
THS_EUR,PERS,N_GE4,OUT,CAR,NO	301735.93 	239658.86 	322984.02 	219095.22 	178293.68 	: 
THS_EUR,PERS,N_GE4,OUT,CAR,PL	240275.52 	266351.67 	241845.62 	248141.15 b	400724.51 	331809.42 
THS_EUR,PERS,N_GE4,OUT,CAR,PT	16775.62 	15802.37 	14444.03 	13170.74 	20410.65 	10684.17 
THS_EUR,PERS,N_GE4,OUT,CAR,RO	38016.92 	32649 	37492.16 	31075.72 	23658.72 	13703.99 
THS_EUR,PERS,N_GE4,OUT,CAR,SE	: 	84445.15 	135376.93 	195907.68 	: 	: 
THS_EUR,PERS,N_GE4,OUT,CAR,SI	48583.41 	52945.26 	44913.87 	45252.5 	48884.91 	49592.27 
THS_EUR,PERS,N_GE4,OUT,CAR,SK	70711.15 	75534.31 	73082.52 	44748.91 	52222.93 b	77724.85 
THS_EUR,PERS,N_GE4,OUT,LAND,AT	714223.54 	669186.57 	665904.24 	728013.82 	582076.01 	526420.83 
THS_EUR,PERS,N_GE4,OUT,LAND,BE	390410.07 b	640504.47 	432025.74 	480561.37 	597122.97 	378444.98 
THS_EUR,PERS,N_GE4,OUT,LAND,BG	32856.5 	20032.28 	21795.91 	27429.13 	13023.93 	11258.19 
THS_EUR,PERS,N_GE4,OUT,LAND,CH	: 	586056.47 	670926.24 	535231.06 	634329.05 	642228.8 
THS_EUR,PERS,N_GE4,OUT,LAND,CY	: 	: 	: u	: 	: 	: 
THS_EUR,PERS,N_GE4,OUT,LAND,CZ	201187.07 	196394.13 	180803.48 	193992.88 	179795.48 	194211.63 
THS_EUR,PERS,N_GE4,OUT,LAND,DE	6312069.1 	6325202.6 	5643512.5 	5567912.09 	5757495.39 	5516217.59 
THS_EUR,PERS,N_GE4,OUT,LAND,DK	: 	273929.44 	260554.15 	275952.74 b	253249.51 b	201522.88 
THS_EUR,PERS,N_GE4,OUT,LAND,EA	: 	: 	: 	9398927.35 e	9552091.35 e	8988912.86 e
THS_EUR,PERS,N_GE4,OUT,LAND,EE	29271.27 	23677.22 	23896 	25331.92 	21249.29 	13878.37 
THS_EUR,PERS,N_GE4,OUT,LAND,EL	: 	12744.87 	13991.89 	18382.71 	20118.94 	21592.37 
THS_EUR,PERS,N_GE4,OUT,LAND,ES	326425.17 	298253.31 	332611.51 b	153384.52 	160641.74 	163192.99 
THS_EUR,PERS,N_GE4,OUT,LAND,EU27	: 	: 	12093798.88 e	12339141.12 e	11428852.17 e	10725651.39 e
THS_EUR,PERS,N_GE4,OUT,LAND,EU28	: 	: 	12181499.44 e	12419641.15 e	11507831.24 e	10824644.68 e
THS_EUR,PERS,N_GE4,OUT,LAND,FI	92215.61 	56564.59 	54746.75 	76446.4 	74765.32 	67268.41 
THS_EUR,PERS,N_GE4,OUT,LAND,FR	754926.02 	641028.5 	706420.35 	937253.41 	806545.88 	756816.52 
THS_EUR,PERS,N_GE4,OUT,LAND,HR	62423.13 	53700.32 	89538.42 	83504.84 	79318.39 	98838.17 
THS_EUR,PERS,N_GE4,OUT,LAND,HU	27711.48 	21674.29 	22201.95 	18610.47 	0 	9.88 
THS_EUR,PERS,N_GE4,OUT,LAND,IE	23797.03 	18942.54 	27387.28 	46043.17 	41219.49 	42379.98 
THS_EUR,PERS,N_GE4,OUT,LAND,IT	240519.71 	248522.18 	319272.2 	283919.58 b	353556.88 	325379.8 
THS_EUR,PERS,N_GE4,OUT,LAND,LT	35173.96 	37618.35 	44299.16 	44262.88 	33963.57 	35408.55 
THS_EUR,PERS,N_GE4,OUT,LAND,LU	: 	54405.25 	57868.88 	56789.06 	63412.14 	57736.77 
THS_EUR,PERS,N_GE4,OUT,LAND,LV	: 	23241.39 	26376.27 	37127.04 	42489.83 	36211.36 
THS_EUR,PERS,N_GE4,OUT,LAND,NL	810240.81 	786303.61 	794220.17 	795916 	896717.02 	915782.54 
THS_EUR,PERS,N_GE4,OUT,LAND,NO	358464.37 	307382.71 	390550.63 	297645.39 	212902.03 	: 
THS_EUR,PERS,N_GE4,OUT,LAND,PL	439054.05 	435583.98 	442631.62 	409235.22 b	570063.68 	535376.58 
THS_EUR,PERS,N_GE4,OUT,LAND,PT	23869.9 	20573.23 	21982.23 	20980.24 	28175.83 	15728.74 
THS_EUR,PERS,N_GE4,OUT,LAND,RO	58882.91 	58479.7 	71217.09 	74484.72 	65558.82 	49245.54 
THS_EUR,PERS,N_GE4,OUT,LAND,SE	: 	135009.39 	234408.69 	296069.96 	: 	: 
THS_EUR,PERS,N_GE4,OUT,LAND,SI	56715.61 	64068.24 	55672.66 	55497.88 	57576.59 	59127.12 
THS_EUR,PERS,N_GE4,OUT,LAND,SK	105688.48 	109344.39 	105681.76 	75316.12 	90245.83 b	127839.99 
THS_EUR,PERS,N_GE4,OUT,LAND,UK	: 	: 	: 	: 	501725.71 	: u
THS_EUR,PERS,N_GE4,OUT,OTH,AT	39593.32 	26959.13 	39993.82 u	23098.15 u	16620.39 u	11620.57 u
THS_EUR,PERS,N_GE4,OUT,OTH,BE	: u	1177.91 	: u	6335.67 u	35308.64 	: u
THS_EUR,PERS,N_GE4,OUT,OTH,BG	: 	: 	: 	: 	: 	: u
THS_EUR,PERS,N_GE4,OUT,OTH,CH	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,CZ	: c	: u	: 	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,DE	359916.86 u	431671.9 u	153432.5 u	115144.55 u	218058.28 u	157406.57 u
THS_EUR,PERS,N_GE4,OUT,OTH,DK	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,EA	: 	: 	: 	225133.76 e	434938.14 e	267839.65 e
THS_EUR,PERS,N_GE4,OUT,OTH,EE	: c	: 	: u	: u	: 	: u
THS_EUR,PERS,N_GE4,OUT,OTH,EL	: 	: u	: 	: u	: 	: 
THS_EUR,PERS,N_GE4,OUT,OTH,ES	: c	: 	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,EU27	: 	: 	283331.18 e	275937.05 e	454453.5 e	280306.82 e
THS_EUR,PERS,N_GE4,OUT,OTH,EU28	: 	: 	283090.1 e	275710.06 e	455109.41 e	287160.99 e
THS_EUR,PERS,N_GE4,OUT,OTH,FR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,HR	: u	: 	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,HU	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,IE	: c	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,OUT,OTH,IT	: u	: u	: u	: u	131564.44 u	87065.38 u
THS_EUR,PERS,N_GE4,OUT,OTH,LT	: c	: u	: u	: u	: 	: 
THS_EUR,PERS,N_GE4,OUT,OTH,LU	: 	2724.63 u	3230.89 	2094.64 	9158.66 u	1221.92 u
THS_EUR,PERS,N_GE4,OUT,OTH,LV	: 	: 	: 	: u	: u	: 
THS_EUR,PERS,N_GE4,OUT,OTH,NL	640.24 u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,NO	: u	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,OUT,OTH,PL	: c	2559.95 u	2480.38 	1822.16 bu	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,PT	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,RO	: c	: 	: 	: u	: 	: u
THS_EUR,PERS,N_GE4,OUT,OTH,SE	: 	: u	: u	: u	: 	: 
THS_EUR,PERS,N_GE4,OUT,OTH,SI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,OTH,SK	: c	: 	: 	: 	: u	: u
THS_EUR,PERS,N_GE4,OUT,RAIL,AT	66140.98 	57754.95 	67439.89 	90902.18 	61267.75 	58989.06 
THS_EUR,PERS,N_GE4,OUT,RAIL,BE	35779.41 b	39684.95 	23769.19 	39939.87 	39960.46 	41348.41 
THS_EUR,PERS,N_GE4,OUT,RAIL,BG	: c	: 	: 	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,RAIL,CH	: 	120317.01 	118179.97 	98846.57 	122647.71 	99564.06 
THS_EUR,PERS,N_GE4,OUT,RAIL,CZ	6982.26 u	14031.27 	7053.87 u	: u	4709.95 u	9443.27 
THS_EUR,PERS,N_GE4,OUT,RAIL,DE	345754.96 	584408.35 	312783.5 	322375.75 	406034.94 	584377.06 
THS_EUR,PERS,N_GE4,OUT,RAIL,DK	: 	: u	11445.22 u	18078.18 bu	18594.63 bu	12639.95 u
THS_EUR,PERS,N_GE4,OUT,RAIL,EA	: 	: 	: 	754348.11 e	746775.1 e	918581.68 e
THS_EUR,PERS,N_GE4,OUT,RAIL,EE	: c	: u	: u	: u	1759.87 u	: u
THS_EUR,PERS,N_GE4,OUT,RAIL,EL	: 	: u	: u	: u	: 	: u
THS_EUR,PERS,N_GE4,OUT,RAIL,ES	27744.71 	25102.27 u	21194.96 bu	7576.36 	13209.96 	8969.53 
THS_EUR,PERS,N_GE4,OUT,RAIL,EU27	: 	: 	849831.94 e	930131.82 e	1322285.2 e	1465796.4 e
THS_EUR,PERS,N_GE4,OUT,RAIL,EU28	: 	: 	849626.74 e	931651.58 e	1325356.92 e	1472184.85 e
THS_EUR,PERS,N_GE4,OUT,RAIL,FI	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,RAIL,FR	87091.67 	94664.48 	136644.5 	191012.01 	133014.73 	112392.9 
THS_EUR,PERS,N_GE4,OUT,RAIL,HR	: u	: u	: u	: u	: u	6501.75 u
THS_EUR,PERS,N_GE4,OUT,RAIL,IE	4616.69 u	: u	: u	11077.22 u	: u	5766.11 u
THS_EUR,PERS,N_GE4,OUT,RAIL,IT	: u	: u	: u	: u	21324.23 u	: u
THS_EUR,PERS,N_GE4,OUT,RAIL,LT	4238.18 	5746.91 	2246.81 u	: u	3061.89 	3435.93 
THS_EUR,PERS,N_GE4,OUT,RAIL,LU	: 	5148.17 	5688.52 	5541.33 	5639.97 	8155.28 
THS_EUR,PERS,N_GE4,OUT,RAIL,LV	: 	: c	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,RAIL,NL	57730.27 	42104.39 	43394.23 	45256.48 	54804.27 	56157.75 
THS_EUR,PERS,N_GE4,OUT,RAIL,NO	: u	: u	: u	: u	: u	: 
THS_EUR,PERS,N_GE4,OUT,RAIL,PL	4427.32 	9960.58 	17892.61 	7664.16 b	17464.9 u	18193.14 u
THS_EUR,PERS,N_GE4,OUT,RAIL,PT	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,RAIL,RO	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,RAIL,SE	: 	16637.48 u	44720.74 u	21945.12 u	: 	: 
THS_EUR,PERS,N_GE4,OUT,RAIL,SI	: c	: u	: u	: u	: u	2951.06 u
THS_EUR,PERS,N_GE4,OUT,RAIL,SK	6307.64 u	: u	5042.51 u	: u	: u	9914.87 u
THS_EUR,PERS,N_GE4,OUT,RAIL,UK	: 	: 	: 	: 	501725.71 	: u
THS_EUR,PERS,N_GE4,OUT,TOTAL,AT	2263905.89 	2195945.6 	2029164.83 	2066989.9 	2067081.11 	1809502.56 
THS_EUR,PERS,N_GE4,OUT,TOTAL,BE	1701219.31 b	2547483.64 	1498261.73 	1674171.1 	1998268.52 	1005460.13 
THS_EUR,PERS,N_GE4,OUT,TOTAL,BG	80249.36 	56147.08 	51763.99 	57408.18 	39400.11 	39913.9 
THS_EUR,PERS,N_GE4,OUT,TOTAL,CH	: 	3675510.6 	3337332.54 	2922423.5 	2804016.09 	2833679.29 
THS_EUR,PERS,N_GE4,OUT,TOTAL,CY	324054.03 	282462.15 	226921.7 	256068.87 	245538.21 	242541.07 
THS_EUR,PERS,N_GE4,OUT,TOTAL,CZ	614489.39 	529467.94 	460499.73 	481358.98 	507504.47 	503705.03 
THS_EUR,PERS,N_GE4,OUT,TOTAL,DE	25092194.1 	20289359.01 	20031943.88 	17957857.59 	19972374.75 	16459153.52 
THS_EUR,PERS,N_GE4,OUT,TOTAL,DK	: 	1288727.79 	764635.11 	868072.97 b	719616.9 b	700347.42 
THS_EUR,PERS,N_GE4,OUT,TOTAL,EA	: 	: 	: 	40841507.36 e	43140273.49 e	38328781.13 e
THS_EUR,PERS,N_GE4,OUT,TOTAL,EE	155212.45 	135869.32 	148565.55 	104314.06 	108123.11 	98821.56 
THS_EUR,PERS,N_GE4,OUT,TOTAL,EL	: 	110316.56 	88105.56 	110775.59 	104477.69 	89244.42 
THS_EUR,PERS,N_GE4,OUT,TOTAL,ES	3150527.96 	3037950.03 	2818082.45 b	1619802.91 	1624274.28 	1486342.8 
THS_EUR,PERS,N_GE4,OUT,TOTAL,EU27	: 	: 	54158255.8 e	53372686.74 e	59628235.2 e	46637420.68 e
THS_EUR,PERS,N_GE4,OUT,TOTAL,EU28	: 	: 	54312304.47 e	53489318 e	59776336.69 e	46823702.31 e
THS_EUR,PERS,N_GE4,OUT,TOTAL,FI	1640105.62 	1606054.11 	1550345.72 	1634560.32 	1545406.29 	1542024.87 
THS_EUR,PERS,N_GE4,OUT,TOTAL,FR	6814861.3 	6373937.68 	6217983.35 	7564130.86 	7071883.2 	6775485.95 
THS_EUR,PERS,N_GE4,OUT,TOTAL,HR	124000.27 	100497.96 	192306.62 	158760.34 	154865.84 	190206.25 
THS_EUR,PERS,N_GE4,OUT,TOTAL,HU	286803.83 	262694.17 	252298.9 	268313.79 	155681.29 	136612.17 
THS_EUR,PERS,N_GE4,OUT,TOTAL,IE	1340461.56 	1319154.59 	1201402.08 	1281981.69 	1214581.54 	1229559.53 
THS_EUR,PERS,N_GE4,OUT,TOTAL,IT	1478982.24 	1626376.56 	1715747.72 	1975377.83 b	2456828.38 	2511990.39 
THS_EUR,PERS,N_GE4,OUT,TOTAL,LT	205977.91 	201953.44 	202706.82 	175943.62 	142415.03 	130719.23 
THS_EUR,PERS,N_GE4,OUT,TOTAL,LU	: 	229786.62 	205351.69 	267473.93 	262181.3 	271533.82 
THS_EUR,PERS,N_GE4,OUT,TOTAL,LV	: 	108079.65 	96651.32 	150194.37 	120803.62 	140974.14 
THS_EUR,PERS,N_GE4,OUT,TOTAL,MT	66609.85 	63620.25 	54988.29 	54885.2 b	55011 	51537.43 
THS_EUR,PERS,N_GE4,OUT,TOTAL,NL	4600768.22 	3533120.74 	3501919.78 	3532070.95 	3857605.46 	4074090.7 
THS_EUR,PERS,N_GE4,OUT,TOTAL,NO	3520662.73 	3225901.9 	3265528.73 	3359031.94 	2652219.89 	: 
THS_EUR,PERS,N_GE4,OUT,TOTAL,PL	1755325.4 	1544865.51 	1527705.33 	1407127.59 b	1557762.69 	1355842.75 
THS_EUR,PERS,N_GE4,OUT,TOTAL,PT	193889.28 	128812.05 	155343.04 	162810 	186875.84 	154373.27 
THS_EUR,PERS,N_GE4,OUT,TOTAL,RO	135124.28 	147619.12 	153309.82 	161378.58 	129047.33 	87348.52 
THS_EUR,PERS,N_GE4,OUT,TOTAL,SE	: 	867681.48 	1908161.77 	2211160.8 	: 	: 
THS_EUR,PERS,N_GE4,OUT,TOTAL,SI	129891.98 	156278.1 	137102.7 	138489.97 	129904.73 	128350.35 
THS_EUR,PERS,N_GE4,OUT,TOTAL,SK	379215.35 	251363.79 	287567.85 	237810.82 	234564.8 b	394053.35 
THS_EUR,PERS,N_GE4,OUT,TOTAL,UK	: 	: 	: 	: 	11983317.82 	: u
THS_EUR,PERS,N_GE4,OUT,WW,AT	: c	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,WW,BE	45167.82 b	60867.11 	13783.72 u	27630.11 u	18491.17 u	45364.6 u
THS_EUR,PERS,N_GE4,OUT,WW,BG	: 	: 	: u	: 	: 	: 
THS_EUR,PERS,N_GE4,OUT,WW,CH	: 	117238.47 u	62439 u	92199.87 u	88952.98 u	131599.33 u
THS_EUR,PERS,N_GE4,OUT,WW,CY	4575.44 u	6383.21 u	5992.91 	8552.74 	5678.29 u	7034.68 
THS_EUR,PERS,N_GE4,OUT,WW,CZ	: c	: u	: 	: 	: u	: 
THS_EUR,PERS,N_GE4,OUT,WW,DE	2851845.37 	1925051.77 	870471.61 	864620.28 	1669851.41 	1395247.1 
THS_EUR,PERS,N_GE4,OUT,WW,DK	: 	: u	7756.37 u	17412.25 bu	17361.86 bu	: u
THS_EUR,PERS,N_GE4,OUT,WW,EA	: 	: 	: 	1460435.15 e	2364745.41 e	2107780.56 e
THS_EUR,PERS,N_GE4,OUT,WW,EE	5570.64 u	7005.59 	6411.86 	4972.71 	2953.04 u	3399.86 u
THS_EUR,PERS,N_GE4,OUT,WW,EL	: 	2725.41 u	1610.88 u	2842.65 u	: u	: u
THS_EUR,PERS,N_GE4,OUT,WW,ES	150170.35 	118971.26 	108665.15 b	79341.81 	103556.74 	84240.51 
THS_EUR,PERS,N_GE4,OUT,WW,EU27	: 	: 	1965662.36 e	1769518.13 e	3227379.39 e	2769707.18 e
THS_EUR,PERS,N_GE4,OUT,WW,EU28	: 	: 	1966698.44 e	1768873.37 e	3227337.31 e	2774347.5 e
THS_EUR,PERS,N_GE4,OUT,WW,FI	68886.56 	67783.8 	56123.56 	68712.18 	70961.06 	75698.18 
THS_EUR,PERS,N_GE4,OUT,WW,FR	78200.29 	89559.55 	104763.88 	143083.57 	111683.63 	104230.3 
THS_EUR,PERS,N_GE4,OUT,WW,HR	: u	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,WW,IE	56823.49 	60902.71 	50679.3 	45817.56 	66612.87 	76747.81 
THS_EUR,PERS,N_GE4,OUT,WW,IT	71848.14 u	: u	257495.16 u	97258.4 bu	177297.02 	181079.05 
THS_EUR,PERS,N_GE4,OUT,WW,LT	6572.6 	7223.29 	7134 	6562.25 	7212.71 	7670.13 
THS_EUR,PERS,N_GE4,OUT,WW,LU	: 	4296.43 u	4691.05 	7525.21 u	7713.38 u	7515.14 u
THS_EUR,PERS,N_GE4,OUT,WW,LV	: 	: c	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,WW,MT	2218.09 	3196.74 	1760.18 u	1708.39 bu	747.24 	570.41 
THS_EUR,PERS,N_GE4,OUT,WW,NL	51958.37 	59723.15 	59911.06 	83949.36 	105845.37 	94680.36 
THS_EUR,PERS,N_GE4,OUT,WW,NO	66197.57 u	95328.93 u	74580.23 u	188428.78 	89710.77 	: 
THS_EUR,PERS,N_GE4,OUT,WW,PL	24037 	18069.74 	19256.54 	14548.73 b	: u	: u
THS_EUR,PERS,N_GE4,OUT,WW,PT	1713.75 u	886.27 u	968.17 u	: u	9115.77 u	13828.36 u
THS_EUR,PERS,N_GE4,OUT,WW,RO	: c	: u	: u	: u	: 	: 
THS_EUR,PERS,N_GE4,OUT,WW,SE	: 	15858.98 u	116226.77 	38002.21 u	: 	: 
THS_EUR,PERS,N_GE4,OUT,WW,SI	: c	: u	: u	: u	: u	4707.19 u
THS_EUR,PERS,N_GE4,OUT,WW,SK	: 	: u	: u	: u	: u	: u
THS_EUR,PERS,N_GE4,OUT,WW,UK	: 	: 	: 	: 	761093.46 	: u
THS_EUR,PERS,N_GE4,WORLD,AIR,AT	1537717.1 	1510777.95 	1355589.95 	1323485.52 	1477554.54 	1275781.28 
THS_EUR,PERS,N_GE4,WORLD,AIR,BE	1265641.43 b	1846112.06 	1052452.27 	1165979.62 	1382654.38 	581650.56 
THS_EUR,PERS,N_GE4,WORLD,AIR,BG	47392.87 	37063.02 	29835.97 	29979.05 	26931.88 	29004.75 
THS_EUR,PERS,N_GE4,WORLD,AIR,CH	: 	2972727.47 	2603967.3 	2294992.57 	2080734.06 	2059851.16 
THS_EUR,PERS,N_GE4,WORLD,AIR,CY	319478.59 	276078.93 	220901.73 	247516.13 	239859.92 	235506.39 
THS_EUR,PERS,N_GE4,WORLD,AIR,CZ	412225.57 	331841.73 	279696.25 	287366.1 	326993.38 	309493.4 
THS_EUR,PERS,N_GE4,WORLD,AIR,DE	16114778.4 	12232088.22 	13763309.13 	11819449.58 	12715869.45 	9969497.71 
THS_EUR,PERS,N_GE4,WORLD,AIR,DK	: 	1017657.23 	511021.6 	588361.89 b	457697.02 b	494445.66 
THS_EUR,PERS,N_GE4,WORLD,AIR,EA	: 	: 	: 	32069985.39 e	33166387.58 e	29512294.01 e
THS_EUR,PERS,N_GE4,WORLD,AIR,EE	120370.55 	105330.99 	118401.89 	74019.65 	83927.73 	81543.33 
THS_EUR,PERS,N_GE4,WORLD,AIR,EL	: 	122252.94 	97371.7 	121259.54 	101032.97 	88832.84 
THS_EUR,PERS,N_GE4,WORLD,AIR,ES	3338177.36 	3303417.88 	2968447.48 b	1841721.66 	1749201.35 	1619466.8 
THS_EUR,PERS,N_GE4,WORLD,AIR,EU27	: 	: 	42611352.07 e	41707967.22 e	47077568.08 e	35594123.52 e
THS_EUR,PERS,N_GE4,WORLD,AIR,EU28	: 	: 	42675865.4 e	41742666.61 e	47148103.17 e	35678069.81 e
THS_EUR,PERS,N_GE4,WORLD,AIR,FI	1508117.35 	1510696.72 	1469428.28 	1516906.62 	1434471.52 	1440867.8 
THS_EUR,PERS,N_GE4,WORLD,AIR,FR	6827851.85 	6623644.08 	6362877.92 	7568077.46 	7153631.09 	6894767.93 
THS_EUR,PERS,N_GE4,WORLD,AIR,HR	62714.02 	46974.85 	101746.26 	74721.54 	76753.41 	88038.36 
THS_EUR,PERS,N_GE4,WORLD,AIR,HU	259092.34 	241019.88 	230096.95 	249714.28 	155681.29 	136631.03 
THS_EUR,PERS,N_GE4,WORLD,AIR,IE	1260114.25 	1240335.97 	1123335.5 	1191332.12 	1108015.84 	1114851.65 
THS_EUR,PERS,N_GE4,WORLD,AIR,IT	1611977.64 	1666249.52 	1374122.57 	1765938.1 b	2231938.26 	2411271.74 
THS_EUR,PERS,N_GE4,WORLD,AIR,LT	164231.35 	157111.8 	151273.67 	125118.49 	101238.76 	87640.55 
THS_EUR,PERS,N_GE4,WORLD,AIR,LU	: 	171084.94 	142791.75 	203159.66 	191055.79 	206376.08 
THS_EUR,PERS,N_GE4,WORLD,AIR,LV	: 	82405.67 	65045.17 	109456.03 	76532.4 	103368.81 
THS_EUR,PERS,N_GE4,WORLD,AIR,MT	64391.76 	60423.51 	53228.11 	53176.81 b	54263.76 	50967.02 
THS_EUR,PERS,N_GE4,WORLD,AIR,NL	3738569.05 	2687692.67 	2647788.56 	2652454.78 	2855950.36 	3063627.79 
THS_EUR,PERS,N_GE4,WORLD,AIR,NO	3310299.42 	3009408.55 	2955886.93 	3056839.44 	2549085.59 	: 
