unit,purpose,duration,partner,tra_mode,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
THS_NAC,PERS,N_GE1,WORLD,OTH,SK	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE1,WORLD,OTH,UK	: 	: 	: 	: 	12231.36 	: u
THS_NAC,PERS,N_GE1,WORLD,RAIL,AT	190483.6 	171718.92 	183851.94 	202180.18 	184291.68 	203934.2 
THS_NAC,PERS,N_GE1,WORLD,RAIL,BE	77307.43 b	77566.89 	64120.55 	74420.48 	76426.07 	83445.41 
THS_NAC,PERS,N_GE1,WORLD,RAIL,BG	3423.61 	3610.91 	1807.49 	5852.66 	6557.55 	5246.43 
THS_NAC,PERS,N_GE1,WORLD,RAIL,CH	: 	304067.9 	279149.96 	291686.28 	356524.02 	301209.99 
THS_NAC,PERS,N_GE1,WORLD,RAIL,CZ	907001.78 	1089816.58 	717457.78 	658521.06 	736167.93 	1039455.29 
THS_NAC,PERS,N_GE1,WORLD,RAIL,DE	2477159.59 	2619325.98 	2382764.73 	2369885.92 	2649042.18 	2687821.39 
THS_NAC,PERS,N_GE1,WORLD,RAIL,DK	: 	1240753.26 	1265209.11 	1687007.15 b	1530843.49 b	1053463.37 
THS_NAC,PERS,N_GE1,WORLD,RAIL,EE	6718.18 	4762.4 	3185.19 	3294.01 	2623.51 	2453.07 u
THS_NAC,PERS,N_GE1,WORLD,RAIL,EL	: 	2134.61 	3026.3 	3447.59 	2759.62 	3895.89 
THS_NAC,PERS,N_GE1,WORLD,RAIL,ES	480790.47 	431514.32 	451572.67 b	297411.17 	300822.93 	240856.1 
THS_NAC,PERS,N_GE1,WORLD,RAIL,EU28	: 	: 	: 	: 	: 	15990061.77 e
THS_NAC,PERS,N_GE1,WORLD,RAIL,FI	185388.17 	164611.47 	177375.14 	208661.09 	224819.79 	233435.54 
THS_NAC,PERS,N_GE1,WORLD,RAIL,FR	2164650.32 	1931090.27 	2140642.2 	2549027.91 	2408909.52 	2423774.76 
THS_NAC,PERS,N_GE1,WORLD,RAIL,HR	20839.28 	20702.65 	33616.98 	63428.42 	68949.25 	114049.1 
THS_NAC,PERS,N_GE1,WORLD,RAIL,HU	3933433.8 	3663315.59 	4028052.66 	4768065.26 	4609507.31 	4992475.58 
THS_NAC,PERS,N_GE1,WORLD,RAIL,IE	20205.19 	16323.24 	16335.65 	28126.8 	21305.35 	21881.54 
THS_NAC,PERS,N_GE1,WORLD,RAIL,IT	408711.52 	367124.4 	384993.57 	357491.47 b	313007.25 	325563.34 
THS_NAC,PERS,N_GE1,WORLD,RAIL,LT	6651.68 	7582.69 	3426.85 	5204.08 	15672.95 	21371.23 
THS_NAC,PERS,N_GE1,WORLD,RAIL,LU	: 	9058.96 	11950.18 	14829.27 	13460.17 	14168.34 
THS_NAC,PERS,N_GE1,WORLD,RAIL,LV	: 	4278.29 	5651.99 	5270.68 	6143.74 	3532.39 
THS_NAC,PERS,N_GE1,WORLD,RAIL,NL	173445.09 	121460.84 	118162.31 	115019.41 	138639.02 	154523.73 
THS_NAC,PERS,N_GE1,WORLD,RAIL,NO	1050924.54 	845137.33 	778677.49 	663481.45 	518840.38 	: 
THS_NAC,PERS,N_GE1,WORLD,RAIL,PL	457357.73 	433119.79 	421138.27 	346472.37 b	720767.52 	806810.74 
THS_NAC,PERS,N_GE1,WORLD,RAIL,PT	14262.48 	13666.33 	10196.45 	10664.75 	10351.23 	9365.39 
THS_NAC,PERS,N_GE1,WORLD,RAIL,RO	320999.54 	306404.19 	336350.46 	359056.97 	341483.94 	313540.92 
THS_NAC,PERS,N_GE1,WORLD,RAIL,SE	: 	2176869.82 	2429843.22 	1796768.93 	: 	: 
THS_NAC,PERS,N_GE1,WORLD,RAIL,SI	2589.72 u	3422.21 	3702.46 u	3423.08 	2918.89 	4436.57 
THS_NAC,PERS,N_GE1,WORLD,RAIL,SK	21207.85 	16426.66 	18994.55 	20895.63 	12982.61 b	24265.42 
THS_NAC,PERS,N_GE1,WORLD,RAIL,UK	: 	: 	: 	: 	1187646.29 	: u
THS_NAC,PERS,N_GE1,WORLD,TOTAL,AT	3296833.62 	3221781.96 	2992586.64 	3101697.42 	3059222.75 	2658013.33 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,BE	2049454.51 b	2908199.75 	1762003.42 	1939063.77 	2265726.45 	1255640.07 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,BG	376464.08 	270197.01 	245549.21 	340528.2 	287711.53 	257282.51 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,CH	: 	4725605.62 	4326945.24 	4272056.4 	4371304.05 	4069544.54 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,CY	391308.17 	337071.17 	284444.13 	319797.41 	313627.31 	310634.95 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,CZ	25689722.62 	23426502.21 	20876495.39 	22650610.13 	21415616.95 	21159145.08 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,DE	35855509.17 	30982860.36 	31116103.9 	29161030.58 	31534751.03 	29150886.94 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,DK	: 	22345247.5 	18146327.99 	21990705.83 b	17292058.1 b	11774135.83 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,EE	242436.68 	222077.1 	232033.09 	174772.18 	166074.61 	156655.12 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,EL	: 	401816.13 	380519.25 	435211.94 	392512.01 	429186.41 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,ES	8609270.11 	8164668.18 	8050809.04 b	5151990.3 	5096340.56 	4730231.56 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,EU28	: 	: 	: 	: 	: 	229979779.04 e
THS_NAC,PERS,N_GE1,WORLD,TOTAL,FI	3279331.08 	3158610.43 	3214468.27 	3265504.74 	3314152.43 	3384183.98 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,FR	18460581.38 	16574875.93 	16862784.23 	19535426.79 	18820541.27 	18641798.63 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,HR	2171709.81 	1930320.42 	3151241.03 	2916477.38 	3217997.38 	3832668.69 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,HU	155566068.3 	142007283.23 	136799688.63 	142715705.14 	95447621.62 	93214591.81 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,IE	1796995.39 	1707906.81 	1611712.64 	1665398.55 	1583903.17 	1606431.61 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,IT	5142448.34 	4791739.31 	4416534.82 	4523610.72 b	5315210.89 	6108021.01 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,LT	264629.36 	259405.14 	262343.38 	226239.38 	631617.25 	598779.42 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,LU	: 	277042.39 	264958.08 	340356.79 	311433.13 	320837.11 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,LV	: 	168035.02 	165695.5 	211618.8 	187691.37 	153608.11 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,MT	81377.66 	77259.94 	65351.65 	65648.59 b	65210.68 	60929.26 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,NL	5732348.12 	4278378.95 	4243534.57 	4293382.27 	4612617.55 	4879668.29 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,NO	51662134.92 	47286683.48 	45003766.77 	43002306.15 	31934221.51 	: 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,PL	12629959.89 	11261267.14 	10464047.89 	9480720.05 b	13956103.05 	14816587.48 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,PT	663649.92 	525631.63 	510774.11 	509912.66 	507151.95 	472371.93 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,RO	3307570.09 	3045343.42 	2857117.18 	2832424.23 	2634281.12 	1672979.58 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,SE	: 	18966591.59 	31855264.43 	31302728.42 	: 	: 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,SI	208644.39 	220347.08 	202114.52 	211235.97 	207481.79 	204924.17 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,SK	545905.37 	386809.24 	394413.18 	381963.19 	320694.58 b	561549.92 
THS_NAC,PERS,N_GE1,WORLD,TOTAL,UK	: 	: 	: 	: 	14694764.18 	: u
THS_NAC,PERS,N_GE1,WORLD,WW,AT	13675.83 u	20125.31 u	: u	: u	: u	: u
THS_NAC,PERS,N_GE1,WORLD,WW,BE	50160.61 b	66297.36 	14052.27 u	28757.23 	18895.96 u	45935.74 u
THS_NAC,PERS,N_GE1,WORLD,WW,BG	: 	: 	: u	: 	: 	: 
THS_NAC,PERS,N_GE1,WORLD,WW,CH	: 	129678.18 u	71227.26 u	111985.97 u	109614.01 u	158616.67 u
THS_NAC,PERS,N_GE1,WORLD,WW,CY	4728.94 u	6864.35 u	7261.76 	10094.7 	7347.51 	9601.42 
THS_NAC,PERS,N_GE1,WORLD,WW,CZ	: c	: u	: 	: u	: u	: 
THS_NAC,PERS,N_GE1,WORLD,WW,DE	2949499.73 	2028262.42 	983043.01 	1189203.55 	1766302.19 	1546245.33 
THS_NAC,PERS,N_GE1,WORLD,WW,DK	: 	343285.97 	207891.76 	353337.83 b	258270.23 b	86853.58 
THS_NAC,PERS,N_GE1,WORLD,WW,EE	13421.46 	14082.37 	14562.28 	14133.73 	9467.55 	11534.37 
THS_NAC,PERS,N_GE1,WORLD,WW,EL	: 	91218.75 	89817.61 	95889.44 	84862.99 	87197.83 
THS_NAC,PERS,N_GE1,WORLD,WW,ES	252093.29 	202803.28 	194077.45 b	136028.31 	165069.85 	129872.95 
THS_NAC,PERS,N_GE1,WORLD,WW,EU28	: 	: 	: 	: 	: 	3792605.67 e
THS_NAC,PERS,N_GE1,WORLD,WW,FI	261868.88 	252041.36 	235807.05 	245408.75 	268857.95 	280310.05 
THS_NAC,PERS,N_GE1,WORLD,WW,FR	170415.09 	163385.24 	173721.87 	239848.63 	184283.56 	203886.84 
THS_NAC,PERS,N_GE1,WORLD,WW,HR	14497.95 	29792.61 	42391.49 u	34146.18 	49612.24 	100185.7 
THS_NAC,PERS,N_GE1,WORLD,WW,HU	: c	: 	: 	: u	: u	: u
THS_NAC,PERS,N_GE1,WORLD,WW,IE	67484.12 	68726.03 	61372.62 	58779.89 	75208.47 	88156.52 
THS_NAC,PERS,N_GE1,WORLD,WW,IT	222491.24 	190247.74 	337512.77 	226580.57 b	425720.8 	417439.32 
THS_NAC,PERS,N_GE1,WORLD,WW,LT	6747.21 	7619.46 	7272.53 	7001.99 	25380.42 	27537.08 
THS_NAC,PERS,N_GE1,WORLD,WW,LU	: 	4312.27 u	4770.46 	7529.01 	7713.38 u	7856.54 
THS_NAC,PERS,N_GE1,WORLD,WW,LV	: 	5186.13 u	9095.64 u	6501.21 	4961.87 	5468.59 
THS_NAC,PERS,N_GE1,WORLD,WW,MT	6735.55 	8021.17 	5423.19 	5376.29 b	3442.77 	2881.29 
THS_NAC,PERS,N_GE1,WORLD,WW,NL	66297.11 	70433.94 	74043.94 	90951.27 	115670.65 	110706.68 
THS_NAC,PERS,N_GE1,WORLD,WW,NO	1380061.38 	1743020.43 	1339739.1 	2657723.77 	1607117.84 	: 
THS_NAC,PERS,N_GE1,WORLD,WW,PL	116959.39 	92754.17 	92293.52 	75475.98 b	68477.83 u	: u
THS_NAC,PERS,N_GE1,WORLD,WW,PT	3683.33 	2070.75 	2384.16 	3279.16 	9887.31 	14598.6 
THS_NAC,PERS,N_GE1,WORLD,WW,RO	18113.3 	34281.18 	19818.17 	47618.95 	2537.89 u	: u
THS_NAC,PERS,N_GE1,WORLD,WW,SE	: 	1004945.01 	2085365.35 	1194963.73 	: 	: 
THS_NAC,PERS,N_GE1,WORLD,WW,SI	: c	: u	: u	: u	: u	4711.62 u
THS_NAC,PERS,N_GE1,WORLD,WW,SK	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE1,WORLD,WW,UK	: 	: 	: 	: 	749226.11 	: u
THS_NAC,PERS,N_GE4,DOM,AIR,AT	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,AIR,BG	: 	: u	: u	: 	: u	: u
THS_NAC,PERS,N_GE4,DOM,AIR,CH	: 	: u	: 	: 	: 	: 
THS_NAC,PERS,N_GE4,DOM,AIR,DE	186498.76 u	192983.59 u	245349.36 u	294124.36 u	170841.49 u	421808.87 u
THS_NAC,PERS,N_GE4,DOM,AIR,DK	: 	79037.83 u	: u	101787.18 bu	: u	: u
THS_NAC,PERS,N_GE4,DOM,AIR,EE	: 	: u	: u	: u	: u	: 
THS_NAC,PERS,N_GE4,DOM,AIR,EL	: 	27406.66 	24868.9 	31709.3 	18609.17 	23526.11 
THS_NAC,PERS,N_GE4,DOM,AIR,ES	664244.92 	682692.42 	591641.68 b	454645.08 	389125.56 	380557.5 
THS_NAC,PERS,N_GE4,DOM,AIR,EU28	: 	: 	: 	: 	: 	2458066.64 e
THS_NAC,PERS,N_GE4,DOM,AIR,FI	29113.9 u	28991 u	29952.88 u	27504.87 u	34791.61 	41809.52 
THS_NAC,PERS,N_GE4,DOM,AIR,FR	846116.86 	980294.45 	956078.8 	1084283.58 	999977.41 	980328.8 
THS_NAC,PERS,N_GE4,DOM,AIR,HR	: u	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,AIR,HU	: 	: 	: 	: u	: 	: u
THS_NAC,PERS,N_GE4,DOM,AIR,IE	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,AIR,IT	445363.25 	304670.64 	235142.2 	171738.24 b	305963.78 	405740.21 
THS_NAC,PERS,N_GE4,DOM,AIR,LU	: 	: 	: 	: 	: 	: u
THS_NAC,PERS,N_GE4,DOM,AIR,NL	: 	: u	: 	: u	: u	: 
THS_NAC,PERS,N_GE4,DOM,AIR,NO	1998763.35 	1730079.66 	1391564.92 	1536221.11 	1509154.62 	: 
THS_NAC,PERS,N_GE4,DOM,AIR,PL	: c	: u	: u	5786.2 bu	: u	: u
THS_NAC,PERS,N_GE4,DOM,AIR,PT	36957.35 	25148.86 	25587.85 	21156.13 	19434.69 	20165.58 
THS_NAC,PERS,N_GE4,DOM,AIR,RO	: c	7677.77 u	15906.03 u	6333.6 u	10673.12 u	: u
THS_NAC,PERS,N_GE4,DOM,AIR,SE	: 	306590.71 	608434.76 	376843.65 	: 	: 
THS_NAC,PERS,N_GE4,DOM,AIR,SK	: 	: u	: 	: 	: u	: 
THS_NAC,PERS,N_GE4,DOM,AIR,UK	: 	: 	: 	: 	92475.62 	: u
THS_NAC,PERS,N_GE4,DOM,BUS,AT	17153.53 	12311.45 	12458.93 	12918.81 	20353.22 	10087.49 
THS_NAC,PERS,N_GE4,DOM,BUS,BE	1044.14 bu	3684.72 	: u	: u	1152.88 u	: u
THS_NAC,PERS,N_GE4,DOM,BUS,BG	13044.41 	9063.92 	7334.55 	12217.14 	11834.68 	8203.68 
THS_NAC,PERS,N_GE4,DOM,BUS,CH	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,BUS,CY	: c	160.79 u	262.11 u	: u	: u	161.45 u
THS_NAC,PERS,N_GE4,DOM,BUS,CZ	270812.94 	249322.06 	262525.23 	239836.65 	258756.46 	364204.68 
THS_NAC,PERS,N_GE4,DOM,BUS,DE	463392.78 	227862.37 	241943.57 	176908.49 	247065.57 	340261.83 
THS_NAC,PERS,N_GE4,DOM,BUS,DK	: 	96326.57 u	70252.29 	126472.47 bu	34201.73 bu	29782.42 u
THS_NAC,PERS,N_GE4,DOM,BUS,EE	1159.43 u	1047.34 u	909.12 u	1295.05 	953.24 	2544.37 u
THS_NAC,PERS,N_GE4,DOM,BUS,EL	: 	14176.62 	14856.2 	19942.93 	15845.54 	15402.04 
THS_NAC,PERS,N_GE4,DOM,BUS,ES	167872.98 	165519.32 	162624.88 b	144243.04 	150175.48 	135863.51 
THS_NAC,PERS,N_GE4,DOM,BUS,EU28	: 	: 	: 	: 	: 	2910380.46 e
THS_NAC,PERS,N_GE4,DOM,BUS,FI	21154.24 	17498.59 	19525.37 	19800.96 	16975.88 	18239.73 
THS_NAC,PERS,N_GE4,DOM,BUS,FR	116442.87 	83472.31 	76260.49 	77719.71 	61502.18 	81343.55 
THS_NAC,PERS,N_GE4,DOM,BUS,HR	47248.55 	47913.44 	98245.47 	108429.32 	113359.75 	169246.01 
THS_NAC,PERS,N_GE4,DOM,BUS,HU	783855.59 	800832.18 	967573.32 	1052900.53 	891533.2 	1128325.05 
THS_NAC,PERS,N_GE4,DOM,BUS,IE	3500.53 	3678.99 	4025.37 	5373.81 	3682.03 	4244.17 
THS_NAC,PERS,N_GE4,DOM,BUS,IT	75921.77 	48480.61 u	53419.87 u	59980.73 bu	60876.97 	122098.71 
THS_NAC,PERS,N_GE4,DOM,BUS,LT	641.33 	724.77 	638.69 	620.37 	2264.44 	1543.98 
THS_NAC,PERS,N_GE4,DOM,BUS,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,BUS,LV	: 	1024.05 u	812.22 u	1711.79 	1620.63 	1209.98 
THS_NAC,PERS,N_GE4,DOM,BUS,NL	3837.35 u	4641.09 u	3547.4 u	3101.47 u	3381.52 u	2979.64 u
THS_NAC,PERS,N_GE4,DOM,BUS,NO	121119.86 u	73356.88 u	92686.89 u	165865.66 u	147139.3 	: 
THS_NAC,PERS,N_GE4,DOM,BUS,PL	228415.19 	280821.75 	247705.71 	213548.15 b	313796.18 	451950.34 
THS_NAC,PERS,N_GE4,DOM,BUS,PT	5900.47 	3840.84 	4450.67 	4355.79 	4176.17 	5270.03 
THS_NAC,PERS,N_GE4,DOM,BUS,RO	131573.91 	120128.15 	103405.13 	111188.67 	138428.35 	95688.01 
THS_NAC,PERS,N_GE4,DOM,BUS,SE	: 	117030.92 	102805.2 	69852.46 	: 	: 
THS_NAC,PERS,N_GE4,DOM,BUS,SI	: c	394.38 u	434.82 u	638.4 u	542.01 u	: u
THS_NAC,PERS,N_GE4,DOM,BUS,SK	3449.95 u	2787.97 u	2607.11 u	3116.2 u	2192.97 bu	9227.66 
THS_NAC,PERS,N_GE4,DOM,BUS,UK	: 	: 	: 	: 	49880.94 	: u
THS_NAC,PERS,N_GE4,DOM,CAR,AT	223825.29 	236852.36 	195632.09 	216325.5 	233242.56 	182922.85 
THS_NAC,PERS,N_GE4,DOM,CAR,BE	19143.83 b	37018.2 	18205.41 	22350.09 	27516.1 	28907.17 
THS_NAC,PERS,N_GE4,DOM,CAR,BG	92559.15 	59497.98 	55992.45 	77439.86 	82374.13 	67054.02 
THS_NAC,PERS,N_GE4,DOM,CAR,CH	: 	81629.49 	94179.27 	121122.49 	142189.9 	110072.69 
THS_NAC,PERS,N_GE4,DOM,CAR,CY	4735.27 	4853.14 	6573.36 	11823.57 	10279.96 	7920.39 
THS_NAC,PERS,N_GE4,DOM,CAR,CZ	2977012.6 	2989035.7 	2754503.83 	2940072.22 	2491534.05 	2646707.12 
THS_NAC,PERS,N_GE4,DOM,CAR,DE	2733839.79 	2755757.02 	2940145.78 	3187262.29 	2968931.08 	3319258.04 
THS_NAC,PERS,N_GE4,DOM,CAR,DK	: 	1584888.55 	1610095.42 	2193685.09 b	1216655.57 b	1125499.62 
THS_NAC,PERS,N_GE4,DOM,CAR,EE	5591.32 	6219.58 	5601.53 	3291.95 	4033.13 	6730.34 
THS_NAC,PERS,N_GE4,DOM,CAR,EL	: 	102363.79 	97772.71 	111827.69 	113171.38 	116610.41 
THS_NAC,PERS,N_GE4,DOM,CAR,ES	1310717.81 	1255668.31 	1349407.26 b	861847.5 	898879.49 	868144.15 
THS_NAC,PERS,N_GE4,DOM,CAR,EU28	: 	: 	: 	: 	: 	34636595.93 e
THS_NAC,PERS,N_GE4,DOM,CAR,FI	263957.68 	278662.29 	298827.18 	292670.11 	305029.34 	317435.4 
THS_NAC,PERS,N_GE4,DOM,CAR,FR	4359846.35 	4082053.55 	4137238.78 	4637163.58 	4709410.98 	4656153.5 
THS_NAC,PERS,N_GE4,DOM,CAR,HR	430413.72 	408358.57 	564257.58 	443158.42 	657150.78 	890075 
THS_NAC,PERS,N_GE4,DOM,CAR,HU	12223460.32 	12824716.84 	13358129.91 	14946569.84 	14648306.98 	14424068.31 
THS_NAC,PERS,N_GE4,DOM,CAR,IE	41427 	46149.85 	46388.94 	45732.09 	49268.08 	48302.49 
THS_NAC,PERS,N_GE4,DOM,CAR,IT	1049175.26 	906602.38 	811353.44 	761790.57 b	905404.85 	1045317.82 
THS_NAC,PERS,N_GE4,DOM,CAR,LT	6319.23 	6467.7 	6135.36 	5153.5 	22467.11 	15159.15 
THS_NAC,PERS,N_GE4,DOM,CAR,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,CAR,LV	: 	2850.32 	4810.6 	4571.91 	2693.24 	3476.74 
THS_NAC,PERS,N_GE4,DOM,CAR,NL	197465.5 	188762.56 	196750.64 	189568.32 	184238.43 	196607.25 
THS_NAC,PERS,N_GE4,DOM,CAR,NO	3750713.47 	3767580.51 	3418521.21 	2645901.91 	2358017.17 	: 
THS_NAC,PERS,N_GE4,DOM,CAR,PL	1909638.19 	1658707.1 	1449030.23 	1393821.49 b	2745610.26 	3622385.22 
THS_NAC,PERS,N_GE4,DOM,CAR,PT	127265.75 	111367.89 	107442.7 	100185.89 	115724 	105273.64 
THS_NAC,PERS,N_GE4,DOM,CAR,RO	887658.71 	813927.92 	730248.12 	706633.09 	726584.5 	381111.09 
THS_NAC,PERS,N_GE4,DOM,CAR,SE	: 	1242745.05 	1342017.14 	1254287.47 	: 	: 
THS_NAC,PERS,N_GE4,DOM,CAR,SI	5612.98 	6193.12 	6459.38 	6606.23 	6734.42 	7003.11 
THS_NAC,PERS,N_GE4,DOM,CAR,SK	28466.47 	27528.16 	20179.57 	32668.75 	21065.25 b	64581.05 
THS_NAC,PERS,N_GE4,DOM,CAR,UK	: 	: 	: 	: 	1000069.56 	: u
THS_NAC,PERS,N_GE4,DOM,LAND,AT	275606.82 	284154.65 	243257.11 	259746.44 	291501.94 	246888.07 
THS_NAC,PERS,N_GE4,DOM,LAND,BE	21718.03 b	44172.94 	21501.14 	24851.83 	30771.57 	34454.72 
THS_NAC,PERS,N_GE4,DOM,LAND,BG	107443.86 	71123.12 	64055.37 	91900.96 	97883.44 	77437.42 
THS_NAC,PERS,N_GE4,DOM,LAND,CH	: 	118478.86 	123629.57 	150713.18 	197587.57 	159895.42 
THS_NAC,PERS,N_GE4,DOM,LAND,CY	4921.45 	5013.93 	6835.47 	12085.7 	10706.09 	8081.84 
THS_NAC,PERS,N_GE4,DOM,LAND,CZ	3445094.26 	3497866.26 	3191913.77 	3409533.12 	2963782.73 	3356007.13 
THS_NAC,PERS,N_GE4,DOM,LAND,DE	4054855.96 	3916090.6 	4122097.78 	4232428.85 	4221651.39 	4670640.49 
THS_NAC,PERS,N_GE4,DOM,LAND,DK	: 	1844590.51 	1861842.21 	2581344.15 b	1364314.06 b	1354484.56 
THS_NAC,PERS,N_GE4,DOM,LAND,EE	7037.15 	7424.43 	6640.52 	4825.12 	5053.19 	9595.42 
THS_NAC,PERS,N_GE4,DOM,LAND,EL	: 	118303.56 	114311.87 	133848.23 	130733.26 	134967.54 
THS_NAC,PERS,N_GE4,DOM,LAND,ES	1711814.57 	1627751.52 	1721685.45 b	1163465.47 	1214922.46 	1141281.86 
THS_NAC,PERS,N_GE4,DOM,LAND,EU28	: 	: 	: 	: 	: 	43592430.01 e
THS_NAC,PERS,N_GE4,DOM,LAND,FI	335633.53 	352573.41 	370938.86 	363830.94 	391438.37 	409732.21 
THS_NAC,PERS,N_GE4,DOM,LAND,FR	5569325.99 	5189821.47 	5355791.48 	6040866.71 	6017402.32 	6007785.53 
THS_NAC,PERS,N_GE4,DOM,LAND,HR	484388.57 	462372.54 	679370 	576148.16 	782833.44 	1084857.71 
THS_NAC,PERS,N_GE4,DOM,LAND,HU	14030865.54 	14655984.36 	15594101.55 	17338974.98 	17193592.93 	17219066.52 
THS_NAC,PERS,N_GE4,DOM,LAND,IE	47413.14 	52694.32 	53638.51 	54745.24 	58241.61 	56400.31 
THS_NAC,PERS,N_GE4,DOM,LAND,IT	1346176.73 	1174831.8 	1107790.53 	1048412.47 b	1122603.74 	1389003.09 
THS_NAC,PERS,N_GE4,DOM,LAND,LT	8478.94 	7389.97 	6898.11 	5906.41 	25135.9 	16924.36 
THS_NAC,PERS,N_GE4,DOM,LAND,LU	: 	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,LAND,LV	: 	4043.92 	6185.81 	6610.51 	4744.85 	4983.99 
THS_NAC,PERS,N_GE4,DOM,LAND,NL	220873.13 	209552.36 	213848.81 	210340.17 	205488.8 	219799.15 
THS_NAC,PERS,N_GE4,DOM,LAND,NO	4280173.74 	4267447.73 	3803942.01 	3057433.96 	2705353.95 	: 
THS_NAC,PERS,N_GE4,DOM,LAND,PL	2416899.55 	2174456.16 	1922984.18 	1815528.8 b	3407294.73 	4598949.84 
THS_NAC,PERS,N_GE4,DOM,LAND,PT	139515.32 	119892.5 	116331.37 	107600.25 	123646.72 	114418.51 
THS_NAC,PERS,N_GE4,DOM,LAND,RO	1199357.34 	1100808.36 	1009091.05 	1016438.26 	1055825.03 	711989.65 
THS_NAC,PERS,N_GE4,DOM,LAND,SE	: 	1955208.4 	2038641.43 	1722578.35 	: 	: 
THS_NAC,PERS,N_GE4,DOM,LAND,SI	6113.31 	6857.4 	7006.56 	7482.26 	7447.16 	7391.54 
THS_NAC,PERS,N_GE4,DOM,LAND,SK	34180.4 	32087.83 	28256.5 	43011.42 	25512.96 b	82039.7 
THS_NAC,PERS,N_GE4,DOM,LAND,UK	: 	: 	: 	: 	1254982.99 	: u
THS_NAC,PERS,N_GE4,DOM,OTH,AT	: c	2495.05 u	: u	: u	6016.13 u	2346.77 u
THS_NAC,PERS,N_GE4,DOM,OTH,BE	: u	151.67 	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,OTH,BG	: c	: 	: 	: 	: 	: u
THS_NAC,PERS,N_GE4,DOM,OTH,CH	: 	: 	: u	: 	: u	: u
THS_NAC,PERS,N_GE4,DOM,OTH,CY	: c	: 	: u	: 	: 	: 
THS_NAC,PERS,N_GE4,DOM,OTH,CZ	: c	: u	: u	: u	: u	7872.01 u
THS_NAC,PERS,N_GE4,DOM,OTH,DE	67090.82 u	128904.01 	87452.67 	116835.31 u	116473.71 u	94744.05 
THS_NAC,PERS,N_GE4,DOM,OTH,DK	: 	: u	42488.1 u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,OTH,EE	: c	: 	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,OTH,EL	: 	: u	: u	: u	: u	1231.85 u
THS_NAC,PERS,N_GE4,DOM,OTH,ES	5569.24 	7443.57 	8813.13 b	5114.21 	6371.91 	5946.18 
THS_NAC,PERS,N_GE4,DOM,OTH,EU28	: 	: 	: 	: 	: 	307995.55 e
THS_NAC,PERS,N_GE4,DOM,OTH,FI	: 	: 	: 	: 	: u	: u
THS_NAC,PERS,N_GE4,DOM,OTH,FR	17898.01 	19453.13 	12485.31 u	12052.15 u	12313.23 	19832.48 
THS_NAC,PERS,N_GE4,DOM,OTH,HR	: u	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,OTH,HU	: c	: u	: u	: u	7423 u	9759 u
THS_NAC,PERS,N_GE4,DOM,OTH,IE	: c	: u	: u	: u	: u	: u
THS_NAC,PERS,N_GE4,DOM,OTH,IT	: u	28355.62 u	47151.11 u	74615.61 bu	40320.65 u	57116.93 
