unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,EE	3608.6 u	3090 u	4317.86 u	2552.38 u	1710.26 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,EL	: 	189779.74 	166300.35 	178057.78 	160645.5 	106396.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,ES	2104698.75 	2103246.25 	1818260.75 b	1689730.92 	1846995.48 	1644961.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,EU27	: 	: 	19189872.74 e	18989453.9 e	19019690.66 e	18837555.86 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,EU28	: 	: 	19215080.19 e	19043968.48 e	19087473.15 e	18884564 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,FI	336901.01 	316194.3 	338333.42 	332330.69 	370205.52 	332125.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,FR	7018329.97 	6667945.05 	6735043.07 	7243810.09 	6874835.09 	6561705.59 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,HR	39264 	45976.22 	42459 	67865.94 	69551.47 	49125.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,HU	64205.8 	58703 	71737.23 	84493.97 	78760.54 	76668.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,IE	64691.31 	64503.96 	55278 	78682.45 	76449.68 	77710.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,IT	1648456.62 	1439790.8 	1003547.19 	1022000.12 b	1478630.83 	1752574.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,LT	6854.77 	6294.98 	5349.74 	5426.3 	4443.36 	3879.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,LV	: 	: c	4475.03 u	2581.34 u	4433.15 u	3667.79 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,MT	: c	: c	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,NL	339967.26 	370834.93 	346619.32 	330319.46 	278380.13 	289095.35 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,NO	425578.89 	414659.64 	395609.64 	520308.83 	387266.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,PL	704375.96 	681032.39 	532532.25 	531889.04 b	783924.7 	738835.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,PT	181958.64 	148916.49 	178138.65 	130712.5 	122386.95 	126818.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,RO	98225.97 	84856.5 	93815.03 	80968.34 	81133.52 	81498.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,SE	: 	139539.61 	156363.75 	128358.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,SI	26004.89 	17002 	15529.61 	18827.12 	12840.14 	20296.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,SK	75969.91 	79641.16 	74500.33 	59386.06 u	47303.85 bu	80808.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,UK	: 	: 	: 	: 	1649348.31 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,AT	2090036.8 	2157144.52 	1831841.28 	1661916.59 	1961213.63 	1883338.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,BE	247268.3 b	386361.05 	272834.64 	253532.35 	323209.68 	358231.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,BG	345008.03 	236008.76 	195441.09 	212814.31 	224341.49 	199490.77 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,CH	: 	1316517.34 	1133012.51 	1261126.13 	1320660.14 	1133315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,CY	67338.15 	57546.5 	45831.29 	82353.47 	87483.64 	28900.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,CZ	1181510.74 	1033030.89 	903126.28 	748152.61 	866673.95 	868292.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,DE	21388112.13 	21790455.1 	23234683.84 	21745896.06 	21096132.54 	20697458.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,DK	: 	1389950.22 	1476013.4 	1573821.54 b	986303.69 b	935888.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,EA	: 	: 	: 	83108344.69 e	84494130.95 e	84759689.52 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,EE	46026.47 	40747.34 	36637.24 	25999.33 	18216.19 	27230.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,EL	: 	1142506.2 	1094336.4 	1181000.85 	1071213.69 	896509.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,ES	13481452.26 	13120558.33 	11636671.37 b	10213784.42 	10870521.89 	10461179.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,EU27	: 	: 	105334280.85 e	103978520.43 e	103531130.73 e	105092229.33 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,EU28	: 	: 	105709276.52 e	104262222.46 e	104084380.37 e	105595612.13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,FI	1635107.21 	1727010.31 	1690346.6 	1657304.95 	1759894.23 	1819121.65 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,FR	35649871.02 	32640460.22 	32729887.92 	36291245.23 	35378068.5 	34757345.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,HR	428007.82 	331824.92 	439921.85 	358670.23 	559392.27 	510651.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,HU	366393.43 	359421.68 	367477 	400958.13 	385967.04 	383052.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,IE	421949.21 	444278.11 	405667.48 	400222.08 	385272 	394389.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,IT	10184263.24 	9030033.06 	7678639.93 	6859629.19 b	9079967.9 	10676855.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,LT	46383.36 	43388.6 	40704.12 	34754.85 	38917.58 	27197.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,LU	: 	: u	8168.64 u	: u	1841.78 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,LV	: 	20107.54 	24591.52 	31552.04 	24137.84 	26920.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,MT	11604.04 	8729.19 	6047.82 	6585.44 b	5235.59 u	4925.82 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,NL	1844101.56 	1819550.05 	1700410.04 	1569432.85 	1427709.77 	1518695.96 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,NO	2514605.02 	2261677.2 	2141429.41 	2298031.85 	2126035.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,PL	3852434.88 	3459095.88 	3075697.24 	2774708.52 b	4575941.54 	5364913.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,PT	979805.85 	837012.71 	919360.9 	779800.69 	666883.29 	619815.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,RO	1088236.14 	989302.35 	905411.53 	856178.74 	917536.28 	933881.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,SE	: 	1264371.46 	1258147.56 	1108049.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,SI	89290.34 	90945.49 	79622.06 	77355.66 	81535.28 	84792.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,SK	355685.43 	398958.22 	354277.81 	309918.71 	269363.97 b	518086.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE15,UK	: 	: 	: 	: 	9052175.52 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,AT	469683.12 	407207.61 	390993.13 	362797.34 	430507.83 	399084.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,BE	80730.64 b	111258.99 	58575.83 	54218.98 	87024.87 	120387.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,BG	13205.1 	14220.55 	10244.13 	10132.83 	8723.27 	9279.09 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,CH	: 	354343.97 	270882.53 	315060.37 	275841.36 	360738.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,CY	16137.73 	13542.55 	9975.06 	20738.43 	14208.49 	3157.58 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,CZ	298207.94 	277299.11 	199485.65 	210703.65 	219790.45 	191034.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,DE	6466019.19 	6248986.19 	6384751.42 	5780693.73 	5936375.96 	5290712.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,DK	: 	343194.76 	308317.12 	331314.88 b	212471.86 b	125001.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,EA	: 	: 	: 	19263032.31 e	18990451.46 e	17980448.19 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,EE	4221.55 u	5643.34 u	5243.11 u	3965.62 	1427.39 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,EL	: 	217400.77 	192346.02 	212954.93 	197510.21 	131559.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,ES	2603253.33 	2489724.01 	2141655.97 b	2164296.84 	2323353.83 	1939302.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,EU27	: 	: 	24819229.18 e	23665054.56 e	22715347.31 e	21099756.59 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,EU28	: 	: 	24855640.29 e	23677753.08 e	22777667.64 e	21142255.26 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,FI	320650.25 	332937.38 	312916.11 	288652.2 	276469.05 	255160.18 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,FR	8866584.27 	8682184.32 	8248368.76 	8191097.21 	7763626.65 	7540448.74 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,HR	32966.86 	28570.95 	58244.22 	36286.38 	64785.56 	45061.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,HU	91568.57 	74402.72 	63309.85 	72698.27 	79646.69 	74786.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,IE	91409.97 	96294.86 	96827.24 	119299.39 	110507.05 	127560.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,IT	2319223.97 	1863955.88 	1463350.15 	1387112.13 b	1294939.49 	1581022.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,LT	5519.86 	5389.55 	6357.08 	5171.05 	9266.15 	4259.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,LV	: 	7843.89 	3891.57 u	4671.55 u	5388.41 	6506.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,MT	: c	: c	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,NL	508757.57 	491478.17 	491962.84 	434367.89 	370105.58 	379984.13 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,NO	407111.92 	272248.35 	301020.47 	416314.27 	382864.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,PL	886919.32 	809905.3 	614983.93 	528333.47 b	936335 	488454.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,PT	234320.42 	178221.12 	219610.44 	194069.55 	146519.36 	133055.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,RO	71204.75 	64634.78 	69942.57 	64610.53 	56242.21 	65473.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,SE	: 	230537.03 	305263.15 	191635.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,SI	25630.22 	23968.22 	21731.17 	16610.84 	19383.97 	21147.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,SK	80120.92 	63957.86 	49366.24 	45678.53 u	13795.27 bu	52836.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_GE65,UK	: 	: 	: 	: 	1765953.48 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_LT15,CH	: 	: 	: 	237166.8 	165571.26 u	103465.44 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_LT15,DK	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_LT15,ES	: 	: 	: 	1509309.98 	1436330.86 	1401847.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y_LT15,NL	: 	: 	: 	341900.89 	299447.55 	295026.53 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,AT	945945.81 	1016675.69 	1117534.49 	946190.52 	965646.21 	1017191.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,BE	842367.56 b	892087.39 	711687.01 	808660.72 	709690.93 	603670.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,BG	24508.31 u	10733.73 u	22309.03 u	21647.03 u	22206.92 u	21223.38 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,CH	: 	1300727.46 	1309030.21 	1037351.17 	1309212.5 	1233161.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,CY	115934.42 	113217.51 	110393.1 	120380.98 	131404.36 	119510.79 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,CZ	313620.81 	257221.52 	267481.37 	222517.44 	258016.31 	219729.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,DE	7709561.19 	6493784.63 	8568682.11 	7043321.74 	7175459.95 	6182871.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,DK	: 	658918.87 	589511.16 	691637.16 b	532676.31 b	494891.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,EA	: 	: 	: 	16192601.43 e	15875916.4 e	15708704.13 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,EE	71281.48 	64554.02 	75339.83 	55919.78 	68398.07 	48680.23 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,EL	: 	39375.61 	39053.04 	30969.38 	33725.73 	32960.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,ES	1464738.43 	1165765.67 	1228296.5 b	616827.22 	718974.79 	683175.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,EU27	: 	: 	21660434.16 e	21287011.44 e	21102811.54 e	19983520.52 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,EU28	: 	: 	21866346.82 e	21497129.14 e	21330293.21 e	20142842.08 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,FI	660880.33 	509006.93 	532928.02 	623983.59 	564528.43 	712721.33 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,FR	3493283.04 	2161384.06 	1416341 	3362186.66 	2518428.23 	2628178.31 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,HR	124429 	81275.58 u	203060.48 	206339.11 	226563.42 	159505.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,HU	50290.12 	53192.14 	41606.05 	55174.67 	39724.4 	40684.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,IE	764715 	665712.96 	447729.85 	428383.55 	428285.79 	395410.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,IT	865215.77 	630892.68 u	763339.55 u	693390.66 b	874555.09 	1415606.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,LT	80775.48 	85217.28 	63302.95 	66138.11 	54328.6 	70848.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,Y15-24,LU	: 	101542.2 	93563.54 	118212.46 	89726.75 	106811.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
