unit,purpose,duration,partner,age,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
THS_EUR,TOTAL,N_GE4,DOM,Y25-44,NL	503246.62 	482768.46 	443002.68 	421813.2 	404119.71 	417631.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y25-44,NO	980225.17 	848222.06 	875917.64 	704422.47 	815326.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y25-44,PL	1256123.8 	1107918.04 	1134868.29 	971770.25 b	1631897.9 	2412468.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y25-44,PT	272333.72 	275534.85 	274714.59 	260900.85 	243158.25 	193288.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y25-44,RO	578840.06 	559324.85 	496736.55 	459454.66 	515989.41 	500642.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y25-44,SE	: 	469590.97 	404846.51 	373148.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y25-44,SI	16924.41 u	24973.93 	21755.56 	27372.11 	25716.35 	22247.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y25-44,SK	128975.36 	174982.5 	154464.85 	141062.51 	149522.05 b	231997.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y25-44,UK	: 	: 	: 	: 	2961512.96 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,AT	324340.47 	439528.6 	318325.81 	342267.36 	428245.96 	451928.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,BE	31023.68 b	57898.16 	36733.85 	56520.38 	39646.86 	35323.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,BG	91334.78 	72264.77 	62411.31 	62521.08 	62309.98 	59306.82 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,CH	: 	196011.69 	139153.83 	186407.59 	204143.18 	213059.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,CY	14730.11 	15780.59 	13276.37 	17449.61 	23062.32 	6278.31 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,CZ	227900.13 	202468.73 	181453.87 	126970.91 	170045.97 	140306.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,DE	2009793.43 	2675950.61 	4408315.52 	3306290.12 	2702687.33 	2929275.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,DK	: 	243303.47 	235021.36 	288348.73 b	177911.32 b	198312.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,EA	: 	: 	: 	15591175.48 e	15974469.74 e	16824998.58 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,EE	8129.71 u	11937.62 u	8583.18 u	7211.92 	4916.09 u	6549.4 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,EL	: 	233439.77 	243527.59 	249073.88 	232865.11 	188493.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,ES	2837030.54 	2898954.2 	2772338.37 b	1826335.73 	1955254.81 	2001241.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,EU27	: 	: 	22100690.91 e	19492830.85 e	19695050.42 e	20888591.64 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,EU28	: 	: 	22177814.76 e	19549500.91 e	19790843.4 e	21008896.31 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,FI	256651.03 	279776.36 	291196.58 	295042.18 	263713.44 	308822.42 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,FR	6300881.23 	6168625.88 	6635109.97 	7122742.72 	7436954.58 	7454764.66 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,HR	106980.92 	96203.25 	90942.05 	70285.98 	97140.36 	121367.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,HU	69861.88 	74599.6 	66196.96 	81220.03 	75142.46 	78882.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,IE	73523.72 	92051.83 	82496.67 	66499.05 	61350.71 	49244.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,IT	2248115.48 	1752476.13 	2330988.13 	1791134.85 b	2310869.47 	2864710.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,LT	9507.89 	8688.76 	7654.37 	5615.75 	7949.3 	4350.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,LU	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,LV	: 	: c	5297.07 u	7229.86 u	1913.13 u	4335.39 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,MT	2191.24 u	1049.75 u	1274.35 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,NL	275026.36 	270713.78 	240915.35 	239543.17 	233919.72 	242490.27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,NO	517142.31 	536055.11 	545550.93 	468288.44 	524593.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,PL	691978.9 	603145.82 	636913.83 	518737.43 b	835641.76 	1031490.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,PT	196467.21 	196300.78 	191558.77 	178987.67 	160162.53 	127297.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,RO	292364.62 	268672.16 	226538.58 	214264.71 	244023.76 	247842.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,SE	: 	196304.31 	173448.27 	128778.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,SI	13160.46 u	11004.79 u	12812.15 u	14556.2 	13591.41 	12657.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,SK	88114.86 u	89018.35 u	113326.77 u	77623.68 u	104224.56 b	142866.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y35-44,UK	: 	: 	: 	: 	1771821.83 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,AT	488529.87 	482790.92 	468830.32 	345000.9 	441711 	437277.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,BE	32733.95 b	61337.84 	38132.79 	38827.68 	49145.51 	65849.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,BG	63095.85 	39244.72 	29071.57 	36456.71 	36668.95 	28825.37 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,CH	: 	245860.76 	290585.04 	329722.38 	292833.94 	173334.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,CY	9631.82 u	9182.81 	6597.95 	7963.61 u	10466 	6738.03 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,CZ	172911.31 	148666.34 	126946.03 	102062.21 	120323.5 	118804.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,DE	3516231.81 	4063592.56 	3904668.34 	4259798.38 	4022509.38 	3767860.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,DK	: 	176304.46 	221757.97 	374921.66 b	204088.93 b	151212.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,EA	: 	: 	: 	13807421.27 e	13968117.56 e	13727079.24 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,EE	8760.02 u	: u	4138.77 u	3478.47 u	1728.78 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,EL	: 	218480.91 	213735.61 	200092.02 	184938.14 	175260.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,ES	2654052.5 	2418185.47 	2004204.96 b	1788040.86 	1841379.66 	1773654.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,EU27	: 	: 	17161467.39 e	17281759.65 e	17508871.06 e	17288836.92 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,EU28	: 	: 	17220681.16 e	17342535.3 e	17613424.48 e	17369256.17 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,FI	269423.6 	292009.28 	328626.02 	276746.29 	346671.82 	317848.84 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,FR	5029523.54 	4705285.21 	4643782.38 	4970791.75 	4595939.6 	4683562.86 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,HR	75053.86 	49680.5 	70028.55 	71521.96 	105384.33 	81660.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,HU	62344.19 	64083.66 	60779.44 	62477.13 	56515.16 	55765.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,IE	68067.62 	64450.21 	65924.37 	79254.55 	76792.88 	71743.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,IT	2205893.72 	2228255.01 	1562249.55 	1362296.4 b	2018336.6 	1953604.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,LT	8838.84 	7992.56 	7655.67 	6513.81 	6699.29 	4868.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,LU	: 	: 	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,LV	: 	: c	: u	4375.52 u	5693.23 u	4978.97 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,MT	2736.68 u	: c	: c	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,NL	344505.68 	343832.65 	320253.83 	291810.75 	239696.27 	259846.13 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,NO	501975.49 	457718.67 	416258.58 	534476.31 	364838.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,PL	531257.99 	466067.64 	414800.81 	365480.72 b	737012.88 	822055.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,PT	185627.26 	150230.55 	155849.48 	114157.71 	87186.76 	95012.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,RO	172545.1 	129327.76 	99966.22 	103595.26 	98338.46 	110640.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,SE	: 	211060.34 	226241.11 	234464.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,SI	14922.19 u	15686.06 u	13549.25 u	10005.97 	11914.76 	13603.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,SK	64855.68 u	76301.45 u	63366.65 u	56022.2 u	37216.39 bu	100621.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-54,UK	: 	: 	: 	: 	1943058.01 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,AT	880622.87 	832931.11 	743686.75 	630890.95 	712590.47 	728083.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,BE	82718.15 b	147727.67 	104802.81 	95142.89 	134587.86 	150260.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,BG	96649.26 	65122.49 	47222.01 	57455.36 	58021.62 	46392.97 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,CH	: 	517230.51 	540568.58 	563518.22 	554341.95 	407657.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,CY	24853.07 	16804.97 	12224.98 	22393.2 	26525.81 	9404.69 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,CZ	371937.78 	322025.93 	294085.49 	224421.14 	241223.96 	281041.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,DE	7754674.84 	8471175.91 	8217298.06 	8207983.03 	8111525.44 	7936546.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,DK	: 	469572.02 	530717.36 	592886.95 b	383600.94 b	294745.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,EA	: 	: 	: 	29199763.51 e	29703034.78 e	29279141.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,EE	12368.62 u	5918.7 u	8456.63 	6030.84 	3439.04 	10934.63 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,EL	: 	408260.65 	380035.96 	378149.8 	345583.64 	281657.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,ES	4758751.25 	4521431.72 	3822465.71 b	3477771.79 	3688375.14 	3418616.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,EU27	: 	: 	36351340.12 e	36271213.55 e	36528561.72 e	36126392.78 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,EU28	: 	: 	36435761.36 e	36386503.78 e	36700897.63 e	36253820.17 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,FI	606324.61 	608203.58 	666959.44 	609076.97 	716877.33 	649974.44 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,FR	12047853.51 	11373230.26 	11378825.45 	12214601.84 	11470774.69 	11245268.45 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,HR	114317.85 	95656.73 	112487.55 	139387.9 	174935.79 	130785.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,HU	126549.99 	122786.66 	132516.67 	146971.11 	135275.7 	132433.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,IE	132758.93 	128954.17 	121202.38 	157937 	153242.56 	149453.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,IT	3854350.33 	3668045.81 	2565796.74 	2384296.52 b	3496967.42 	3706179.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,LT	15693.61 	14287.54 	13005.4 	11940.11 	11142.64 	8747.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,LV	: 	4376.24 u	6645.57 u	6956.86 	10126.38 	8646.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,MT	3843.34 u	1732.06 u	: c	: u	: u	2612.9 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,NL	684472.94 	714667.58 	666873.15 	622130.21 	518076.4 	548941.48 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,NO	927554.38 	872378.31 	811868.21 	1054785.14 	752104.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,PL	1235633.94 	1147100.03 	947333.06 	897369.76 b	1520937.58 	1560891.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,PT	367585.9 	299147.04 	333988.13 	244870.22 	209573.71 	221830.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,RO	270771.07 	214184.26 	193781.26 	184563.6 	179471.99 	192138.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,SE	: 	350599.95 	382604.86 	362823.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,SI	40927.08 	32688.06 	29078.86 	28833.09 	24754.9 	33899.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,SK	140825.58 	155942.61 	137866.97 	115408.26 	84520.23 b	181429.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y45-64,UK	: 	: 	: 	: 	3592406.32 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,AT	392093 	350140.2 	274856.43 	285890.06 	270879.47 	290806.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,BE	49984.19 b	86389.84 	66670.02 	56315.2 	85442.35 	84410.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,BG	33553.41 	25877.77 	18150.44 	20998.65 	21352.67 	17567.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,CH	: 	271369.75 	249983.54 	233795.83 	261508.01 	234322.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,CY	15221.25 	7622.15 	5627.03 	14429.59 u	16059.82 	2666.66 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,CZ	199026.47 	173359.59 	167139.45 	122358.93 	120900.45 	162236.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,DE	4238443.02 	4407583.35 	4312629.72 	3948184.65 	4089016.06 	4168685.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,DK	: 	293267.57 	308959.39 	217965.28 b	179512.01 b	143532.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,Y55-64,EA	: 	: 	: 	15392342.24 e	15734917.23 e	15552061.96 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
