accommod,unit,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
BEDRM,PC,ES70	85.35 	86.08 	81.23 	80.3 	77.1 	74.3 
BEDRM,PC,EU27	55.72 	57.51 	: 	: 	: 	: 
BEDRM,PC,EU28	55.76 	57.51 	: 	: 	: 	: 
BEDRM,PC,FI	54.76 	52.9 	51.13 	50.3 	50 	51.3 
BEDRM,PC,FI1	55 	53.12 	51.32 	50.5 	50.2 	51.5 
BEDRM,PC,FI19	51.68 	49.52 	48.47 	47.3 	46.5 	48.7 
BEDRM,PC,FI1B	67.97 	66.46 	63.34 	62.2 	62 	63.7 
BEDRM,PC,FI1C	49.19 	48.16 	45.03 	46.8 	46.2 	47.9 
BEDRM,PC,FI1D	48.19 	46.57 	46.04 	44.7 	45 	45.2 
BEDRM,PC,FI2	40.25 	39.61 	39.72 	37.9 	39 	37.1 
BEDRM,PC,FI20	40.25 	39.61 	39.72 	37.9 	39 	37.1 
BEDRM,PC,FR	: c	58.4 	59 	59.1 	59.3 	60.3 
BEDRM,PC,FR1	73.2 	67.1 	73 	75.1 	74.2 	74.6 
BEDRM,PC,FR10	73.2 	67.1 	73 	75.1 	74.2 	74.6 
BEDRM,PC,FR2	: 	53.9 	54 	54.2 	53.8 	55.2 
BEDRM,PC,FR21	: 	54.8 	54 	54.8 	54.6 	54.5 
BEDRM,PC,FR22	: 	55.9 	56 	55.3 	54.9 	57.3 
BEDRM,PC,FR23	: 	53.3 	54 	55.2 	54.3 	56.1 
BEDRM,PC,FR24	: 	53.1 	53 	53.5 	53.7 	54.7 
BEDRM,PC,FR25	: 	53.2 	54 	53.9 	52.8 	54.5 
BEDRM,PC,FR26	: 	54.2 	54 	53.9 	53.5 	55.1 
BEDRM,PC,FR3	: 	60.4 	58 	56.4 	54.3 	56 
BEDRM,PC,FR30	: 	60.4 	58 	56.4 	54.3 	56 
BEDRM,PC,FR4	: 	55.6 	55 	54.8 	54.8 	54.9 
BEDRM,PC,FR41	: 	53.2 	52 	51.7 	52.6 	52.8 
BEDRM,PC,FR42	: 	58.2 	57 	58.5 	57.9 	57.3 
BEDRM,PC,FR43	: 	52.4 	53 	50.6 	50.4 	52 
BEDRM,PC,FR5	: 	55.6 	54 	52 	52.1 	53.9 
BEDRM,PC,FR51	: 	57.4 	54 	52.7 	52.8 	54.7 
BEDRM,PC,FR52	: 	54.7 	54 	51.1 	50.6 	52.9 
BEDRM,PC,FR53	: 	54.5 	54 	52.3 	53.4 	54.3 
BEDRM,PC,FR6	: 	53.6 	52 	50.7 	51.4 	52.3 
BEDRM,PC,FR61	: 	56.5 	55 	53.7 	54.5 	54.5 
BEDRM,PC,FR62	: 	51.4 	50 	48.7 	49.2 	50.9 
BEDRM,PC,FR63	: 	48.9 	48 	45.6 	46.9 	48.7 
BEDRM,PC,FR7	: 	55.4 	54 	53 	55.7 	55.5 
BEDRM,PC,FR71	: 	56.8 	55 	54.4 	57.3 	56.9 
BEDRM,PC,FR72	: 	48.5 	47 	46.5 	48.1 	49.6 
BEDRM,PC,FR8	: 	56.3 	57 	55.9 	55.9 	57.3 
BEDRM,PC,FR81	: 	52.5 	52 	51.8 	52.1 	53.3 
BEDRM,PC,FR82	: 	57.4 	58 	57.4 	57.1 	58.7 
BEDRM,PC,FR83	: 	59.5 	58 	56.3 	58.2 	58.8 
BEDRM,PC,FRA	: 	56.7 	59 	56 	: 	: 
BEDRM,PC,FRA1	: 	56.3 	59 	54.5 	: 	: 
BEDRM,PC,FRA2	: 	58.2 	62 	56.5 	59.6 	56.8 
BEDRM,PC,FRA3	: 	46.1 	48 	52.2 	53.9 	59.8 
BEDRM,PC,FRA4	: 	60.3 	61 	59.1 	62.4 	62.6 
BEDRM,PC,FRA5	: 	64.1 	0 	: 	: 	: 
BEDRM,PC,FRB	55.4 	: 	: 	: 	: 	: 
BEDRM,PC,FRB0	55.4 	: 	: 	: 	: 	: 
BEDRM,PC,FRC	55.3 	: 	: 	: 	: 	: 
BEDRM,PC,FRC1	55.8 	: 	: 	: 	: 	: 
BEDRM,PC,FRC2	54.2 	: 	: 	: 	: 	: 
BEDRM,PC,FRD	55 	: 	: 	: 	: 	: 
BEDRM,PC,FRD1	54.8 	: 	: 	: 	: 	: 
BEDRM,PC,FRD2	55.4 	: 	: 	: 	: 	: 
BEDRM,PC,FRE	58.4 	: 	: 	: 	: 	: 
BEDRM,PC,FRE1	59.1 	: 	: 	: 	: 	: 
BEDRM,PC,FRE2	56.7 	: 	: 	: 	: 	: 
BEDRM,PC,FRF	58.7 	: 	: 	: 	: 	: 
BEDRM,PC,FRF1	60.9 	: 	: 	: 	: 	: 
BEDRM,PC,FRF2	57.1 	: 	: 	: 	: 	: 
BEDRM,PC,FRF3	56.5 	: 	: 	: 	: 	: 
BEDRM,PC,FRG	57.7 	: 	: 	: 	: 	: 
BEDRM,PC,FRG0	57.7 	: 	: 	: 	: 	: 
BEDRM,PC,FRH	56.7 	: 	: 	: 	: 	: 
BEDRM,PC,FRH0	56.7 	: 	: 	: 	: 	: 
BEDRM,PC,FRI	56.6 	: 	: 	: 	: 	: 
BEDRM,PC,FRI1	58.3 	: 	: 	: 	: 	: 
BEDRM,PC,FRI2	50.5 	: 	: 	: 	: 	: 
BEDRM,PC,FRI3	55.3 	: 	: 	: 	: 	: 
BEDRM,PC,FRJ	53.2 	: 	: 	: 	: 	: 
BEDRM,PC,FRJ1	53.9 	: 	: 	: 	: 	: 
BEDRM,PC,FRJ2	52.7 	: 	: 	: 	: 	: 
BEDRM,PC,FRK	57 	: 	: 	: 	: 	: 
BEDRM,PC,FRK1	49.8 	: 	: 	: 	: 	: 
BEDRM,PC,FRK2	58.5 	: 	: 	: 	: 	: 
BEDRM,PC,FRL	59.5 	: 	: 	: 	: 	: 
BEDRM,PC,FRL0	59.5 	: 	: 	: 	: 	: 
BEDRM,PC,FRM	61.9 	: 	: 	: 	: 	: 
BEDRM,PC,FRM0	61.9 	: 	: 	: 	: 	: 
BEDRM,PC,FRY	: c	: 	: 	: 	: 	: 
BEDRM,PC,FRY1	61.8 u	: 	: 	: 	: 	: 
BEDRM,PC,FRY2	62.8 u	: 	: 	: 	: 	: 
BEDRM,PC,FRY3	50.1 u	: 	: 	: 	: 	: 
BEDRM,PC,FRY4	64 	: 	: 	: 	: 	: 
BEDRM,PC,FRY5	: c	: 	: 	: 	: 	: 
BEDRM,PC,HR	59.2 	57.3 	54.4 	53 	52.6 	: 
BEDRM,PC,HR0	59.2 	57.3 	54.4 	53 	52.6 	: 
BEDRM,PC,HR03	63.2 	61.3 	59.1 	57.5 	57.5 	: 
BEDRM,PC,HR04	52 	50 	44.6 	44.4 	40.1 	: 
BEDRM,PC,HU	55 	52 	49.8 	47.8 	45.7 	43.4 
BEDRM,PC,HU1	69.5 	66.1 	64.1 	60.4 	57.5 	54.8 
BEDRM,PC,HU10	: 	66.1 	64.1 	60.4 	57.5 	54.8 
BEDRM,PC,HU11	73.3 	: 	: 	: 	: 	: 
BEDRM,PC,HU12	48.2 	: 	: 	: 	: 	: 
BEDRM,PC,HU2	48.4 	46.1 	43.7 	42.4 	41.3 	39.6 
BEDRM,PC,HU21	44.6 	42.7 	40.8 	38.8 	36.8 	34.2 
BEDRM,PC,HU22	53.9 	51.5 	48.1 	47.7 	46.9 	46.5 
BEDRM,PC,HU23	40.9 	38.8 	37.7 	35.6 	34.3 	31 
BEDRM,PC,HU3	45 	42 	39.7 	38.6 	35.7 	33.2 
BEDRM,PC,HU31	46.5 	43.1 	41.6 	39.5 	36.1 	31.4 
BEDRM,PC,HU32	44.2 	42.3 	39.5 	39.7 	37.2 	35.6 
BEDRM,PC,HU33	44 	40.1 	37.7 	36.1 	33.2 	32.4 
BEDRM,PC,IE	: 	71 e	68 e	61 e	58 e	58 e
BEDRM,PC,IE0	: 	71 e	68 e	61 e	58 e	58 e
BEDRM,PC,IE01	: 	65 e	63 e	57 e	54 e	: 
BEDRM,PC,IE02	: 	73 e	69 e	63 e	60 e	: 
BEDRM,PC,IS	: 	65.3 	0.58 	52.4 	54.1 	47.3 
BEDRM,PC,IS0	: 	65.3 	0.58 	52.4 	54.1 	47.3 
BEDRM,PC,IS00	: 	65.3 	0.58 	52.4 	54.1 	47.3 
BEDRM,PC,IT	48.8 	46.2 	44.9 	42.9 	42.8 	42.8 
BEDRM,PC,ITC	48.6 	46.6 	47.3 	43.3 	43.4 	40.1 
BEDRM,PC,ITC1	46.9 	44.3 	44.9 	36 	34.4 	33.1 
BEDRM,PC,ITC2	50 	48.6 	45.9 	43.4 	43.7 	41.7 
BEDRM,PC,ITC3	51.7 	47.6 	45 	44.8 	48.8 	43.5 
BEDRM,PC,ITC4	48 	46.9 	49 	45.6 	45.4 	41.5 
BEDRM,PC,ITF	35.4 	36.5 	37 	35.6 	35.1 	35 
BEDRM,PC,ITF1	35 	34.8 	33.2 	31.9 	32.9 	32.8 
BEDRM,PC,ITF2	33.6 	38.1 	41.1 	34.6 	30.6 	28.8 
BEDRM,PC,ITF3	43.4 	41.8 	40.8 	39.1 	39.1 	39.6 
BEDRM,PC,ITF4	32.8 	36.7 	33.5 	33.3 	35.8 	35 
BEDRM,PC,ITF5	34.8 	37.4 	37.2 	33.1 	31.3 	28.4 
BEDRM,PC,ITF6	27.2 	28.5 	35.7 	34.4 	29.9 	30.6 
BEDRM,PC,ITG	43.6 	44.9 	38.4 	35.8 	34.8 	33.2 
BEDRM,PC,ITG1	41.5 	41.8 	34.5 	30.8 	29.6 	29.6 
BEDRM,PC,ITG2	46.2 	49 	45.1 	46.8 	47.3 	42.6 
BEDRM,PC,ITH	59.2 	55.9 	51.2 	50.6 	50.8 	53.1 
BEDRM,PC,ITH1	69.8 	68.2 	65.3 	61.7 	64.6 	63.8 
BEDRM,PC,ITH2	58.8 	52.8 	51.6 	49.4 	49.2 	48.1 
BEDRM,PC,ITH3	60 	58.6 	56.5 	54.5 	53.5 	52.6 
BEDRM,PC,ITH4	37.5 	36.4 	34.6 	32.8 	33.7 	33.7 
BEDRM,PC,ITH5	56.1 	51 	42.2 	44.6 	44.4 	52.9 
BEDRM,PC,ITI	47.6 	40.6 	42.4 	40.5 	40.3 	41 
BEDRM,PC,ITI1	47.2 	43 	44.9 	32.8 	35.4 	37.3 
BEDRM,PC,ITI2	33.8 	34.9 	33.9 	33.3 	32.1 	31.8 
BEDRM,PC,ITI3	40.1 	39.7 	38 	32.2 	33 	32 
BEDRM,PC,ITI4	53.1 	39.6 	42.7 	56.8 	50.2 	49.7 
BEDRM,PC,LI	37.8 	34.9 	36.9 	: 	: 	: 
BEDRM,PC,LI0	37.8 	34.9 	36.9 	: 	: 	: 
BEDRM,PC,LI00	37.8 	34.9 	36.9 	: 	: 	: 
BEDRM,PC,LT	53.7 	51 	49.3 	48.7 	47.9 	45.2 
BEDRM,PC,LT0	53.7 	51 	49.3 	48.7 	47.9 	45.2 
BEDRM,PC,LT00	: 	51 	49.3 	48.7 	47.9 	45.2 
BEDRM,PC,LT01	66.2 	: 	: 	: 	: 	: 
BEDRM,PC,LT02	47 	: 	: 	: 	: 	: 
BEDRM,PC,LU	45.16 	44.83 	45.61 	46.9 	43.2 	41.1 
BEDRM,PC,LU0	45.16 	44.83 	45.61 	46.9 	43.2 	41.1 
BEDRM,PC,LU00	45.16 	44.83 	45.61 	46.9 	43.2 	41.1 
BEDRM,PC,LV	44.8 	42.5 	42.4 	45.1 	41.1 	39.4 
BEDRM,PC,LV0	44.8 	42.5 	42.4 	45.1 	41.1 	39.4 
BEDRM,PC,LV00	44.8 	42.5 	42.4 	45.1 	41.1 	39.4 
BEDRM,PC,MK	39.3 	35 	37.18 	36.1 	22.1 	: 
BEDRM,PC,MK0	39.3 	35 	37.18 	36.1 	22.1 	: 
BEDRM,PC,MK00	39.3 	35 	37.18 	36.1 	22.1 	: 
BEDRM,PC,MT	76.7 	74 	74 	72.7 	70 	64.8 
BEDRM,PC,MT0	76.7 	74 	74 	72.7 	70 	64.8 
BEDRM,PC,MT00	76.7 	74 	74 	72.7 	70 	64.8 
BEDRM,PC,NL	71.8 u	68.1 u	68.1 u	65.8 	63.5 	62.9 
BEDRM,PC,NL1	57.9 u	60 u	59.6 u	56.9 u	: u	: u
BEDRM,PC,NL11	55.2 u	62.5 u	60.6 u	57 u	: u	: u
BEDRM,PC,NL12	58.8 u	54.1 u	50.7 u	49.8 u	: u	: u
BEDRM,PC,NL13	61.6 u	64.1 u	67.2 u	64.2 u	: u	: u
BEDRM,PC,NL2	65 u	61 u	58.5 u	54.4 u	: u	: u
BEDRM,PC,NL21	67.2 u	61.1 u	57.8 u	55.2 u	: u	: u
BEDRM,PC,NL22	64.6 u	62.1 u	58.5 u	53.7 u	: u	: u
BEDRM,PC,NL23	56.1 u	42.6 u	67.3 u	62.3 u	: u	: u
BEDRM,PC,NL3	76.6 u	71.4 u	72.3 u	70.8 u	: u	: u
BEDRM,PC,NL31	68.5 u	64.4 u	64.4 u	57.6 u	: u	: u
BEDRM,PC,NL32	80.3 u	74.8 u	76.1 u	76.7 u	: u	: u
BEDRM,PC,NL33	71.3 u	65.6 u	66.4 u	61.8 u	: u	: u
BEDRM,PC,NL34	66.8 u	66.3 u	59.5 u	64.8 u	: u	: u
BEDRM,PC,NL4	63.2 u	62.3 u	61.9 u	59.3 u	: u	: u
BEDRM,PC,NL41	62.3 u	59.5 u	58.3 u	55.6 u	: u	: u
BEDRM,PC,NL42	64.2 u	65.8 u	66.1 u	63.5 u	: u	: u
BEDRM,PC,NO	: 	54.4 	53.6 	52.9 	52.4 	52.6 
BEDRM,PC,NO0	: 	54.4 	53.6 	52.9 	52.4 	52.6 
BEDRM,PC,NO01	: 	66.1 	64.9 	62.4 	61.7 	61.9 
BEDRM,PC,NO02	: 	43.4 	42.3 	37.6 	36.6 	36.9 
BEDRM,PC,NO03	: 	46.3 	47 	44.7 	44.2 	43.7 
BEDRM,PC,NO04	: 	45.7 	47.6 	53.1 	54.2 	54.2 
BEDRM,PC,NO05	: 	54.5 	53.8 	55 	54.4 	56 
BEDRM,PC,NO06	: 	55 	51.2 	51.3 	51.1 	52.5 
BEDRM,PC,NO07	: 	55.9 	53.7 	52.8 	51.8 	52.5 
BEDRM,PC,PL	48.9 	47.6 	45.3 	42.7 	41.6 	41.1 
BEDRM,PC,PL1	: 	54.9 	52.7 	49.1 	48 	48 
BEDRM,PC,PL11	: 	41.5 	39.3 	35.4 	33.6 	37.4 
BEDRM,PC,PL12	: 	59.5 	58 	54.7 	54 	52.4 
BEDRM,PC,PL2	51.4 	50.1 	48 	45.4 	44.1 	42.6 
BEDRM,PC,PL21	55.2 	54.3 	53 	50.1 	48.7 	47.2 
BEDRM,PC,PL22	45.3 	43.8 	40.6 	38.7 	37.4 	36.1 
BEDRM,PC,PL3	: 	36.6 	35.4 	34.4 	34.5 	35.1 
BEDRM,PC,PL31	: 	36.8 	36.7 	35.2 	36.1 	34.7 
BEDRM,PC,PL32	: 	36.6 	34.7 	33.6 	32.2 	34.4 
BEDRM,PC,PL33	: 	35.1 	33 	32.2 	32.8 	34.1 
BEDRM,PC,PL34	: 	38.7 	38.4 	38.1 	38.2 	38.3 
BEDRM,PC,PL4	48.4 	47.9 	45.8 	43.4 	41.4 	40.6 
BEDRM,PC,PL41	41.6 	42.1 	39.7 	37 	34.3 	34.6 
BEDRM,PC,PL42	58.3 	57.8 	56.3 	54.2 	52.2 	50.1 
BEDRM,PC,PL43	38.2 	35.7 	33.6 	32.6 	32.7 	33.6 
BEDRM,PC,PL5	45.1 	45 	40.4 	38.3 	37.8 	37.8 
BEDRM,PC,PL51	45.5 	45.7 	40.8 	38.6 	38.1 	38 
BEDRM,PC,PL52	42.1 	39.6 	37.6 	35.7 	34.8 	36.4 
BEDRM,PC,PL6	46.3 	45.7 	43.4 	40.1 	38.2 	37.6 
BEDRM,PC,PL61	43.5 	43 	43 	38.7 	36.9 	37.1 
BEDRM,PC,PL62	38.5 	39.9 	37.3 	36 	34.3 	33 
BEDRM,PC,PL63	52.5 	50.7 	47.4 	43.3 	41.4 	40.9 
BEDRM,PC,PL7	41.4 	: 	: 	: 	: 	: 
BEDRM,PC,PL71	44 	: 	: 	: 	: 	: 
BEDRM,PC,PL72	36.8 	: 	: 	: 	: 	: 
BEDRM,PC,PL8	39.4 	: 	: 	: 	: 	: 
BEDRM,PC,PL81	38.4 	: 	: 	: 	: 	: 
BEDRM,PC,PL82	39.1 	: 	: 	: 	: 	: 
BEDRM,PC,PL84	41.8 	: 	: 	: 	: 	: 
BEDRM,PC,PL9	62 	: 	: 	: 	: 	: 
BEDRM,PC,PL91	66 	: 	: 	: 	: 	: 
BEDRM,PC,PL92	43.3 	: 	: 	: 	: 	: 
BEDRM,PC,PT	56.98 	53.24 	48.2 	45.7 	43.7 	44 
BEDRM,PC,PT1	55 	50.85 	46.4 	43.9 	41.7 	42.6 
BEDRM,PC,PT11	54.52 	51.11 	43.5 	39.8 	37.7 	38.9 
BEDRM,PC,PT15	53.23 	49.93 	46.7 	44.6 	44.1 	44.7 
BEDRM,PC,PT16	41.69 	35.86 	32.7 	30.1 	27.8 	30.9 
BEDRM,PC,PT17	69.87 	65.46 	63.2 	60.2 	55.8 	53.1 
BEDRM,PC,PT18	39.32 	34.8 	28.7 	28 	27.9 	33.2 
BEDRM,PC,PT2	53.6 	49.64 	44.5 	38.1 	38.3 	35.6 
BEDRM,PC,PT20	53.6 	49.64 	44.5 	38.1 	38.3 	35.6 
BEDRM,PC,PT3	75.32 	74.84 	64.5 	62.6 	61.3 	57.1 
BEDRM,PC,PT30	75.32 	74.84 	64.5 	62.6 	61.3 	57.1 
BEDRM,PC,RO	43.97 	43.91 	47.44 	44.1 	42.5 	40.4 
BEDRM,PC,RO1	35.34 	35.46 	51.06 	43 	40.1 	32.8 
BEDRM,PC,RO11	42.39 	44.69 	88.94 	68.9 	54.2 	36.6 
BEDRM,PC,RO12	30.45 	29.26 	26.52 	26.2 	30.6 	30 
BEDRM,PC,RO2	43.82 	43.01 	40.39 	38.4 	38.1 	39.2 
BEDRM,PC,RO21	42.9 	40.92 	39.24 	37.8 	38 	45.2 
BEDRM,PC,RO22	44.18 	43.84 	40.83 	38.6 	38.2 	36.9 
BEDRM,PC,RO3	52.75 	48.87 	45.09 	43.7 	39.9 	39.8 
BEDRM,PC,RO31	32.72 	32.05 	31.75 	32 	28.6 	29 
BEDRM,PC,RO32	67.57 	61.4 	55.38 	52.8 	48.5 	47.8 
BEDRM,PC,RO4	47.66 	53.72 	57.13 	56.7 	57.8 	56.5 
BEDRM,PC,RO41	49.38 	57.68 	60.05 	58.5 	57.9 	60 
BEDRM,PC,RO42	46.12 	50.32 	54.72 	55.3 	57.7 	53.8 
BEDRM,PC,RS	: 	: 	29.5 	: 	29.1 	: 
BEDRM,PC,SE	58.27 	58 	55.27 	51.7 	50.3 	50.1 
BEDRM,PC,SE1	61.76 	61.96 	60.52 	56.2 	54.8 	54.4 
BEDRM,PC,SE11	65.27 	66.24 	65.25 	61 	59.3 	59.2 
BEDRM,PC,SE12	52.73 	51.38 	49.2 	45.1 	44.6 	43.9 
BEDRM,PC,SE2	58.98 	58.3 	54.74 	51.5 	50 	50 
BEDRM,PC,SE21	53.03 	51.37 	48.04 	45.8 	44.5 	42.8 
BEDRM,PC,SE22	58.89 	58.92 	55.82 	52.4 	50 	51 
BEDRM,PC,SE23	61.75 	61.08 	57.1 	53.6 	52.7 	52.9 
BEDRM,PC,SE3	49.37 	49.06 	45.83 	43.2 	42.2 	42 
BEDRM,PC,SE31	50.02 	49.27 	44.19 	41 	40.2 	40.1 
BEDRM,PC,SE32	48.48 	48.68 	47.46 	44.3 	42.7 	42.6 
BEDRM,PC,SE33	49.25 	49.07 	46.68 	45.4 	44.4 	43.9 
BEDRM,PC,SI	55.6 	52.2 	49.5 	47.3 	46.9 	47.7 
BEDRM,PC,SI0	55.6 	52.2 	49.5 	47.3 	46.9 	47.7 
BEDRM,PC,SI03	49.8 	47.5 	45 	44.3 	45.1 	47.5 
BEDRM,PC,SI04	60 	55.8 	53 	49.6 	48.3 	47.8 
BEDRM,PC,SK	39.94 	38.82 	35.48 	32.6 	33.4 	31.5 
BEDRM,PC,SK0	39.94 	38.82 	35.48 	32.6 	33.4 	31.5 
BEDRM,PC,SK01	45.15 	45 	41.36 	32.9 	38.4 	34.8 
BEDRM,PC,SK02	38.18 	36.08 	33.5 	31.5 	32 	31.4 
BEDRM,PC,SK03	39.86 	39.27 	34.58 	33.1 	31.8 	30.3 
BEDRM,PC,SK04	38.01 	36.37 	33.84 	33.1 	32.8 	30.8 
BEDRM,PC,UK	: 	70.2 	: 	: 	66.4 	63.6 
BEDRM,PC,UKC	: 	62.6 	: 	: 	56.8 	56.7 
BEDRM,PC,UKC1	: 	43.3 	: 	: 	31.6 	: c
BEDRM,PC,UKC2	: 	38.8 	: 	: 	42.5 	: c
BEDRM,PC,UKD	: 	63.8 	: 	: 	62.4 	62.1 
BEDRM,PC,UKD1	: 	63.1 	: 	: 	60 	: c
BEDRM,PC,UKD3	: 	62.4 	: 	: 	50.8 	: c
BEDRM,PC,UKD4	: 	38.7 	: 	: 	36.5 	: c
BEDRM,PC,UKD6	: 	53.4 	: 	: 	69.1 	: c
BEDRM,PC,UKD7	: 	51.6 	: 	: 	41.9 	: c
BEDRM,PC,UKE	: 	68.5 	: 	: 	63.9 	60.7 
BEDRM,PC,UKE1	: 	49.5 	: 	: 	46.8 	: c
BEDRM,PC,UKE2	: 	65.1 	: 	: 	63.2 	: c
BEDRM,PC,UKE3	: 	69.8 	: 	: 	55 	: c
BEDRM,PC,UKE4	: 	60.7 	: 	: 	56.8 	: c
BEDRM,PC,UKF	: 	65.3 	: 	: 	63.9 	63 
BEDRM,PC,UKF1	: 	66.8 	: 	: 	66.8 	: c
BEDRM,PC,UKF2	: 	21.4 	: 	: 	58.4 	: c
BEDRM,PC,UKF3	: 	39.3 	: 	: 	40.1 	: c
BEDRM,PC,UKG	: 	71.6 	: 	: 	64.5 	62.9 
BEDRM,PC,UKG1	: 	62.8 	: 	: 	56.2 	: c
BEDRM,PC,UKG2	: 	68.9 	: 	: 	61.1 	: c
BEDRM,PC,UKG3	: 	64.7 	: 	: 	66.1 	: c
BEDRM,PC,UKH	: 	68.8 	: 	: 	62.5 	61.2 
BEDRM,PC,UKH1	: 	65.7 	: 	: 	62.6 	: c
BEDRM,PC,UKH2	: 	54.9 	: 	: 	39.7 	: c
BEDRM,PC,UKH3	: 	60.2 	: 	: 	51.7 	: c
BEDRM,PC,UKI	: 	80.6 	: 	: 	81.7 	80.1 
BEDRM,PC,UKI1	: 	: 	: 	: 	78.1 	80.1 e
BEDRM,PC,UKI2	: 	: 	: 	: 	79.4 	80.1 e
BEDRM,PC,UKI3	: 	76.3 	: 	: 	: 	: 
BEDRM,PC,UKI4	: 	76.4 	: 	: 	: 	: 
BEDRM,PC,UKI5	: 	66.3 	: 	: 	: 	: 
BEDRM,PC,UKI6	: 	68.4 	: 	: 	: 	: 
BEDRM,PC,UKI7	: 	77.5 	: 	: 	: 	: 
BEDRM,PC,UKJ	: 	71.2 	: 	: 	67.6 	65.4 
BEDRM,PC,UKJ1	: 	61.8 	: 	: 	60.7 	: c
BEDRM,PC,UKJ2	: 	65.9 	: 	: 	62.7 	: c
BEDRM,PC,UKJ3	: 	64.7 	: 	: 	62.9 	: c
BEDRM,PC,UKJ4	: 	70.1 	: 	: 	65.3 	: c
BEDRM,PC,UKK	: 	66.8 	: 	: 	61.2 	59.2 
BEDRM,PC,UKK1	: 	68.3 	: 	: 	64.8 	: c
BEDRM,PC,UKK2	: 	64.2 	: 	: 	61.1 	: c
BEDRM,PC,UKK3	: 	64.2 	: 	: 	57.8 	: c
BEDRM,PC,UKK4	: 	48.6 	: 	: 	48.4 	: c
BEDRM,PC,UKL	: 	60.7 	: 	: 	54.7 	51.1 
BEDRM,PC,UKL1	: 	54.9 	: 	: 	53.5 	50.3 
BEDRM,PC,UKL2	: 	55.3 	: 	: 	56.2 	50.1 
BEDRM,PC,UKM	: 	64.3 	: 	: 	63.9 	59.2 
BEDRM,PC,UKM2	: 	69.2 	: 	: 	66.7 	59.8 
BEDRM,PC,UKM3	: 	51.7 	: 	: 	67.8 	58.4 
BEDRM,PC,UKM5	: 	67.3 	: 	: 	63.2 	62.1 
BEDRM,PC,UKM6	: 	60.6 	: 	: 	58 	52.2 
BEDRM,PC,UKN	: 	61.1 	: 	: 	56 	57 
BEDRM,PC,UKN0	: 	61.1 	: 	: 	56 	57 
