unit,purpose,duration,partner,sex,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,TOTAL,N_GE1,DOM,F,CY	1942178 	2194372 	1855859 	2958643 	2371453 	2263560 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,CZ	52349782 	51366917 	46301388 	52101441 	49131723 	50772822 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,DE	274895456 	294431973 	295561338 	302093488 	285706334 	285544281 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,DK	: 	28226547 	32059422 	31212800 	27983461 b	26875196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15553400 	: 	: 
NR,TOTAL,N_GE1,DOM,F,EA	: 	: 	: 	1419900224 e	1444781750 e	1451953737 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,EE	3675165 	3414804 	3257584 	2959143 	2043809 	2983967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,EL	: 	26168211 	27443432 	29593903 	26906706 	24694969 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,ES	272289047 	266597019 	246602720 b	271323767 	289147986 	282145064 	: 	: 	: 	: 	: 	282134384 	307835950 	287894398 	281265284 	270254112 	282190307 	269133317 	177041245 	230487341 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,EU27	: 	: 	1868784182 e	1963718102 e	1890855979 e	1905893124 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,EU28	: 	: 	1879895244 e	1977936331 e	1904236842 e	1920303697 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,FI	41252595 	40124456 	41561688 	40178674 	41995192 	41233678 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,FR	485908508 	467871303 	485493188 	537609052 	539017595 	536434943 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,HR	10789485 	9188843 	11702112 	14519426 	13431060 	14442908 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,HU	19280702 	19674599 	20913412 	21495140 	20734852 	25074517 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,IE	10390318 	10309847 	9828162 	9521311 	9372547 	9203836 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,IT	122738274 	121608510 	107553930 	114586829 b	128418074 	145019065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,LT	3742219 	3623967 	3702961 	3666917 	3830327 	3499035 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,LU	: 	73816 u	27694 u	37854 	62139 	47458 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,LV	: 	3973663 	3841755 	4822818 	4164730 	4504802 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,MT	372412 	295998 	278637 	235339 b	236288 	291464 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,NL	47422689 	49509062 	46493392 	47436612 	48732842 	58118912 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,NO	25935749 	23325413 	23464002 	27416515 	21218319 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,PL	119022750 	113775500 	103998809 	99638787 b	104103258 	101572986 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,PT	30851058 	27814283 	28521873 	27179267 	33011520 	25385741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,RO	30800891 	29242579 	29045985 	31517806 	33083762 	31637342 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,SE	: 	48837054 	52552055 	43983649 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,SI	2963808 	2802416 	2272391 	2695569 	2677297 	2702762 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,SK	11158535 	13642229 	11741808 	10077370 	8241067 b	9664734 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,F,UK	: 	: 	: 	: 	159371418 	167821937 	: 	: 	: 	: 	: 	: 	: 	: 	190961000 	217000000 	217600000 	225200000 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,AT	18121800 	19349707 	17141237 	17390032 	18328502 	18066359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,BE	5019030 b	5282937 	5073462 	4365442 	5285337 	5167317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,BG	8533099 	5541951 	4881118 	6043836 	7138603 	5701738 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,CH	: 	12129591 	9517473 	11639679 	13004765 	11536532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,CY	1771739 	1620094 	1518630 	1532528 	2302161 	2097502 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,CZ	48652175 	46714935 	40612257 	45555163 	42276271 	44208506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,DE	276450231 	294739777 	316413675 	267916284 	281659522 	281178683 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,DK	: 	23125096 	34095266 	27618986 	27583335 b	23716211 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11947100 	: 	: 
NR,TOTAL,N_GE1,DOM,M,EA	: 	: 	: 	1292134775 e	1351643176 e	1367061596 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,EE	3042357 	3245961 	2721372 	2413213 	1742848 	1725574 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,EL	: 	23004895 	23054494 	26506651 	23255694 	23087245 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,ES	245212775 	242161017 	229856220 b	257141431 	273777480 	271426214 	: 	: 	: 	: 	: 	277927626 	300605970 	262920156 	262052193 	258624610 	269564557 	252725333 	172130840 	206277857 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,EU27	: 	: 	1735674350 e	1777491492 e	1768896178 e	1795699655 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,EU28	: 	: 	1747873863 e	1790793453 e	1785257933 e	1809999733 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,FI	39209635 	40601918 	37326269 	38649446 	40783467 	40509015 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,FR	420644781 	426190075 	429170944 	488448368 	491879118 	492396410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,HR	8952162 	8948120 	12511974 	13520236 	16335988 	14316931 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,HU	16799520 	16899074 	17226306 	17607102 	17327144 	20836099 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,IE	8715853 	8345989 	8077850 	7165462 	6890908 	7164343 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,IT	113249957 	108635399 	97079145 	103488667 b	119760997 	140407055 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,LT	3248956 	3286463 	3471716 	3332729 	3238759 	3336926 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,LU	: 	: u	73306 u	36025 u	50907 	73852 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,LV	: 	3257765 	2699891 	3624117 	3124101 	3611144 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,MT	336072 	334273 	284053 	274537 b	232118 	306755 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,NL	46848498 	47813705 	46819218 	45200087 	48469474 	49674450 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,NO	26825502 	26504318 	24149414 	28698493 	23031287 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,PL	95184718 	89262584 	82759862 	78028324 b	91370280 	94692303 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,PT	24821544 	23522916 	23779279 	22615256 	26732911 	22202737 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,RO	29495605 	28757865 	28594960 	30199161 	31043324 	32104810 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,SE	: 	59412079 	52280143 	48010318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,SI	1907593 	2221647 	2238624 	2187281 	2684721 	2840901 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,SK	11650369 	10271900 	8245788 	7012055 	7641167 b	8569000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,M,UK	: 	: 	: 	: 	160566521 	166487729 	: 	: 	: 	: 	: 	: 	: 	: 	195687000 	206100000 	214300000 	228000000 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,AT	38290032 	40030682 	36979775 	37508957 	39239689 	37684466 	: 	: 	: 	: 	: 	38464848 	: 	31663020 	35515274 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,BE	10232724 b	11803422 	10722496 	8928601 	11037775 	11589887 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,BG	17657842 	11977231 	10199541 	12475988 	14909073 	11857124 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,CH	: 	24697194 	21967977 	26089499 	26281045 	24715831 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,CY	3713917 	3814466 	3374489 	4491171 	4673615 	4361062 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,CZ	101001956 	98081852 	86913645 	97656604 	91407995 	94981328 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,DE	551345687 	589171749 	611975013 	570009772 	567365856 	566722964 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,DK	: 	51351643 	66154688 	58831786 	55566796 b	50591407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22117900 	20140300 	: 	: 	27500400 	: 	: 
NR,TOTAL,N_GE1,DOM,T,EA	: 	: 	: 	2712034999 e	2796424926 e	2819015332 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,EE	6717523 	6660765 	5978956 	5372356 	3786656 	4709541 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,EL	: 	49173106 	50497926 	56100554 	50162400 	47782214 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,ES	517501822 	508758036 	476458940 b	528465198 	562925467 	553571278 	: 	: 	: 	: 	: 	560062011 	608441920 	464243000 	452795200 	444574780 	551754863 	521858661 	349172085 	436765198 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,EU27	: 	: 	3604458532 e	3741209594 e	3659752157 e	3701592778 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,EU28	: 	: 	3627769107 e	3768729784 e	3689494775 e	3730303430 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,FI	80462230 	80726374 	78887957 	78828121 	82778658 	81742693 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,FR	906553289 	894061378 	914664132 	1026057420 	1030896713 	1028831354 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	786749000 	792242000 	862599000 	846171000 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,HR	19741646 	18136964 	24214087 	28039661 	29767048 	28759840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,HU	36080222 	36573673 	38139718 	39102242 	38061996 	45910616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,IE	19106171 	18655836 	17906013 	16686773 	16263454 	16368179 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13162000 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,IT	235988232 	230243909 	204633075 	218075497 b	248179072 	285426120 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,LT	6991175 	6910430 	7174677 	6999646 	7069085 	6835960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,LU	: 	99214 	101000 	73879 	113046 	121310 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,LV	: 	7231428 	6541646 	8446934 	7288832 	8115946 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,MT	708483 	630270 	562690 	509876 b	468406 	598219 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,NL	94271187 	97322767 	93312610 	92636699 	97202315 	107793362 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,NO	52761251 	49829731 	47613416 	56115008 	44249606 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,PL	214207468 	203038084 	186758670 	177667110 b	195473538 	196265288 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,PT	55672602 	51337199 	52301152 	49794523 	59744431 	47588478 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,RO	60296496 	58000444 	57640945 	61716967 	64127086 	63742152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,SE	: 	108249134 	104832198 	91993967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,SI	4871402 	5024063 	4511014 	4882851 	5362018 	5543663 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,SK	22808904 	23914130 	19987596 	17089425 	15882234 b	18233734 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,DOM,T,UK	: 	: 	: 	: 	319937939 	334309666 	: 	: 	: 	: 	: 	: 	: 	: 	386648000 	423200000 	431700000 	453100000 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,AT	37325531 	37649184 	34033260 	36262166 	33685187 	35657312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,BE	45616608 b	52493829 	42760318 	43831821 	43335205 	36994662 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,BG	2628087 	2120740 	2072496 	2118013 	2439341 	1857174 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,CH	: 	56822510 	53487618 	48460426 	48657148 	48802236 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,CY	8308966 	6988300 	6396818 	7684775 	6997197 	7933700 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,CZ	23509861 	19760002 	18068210 	18717050 	20253915 	21697138 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,DE	401168734 	395051638 	335511563 	361325091 	374652363 	326042984 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,DK	: 	26435377 	28257764 	28406102 	25130947 b	25960982 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35962900 	: 	: 
NR,TOTAL,N_GE1,OUT,F,EA	: 	: 	: 	832983317 e	834966956 e	790504361 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,EE	4277612 	4051048 	4690421 	4660295 	4476591 	4564842 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,EL	: 	4026862 	3317121 	4177741 	4264873 	3123059 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,ES	62141842 	60666078 	55579487 b	46004529 	46781082 	46987149 	: 	: 	: 	: 	: 	39447594 	37781143 	24489212 	20420485 	19448061 	21098204 	19885064 	11875270 	17362198 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,EU27	: 	: 	1080560916 e	1152624867 e	1253076834 e	1181491150 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,EU28	: 	: 	1089261179 e	1160748518 e	1264274161 e	1188970850 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,FI	27375777 	25975724 	25641726 	27223543 	23736207 	28770505 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,FR	113771298 	101901418 	100245366 	120506622 	112179802 	111310682 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,HR	5586799 	3510346 	8755735 	8328356 	11186515 	7527127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,HU	16070019 	15636836 	14624222 	13824393 	12258688 	11659159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,IE	25575753 	24469907 	22860583 	24586263 	24370644 	24398862 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,IT	40437499 	35199459 	37280293 	44466873 b	48640047 	51110321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,LT	6822524 	6850346 	6643147 	6442230 	7587240 	6724872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,LU	: 	5344690 	5414386 	5186988 	5097246 	5207320 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,LV	: 	4425584 	3795975 	5075473 	4252525 	4733499 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,MT	1544144 	1400086 	1111480 	1184495 b	1142218 	1007340 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,NL	94671167 	87236852 	83892632 	81114997 	82849597 	84831338 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,NO	30206744 	28972999 	28938532 	33035684 	27435655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,PL	62910510 	55925178 	54173965 	59174479 b	54367173 	40075516 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,PT	7504271 	5603822 	6294537 	5141996 	6447909 	5111495 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,RO	4516305 	4793971 	4984322 	5111235 	4955685 	4556133 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,SE	: 	32714421 	28607331 	34650846 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,SI	8556304 	8684157 	8012263 	7114669 	6807551 	6554969 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,F,SK	12295063 	9948372 	9114768 	8524389 	9400787 b	10800568 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
