unit,purpose,duration,partner,tripdest,geo\time	2017 	2016 	2015 	2014 	2013 
NR,TOTAL,N_GE1,OUT,OTH,FR	203642094 	73914991 	: 	: 	67386681 
NR,TOTAL,N_GE1,OUT,OTH,HR	: 	4491119 	: 	: 	1318102 
NR,TOTAL,N_GE1,OUT,OTH,HU	205016 	323687 	: 	: 	: u
NR,TOTAL,N_GE1,OUT,OTH,IE	: 	2529533 	: 	: 	2665716 
NR,TOTAL,N_GE1,OUT,OTH,IT	: 	2958331 u	: 	: 	8634789 
NR,TOTAL,N_GE1,OUT,OTH,LT	: 	1942795 	: 	: 	5569450 
NR,TOTAL,N_GE1,OUT,OTH,LU	: 	300559 	: 	: 	121151 
NR,TOTAL,N_GE1,OUT,OTH,LV	: 	3260970 	: 	: 	356470 u
NR,TOTAL,N_GE1,OUT,OTH,MT	: 	712260 	: 	: 	974509 
NR,TOTAL,N_GE1,OUT,OTH,NL	: 	15254115 	: 	: 	4521114 
NR,TOTAL,N_GE1,OUT,OTH,NO	: u	: u	: u	: u	: u
NR,TOTAL,N_GE1,OUT,OTH,PL	: 	1590040 	: 	: 	4093675 
NR,TOTAL,N_GE1,OUT,OTH,PT	: 	784345 	: 	: 	2743860 
NR,TOTAL,N_GE1,OUT,OTH,RO	: c	143399 u	: 	: 	219934 u
NR,TOTAL,N_GE1,OUT,OTH,SE	: 	18467818 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,OTH,SI	: 	315534 	: 	: 	192042 
NR,TOTAL,N_GE1,OUT,OTH,SK	: 	: u	: 	: 	: u
NR,TOTAL,N_GE1,OUT,OTH,UK	: 	: 	: 	: 	42295415 
NR,TOTAL,N_GE1,OUT,SEA,AT	33400786 	31082810 	: 	: 	24869857 
NR,TOTAL,N_GE1,OUT,SEA,BE	: 	39454049 	: 	: 	35545007 
NR,TOTAL,N_GE1,OUT,SEA,BG	: 	1368401 	: 	: 	852688 
NR,TOTAL,N_GE1,OUT,SEA,CH	: 	39864703 	31616061 	: 	29739952 
NR,TOTAL,N_GE1,OUT,SEA,CY	: 	311769 	: 	: 	933202 
NR,TOTAL,N_GE1,OUT,SEA,CZ	: 	20730397 	: 	: 	22783372 
NR,TOTAL,N_GE1,OUT,SEA,DE	: 	406810295 	: 	: 	391069504 
NR,TOTAL,N_GE1,OUT,SEA,DK	: 	16378419 	: 	: 	10673370 
NR,TOTAL,N_GE1,OUT,SEA,EA	: 	: 	: 	: 	698368719 e
NR,TOTAL,N_GE1,OUT,SEA,EE	: 	2615033 	: 	: 	2059398 
NR,TOTAL,N_GE1,OUT,SEA,EL	: 	425823 	: 	: 	1358384 
NR,TOTAL,N_GE1,OUT,SEA,ES	: 	33527880 	: 	: 	30698720 
NR,TOTAL,N_GE1,OUT,SEA,EU27	: 	: 	: 	: 	1037150591 e
NR,TOTAL,N_GE1,OUT,SEA,EU28	: 	: 	: 	: 	1038946727 e
NR,TOTAL,N_GE1,OUT,SEA,FI	: 	19176820 	: 	: 	21440390 
NR,TOTAL,N_GE1,OUT,SEA,FR	: 	56209800 	: 	: 	70395710 
NR,TOTAL,N_GE1,OUT,SEA,HR	: 	395484 u	: 	: 	1928548 
NR,TOTAL,N_GE1,OUT,SEA,HU	9143179 	8338368 	: 	: 	5997634 
NR,TOTAL,N_GE1,OUT,SEA,IE	: 	21087292 	: 	: 	21038783 
NR,TOTAL,N_GE1,OUT,SEA,IT	: 	15714825 	: 	: 	27187081 
NR,TOTAL,N_GE1,OUT,SEA,LT	: 	1425616 	: 	: 	657811 
NR,TOTAL,N_GE1,OUT,SEA,LU	: 	4667233 	: 	: 	4642829 
NR,TOTAL,N_GE1,OUT,SEA,LV	: 	1347776 	: 	: 	354220 u
NR,TOTAL,N_GE1,OUT,SEA,MT	: 	570792 	: 	: 	269587 
NR,TOTAL,N_GE1,OUT,SEA,NL	: 	46051314 	: 	: 	45662398 
NR,TOTAL,N_GE1,OUT,SEA,NO	23525602 	22930885 	23395039 	25394751 	22702117 
NR,TOTAL,N_GE1,OUT,SEA,PL	: 	29823433 	: 	: 	22262827 
NR,TOTAL,N_GE1,OUT,SEA,PT	: 	2798188 	: 	: 	2886946 
NR,TOTAL,N_GE1,OUT,SEA,RO	2436594 	2599420 	: 	: 	2141426 
NR,TOTAL,N_GE1,OUT,SEA,SE	: 	19083619 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,SEA,SI	: 	10522321 	: 	: 	8896543 
NR,TOTAL,N_GE1,OUT,SEA,SK	: 	8893453 	: 	: 	9328691 
NR,TOTAL,N_GE1,OUT,SEA,UK	: 	: 	: 	: 	253355398 
NR,TOTAL,N_GE1,OUT,TOTAL,AT	73761033 	71472963 	: 	: 	65856460 
NR,TOTAL,N_GE1,OUT,TOTAL,BE	88782784 	98585382 	: 	: 	85471276 
NR,TOTAL,N_GE1,OUT,TOTAL,BG	5012923 	4044404 	: 	: 	4231970 
NR,TOTAL,N_GE1,OUT,TOTAL,CH	: 	115606081 	110198328 	: 	97880486 
NR,TOTAL,N_GE1,OUT,TOTAL,CY	14205130 	13260809 	: 	: 	12325808 
NR,TOTAL,N_GE1,OUT,TOTAL,CZ	45452158 	39653044 	: 	: 	39606064 
NR,TOTAL,N_GE1,OUT,TOTAL,DE	798017337 	770926126 	: 	: 	745626638 
NR,TOTAL,N_GE1,OUT,TOTAL,DK	: 	51068557 	: 	: 	52304960 
NR,TOTAL,N_GE1,OUT,TOTAL,EA	: 	: 	: 	: 	1651322490 e
NR,TOTAL,N_GE1,OUT,TOTAL,EE	8383458 	8172961 	: 	: 	7938584 
NR,TOTAL,N_GE1,OUT,TOTAL,EL	: 	7166025 	: 	: 	8619057 
NR,TOTAL,N_GE1,OUT,TOTAL,ES	112090507 	113119882 	: 	: 	91316150 
NR,TOTAL,N_GE1,OUT,TOTAL,EU27	: 	: 	: 	: 	2510464388 e
NR,TOTAL,N_GE1,OUT,TOTAL,EU28	: 	: 	: 	: 	2532183230 e
NR,TOTAL,N_GE1,OUT,TOTAL,FI	55425875 	51524015 	: 	: 	49558360 
NR,TOTAL,N_GE1,OUT,TOTAL,FR	221280432 	200063793 	: 	: 	221383996 
NR,TOTAL,N_GE1,OUT,TOTAL,HR	11695565 	8644304 	: 	: 	21710694 
NR,TOTAL,N_GE1,OUT,TOTAL,HU	30819562 	29865464 	: 	: 	23296784 
NR,TOTAL,N_GE1,OUT,TOTAL,IE	47904081 	47222817 	: 	: 	45176985 
NR,TOTAL,N_GE1,OUT,TOTAL,IT	78155312 	77133618 	: 	: 	92287385 
NR,TOTAL,N_GE1,OUT,TOTAL,LT	13227989 	12938130 	: 	: 	13642361 
NR,TOTAL,N_GE1,OUT,TOTAL,LU	: 	10735463 	: 	: 	10604138 
NR,TOTAL,N_GE1,OUT,TOTAL,LV	: 	7404813 	: 	: 	7951095 
NR,TOTAL,N_GE1,OUT,TOTAL,MT	3282177 	3098041 	2554638 	2585315 	2610807 
NR,TOTAL,N_GE1,OUT,TOTAL,NL	194106452 	172607557 	167597615 	: 	168021361 
NR,TOTAL,N_GE1,OUT,TOTAL,NO	61918200 	58332133 	60663437 	67249602 	53521077 
NR,TOTAL,N_GE1,OUT,TOTAL,PL	119142892 	105439704 	: 	: 	97443011 
NR,TOTAL,N_GE1,OUT,TOTAL,PT	14840624 	11337148 	: 	: 	13771145 
NR,TOTAL,N_GE1,OUT,TOTAL,RO	8637449 	8656186 	: 	: 	9023605 
NR,TOTAL,N_GE1,OUT,TOTAL,SE	: 	70847450 	: 	: 	: 
NR,TOTAL,N_GE1,OUT,TOTAL,SI	15711408 	16313955 	: 	: 	13804276 
NR,TOTAL,N_GE1,OUT,TOTAL,SK	21394899 	17929984 	: 	14238982 	16747450 
NR,TOTAL,N_GE1,OUT,TOTAL,UK	: 	: 	: 	: 	563945045 
NR,TOTAL,N_GE1,WORLD,CITY,AT	32494185 	33408501 	: 	: 	24225241 
NR,TOTAL,N_GE1,WORLD,CITY,BE	: 	31508281 	: 	: 	26403528 
NR,TOTAL,N_GE1,WORLD,CITY,BG	: 	5967807 	: 	: 	7840686 
NR,TOTAL,N_GE1,WORLD,CITY,CH	: 	30807175 	19216452 	: 	17887049 
NR,TOTAL,N_GE1,WORLD,CITY,CY	: 	2938842 	: 	: 	10643849 
NR,TOTAL,N_GE1,WORLD,CITY,CZ	: 	46299622 	: 	: 	41274293 
NR,TOTAL,N_GE1,WORLD,CITY,DE	: 	634257895 	: 	: 	569117355 
NR,TOTAL,N_GE1,WORLD,CITY,DK	: 	18251270 	: 	: 	51013389 
NR,TOTAL,N_GE1,WORLD,CITY,EA	: 	: 	: 	: 	1829270746 e
NR,TOTAL,N_GE1,WORLD,CITY,EE	: 	5611252 	: 	: 	5801547 
NR,TOTAL,N_GE1,WORLD,CITY,EL	: 	25200878 	: 	: 	19399577 
NR,TOTAL,N_GE1,WORLD,CITY,ES	: 	338014101 	: 	: 	297844140 
NR,TOTAL,N_GE1,WORLD,CITY,EU27	: 	: 	: 	: 	2638484602 e
NR,TOTAL,N_GE1,WORLD,CITY,EU28	: 	: 	: 	: 	2663809049 e
NR,TOTAL,N_GE1,WORLD,CITY,FI	: 	79493906 	: 	: 	79627637 
NR,TOTAL,N_GE1,WORLD,CITY,FR	405709129 	471162110 	: 	: 	555802138 
NR,TOTAL,N_GE1,WORLD,CITY,HR	: 	8111254 	: 	: 	25268621 
NR,TOTAL,N_GE1,WORLD,CITY,HU	43152020 	44652474 	: 	: 	38713394 
NR,TOTAL,N_GE1,WORLD,CITY,IE	: 	32929896 	: 	: 	31033093 
NR,TOTAL,N_GE1,WORLD,CITY,IT	: 	53043302 	: 	: 	125977950 
NR,TOTAL,N_GE1,WORLD,CITY,LT	: 	14375612 	: 	: 	10423989 
NR,TOTAL,N_GE1,WORLD,CITY,LU	: 	4180944 	: 	: 	4729042 
NR,TOTAL,N_GE1,WORLD,CITY,LV	: 	3664747 	: 	: 	8738999 
NR,TOTAL,N_GE1,WORLD,CITY,MT	: 	2464380 	: 	: 	1678269 
NR,TOTAL,N_GE1,WORLD,CITY,NL	: 	37234892 	: 	: 	43685708 
NR,TOTAL,N_GE1,WORLD,CITY,NO	17688576 	15900050 	17310183 	16533532 	13078011 
NR,TOTAL,N_GE1,WORLD,CITY,PL	: 	183640581 	: 	: 	129378886 
NR,TOTAL,N_GE1,WORLD,CITY,PT	: 	16355344 	: 	: 	17834608 
NR,TOTAL,N_GE1,WORLD,CITY,RO	19557335 	19937674 	: 	: 	21035827 
NR,TOTAL,N_GE1,WORLD,CITY,SE	: 	20705873 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,CITY,SI	: 	6632242 	: 	: 	4453495 
NR,TOTAL,N_GE1,WORLD,CITY,SK	: 	18391970 	: 	: 	10789120 
NR,TOTAL,N_GE1,WORLD,CITY,UK	: 	: 	: 	: 	450676602 
NR,TOTAL,N_GE1,WORLD,CRS,AT	1876194 	1315617 	: 	: 	8672910 
NR,TOTAL,N_GE1,WORLD,CRS,BE	: 	1280657 	: 	: 	1052303 
NR,TOTAL,N_GE1,WORLD,CRS,CH	: 	2553636 u	1759283 u	: 	1633161 u
NR,TOTAL,N_GE1,WORLD,CRS,CY	: 	: u	: 	: 	403913 u
NR,TOTAL,N_GE1,WORLD,CRS,CZ	: 	724652 u	: 	: 	1175377 u
NR,TOTAL,N_GE1,WORLD,CRS,DE	: 	31709151 	: 	: 	29753337 
NR,TOTAL,N_GE1,WORLD,CRS,DK	: 	840207 u	: 	: 	847500 
NR,TOTAL,N_GE1,WORLD,CRS,EA	: 	: 	: 	: 	69934217 e
NR,TOTAL,N_GE1,WORLD,CRS,EE	: 	151256 u	: 	: 	91375 u
NR,TOTAL,N_GE1,WORLD,CRS,EL	: 	: u	: 	: 	: u
NR,TOTAL,N_GE1,WORLD,CRS,ES	: 	2619117 	: 	: 	2752908 
NR,TOTAL,N_GE1,WORLD,CRS,EU27	: 	: 	: 	: 	78256940 e
NR,TOTAL,N_GE1,WORLD,CRS,EU28	: 	: 	: 	: 	78698765 e
NR,TOTAL,N_GE1,WORLD,CRS,FI	: 	6858228 	: 	: 	8496393 
NR,TOTAL,N_GE1,WORLD,CRS,FR	6851807 	6271386 	: 	: 	4621125 
NR,TOTAL,N_GE1,WORLD,CRS,HR	: 	: u	: 	: 	446021 u
NR,TOTAL,N_GE1,WORLD,CRS,HU	39997 u	100504 u	: 	: 	79179 u
NR,TOTAL,N_GE1,WORLD,CRS,IE	: 	798408 	: 	: 	761332 
NR,TOTAL,N_GE1,WORLD,CRS,IT	: 	: u	: 	: 	9150275 
NR,TOTAL,N_GE1,WORLD,CRS,LT	: 	455267 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,CRS,LU	: 	115561 	: 	: 	94256 u
NR,TOTAL,N_GE1,WORLD,CRS,LV	: 	141349 u	: 	: 	: u
NR,TOTAL,N_GE1,WORLD,CRS,MT	: 	55006 u	: 	: 	25987 
NR,TOTAL,N_GE1,WORLD,CRS,NL	: 	1890657 	: 	: 	2937072 
NR,TOTAL,N_GE1,WORLD,CRS,NO	529813 u	1234155 	749360 u	985505 	1242219 
NR,TOTAL,N_GE1,WORLD,CRS,PL	: 	2904231 	: 	: 	845992 u
NR,TOTAL,N_GE1,WORLD,CRS,PT	: 	133957 u	: 	: 	: u
NR,TOTAL,N_GE1,WORLD,CRS,RO	426839 	294838 	: 	: 	542878 
NR,TOTAL,N_GE1,WORLD,CRS,SE	: 	3849365 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,CRS,SI	: 	: u	: 	: 	: u
NR,TOTAL,N_GE1,WORLD,CRS,SK	: 	: u	: 	: 	: u
NR,TOTAL,N_GE1,WORLD,CRS,UK	: 	: 	: 	: 	3260906 
NR,TOTAL,N_GE1,WORLD,CTRY,AT	38548964 	38534672 	: 	: 	14521079 
NR,TOTAL,N_GE1,WORLD,CTRY,BE	: 	26799684 	: 	: 	25761182 
NR,TOTAL,N_GE1,WORLD,CTRY,BG	: 	1474181 	: 	: 	2347765 
NR,TOTAL,N_GE1,WORLD,CTRY,CH	: 	38391950 	30295970 	: 	19314314 
NR,TOTAL,N_GE1,WORLD,CTRY,CY	: 	98408 u	: 	: 	814974 u
NR,TOTAL,N_GE1,WORLD,CTRY,CZ	: 	67037315 	: 	: 	54728219 
NR,TOTAL,N_GE1,WORLD,CTRY,DE	: 	529209572 	: 	: 	481531167 
NR,TOTAL,N_GE1,WORLD,CTRY,DK	: 	9919721 	: 	: 	8365558 
NR,TOTAL,N_GE1,WORLD,CTRY,EA	: 	: 	: 	: 	1455087706 e
NR,TOTAL,N_GE1,WORLD,CTRY,EE	: 	3935427 	: 	: 	2634654 
NR,TOTAL,N_GE1,WORLD,CTRY,EL	: 	3614902 	: 	: 	4135454 
NR,TOTAL,N_GE1,WORLD,CTRY,ES	: 	255010895 	: 	: 	244985267 
NR,TOTAL,N_GE1,WORLD,CTRY,EU27	: 	: 	: 	: 	1890202462 e
NR,TOTAL,N_GE1,WORLD,CTRY,EU28	: 	: 	: 	: 	1897819927 e
NR,TOTAL,N_GE1,WORLD,CTRY,FI	: 	49175069 	: 	: 	51880645 
NR,TOTAL,N_GE1,WORLD,CTRY,FR	384578894 	428578043 	: 	: 	482048164 
NR,TOTAL,N_GE1,WORLD,CTRY,HR	: 	952060 	: 	: 	7776598 
NR,TOTAL,N_GE1,WORLD,CTRY,HU	18938220 	17972057 	: 	: 	19527976 
NR,TOTAL,N_GE1,WORLD,CTRY,IE	: 	12123716 	: 	: 	11353727 
NR,TOTAL,N_GE1,WORLD,CTRY,IT	: 	22679081 	: 	: 	31744434 
NR,TOTAL,N_GE1,WORLD,CTRY,LT	: 	3112104 	: 	: 	2504979 
NR,TOTAL,N_GE1,WORLD,CTRY,LU	: 	2675278 	: 	: 	3312479 
NR,TOTAL,N_GE1,WORLD,CTRY,LV	: 	2643657 	: 	: 	2917462 
NR,TOTAL,N_GE1,WORLD,CTRY,MT	: 	1002340 	: 	: 	343886 
NR,TOTAL,N_GE1,WORLD,CTRY,NL	: 	69967225 	: 	: 	73536869 
NR,TOTAL,N_GE1,WORLD,CTRY,NO	11742869 	11241301 	10296224 	12059867 	8538202 
NR,TOTAL,N_GE1,WORLD,CTRY,PL	: 	56710435 	: 	: 	48464234 
NR,TOTAL,N_GE1,WORLD,CTRY,PT	: 	14195935 	: 	: 	16944666 
NR,TOTAL,N_GE1,WORLD,CTRY,RO	15521084 	15277973 	: 	: 	19554700 
NR,TOTAL,N_GE1,WORLD,CTRY,SE	: 	52973691 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,CTRY,SI	: 	3792480 	: 	: 	3608259 
NR,TOTAL,N_GE1,WORLD,CTRY,SK	: 	9266412 	: 	: 	5752263 
NR,TOTAL,N_GE1,WORLD,CTRY,UK	: 	: 	: 	: 	240817369 
NR,TOTAL,N_GE1,WORLD,MNT,AT	14003123 	14347612 	: 	: 	4744310 
NR,TOTAL,N_GE1,WORLD,MNT,BE	: 	22296435 	: 	: 	19909584 
NR,TOTAL,N_GE1,WORLD,MNT,BG	: 	1330881 	: 	: 	1666456 
NR,TOTAL,N_GE1,WORLD,MNT,CH	: 	29782788 	16972511 	: 	17487712 
NR,TOTAL,N_GE1,WORLD,MNT,CY	: 	931022 	: 	: 	1984149 
NR,TOTAL,N_GE1,WORLD,MNT,CZ	: 	26171415 	: 	: 	21961513 
NR,TOTAL,N_GE1,WORLD,MNT,DE	: 	236027314 	: 	: 	218504797 
NR,TOTAL,N_GE1,WORLD,MNT,DK	: 	8776393 	: 	: 	7937537 
NR,TOTAL,N_GE1,WORLD,MNT,EA	: 	: 	: 	: 	744564812 e
NR,TOTAL,N_GE1,WORLD,MNT,EE	: 	742967 	: 	: 	534248 
NR,TOTAL,N_GE1,WORLD,MNT,EL	: 	3769985 	: 	: 	5937176 
NR,TOTAL,N_GE1,WORLD,MNT,ES	: 	89705362 	: 	: 	82506723 
NR,TOTAL,N_GE1,WORLD,MNT,EU27	: 	: 	: 	: 	939195476 e
NR,TOTAL,N_GE1,WORLD,MNT,EU28	: 	: 	: 	: 	943147396 e
NR,TOTAL,N_GE1,WORLD,MNT,FI	: 	17336379 	: 	: 	18981279 
NR,TOTAL,N_GE1,WORLD,MNT,FR	184156595 	207521549 	: 	: 	240424120 
NR,TOTAL,N_GE1,WORLD,MNT,HR	: 	252718 	: 	: 	4027830 
NR,TOTAL,N_GE1,WORLD,MNT,HU	4308860 	4122215 	: 	: 	4091945 
NR,TOTAL,N_GE1,WORLD,MNT,IE	: 	5952140 	: 	: 	5357037 
NR,TOTAL,N_GE1,WORLD,MNT,IT	: 	52459092 	: 	: 	59581308 
NR,TOTAL,N_GE1,WORLD,MNT,LT	: 	159183 	: 	: 	155202 
NR,TOTAL,N_GE1,WORLD,MNT,LU	: 	1191872 	: 	: 	1771923 
NR,TOTAL,N_GE1,WORLD,MNT,LV	: 	570297 u	: 	: 	: u
NR,TOTAL,N_GE1,WORLD,MNT,MT	: 	397171 	: 	: 	69895 
NR,TOTAL,N_GE1,WORLD,MNT,NL	: 	68353748 	: 	: 	69380600 
NR,TOTAL,N_GE1,WORLD,MNT,NO	9559643 	8709650 	8022291 	9321116 	7971280 
NR,TOTAL,N_GE1,WORLD,MNT,PL	: 	40255480 	: 	: 	40626160 
NR,TOTAL,N_GE1,WORLD,MNT,PT	: 	7175817 	: 	: 	5637675 
NR,TOTAL,N_GE1,WORLD,MNT,RO	15185974 	13925821 	: 	: 	14642011 
NR,TOTAL,N_GE1,WORLD,MNT,SE	: 	3542529 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,MNT,SI	: 	1545704 	: 	: 	1714801 
NR,TOTAL,N_GE1,WORLD,MNT,SK	: 	7828913 	: 	: 	7433830 
NR,TOTAL,N_GE1,WORLD,MNT,UK	: 	: 	: 	: 	85584254 
NR,TOTAL,N_GE1,WORLD,OTH,AT	1457408 	1525419 	: 	: 	2543918 
NR,TOTAL,N_GE1,WORLD,OTH,BE	: 	9234950 	: 	: 	8396354 
NR,TOTAL,N_GE1,WORLD,OTH,BG	: 	: u	: 	: 	: u
NR,TOTAL,N_GE1,WORLD,OTH,CH	: 	1162277 u	1692264 u	: 	6975928 
NR,TOTAL,N_GE1,WORLD,OTH,CY	: 	13282345 	: 	: 	426444 
NR,TOTAL,N_GE1,WORLD,OTH,CZ	: 	3190715 	: 	: 	2301077 
NR,TOTAL,N_GE1,WORLD,OTH,DE	: 	157130932 	: 	: 	150425922 
NR,TOTAL,N_GE1,WORLD,OTH,DK	: 	33022826 	: 	: 	14394261 
NR,TOTAL,N_GE1,WORLD,OTH,EA	: 	: 	: 	: 	344201839 e
NR,TOTAL,N_GE1,WORLD,OTH,EE	: 	3364560 	: 	: 	161818 u
NR,TOTAL,N_GE1,WORLD,OTH,EL	: 	683761 	: 	: 	512493 
NR,TOTAL,N_GE1,WORLD,OTH,ES	: 	50881345 	: 	: 	46060345 
NR,TOTAL,N_GE1,WORLD,OTH,EU27	: 	: 	: 	: 	491355849 e
NR,TOTAL,N_GE1,WORLD,OTH,EU28	: 	: 	: 	: 	495043440 e
NR,TOTAL,N_GE1,WORLD,OTH,FI	: 	4562448 	: 	: 	4063084 
NR,TOTAL,N_GE1,WORLD,OTH,FR	259083898 	98211791 	: 	: 	91615720 
NR,TOTAL,N_GE1,WORLD,OTH,HR	: 	11988573 	: 	: 	3696653 
NR,TOTAL,N_GE1,WORLD,OTH,HU	205016 	323687 	: 	: 	: u
NR,TOTAL,N_GE1,WORLD,OTH,IE	: 	3350562 	: 	: 	3314612 
NR,TOTAL,N_GE1,WORLD,OTH,IT	: 	8142594 	: 	: 	22664307 
NR,TOTAL,N_GE1,WORLD,OTH,LT	: 	1997651 	: 	: 	5805197 
NR,TOTAL,N_GE1,WORLD,OTH,LU	: 	302244 	: 	: 	125783 
NR,TOTAL,N_GE1,WORLD,OTH,LV	: 	7577869 	: 	: 	904065 
NR,TOTAL,N_GE1,WORLD,OTH,MT	: 	784802 	: 	: 	974509 
NR,TOTAL,N_GE1,WORLD,OTH,NL	: 	21114308 	: 	: 	6477260 
NR,TOTAL,N_GE1,WORLD,OTH,NO	: u	: u	: u	711055 u	876708 u
NR,TOTAL,N_GE1,WORLD,OTH,PL	: 	3174973 	: 	: 	6520400 
NR,TOTAL,N_GE1,WORLD,OTH,PT	: 	3970369 	: 	: 	4681819 
NR,TOTAL,N_GE1,WORLD,OTH,RO	550356 	727561 	: 	: 	1427973 
NR,TOTAL,N_GE1,WORLD,OTH,SE	: 	60064692 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,OTH,SI	: 	1512227 	: 	: 	1228756 
NR,TOTAL,N_GE1,WORLD,OTH,SK	: 	: u	: 	: 	486461 u
NR,TOTAL,N_GE1,WORLD,OTH,UK	: 	: 	: 	: 	106388469 
NR,TOTAL,N_GE1,WORLD,SEA,AT	33400786 	31082810 	: 	: 	40089999 
NR,TOTAL,N_GE1,WORLD,SEA,BE	: 	44448861 	: 	: 	42039191 
NR,TOTAL,N_GE1,WORLD,SEA,BG	: 	6532300 	: 	: 	6234676 
NR,TOTAL,N_GE1,WORLD,SEA,CH	: 	39864703 	31616061 	: 	29813052 
NR,TOTAL,N_GE1,WORLD,SEA,CY	: 	1797242 	: 	: 	4042296 
NR,TOTAL,N_GE1,WORLD,SEA,CZ	: 	20730397 	: 	: 	22783372 
NR,TOTAL,N_GE1,WORLD,SEA,DE	: 	525825934 	: 	: 	495052537 
NR,TOTAL,N_GE1,WORLD,SEA,DK	: 	61863290 	: 	: 	32183216 
NR,TOTAL,N_GE1,WORLD,SEA,EA	: 	: 	: 	: 	1627290957 e
NR,TOTAL,N_GE1,WORLD,SEA,EE	: 	3623057 	: 	: 	2501896 
NR,TOTAL,N_GE1,WORLD,SEA,EL	: 	24048951 	: 	: 	30366538 
NR,TOTAL,N_GE1,WORLD,SEA,ES	: 	263191486 	: 	: 	282767882 
NR,TOTAL,N_GE1,WORLD,SEA,EU27	: 	: 	: 	: 	2127829963 e
NR,TOTAL,N_GE1,WORLD,SEA,EU28	: 	: 	: 	: 	2145626882 e
NR,TOTAL,N_GE1,WORLD,SEA,FI	: 	24320483 	: 	: 	26536664 
NR,TOTAL,N_GE1,WORLD,SEA,FR	271094797 	331865263 	: 	: 	392525986 
NR,TOTAL,N_GE1,WORLD,SEA,HR	: 	9791166 	: 	: 	17801584 
NR,TOTAL,N_GE1,WORLD,SEA,HU	9143179 	8338368 	: 	: 	5997634 
NR,TOTAL,N_GE1,WORLD,SEA,IE	: 	28879396 	: 	: 	27614825 
NR,TOTAL,N_GE1,WORLD,SEA,IT	: 	114615568 	: 	: 	171907826 
NR,TOTAL,N_GE1,WORLD,SEA,LT	: 	3198938 	: 	: 	2119029 
NR,TOTAL,N_GE1,WORLD,SEA,LU	: 	4674646 	: 	: 	4642829 
NR,TOTAL,N_GE1,WORLD,SEA,LV	: 	1782203 	: 	: 	560895 
NR,TOTAL,N_GE1,WORLD,SEA,MT	: 	965386 	: 	: 	726388 
NR,TOTAL,N_GE1,WORLD,SEA,NL	: 	63622274 	: 	: 	61983590 
NR,TOTAL,N_GE1,WORLD,SEA,NO	31129941 	30707152 	31545012 	33966738 	30241727 
NR,TOTAL,N_GE1,WORLD,SEA,PL	: 	79645658 	: 	: 	55561871 
NR,TOTAL,N_GE1,WORLD,SEA,PT	: 	22328913 	: 	: 	24817916 
NR,TOTAL,N_GE1,WORLD,SEA,RO	14577795 	13560238 	: 	: 	12748945 
NR,TOTAL,N_GE1,WORLD,SEA,SE	: 	21283008 	: 	: 	: 
NR,TOTAL,N_GE1,WORLD,SEA,SI	: 	11725715 	: 	: 	10146235 
NR,TOTAL,N_GE1,WORLD,SEA,SK	: 	8893453 	: 	: 	9328691 
NR,TOTAL,N_GE1,WORLD,SEA,UK	: 	: 	: 	: 	321950077 
NR,TOTAL,N_GE1,WORLD,TOTAL,AT	112051065 	111503645 	: 	: 	105096149 
NR,TOTAL,N_GE1,WORLD,TOTAL,BE	99015509 	110388803 	: 	: 	96509052 
NR,TOTAL,N_GE1,WORLD,TOTAL,BG	22670765 	16021635 	: 	: 	19141043 
NR,TOTAL,N_GE1,WORLD,TOTAL,CH	: 	140303275 	132166305 	: 	124161530 
NR,TOTAL,N_GE1,WORLD,TOTAL,CY	17919048 	17075275 	: 	: 	16999423 
NR,TOTAL,N_GE1,WORLD,TOTAL,CZ	146454114 	137734897 	: 	: 	131014059 
NR,TOTAL,N_GE1,WORLD,TOTAL,DE	1349363024 	1360097876 	: 	: 	1312992493 
NR,TOTAL,N_GE1,WORLD,TOTAL,DK	: 	102420201 	: 	: 	107871756 
NR,TOTAL,N_GE1,WORLD,TOTAL,EA	: 	: 	: 	: 	4447747416 e
NR,TOTAL,N_GE1,WORLD,TOTAL,EE	15100980 	14833727 	: 	: 	11725240 
NR,TOTAL,N_GE1,WORLD,TOTAL,EL	: 	56339130 	: 	: 	58781457 
NR,TOTAL,N_GE1,WORLD,TOTAL,ES	629592329 	621877918 	: 	: 	654241617 
NR,TOTAL,N_GE1,WORLD,TOTAL,EU27	: 	: 	: 	: 	6170216545 e
NR,TOTAL,N_GE1,WORLD,TOTAL,EU28	: 	: 	: 	: 	6221678005 e
NR,TOTAL,N_GE1,WORLD,TOTAL,FI	135888105 	132250389 	: 	: 	132337018 
NR,TOTAL,N_GE1,WORLD,TOTAL,FR	1127833720 	1094125171 	: 	: 	1252280709 
NR,TOTAL,N_GE1,WORLD,TOTAL,HR	31437211 	26781267 	: 	: 	51477742 
NR,TOTAL,N_GE1,WORLD,TOTAL,HU	66899784 	66439137 	: 	: 	61358780 
NR,TOTAL,N_GE1,WORLD,TOTAL,IE	67010252 	65878652 	: 	: 	61440439 
