unit,partner,nace_r2,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
PCH_PRE,BR,I552_I553,EU27	: u	-6.07 	55.64 	28.15 e	16.29 e	5.85 b	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,EU28	: u	-6.44 	52.61 	29.59 e	20.44 e	7.44 b	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,FI	27.42 	-32.71 	0.78 	12.28 	57.5 	-7.7 b	61.3 	6.1 	-21 	49.48 	88.3 	-15.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,HR	25.27 	-12.63 	29.84 	33.79 	145.1 	89.3 b	77.4 	15.3 	-2.4 	38.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,HU	5.01 	-28.49 	-1.19 	20.64 	230.6 	276.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,IE	: 	16.14 e	-8.75 u	17.64 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,IS	: 	-14.8 	93.41 	58.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,IT	31.93 	-2.51 	30.69 	16.1 	10.4 	10.3 b	32.8 	26.2 	-8 	3.79 	40.1 	13.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,LI	-19.05 	13.51 	27.59 	16 	257.1 	-30 b	-52.4 	200 	-75 	55.56 	-14.3 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,LT	33.22 	-18.58 	57.76 	52.63 	33.3 	714.3 b	-6.7 	87.5 	-11.1 	-60.87 	187.5 	-42.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,LU	68.11 	-28.57 	8.64 	58.1 	5.9 	44.7 b	89.3 	-57.1 	14.1 	2.7 	7.2 	19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,LV	1.82 	-3.52 	19.65 	-4.36 	-6.6 	21.3 b	92 	73.4 	243.5 	21.05 	-34.5 	625 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,ME	: 	3.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,MK	275 	-66.67 	140 	-88.64 	340 	-9.1 b	450 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,MT	-24.16 e	190.81 e	-16.42 e	79.46 e	168.2 e	199.5 b	: 	-100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,NL	9.57 e	-18.68 e	34.86 e	0.33 e	429.2 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,NO	: 	-25.32 	-21.76 	47.84 	16.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,PL	-32.39 	-17.08 	9.1 	67.81 	0.2 	22.1 b	61.4 	33.4 	-22.9 	-3.94 	66.6 	-3.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,PT	89.87 	58.52 	88.17 	37.42 	39.5 b	-5.2 b	-13.9 	6.6 	-20.9 	9.56 	8.1 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,RO	39.56 	16.67 	-2.5 	17.65 	3.8 	13000 b	-92.3 	333.3 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,RS	: 	14.04 	-11.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,SE	2.73 e	-13.85 e	-0.8 e	-12.31 e	19.5 e	-31.1 be	37.1 	55.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,SI	6.64 	5.85 	31.48 	42.19 	67.2 	130.9 b	-5.9 	204.9 	-8.2 	-30.93 	12.1 	-4.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,SK	-4.98 	-25.72 	43.47 	-2.17 	81.1 	0.7 b	11.8 	12.8 	-3.6 	92.08 	309.5 	8.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,UK	: 	-23.02 	: 	: 	: 	-22.6 b	23.5 	53.5 	-19.2 	100.6 	-10.6 	39.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,AT	87.16 	-8.64 	33.88 	95.2 	-13.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,BE	24.86 	69.61 	-11.3 	-42.79 	3.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,BG	: 	: 	: 	-100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,CH	: 	-1.14 	3.94 	-14.19 	-16.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,CZ	76.92 	40.54 	37.04 	-15.63 	14.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,DE	27.9 	-35.47 	59.13 	-12.21 	-26.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,DK	265.12 e	-21.82 e	-21.43 e	-90.93 e	249.3 	590.6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,EA	9.43 e	2.02 	5.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,EL	-52.89 	20.71 	268.77 	58.09 	47.85 	-17.68 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,ES	2.4 	24.41 	19.85 	-6.29 	-11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,EU27	: u	-2.9 	-4.27 	7.24 e	6.72 	352.86 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,EU28	: u	-2.53 	-4.3 	9.08 e	8.41 	363.86 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,FI	-12.07 	123.08 	-21.21 	-5.71 	2.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,HR	2.87 	3.06 	-4.63 	47.04 	61.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,HU	28.57 	-51.72 	-50.85 	257.58 	266.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,IE	: 	-100 	-92.91 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,IS	: 	93.75 	21.52 	38.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,IT	10.8 	-3.01 	-15.94 	12.6 	7.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,LI	: 	-100 	0 	-50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,LU	14.29 	-22.22 	145.45 	-15.4 	85.7 	133.3 b	-87.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,LV	: 	: 	-100 	75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,ME	: 	233.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,MK	: 	: 	: 	-100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,NL	8.37 e	-18.99 e	16.23 e	30.53 e	210.1 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,NO	: 	-21.61 	-39.33 	155.68 	1.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,PL	-25 	26.32 	-13.64 	: 	-100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,PT	40.92 	16.18 	14 	15.76 	-7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,RO	: 	-100 	: 	-100 	-50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,RS	: 	32 	-28.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,SE	202.84 e	215.35 e	-62.72 e	260 e	-83.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,SI	14.84 	4.03 	40.57 	68.25 	65.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,SK	: 	-100 	80 	150 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,TR	: 	-57.55 	-37.65 	-50.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I553,UK	: 	-100 	: 	: 	-9.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,AT	5.39 	-4.6 	5.4 	4.5 	-2.69 	-0.2 	8.27 	12.6 	-8.8 	0.32 	3.4 	17 	-0.3 	10.7 	4 	-0.9 	-7.1 	24.6 	-1.7 	6 	-0.7 	3.6 	-15.5 	-14.1 	-7.3 	5.3 	-25.2 	: 
PCH_PRE,CA,I551,BE	20.23 	-17.86 	3.46 	6.79 	-2.4 	3.7 	15.7 	22.2 	-11.7 	-6.55 	3.5 	18.8 	1.8 	9 	4.6 	-9.8 	-1.5 	14.5 	13.4 	0.7 	2.2 	0.4 	-9.6 	1.3 	-28.8 	: 	: 	: 
PCH_PRE,CA,I551,BG	0.84 	14.52 	-3.42 	11.79 	9.7 	13.8 	16.9 	20.9 	-42.1 	: 	: 	: 	: 	24.9 	42.1 	20.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,CH	: 	-0.87 	0.55 	0.56 	1.9 	1.9 	0.7 	8.3 	-3.8 	0.46 	6.4 	16.8 	: 	: 	: 	-8.5 	2.9 	13 	-0.9 	3.1 	3.7 	-1.4 	-4.7 	-9.6 	-7.4 	2 	-29 	: 
PCH_PRE,CA,I551,CY	13.2 	-0.05 	6.58 	-25.89 	-7 	-39.8 	-7.4 	17 	51.1 	-12.56 	51.2 	95.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,CZ	10.63 	1.23 	8.8 	7.78 	2.8 	17.9 	6.3 	19 	-2.4 	-1.1 	0.5 	10.1 	20 	50.5 	32.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,DE	10.39 	-4.5 	1.92 	-4.74 	-0.7 	4.6 	3.5 	20.2 	-10.3 	4.47 	5.6 	16.6 	5 	13.3 	-3.6 	-0.9 	-9.2 	28.4 	3.8 	10 	5.2 	1.9 	-2.9 	-9.4 	-13.2 	3.2 	-24.4 	: 
PCH_PRE,CA,I551,DK	21.21 e	-2.84 e	-4.05 e	-2.58 e	12.5 	3.6 	32.1 	8.2 	10.1 	22.75 	-9.2 	20.9 	5.9 	-22 	-9.5 	3.8 	23.7 	40.4 	33.4 	0.3 	12.1 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,EA	8.46 e	-1.05 	6.43 	: 	: 	: 	: 	: 	: 	-1.23 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,EE	19.54 	2.33 	-11.91 	35.02 	-16.4 	2 	32.7 	-27.6 	35.5 	-3.93 	22.8 	-14.1 	9.3 	89.3 	-29.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,EL	19.58 	-10.43 	17.44 	14.91 	24.01 	-28.53 	7.7 	0.8 	-6.8 	-5.05 	20.5 	2.6 	62.7 	-10.1 	-6.9 	-8.3 	-12.2 	25.1 	-20.6 	11.5 	20.1 	-17.1 	8.4 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,ES	9.53 	3.99 	12.37 	-3.22 	-19.9 	-2.2 	21.2 	53.1 	5 	11.01 	12.2 	28.9 	-7.5 	-10.1 	-0.9 	15.2 	6.7 	13.6 	66.2 	17.5 	34.1 	-0.9 	-8.6 	8.9 	4 	-0.1 	-23.8 	: 
PCH_PRE,CA,I551,EU27	: u	4.7 	1.15 	1.97 e	3.89 	-2.04 	: 	: 	: 	-0.24 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,EU28	: u	4.71 	1.31 	2.09 e	3.92 	-1.89 	: 	: 	: 	-0.21 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,FI	1.72 	-1.11 	21.37 	4.59 	-2.3 	6.1 	25.2 	-2.5 	-8.2 	3.34 	4 	9.6 	0.2 	-10.7 	17 	-1.8 	6.1 	-9.1 	2.7 	-9.2 	10.1 	3 	0.9 	-8.9 	: 	: 	: 	: 
PCH_PRE,CA,I551,FR	7.29 	-11.81 	2.48 	-2.23 	4.4 	6.4 	5.6 	7.4 	-14.2 	-1.17 	14.4 	6.1 	22.2 	9.9 	-10.5 	-6.5 	5.3 	9.7 	-17.8 	5.4 	-1 	-1.9 	-9.7 	-2 	-4.1 	10.8 	-23.7 	: 
PCH_PRE,CA,I551,HR	20.75 	5.72 	13.65 	11.82 	6.8 	13.1 b	13.1 	24.5 	-7.5 	3.54 	25.4 	2 	11.4 	16.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,HU	0.94 	5.52 	11.38 	6.01 	19.7 	1.3 	13.4 	17.7 	-12.5 	-3.02 	-2 	21.4 	8.5 	26.9 	-6.8 	2.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,IE	: 	21.82 e	8.96 e	53.74 e	-5.1 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	117.4 	-2.1 	: 	: 	: 	: 	: 	: 	: 	38.1 	: 
PCH_PRE,CA,I551,IS	: 	42.56 	20.65 	51.28 	36.2 	-5 	42.8 	15.7 	6 	42.69 	49.2 	31.9 	-13 	-5.8 	25.3 	-1.8 	40.7 	-44.7 	27.2 	-53.1 	50.1 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,IT	5.59 	-6.64 	2.62 	0.4 	2.1 	-1.3 	4.6 	14.5 	-7.7 	-2.5 	5.1 	12 	21.2 	16.8 	-2.9 	3.5 	1.5 	22.2 	-0.3 	17.9 	7 	-3.7 	1.6 	2.7 	2.9 	9.1 	-25.3 	: 
PCH_PRE,CA,I551,LI	18.39 	-15.3 	13.14 	2.3 	4.8 	-15.2 	34.5 	14.9 	-10.5 	-13.89 	-3.7 	24.6 	-11.4 	4.2 	13 	-34.3 	-3.6 	16.3 	-30.8 	-1.1 	17.2 	11.5 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,LT	26.08 	2.35 	-3.19 	59.65 	-26.9 	-26.7 	29.6 	68.3 	-37.1 	43.85 	5.7 	12.9 	-14.1 	73.8 	-13.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,LU	-6.11 	-11.43 	10.53 	15.8 	-3.3 	28.2 b	-6 	-2.1 	-16.8 	15.99 	3.1 	16.2 	5.3 	0.7 	-6.8 	12.3 	-19.8 	20.1 	-7.3 	20.8 	7.3 	2.3 	-18.8 	1.7 	-5.8 	-13.2 	-24.8 	: 
PCH_PRE,CA,I551,LV	420.74 	4.15 	21.73 	10.1 	16.6 	-7.9 b	33.3 	10.3 	-13.3 	-9.2 	-2.8 	34.6 	-35.2 	133.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,ME	: 	7.55 	: 	: 	: 	11.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,MK	42.87 	-13.25 	25.35 	31.02 	10.5 	4 	9.8 	2 	16.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,MT	8.73 e	1.79 e	27.38 e	48.96 e	-29.4 e	17 	-5.8 	36.2 	-11.1 	36.52 	-17.6 	10.8 	-28.6 	44.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,NL	16.57 	-0.01 	7.97 	2.16 	6.8 	-0.8 	3.1 	23.2 	-10.5 	-7.67 	-6.1 	6 	9.6 	36.1 	-11.8 	3.9 	-4.5 	0.3 	4.3 	15.1 	11.1 	-8.9 	23.4 	12.5 	-10.7 	1 	-31.3 	: 
PCH_PRE,CA,I551,NO	: 	6 	-17.44 	19.34 	40.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.1 	-11.3 	-15.1 	15.8 	-1.9 	8.2 	4.4 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,PL	-8.97 	14.28 	-4.58 	10.04 	-3.8 	11 	4.2 	18.7 	9.3 	1.17 	-2.4 	-0.7 	15.3 	41.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,PT	26.16 	18.67 	15.17 	26.1 	14.4 	9.8 	24.5 	16.4 	-24.3 	1.11 	6.8 	13.2 	-0.6 	8 	-15.1 	-9.2 	13.9 	25.6 	16.4 	15 	-4.1 	-2.3 	-18.5 	9.9 	-10.8 	-14 	-37.2 	: 
PCH_PRE,CA,I551,RO	3.32 	14.33 	12.07 	30.62 	0.2 	11 b	-1.5 	13.5 	-17.3 	-5.64 	-20.9 	61.2 	-0.3 	37.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,RS	: 	9.18 	19.1 	1 	11.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,SE	5.01 e	6.13 e	-5.63 e	0.07 e	21.1 e	-1.3 e	5.2 	20.7 	-18.6 	20.11 	1.1 	5.7 	0.1 	0.8 	-48.8 	11.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,SI	-77.4 	483.86 	12.73 	3.78 	2.6 	7.3 	8.3 	4.4 	-11.3 	11.91 	14.4 	16.1 	-6.1 	9.9 	3.8 	21.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,SK	18.68 	12.69 	28.53 	-2.06 	-6 	-3.3 	43.1 	19 	-39.2 	11.91 	3.2 	5.1 	-11.8 	10.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,TR	: 	-48.08 	-9.24 	5.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551,UK	: 	30.61 	: 	: 	25.1 	-8.7 b	2.4 	21.8 	-26.2 	3.75 	-0.9 	4.1 	11.8 	10.6 	2.3 	2.1 	-16.3 	13.6 	-3.4 	2.7 	10.5 	-23.4 	: 	: 	: 	14.6 	-21 	: 
PCH_PRE,CA,I551-I553,AT	5.22 	-3.41 	5 	4.7 	-2.03 	-1.1 	8.44 	11.7 	-8.2 	1.04 	3.2 	18.7 	-0.5 	10.2 	2.1 	-1.2 	-4.6 	19.9 	-2.5 	7.5 	-0.8 	0.6 	-12.5 	-15.8 	-8.6 	5.6 	-25.3 	: 
PCH_PRE,CA,I551-I553,BE	22.26 	-17.66 	3.49 	5.43 	-1 	3 	13.7 	15.8 	-10.1 	-3.92 	1.7 	8.9 	-0.3 	6.5 	2.1 	-8 	2.3 	12.1 	8.8 	4.4 	-2.3 	2.8 	-7.7 	-3.2 	-25.1 	: 	: 	: 
PCH_PRE,CA,I551-I553,BG	1.94 	14.68 	-2.94 	12.79 	10.6 	17.5 	16.7 	21.2 	-41.9 	: 	: 	: 	: 	27.5 	42 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551-I553,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-8.5 	2.9 	13 	-0.9 	3 	3.8 	-1.4 	: 	: 	-9.7 	2.2 	-26.3 	: 
PCH_PRE,CA,I551-I553,CY	13.25 	-0.18 	6.65 	-25.83 	-7 	-40.7 	-7.3 	17 	53.3 	: 	: 	95.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551-I553,CZ	7.87 	0.67 	11.84 	9.28 	4.3 	20.3 	4.8 	18.6 	-4.1 	-4.76 	2.6 	7 	16.2 	57.9 	37.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551-I553,DE	9.51 	-4.31 	2.9 	-3.95 	-0.8 	4.7 	2.4 	17.9 	-9.1 	4.1 	4.4 	15.9 	6.7 	12.5 	-2.5 	-1.3 	-7.9 	24.2 	3.7 	9.1 	3.4 	1.4 	-4 	-9.5 	-13.7 	3.2 	-21.7 	: 
PCH_PRE,CA,I551-I553,DK	16.26 e	6.27 e	7.99 e	-3.62 e	10.4 	2.2 	30.2 	9.6 	6.9 	20.02 	-6.1 	21.5 	3.3 	-20.6 	-8.6 	2.5 	20.1 	39.5 	26.7 	-1 	12.1 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551-I553,EA	9.35 e	0.57 	6.78 	: 	: 	: 	: 	: 	: 	-0.95 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551-I553,EE	16.96 	0.7 	-13.26 	41.28 	-15.3 	5.7 	31.9 	-29.3 	36.8 	-8.97 	25.5 	-9.9 	9.2 	90.2 	-24.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,CA,I551-I553,EL	18.32 e	-9.61 e	17.99 e	15.57 e	23.13 	-27.27 e	7.7 	0.9 	-8 	-3.23 	20.4 	2.5 	62.6 	-10.1 	-7.1 	-8.3 	-12.3 	25 	-20.6 	11.4 	19.9 	-16.9 	7.7 	: 	: 	: 	: 	: 
