unit,partner,nace_r2,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
PCH_PRE,BR,I551,DE	14.36 	-13.04 	2.09 	2.44 	4.6 	17.9 	22.9 	44.9 	-16.9 	2.7 	0.6 	66.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,DK	30.15 e	-13.81 e	-4.26 e	3.85 e	5.6 	27.5 	25.8 	13.9 	47.7 	11.4 	1.6 	-10.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,EA	21.49 e	-1.43 	13.8 	: 	: 	: 	: 	: 	: 	10.71 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,EE	32.98 	-3.55 	30.95 	-24.72 	-3.6 	55.3 	-7.3 	77.3 	33.1 	12.45 	85.3 	-15.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,EL	40.48 	-25.17 	-6.04 	16.67 	23.27 	-24.22 	37.9 	21.5 	-8 	16.97 	31.4 	68.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,ES	23.1 	1.66 	-3.45 	4.66 	-0.3 	-12.8 	22.6 	40.1 	-8 	9.28 	36.3 	24.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,EU27	: u	-5.55 	12.59 	5.72 e	2.79 	2.81 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,EU28	: u	-5.81 	12.39 	5.46 e	3.46 	3.21 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,FI	26.94 	2.42 	-6.65 	30.41 	-12 	25.8 	22.6 	25.5 	2.2 	2.24 	12.3 	6.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,FR	34.61 	40.79 	17691.49 	43.69 	-65.3 	279.7 	-54.3 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,HR	38.19 	-26.69 	-2.2 	-10.2 	70.6 	44.9 b	55.4 	42 	31 	32.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,HU	10.85 	-9.62 	-12.81 	2.74 	14.4 	75.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,IE	: 	-21.23 e	27.33 e	-3.1 e	21.7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,IS	: 	-3.89 	90.33 	63.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,IT	21.3 	-14.51 	12.27 	0.52 	-3.6 	0.1 	30.3 	33.7 	-8.9 	13.91 	33.7 	20.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,LI	15.11 	39.79 	-32.86 	7.91 	-0.5 	71.3 	30.7 	14.3 	-11 	2.98 	10.5 	10.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,LT	-10.75 	9.13 	8.45 	-23.93 	-23.7 	17.7 	21.5 	23.2 	-11.7 	41.39 	-22.2 	237.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,LU	-5.57 	-10.43 	5.52 	32.6 	-12.2 	53.3 b	-8.4 	13.6 	-27.4 	28 	12.9 	22.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,LV	8.47 	26.89 	-13.86 	15.01 	36.6 	-9.1 b	94.7 	-1.5 	44.4 	85.19 	121.3 	-25.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,ME	: 	22.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,MK	105.93 	23.29 	-29.24 	6.72 	46.8 	67.4 	78.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,MT	37.03 e	27.29 e	16.27 e	50.65 e	-17.3 e	42.3 	42.3 	26.2 	-27.4 	294.12 	-11.1 	26.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,NL	30.97 	-23.63 	8.16 	16.78 	9.9 	5.4 	20.6 	40.4 	-0.3 	0.84 	55.7 	31.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,NO	: 	-8.55 	5.06 	-10.15 	-0.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,PL	3.27 	9.68 	-13.09 	0.3 	14.4 	39 	-1.9 	36.4 	-11.6 	39.85 	-16.9 	7.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,PT	38.72 	12.74 	-4.81 	14.48 	7.2 	8.9 	22 	36.2 	-11.9 	24.97 	23.3 	14.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,RO	39.88 	-2.31 	12.94 	27.47 	-11.3 	34.9 b	13.3 	45.1 	-19.6 	30.99 	23.7 	43.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,RS	: 	16.23 	29.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,SE	19.91 e	-2.6 e	5.34 e	-7.57 e	8.1 e	29.1 e	17.4 	68.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,SI	28.41 	-15.51 	7.09 	-7.33 	54.1 	37.5 	23.4 	10.1 	17.6 	45.32 	19 	64.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,SK	24.15 	1.83 	30.09 	-13.8 	25.4 	4.9 	70.7 	35.7 	-27.1 	47.23 	45.5 	18.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,TR	: 	-69.73 	-21.62 	-27.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551,UK	: 	-47.32 	: 	: 	6.87 	8 b	61.6 	30.4 	-18.8 	56.05 	17.5 	26.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,AT	5.55 	-3.95 	4.54 	7 	6.18 	34.2 	1195.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,BE	49.47 	-34.52 	3.95 	18.98 	4.6 	10.1 	28.8 	41.6 	-12.7 	21.13 	29.7 	18.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,BG	27.43 	19.98 	-13.69 	-1.92 	13.4 	3 	-51.6 	-10.1 	-50.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,CY	9.18 	-49.96 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,CZ	13.05 	-10.78 	-7.27 	6.82 	6.9 	38.2 	14.4 	27.6 	13.5 	23 	28.5 	41.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,DE	13.78 	-13.94 	2.41 	3.76 	4.3 	17.8 	21.6 	43.1 	-15.3 	2.57 	0 	66.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,DK	19.17 e	-3.68 e	7.49 e	-3.31 e	9.6 	26.5 	26.7 	15.5 	39.6 	13.65 	4 	-8.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,EA	22.51 e	-1.04 	14.5 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,EE	19.62 	-12.07 	36.04 	-15.23 	-6.1 	59.5 	4.5 	63.4 	32.3 	4.28 	93.6 	-3.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,EL	36.27 e	-23.14 e	-3.88 e	17.32 e	23.35 	-23.72 e	37.9 	21.3 	-7.8 	17.04 	31.6 	67.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,ES	23.27 	2.83 	-2.84 	5.73 	0 	-12.4 	22.2 	40.2 	-7.8 	9.14 	35.4 	24.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,EU27	: u	-5.61 	16.01 	7.21 e	3.59 e	3.85 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,EU28	: u	-5.88 	15.78 	7.14 e	4.49 e	4.32 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,FI	26.96 	-0.11 	-6.15 	29.01 	-8.9 	23.8 	24.4 	24.5 	0.6 	4.52 	14.5 	5.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,FR	34.61 	40.79 	17691.49 	43.69 	-65.3 	279.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,HR	32.8 	-21.42 	7.77 	0.04 	83.5 	51 b	58.1 	38 	24.7 	33.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,HU	9.76 	-13.87 	-10.43 	5.95 	29.7 	82.5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,IE	: 	-12.91 e	17.03 u	2.04 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,IS	: 	-7.8 	91.42 	61.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,IT	22.87 	-12.92 	14.41 	2.11 	-2.4 	1 	30.5 	33.1 	-8.8 	12.98 	34.3 	19.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,LI	11.85 	36.76 	-28.98 	8.39 	4 	67.1 b	21.8 	22.4 	-19.9 	8.06 	7.5 	10.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,LT	-2.11 	2.29 	17.51 	-16.2 	-20.3 	24.1 b	21.2 	23.7 	-11.7 	38.55 	-20.6 	225.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,LU	3.4 	-13.12 	5.97 	35.7 	-10.3 	52.3 b	-2.9 	3.9 	-23.6 	25.16 	12.2 	21.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,LV	7.59 	21.82 	-9.64 	12.15 	27.9 	-4.3 b	94.2 	5.9 	53.2 	80.97 	91.4 	-10.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,ME	: 	17.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,MK	107.17 	20.89 	-27.88 	0 	54.1 	64 	84.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,MT	17.48 e	55.16 e	9.01 e	56.22 e	-4.6 e	47.6 	47.3 	16.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,NL	30.48 e	-23.53 e	8.62 e	16.45 e	11.7 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,NO	: 	-10.06 	1.92 	-5.83 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,PL	-2.85 	3.92 	-9.11 	8.1 	12.5 	36.5 	4 	36.1 	-12.8 	33.29 	-10.2 	6.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,PT	41.83 	14.76 	-2.69 	14.92 	7.7 	8.7 	21.1 	35.3 	-12.2 	24.39 	22.7 	14.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,RO	39.87 	-1.76 	12.42 	27.11 	-10.8 	39.2 b	12.8 	45.6 	-19.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,RS	: 	15.92 	21.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,SE	18.55 e	-3.6 e	4.77 e	-8.03 e	9.1 e	19.8 e	20.1 	66.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,SI	22.16 	-10.32 	12.15 	-0.12 	55.9 	45.5 b	20.2 	18.4 	16.2 	37.18 	18.2 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,SK	16.68 	-7.01 	34.1 	-10.61 	36.9 	4 	53.4 	28.1 	-20.6 	57.3 	70.1 	17.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I551-I553,UK	: 	-39.93 	: 	: 	: 	5.2 b	57.1 	32.7 	-18.8 	59.69 	14.6 	27.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,AT	-10.25 	-3.66 	-22.9 	34.6 	3.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,BE	37.49 	-34.75 	-2.97 	2.53 	26.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,BG	14.01 	-11.91 	71.53 	9.6 	43.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,CZ	-14.73 	-20.35 	9.65 	84.03 	88.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,DE	6.95 	-22.1 	4.41 	19.97 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,DK	-17.91 e	51.42 e	227.52 e	-20 e	-2.6 	-4.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,EA	35.61 e	3.62 	24.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,EE	-34.51 	-35.25 	52.15 	40.93 	-18.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,EL	23.86 e	-3.54 e	7.8 e	28.99 e	22.92 	-9.54 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,ES	27.53 	31.74 	14.67 	54.13 	13.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,EU27	: u	-6.2 	59.71 	29.88 e	17.16 e	54.72 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,EU28	: u	-6.61 	56.42 	31.24 e	21.53 e	58.69 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,FI	33.51 	-39.26 	1.98 	13.46 	63.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,HR	26.45 	-13.32 	31.95 	33.05 	152.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,HU	4.87 	-28.28 	-0.3 	19.23 	230.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,IE	: 	16.83 e	-1.79 e	8.66 e	88.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,IS	: 	-27.16 	107.38 	62.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,IT	33.11 	-2.49 	34.91 	16.43 	10.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,LI	-21.43 	16.67 	28.57 	21.74 	228.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,LT	33.22 	-18.58 	57.76 	52.63 	33.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,LU	70.33 	-28.81 	6.4 	60.4 	4.5 	43.7 b	123.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,LV	-1.22 	-3.52 	22.66 	-5.44 	-7.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,ME	: 	1.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,MK	150 	-66.67 	140 	-86.84 	280 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,MT	-24.16 e	190.81 e	-16.42 e	79.46 e	168.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,NL	10.08 e	-18.55 e	44.73 e	-10.62 e	611.2 be	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,NO	: 	-25.86 	-18.35 	36.64 	18.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,PL	-32.45 	-17.31 	9.25 	66.67 	0.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,PT	93.94 	63.47 	103.66 	43.01 	60.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,RO	37.36 	18.95 	-4.38 	19.4 	5.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,RS	: 	11.9 	-9.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,SE	-0.04 e	-14.71 e	-0.18 e	-12.97 e	21.2 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,SI	6.14 	5.96 	30.95 	40.92 	67.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,SK	-5.79 	-25.35 	43.32 	-2.4 	81.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552,UK	: 	-22.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,AT	-8.84 	-3.74 	-22.4 	35 	3.05 	40.1 b	1336.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,BE	37.1 	-33.49 	-3.08 	1.47 	26 	2.4 b	12.4 	16.3 	-14.2 	38.62 	26.9 	-9.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,BG	14.01 	-11.91 	71.53 	-6.16 	67.8 	163.6 b	266.7 	-90.1 	9000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,CZ	-14.12 	-20.13 	9.73 	83.38 	88.1 	193.6 b	-13.8 	-1.3 	-14.1 	-43.86 	49.9 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,DE	7.52 	-22.54 	5.6 	19.02 	1.8 	17.7 b	9.1 	27.1 	1.9 	1.16 	-5.5 	70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,DK	-14.11 e	49.53 e	202.83 e	-54.95 e	51.1 	17 b	35.3 	34.2 	-15.9 	31.82 	28.3 	17.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,EA	34.08 e	3.52 	23.53 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,EE	-34.51 	-35.25 	52.15 	40.93 	-18.4 	84.9 b	331.8 	-48.4 	26.7 	-33.11 	143.5 	520 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,EL	-4.51 e	4.2 e	39.25 e	31.91 e	25.04 	868.18 b	19.3 	-17 	37 	36.45 	181.6 	-57.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_PRE,BR,I552_I553,ES	26.49 	31.41 	14.89 	50.05 	11.4 	10.6 b	3.1 	44.4 	0.4 	1.85 	0.7 	15.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
