unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 
THS_EUR,TOTAL,N_GE4,BR,BE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,CH	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,CZ	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,ES	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,BR,HU	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,IE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,LT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,BR,MT	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,PL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,BR,SI	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CA,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,CA,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,EE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,ES	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CA,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CA,HU	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,LT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CA,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,PL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,PT	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CA,SI	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CH,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,BG	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CH,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,CH,CY	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,CZ	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,DK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,EE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,FI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CH,HR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CH,HU	12592.22 u	: 	: 	5320.6 u
THS_EUR,TOTAL,N_GE4,CH,IE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CH,LT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CH,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,MT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CH,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,CH,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CH,PT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CN,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,CH	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,CY	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,CZ	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,DE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CN,HR	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,HU	21374.86 u	: 	: 	16497.4 
THS_EUR,TOTAL,N_GE4,CN,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,LT	13121.04 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,MT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CN,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,CN,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CN,SI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,CY,CY	5610.34 u	: 	: 	6386.05 u
THS_EUR,TOTAL,N_GE4,CY,CZ	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CY,HR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CY,HU	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,IE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CY,LT	9489.25 	: 	: 	3440.34 u
THS_EUR,TOTAL,N_GE4,CY,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,CY,PL	: c	: 	: 	11720.57 u
THS_EUR,TOTAL,N_GE4,CY,PT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CY,RO	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CY,SI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CY,SK	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,BG	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CZ,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,CZ,CY	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CZ,CZ	29641.03 u	: 	: 	13350.22 u
THS_EUR,TOTAL,N_GE4,CZ,DE	261164.1 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,ES	51315 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,CZ,HR	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,HU	78288.64 	: 	: 	45910.43 
THS_EUR,TOTAL,N_GE4,CZ,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,IT	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,LT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,CZ,PL	: c	: 	: 	7511.83 u
THS_EUR,TOTAL,N_GE4,CZ,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,SI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,CZ,SK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,AT	153292.43 	: 	: 	142004.42 
THS_EUR,TOTAL,N_GE4,DE,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,BG	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,DE,DE	3206356.71 	: 	: 	3389916.37 
THS_EUR,TOTAL,N_GE4,DE,DK	: 	: 	: 	32876.74 u
THS_EUR,TOTAL,N_GE4,DE,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,ES	62930.6 u	: 	: 	41316.41 u
THS_EUR,TOTAL,N_GE4,DE,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,FR	78862.07 u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DE,HR	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,HU	28694.94 	: 	: 	17820.89 
THS_EUR,TOTAL,N_GE4,DE,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,LT	6235.65 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,LU	: 	: 	: 	7450.72 u
THS_EUR,TOTAL,N_GE4,DE,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,NL	71053.51 	: 	: 	63697.37 u
THS_EUR,TOTAL,N_GE4,DE,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,DE,PL	: c	: 	: 	10368.24 u
THS_EUR,TOTAL,N_GE4,DE,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,RO	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DE,SI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,BG	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DK,CH	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,DK	: 	: 	: 	152175.23 
THS_EUR,TOTAL,N_GE4,DK,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,HR	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,HU	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,LT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,DK,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DK,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DOM,AT	494201.74 	: 	: 	455805.83 
THS_EUR,TOTAL,N_GE4,DOM,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DOM,BG	17274.19 	: 	: 	19296.15 
THS_EUR,TOTAL,N_GE4,DOM,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,DOM,CY	5610.34 u	: 	: 	6386.05 u
THS_EUR,TOTAL,N_GE4,DOM,CZ	29641.03 u	: 	: 	13350.22 u
THS_EUR,TOTAL,N_GE4,DOM,DE	3206356.71 	: 	: 	3389916.37 
THS_EUR,TOTAL,N_GE4,DOM,DK	: 	: 	: 	152175.23 
THS_EUR,TOTAL,N_GE4,DOM,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DOM,EL	: 	: 	: 	39519.51 
THS_EUR,TOTAL,N_GE4,DOM,ES	1431969.56 	: 	: 	951389.96 
THS_EUR,TOTAL,N_GE4,DOM,FI	: c	: 	: 	35091.48 u
THS_EUR,TOTAL,N_GE4,DOM,FR	1263802.83 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,HR	12486.34 u	: 	: 	17259.47 u
THS_EUR,TOTAL,N_GE4,DOM,HU	3294.85 u	: 	: 	11588.91 
THS_EUR,TOTAL,N_GE4,DOM,IE	19261.37 u	: 	: 	29847.14 
THS_EUR,TOTAL,N_GE4,DOM,IT	991012.58 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DOM,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DOM,NL	36379.43 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DOM,NO	108405.74 u	108830.47 u	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,PL	23274.66 u	: 	: 	73403.2 
THS_EUR,TOTAL,N_GE4,DOM,PT	26528.48 	: 	: 	49245.29 
THS_EUR,TOTAL,N_GE4,DOM,RO	103677.07 	: 	: 	102220.44 
THS_EUR,TOTAL,N_GE4,DOM,SI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,DOM,SK	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EE,AT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EE,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EE,CY	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EE,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EE,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EE,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EE,FI	58973.79 u	: 	: 	50630.74 u
THS_EUR,TOTAL,N_GE4,EE,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EE,HU	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EE,IE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EE,LT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EE,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EE,NL	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EE,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,EE,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,AT	84867.32 u	: 	: 	98962.58 u
THS_EUR,TOTAL,N_GE4,EFTA,BE	50339.72 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,BG	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EFTA,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,EFTA,CY	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,CZ	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,DE	699313.7 u	: 	: 	646627.56 u
THS_EUR,TOTAL,N_GE4,EFTA,DK	: 	: 	: 	45909.09 u
THS_EUR,TOTAL,N_GE4,EFTA,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,ES	95593.29 u	: 	: 	32457.64 u
THS_EUR,TOTAL,N_GE4,EFTA,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,FR	238338.56 u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EFTA,HR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EFTA,HU	13934.99 u	: 	: 	7409.24 u
THS_EUR,TOTAL,N_GE4,EFTA,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,IT	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EFTA,LT	: c	: 	: 	9545.2 
THS_EUR,TOTAL,N_GE4,EFTA,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,MT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EFTA,NL	159700.35 u	: 	: 	121649.77 u
THS_EUR,TOTAL,N_GE4,EFTA,NO	117596.67 u	118057.41 u	: 	: 
THS_EUR,TOTAL,N_GE4,EFTA,PL	: c	: 	: 	19606.15 u
THS_EUR,TOTAL,N_GE4,EFTA,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,RO	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,SI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EFTA,SK	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EL,AT	279158.58 	: 	: 	305185.57 
THS_EUR,TOTAL,N_GE4,EL,BE	115464.31 	: 	: 	216294.35 
THS_EUR,TOTAL,N_GE4,EL,BG	15299.43 u	: 	: 	11115.48 u
THS_EUR,TOTAL,N_GE4,EL,CH	: 	: 	182545.06 u	177786.59 u
THS_EUR,TOTAL,N_GE4,EL,CY	79287.47 	: 	: 	59193.48 
THS_EUR,TOTAL,N_GE4,EL,CZ	243769.15 	: 	: 	208991.64 
THS_EUR,TOTAL,N_GE4,EL,DE	1406665.42 	: 	: 	1259631.94 u
THS_EUR,TOTAL,N_GE4,EL,DK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EL,EE	30438.49 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EL,EL	: 	: 	: 	39519.51 
THS_EUR,TOTAL,N_GE4,EL,ES	79954.37 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EL,FI	239638.08 	: 	: 	187265.46 u
THS_EUR,TOTAL,N_GE4,EL,FR	718682.28 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EL,HR	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EL,HU	93138.4 	: 	: 	50176.06 
THS_EUR,TOTAL,N_GE4,EL,IE	29387.97 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EL,IT	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EL,LT	23008.69 	: 	: 	19330.13 
THS_EUR,TOTAL,N_GE4,EL,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EL,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EL,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EL,NL	508619.36 	: 	: 	485081.41 
THS_EUR,TOTAL,N_GE4,EL,NO	604191.85 	606559.04 	: 	: 
THS_EUR,TOTAL,N_GE4,EL,PL	64294.43 	: 	: 	257364.67 
THS_EUR,TOTAL,N_GE4,EL,PT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EL,RO	57984.5 	: 	: 	46509.06 
THS_EUR,TOTAL,N_GE4,EL,SI	: c	: 	: 	17635.88 u
THS_EUR,TOTAL,N_GE4,EL,SK	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,AT	406352.02 	: 	: 	372573.98 
THS_EUR,TOTAL,N_GE4,ES,BE	366011.91 	: 	: 	340741.12 
THS_EUR,TOTAL,N_GE4,ES,BG	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,CH	: 	: 	282729.18 	329446.6 
THS_EUR,TOTAL,N_GE4,ES,CY	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,CZ	133643.1 	: 	: 	96087.76 u
THS_EUR,TOTAL,N_GE4,ES,DE	5315065.18 	: 	: 	4443253.17 
THS_EUR,TOTAL,N_GE4,ES,DK	: 	: 	: 	110952.8 
THS_EUR,TOTAL,N_GE4,ES,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,ES	1431969.56 	: 	: 	951389.96 
THS_EUR,TOTAL,N_GE4,ES,FI	438930.64 	: 	: 	425398.71 
THS_EUR,TOTAL,N_GE4,ES,FR	1069646.41 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,ES,HR	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,HU	31513.53 	: 	: 	6468.09 u
THS_EUR,TOTAL,N_GE4,ES,IE	315087.63 	: 	: 	381349.56 
THS_EUR,TOTAL,N_GE4,ES,IT	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,LT	9683.06 	: 	: 	7241.42 
THS_EUR,TOTAL,N_GE4,ES,LU	: 	: 	: 	58640.26 
THS_EUR,TOTAL,N_GE4,ES,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,NL	955208.29 	: 	: 	701379.32 
THS_EUR,TOTAL,N_GE4,ES,NO	819970.94 	823183.53 	: 	: 
THS_EUR,TOTAL,N_GE4,ES,PL	86948.62 	: 	: 	174330.74 
THS_EUR,TOTAL,N_GE4,ES,PT	45269.98 	: 	: 	39042.09 
THS_EUR,TOTAL,N_GE4,ES,RO	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,SI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,ES,SK	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EU28,AT	2447853.55 	: 	: 	2413999.27 
THS_EUR,TOTAL,N_GE4,EU28,BE	936976.47 	: 	: 	976268.93 
THS_EUR,TOTAL,N_GE4,EU28,BG	59826.25 	: 	: 	46414.55 
THS_EUR,TOTAL,N_GE4,EU28,CH	: 	: 	1171649.26 	1142059.44 
THS_EUR,TOTAL,N_GE4,EU28,CY	133112.46 	: 	: 	99723.74 
THS_EUR,TOTAL,N_GE4,EU28,CZ	913675.81 	: 	: 	685116.51 
THS_EUR,TOTAL,N_GE4,EU28,DE	16702264.89 	: 	: 	14690796.5 
THS_EUR,TOTAL,N_GE4,EU28,DK	: 	: 	: 	617387.74 
THS_EUR,TOTAL,N_GE4,EU28,EE	104002.26 	: 	: 	49531.47 
THS_EUR,TOTAL,N_GE4,EU28,EL	: 	: 	: 	91376.26 
THS_EUR,TOTAL,N_GE4,EU28,ES	2887010.1 	: 	: 	1587581.17 
THS_EUR,TOTAL,N_GE4,EU28,FI	1091620.58 	: 	: 	1035800.11 
THS_EUR,TOTAL,N_GE4,EU28,FR	5951209.8 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EU28,HR	123251.78 	: 	: 	147261.64 
THS_EUR,TOTAL,N_GE4,EU28,HU	390114.7 	: 	: 	261149.47 
THS_EUR,TOTAL,N_GE4,EU28,IE	668803.72 	: 	: 	805714.99 
THS_EUR,TOTAL,N_GE4,EU28,IT	1763812.23 	: 	: 	1110715.79 
THS_EUR,TOTAL,N_GE4,EU28,LT	98971.27 	: 	: 	75989.42 
THS_EUR,TOTAL,N_GE4,EU28,LU	: 	: 	: 	127701.56 
THS_EUR,TOTAL,N_GE4,EU28,LV	: 	: 	: 	58244.9 
THS_EUR,TOTAL,N_GE4,EU28,MT	47952.07 	: 	: 	39440.71 
THS_EUR,TOTAL,N_GE4,EU28,NL	2557507.3 	: 	: 	1773734.07 
THS_EUR,TOTAL,N_GE4,EU28,NO	1948142.61 	1955775.31 	: 	: 
THS_EUR,TOTAL,N_GE4,EU28,PL	348800.5 	: 	: 	912134.97 
THS_EUR,TOTAL,N_GE4,EU28,PT	103609.25 	: 	: 	174547.19 
THS_EUR,TOTAL,N_GE4,EU28,RO	216186.09 	: 	: 	214154 
THS_EUR,TOTAL,N_GE4,EU28,SI	59287.89 	: 	: 	60081.77 
THS_EUR,TOTAL,N_GE4,EU28,SK	443435.07 	: 	: 	389566.79 
THS_EUR,TOTAL,N_GE4,EUR,AT	2648902 	: 	: 	2871013.68 
THS_EUR,TOTAL,N_GE4,EUR,BE	1046393.24 	: 	: 	1346620.41 
THS_EUR,TOTAL,N_GE4,EUR,BG	75595.53 	: 	: 	66441.66 
THS_EUR,TOTAL,N_GE4,EUR,CH	: 	: 	1585980.75 	1411567.49 
THS_EUR,TOTAL,N_GE4,EUR,CY	150320.98 	: 	: 	110581.21 
THS_EUR,TOTAL,N_GE4,EUR,CZ	969111.17 	: 	: 	815971.93 
THS_EUR,TOTAL,N_GE4,EUR,DE	19696782.76 	: 	: 	18455489.42 
THS_EUR,TOTAL,N_GE4,EUR,DK	: 	: 	: 	699866.68 
THS_EUR,TOTAL,N_GE4,EUR,EE	144669.85 	: 	: 	83578.69 
THS_EUR,TOTAL,N_GE4,EUR,EL	: 	: 	: 	102565.18 
THS_EUR,TOTAL,N_GE4,EUR,ES	3132129.13 	: 	: 	1722346.14 
THS_EUR,TOTAL,N_GE4,EUR,FI	1149628.18 	: 	: 	1276059.34 
THS_EUR,TOTAL,N_GE4,EUR,FR	6549361.55 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EUR,HR	129465.9 	: 	: 	160632.68 
THS_EUR,TOTAL,N_GE4,EUR,HU	434682.03 	: 	: 	317009.45 
THS_EUR,TOTAL,N_GE4,EUR,IE	700564.45 	: 	: 	835274.56 
THS_EUR,TOTAL,N_GE4,EUR,IT	1809902.19 	: 	: 	1110715.79 
THS_EUR,TOTAL,N_GE4,EUR,LT	151658.81 	: 	: 	124267.59 
THS_EUR,TOTAL,N_GE4,EUR,LU	: 	: 	: 	147389.5 
THS_EUR,TOTAL,N_GE4,EUR,LV	: 	: 	: 	85706.73 
THS_EUR,TOTAL,N_GE4,EUR,MT	50287.4 	: 	: 	40481.83 
THS_EUR,TOTAL,N_GE4,EUR,NL	2952733.3 	: 	: 	2347250.85 
THS_EUR,TOTAL,N_GE4,EUR,NO	2186416.26 	2194982.51 	: 	: 
THS_EUR,TOTAL,N_GE4,EUR,PL	392093.71 	: 	: 	1184628.96 
THS_EUR,TOTAL,N_GE4,EUR,PT	111329.06 	: 	: 	199396.99 
THS_EUR,TOTAL,N_GE4,EUR,RO	226767.83 	: 	: 	221126.12 
THS_EUR,TOTAL,N_GE4,EUR,SI	61851.71 	: 	: 	80824.23 
THS_EUR,TOTAL,N_GE4,EUR,SK	515334.71 	: 	: 	486629.85 
THS_EUR,TOTAL,N_GE4,EUR_OTH,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,BG	: c	: 	: 	: 
