unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 
THS_EUR,TOTAL,N_GE4,EUR_OTH,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,CY	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,DK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,ES	46037.31 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,FR	151099.7 u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EUR_OTH,HR	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,HU	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,IT	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EUR_OTH,LT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,EUR_OTH,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,NL	53241.97 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,EUR_OTH,PL	: c	: 	: 	20894.53 
THS_EUR,TOTAL,N_GE4,EUR_OTH,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,RO	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,SI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,EUR_OTH,SK	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FI,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FI,BE	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,FI,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,FI,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FI,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FI,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FI,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FI,FI	: c	: 	: 	35091.48 u
THS_EUR,TOTAL,N_GE4,FI,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,FI,HU	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FI,IE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,FI,LT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,FI,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FI,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,FI,PL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FI,SK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,AT	114161.8 u	: 	: 	66759.47 u
THS_EUR,TOTAL,N_GE4,FR,BE	117365.21 	: 	: 	75306.2 
THS_EUR,TOTAL,N_GE4,FR,BG	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,CH	: 	: 	: u	104277.72 u
THS_EUR,TOTAL,N_GE4,FR,CY	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,CZ	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,DE	: c	: 	: 	497791.96 u
THS_EUR,TOTAL,N_GE4,FR,DK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,EE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,ES	268873.52 	: 	: 	98083.16 
THS_EUR,TOTAL,N_GE4,FR,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,FR	1263802.83 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,FR,HR	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,HU	26445.71 	: 	: 	23488.91 
THS_EUR,TOTAL,N_GE4,FR,IE	33299.54 u	: 	: 	59263.69 
THS_EUR,TOTAL,N_GE4,FR,IT	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,LT	5866.94 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,LU	: 	: 	: 	6163.9 u
THS_EUR,TOTAL,N_GE4,FR,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,MT	: c	: 	: 	5118.57 u
THS_EUR,TOTAL,N_GE4,FR,NL	50622.93 u	: 	: 	42414.2 u
THS_EUR,TOTAL,N_GE4,FR,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,FR,PL	9846.75 u	: 	: 	37813.68 
THS_EUR,TOTAL,N_GE4,FR,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,RO	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,SI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,FR,SK	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,AT	240214.83 	: 	: 	220841.85 
THS_EUR,TOTAL,N_GE4,HR,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,BG	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,HR,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,HR,CZ	129946.37 	: 	: 	94807.47 
THS_EUR,TOTAL,N_GE4,HR,DE	352951.96 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,DK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,FR	160207.17 u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,HR,HR	12486.34 u	: 	: 	17259.47 u
THS_EUR,TOTAL,N_GE4,HR,HU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,IT	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,LT	: c	: 	: 	1748.25 u
THS_EUR,TOTAL,N_GE4,HR,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,NL	: c	: 	: 	38923.52 u
THS_EUR,TOTAL,N_GE4,HR,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,HR,PL	7402.69 u	: 	: 	77071.31 
THS_EUR,TOTAL,N_GE4,HR,PT	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,RO	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HR,SI	9655.97 u	: 	: 	10711.17 u
THS_EUR,TOTAL,N_GE4,HR,SK	83673.74 u	: 	: 	84145.76 u
THS_EUR,TOTAL,N_GE4,HU,AT	43900.79 u	: 	: 	52434.28 u
THS_EUR,TOTAL,N_GE4,HU,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,HU,CY	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,CZ	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,DK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,EE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,HU,HR	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,HU	3294.85 u	: 	: 	11588.91 
THS_EUR,TOTAL,N_GE4,HU,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,LT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,HU,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,HU,PL	: c	: 	: 	4914.12 u
THS_EUR,TOTAL,N_GE4,HU,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,RO	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,HU,SK	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,IE,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,DK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,FR	271573.03 u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,IE,HU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,IE	19261.37 u	: 	: 	29847.14 
THS_EUR,TOTAL,N_GE4,IE,IT	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,LT	2753.28 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,MT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,IE,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,IE,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IE,SI	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,IS,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,IS,CY	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,IS,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,DK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,EE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,IS,ES	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,IS,FI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,IS,HU	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,LT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,IS,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IS,SI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IT,AT	355737.28 	: 	: 	431099.34 
THS_EUR,TOTAL,N_GE4,IT,BE	93560.79 	: 	: 	82304.2 u
THS_EUR,TOTAL,N_GE4,IT,BG	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IT,CH	: 	: 	131353.22 u	155204.97 u
THS_EUR,TOTAL,N_GE4,IT,CY	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IT,CZ	128438.9 	: 	: 	104755.46 
THS_EUR,TOTAL,N_GE4,IT,DE	1495479.73 	: 	: 	1450841.21 
THS_EUR,TOTAL,N_GE4,IT,DK	: 	: 	: 	54020.48 u
THS_EUR,TOTAL,N_GE4,IT,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IT,EL	: 	: 	: 	18707.33 u
THS_EUR,TOTAL,N_GE4,IT,ES	428483.78 	: 	: 	209582.71 
THS_EUR,TOTAL,N_GE4,IT,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IT,FR	858405.8 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,IT,HR	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IT,HU	30236.27 	: 	: 	32211.31 
THS_EUR,TOTAL,N_GE4,IT,IE	84752.52 	: 	: 	113287.07 
THS_EUR,TOTAL,N_GE4,IT,IT	991012.58 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IT,LT	12825.93 	: 	: 	19349.6 
THS_EUR,TOTAL,N_GE4,IT,LU	: 	: 	: 	17013.46 u
THS_EUR,TOTAL,N_GE4,IT,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IT,MT	11659.4 u	: 	: 	9917.12 u
THS_EUR,TOTAL,N_GE4,IT,NL	188638.28 	: 	: 	77307.88 u
THS_EUR,TOTAL,N_GE4,IT,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,IT,PL	68948.12 	: 	: 	133310.75 
THS_EUR,TOTAL,N_GE4,IT,PT	: c	: 	: 	21233.04 u
THS_EUR,TOTAL,N_GE4,IT,RO	15112.02 u	: 	: 	9491.21 u
THS_EUR,TOTAL,N_GE4,IT,SI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,IT,SK	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,JP,DE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,JP,EE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,JP,HR	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,HU	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,IE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,JP,IT	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,JP,LT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,JP,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,JP,PT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,KR,AT	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,KR,BG	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,KR,EE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,KR,HU	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,KR,LT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,KR,NL	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LT,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LT,DE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LT,EE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LT,ES	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LT,FI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LT,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LT,HU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LT,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LT,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LT,MT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LT,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LT,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LT,PT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LT,SI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LU,AT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LU,CZ	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LU,DE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LU,HU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LU,LT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LU,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LU,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LU,PL	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LV,AT	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LV,CH	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LV,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LV,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LV,ES	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LV,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LV,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LV,IE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LV,IT	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LV,LT	: c	: 	: 	1091.21 u
THS_EUR,TOTAL,N_GE4,LV,MT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,LV,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,LV,SI	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,MAGR,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,BE	37831.69 u	: 	: 	119509.55 
THS_EUR,TOTAL,N_GE4,MAGR,BG	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,MAGR,CZ	57090.44 u	: 	: 	45784.36 u
THS_EUR,TOTAL,N_GE4,MAGR,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,DK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,EE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,ES	53533.93 u	: 	: 	45657.29 u
THS_EUR,TOTAL,N_GE4,MAGR,FI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,FR	371100.16 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,MAGR,HR	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,HU	9612.08 	: 	: 	4013.03 u
THS_EUR,TOTAL,N_GE4,MAGR,IE	: c	: 	: 	27084.32 u
THS_EUR,TOTAL,N_GE4,MAGR,IT	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,LT	: c	: 	: 	2826.62 u
THS_EUR,TOTAL,N_GE4,MAGR,LU	: 	: 	: 	10592.65 u
THS_EUR,TOTAL,N_GE4,MAGR,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,NL	53426.66 u	: 	: 	85999.99 
THS_EUR,TOTAL,N_GE4,MAGR,NO	: u	: u	: 	: 
THS_EUR,TOTAL,N_GE4,MAGR,PL	11473.47 u	: 	: 	88265.76 
THS_EUR,TOTAL,N_GE4,MAGR,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,SI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MAGR,SK	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,BG	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,MT,CY	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,CZ	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,MT,HU	4559.8 u	: 	: 	4738.01 u
THS_EUR,TOTAL,N_GE4,MT,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,IT	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,MT,LT	5922.52 u	: 	: 	3486.31 u
THS_EUR,TOTAL,N_GE4,MT,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,MT,SI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,NL,CY	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,CZ	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,DK	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,FI	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,NL,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,NL,HR	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,HU	8605.07 u	: 	: 	9783.95 u
THS_EUR,TOTAL,N_GE4,NL,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,MT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,NL	36379.43 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,PT	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,SI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NL,SK	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,NO,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,NO,CY	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,CZ	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,DE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,DK	: 	: 	: 	40811.95 u
THS_EUR,TOTAL,N_GE4,NO,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,EL	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,ES	69148.23 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,FI	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,FR	130939.8 u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,NO,HU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,IE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,NO,IT	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,NO,LT	: c	: 	: 	9460.95 
THS_EUR,TOTAL,N_GE4,NO,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,LV	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,NL	83455.97 u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,NO	108405.74 u	108830.47 u	: 	: 
THS_EUR,TOTAL,N_GE4,NO,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,PT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,RO	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,SI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,NO,SK	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OCE,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,BE	: u	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,CH	: 	: 	: u	: u
THS_EUR,TOTAL,N_GE4,OCE,DE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,EE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,ES	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,FI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,FR	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OCE,HR	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,HU	: c	: 	: 	7386.74 u
THS_EUR,TOTAL,N_GE4,OCE,IE	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,IT	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,LT	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OCE,LU	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,NL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,PL	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE,SI	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE_OTH,AT	: c	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE_OTH,BE	: u	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OCE_OTH,CH	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE_OTH,DE	: 	: 	: 	: u
THS_EUR,TOTAL,N_GE4,OCE_OTH,EE	: c	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OCE_OTH,ES	: c	: 	: 	: u
