unit,purpose,duration,partner,trip_arr,geo\time	2017 	2016 	2015 	2014 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,PL	908356.96 	: 	: 	1335321.54 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,PT	36380.85 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,RO	259369.48 	: 	: 	195890.4 
THS_NAC,PROF,N_GE4,WORLD,NBOOK,SE	: 	: 	: 	814092.3 u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,SI	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NBOOK,SK	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,NPACK,AT	834460.25 	: 	: 	1167649.43 
THS_NAC,PROF,N_GE4,WORLD,NPACK,BE	558960.33 b	: 	: 	443286.99 
THS_NAC,PROF,N_GE4,WORLD,NPACK,BG	65871.91 u	: 	: 	31670.3 u
THS_NAC,PROF,N_GE4,WORLD,NPACK,CH	: 	: 	9951624.53 	611798.12 
THS_NAC,PROF,N_GE4,WORLD,NPACK,CY	187544.14 	: 	: 	176224.14 
THS_NAC,PROF,N_GE4,WORLD,NPACK,CZ	5401224.01 	: 	: 	3781662.76 
THS_NAC,PROF,N_GE4,WORLD,NPACK,DE	12436527.97 	: 	: 	10696470.12 
THS_NAC,PROF,N_GE4,WORLD,NPACK,DK	: 	: 	: 	5956976.55 
THS_NAC,PROF,N_GE4,WORLD,NPACK,EE	148025.6 	: 	: 	161366.39 
THS_NAC,PROF,N_GE4,WORLD,NPACK,EL	: 	: 	: 	86867 
THS_NAC,PROF,N_GE4,WORLD,NPACK,ES	2015084.01 	: 	: 	1155163.74 
THS_NAC,PROF,N_GE4,WORLD,NPACK,FI	1202544.65 	: 	: 	967702.3 
THS_NAC,PROF,N_GE4,WORLD,NPACK,FR	3842773.29 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NPACK,HR	: 	: 	: 	2071109.38 
THS_NAC,PROF,N_GE4,WORLD,NPACK,HU	6606037.76 	: 	: 	6282974.81 
THS_NAC,PROF,N_GE4,WORLD,NPACK,IE	590399.77 	: 	: 	455104.24 
THS_NAC,PROF,N_GE4,WORLD,NPACK,IT	1483542.77 	: 	: 	1189466.75 
THS_NAC,PROF,N_GE4,WORLD,NPACK,LT	152237.21 	: 	: 	117302.42 
THS_NAC,PROF,N_GE4,WORLD,NPACK,LU	: 	: 	: 	143881.15 
THS_NAC,PROF,N_GE4,WORLD,NPACK,LV	: 	: 	: 	28890.15 u
THS_NAC,PROF,N_GE4,WORLD,NPACK,MT	41725.77 	: 	: 	28710.58 
THS_NAC,PROF,N_GE4,WORLD,NPACK,NL	1596600.37 	: 	: 	403891.62 
THS_NAC,PROF,N_GE4,WORLD,NPACK,NO	11299635.31 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NPACK,PL	2696408.35 	: 	: 	2264041.94 
THS_NAC,PROF,N_GE4,WORLD,NPACK,PT	154011.14 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,NPACK,RO	410951.23 	: 	: 	269296.44 
THS_NAC,PROF,N_GE4,WORLD,NPACK,SE	: 	: 	: 	4855817.42 
THS_NAC,PROF,N_GE4,WORLD,NPACK,SI	126230.94 	: 	: 	130802.95 
THS_NAC,PROF,N_GE4,WORLD,NPACK,SK	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,AT	283247.28 	: 	: 	189740.24 
THS_NAC,PROF,N_GE4,WORLD,PACK,BE	111015.77 bu	: 	: 	49844.64 u
THS_NAC,PROF,N_GE4,WORLD,PACK,CY	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,DE	1151978.66 u	: 	: 	1476348.15 
THS_NAC,PROF,N_GE4,WORLD,PACK,DK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,EE	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,EL	: 	: 	: 	10166.07 u
THS_NAC,PROF,N_GE4,WORLD,PACK,ES	66667.14 u	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,FI	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,FR	449892.68 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,PACK,HR	: 	: 	: 	271700.78 u
THS_NAC,PROF,N_GE4,WORLD,PACK,HU	43791463 	: 	: 	32804246 
THS_NAC,PROF,N_GE4,WORLD,PACK,IE	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,IT	: u	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,LT	: c	: 	: 	6224.29 
THS_NAC,PROF,N_GE4,WORLD,PACK,LU	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,MT	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,NL	: 	: 	: 	290570.01 
THS_NAC,PROF,N_GE4,WORLD,PACK,PL	105492.59 u	: 	: 	70139.25 u
THS_NAC,PROF,N_GE4,WORLD,PACK,PT	13601.33 u	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,PACK,RO	: c	: 	: 	30703.28 u
THS_NAC,PROF,N_GE4,WORLD,PACK,SE	: 	: 	: 	801803.74 u
THS_NAC,PROF,N_GE4,WORLD,PACK,SI	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,PACK,SK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TOTAL,AT	1117707.52 	: 	: 	1357389.67 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,BE	669976.1 b	: 	: 	493131.64 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,BG	65871.91 u	: 	: 	31670.3 u
THS_NAC,PROF,N_GE4,WORLD,TOTAL,CH	: 	: 	9951624.53 	611798.12 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,CY	208819.87 	: 	: 	180481.92 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,CZ	5401224.01 	: 	: 	3781662.76 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,DE	13588506.64 	: 	: 	12172818.26 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,DK	: 	: 	: 	6491951.81 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,EE	166960.61 	: 	: 	170691.08 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,EL	: 	: 	: 	97033.06 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,ES	2081751.15 	: 	: 	1162181.26 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,FI	1242983.79 	: 	: 	1038356.06 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,FR	4292665.97 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,HR	: 	: 	: 	2342810.16 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,HU	50397500.76 	: 	: 	39087220.81 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,IE	603426.72 	: 	: 	484147.88 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,IT	1639713.33 	: 	: 	1218199.83 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,LT	157368.5 	: 	: 	123526.72 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,LU	: 	: 	: 	151319.75 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,LV	: 	59521.09 u	: 	30972.54 u
THS_NAC,PROF,N_GE4,WORLD,TOTAL,MT	45039.65 	31831.83 	47956.91 	34562.95 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,NL	1596600.37 	: 	: 	694461.63 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,NO	11299635.31 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,PL	2801900.95 	: 	: 	2334181.18 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,PT	167612.48 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,RO	425479.68 	: 	: 	299999.72 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,SE	: 	: 	: 	5657621.16 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,SI	132031.05 	: 	: 	136589.23 
THS_NAC,PROF,N_GE4,WORLD,TOTAL,SK	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,AT	430847.49 	: 	: 	638191.47 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,BE	260644.3 b	: 	: 	217626.46 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,CY	96785.27 u	: 	: 	116729.6 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,CZ	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,DE	5715820.59 	: 	: 	4955878.58 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,DK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,EE	64422.09 u	: 	: 	68223.9 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,EL	: 	: 	: 	30799.98 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,ES	828195.7 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,FI	588684.92 	: 	: 	459610.98 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,FR	3573190.91 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,HR	: 	: 	: 	823962.5 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,HU	39544736 	: 	: 	31570802 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,IE	237346.87 	: 	: 	186593.12 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,IT	487724.07 u	: 	: 	334761.45 u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,LT	: c	: 	: 	6259.36 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,LU	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,MT	14318.45 u	: 	: 	13555.72 u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,NL	726753.74 	: 	: 	382136.93 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,PL	145866.71 u	: 	: 	71246.3 u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,PT	34420.44 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,RO	25510.75 u	: 	: 	26512.5 u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,SE	: 	: 	: 	3614581.79 u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,SI	: c	: 	: 	38965.61 u
THS_NAC,PROF,N_GE4,WORLD,TRA_TO_TA,SK	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,AT	566437.25 	: 	: 	698739.98 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,BE	227820.44 b	: 	: 	127069.12 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,CY	88464.68 u	: 	: 	92915.68 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,CZ	3116115.34 u	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,DE	7777916.89 	: 	: 	6209655.98 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,DK	: 	: 	: 	3619032.46 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,EE	95217.64 	: 	: 	87667.82 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,EL	: 	: 	: 	17504.76 u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,ES	703955.77 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,FI	857000.49 	: 	: 	601600.59 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,FR	2094064.91 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,HR	: 	: 	: 	451554.1 u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,HU	3619544.64 u	: 	: 	2312896 u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,IE	301501.21 	: 	: 	230796.47 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,IT	643374.83 u	: 	: 	592616.4 u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,LT	118332.86 	: 	: 	83590.42 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,LU	: 	: 	: 	36919.81 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,LV	: 	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,MT	30635.51 	: 	: 	14317.92 u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,NL	754669.95 	: 	: 	395904.29 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,PL	598163.59 	: 	: 	413720.22 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,PT	50693.8 	: 	: 	: 
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,RO	: c	: 	: 	: u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,SE	: 	: 	: 	2233858.12 u
THS_NAC,PROF,N_GE4,WORLD,TRA_WEB,SI	70912.97 u	: 	: 	76957.4 u
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,AT	381369.83 	: 	: 	250997.85 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,BE	25638.07 b	: 	: 	17257.84 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,BG	28103.35 	: 	: 	11191.72 u
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,CH	: 	: 	: u	54019.53 u
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,CY	17048.72 	: 	: 	18338.11 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,CZ	516262.48 u	: 	: 	581815.55 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,DE	2751434.75 	: 	: 	2474739.11 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,DK	: 	: 	: 	775243.44 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,EE	28441.38 	: 	: 	5026.98 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,EL	: 	: 	: 	27113.63 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,ES	2671692.1 	: 	: 	359325.95 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,FI	457623.35 	: 	: 	296090.42 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,FR	324084.7 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,HR	: 	: 	: 	131404.76 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,HU	2720523.83 	: 	: 	2218145.67 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,IE	77268.63 	: 	: 	52669.06 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,IT	570009.53 	: 	: 	385730.91 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,LT	: c	: 	: 	29546.87 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,LU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,LV	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,MT	5124.24 	: 	: 	2031.29 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,NL	547086.02 	: 	: 	380943.93 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,PL	27210.37 u	: 	: 	86849.88 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,PT	31496.76 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,RO	87056.31 	: 	: 	61137.45 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,SE	: 	: 	: 	6504601.39 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,SI	11662.16 	: 	: 	13144.13 
THS_NAC,TOTAL,N1-3,DOM,ACC_TO_TA,SK	38051.45 u	: 	: 	38440.14 u
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,AT	1135941.52 	: 	: 	916038.46 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,BE	215205.71 b	: 	: 	126420.82 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,BG	29811.71 	: 	: 	19119.15 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,CH	: 	: 	377695.4 	399726.91 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,CY	33171.12 	: 	: 	21757.81 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,CZ	4360158.42 	: 	: 	2823937.58 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,DE	12003993.78 	: 	: 	10292890.51 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,DK	: 	: 	: 	3439763.94 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,EE	86654.95 	: 	: 	40990.01 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,EL	: 	: 	: 	33872.33 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,ES	3341702.16 	: 	: 	221059.4 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,FI	1581804.33 	: 	: 	1195811.94 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,FR	5575962.52 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,HR	: 	: 	: 	312195.65 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,HU	97632678.91 	: 	: 	60979194.4 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,IE	553971.55 	: 	: 	361022.66 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,IT	2051808.48 	: 	: 	1040317.21 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,LT	13440.66 	: 	: 	5303 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,LU	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,LV	: 	: 	: 	8307.73 u
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,MT	11279.63 	: 	: 	5013.99 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,NL	796907.82 	: 	: 	692845.98 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,PL	1433012.58 	: 	: 	550470.54 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,PT	152657.41 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,RO	60950.95 	: 	: 	18959.05 u
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,SE	: 	: 	: 	5672427.86 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,SI	39107.42 	: 	: 	27538.74 
THS_NAC,TOTAL,N1-3,DOM,ACC_WEB,SK	172762.71 	: 	: 	76185.88 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,AT	1467290.14 	: 	: 	1487644.41 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,BE	290390.76 b	: 	: 	172918.43 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,BG	207919.35 	: 	: 	170042.09 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,CH	: 	: 	52618.92 u	43161.78 u
THS_NAC,TOTAL,N1-3,DOM,DIRECT,CY	: c	: 	: 	46502.22 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,CZ	9205725.31 	: 	: 	4811459.57 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,DE	14630019.83 	: 	: 	13940937.73 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,DK	: 	: 	: 	10280993.92 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,EE	95983.35 	: 	: 	19859.24 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,EL	: 	: 	: 	16250.05 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,ES	3697664.03 	: 	: 	2811497.74 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,FI	1698734.64 	: 	: 	1573150.81 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,FR	96736.17 u	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,HR	: 	: 	: 	380674.2 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,HU	115599691.82 	: 	: 	73609619.26 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,IE	768235.25 	: 	: 	563779.37 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,IT	3240418.69 	: 	: 	2418327.26 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,LU	: 	: 	: 	5486.06 u
THS_NAC,TOTAL,N1-3,DOM,DIRECT,LV	: 	: 	: 	: u
THS_NAC,TOTAL,N1-3,DOM,DIRECT,MT	16356.18 	: 	: 	7234.18 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,NL	695362.49 	: 	: 	604755.83 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,PL	2469237.15 	: 	: 	1148519.25 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,PT	269110.56 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,RO	366837.19 	: 	: 	169766.32 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,SE	: 	: 	: 	3905557.97 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,SI	69847.24 	: 	: 	66326.82 
THS_NAC,TOTAL,N1-3,DOM,DIRECT,SK	348339.16 	: 	: 	142359.72 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,AT	222828.18 	: 	: 	244990.43 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,BE	47743.86 b	: 	: 	40443.41 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,BG	103612.34 	: 	: 	130054.27 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,CH	: 	: 	816732.96 	837416.68 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,CY	104387.11 	: 	: 	2926.93 u
THS_NAC,TOTAL,N1-3,DOM,NBOOK,CZ	13934848.4 	: 	: 	12612047.88 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,DE	2971821.16 	: 	: 	3080817.58 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,DK	: 	: 	: 	17265662.33 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,EE	94049.07 	: 	: 	117634.44 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,EL	: 	: 	: 	70416.57 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,ES	4224422.86 	: 	: 	3786418.67 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,FI	1752609.45 	: 	: 	1909961.59 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,FR	844882.9 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,HR	: 	: 	: 	1946258.24 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,HU	57261033.39 	: 	: 	60787654.54 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,IE	223232.05 	: 	: 	194113.73 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,IT	638504.1 	: 	: 	557704.61 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,LT	139424.06 	: 	: 	72759.51 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,LU	: 	: 	: 	1032.84 u
THS_NAC,TOTAL,N1-3,DOM,NBOOK,LV	: 	: 	: 	91129.13 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,MT	6392.89 	: 	: 	8330.09 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,NL	325726.84 	: 	: 	303534.08 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,PL	4150051.66 	: 	: 	4094129.29 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,PT	490092.69 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,RO	3319724.27 	: 	: 	2598901.05 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,SE	: 	: 	: 	10456555.52 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,SI	30362.19 	: 	: 	35919.08 
THS_NAC,TOTAL,N1-3,DOM,NBOOK,SK	225416.72 	: 	: 	165362.33 
THS_NAC,TOTAL,N1-3,DOM,NPACK,AT	1743118.39 	: 	: 	1570479.98 
THS_NAC,TOTAL,N1-3,DOM,NPACK,BE	349166.6 b	: 	: 	228266.35 
THS_NAC,TOTAL,N1-3,DOM,NPACK,BG	345123.72 	: 	: 	330049 
THS_NAC,TOTAL,N1-3,DOM,NPACK,CH	: 	: 	1061659.17 	1041186.12 
THS_NAC,TOTAL,N1-3,DOM,NPACK,CY	110270.37 	: 	: 	97141.31 
THS_NAC,TOTAL,N1-3,DOM,NPACK,CZ	23623844.06 	: 	: 	17793992.75 
THS_NAC,TOTAL,N1-3,DOM,NPACK,DE	18471014.2 	: 	: 	17813523.21 
THS_NAC,TOTAL,N1-3,DOM,NPACK,DK	: 	: 	: 	28341199.56 
THS_NAC,TOTAL,N1-3,DOM,NPACK,EE	207417.94 	: 	: 	140577.98 
THS_NAC,TOTAL,N1-3,DOM,NPACK,EL	: 	: 	: 	226428.59 
THS_NAC,TOTAL,N1-3,DOM,NPACK,ES	11367885.32 	: 	: 	6832372.11 
THS_NAC,TOTAL,N1-3,DOM,NPACK,FI	3920575.02 	: 	: 	3760218.1 
THS_NAC,TOTAL,N1-3,DOM,NPACK,FR	17532689.91 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,NPACK,HR	: 	: 	: 	2404534.81 
THS_NAC,TOTAL,N1-3,DOM,NPACK,HU	172860725.22 	: 	: 	134397273.8 
THS_NAC,TOTAL,N1-3,DOM,NPACK,IE	1047019.63 	: 	: 	780536.55 
THS_NAC,TOTAL,N1-3,DOM,NPACK,IT	4502454.81 	: 	: 	3295969.06 
THS_NAC,TOTAL,N1-3,DOM,NPACK,LT	139717.3 	: 	: 	102840.23 
THS_NAC,TOTAL,N1-3,DOM,NPACK,LU	: 	: 	: 	6518.9 
THS_NAC,TOTAL,N1-3,DOM,NPACK,LV	: 	: 	: 	94031.07 
THS_NAC,TOTAL,N1-3,DOM,NPACK,MT	31230.83 	: 	: 	18046.28 
THS_NAC,TOTAL,N1-3,DOM,NPACK,NL	1722490.25 	: 	: 	1373672.95 
THS_NAC,TOTAL,N1-3,DOM,NPACK,NO	36125093.79 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,NPACK,PL	8625888.33 	: 	: 	5273048.09 
THS_NAC,TOTAL,N1-3,DOM,NPACK,PT	782414.84 	: 	: 	: 
THS_NAC,TOTAL,N1-3,DOM,NPACK,RO	3752538.95 	: 	: 	2791543.15 
THS_NAC,TOTAL,N1-3,DOM,NPACK,SE	: 	: 	: 	23161347.01 
THS_NAC,TOTAL,N1-3,DOM,NPACK,SI	111965.7 	: 	: 	114098.95 
THS_NAC,TOTAL,N1-3,DOM,NPACK,SK	602143.61 	: 	: 	318462.92 
THS_NAC,TOTAL,N1-3,DOM,PACK,AT	472510.5 	: 	: 	539586.25 
THS_NAC,TOTAL,N1-3,DOM,PACK,BE	15437.33 bu	: 	: 	: u
THS_NAC,TOTAL,N1-3,DOM,PACK,BG	17050.41 	: 	: 	16759.2 u
THS_NAC,TOTAL,N1-3,DOM,PACK,CH	: 	: 	: u	: u
