unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_NAC,PERS,N15-28,WORLD,BE	1188215.27 b	1478928.04 	1325668.04 	1158123.54 	1331533.51 	1149119.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,BG	29699.9 u	30803.69 u	23913.69 u	27111.21 u	45972.01 	16662.97 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,CH	: 	3469548.94 	2765855.62 	2835219.06 	2817859.96 	2546712.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,CY	196882.88 	138996.15 	121813.1 	153559.11 	125756.89 	65871.96 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,CZ	7639387.7 	6642630.25 	5776752.55 	5361562.09 	5949100.75 	5842169.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,DE	13387498.72 	12125748.33 	10136649.46 	11436057.33 	11423909.72 	8970209.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,DK	: 	7691213.28 	4398681.76 	7193719.29 b	5425777.47 b	4570429.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,EE	58778.38 u	45949.32 u	39503.42 u	38404.89 	46794.78 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,EL	: 	241746.61 	230170.27 	240745.94 	220601.91 	161776.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,ES	3616037.37 	3477727.98 	3213457.89 b	2759770.63 	2678785.29 	2646362.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,EU28	: 	: 	: 	: 	: 	76547714.61 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,FI	581648.72 	706353.08 	690810.97 	660589.46 	784943.77 	722373.44 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,FR	12112659.81 	10559797.59 	10231408.04 	11520345.2 	11463563.21 	11110716.75 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,HR	642144.55 	397849.96 	1056679.43 	601124.28 	916040.17 	961945.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,HU	33228073.71 	31148823.28 	29018131 	37427211.54 	33034540 	21166977.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,IE	627673.49 	717412.39 	771350.19 	924166.03 	579253.19 	630030.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,IT	2512515.12 	2304265.38 	2705877.17 	2275013.72 b	2700847.84 	3157088.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,LT	74729.3 	73433.91 	52059.61 	39199.74 	160417.22 	191041.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,LU	: 	186066.48 	161562.15 	179331.81 	161526.4 	144792.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,LV	: 	45850.56 u	24096.67 u	31775.77 u	58946.58 	21046.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,MT	33997.45 	25121.42 	21805.93 u	21267.17 bu	27066.89 	23895.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,NL	4596490.36 	3742747.47 	3335636.24 	3407262.18 	3577377.18 	3917524.18 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,NO	16082415.58 	15574484.52 	15418016.42 	15394018.66 	11638878.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,PL	4242903.67 	4217199.82 	3424239.19 	3131821.69 b	2507757.64 	3435326.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,PT	202342.48 	144239.8 	245228.16 	162246.73 	171741.56 	149676.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,RO	216133.09 	121712.37 	182260.85 	234450.81 	258562.85 	263981.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,SE	: 	5210463.41 	6235211.7 	6576636.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,SI	59948.53 	86983.16 	72544.64 	65611.04 	49694.55 	55681.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,SK	125858.01 u	80737.43 u	71887.16 u	84305.38 u	33830.32 bu	167928.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N15-28,WORLD,UK	: 	: 	: 	: 	5203211.41 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,AT	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,BE	: u	13243.75 	: u	: u	28329.95 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,BG	: c	: u	: u	: u	11282.11 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,CH	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,CY	: c	: u	: u	: u	: u	1248 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,CZ	541852.7 u	481272.42 u	613754.15 u	482341.55 u	481116.29 u	543222.19 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,DE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,DK	: 	: u	643891.29 u	1139268.25 bu	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,EE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,EL	: 	177578.82 	164625.47 	166819.71 	159085.2 	66724.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,ES	944812.58 	829833.71 	890391.82 b	1081383.55 	1256283.1 	1069241.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,EU28	: 	: 	: 	: 	: 	6303204.63 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,FI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,FR	1398603.72 	1460795.93 	1641475.98 	1551031.16 	1407736.03 	1474719.19 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,HR	182395.82 	170478.68 	220724.58 	231327.47 	331018.13 	182612.68 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,HU	: c	362206.93 u	420650.84 u	1051908.93 u	343286.9 u	514948.2 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,IE	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,IT	315347.08 u	: u	: u	336760.34 bu	943563.73 	735197.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,LT	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,LU	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,MT	: c	: c	: c	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,NL	131558.21 	76341.28 	57307.82 	59687.68 	55813.32 	61322.96 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,NO	722798.71 u	793331.62 u	: u	548852.62 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,PL	650579.5 	566731.38 	537953.02 	468133.14 b	: u	843474.4 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,PT	52860.94 	49321.3 	52097.97 	49957.52 	48594.33 	43697.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,RO	39184.08 u	8503.32 u	13496.27 u	21308.75 u	24322.15 u	14358.56 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,SE	: 	260366.43 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,SI	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,DOM,UK	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,AT	364609.28 	362419.95 	385376.84 	303009.82 	170827.34 u	135771.49 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,BE	301146.97 b	366168.87 	474052.46 	283931.53 	360128.63 	109660.23 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,BG	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,CH	: 	697012.74 	802508.04 u	619066.27 	1034026.07 u	841044.45 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,CY	123326.39 u	114525.01 	97336.83 	102917.73 	144850.42 	56082.26 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,CZ	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,DE	3208748.56 	1798615.71 	3496028.87 	3098696.41 	2901803.72 	2627560.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,DK	: 	2628758.28 u	1626190.95 u	1880996.7 bu	937674.15 bu	2274797.04 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,EE	: c	: u	: u	22360.86 u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,EL	: 	39874.91 	31104.31 	31321.99 	35506.84 	15798.76 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,ES	843637.47 	943852.58 	931097.62 b	750395.72 	711367.3 	687622.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,EU28	: 	: 	: 	: 	: 	23108223.56 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,FI	288785.58 u	333592.29 u	232626.68 u	244928.13 u	267476.18 u	129052.3 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,FR	919182.57 	1027000.42 	917204.06 	1167452.75 	1191206.52 	962237.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,HR	223950.4 u	180083.68 u	257318.74 u	392667.96 u	521179.5 u	383649.74 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,HU	17799751 	24878837 	24688681 	21966133 	15422292 	10022644 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,IE	216623.47 	259772.56 	253185.65 	321524.31 	340177.98 	388630.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,IT	: u	: u	: u	: u	239334.48 u	339955.91 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,LT	25639.61 	44902.93 	28736.19 	28598.29 	184045.12 	126817.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,LU	: 	38067.42 	43969.53 	49002.06 	46943.41 	56105.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,LV	: 	: c	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,MT	8790.29 u	18143.13 u	: c	: u	16930.41 	18388.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,NL	1239351.38 	770995 	776643.36 	687977.58 	780329.5 	782217.77 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,NO	10422014.2 	4595390 u	4282953.75 u	8031907.37 	3326042.29 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,PL	2325999.56 	1831357.38 	1492415.7 	1508305.91 b	824653.7 	1175317.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,PT	42245.2 	28268.4 u	29705.03 u	50103.27 	42025.22 	32751.71 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,RO	509137.57 u	103677.58 u	59163.56 u	97440.16 u	66814.3 	119070.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,SE	: 	2199308.68 	2144192.19 	3336384.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,SI	: c	: u	17389.29 u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,OUT,UK	: 	: 	: 	: 	2083206.34 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,AT	409801.72 	384514.7 	410379.91 	318266.99 	185815.83 u	157772 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,BE	309137.89 b	379412.62 	483355.84 	296091.54 	388458.58 	138539.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,BG	: c	: u	: u	21695.26 u	26572.41 u	18710.79 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,CH	: 	750550.87 	811955.33 	637504.67 	1054004.51 	847926.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,CY	130148.73 	117292.38 	98597.04 	105356.93 	144861.42 	57330.26 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,CZ	2025152.05 u	1826675.74 u	1191570.27 u	1111304.46 	1311156.03 	1324812.96 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,DE	3396144.16 	2104794.75 	3662564.46 	3387454.78 	3418437.1 	2685537.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,DK	: 	2845214.15 	2270082.24 	3020264.95 b	1305835.21 bu	2560044.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,EE	: c	: u	: u	22540.04 u	15427.66 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,EL	: 	217453.74 	195729.77 	198141.69 	194592.04 	82523.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,ES	1788450.05 	1773686.28 	1821489.44 b	1831779.26 	1967650.4 	1756864.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,EU28	: 	: 	: 	: 	: 	29411428.19 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,FI	302754.11 u	342207.29 u	245797.27 u	276385.66 u	292402.3 	148783.77 bu	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,FR	2317786.29 	2487796.35 	2558680.04 	2718483.91 	2598942.55 	2436956.99 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,HR	406346.22 	350562.37 	478043.31 	623995.43 	852197.63 	566262.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,HU	17894432.96 	25241043.93 	25109331.84 	23018041.93 	15765578.9 	10537592.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,IE	225330.53 	282310.45 	264151.08 	344029.01 	352465.31 	402659.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,IT	426342.47 u	: u	651641.51 u	672649.46 bu	1182898.21 	1075153.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,LT	26138.75 	45464.02 	29039.4 	28873.89 	184635.99 	127000.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,LU	: 	40047.57 	43969.53 	49002.06 	46943.41 	56214.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,LV	: 	16306.73 u	: u	: u	7260.36 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
