unit,purpose,duration,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_NAC,PERS,N29-91,WORLD,MT	10179.71 u	18240.04 u	: c	: u	16930.41 	18388.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,NL	1370909.59 	847336.28 	833951.17 	747665.26 	836142.83 	843540.73 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,NO	11144812.91 	5388721.62 	4727662.27 u	8580759.99 	3737934.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,PL	2976579.07 	2398088.76 	2030368.72 	1976439.05 b	862353.22 	2018791.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,PT	95106.13 	77589.7 	81803 	100060.79 	90619.55 	76449.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,RO	548321.65 	112180.91 	72659.83 	118748.9 	91136.45 	133429.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,SE	: 	2459675.11 	2391624.44 	3448271.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,SI	: c	20117.16 u	19009.73 u	15034.64 u	15572.07 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,SK	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N29-91,WORLD,UK	: 	: 	: 	: 	2119884.86 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,AT	1431720.37 	1515674.82 	1276305.81 	1191179.12 	1438540.86 	1464242.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,BE	136623.64 b	239372.15 	160787.29 	153900.04 	177561.81 	191543.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,BG	529616.29 	339121.6 	293924.25 	295849.51 	293860.8 	268770.04 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,CH	: 	856804.37 	885319.95 	986638.5 	1124070.23 	956408.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,CY	48047.86 	41908.94 	35486.98 	48738.19 	57015.29 	22554.61 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,CZ	21269220.57 	19163747.19 	16216090.25 	13509460.28 	14043612.93 	13998174.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,DE	11858780.57 	11334377.05 	10677260.78 	11225937.83 	10416733.23 	11344469.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,DK	: 	7524993.16 	6592745.94 	7517791.31 b	5302832.58 b	5084304.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,EE	28008.94 	22659.62 	21059.87 	15579.91 	13433.4 	19148.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,EL	: 	405908.6 	435810.68 	452518.02 	392150.47 	465223.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,ES	6463871.96 	6282968.36 	5539352.02 b	4277420.98 	4422304.4 	4197785.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,EU28	: 	: 	: 	: 	: 	164669084.68 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,FI	1116962.04 	1126029.75 	1157069.91 	1158998.97 	1178045.39 	1251890.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,FR	14683058.98 	13154292.02 	13086964.17 	14518824.01 	14073868.18 	13814891.55 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,HR	1155189.55 	983546.91 	1380051.82 	1123619.62 	1929713.13 	1548258.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,HU	96667663.86 	95013250.29 	96894285.42 	98636208.95 	92719855.68 	84177042.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,IE	281080.54 	281826.5 	265211.01 	239143.04 	258694.38 	239766.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,IT	4466818.58 	3810389.71 	3066896.13 	3205171.06 b	3916192.22 	4445100.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,LT	25392.47 	25116.29 	19131.21 	19166.88 	84507.49 	42988.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,LU	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,LV	: 	10996.37 	15611.9 	17003.45 	9153.6 	10010.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,MT	9092.73 	6907.9 	5221.35 	5795.12 b	: u	2066.76 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,NL	1015145.9 	1011348.5 	971470.65 	915707.23 	869975.85 	879437.26 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,NO	11446757.5 	10544375.62 	9438227.29 	8859357.25 	7903776.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,PL	7757113.83 	6940320.81 	6023916.92 	5344261.48 b	8871983.13 	10605032.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,PT	464341.15 	375900.73 	390059.88 	314864.48 	278863.92 	272731.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,RO	3956775.72 	3558682.2 	3034060.98 	2932867.21 	3069161.43 	2928936.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,SE	: 	6424275.69 	6847413.76 	5471000.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,SI	59579.18 	63211.52 	55733.54 	55265.04 	58119.37 	57400.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,SK	299915.4 	246280.12 	231350.27 	246742.54 	181954.74 b	345763.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,DOM,UK	: 	: 	: 	: 	5217035.44 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,AT	3318703.72 	3234424.47 	2903294.64 	2977924.69 	2919494.53 	2965161.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,BE	2284797.47 b	2381063.72 	2038491 	2068653.24 	2482801.23 	1513172.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,BG	246311.75 	182142.56 	159930.22 	164695.87 	150936.97 	136742.11 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,CH	: 	3960997.57 	3618852.65 	3906933.12 	3654606.6 	3805528.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,CY	461750.49 	375062.7 	320757.3 	328467.59 	260648.43 	238617.16 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,CZ	31775818.43 	28259742.46 	28115436.13 	25508655.87 	23645720.75 	23799422.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,DE	21104297.82 	19971186.26 	18007002.99 	15784705.96 	19296439.38 	16695490.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,DK	: 	18786948.73 	13544093.86 	13084306.52 b	11828028.42 b	10910927.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,EE	173506.88 	169700.56 	161185.48 	157248.11 	157363.96 	92733.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,EL	: 	147967.84 	139825.28 	149001.53 	96731.01 	107499.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,ES	3549848.57 	3273647.16 	2988101.01 b	2002297.82 	1917238.66 	1903125.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,EU28	: 	: 	: 	: 	: 	220537485.69 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,FI	2363779.56 	2112641.47 	2205701.15 	2202195.62 	1991570.99 	2132192.33 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,FR	7453131.96 	6238946.09 	5727291.47 	7404086.61 	6112656.18 	6215833.69 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,HR	1962751.13 	1248993.2 	2832896.43 	2233233.95 	2601050.34 	2156319.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,HU	242988778 	208955412 	195301580 	155617416 	112399086 	125942261 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,IE	1925681.24 	1636222.12 	1138289.44 	1131475.63 	1396036.61 	1484956.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,IT	2919889.91 	1938549.77 	1724336.24 	1866855.31 b	3560217.61 	3873666.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,LT	342221.54 	297574.75 	285474.39 	247550.04 	853931.25 	777453.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,LU	: 	362933.24 	362894.09 	382682.03 	345746.29 	319147.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,LV	: 	111774.99 	149284.54 	179206.66 	131701.17 	76953.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,MT	214905.25 	189512.55 	152484.98 	140300.19 b	135492.27 	122002.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,NL	3552938.4 	2464640.78 	2288657.87 	2439923.77 	2456694 	2575925.13 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,NO	33872743.15 	31569425.45 	34177936.33 	30498096.96 	24492232.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,PL	9723705.24 	8913387.54 	8241741.5 	6637950.06 b	8899687.4 	6952002.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,PT	298010.44 	234568.05 	288421.8 	255513.88 	129669.13 	177336.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,RO	1046703.62 	996024.12 	1067640.49 	902736.13 	831436.61 	671499.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,SE	: 	15549650.38 	18184623.55 	15684286.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,SI	243209.21 	256601.29 	266516.96 	221155.23 	237653.06 	243442.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,SK	648452.47 	602823.34 	478732.41 	308875.76 	357442.83 b	580638.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,OUT,UK	: 	: 	: 	: 	8719009.19 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,AT	4750424.08 	4750099.3 	4179600.45 	4169103.81 	4358035.38 	4429404.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,BE	2421421.11 b	2620435.87 	2199278.29 	2222553.28 	2660363.04 	1704715.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,BG	775928.04 	521264.16 	453854.48 	460545.38 	444797.77 	405512.15 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,CH	: 	4817801.94 	4504172.61 	4893571.62 	4778676.83 	4761937.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,CY	509798.35 	416971.64 	356244.28 	377205.78 	317663.72 	261171.77 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,CZ	53045039 	47423489.65 	44331526.38 	39018116.15 	37689333.68 	37797596.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,DE	32963078.39 	31305563.31 	28684263.77 	27010643.79 	29713172.61 	28039960.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,DK	: 	26311941.89 	20136839.8 	20602097.83 b	17130860.99 b	15995231.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,EE	201515.82 	192360.19 	182245.35 	172828.01 	170797.36 	111882.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,EL	: 	553876.44 	575635.96 	601519.55 	488881.48 	572722.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,ES	10013720.52 	9556615.52 	8527453.03 b	6279718.8 	6339543.05 	6100911.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,EU28	: 	: 	: 	: 	: 	385206570.37 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,FI	3480741.61 	3238671.22 	3362771.06 	3361194.58 	3169616.38 	3384082.74 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,FR	22136190.94 	19393238.12 	18814255.64 	21922910.61 	20186524.35 	20030725.24 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,HR	3117940.68 	2232540.11 	4212948.25 	3356853.57 	4530763.48 	3704577.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,HU	339656441.86 	303968662.29 	292195865.42 	254253624.95 	205118941.68 	210119303.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,IE	2206761.78 	1918048.62 	1403500.46 	1370618.67 	1654731 	1724723.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,IT	7386708.5 	5748939.48 	4791232.37 	5072026.37 b	7476409.83 	8318767.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,LT	367614.01 	322691.03 	304605.6 	266716.91 	938438.75 	820442.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,LU	: 	364445.6 	365801.53 	387272.57 	346751.68 	319872.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,LV	: 	122771.36 	164896.44 	196210.11 	140854.76 	86963.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,MT	223997.98 	196420.46 	157706.33 	146095.31 b	140044.86 	124068.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,NL	4568084.3 	3475989.28 	3260128.52 	3355631 	3326669.85 	3455362.39 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,NO	45319500.65 	42113801.07 	43616163.62 	39357454.21 	32396008.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,PL	17480819.07 	15853708.35 	14265658.42 	11982211.54 b	17771670.53 	17557034.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,PT	762351.58 	610468.78 	678481.68 	570378.37 	408533.05 	450068.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,RO	5003479.35 	4554706.32 	4101701.47 	3835603.34 	3900598.04 	3600435.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,SE	: 	21973926.07 	25032037.32 	21155287.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,SI	302788.39 	319812.81 	322250.49 	276420.27 	295772.43 	300843.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,SK	948367.87 	849103.46 	710082.68 	555618.3 	539397.58 b	926402.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N4-7,WORLD,UK	: 	: 	: 	: 	13936044.63 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N8-14,DOM,AT	308680.83 	239916.57 	222449.2 	203937.44 	265421.91 	184683.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N8-14,DOM,BE	66526.81 b	106407.19 	62750.68 	61588.26 	66574.4 	104421.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N8-14,DOM,BG	122656.53 	100215.43 	66824.57 	97760.75 	99565.6 	99321.55 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N8-14,DOM,CH	: 	405639.46 	199347.51 	388127.49 	302154.24 	348283.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N8-14,DOM,CY	7813.36 u	8164.92 	4454.12 	15743.57 u	18599.48 u	2691.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_NAC,PERS,N8-14,DOM,CZ	5122764.55 	4991327.48 	4783628.72 	4030681.44 	5128393.25 	3972742.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
