duration,dest,purpose,tinfo,unit,geo\time	2011Q4 	2011Q3 	2011Q2 	2011Q1 	2010Q4 	2010Q3 	2010Q2 	2010Q1 	2009Q4 	2009Q3 	2009Q2 	2009Q1 	2008Q4 	2008Q3 	2008Q2 	2008Q1 	2007Q4 	2007Q3 	2007Q2 	2007Q1 	2006Q4 	2006Q3 	2006Q2 	2006Q1 	2005Q4 	2005Q3 	2005Q2 	2005Q1 	2004Q4 	2004Q3 	2004Q2 	2004Q1 	2003Q4 	2003Q3 	2003Q2 	2003Q1 	2002Q4 	2002Q3 	2002Q2 	2002Q1 	2001Q4 	2001Q3 	2001Q2 	2001Q1 	2000Q4 	2000Q3 	2000Q2 	2000Q1 	1999Q4 	1999Q3 	1999Q2 	1999Q1 	1998Q4 	1998Q3 	1998Q2 	1998Q1 	1997Q4 	1997Q3 	1997Q2 	1997Q1 	1996Q4 	1996Q3 	1996Q2 	1996Q1 	1995Q4 	1995Q3 	1995Q2 	1995Q1 
N_GE4,OUT,PERS,M,NR,DE	51587625 	136602273 	81326931 	41527058 	54306213 	116068085 	67733896 	44449893 	50529574 	112314232 	64083498 	52528801 	52469861 	121540527 	71398747 	52297570 	53227022 	123276737 	66378455 	47026523 	94303965 	132105234 	93976257 	83831587 	83831587 	152547061 	83100564 	72945000 	89236000 	157861000 	88171000 	75355000 	97630000 	154242000 	86137000 	67084000 	107570000 	170750000 	93945000 	66487000 	111906000 	194163000 	114676000 	82979000 	91267000 	192423000 	101010987 	68267540 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,EL	693309 	928074 	737930 	537564 	940379 	3001169 	1030176 	425312 	836888 	2705611 	696419 	259422 	1922089 	2838391 	1043267 	506666 	1073457 	2828329 	1369917 	805477 	907964 	2522849 	1015201 	845362 	1914089 	2435344 	845813 	1063992 	890872 	1705728 	407865 	786535 	872732 	1094718 	789731 	421454 	560698 	1418472 	462527 	465622 	1253924 	978757 	597477 	444823 	723122 	1201633 	498993 	483963 	484163 	512428 	274385 	217653 	201784 	1194764 	263885 	321490 	570188 	1024375 	524015 	433896 	878452 	1642566 	465680 	281654 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,ES	6769365 	18779437 	6702290 	6884519 	6487857 	19209311 	6107287 	6260566 	6050786 	17272203 	5044587 	6354675 	4196756 	16023685 	3552704 	6765373 	5001058 	18486551 	6161928 	6554859 	3818923 	17389066 	5423605 	6218118 	4637694 	16144760 	3691671 	5491944 	2293153 	13035010 	2357973 	3074262 	2163363 	10351430 	2619717 	1625551 	2447171 	9072916 	1995766 	2177694 	1848248 	9388287 	1785049 	3336231 	2391088 	8585684 	2418985 	2926053 	1181385 	5540092 	1381139 	1447485 	1830391 	8225101 	1178294 	1379988 	1019054 	6215954 	1626190 	1205216 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,FI	2684000 	3418000 	3415000 	2688000 	2291000 	2843000 	3164000 	2858000 	2141000 	3536000 	3868000 	3136000 	1306000 	2807000 	3475000 	2719000 	2695000 	3117000 	2924000 	2482000 	1577000 	2542000 	2303000 	2158000 	1553000 	2239000 	3145000 	1972000 	1667000 	3269000 	1623000 	1782000 	1431000 	1781000 	1951000 	1285000 	1077000 	3236000 	1751000 	1666000 	1775000 	2440000 	1857000 	2075000 	1702000 	1729000 	2159000 	2390000 	1355000 	1589000 	1293000 	1834000 	1380000 	1240000 	881000 	889000 	1194000 	1347000 	1238000 	1172000 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,FR	17599144 	42279345 	21607677 	12773167 	17382800 	40107591 	19752817 	13291899 	12831668 	39182125 	19405305 	11943144 	13068238 	35547384 	21793421 	13823744 	14701050 	38576698 	21595161 	12304263 	15947564 	39745241 	20992810 	11528485 	16241969 	33440447 	21191622 	12636348 	11523000 	27717000 	16543000 	10602000 	10042000 	26278000 	13332000 	9799000 	8743000 	26988000 	14435000 	9214000 	: 	: 	: 	: 	8133000 	27475000 	15652000 	9081000 	9129000 	23150000 	12450000 	6770000 	9524000 	24030000 	13292000 	8619000 	7957000 	26351000 	12327000 	9127000 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,HR	845667 	1891192 	1391795 	811897 	950074 	1307490 	874525 	894061 	1140188 	1314409 	826441 	774789 	1201164 	1356995 	681312 	977928 	934947 	1229613 	990133 	550419 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,HU	1783685 	3593416 	2053601 	1716312 	1688300 	4047971 	1997499 	1910369 	1797894 	4336930 	2187616 	2097077 	2074246 	5522962 	2487830 	2194681 	1980081 	5274746 	2620727 	1968251 	1668079 	4715230 	2071134 	1505718 	1546107 	3889204 	2859607 	3312626 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	3089000 	6176000 	4907000 	3227000 	3353000 	7636000 	5297000 	4298000 	4440000 	8063000 	5364000 	3499000 	3181000 	6130000 	4410000 	2952000 	1838000 	6158000 	4183000 	2506000 	2174000 	5676000 	3705000 	2113000 	2324000 	5341000 	3405000 	1819000 	2160000 	5269000 	3137000 	1771000 	1904000 	4531000 	2903000 	1540000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104600 	239570 	120180 	65978 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,IT	3273386 	20175765 	6875847 	9898878 	4805522 	25001724 	8049895 	6771987 	4703500 	25788571 	9256005 	7942871 	6915053 	27195531 	8452360 	7460728 	5474195 	33190821 	8610998 	13067782 	6434202 	30723206 	6299520 	8614343 	3620945 	30002338 	8754152 	6966291 	6046820 	22862028 	6163332 	8460417 	4064949 	24950221 	7150258 	8793306 	4066660 	25628265 	7494403 	8403847 	4660560 	24746742 	6217729 	5994560 	4275774 	28187854 	6397884 	6619620 	4517963 	25548375 	8747920 	5458901 	3188699 	27948652 	4519054 	5062481 	5228786 	23096027 	5945730 	7741063 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,LT	658723 	1294462 	865737 	476621 	609971 	1051549 	784478 	404929 	622090 	938066 	661475 	420427 	713316 	1849902 	639076 	657543 	726997 	1098926 	787805 	708508 	779905 	1845351 	1096831 	758420 	1207339 	3445265 	2532558 	1393118 	888497 	1925105 	1055767 	1069898 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,LU	741473 	1670155 	775932 	636858 	671754 	1633266 	687950 	751907 	747963 	1710833 	816192 	681179 	635600 	1843944 	697940 	582993 	527902 	1629000 	687000 	554090 	476400 	1661000 	632800 	511100 	563200 	1838700 	550700 	645800 	594800 	1595500 	608100 	524800 	607300 	1704400 	624600 	1664100 	560000 	1785000 	788000 	496000 	429000 	1691000 	663000 	469000 	494000 	1574000 	682000 	453000 	486000 	1570000 	460000 	436000 	356000 	1334000 	500000 	452000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,LV	373958 	514443 	409560 	331113 	355405 	500510 	466542 	257805 	295546 	417972 	342247 	327113 	342403 	653026 	404964 	353722 	491508 	1019084 	507281 	556485 	477997 	822435 	441728 	444780 	216362 	799103 	333798 	328368 	269836 	690234 	204309 	242275 	227857 	890310 	304229 	387296 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,MT	202711 	267017 	144814 	121070 	221505 	291774 	125312 	152226 	182130 e	269713 e	140099 e	126628 e	142640 	268656 	135218 	117957 	101288 e	264868 e	90748 e	69808 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,NL	9979000 	35131000 	21817000 	9107000 	10303000 	35292000 	20761000 	10194000 	9868000 	34386000 	20058000 	8834000 	10744000 	32081000 	21842000 	8594000 	11656000 	33421000 	19158000 	8307000 	10849000 	30801000 	17740000 	8709000 	8925000 	28900000 	18742000 	9565000 	8218000 	32967000 	21568000 	9877000 	9775000 	29618000 	21670000 	9544000 	9810000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,NO	3516256 	9030053 	4457043 	3851495 	3716537 	7520000 	5900000 	3730000 	2880000 	7800000 	3990000 	2660000 	3350000 	8970000 	3780000 	4540000 	3970000 	7830000 	4290000 	: 	2904000 	7381000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,PL	2076200 e	8797000 	3744000 	4740000 	2229000 	11414000 	4217000 	1728000 	3386000 	7735000 	3853000 	1697000 	3431000 	10444000 	5774000 	6055000 	3499000 	6879000 	5966000 	6302000 	2469000 	7418000 	3726000 	6376000 	2140000 	8910000 	5390000 	3960000 e	2192000 	7042000 	1310000 	2005000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,PT	777802 	1800092 	770389 	370267 	887074 	1794326 	1054472 	504786 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	933466 	1482888 	683503 	990479 	1281112 	2278278 	1371283 	1371283 	863144 	2740580 	849244 	1055185 	756269 	1301685 	596066 	917776 	618442 	2353214 	842491 	513061 	652023 	2139484 	544865 	639592 	633331 	1591283 	797410 	427718 	626034 	2038279 	533117 	500055 	697907 	1678211 	197868 	234979 	726026 	1838119 	30958 	741508 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,RO	1447033 	2009842 	701833 	584838 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	657025 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,SE	5385000 	13778000 	8178000 	8166000 	7092000 	11455000 	7587000 	7913000 	5191000 	8896000 	5714000 	7797000 	7244000 	11110000 	7418000 	7056000 	6887000 	9613000 	7773000 	8591000 	5294000 	10637000 	6582000 	8089000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7930893 	4607203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,SI	351000 	4292000 	683000 	379000 	354000 	3850000 	710000 	398000 	402000 	3845000 	659000 	640969 	439602 	3262635 	706569 	429525 	361037 	3999640 	542738 	283996 	440443 	3860631 	720813 	390670 	399074 	3691416 	396141 	375678 	311086 	3723240 	479556 	330329 	347263 	3757323 	646954 	367700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,SK	491376 	5807360 	1191762 	620700 	815724 	4500888 	1334375 	530660 	943023 	4579974 	2151760 	1162500 	799890 	5720332 	1878936 	1201395 	1114764 	5938416 	2191452 	1131500 	1134006 	4923369 	1498560 	937650 	1102240 	4641248 	1992060 	1170528 	1316095 	4874274 	1401489 	425701 	692650 	4706723 	1449527 	710911 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M,NR,UK	42544861 	93533262 	61502779 	47925262 	44266104 	96670536 	63422022 	47002276 	43673475 	92630684 	: c	50280397 	48558829 	: 	: 	: 	: 	: 	: 	: 	36071775 	75164651 	52404314 	38655587 	35932223 	76186691 	49377754 	39015484 	42933504 	76006120 	55697996 	37571780 	37151000 	87600000 	52900000 	29500000 	42600000 	93100000 	51700000 	36100000 	45900000 	92800000 	57500000 	32400000 	38200000 	86000000 	51800000 	31800000 	26800000 	72600000 	37500000 	22700000 	24000000 	62300000 	34100000 	19200000 	24000000 	59800000 	32300000 	15500000 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,BE	: 	: 	: 	2334921 	: 	: 	: 	2082093 	: 	: 	: 	2244050 	: 	: 	: 	2423818 	: 	233232 	220935 	2138653 	: 	: 	103440 	1763073 	: 	: 	: 	3011978 	: 	: 	411615 	1930081 	: 	: 	: 	2183534 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1388012 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,CH	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,CY	: 	: 	: 	842162 	: 	: 	: 	795036 	: 	: 	: 	783645 	: 	: 	: 	813958 	: 	: 	: 	638218 	: 	: 	: 	593858 	: 	: 	: 	526449 	: 	: 	: 	493779 	: 	: 	: 	559502 	: 	: 	: 	379352 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,CZ	: 	: 	: 	1433711 	: 	: 	: 	: 	1106793 	1106793 	1106793 	1106793 	: 	: 	: 	: 	1594718 	1594718 	1594718 	1594718 	921902 	921902 	921902 	921902 	1381923 	1381923 	1381923 	1381923 	458505 	458505 	458505 	458505 	2208705 	2208705 	2208705 	2208705 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,DE	: 	: 	: 	27709027 	: 	: 	: 	25554683 	: 	: 	: 	27636470 	: 	: 	: 	30665175 	: 	: 	: 	30797414 	29999131 	31999130 	31999130 	31999130 	32267512 	32267512 	32267512 	32268000 	57388000 	57388000 	57388000 	57388000 	47564000 	47564000 	47564000 	47564000 	: 	48889000 	: 	41582000 	: 	: 	48889000 	48889000 	: 	: 	49101199 	49101199 	36800000 	: 	36800000 	36800000 	: 	: 	: 	34200000 	: 	: 	: 	26800000 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,EL	: 	: 	: 	616061 	: 	: 	: 	339660 	: 	: 	: 	464392 	: 	: 	: 	591539 	: 	: 	: 	1376707 	: 	: 	: 	1176576 	: 	: 	: 	1210585 	: 	: 	: 	1189893 	: 	: 	: 	486875 	: 	: 	: 	658749 	: 	: 	: 	309378 	: 	: 	: 	514132 	: 	: 	: 	220298 	: 	: 	: 	451740 	: 	: 	: 	590960 	: 	: 	: 	218015 	: 	: 	: 	440541 
N_GE4,OUT,PERS,M01,NR,ES	: 	: 	: 	8768103 	: 	7367186 	7367186 	7295386 	9296308 	9296308 	9296308 	9296308 	6034502 	6034502 	6034502 	6034502 	8950422 	8950422 	8950422 	8950422 	7472442 	7472442 	7472442 	7472442 	: 	: 	: 	4290130 	: 	: 	: 	3757851 	: 	: 	: 	2056364 	: 	: 	: 	2028599 	: 	: 	: 	4305913 	: 	: 	: 	2374991 	: 	: 	: 	1158535 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,FI	: 	: 	879000 	1301000 	58000 	680000 	287000 	1780000 	: 	: 	888000 	1736000 	: 	: 	: 	881000 	: 	: 	217000 	1178000 	: 	: 	: 	1210000 	: 	: 	: 	1774000 	: 	: 	: 	941000 	: 	: 	: 	722000 	: 	: 	: 	693000 	: 	17000 	: 	968000 	: 	: 	362000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	862000 	: 	: 	: 	1169000 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,FR	0 	0 	232680 	7831415 	0 	0 	806562 	8169572 	: 	: 	434083 	6931542 	0 	0 	1079894 	7415466 	0 	0 	481054 	6255728 	0 	0 	248904 	5753980 	0 	0 	180285 	7204198 	6856000 	6856000 	6856000 	6856000 	5724000 	5724000 	5724000 	5724000 	5896000 	5896000 	5896000 	5896000 	: 	: 	: 	: 	: 	: 	: 	6727000 	: 	: 	: 	5472000 	: 	: 	: 	4625000 	: 	: 	: 	7116000 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,HR	0 	0 	: 	1255764 	0 	0 	0 	1097684 	: 	: 	: 	1231409 	: 	: 	: 	903563 	: 	: 	10568 	2512894 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,HU	: 	: 	: 	1597227 	: 	1881188 	1881188 	1881188 	1668679 	1668679 	1668679 	1668679 	1688213 	1688213 	1688213 	1688213 	1570346 	1570346 	1570346 	1570346 	1028339 	1028339 	1028339 	1028339 	2052589 	2044957 	2044957 	2044957 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,IE	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	10673000 	2391000 	: 	: 	: 	3189000 	: 	: 	: 	2812000 	: 	: 	: 	2486000 	: 	: 	: 	2397000 	: 	: 	: 	1779000 	: 	: 	: 	1536000 	: 	: 	: 	1400000 	: 	: 	: 	1110000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,IT	: 	: 	2862360 	6327173 	: 	: 	: 	4090234 	: 	: 	: 	2840514 	: 	: 	: 	2641700 	: 	: 	: 	4894257 	: 	: 	: 	5242923 	: 	: 	40988 	3103005 	: 	: 	: 	4266426 	: 	: 	: 	4100206 	: 	: 	: 	4807024 	: 	: 	: 	3942658 	: 	797376 	: 	4666878 	: 	: 	: 	3157570 	: 	: 	: 	4791085 	: 	: 	: 	3265357 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,LU	: 	: 	: 	349824 	: 	: 	: 	306950 	: 	: 	: 	485242 	: 	: 	: 	347784 	: 	: 	: 	284560 	: 	: 	: 	318700 	: 	: 	: 	317000 	: 	: 	: 	289800 	: 	: 	: 	976200 	: 	: 	: 	254000 	: 	: 	: 	321000 	: 	: 	: 	193000 	: 	: 	: 	259000 	: 	: 	: 	270000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	284944 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,MT	: 	: 	: 	86437 	: 	: 	: 	86248 	: 	: 	: 	82655 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,NL	: 	0 	: 	5582000 	: 	: 	: 	6801000 	: 	: 	: 	5881000 	: 	: 	: 	4810000 	: 	: 	: 	4759000 	: 	: 	: 	4849000 	: 	: 	: 	6083000 	: 	: 	: 	6114000 	: 	: 	: 	6949000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,NO	: 	: 	: 	2788657 	: 	2680000 	2680000 	2680000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2590000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,PL	: 	: 	: 	3442000 	: 	: 	: 	1394000 	: 	: 	: 	1099000 	: 	: 	: 	6114000 	: 	: 	: 	6278000 	: 	: 	: 	5543000 	: 	: 	: 	1510000 e	: 	: 	: 	2255000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,PT	0 	: 	: 	133028 	: 	: 	: 	401067 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	575731 	: 	: 	: 	1058692 	: 	: 	: 	1273782 	: 	: 	: 	919130 	: 	: 	: 	310992 	: 	: 	: 	394408 	: 	: 	: 	680994 	: 	: 	: 	469308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,RO	: 	: 	: 	683077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	846678 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,SE	: 	: 	: 	5341000 	: 	: 	: 	4929000 	: 	: 	: 	4715000 	: 	: 	: 	4155000 	: 	: 	: 	4372000 	: 	: 	: 	4684000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6131000 	: 	: 	: 	3424000 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,SI	0 	0 	0 	275000 	0 	: 	: 	309000 	: 	: 	: 	344417 	: 	: 	: 	157044 	: 	: 	: 	203627 	: 	: 	: 	288097 	: 	: 	: 	312500 	: 	: 	: 	190985 	: 	: 	: 	274428 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,SK	0 	0 	0 	624838 	: 	: 	: 	473512 	: 	: 	496560 	782750 	: 	: 	: 	433290 	: 	: 	: 	488250 	: 	: 	: 	694925 	: 	: 	388368 	437304 	: 	: 	: 	207249 	: 	: 	: 	578655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M01,NR,UK	: 	: 	: 	35342040 	: 	: 	: 	31572191 	: 	: 	: 	38541872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21782417 	: 	: 	: 	21956214 	: 	: 	: 	21171692 	: 	: 	: 	18000000 	: 	: 	: 	19900000 	: 	: 	: 	17900000 	: 	: 	: 	17500000 	: 	: 	12500000 	12500000 	: 	: 	9300000 	9700000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
N_GE4,OUT,PERS,M02,NR,BE	: 	: 	: 	1393625 	: 	: 	: 	2582034 	: 	: 	: 	2815419 	: 	: 	: 	2870872 	: 	: 	243629 	3001436 	: 	: 	221484 	1989284 	: 	147404 	149160 	2282975 	: 	: 	: 	2632340 	: 	528064 	62524 	1719839 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2524311 	: 	: 	: 	: 
N_GE4,OUT,PERS,M02,NR,CH	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 	: 	2543515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
