purpose,age,duration,unit,geo\time	2016 	2013 
OTH,Y_GE15,N_GE1,NR,AT	100492 	: 
OTH,Y_GE15,N_GE1,NR,BE	897023 	: 
OTH,Y_GE15,N_GE1,NR,BG	255649 	: 
OTH,Y_GE15,N_GE1,NR,CH	94882 u	: 
OTH,Y_GE15,N_GE1,NR,CY	32314 e	: 
OTH,Y_GE15,N_GE1,NR,CZ	85927 u	: 
OTH,Y_GE15,N_GE1,NR,DE	1988673 	: 
OTH,Y_GE15,N_GE1,NR,DK	341671 	: 
OTH,Y_GE15,N_GE1,NR,EA	8906417 	: 
OTH,Y_GE15,N_GE1,NR,EE	41316 u	: 
OTH,Y_GE15,N_GE1,NR,EL	432580 	: 
OTH,Y_GE15,N_GE1,NR,ES	685359 	: 
OTH,Y_GE15,N_GE1,NR,EU27	12805350 	: 
OTH,Y_GE15,N_GE1,NR,EU28	12947100 	: 
OTH,Y_GE15,N_GE1,NR,FI	: c	: 
OTH,Y_GE15,N_GE1,NR,FR	1515301 	: 
OTH,Y_GE15,N_GE1,NR,HR	141750 	: 
OTH,Y_GE15,N_GE1,NR,HU	381363 	: 
OTH,Y_GE15,N_GE1,NR,IE	72132 	: 
OTH,Y_GE15,N_GE1,NR,IT	1858658 	: 
OTH,Y_GE15,N_GE1,NR,LT	418083 	: 
OTH,Y_GE15,N_GE1,NR,LU	16907 	: 
OTH,Y_GE15,N_GE1,NR,LV	12416 	: 
OTH,Y_GE15,N_GE1,NR,ME	: c	: 
OTH,Y_GE15,N_GE1,NR,MT	19117 	: 
OTH,Y_GE15,N_GE1,NR,NL	299704 	: 
OTH,Y_GE15,N_GE1,NR,PL	614499 	: 
OTH,Y_GE15,N_GE1,NR,PT	755878 	: 
OTH,Y_GE15,N_GE1,NR,RO	599003 	: 
OTH,Y_GE15,N_GE1,NR,SE	216902 	: 
OTH,Y_GE15,N_GE1,NR,SI	23482 	: 
OTH,Y_GE15,N_GE1,NR,SK	105758 	: 
OTH,Y_GE15,N_GE1,NR,UK	973420 	: 
OTH,Y_GE65,N_GE1,NR,AT	: c	: 
OTH,Y_GE65,N_GE1,NR,BE	164126 	: 
OTH,Y_GE65,N_GE1,NR,BG	126298 	: 
OTH,Y_GE65,N_GE1,NR,CH	45811 u	: 
OTH,Y_GE65,N_GE1,NR,CY	8954 e	: 
OTH,Y_GE65,N_GE1,NR,CZ	: c	: 
OTH,Y_GE65,N_GE1,NR,DE	949330 u	: 
OTH,Y_GE65,N_GE1,NR,DK	123653 	: 
OTH,Y_GE65,N_GE1,NR,EA	3019758 	: 
OTH,Y_GE65,N_GE1,NR,EE	: c	: 
OTH,Y_GE65,N_GE1,NR,EL	118256 	: 
OTH,Y_GE65,N_GE1,NR,ES	178272 	: 
OTH,Y_GE65,N_GE1,NR,EU27	4113891 	: 
OTH,Y_GE65,N_GE1,NR,EU28	4136541 	: 
OTH,Y_GE65,N_GE1,NR,FI	: c	: 
OTH,Y_GE65,N_GE1,NR,FR	561161 	: 
OTH,Y_GE65,N_GE1,NR,HR	22650 	: 
OTH,Y_GE65,N_GE1,NR,HU	123472 	: 
OTH,Y_GE65,N_GE1,NR,IE	10791 	: 
OTH,Y_GE65,N_GE1,NR,IT	603456 	: 
OTH,Y_GE65,N_GE1,NR,LT	96188 	: 
OTH,Y_GE65,N_GE1,NR,LU	3789 u	: 
OTH,Y_GE65,N_GE1,NR,LV	1285 	: 
OTH,Y_GE65,N_GE1,NR,ME	: c	: 
OTH,Y_GE65,N_GE1,NR,MT	7865 u	: 
OTH,Y_GE65,N_GE1,NR,NL	72967 	: 
OTH,Y_GE65,N_GE1,NR,PL	120263 	: 
OTH,Y_GE65,N_GE1,NR,PT	250888 	: 
OTH,Y_GE65,N_GE1,NR,RO	100454 	: 
OTH,Y_GE65,N_GE1,NR,SE	59381 	: 
OTH,Y_GE65,N_GE1,NR,SI	14005 	: 
OTH,Y_GE65,N_GE1,NR,SK	: c	: 
OTH,Y_GE65,N_GE1,NR,UK	319620 	: 
OTH,Y_LT15,N_GE1,NR,CH	0 u	: 
OTH,Y_LT15,N_GE1,NR,EA	: u	: 
OTH,Y_LT15,N_GE1,NR,EU27	: u	: 
OTH,Y_LT15,N_GE1,NR,EU28	: u	: 
OTH,Y_LT15,N_GE1,NR,HU	47037 	: 
OTH,Y_LT15,N_GE1,NR,NL	35284 	: 
OTH,Y_LT15,N_GE1,NR,PT	14974 	: 
SAFE,Y15-24,N_GE1,NR,AT	: c	: 
SAFE,Y15-24,N_GE1,NR,BE	: c	: 
SAFE,Y15-24,N_GE1,NR,BG	0 	: 
SAFE,Y15-24,N_GE1,NR,CH	0 u	: 
SAFE,Y15-24,N_GE1,NR,CY	0 e	: 
SAFE,Y15-24,N_GE1,NR,CZ	: c	: 
SAFE,Y15-24,N_GE1,NR,DE	: c	: 
SAFE,Y15-24,N_GE1,NR,DK	0 	: 
SAFE,Y15-24,N_GE1,NR,EA	148305 	: 
SAFE,Y15-24,N_GE1,NR,EE	: c	: 
SAFE,Y15-24,N_GE1,NR,EL	: c	: 
SAFE,Y15-24,N_GE1,NR,ES	: c	: 
SAFE,Y15-24,N_GE1,NR,EU27	215939 	: 
SAFE,Y15-24,N_GE1,NR,EU28	215939 	: 
SAFE,Y15-24,N_GE1,NR,FI	: c	: 
SAFE,Y15-24,N_GE1,NR,FR	0 	: 
SAFE,Y15-24,N_GE1,NR,HR	0 	: 
SAFE,Y15-24,N_GE1,NR,HU	0 	: 
SAFE,Y15-24,N_GE1,NR,IE	0 	: 
SAFE,Y15-24,N_GE1,NR,IT	: c	: 
SAFE,Y15-24,N_GE1,NR,LT	383 	: 
SAFE,Y15-24,N_GE1,NR,LU	0 u	: 
SAFE,Y15-24,N_GE1,NR,LV	0 	: 
SAFE,Y15-24,N_GE1,NR,ME	: c	: 
SAFE,Y15-24,N_GE1,NR,MT	: c	: 
SAFE,Y15-24,N_GE1,NR,NL	5854 	: 
SAFE,Y15-24,N_GE1,NR,PL	8660 	: 
SAFE,Y15-24,N_GE1,NR,PT	12639 	: 
SAFE,Y15-24,N_GE1,NR,RO	7860 	: 
SAFE,Y15-24,N_GE1,NR,SE	16185 	: 
SAFE,Y15-24,N_GE1,NR,SI	829 u	: 
SAFE,Y15-24,N_GE1,NR,SK	: c	: 
SAFE,Y15-24,N_GE1,NR,UK	28430 	: 
SAFE,Y25-34,N_GE1,NR,AT	: c	: 
SAFE,Y25-34,N_GE1,NR,BE	: c	: 
SAFE,Y25-34,N_GE1,NR,BG	0 	: 
SAFE,Y25-34,N_GE1,NR,CH	0 u	: 
SAFE,Y25-34,N_GE1,NR,CY	0 e	: 
SAFE,Y25-34,N_GE1,NR,CZ	: c	: 
SAFE,Y25-34,N_GE1,NR,DE	: c	: 
SAFE,Y25-34,N_GE1,NR,DK	0 	: 
SAFE,Y25-34,N_GE1,NR,EA	266195 	: 
SAFE,Y25-34,N_GE1,NR,EE	: c	: 
SAFE,Y25-34,N_GE1,NR,EL	0 	: 
SAFE,Y25-34,N_GE1,NR,ES	: c	: 
SAFE,Y25-34,N_GE1,NR,EU27	332430 	: 
SAFE,Y25-34,N_GE1,NR,EU28	332430 	: 
SAFE,Y25-34,N_GE1,NR,FI	: c	: 
SAFE,Y25-34,N_GE1,NR,FR	6757 	: 
SAFE,Y25-34,N_GE1,NR,HR	0 	: 
SAFE,Y25-34,N_GE1,NR,HU	0 	: 
SAFE,Y25-34,N_GE1,NR,IE	0 	: 
SAFE,Y25-34,N_GE1,NR,IT	: c	: 
SAFE,Y25-34,N_GE1,NR,LT	164 	: 
SAFE,Y25-34,N_GE1,NR,LU	: c	: 
SAFE,Y25-34,N_GE1,NR,LV	0 	: 
SAFE,Y25-34,N_GE1,NR,ME	: c	: 
SAFE,Y25-34,N_GE1,NR,MT	: c	: 
SAFE,Y25-34,N_GE1,NR,NL	12668 	: 
SAFE,Y25-34,N_GE1,NR,PL	27397 	: 
SAFE,Y25-34,N_GE1,NR,PT	9866 	: 
SAFE,Y25-34,N_GE1,NR,RO	544 	: 
SAFE,Y25-34,N_GE1,NR,SE	7890 	: 
SAFE,Y25-34,N_GE1,NR,SI	451 u	: 
SAFE,Y25-34,N_GE1,NR,SK	: c	: 
SAFE,Y25-34,N_GE1,NR,UK	30240 	: 
SAFE,Y25-44,N_GE1,NR,AT	: c	: 
SAFE,Y25-44,N_GE1,NR,BE	: c	: 
SAFE,Y25-44,N_GE1,NR,BG	0 	: 
SAFE,Y25-44,N_GE1,NR,CH	0 u	: 
SAFE,Y25-44,N_GE1,NR,CY	: c	: 
SAFE,Y25-44,N_GE1,NR,CZ	: c	: 
SAFE,Y25-44,N_GE1,NR,DE	: c	: 
SAFE,Y25-44,N_GE1,NR,DK	0 	: 
SAFE,Y25-44,N_GE1,NR,EA	662539 	: 
SAFE,Y25-44,N_GE1,NR,EE	: c	: 
SAFE,Y25-44,N_GE1,NR,EL	0 	: 
SAFE,Y25-44,N_GE1,NR,ES	: c	: 
SAFE,Y25-44,N_GE1,NR,EU27	816564 	: 
SAFE,Y25-44,N_GE1,NR,EU28	816564 	: 
SAFE,Y25-44,N_GE1,NR,FI	: c	: 
SAFE,Y25-44,N_GE1,NR,FR	12989 	: 
SAFE,Y25-44,N_GE1,NR,HR	0 	: 
SAFE,Y25-44,N_GE1,NR,HU	0 	: 
SAFE,Y25-44,N_GE1,NR,IE	1461 	: 
SAFE,Y25-44,N_GE1,NR,IT	: c	: 
SAFE,Y25-44,N_GE1,NR,LT	336 	: 
SAFE,Y25-44,N_GE1,NR,LU	: c	: 
SAFE,Y25-44,N_GE1,NR,LV	0 	: 
SAFE,Y25-44,N_GE1,NR,ME	: c	: 
SAFE,Y25-44,N_GE1,NR,MT	: c	: 
SAFE,Y25-44,N_GE1,NR,NL	12668 	: 
SAFE,Y25-44,N_GE1,NR,PL	39495 	: 
SAFE,Y25-44,N_GE1,NR,PT	33996 	: 
SAFE,Y25-44,N_GE1,NR,RO	1789 	: 
SAFE,Y25-44,N_GE1,NR,SE	22926 	: 
SAFE,Y25-44,N_GE1,NR,SI	451 u	: 
SAFE,Y25-44,N_GE1,NR,SK	: c	: 
SAFE,Y25-44,N_GE1,NR,UK	82870 	: 
SAFE,Y35-44,N_GE1,NR,AT	: c	: 
SAFE,Y35-44,N_GE1,NR,BE	: c	: 
SAFE,Y35-44,N_GE1,NR,BG	0 	: 
SAFE,Y35-44,N_GE1,NR,CH	0 u	: 
SAFE,Y35-44,N_GE1,NR,CY	: c	: 
SAFE,Y35-44,N_GE1,NR,CZ	: c	: 
SAFE,Y35-44,N_GE1,NR,DE	: c	: 
SAFE,Y35-44,N_GE1,NR,DK	0 	: 
SAFE,Y35-44,N_GE1,NR,EA	397128 	: 
SAFE,Y35-44,N_GE1,NR,EE	: c	: 
SAFE,Y35-44,N_GE1,NR,EL	0 	: 
SAFE,Y35-44,N_GE1,NR,ES	: c	: 
SAFE,Y35-44,N_GE1,NR,EU27	484918 	: 
SAFE,Y35-44,N_GE1,NR,EU28	484918 	: 
SAFE,Y35-44,N_GE1,NR,FI	: c	: 
SAFE,Y35-44,N_GE1,NR,FR	7017 	: 
SAFE,Y35-44,N_GE1,NR,HR	0 	: 
SAFE,Y35-44,N_GE1,NR,HU	0 	: 
SAFE,Y35-44,N_GE1,NR,IE	1461 	: 
SAFE,Y35-44,N_GE1,NR,IT	: c	: 
SAFE,Y35-44,N_GE1,NR,LT	172 	: 
SAFE,Y35-44,N_GE1,NR,LU	0 u	: 
SAFE,Y35-44,N_GE1,NR,LV	0 	: 
SAFE,Y35-44,N_GE1,NR,ME	: c	: 
SAFE,Y35-44,N_GE1,NR,MT	: c	: 
SAFE,Y35-44,N_GE1,NR,NL	0 	: 
SAFE,Y35-44,N_GE1,NR,PL	12098 	: 
SAFE,Y35-44,N_GE1,NR,PT	24130 	: 
SAFE,Y35-44,N_GE1,NR,RO	1245 	: 
SAFE,Y35-44,N_GE1,NR,SE	15036 	: 
SAFE,Y35-44,N_GE1,NR,SI	0 u	: 
SAFE,Y35-44,N_GE1,NR,SK	: c	: 
SAFE,Y35-44,N_GE1,NR,UK	52630 	: 
SAFE,Y45-54,N_GE1,NR,AT	: c	: 
SAFE,Y45-54,N_GE1,NR,BE	: c	: 
SAFE,Y45-54,N_GE1,NR,BG	1347 	: 
SAFE,Y45-54,N_GE1,NR,CH	0 u	: 
SAFE,Y45-54,N_GE1,NR,CY	0 e	: 
SAFE,Y45-54,N_GE1,NR,CZ	: c	: 
SAFE,Y45-54,N_GE1,NR,DE	: c	: 
SAFE,Y45-54,N_GE1,NR,DK	0 	: 
SAFE,Y45-54,N_GE1,NR,EA	508344 	: 
SAFE,Y45-54,N_GE1,NR,EE	: c	: 
SAFE,Y45-54,N_GE1,NR,EL	: c	: 
SAFE,Y45-54,N_GE1,NR,ES	: c	: 
SAFE,Y45-54,N_GE1,NR,EU27	630764 	: 
SAFE,Y45-54,N_GE1,NR,EU28	630764 	: 
SAFE,Y45-54,N_GE1,NR,FI	: c	: 
SAFE,Y45-54,N_GE1,NR,FR	5971 	: 
SAFE,Y45-54,N_GE1,NR,HR	0 	: 
SAFE,Y45-54,N_GE1,NR,HU	0 	: 
SAFE,Y45-54,N_GE1,NR,IE	8283 	: 
SAFE,Y45-54,N_GE1,NR,IT	: c	: 
SAFE,Y45-54,N_GE1,NR,LT	692 	: 
SAFE,Y45-54,N_GE1,NR,LU	: c	: 
SAFE,Y45-54,N_GE1,NR,LV	0 	: 
SAFE,Y45-54,N_GE1,NR,ME	: c	: 
SAFE,Y45-54,N_GE1,NR,MT	: c	: 
SAFE,Y45-54,N_GE1,NR,NL	5094 	: 
SAFE,Y45-54,N_GE1,NR,PL	20344 	: 
SAFE,Y45-54,N_GE1,NR,PT	21208 	: 
SAFE,Y45-54,N_GE1,NR,RO	2328 	: 
SAFE,Y45-54,N_GE1,NR,SE	11209 	: 
SAFE,Y45-54,N_GE1,NR,SI	1442 u	: 
SAFE,Y45-54,N_GE1,NR,SK	4609 	: 
SAFE,Y45-54,N_GE1,NR,UK	86500 	: 
SAFE,Y45-64,N_GE1,NR,AT	62457 u	: 
SAFE,Y45-64,N_GE1,NR,BE	75930 u	: 
SAFE,Y45-64,N_GE1,NR,BG	2467 	: 
SAFE,Y45-64,N_GE1,NR,CH	0 u	: 
SAFE,Y45-64,N_GE1,NR,CY	: c	: 
SAFE,Y45-64,N_GE1,NR,CZ	: c	: 
SAFE,Y45-64,N_GE1,NR,DE	716875 u	: 
SAFE,Y45-64,N_GE1,NR,DK	0 	: 
SAFE,Y45-64,N_GE1,NR,EA	1056857 	: 
SAFE,Y45-64,N_GE1,NR,EE	: c	: 
SAFE,Y45-64,N_GE1,NR,EL	: c	: 
SAFE,Y45-64,N_GE1,NR,ES	: c	: 
SAFE,Y45-64,N_GE1,NR,EU27	1375865 	: 
SAFE,Y45-64,N_GE1,NR,EU28	1377167 	: 
SAFE,Y45-64,N_GE1,NR,FI	: c	: 
SAFE,Y45-64,N_GE1,NR,FR	18563 	: 
SAFE,Y45-64,N_GE1,NR,HR	1302 	: 
SAFE,Y45-64,N_GE1,NR,HU	0 	: 
SAFE,Y45-64,N_GE1,NR,IE	16878 	: 
SAFE,Y45-64,N_GE1,NR,IT	: c	: 
SAFE,Y45-64,N_GE1,NR,LT	13848 	: 
SAFE,Y45-64,N_GE1,NR,LU	: c	: 
SAFE,Y45-64,N_GE1,NR,LV	0 	: 
SAFE,Y45-64,N_GE1,NR,ME	: c	: 
SAFE,Y45-64,N_GE1,NR,MT	: c	: 
SAFE,Y45-64,N_GE1,NR,NL	15295 	: 
SAFE,Y45-64,N_GE1,NR,PL	52624 	: 
SAFE,Y45-64,N_GE1,NR,PT	56760 	: 
SAFE,Y45-64,N_GE1,NR,RO	3313 	: 
SAFE,Y45-64,N_GE1,NR,SE	15493 	: 
SAFE,Y45-64,N_GE1,NR,SI	2628 u	: 
SAFE,Y45-64,N_GE1,NR,SK	18184 	: 
SAFE,Y45-64,N_GE1,NR,UK	223510 	: 
SAFE,Y55-64,N_GE1,NR,AT	31600 u	: 
SAFE,Y55-64,N_GE1,NR,BE	: c	: 
SAFE,Y55-64,N_GE1,NR,BG	1120 	: 
SAFE,Y55-64,N_GE1,NR,CH	0 u	: 
SAFE,Y55-64,N_GE1,NR,CY	: c	: 
SAFE,Y55-64,N_GE1,NR,CZ	: c	: 
SAFE,Y55-64,N_GE1,NR,DE	: c	: 
SAFE,Y55-64,N_GE1,NR,DK	0 	: 
SAFE,Y55-64,N_GE1,NR,EA	548511 	: 
SAFE,Y55-64,N_GE1,NR,EE	: c	: 
SAFE,Y55-64,N_GE1,NR,EL	: c	: 
SAFE,Y55-64,N_GE1,NR,ES	: c	: 
SAFE,Y55-64,N_GE1,NR,EU27	745100 	: 
SAFE,Y55-64,N_GE1,NR,EU28	746402 	: 
SAFE,Y55-64,N_GE1,NR,FI	: c	: 
SAFE,Y55-64,N_GE1,NR,FR	12591 	: 
SAFE,Y55-64,N_GE1,NR,HR	1302 	: 
SAFE,Y55-64,N_GE1,NR,HU	0 	: 
SAFE,Y55-64,N_GE1,NR,IE	8595 	: 
SAFE,Y55-64,N_GE1,NR,IT	: c	: 
SAFE,Y55-64,N_GE1,NR,LT	13156 	: 
SAFE,Y55-64,N_GE1,NR,LU	0 u	: 
SAFE,Y55-64,N_GE1,NR,LV	0 	: 
SAFE,Y55-64,N_GE1,NR,ME	: c	: 
SAFE,Y55-64,N_GE1,NR,MT	: c	: 
SAFE,Y55-64,N_GE1,NR,NL	10201 	: 
SAFE,Y55-64,N_GE1,NR,PL	32280 	: 
SAFE,Y55-64,N_GE1,NR,PT	35552 	: 
SAFE,Y55-64,N_GE1,NR,RO	985 	: 
SAFE,Y55-64,N_GE1,NR,SE	4285 	: 
SAFE,Y55-64,N_GE1,NR,SI	1186 u	: 
SAFE,Y55-64,N_GE1,NR,SK	13575 	: 
SAFE,Y55-64,N_GE1,NR,UK	137010 	: 
SAFE,Y_GE15,N_GE1,NR,AT	174306 	: 
SAFE,Y_GE15,N_GE1,NR,BE	158030 	: 
SAFE,Y_GE15,N_GE1,NR,BG	6064 	: 
SAFE,Y_GE15,N_GE1,NR,CH	6211 u	: 
SAFE,Y_GE15,N_GE1,NR,CY	928 u	: 
SAFE,Y_GE15,N_GE1,NR,CZ	: c	: 
SAFE,Y_GE15,N_GE1,NR,DE	2317686 	: 
SAFE,Y_GE15,N_GE1,NR,DK	0 	: 
SAFE,Y_GE15,N_GE1,NR,EA	3301204 	: 
SAFE,Y_GE15,N_GE1,NR,EE	: c	: 
SAFE,Y_GE15,N_GE1,NR,EL	34429 	: 
SAFE,Y_GE15,N_GE1,NR,ES	: c	: 
SAFE,Y_GE15,N_GE1,NR,EU27	4324688 	: 
SAFE,Y_GE15,N_GE1,NR,EU28	4327121 	: 
SAFE,Y_GE15,N_GE1,NR,FI	: c	: 
SAFE,Y_GE15,N_GE1,NR,FR	129835 	: 
SAFE,Y_GE15,N_GE1,NR,HR	2433 	: 
SAFE,Y_GE15,N_GE1,NR,HU	0 	: 
SAFE,Y_GE15,N_GE1,NR,IE	28580 	: 
SAFE,Y_GE15,N_GE1,NR,IT	: c	: 
SAFE,Y_GE15,N_GE1,NR,LT	32182 	: 
SAFE,Y_GE15,N_GE1,NR,LU	: c	: 
SAFE,Y_GE15,N_GE1,NR,LV	0 	: 
SAFE,Y_GE15,N_GE1,NR,ME	: c	: 
SAFE,Y_GE15,N_GE1,NR,MT	6489 u	: 
SAFE,Y_GE15,N_GE1,NR,NL	52155 	: 
SAFE,Y_GE15,N_GE1,NR,PL	290081 	: 
SAFE,Y_GE15,N_GE1,NR,PT	169745 	: 
SAFE,Y_GE15,N_GE1,NR,RO	16736 	: 
SAFE,Y_GE15,N_GE1,NR,SE	62423 	: 
SAFE,Y_GE15,N_GE1,NR,SI	8975 u	: 
SAFE,Y_GE15,N_GE1,NR,SK	64082 	: 
SAFE,Y_GE15,N_GE1,NR,UK	581600 	: 
SAFE,Y_GE65,N_GE1,NR,AT	65246 u	: 
SAFE,Y_GE65,N_GE1,NR,BE	: c	: 
SAFE,Y_GE65,N_GE1,NR,BG	3597 	: 
SAFE,Y_GE65,N_GE1,NR,CH	6211 u	: 
SAFE,Y_GE65,N_GE1,NR,CY	: c	: 
SAFE,Y_GE65,N_GE1,NR,CZ	: c	: 
SAFE,Y_GE65,N_GE1,NR,DE	1039236 u	: 
SAFE,Y_GE65,N_GE1,NR,DK	0 	: 
SAFE,Y_GE65,N_GE1,NR,EA	1432715 	: 
SAFE,Y_GE65,N_GE1,NR,EE	: c	: 
SAFE,Y_GE65,N_GE1,NR,EL	22325 u	: 
SAFE,Y_GE65,N_GE1,NR,ES	: c	: 
SAFE,Y_GE65,N_GE1,NR,EU27	1915532 	: 
SAFE,Y_GE65,N_GE1,NR,EU28	1916663 	: 
SAFE,Y_GE65,N_GE1,NR,FI	: c	: 
SAFE,Y_GE65,N_GE1,NR,FR	97498 	: 
SAFE,Y_GE65,N_GE1,NR,HR	1131 	: 
SAFE,Y_GE65,N_GE1,NR,HU	0 	: 
SAFE,Y_GE65,N_GE1,NR,IE	10241 	: 
SAFE,Y_GE65,N_GE1,NR,IT	: c	: 
SAFE,Y_GE65,N_GE1,NR,LT	17615 	: 
SAFE,Y_GE65,N_GE1,NR,LU	: c	: 
SAFE,Y_GE65,N_GE1,NR,LV	0 	: 
SAFE,Y_GE65,N_GE1,NR,ME	: c	: 
SAFE,Y_GE65,N_GE1,NR,MT	: c	: 
SAFE,Y_GE65,N_GE1,NR,NL	18337 	: 
SAFE,Y_GE65,N_GE1,NR,PL	189303 	: 
SAFE,Y_GE65,N_GE1,NR,PT	66351 	: 
SAFE,Y_GE65,N_GE1,NR,RO	3774 	: 
SAFE,Y_GE65,N_GE1,NR,SE	7818 	: 
SAFE,Y_GE65,N_GE1,NR,SI	5066 u	: 
SAFE,Y_GE65,N_GE1,NR,SK	36288 	: 
SAFE,Y_GE65,N_GE1,NR,UK	246790 	: 
SAFE,Y_LT15,N_GE1,NR,CH	0 u	: 
SAFE,Y_LT15,N_GE1,NR,EA	: u	: 
SAFE,Y_LT15,N_GE1,NR,EU27	: u	: 
SAFE,Y_LT15,N_GE1,NR,EU28	: u	: 
SAFE,Y_LT15,N_GE1,NR,HU	0 	: 
SAFE,Y_LT15,N_GE1,NR,NL	0 	: 
SAFE,Y_LT15,N_GE1,NR,PT	1533 	: 
TOTAL,Y15-24,N_GE1,NR,AT	136764 	: 
TOTAL,Y15-24,N_GE1,NR,BE	597098 	: 
TOTAL,Y15-24,N_GE1,NR,BG	360301 	: 
TOTAL,Y15-24,N_GE1,NR,CH	32623 u	: 
TOTAL,Y15-24,N_GE1,NR,CY	21127 e	: 
TOTAL,Y15-24,N_GE1,NR,CZ	121269 u	: 
TOTAL,Y15-24,N_GE1,NR,DE	1162729 u	: 
TOTAL,Y15-24,N_GE1,NR,DK	88907 	: 
TOTAL,Y15-24,N_GE1,NR,EA	10258152 	: 
TOTAL,Y15-24,N_GE1,NR,EE	: c	: 
TOTAL,Y15-24,N_GE1,NR,EL	632044 	: 
TOTAL,Y15-24,N_GE1,NR,ES	1120080 	: 
TOTAL,Y15-24,N_GE1,NR,EU27	17974688 	: 
TOTAL,Y15-24,N_GE1,NR,EU28	18149225 	: 
TOTAL,Y15-24,N_GE1,NR,FI	: c	: 
TOTAL,Y15-24,N_GE1,NR,FR	1980464 	: 
TOTAL,Y15-24,N_GE1,NR,HR	174537 	: 
TOTAL,Y15-24,N_GE1,NR,HU	453491 	: 
TOTAL,Y15-24,N_GE1,NR,IE	158796 	: 
TOTAL,Y15-24,N_GE1,NR,IT	3390574 	: 
TOTAL,Y15-24,N_GE1,NR,LT	81663 	: 
TOTAL,Y15-24,N_GE1,NR,LU	: c	: 
TOTAL,Y15-24,N_GE1,NR,LV	41015 	: 
TOTAL,Y15-24,N_GE1,NR,ME	: c	: 
TOTAL,Y15-24,N_GE1,NR,MT	14806 	: 
TOTAL,Y15-24,N_GE1,NR,NL	257855 	: 
TOTAL,Y15-24,N_GE1,NR,NO	: 	24700 
TOTAL,Y15-24,N_GE1,NR,PL	1348084 	: 
TOTAL,Y15-24,N_GE1,NR,PT	603374 	: 
TOTAL,Y15-24,N_GE1,NR,RO	1533787 	: 
TOTAL,Y15-24,N_GE1,NR,SE	261979 	: 
TOTAL,Y15-24,N_GE1,NR,SI	21825 	: 
TOTAL,Y15-24,N_GE1,NR,SK	121343 	: 
TOTAL,Y15-24,N_GE1,NR,UK	3426040 	: 
TOTAL,Y15-24,N_GE1,PC_POP,NO	: 	4.13 
TOTAL,Y25-34,N_GE1,NR,AT	176755 	: 
TOTAL,Y25-34,N_GE1,NR,BE	428164 	: 
TOTAL,Y25-34,N_GE1,NR,BG	459992 	: 
TOTAL,Y25-34,N_GE1,NR,CH	44688 u	: 
TOTAL,Y25-34,N_GE1,NR,CY	28778 e	: 
TOTAL,Y25-34,N_GE1,NR,CZ	194456 u	: 
TOTAL,Y25-34,N_GE1,NR,DE	2087867 u	: 
TOTAL,Y25-34,N_GE1,NR,DK	120606 	: 
TOTAL,Y25-34,N_GE1,NR,EA	11179832 	: 
TOTAL,Y25-34,N_GE1,NR,EE	: c	: 
TOTAL,Y25-34,N_GE1,NR,EL	695169 	: 
TOTAL,Y25-34,N_GE1,NR,ES	1340064 	: 
TOTAL,Y25-34,N_GE1,NR,EU27	19178784 	: 
TOTAL,Y25-34,N_GE1,NR,EU28	19371612 	: 
TOTAL,Y25-34,N_GE1,NR,FI	: c	: 
TOTAL,Y25-34,N_GE1,NR,FR	1814271 	: 
TOTAL,Y25-34,N_GE1,NR,HR	192828 	: 
TOTAL,Y25-34,N_GE1,NR,HU	461172 	: 
TOTAL,Y25-34,N_GE1,NR,IE	161398 	: 
TOTAL,Y25-34,N_GE1,NR,IT	3281605 	: 
TOTAL,Y25-34,N_GE1,NR,LT	102334 	: 
TOTAL,Y25-34,N_GE1,NR,LU	: c	: 
TOTAL,Y25-34,N_GE1,NR,LV	69338 	: 
TOTAL,Y25-34,N_GE1,NR,ME	: c	: 
TOTAL,Y25-34,N_GE1,NR,MT	18689 	: 
TOTAL,Y25-34,N_GE1,NR,NL	272314 	: 
TOTAL,Y25-34,N_GE1,NR,NO	: 	56700 
TOTAL,Y25-34,N_GE1,NR,PL	1851837 	: 
TOTAL,Y25-34,N_GE1,NR,PT	584226 	: 
TOTAL,Y25-34,N_GE1,NR,RO	1670119 	: 
TOTAL,Y25-34,N_GE1,NR,SE	320268 	: 
TOTAL,Y25-34,N_GE1,NR,SI	53810 	: 
TOTAL,Y25-34,N_GE1,NR,SK	173821 	: 
TOTAL,Y25-34,N_GE1,NR,UK	2748830 	: 
TOTAL,Y25-34,N_GE1,PC_POP,NO	: 	9.48 
TOTAL,Y25-44,N_GE1,NR,AT	399608 	: 
TOTAL,Y25-44,N_GE1,NR,BE	848880 	: 
TOTAL,Y25-44,N_GE1,NR,BG	1056921 	: 
TOTAL,Y25-44,N_GE1,NR,CH	114921 u	: 
TOTAL,Y25-44,N_GE1,NR,CY	56832 e	: 
TOTAL,Y25-44,N_GE1,NR,CZ	404329 	: 
TOTAL,Y25-44,N_GE1,NR,DE	4264344 	: 
TOTAL,Y25-44,N_GE1,NR,DK	216601 	: 
TOTAL,Y25-44,N_GE1,NR,EA	24098938 	: 
TOTAL,Y25-44,N_GE1,NR,EE	64673 u	: 
TOTAL,Y25-44,N_GE1,NR,EL	1583407 	: 
TOTAL,Y25-44,N_GE1,NR,ES	3350064 	: 
TOTAL,Y25-44,N_GE1,NR,EU27	41057974 	: 
TOTAL,Y25-44,N_GE1,NR,EU28	41547825 	: 
