purpose,age,duration,unit,geo\time	2016 	2013 
NTIME_FAM,Y15-24,N_GE1,NR,IT	345074 u	: 
NTIME_FAM,Y15-24,N_GE1,NR,LT	2302 	: 
NTIME_FAM,Y15-24,N_GE1,NR,LU	: c	: 
NTIME_FAM,Y15-24,N_GE1,NR,LV	3578 	: 
NTIME_FAM,Y15-24,N_GE1,NR,ME	: c	: 
NTIME_FAM,Y15-24,N_GE1,NR,MT	: c	: 
NTIME_FAM,Y15-24,N_GE1,NR,NL	19285 	: 
NTIME_FAM,Y15-24,N_GE1,NR,PL	84746 	: 
NTIME_FAM,Y15-24,N_GE1,NR,PT	75830 	: 
NTIME_FAM,Y15-24,N_GE1,NR,RO	104601 	: 
NTIME_FAM,Y15-24,N_GE1,NR,SE	13530 	: 
NTIME_FAM,Y15-24,N_GE1,NR,SI	1585 u	: 
NTIME_FAM,Y15-24,N_GE1,NR,SK	: c	: 
NTIME_FAM,Y15-24,N_GE1,NR,UK	326300 	: 
NTIME_FAM,Y25-34,N_GE1,NR,AT	58024 u	: 
NTIME_FAM,Y25-34,N_GE1,NR,BE	92343 	: 
NTIME_FAM,Y25-34,N_GE1,NR,BG	91372 	: 
NTIME_FAM,Y25-34,N_GE1,NR,CH	17180 u	: 
NTIME_FAM,Y25-34,N_GE1,NR,CY	7370 e	: 
NTIME_FAM,Y25-34,N_GE1,NR,CZ	: c	: 
NTIME_FAM,Y25-34,N_GE1,NR,DE	: c	: 
NTIME_FAM,Y25-34,N_GE1,NR,DK	0 	: 
NTIME_FAM,Y25-34,N_GE1,NR,EA	1832595 	: 
NTIME_FAM,Y25-34,N_GE1,NR,EE	: c	: 
NTIME_FAM,Y25-34,N_GE1,NR,EL	74578 	: 
NTIME_FAM,Y25-34,N_GE1,NR,ES	145539 u	: 
NTIME_FAM,Y25-34,N_GE1,NR,EU27	3096451 	: 
NTIME_FAM,Y25-34,N_GE1,NR,EU28	3151940 	: 
NTIME_FAM,Y25-34,N_GE1,NR,FI	: c	: 
NTIME_FAM,Y25-34,N_GE1,NR,FR	194872 	: 
NTIME_FAM,Y25-34,N_GE1,NR,HR	55489 	: 
NTIME_FAM,Y25-34,N_GE1,NR,HU	16160 	: 
NTIME_FAM,Y25-34,N_GE1,NR,IE	28848 	: 
NTIME_FAM,Y25-34,N_GE1,NR,IT	460947 	: 
NTIME_FAM,Y25-34,N_GE1,NR,LT	3203 	: 
NTIME_FAM,Y25-34,N_GE1,NR,LU	: c	: 
NTIME_FAM,Y25-34,N_GE1,NR,LV	15817 	: 
NTIME_FAM,Y25-34,N_GE1,NR,ME	: c	: 
NTIME_FAM,Y25-34,N_GE1,NR,MT	: c	: 
NTIME_FAM,Y25-34,N_GE1,NR,NL	21538 	: 
NTIME_FAM,Y25-34,N_GE1,NR,PL	471008 	: 
NTIME_FAM,Y25-34,N_GE1,NR,PT	85442 	: 
NTIME_FAM,Y25-34,N_GE1,NR,RO	183126 	: 
NTIME_FAM,Y25-34,N_GE1,NR,SE	26015 	: 
NTIME_FAM,Y25-34,N_GE1,NR,SI	3036 u	: 
NTIME_FAM,Y25-34,N_GE1,NR,SK	79707 	: 
NTIME_FAM,Y25-34,N_GE1,NR,UK	400600 	: 
NTIME_FAM,Y25-44,N_GE1,NR,AT	147226 	: 
NTIME_FAM,Y25-44,N_GE1,NR,BE	199258 	: 
NTIME_FAM,Y25-44,N_GE1,NR,BG	154916 	: 
NTIME_FAM,Y25-44,N_GE1,NR,CH	25399 u	: 
NTIME_FAM,Y25-44,N_GE1,NR,CY	14553 e	: 
NTIME_FAM,Y25-44,N_GE1,NR,CZ	136196 u	: 
NTIME_FAM,Y25-44,N_GE1,NR,DE	1310613 u	: 
NTIME_FAM,Y25-44,N_GE1,NR,DK	3415 	: 
NTIME_FAM,Y25-44,N_GE1,NR,EA	4233294 	: 
NTIME_FAM,Y25-44,N_GE1,NR,EE	: c	: 
NTIME_FAM,Y25-44,N_GE1,NR,EL	191502 	: 
NTIME_FAM,Y25-44,N_GE1,NR,ES	381941 	: 
NTIME_FAM,Y25-44,N_GE1,NR,EU27	6845226 	: 
NTIME_FAM,Y25-44,N_GE1,NR,EU28	6991393 	: 
NTIME_FAM,Y25-44,N_GE1,NR,FI	0 	: 
NTIME_FAM,Y25-44,N_GE1,NR,FR	375541 	: 
NTIME_FAM,Y25-44,N_GE1,NR,HR	146167 	: 
NTIME_FAM,Y25-44,N_GE1,NR,HU	34545 	: 
NTIME_FAM,Y25-44,N_GE1,NR,IE	64959 	: 
NTIME_FAM,Y25-44,N_GE1,NR,IT	1023900 	: 
NTIME_FAM,Y25-44,N_GE1,NR,LT	3872 	: 
NTIME_FAM,Y25-44,N_GE1,NR,LU	: c	: 
NTIME_FAM,Y25-44,N_GE1,NR,LV	28565 	: 
NTIME_FAM,Y25-44,N_GE1,NR,ME	: c	: 
NTIME_FAM,Y25-44,N_GE1,NR,MT	3677 u	: 
NTIME_FAM,Y25-44,N_GE1,NR,NL	40133 	: 
NTIME_FAM,Y25-44,N_GE1,NR,PL	938767 	: 
NTIME_FAM,Y25-44,N_GE1,NR,PT	239736 	: 
NTIME_FAM,Y25-44,N_GE1,NR,RO	446166 	: 
NTIME_FAM,Y25-44,N_GE1,NR,SE	40530 	: 
NTIME_FAM,Y25-44,N_GE1,NR,SI	7952 u	: 
NTIME_FAM,Y25-44,N_GE1,NR,SK	208679 	: 
NTIME_FAM,Y25-44,N_GE1,NR,UK	824960 	: 
NTIME_FAM,Y35-44,N_GE1,NR,AT	89202 u	: 
NTIME_FAM,Y35-44,N_GE1,NR,BE	106915 	: 
NTIME_FAM,Y35-44,N_GE1,NR,BG	63544 	: 
NTIME_FAM,Y35-44,N_GE1,NR,CH	8219 u	: 
NTIME_FAM,Y35-44,N_GE1,NR,CY	7182 e	: 
NTIME_FAM,Y35-44,N_GE1,NR,CZ	79641 u	: 
NTIME_FAM,Y35-44,N_GE1,NR,DE	741146 u	: 
NTIME_FAM,Y35-44,N_GE1,NR,DK	3415 	: 
NTIME_FAM,Y35-44,N_GE1,NR,EA	2400698 	: 
NTIME_FAM,Y35-44,N_GE1,NR,EE	: c	: 
NTIME_FAM,Y35-44,N_GE1,NR,EL	116924 	: 
NTIME_FAM,Y35-44,N_GE1,NR,ES	236402 	: 
NTIME_FAM,Y35-44,N_GE1,NR,EU27	3748772 	: 
NTIME_FAM,Y35-44,N_GE1,NR,EU28	3839450 	: 
NTIME_FAM,Y35-44,N_GE1,NR,FI	: c	: 
NTIME_FAM,Y35-44,N_GE1,NR,FR	180669 	: 
NTIME_FAM,Y35-44,N_GE1,NR,HR	90678 	: 
NTIME_FAM,Y35-44,N_GE1,NR,HU	18384 	: 
NTIME_FAM,Y35-44,N_GE1,NR,IE	36111 	: 
NTIME_FAM,Y35-44,N_GE1,NR,IT	562952 	: 
NTIME_FAM,Y35-44,N_GE1,NR,LT	669 	: 
NTIME_FAM,Y35-44,N_GE1,NR,LU	: c	: 
NTIME_FAM,Y35-44,N_GE1,NR,LV	12748 	: 
NTIME_FAM,Y35-44,N_GE1,NR,ME	: c	: 
NTIME_FAM,Y35-44,N_GE1,NR,MT	: c	: 
NTIME_FAM,Y35-44,N_GE1,NR,NL	18595 	: 
NTIME_FAM,Y35-44,N_GE1,NR,PL	467759 	: 
NTIME_FAM,Y35-44,N_GE1,NR,PT	154294 	: 
NTIME_FAM,Y35-44,N_GE1,NR,RO	263040 	: 
NTIME_FAM,Y35-44,N_GE1,NR,SE	14514 	: 
NTIME_FAM,Y35-44,N_GE1,NR,SI	4916 u	: 
NTIME_FAM,Y35-44,N_GE1,NR,SK	128972 	: 
NTIME_FAM,Y35-44,N_GE1,NR,UK	424360 	: 
NTIME_FAM,Y45-54,N_GE1,NR,AT	70423 u	: 
NTIME_FAM,Y45-54,N_GE1,NR,BE	190307 	: 
NTIME_FAM,Y45-54,N_GE1,NR,BG	69868 	: 
NTIME_FAM,Y45-54,N_GE1,NR,CH	4359 u	: 
NTIME_FAM,Y45-54,N_GE1,NR,CY	5787 e	: 
NTIME_FAM,Y45-54,N_GE1,NR,CZ	: c	: 
NTIME_FAM,Y45-54,N_GE1,NR,DE	830688 u	: 
NTIME_FAM,Y45-54,N_GE1,NR,DK	0 	: 
NTIME_FAM,Y45-54,N_GE1,NR,EA	2694597 	: 
NTIME_FAM,Y45-54,N_GE1,NR,EE	: c	: 
NTIME_FAM,Y45-54,N_GE1,NR,EL	115741 	: 
NTIME_FAM,Y45-54,N_GE1,NR,ES	317030 	: 
NTIME_FAM,Y45-54,N_GE1,NR,EU27	3835296 	: 
NTIME_FAM,Y45-54,N_GE1,NR,EU28	3932064 	: 
NTIME_FAM,Y45-54,N_GE1,NR,FI	: c	: 
NTIME_FAM,Y45-54,N_GE1,NR,FR	125540 	: 
NTIME_FAM,Y45-54,N_GE1,NR,HR	96768 	: 
NTIME_FAM,Y45-54,N_GE1,NR,HU	19221 	: 
NTIME_FAM,Y45-54,N_GE1,NR,IE	20759 	: 
NTIME_FAM,Y45-54,N_GE1,NR,IT	747883 	: 
NTIME_FAM,Y45-54,N_GE1,NR,LT	3368 	: 
NTIME_FAM,Y45-54,N_GE1,NR,LU	: c	: 
NTIME_FAM,Y45-54,N_GE1,NR,LV	5916 	: 
NTIME_FAM,Y45-54,N_GE1,NR,ME	: c	: 
NTIME_FAM,Y45-54,N_GE1,NR,MT	: c	: 
NTIME_FAM,Y45-54,N_GE1,NR,NL	16266 	: 
NTIME_FAM,Y45-54,N_GE1,NR,PL	357987 	: 
NTIME_FAM,Y45-54,N_GE1,NR,PT	171940 	: 
NTIME_FAM,Y45-54,N_GE1,NR,RO	224247 	: 
NTIME_FAM,Y45-54,N_GE1,NR,SE	24056 	: 
NTIME_FAM,Y45-54,N_GE1,NR,SI	6383 u	: 
NTIME_FAM,Y45-54,N_GE1,NR,SK	52927 	: 
NTIME_FAM,Y45-54,N_GE1,NR,UK	398250 	: 
NTIME_FAM,Y45-64,N_GE1,NR,AT	146486 	: 
NTIME_FAM,Y45-64,N_GE1,NR,BE	372821 	: 
NTIME_FAM,Y45-64,N_GE1,NR,BG	135517 	: 
NTIME_FAM,Y45-64,N_GE1,NR,CH	6513 u	: 
NTIME_FAM,Y45-64,N_GE1,NR,CY	14378 e	: 
NTIME_FAM,Y45-64,N_GE1,NR,CZ	75445 u	: 
NTIME_FAM,Y45-64,N_GE1,NR,DE	1523719 	: 
NTIME_FAM,Y45-64,N_GE1,NR,DK	5011 	: 
NTIME_FAM,Y45-64,N_GE1,NR,EA	5487932 	: 
NTIME_FAM,Y45-64,N_GE1,NR,EE	: c	: 
NTIME_FAM,Y45-64,N_GE1,NR,EL	214583 	: 
NTIME_FAM,Y45-64,N_GE1,NR,ES	634840 	: 
NTIME_FAM,Y45-64,N_GE1,NR,EU27	7585724 	: 
NTIME_FAM,Y45-64,N_GE1,NR,EU28	7717256 	: 
NTIME_FAM,Y45-64,N_GE1,NR,FI	: c	: 
NTIME_FAM,Y45-64,N_GE1,NR,FR	385458 	: 
NTIME_FAM,Y45-64,N_GE1,NR,HR	131532 	: 
NTIME_FAM,Y45-64,N_GE1,NR,HU	40459 	: 
NTIME_FAM,Y45-64,N_GE1,NR,IE	40485 	: 
NTIME_FAM,Y45-64,N_GE1,NR,IT	1553941 	: 
NTIME_FAM,Y45-64,N_GE1,NR,LT	20913 	: 
NTIME_FAM,Y45-64,N_GE1,NR,LU	5367 u	: 
NTIME_FAM,Y45-64,N_GE1,NR,LV	15255 	: 
NTIME_FAM,Y45-64,N_GE1,NR,ME	: c	: 
NTIME_FAM,Y45-64,N_GE1,NR,MT	: c	: 
NTIME_FAM,Y45-64,N_GE1,NR,NL	48114 	: 
NTIME_FAM,Y45-64,N_GE1,NR,PL	705434 	: 
NTIME_FAM,Y45-64,N_GE1,NR,PT	369396 	: 
NTIME_FAM,Y45-64,N_GE1,NR,RO	433129 	: 
NTIME_FAM,Y45-64,N_GE1,NR,SE	25849 	: 
NTIME_FAM,Y45-64,N_GE1,NR,SI	15599 	: 
NTIME_FAM,Y45-64,N_GE1,NR,SK	126178 	: 
NTIME_FAM,Y45-64,N_GE1,NR,UK	640780 	: 
NTIME_FAM,Y55-64,N_GE1,NR,AT	76063 u	: 
NTIME_FAM,Y55-64,N_GE1,NR,BE	182514 	: 
NTIME_FAM,Y55-64,N_GE1,NR,BG	65649 	: 
NTIME_FAM,Y55-64,N_GE1,NR,CH	2155 u	: 
NTIME_FAM,Y55-64,N_GE1,NR,CY	8591 e	: 
NTIME_FAM,Y55-64,N_GE1,NR,CZ	: c	: 
NTIME_FAM,Y55-64,N_GE1,NR,DE	693031 u	: 
NTIME_FAM,Y55-64,N_GE1,NR,DK	5011 	: 
NTIME_FAM,Y55-64,N_GE1,NR,EA	2793334 	: 
NTIME_FAM,Y55-64,N_GE1,NR,EE	: c	: 
NTIME_FAM,Y55-64,N_GE1,NR,EL	98842 	: 
NTIME_FAM,Y55-64,N_GE1,NR,ES	317809 	: 
NTIME_FAM,Y55-64,N_GE1,NR,EU27	3750415 	: 
NTIME_FAM,Y55-64,N_GE1,NR,EU28	3785179 	: 
NTIME_FAM,Y55-64,N_GE1,NR,FI	: c	: 
NTIME_FAM,Y55-64,N_GE1,NR,FR	259918 	: 
NTIME_FAM,Y55-64,N_GE1,NR,HR	34764 	: 
NTIME_FAM,Y55-64,N_GE1,NR,HU	21237 	: 
NTIME_FAM,Y55-64,N_GE1,NR,IE	19726 	: 
NTIME_FAM,Y55-64,N_GE1,NR,IT	806058 	: 
NTIME_FAM,Y55-64,N_GE1,NR,LT	17545 	: 
NTIME_FAM,Y55-64,N_GE1,NR,LU	: c	: 
NTIME_FAM,Y55-64,N_GE1,NR,LV	9339 	: 
NTIME_FAM,Y55-64,N_GE1,NR,ME	: c	: 
NTIME_FAM,Y55-64,N_GE1,NR,MT	: c	: 
NTIME_FAM,Y55-64,N_GE1,NR,NL	31848 	: 
NTIME_FAM,Y55-64,N_GE1,NR,PL	347447 	: 
NTIME_FAM,Y55-64,N_GE1,NR,PT	197456 	: 
NTIME_FAM,Y55-64,N_GE1,NR,RO	208882 	: 
NTIME_FAM,Y55-64,N_GE1,NR,SE	1792 	: 
NTIME_FAM,Y55-64,N_GE1,NR,SI	9217 u	: 
NTIME_FAM,Y55-64,N_GE1,NR,SK	73251 	: 
NTIME_FAM,Y55-64,N_GE1,NR,UK	242520 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,AT	422071 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,BE	808684 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,BG	404004 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,CH	81401 u	: 
NTIME_FAM,Y_GE15,N_GE1,NR,CY	39439 e	: 
NTIME_FAM,Y_GE15,N_GE1,NR,CZ	248022 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,DE	4156299 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,DK	10870 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,EA	14632072 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,EE	47485 u	: 
NTIME_FAM,Y_GE15,N_GE1,NR,EL	525572 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,ES	1464190 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,EU27	20985276 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,EU28	21308551 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,FI	: c	: 
NTIME_FAM,Y_GE15,N_GE1,NR,FR	1151056 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,HR	323275 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,HU	134412 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,IE	121996 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,IT	4342547 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,LT	51422 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,LU	18326 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,LV	57419 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,ME	: c	: 
NTIME_FAM,Y_GE15,N_GE1,NR,MT	10374 u	: 
NTIME_FAM,Y_GE15,N_GE1,NR,NL	139791 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,PL	1913097 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,PT	956068 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,RO	1116372 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,SE	91196 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,SI	34087 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,SK	378294 	: 
NTIME_FAM,Y_GE15,N_GE1,NR,UK	2326390 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,AT	105523 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,BE	141099 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,BG	78560 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,CH	41762 u	: 
NTIME_FAM,Y_GE65,N_GE1,NR,CY	7771 e	: 
NTIME_FAM,Y_GE65,N_GE1,NR,CZ	: c	: 
NTIME_FAM,Y_GE65,N_GE1,NR,DE	945337 u	: 
NTIME_FAM,Y_GE65,N_GE1,NR,DK	2444 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,EA	3862840 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,EE	: c	: 
NTIME_FAM,Y_GE65,N_GE1,NR,EL	95289 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,ES	407527 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,EU27	4906822 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,EU28	4909929 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,FI	: c	: 
NTIME_FAM,Y_GE65,N_GE1,NR,FR	355213 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,HR	3107 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,HU	43518 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,IE	10068 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,IT	1419631 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,LT	24335 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,LU	: c	: 
NTIME_FAM,Y_GE65,N_GE1,NR,LV	10022 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,ME	: c	: 
NTIME_FAM,Y_GE65,N_GE1,NR,MT	: c	: 
NTIME_FAM,Y_GE65,N_GE1,NR,NL	32260 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,PL	184151 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,PT	271106 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,RO	132476 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,SE	11289 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,SI	8950 	: 
NTIME_FAM,Y_GE65,N_GE1,NR,SK	: c	: 
NTIME_FAM,Y_GE65,N_GE1,NR,UK	534350 	: 
NTIME_FAM,Y_LT15,N_GE1,NR,CH	8489 u	: 
NTIME_FAM,Y_LT15,N_GE1,NR,EA	: u	: 
NTIME_FAM,Y_LT15,N_GE1,NR,EU27	: u	: 
NTIME_FAM,Y_LT15,N_GE1,NR,EU28	: u	: 
NTIME_FAM,Y_LT15,N_GE1,NR,HU	16578 	: 
NTIME_FAM,Y_LT15,N_GE1,NR,NL	6548 	: 
NTIME_FAM,Y_LT15,N_GE1,NR,PT	9159 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,AT	72893 u	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,BE	333359 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,BG	168148 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,CH	20391 u	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,CY	: c	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,CZ	: c	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,DE	: c	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,DK	21750 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,EA	3534402 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,EE	: c	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,EL	74726 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,ES	280456 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,EU27	4883226 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,EU28	4901774 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,FI	: c	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,FR	595040 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,HR	18548 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,HU	68961 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,IE	32278 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,IT	1030983 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,LT	20154 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,LU	: c	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,LV	9173 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,ME	: c	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,MT	4354 u	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,NL	77342 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,PL	409291 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,PT	312612 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,RO	125327 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,SE	60113 	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,SI	11065 u	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,SK	: c	: 
NTIME_WRK_STU,Y15-24,N_GE1,NR,UK	446100 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,AT	69330 u	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,BE	148973 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,BG	105687 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,CH	11782 u	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,CY	5578 u	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,CZ	: c	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,DE	948785 u	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,DK	14448 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,EA	3179886 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,EE	: c	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,EL	102429 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,ES	374273 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,EU27	4809084 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,EU28	4853064 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,FI	: c	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,FR	324139 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,HR	43980 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,HU	70129 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,IE	50548 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,IT	749279 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,LT	6904 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,LU	0 u	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,LV	9583 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,ME	: c	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,MT	: c	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,NL	64048 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,PL	575577 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,PT	277193 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,RO	354810 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,SE	62254 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,SI	17022 u	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,SK	36161 	: 
NTIME_WRK_STU,Y25-34,N_GE1,NR,UK	391170 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,AT	161996 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,BE	269411 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,BG	286625 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,CH	23994 u	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,CY	11466 e	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,CZ	93539 u	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,DE	1934104 u	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,DK	43281 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,EA	6570468 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,EE	: c	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,EL	248781 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,ES	846967 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,EU27	10244104 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,EU28	10334143 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,FI	: c	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,FR	561708 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,HR	90039 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,HU	149911 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,IE	71512 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,IT	1546723 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,LT	10264 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,LU	: c	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,LV	24740 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,ME	: c	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,MT	6228 u	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,NL	89376 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,PL	1350604 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,PT	667561 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,RO	806662 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,SE	82730 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,SI	36446 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,SK	99999 	: 
NTIME_WRK_STU,Y25-44,N_GE1,NR,UK	825280 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,AT	92666 u	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,BE	120438 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,BG	180938 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,CH	12212 u	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,CY	5887 e	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,CZ	: c	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,DE	985319 u	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,DK	28833 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,EA	3390584 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,EE	: c	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,EL	146352 	: 
NTIME_WRK_STU,Y35-44,N_GE1,NR,ES	472695 	: 
