c_resid,unit,nace_r2,terrtypo,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NAT,NR,I552_I553,CST_A,SI	397837 	375697 	355038 	313185 	319491 	352222 b
NAT,NR,I552_I553,CST_A,SK	0 	0 	0 	0 	0 	0 
NAT,NR,I552_I553,CST_A,UK	: 	69068810 	: 	: 	69629000 	71436000 
NAT,NR,I552_I553,NCST_A,AT	10111660 	9718048 	9122164 	8860126 	8618875 	8620501 
NAT,NR,I552_I553,NCST_A,BE	7738961 	7619825 	7258475 	: 	6103940 	6161436 
NAT,NR,I552_I553,NCST_A,BG	767495 	773943 	739193 	715740 	628594 	610829 
NAT,NR,I552_I553,NCST_A,CH	: 	10143614 	: 	: 	: 	: 
NAT,NR,I552_I553,NCST_A,CY	0 	0 	0 	0 	0 	0 
NAT,NR,I552_I553,NCST_A,CZ	11065509 	10805163 	10517215 	9120954 	9338556 	9574754 
NAT,NR,I552_I553,NCST_A,DE	65328612 	63391586 	61766670 	60677571 	58622230 	59179488 
NAT,NR,I552_I553,NCST_A,DK	1126686 	1099607 	1105161 	1103085 	1112567 	1128025 
NAT,NR,I552_I553,NCST_A,EA	254295883 e	242396912 	: 	: 	: 	: 
NAT,NR,I552_I553,NCST_A,EE	420767 	409678 	359791 	332978 	334262 	322528 
NAT,NR,I552_I553,NCST_A,EL	693873 e	677277 e	629844 e	660477 e	649491 	758891 e
NAT,NR,I552_I553,NCST_A,ES	18882956 	17341490 	15568351 	14337689 	12470982 	13055591 
NAT,NR,I552_I553,NCST_A,EU27	331988383 e	317637878 	: 	292890396 e	288280234 	287746763 e
NAT,NR,I552_I553,NCST_A,EU28	332629109 e	318237353 	: 	293418674 e	288774836 	287894135 e
NAT,NR,I552_I553,NCST_A,FI	2257274 	2174583 	2010315 	2121034 	2169661 	2029847 
NAT,NR,I552_I553,NCST_A,FR	81029298 	74248427 	72528615 	70311341 	70845971 	71522718 b
NAT,NR,I552_I553,NCST_A,HR	640726 	599475 	588743 	528278 	494602 	444142 
NAT,NR,I552_I553,NCST_A,HU	5114343 	4552220 	4454933 	4283535 	3846282 	3717708 
NAT,NR,I552_I553,NCST_A,IE	: 	406353 e	482448 e	1071154 e	: u	: 
NAT,NR,I552_I553,NCST_A,IS	: 	63229 	54234 	68444 	66739 	72281 
NAT,NR,I552_I553,NCST_A,IT	26153976 	25430671 	24268341 	23356059 	23406140 	23492165 
NAT,NR,I552_I553,NCST_A,LI	1622 	1284 	897 	1092 	1148 	1259 
NAT,NR,I552_I553,NCST_A,LT	1513314 	1512787 	1478774 	1389204 	1267359 	1221636 
NAT,NR,I552_I553,NCST_A,LU	150706 	158077 	171895 	193718 	167851 	128249 
NAT,NR,I552_I553,NCST_A,LV	338104 	225677 	193728 	272213 	225627 	196867 
NAT,NR,I552_I553,NCST_A,ME	: 	50843 	44412 	: 	: 	27738 
NAT,NR,I552_I553,NCST_A,MK	364818 	339764 	335096 	361758 	: 	: 
NAT,NR,I552_I553,NCST_A,MT	0 	0 	0 	0 	0 	0 
NAT,NR,I552_I553,NCST_A,NL	32650997 	32903355 	33623108 	32696388 	32749146 b	27126543 
NAT,NR,I552_I553,NCST_A,NO	: 	3215055 	3086739 	2981720 	2849890 	2862832 
NAT,NR,I552_I553,NCST_A,PL	21918218 	21108668 	19517938 	18617696 	18480434 	19250672 
NAT,NR,I552_I553,NCST_A,PT	1758043 	1516854 	1277014 	1021983 	1024296 b	802074 
NAT,NR,I552_I553,NCST_A,RO	3938509 	3373520 	3069202 	2466139 	2262494 	2061991 
NAT,NR,I552_I553,NCST_A,RS	: 	: 	1910378 	: 	2120371 	2165703 
NAT,NR,I552_I553,NCST_A,SE	7931910 	7698015 	7684654 	7505236 	7112902 	6967017 
NAT,NR,I552_I553,NCST_A,SI	1377968 	1333457 	1288279 	1207455 	1291547 	1305947 b
NAT,NR,I552_I553,NCST_A,SK	3483021 	3328767 	3007052 	2791300 	2916741 	2806139 
NAT,NR,I552_I553,NCST_A,UK	: 	25829830 	: 	: 	21601000 	22799000 
NAT,NR,I552_I553,TOTAL,AT	10111660 	9718048 	9122164 	8860126 	8618875 	8620501 b
NAT,NR,I552_I553,TOTAL,AT1	2397947 	2194467 	2087086 	2090563 	2009435 	2015004 b
NAT,NR,I552_I553,TOTAL,AT11	662394 	617819 	548460 	509346 	477614 	492148 b
NAT,NR,I552_I553,TOTAL,AT12	1537378 	1376382 	1360951 	1395105 	1355826 	1338351 b
NAT,NR,I552_I553,TOTAL,AT13	198175 	200266 	177675 	186112 	175995 	184505 b
NAT,NR,I552_I553,TOTAL,AT2	3470532 	3400497 	3085370 	2927628 	2795826 	2831253 b
NAT,NR,I552_I553,TOTAL,AT21	1745649 	1680821 	1491812 	1383892 	1366738 	1395947 b
NAT,NR,I552_I553,TOTAL,AT22	1724883 	1719676 	1593558 	1543736 	1429088 	1435306 b
NAT,NR,I552_I553,TOTAL,AT3	4243181 	4123084 	3949708 	3841935 	3813614 	3774244 b
NAT,NR,I552_I553,TOTAL,AT31	1581841 	1547005 	1489126 	1501240 	1500764 	1511581 b
NAT,NR,I552_I553,TOTAL,AT32	1977223 	1905601 	1832179 	1744040 	1706706 	1673403 b
NAT,NR,I552_I553,TOTAL,AT33	549287 	539130 	508474 	478069 	485650 	476848 b
NAT,NR,I552_I553,TOTAL,AT34	134830 	131348 	119929 	118586 	120494 	112412 b
NAT,NR,I552_I553,TOTAL,BE	12707510 	12823695 	12480481 	: 	8411043 	8506411 b
NAT,NR,I552_I553,TOTAL,BE1	52880 	43099 	51641 	: 	54482 	53681 b
NAT,NR,I552_I553,TOTAL,BE10	52880 	43099 	51641 	: 	54482 	53681 b
NAT,NR,I552_I553,TOTAL,BE2	9887731 	10008845 	9878025 	: 	6277892 	6308662 b
NAT,NR,I552_I553,TOTAL,BE21	1283624 	1312607 	1229978 	: 	1119176 	1146615 b
NAT,NR,I552_I553,TOTAL,BE22	1936875 	1913126 	1835457 	: 	1629290 	1632629 b
NAT,NR,I552_I553,TOTAL,BE23	639615 	580291 	594161 	: 	536186 	494679 b
NAT,NR,I552_I553,TOTAL,BE24	344461 	336120 	343895 	: 	312716 	316975 b
NAT,NR,I552_I553,TOTAL,BE25	5683156 	5866701 	5874534 	: 	2680524 	2717764 b
NAT,NR,I552_I553,TOTAL,BE3	2766899 	2771751 	2550815 	: 	2078669 	2144068 b
NAT,NR,I552_I553,TOTAL,BE31	22290 	16912 	18560 	: 	14424 	15308 b
NAT,NR,I552_I553,TOTAL,BE32	273322 	263760 	232437 	: 	186334 	188938 b
NAT,NR,I552_I553,TOTAL,BE33	776901 	744521 	627447 	: 	590411 	634649 b
NAT,NR,I552_I553,TOTAL,BE34	1075392 	1155347 	1080051 	: 	797569 	785220 b
NAT,NR,I552_I553,TOTAL,BE35	618994 	591211 	592320 	: 	489931 	519953 b
NAT,NR,I552_I553,TOTAL,BG	1609860 	1580571 	1486114 	1401399 	1320199 	1270073 b
NAT,NR,I552_I553,TOTAL,BG3	1160068 	1121055 	1042594 	1014301 	953049 	890310 b
NAT,NR,I552_I553,TOTAL,BG31	95406 	95906 	76040 	86613 	67498 	62713 b
NAT,NR,I552_I553,TOTAL,BG32	108995 	106024 	100763 	102945 	97897 	107025 b
NAT,NR,I552_I553,TOTAL,BG33	314183 	291335 	281834 	259731 	273714 	239786 b
NAT,NR,I552_I553,TOTAL,BG34	641484 	627790 	583957 	565012 	513940 	480786 b
NAT,NR,I552_I553,TOTAL,BG4	449792 	459516 	443520 	387098 	367150 	379763 b
NAT,NR,I552_I553,TOTAL,BG41	193928 	205577 	188792 	138205 	119140 	145487 b
NAT,NR,I552_I553,TOTAL,BG42	255864 	253939 	254728 	248893 	248010 	234276 b
NAT,NR,I552_I553,TOTAL,CH	: 	10143614 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,CH0	: 	10143614 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,CH01	: 	3014394 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,CH02	: 	1962323 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,CH03	: 	117610 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,CH04	: 	218537 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,CH05	: 	2729440 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,CH06	: 	916877 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,CH07	: 	1184434 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,CY	4734 	1381 	828 	14287 	14980 	18061 b
NAT,NR,I552_I553,TOTAL,CY0	4734 	1381 	828 	14287 	14980 	18061 b
NAT,NR,I552_I553,TOTAL,CY00	4734 	1381 	828 	14287 	14980 	18061 b
NAT,NR,I552_I553,TOTAL,CZ	11065509 	10805163 	10517215 	9120954 	9338556 	9574754 b
NAT,NR,I552_I553,TOTAL,CZ0	11065509 	10805163 	10517215 	9120954 	9338556 	9574754 b
NAT,NR,I552_I553,TOTAL,CZ01	290469 	281487 	284010 	235988 	287845 	259613 b
NAT,NR,I552_I553,TOTAL,CZ02	652203 	668747 	659713 	554556 	590003 	653136 b
NAT,NR,I552_I553,TOTAL,CZ03	2083976 	2166749 	2088712 	1788076 	1816877 	1742568 b
NAT,NR,I552_I553,TOTAL,CZ04	1048137 	1039460 	982125 	820860 	773511 	932368 b
NAT,NR,I552_I553,TOTAL,CZ05	2943979 	2786939 	2753154 	2374606 	2559910 	2712595 b
NAT,NR,I552_I553,TOTAL,CZ06	1496256 	1384516 	1349522 	1274493 	1274931 	1166306 b
NAT,NR,I552_I553,TOTAL,CZ07	1590618 	1557228 	1509445 	1334615 	1325729 	1315738 b
NAT,NR,I552_I553,TOTAL,CZ08	959871 	920037 	890534 	737760 	709750 	792430 b
NAT,NR,I552_I553,TOTAL,DE	97945590 	95168942 	92092888 	89875701 	87180293 	87626347 b
NAT,NR,I552_I553,TOTAL,DE1	8067756 	7855297 	7598366 	7378874 	7263169 	7447935 b
NAT,NR,I552_I553,TOTAL,DE11	1339534 	1248713 	1258622 	1252369 	1259863 	1223936 b
NAT,NR,I552_I553,TOTAL,DE12	1318912 	1292331 	1275369 	1181418 	1129434 	1147689 b
NAT,NR,I552_I553,TOTAL,DE13	3371099 	3310199 	3204734 	3126310 	3058946 	3109654 b
NAT,NR,I552_I553,TOTAL,DE14	2038211 	2004054 	1859641 	1818777 	1814926 	1966656 b
NAT,NR,I552_I553,TOTAL,DE2	15828480 	15258728 	14584886 	14191980 	13917282 	14090401 b
NAT,NR,I552_I553,TOTAL,DE21	5060717 	4885614 	4717804 	4640967 	4500940 	4548917 b
NAT,NR,I552_I553,TOTAL,DE22	2552744 	2500789 	2532187 	2493370 	2539199 	2607786 b
NAT,NR,I552_I553,TOTAL,DE23	1017989 	992510 	905140 	906192 	912769 	937848 b
NAT,NR,I552_I553,TOTAL,DE24	699589 	720906 	673946 	650866 	642579 	688768 b
NAT,NR,I552_I553,TOTAL,DE25	1123588 	1035462 	959544 	908122 	838887 	815357 b
NAT,NR,I552_I553,TOTAL,DE26	901185 	956678 	963198 	897920 	858418 	854238 b
NAT,NR,I552_I553,TOTAL,DE27	4472668 	4166769 	3833067 	3694543 	3624490 	3637487 b
NAT,NR,I552_I553,TOTAL,DE3	2310651 	2218759 	2339640 	2332550 	2109623 	2076104 b
NAT,NR,I552_I553,TOTAL,DE30	2310651 	2218759 	2339640 	2332550 	2109623 	2076104 b
NAT,NR,I552_I553,TOTAL,DE4	4168166 	4155063 	3994816 	3758547 	3624941 	3572719 b
NAT,NR,I552_I553,TOTAL,DE40	4168166 	4155063 	3994816 	3758547 	3624941 	3572719 b
NAT,NR,I552_I553,TOTAL,DE5	168400 	156449 	158882 	: 	: 	141197 b
NAT,NR,I552_I553,TOTAL,DE50	168400 	156449 	158882 	: 	: 	141197 b
NAT,NR,I552_I553,TOTAL,DE6	1023046 	1015189 	908651 	881386 	802136 	555149 b
NAT,NR,I552_I553,TOTAL,DE60	1023046 	1015189 	908651 	881386 	802136 	555149 b
NAT,NR,I552_I553,TOTAL,DE7	4089267 	3908414 	3903277 	3838900 	3928758 	4033687 b
NAT,NR,I552_I553,TOTAL,DE71	1479426 	1360654 	1354274 	1331006 	1317747 	1323505 b
NAT,NR,I552_I553,TOTAL,DE72	690558 	656806 	708831 	661794 	652373 	641634 b
NAT,NR,I552_I553,TOTAL,DE73	1919283 	1890954 	1840172 	1846100 	1958638 	2068548 b
NAT,NR,I552_I553,TOTAL,DE8	12435165 	12942046 	12596291 	11869203 	11811377 	11976631 b
NAT,NR,I552_I553,TOTAL,DE80	12435165 	12942046 	12596291 	11869203 	11811377 	11976631 b
NAT,NR,I552_I553,TOTAL,DE9	16190331 	16051278 	15351526 	15111227 	14829523 	15003440 b
NAT,NR,I552_I553,TOTAL,DE91	1347557 	1399773 	1405142 	1414425 	1375123 	1354558 b
NAT,NR,I552_I553,TOTAL,DE92	1066365 	1059343 	979049 	960121 	968852 	1009785 b
NAT,NR,I552_I553,TOTAL,DE93	4719227 	4734165 	4589470 	4556321 	4321702 	4417345 b
NAT,NR,I552_I553,TOTAL,DE94	9057182 	8857997 	8377865 	8180360 	8163846 	8221752 b
NAT,NR,I552_I553,TOTAL,DEA	6401108 	6080570 	6045838 	6012362 	5836076 	5705451 b
NAT,NR,I552_I553,TOTAL,DEA1	1051366 	998747 	1021662 	1067515 	1041542 	974158 b
NAT,NR,I552_I553,TOTAL,DEA2	1711547 	1671849 	1693837 	1658437 	1609906 	1544680 b
NAT,NR,I552_I553,TOTAL,DEA3	730833 	697972 	692262 	611105 	602139 	577160 b
NAT,NR,I552_I553,TOTAL,DEA4	746989 	697707 	689757 	736335 	695001 	711079 b
NAT,NR,I552_I553,TOTAL,DEA5	2160373 	2014295 	1948320 	1938970 	1887488 	1898374 b
NAT,NR,I552_I553,TOTAL,DEB	4593937 	4401192 	4371657 	4273413 	4193727 	4237498 b
NAT,NR,I552_I553,TOTAL,DEB1	1950054 	1836715 	1839336 	1800328 	1769734 	1795613 b
NAT,NR,I552_I553,TOTAL,DEB2	1711388 	1644182 	1633896 	1606456 	1562435 	1564916 b
NAT,NR,I552_I553,TOTAL,DEB3	932495 	920295 	898425 	866629 	861558 	876969 b
NAT,NR,I552_I553,TOTAL,DEC	741697 	706655 	706970 	652961 	471465 	327969 b
NAT,NR,I552_I553,TOTAL,DEC0	741697 	706655 	706970 	652961 	471465 	327969 b
NAT,NR,I552_I553,TOTAL,DED	3131861 	2960910 	2891129 	2894403 	2773841 	2819520 b
NAT,NR,I552_I553,TOTAL,DED2	1462470 	1369919 	1357503 	1357372 	1270833 	1299507 b
NAT,NR,I552_I553,TOTAL,DED4	1083268 	1060819 	1058142 	1108416 	1105564 	1158673 b
NAT,NR,I552_I553,TOTAL,DED5	586123 	530172 	475484 	428615 	397444 	361340 b
NAT,NR,I552_I553,TOTAL,DEE	1763564 	1682552 	1616671 	1569310 	1551377 	1599790 b
NAT,NR,I552_I553,TOTAL,DEE0	1763564 	1682552 	1616671 	1569310 	1551377 	1599790 b
NAT,NR,I552_I553,TOTAL,DEF	15377643 	14138472 	13467792 	13271601 	12375434 	12468408 b
NAT,NR,I552_I553,TOTAL,DEF0	15377643 	14138472 	13467792 	13271601 	12375434 	12468408 b
NAT,NR,I552_I553,TOTAL,DEG	1654518 	1637368 	1556496 	: 	: 	1570448 b
NAT,NR,I552_I553,TOTAL,DEG0	1654518 	1637368 	1556496 	: 	: 	1570448 b
NAT,NR,I552_I553,TOTAL,DK	11558928 	11899055 	11722942 	11739889 	11714973 	11755730 b
NAT,NR,I552_I553,TOTAL,DK0	11558928 	11899055 	11722942 	11739889 	11714973 	11755730 b
NAT,NR,I552_I553,TOTAL,DK01	1268018 	1331181 	1300780 	1237656 	1290866 	1205867 b
NAT,NR,I552_I553,TOTAL,DK02	1785080 	1803209 	1762869 	1780648 	1713754 	1770077 b
NAT,NR,I552_I553,TOTAL,DK03	3944856 	4118761 	4078537 	4010046 	3956244 	3996783 b
NAT,NR,I552_I553,TOTAL,DK04	2224086 	2248763 	2242016 	2296081 	2273159 	2208946 b
NAT,NR,I552_I553,TOTAL,DK05	2336888 	2397140 	2338740 	2415458 	2480950 	2574057 b
NAT,NR,I552_I553,TOTAL,EA	476037978 e	451326051 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,EE	745960 	718875 	632563 	599949 	604338 	570931 b
NAT,NR,I552_I553,TOTAL,EE0	745960 	718875 	632563 	599949 	604338 	570931 b
NAT,NR,I552_I553,TOTAL,EE00	745960 	718875 	632563 	599949 	604338 	570931 b
NAT,NR,I552_I553,TOTAL,EL	7832955 e	7886019 e	7161761 e	7391572 e	7105533 	6997057 e
NAT,NR,I552_I553,TOTAL,EL3	358312 e	355043 e	350806 e	367202 e	296846 	231603 e
NAT,NR,I552_I553,TOTAL,EL30	358312 e	355043 e	350806 e	367202 e	296846 	231603 e
NAT,NR,I552_I553,TOTAL,EL4	2592075 e	2705652 e	2338569 e	2449262 e	2428290 	2405002 e
NAT,NR,I552_I553,TOTAL,EL41	183123 e	153639 e	149920 e	157273 e	141507 	119511 e
NAT,NR,I552_I553,TOTAL,EL42	2248305 e	2384007 e	2024187 e	2123203 e	2109209 	2095880 e
NAT,NR,I552_I553,TOTAL,EL43	160647 e	168006 e	164462 e	168786 e	177574 	189611 e
NAT,NR,I552_I553,TOTAL,EL5	2039787 e	2094226 e	1932203 e	1947094 e	2053088 	2204116 e
NAT,NR,I552_I553,TOTAL,EL51	193620 e	193779 e	176572 e	184946 e	239997 	270474 e
NAT,NR,I552_I553,TOTAL,EL52	1550161 e	1625605 e	1486477 e	1479797 e	1521123 	1616724 e
NAT,NR,I552_I553,TOTAL,EL53	75394 e	64835 e	65119 e	68312 e	56257 	44619 e
NAT,NR,I552_I553,TOTAL,EL54	220612 e	210007 e	204035 e	214039 e	235711 	272299 e
NAT,NR,I552_I553,TOTAL,EL6	2842781 e	2731098 e	2540183 e	2628014 e	2327309 	2156336 e
NAT,NR,I552_I553,TOTAL,EL61	496640 e	488340 e	439208 e	464663 e	502995 	544768 e
NAT,NR,I552_I553,TOTAL,EL62	1246517 e	1152495 e	1088068 e	1140168 e	846864 	680154 e
NAT,NR,I552_I553,TOTAL,EL63	116092 e	116661 e	115132 e	117428 e	115427 	115920 e
NAT,NR,I552_I553,TOTAL,EL64	383415 e	347674 e	314064 e	324734 e	328082 	325907 e
NAT,NR,I552_I553,TOTAL,EL65	600117 e	625928 e	583711 e	581021 e	533941 	489587 e
NAT,NR,I552_I553,TOTAL,ES	49470237 	46161689 	42553368 	39597339 	36130294 	37180722 b
NAT,NR,I552_I553,TOTAL,ES1	5519021 	5151326 	4594369 	4161385 	3738965 	3958900 b
NAT,NR,I552_I553,TOTAL,ES11	1525328 	1500825 	1290840 	1197531 	1092670 	1100626 b
NAT,NR,I552_I553,TOTAL,ES12	1833978 	1631491 	1443617 	1310917 	1196796 	1301611 b
NAT,NR,I552_I553,TOTAL,ES13	2159714 	2019010 	1859911 	1652937 	1449499 	1556664 b
NAT,NR,I552_I553,TOTAL,ES2	4514787 	4210791 	3826581 	3369632 	2976546 	3113131 b
NAT,NR,I552_I553,TOTAL,ES21	1114468 	1073196 	929860 	792539 	582848 	615313 b
NAT,NR,I552_I553,TOTAL,ES22	1013088 	936298 	855075 	740118 	700528 	724459 b
NAT,NR,I552_I553,TOTAL,ES23	572192 	497864 	467211 	436529 	442976 	457525 b
NAT,NR,I552_I553,TOTAL,ES24	1815038 	1703434 	1574435 	1400445 	1250193 	1315835 b
NAT,NR,I552_I553,TOTAL,ES3	1940222 	1817957 	1609383 	1385083 	1292908 	1414398 b
NAT,NR,I552_I553,TOTAL,ES30	1940222 	1817957 	1609383 	1385083 	1292908 	1414398 b
NAT,NR,I552_I553,TOTAL,ES4	4858002 	4489271 	4014744 	3758021 	3198305 	3308073 b
NAT,NR,I552_I553,TOTAL,ES41	2732625 	2508880 	2293645 	2206219 	1907984 	2019067 b
NAT,NR,I552_I553,TOTAL,ES42	1288042 	1198703 	1025691 	916198 	740969 	739870 b
NAT,NR,I552_I553,TOTAL,ES43	837335 	781688 	695408 	635605 	549352 	549136 b
NAT,NR,I552_I553,TOTAL,ES5	21328894 	19761138 	18417866 	17560789 	15889690 	16249199 b
NAT,NR,I552_I553,TOTAL,ES51	11754190 	10983836 	10483378 	10325587 	9237088 	9478899 b
NAT,NR,I552_I553,TOTAL,ES52	8388976 	7655663 	6797335 	6049215 	5541445 	5767068 b
NAT,NR,I552_I553,TOTAL,ES53	1185728 	1121639 	1137154 	1185985 	1111157 	1003232 b
NAT,NR,I552_I553,TOTAL,ES6	8010567 	7251028 	6895957 	6345632 	5715525 	5794865 b
NAT,NR,I552_I553,TOTAL,ES61	6958422 	6230549 	5913800 	5384741 	4794583 	4857233 b
NAT,NR,I552_I553,TOTAL,ES62	1049433 	1018475 	973542 	953865 	920942 	937632 b
NAT,NR,I552_I553,TOTAL,ES63	0 	0 	0 	0 	0 	0 b
NAT,NR,I552_I553,TOTAL,ES64	2713 	2004 	8615 	7025 	0 	0 b
NAT,NR,I552_I553,TOTAL,ES7	3298745 	3480178 	3194471 	3016798 	3318356 	3342156 b
NAT,NR,I552_I553,TOTAL,ES70	3298745 	3480178 	3194471 	3016798 	3318356 	3342156 b
NAT,NR,I552_I553,TOTAL,EU27	654992813 e	627864439 	: 	590291859 e	582694526 	581796600 b
NAT,NR,I552_I553,TOTAL,EU28	658522766 e	631233124 	: 	593232051 e	585540988 	584641931 b
NAT,NR,I552_I553,TOTAL,FI	3118080 	2916678 	2763316 	2904630 	2925329 	2796554 b
NAT,NR,I552_I553,TOTAL,FI1	3071107 	2868758 	2710733 	2853922 	2870735 	2738728 b
NAT,NR,I552_I553,TOTAL,FI19	620605 	643958 	658957 	660707 	716165 	722031 b
NAT,NR,I552_I553,TOTAL,FI1B	360468 	173830 	187382 	174367 	160309 	156258 b
NAT,NR,I552_I553,TOTAL,FI1C	474402 	462749 	442182 	452375 	441641 	446625 b
NAT,NR,I552_I553,TOTAL,FI1D	1615632 	1588221 	1422212 	1566473 	1552620 	1413814 b
NAT,NR,I552_I553,TOTAL,FI2	46973 	47920 	52583 	50708 	54594 	57826 b
NAT,NR,I552_I553,TOTAL,FI20	46973 	47920 	52583 	50708 	54594 	57826 b
NAT,NR,I552_I553,TOTAL,FR	161710067 u	147218335 u	148377985 	143065326 	144394327 	142370600 b
NAT,NR,I552_I553,TOTAL,FR1	7406205 u	5124192 u	5115292 	4479879 	4325963 	4173511 b
NAT,NR,I552_I553,TOTAL,FR10	7406205 u	5124192 u	5115292 	4479879 	4325963 	4173511 b
NAT,NR,I552_I553,TOTAL,FR2	: 	10224745 	10214159 	9982982 	9982541 	9595232 b
NAT,NR,I552_I553,TOTAL,FR21	: 	: c	523884 	521044 	490610 	450523 b
NAT,NR,I552_I553,TOTAL,FR22	: 	: c	1739660 	1750693 	1756319 	1700779 b
NAT,NR,I552_I553,TOTAL,FR23	: 	: c	1703789 	1699503 	1668829 	1528111 b
NAT,NR,I552_I553,TOTAL,FR24	: 	2669112 u	2569606 	2499668 	2532969 	2384263 b
NAT,NR,I552_I553,TOTAL,FR25	: 	2795819 u	2785536 	2718328 	2736991 	2695784 b
NAT,NR,I552_I553,TOTAL,FR26	: 	: c	891685 	793744 	796824 	835770 b
NAT,NR,I552_I553,TOTAL,FR3	: 	: c	1159302 	1084251 	1116066 	1156446 b
NAT,NR,I552_I553,TOTAL,FR30	: 	: c	1159302 	1084251 	1116066 	1156446 b
NAT,NR,I552_I553,TOTAL,FR4	: 	4362635 u	4302405 	4243915 	4177682 	4316969 b
NAT,NR,I552_I553,TOTAL,FR41	: 	1695417 u	1683644 	1672858 	1633140 	1729761 b
NAT,NR,I552_I553,TOTAL,FR42	: 	1437436 u	1394855 	1385917 	1336969 	1351651 b
NAT,NR,I552_I553,TOTAL,FR43	: 	1229783 u	1223906 	1185139 	1207573 	1235557 b
NAT,NR,I552_I553,TOTAL,FR5	: 	31445250 u	31608994 	30056102 	28922513 	28032070 b
NAT,NR,I552_I553,TOTAL,FR51	: 	12073691 	12291911 	11787206 	11229627 	10972718 b
NAT,NR,I552_I553,TOTAL,FR52	: 	10765769 	11326301 	10490016 	10028098 	9380572 b
NAT,NR,I552_I553,TOTAL,FR53	: 	8605789 u	7990782 	7778881 	7664789 	7678780 b
NAT,NR,I552_I553,TOTAL,FR6	: 	: c	25146238 	23915518 	24654784 	24130164 b
NAT,NR,I552_I553,TOTAL,FR61	: 	17379615 	17113142 	15968926 	16425538 	16128412 b
NAT,NR,I552_I553,TOTAL,FR62	: 	7183909 	7087275 	7055373 	7186431 	6987971 b
NAT,NR,I552_I553,TOTAL,FR63	: 	: c	945821 	891219 	1042815 	1013781 b
NAT,NR,I552_I553,TOTAL,FR7	: 	23347014 u	23174043 	22771196 	23298882 	23638755 b
NAT,NR,I552_I553,TOTAL,FR71	: 	20620072 	20553835 	20274517 	20695458 	21066412 b
NAT,NR,I552_I553,TOTAL,FR72	: 	2726942 u	2620208 	2496679 	2603424 	2572343 b
NAT,NR,I552_I553,TOTAL,FR8	: 	45880470 	47555622 	46334150 	47616124 	47128467 b
NAT,NR,I552_I553,TOTAL,FR81	: 	19899654 	20136310 	19869761 	19932518 	19340991 b
NAT,NR,I552_I553,TOTAL,FR82	: 	21154459 	22756861 	22068356 	22822898 	23667171 b
NAT,NR,I552_I553,TOTAL,FR83	: 	4826356 	4662450 	4396034 	4860707 	4120305 b
NAT,NR,I552_I553,TOTAL,FRA	: 	: c	101932 	197334 	: 	: 
NAT,NR,I552_I553,TOTAL,FRA1	: 	: c	16404 	1794 	: 	: 
NAT,NR,I552_I553,TOTAL,FRA2	: 	0 	85528 	195540 	292370 	166963 u
NAT,NR,I552_I553,TOTAL,FRA3	: 	0 	0 	0 	0 	0 u
NAT,NR,I552_I553,TOTAL,FRA4	: 	0 	0 	0 	5224 	29418 u
NAT,NR,I552_I553,TOTAL,FRA5	: 	0 	0 	0 	: 	: 
NAT,NR,I552_I553,TOTAL,FRB	2860672 u	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRB0	2860672 u	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRC	: c	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRC1	: c	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRC2	1268584 u	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRD	: c	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRD1	3171378 u	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRD2	: c	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRE	: c	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRE1	1362447 u	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRE2	: c	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRF	: c	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRF1	1672471 u	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRF2	: c	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRF3	1860478 u	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRG	13373784 	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRG0	13373784 	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRH	12361739 	: 	: 	: 	: 	: 
NAT,NR,I552_I553,TOTAL,FRH0	12361739 	: 	: 	: 	: 	: 
