c_resid,unit,nace_r2,deg_urb,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NAT,NR,I552,TOTAL,BE	11582421 	11656453 	11258118 	: 	7274438 	7171667 b
NAT,NR,I552,TOTAL,BE1	52880 	43099 	51641 	: 	54482 	53681 b
NAT,NR,I552,TOTAL,BE10	52880 	43099 	51641 	: 	54482 	53681 b
NAT,NR,I552,TOTAL,BE2	9102158 	9185237 	9009831 	: 	5471881 	5351247 b
NAT,NR,I552,TOTAL,BE21	1142417 	1155198 	1068657 	: 	992264 	1002179 b
NAT,NR,I552,TOTAL,BE22	1740745 	1733005 	1657216 	: 	1502880 	1367131 b
NAT,NR,I552,TOTAL,BE23	551801 	489795 	477992 	: 	428084 	392120 b
NAT,NR,I552,TOTAL,BE24	330684 	325787 	331677 	: 	302268 	305167 b
NAT,NR,I552,TOTAL,BE25	5336511 	5481452 	5474289 	: 	2246385 	2284650 b
NAT,NR,I552,TOTAL,BE3	2427383 	2428117 	2196646 	: 	1748075 	1766739 b
NAT,NR,I552,TOTAL,BE31	: c	16306 	: c	: 	14066 	14552 b
NAT,NR,I552,TOTAL,BE32	: c	258844 	: c	: 	177510 	172903 b
NAT,NR,I552,TOTAL,BE33	705943 	674697 	554154 	: 	516864 	566416 b
NAT,NR,I552,TOTAL,BE34	871713 	952227 	873154 	: 	622752 	613096 b
NAT,NR,I552,TOTAL,BE35	559644 	526043 	524829 	: 	416883 	399772 b
NAT,NR,I552,TOTAL,BG	1554785 	1526837 	1448473 	1375333 	1299078 	1247562 b
NAT,NR,I552,TOTAL,BG3	1104993 	1067321 	1004953 	988235 	931928 	867799 b
NAT,NR,I552,TOTAL,BG31	95383 	95206 	76022 	86613 	67498 	62705 b
NAT,NR,I552,TOTAL,BG32	107551 	104385 	99330 	101830 	96121 	105291 b
NAT,NR,I552,TOTAL,BG33	312778 	288457 	279843 	257390 	271814 	238428 b
NAT,NR,I552,TOTAL,BG34	589281 	579273 	549758 	542402 	496495 	461375 b
NAT,NR,I552,TOTAL,BG4	449792 	459516 	443520 	387098 	367150 	379763 b
NAT,NR,I552,TOTAL,BG41	193928 	205577 	188792 	138205 	119140 	145487 b
NAT,NR,I552,TOTAL,BG42	255864 	253939 	254728 	248893 	248010 	234276 b
NAT,NR,I552,TOTAL,CH	: 	8351161 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,CH0	: 	8351161 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,CH01	: 	2606654 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,CH02	: 	1612839 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,CH03	: 	93052 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,CH04	: 	150833 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,CH05	: 	2435491 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,CH06	: 	757186 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,CH07	: 	695107 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,CY	0 	0 	0 	0 	0 	0 b
NAT,NR,I552,TOTAL,CY0	0 	0 	0 	0 	0 	0 b
NAT,NR,I552,TOTAL,CY00	0 	0 	0 	0 	0 	0 b
NAT,NR,I552,TOTAL,CZ	8478903 	8376820 	8286637 	7208243 	7427738 	7791255 b
NAT,NR,I552,TOTAL,CZ0	8478903 	8376820 	8286637 	7208243 	7427738 	7791255 b
NAT,NR,I552,TOTAL,CZ01	276469 	274711 	277843 	231155 	280660 	250483 b
NAT,NR,I552,TOTAL,CZ02	406429 	439861 	441697 	372094 	421399 	440232 b
NAT,NR,I552,TOTAL,CZ03	1400246 	1484581 	1504903 	1301814 	1315545 	1273334 b
NAT,NR,I552,TOTAL,CZ04	911588 	912427 	870039 	724568 	685415 	821831 b
NAT,NR,I552,TOTAL,CZ05	2263450 	2129595 	2153947 	1867085 	2033317 	2230038 b
NAT,NR,I552,TOTAL,CZ06	894416 	859064 	844534 	775815 	797682 	807396 b
NAT,NR,I552,TOTAL,CZ07	1451676 	1439817 	1381338 	1244346 	1238285 	1229208 b
NAT,NR,I552,TOTAL,CZ08	874629 	836764 	812336 	691366 	655435 	738733 b
NAT,NR,I552,TOTAL,DE	71172940 	69005788 	67258390 	66180889 	65295168 	65716888 b
NAT,NR,I552,TOTAL,DE1	5042406 	5039615 	4866400 	4825078 	4886128 	4896037 b
NAT,NR,I552,TOTAL,DE11	947260 	919264 	934142 	931128 	943111 	912232 b
NAT,NR,I552,TOTAL,DE12	918718 	928150 	889155 	853391 	851794 	852706 b
NAT,NR,I552,TOTAL,DE13	1889965 	1894207 	1863758 	1861766 	1885734 	1896173 b
NAT,NR,I552,TOTAL,DE14	1286463 	1297994 	1179345 	1178793 	1205489 	1234926 b
NAT,NR,I552,TOTAL,DE2	10976624 	10766322 	10358981 	10194610 	10173985 	10223874 b
NAT,NR,I552,TOTAL,DE21	3600058 	3529680 	3435406 	3487539 	3423647 	3417065 b
NAT,NR,I552,TOTAL,DE22	1958957 	1949041 	1964100 	1908647 	2018172 	2082101 b
NAT,NR,I552,TOTAL,DE23	782195 	755679 	681009 	700157 	721347 	728389 b
NAT,NR,I552,TOTAL,DE24	427383 	456962 	431167 	419835 	431088 	464529 b
NAT,NR,I552,TOTAL,DE25	589560 	584929 	523267 	497853 	454234 	436627 b
NAT,NR,I552,TOTAL,DE26	433130 	504726 	513095 	460276 	440230 	436231 b
NAT,NR,I552,TOTAL,DE27	3185341 	2985305 	2810937 	2720303 	2685267 	2658932 b
NAT,NR,I552,TOTAL,DE3	2228243 	2140086 	2272374 	2256547 	2041338 	2007171 b
NAT,NR,I552,TOTAL,DE30	2228243 	2140086 	2272374 	2256547 	2041338 	2007171 b
NAT,NR,I552,TOTAL,DE4	3134756 	3113471 	2970925 	2836327 	2750235 	2707346 b
NAT,NR,I552,TOTAL,DE40	3134756 	3113471 	2970925 	2836327 	2750235 	2707346 b
NAT,NR,I552,TOTAL,DE5	: c	91181 	: c	: c	: 	93320 b
NAT,NR,I552,TOTAL,DE50	: c	91181 	: c	: c	: 	93320 b
NAT,NR,I552,TOTAL,DE6	904688 	899386 	796545 	772581 	701570 	470153 b
NAT,NR,I552,TOTAL,DE60	904688 	899386 	796545 	772581 	701570 	470153 b
NAT,NR,I552,TOTAL,DE7	3074841 	2937595 	2931646 	2941593 	3053964 	3143746 b
NAT,NR,I552,TOTAL,DE71	1215160 	1104695 	1101878 	1089827 	1095271 	1105421 b
NAT,NR,I552,TOTAL,DE72	490454 	471509 	498252 	490458 	495491 	493114 b
NAT,NR,I552,TOTAL,DE73	1369227 	1361391 	1331516 	1361308 	1463202 	1545211 b
NAT,NR,I552,TOTAL,DE8	8051433 	8194684 	8167260 	7868584 	8024340 	8251290 b
NAT,NR,I552,TOTAL,DE80	8051433 	8194684 	8167260 	7868584 	8024340 	8251290 b
NAT,NR,I552,TOTAL,DE9	12139696 	12064190 	11723458 	11533317 	11448344 	11699484 b
NAT,NR,I552,TOTAL,DE91	1108459 	1148417 	1174725 	1188474 	1172537 	1166475 b
NAT,NR,I552,TOTAL,DE92	597902 	600423 	609813 	619767 	632700 	638922 b
NAT,NR,I552,TOTAL,DE93	3590991 	3635974 	3551151 	3535592 	3397912 	3485555 b
NAT,NR,I552,TOTAL,DE94	6842344 	6679376 	6387769 	6189484 	6245195 	6408532 b
NAT,NR,I552,TOTAL,DEA	4885420 	4728797 	4684010 	4705590 	4611320 	4556132 b
NAT,NR,I552,TOTAL,DEA1	669885 	674695 	684474 	707596 	672286 	655179 b
NAT,NR,I552,TOTAL,DEA2	1359027 	1341364 	1360614 	1362948 	1340920 	1291227 b
NAT,NR,I552,TOTAL,DEA3	439942 	439230 	428084 	410650 	399455 	387135 b
NAT,NR,I552,TOTAL,DEA4	524064 	494206 	497720 	522891 	524265 	534645 b
NAT,NR,I552,TOTAL,DEA5	1892502 	1779302 	1713118 	1701505 	1674394 	1687946 b
NAT,NR,I552,TOTAL,DEB	3020807 	2963128 	2918772 	2893381 	2922651 	2965839 b
NAT,NR,I552,TOTAL,DEB1	1161151 	1116472 	1129176 	1097705 	1147859 	1161176 b
NAT,NR,I552,TOTAL,DEB2	1274683 	1242805 	1186888 	1189465 	1160801 	1172475 b
NAT,NR,I552,TOTAL,DEB3	584973 	603851 	602708 	606211 	613991 	632188 b
NAT,NR,I552,TOTAL,DEC	: c	587465 	: c	552970 	363659 	222919 b
NAT,NR,I552,TOTAL,DEC0	: c	587465 	: c	552970 	363659 	222919 b
NAT,NR,I552,TOTAL,DED	2529545 	2416328 	2338219 	2355806 	2326135 	2341742 b
NAT,NR,I552,TOTAL,DED2	1052088 	997611 	980833 	989396 	972439 	978144 b
NAT,NR,I552,TOTAL,DED4	989092 	973792 	961857 	1021911 	1025828 	1070931 b
NAT,NR,I552,TOTAL,DED5	488365 	444925 	395529 	344499 	327868 	292667 b
NAT,NR,I552,TOTAL,DEE	1390714 	1340302 	1299157 	1283798 	1307482 	1330570 b
NAT,NR,I552,TOTAL,DEE0	1390714 	1340302 	1299157 	1283798 	1307482 	1330570 b
NAT,NR,I552,TOTAL,DEF	11951794 	10602806 	10159841 	9969370 	9501266 	9679081 b
NAT,NR,I552,TOTAL,DEF0	11951794 	10602806 	10159841 	9969370 	9501266 	9679081 b
NAT,NR,I552,TOTAL,DEG	1119644 	1120432 	1092428 	: c	: 	1128184 b
NAT,NR,I552,TOTAL,DEG0	1119644 	1120432 	1092428 	: c	: 	1128184 b
NAT,NR,I552,TOTAL,DK	3598725 	3630927 	3395746 	3274646 	3413087 	3502085 b
NAT,NR,I552,TOTAL,DK0	3598725 	3630927 	3395746 	3274646 	3413087 	3502085 b
NAT,NR,I552,TOTAL,DK01	575487 	641890 	609671 	485513 	544173 	508275 b
NAT,NR,I552,TOTAL,DK02	575461 	581004 	557494 	580412 	558753 	610347 b
NAT,NR,I552,TOTAL,DK03	1245117 	1224464 	1176845 	1149791 	1186141 	1232596 b
NAT,NR,I552,TOTAL,DK04	374563 	353837 	304885 	280436 	318049 	321671 b
NAT,NR,I552,TOTAL,DK05	828097 	829732 	746851 	778494 	805971 	829196 b
NAT,NR,I552,TOTAL,EA	290462820 e	275505275 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,EE	744400 	718875 	632563 	599949 	604338 	570931 b
NAT,NR,I552,TOTAL,EE0	744400 	718875 	632563 	599949 	604338 	570931 b
NAT,NR,I552,TOTAL,EE00	744400 	718875 	632563 	599949 	604338 	570931 b
NAT,NR,I552,TOTAL,EL	7028557 e	7054423 e	6395788 e	6709458 e	6389347 	6222772 e
NAT,NR,I552,TOTAL,EL3	349865 e	344350 e	339270 e	355909 e	290985 	224704 e
NAT,NR,I552,TOTAL,EL30	349865 e	344350 e	339270 e	355909 e	290985 	224704 be
NAT,NR,I552,TOTAL,EL4	2547069 e	2662221 e	2306414 e	2419529 e	2397585 	2374981 e
NAT,NR,I552,TOTAL,EL41	183123 e	153639 e	149920 e	157273 e	141507 	119511 be
NAT,NR,I552,TOTAL,EL42	2209402 e	2346483 e	2001183 e	2099327 e	2083932 	2071815 be
NAT,NR,I552,TOTAL,EL43	154544 e	162099 e	155311 e	162929 e	172146 	183655 be
NAT,NR,I552,TOTAL,EL5	1541780 e	1567554 e	1443317 e	1514102 e	1590978 	1684918 e
NAT,NR,I552,TOTAL,EL51	132532 e	136096 e	122565 e	128577 e	162373 	215652 be
NAT,NR,I552,TOTAL,EL52	1135112 e	1174447 e	1075545 e	1128292 e	1163080 	1176663 be
NAT,NR,I552,TOTAL,EL53	75394 e	64835 e	65119 e	68312 e	56257 	44619 be
NAT,NR,I552,TOTAL,EL54	198742 e	192176 e	180088 e	188921 e	209268 	247984 be
NAT,NR,I552,TOTAL,EL6	2589843 e	2480298 e	2306787 e	2419918 e	2109799 	1938169 e
NAT,NR,I552,TOTAL,EL61	467641 e	457007 e	413212 e	433477 e	462565 	507204 be
NAT,NR,I552,TOTAL,EL62	1230733 e	1136840 e	1076348 e	1129135 e	833455 	667680 be
NAT,NR,I552,TOTAL,EL63	95808 e	86896 e	81571 e	85571 e	83127 	79463 be
NAT,NR,I552,TOTAL,EL64	321990 e	304592 e	273800 e	287228 e	287198 	286347 be
NAT,NR,I552,TOTAL,EL65	473671 e	494963 e	461856 e	484507 e	443454 	397475 be
NAT,NR,I552,TOTAL,ES	29494180 	27314793 	24836641 	22684346 	20181274 	20612849 b
NAT,NR,I552,TOTAL,ES1	3035547 	2629209 	2275489 	1995632 	1633169 	1758014 b
NAT,NR,I552,TOTAL,ES11	757719 	706513 	588801 	518094 	426388 	432169 b
NAT,NR,I552,TOTAL,ES12	1184992 	1006301 	842906 	773811 	612427 	684356 b
NAT,NR,I552,TOTAL,ES13	1092836 	916395 	843781 	703727 	594354 	641490 b
NAT,NR,I552,TOTAL,ES2	2655813 	2449381 	2241391 	1861133 	1509174 	1541078 b
NAT,NR,I552,TOTAL,ES21	764245 	744424 	659528 	538552 	342816 	358529 b
NAT,NR,I552,TOTAL,ES22	609635 	521224 	488735 	418665 	379152 	398122 b
NAT,NR,I552,TOTAL,ES23	214653 	197794 	178966 	137778 	126406 	122876 b
NAT,NR,I552,TOTAL,ES24	1067280 	985939 	914162 	766137 	660800 	661551 b
NAT,NR,I552,TOTAL,ES3	1152921 	1117120 	959220 	880748 	815855 	925795 b
NAT,NR,I552,TOTAL,ES30	1152921 	1117120 	959220 	880748 	815855 	925795 b
NAT,NR,I552,TOTAL,ES4	3701189 	3437235 	3027322 	2741655 	2217307 	2266788 b
NAT,NR,I552,TOTAL,ES41	2088728 	1953917 	1748085 	1624501 	1352854 	1422980 b
NAT,NR,I552,TOTAL,ES42	1048711 	963450 	821328 	720265 	542285 	534923 b
NAT,NR,I552,TOTAL,ES43	563750 	519868 	457909 	396889 	322168 	308885 b
NAT,NR,I552,TOTAL,ES5	10500612 	9688666 	8896537 	8263456 	7234386 	7423410 b
NAT,NR,I552,TOTAL,ES51	3904589 	3700771 	3540792 	3416180 	2804064 	2951626 b
NAT,NR,I552,TOTAL,ES52	5487996 	4945028 	4283170 	3721711 	3388475 	3536489 b
NAT,NR,I552,TOTAL,ES53	1108027 	1042867 	1072575 	1125564 	1041847 	935295 b
NAT,NR,I552,TOTAL,ES6	5217904 	4573757 	4307445 	3998107 	3516660 	3451683 b
NAT,NR,I552,TOTAL,ES61	4519895 	3890738 	3619783 	3339299 	2881803 	2826559 b
NAT,NR,I552,TOTAL,ES62	695297 	681015 	679047 	651783 	634857 	625124 b
NAT,NR,I552,TOTAL,ES63	0 	0 	0 	0 	0 	0 b
NAT,NR,I552,TOTAL,ES64	2713 	2004 	8615 	7025 	0 	0 b
NAT,NR,I552,TOTAL,ES7	3230194 	3419425 	3129238 	2943616 	3254722 	3246082 b
NAT,NR,I552,TOTAL,ES70	3230194 	3419425 	3129238 	2943616 	3254722 	3246082 b
NAT,NR,I552,TOTAL,EU27	395482938 e	378250004 	: 	348148084 e	344432001 	343328796 b
NAT,NR,I552,TOTAL,EU28	398579745 e	381172942 	: 	350667104 e	346832029 	345764572 b
NAT,NR,I552,TOTAL,FI	1648357 	1403371 	1255161 	1273028 	1222628 	1155582 b
NAT,NR,I552,TOTAL,FI1	1620085 	1375898 	1222209 	1244864 	1190031 	1119431 b
NAT,NR,I552,TOTAL,FI19	240034 	222911 	225956 	223203 	250907 	245367 b
NAT,NR,I552,TOTAL,FI1B	224663 	27769 	39601 	40546 	26522 	21745 b
NAT,NR,I552,TOTAL,FI1C	216538 	199834 	180157 	179139 	165914 	158392 b
NAT,NR,I552,TOTAL,FI1D	938850 	925384 	776495 	801976 	746688 	693927 b
NAT,NR,I552,TOTAL,FI2	28272 	27473 	32952 	28164 	32597 	36151 b
NAT,NR,I552,TOTAL,FI20	28272 	27473 	32952 	28164 	32597 	36151 b
NAT,NR,I552,TOTAL,FR	76508130 	70989560 	71546684 	69933989 	72243444 	72151540 b
NAT,NR,I552,TOTAL,FR1	6858819 	4683315 	4654792 	3931165 	3919255 	3766140 b
NAT,NR,I552,TOTAL,FR10	6858819 	4683315 	4654792 	3931165 	3919255 	3766140 b
NAT,NR,I552,TOTAL,FR2	: 	5969117 	5873268 	5950770 	5938511 	5721844 b
NAT,NR,I552,TOTAL,FR21	: 	: c	250303 	259453 	249744 	190055 b
NAT,NR,I552,TOTAL,FR22	: 	: c	1158931 	1187391 	1168139 	1196150 b
NAT,NR,I552,TOTAL,FR23	: 	: c	1286278 	1361713 	1329552 	1228968 b
NAT,NR,I552,TOTAL,FR24	: 	1720539 u	1615764 	1623278 	1589053 	1540213 b
NAT,NR,I552,TOTAL,FR25	: 	1298085 u	1224456 	1233383 	1301808 	1226325 b
NAT,NR,I552,TOTAL,FR26	: 	: c	337537 	285551 	300215 	340133 b
NAT,NR,I552,TOTAL,FR3	: 	: c	681155 	641149 	666853 	711762 b
NAT,NR,I552,TOTAL,FR30	: 	: c	681155 	641149 	666853 	711762 b
NAT,NR,I552,TOTAL,FR4	: 	2827036 u	2744768 	2867461 	2828646 	3009954 b
NAT,NR,I552,TOTAL,FR41	: 	1279694 u	1270028 	1298858 	1259954 	1360103 b
NAT,NR,I552,TOTAL,FR42	: 	1017058 u	956251 	955920 	938330 	975166 b
NAT,NR,I552,TOTAL,FR43	: 	530284 u	518489 	612683 	630362 	674685 b
NAT,NR,I552,TOTAL,FR5	: 	9413815 u	8864970 	8557651 	8478496 	8013844 b
NAT,NR,I552,TOTAL,FR51	: 	3242897 	3317454 	3187496 	3057404 	2903793 b
NAT,NR,I552,TOTAL,FR52	: 	3323509 	3553734 	3373960 	3301624 	3016615 b
NAT,NR,I552,TOTAL,FR53	: 	2847408 u	1993782 	1996195 	2119468 	2093435 b
NAT,NR,I552,TOTAL,FR6	: 	: c	10601793 	10243391 	10905136 	10239565 b
NAT,NR,I552,TOTAL,FR61	: 	6341838 	6323184 	5968746 	6460151 	5922792 b
NAT,NR,I552,TOTAL,FR62	: 	3869439 	3879093 	3905597 	3958383 	3839931 b
NAT,NR,I552,TOTAL,FR63	: 	: c	399516 	369047 	486602 	476842 b
NAT,NR,I552,TOTAL,FR7	: 	16193546 u	16189213 	16439207 	16980339 	17423822 b
NAT,NR,I552,TOTAL,FR71	: 	14899216 	15021932 	15282650 	15679667 	16112678 b
NAT,NR,I552,TOTAL,FR72	: 	1294330 u	1167281 	1156557 	1300672 	1311144 b
NAT,NR,I552,TOTAL,FR8	: 	20483646 	21834794 	21105862 	22226435 	23065622 b
NAT,NR,I552,TOTAL,FR81	: 	5877175 	6153814 	6036769 	6253357 	6338427 b
NAT,NR,I552,TOTAL,FR82	: 	12260049 	13533714 	13044551 	13833079 	14810290 b
NAT,NR,I552,TOTAL,FR83	: 	2346421 	2147266 	2024542 	2139998 	1916904 b
NAT,NR,I552,TOTAL,FRA	: 	: c	101932 	197334 	: 	: 
NAT,NR,I552,TOTAL,FRA1	: 	: c	16404 	1794 	: 	: 
NAT,NR,I552,TOTAL,FRA2	: 	0 	85528 	195540 	292370 	166963 b
NAT,NR,I552,TOTAL,FRA3	: 	0 	0 	0 	0 	0 u
NAT,NR,I552,TOTAL,FRA4	: 	0 	0 	0 	5224 	29418 b
NAT,NR,I552,TOTAL,FRA5	: 	0 	0 	0 	: 	: 
NAT,NR,I552,TOTAL,FRB	1731709 u	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRB0	1731709 u	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRC	: c	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRC1	: c	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRC2	469628 u	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRD	: c	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRD1	1347750 u	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRD2	: c	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRE	: c	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRE1	773942 u	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRE2	: c	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRF	: c	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRF1	1183178 u	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRF2	: c	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRF3	1380192 u	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRG	3615909 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRG0	3615909 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRH	3498619 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRH0	3498619 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRI	: c	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRI1	6580812 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRI2	: c	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRI3	2971142 u	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRJ	10430758 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRJ1	6230662 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRJ2	4200097 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRK	16535273 u	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRK1	1298428 u	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRK2	15236845 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRL	13172497 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRL0	13172497 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRM	2696067 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRM0	2696067 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRY	0 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRY1	0 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRY2	0 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRY3	0 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRY4	0 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,FRY5	0 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,HR	3096807 	2922938 	2870886 	2519020 	2400028 	2435776 b
NAT,NR,I552,TOTAL,HR0	3096807 	2922938 	2870886 	2519020 	2400028 	2435776 b
NAT,NR,I552,TOTAL,HR03	2559128 	2434746 	2419670 	2124223 	2032290 	2101522 b
NAT,NR,I552,TOTAL,HR04	537679 	488192 	451216 	394797 	367738 	334254 b
NAT,NR,I552,TOTAL,HU	4313240 	3836770 	3835690 	3711732 	3290474 	3196273 b
NAT,NR,I552,TOTAL,HU1	415428 	348192 	310968 	281131 	188159 	214833 b
NAT,NR,I552,TOTAL,HU10	: 	348192 	310968 	281131 	188159 	214833 b
NAT,NR,I552,TOTAL,HU11	252278 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,HU12	163150 	: 	: 	: 	: 	: 
NAT,NR,I552,TOTAL,HU2	2293212 	2137495 	2154694 	2109539 	1939267 	1858829 b
NAT,NR,I552,TOTAL,HU21	1017975 	959091 	970967 	989192 	850658 	814435 b
NAT,NR,I552,TOTAL,HU22	452604 	403898 	405000 	341764 	367130 	328518 b
NAT,NR,I552,TOTAL,HU23	822633 	774506 	778727 	778583 	721479 	715876 b
NAT,NR,I552,TOTAL,HU3	1604600 	1351083 	1370028 	1321062 	1162748 	1122611 b
NAT,NR,I552,TOTAL,HU31	704926 	587783 	578692 	536026 	490306 	440559 b
NAT,NR,I552,TOTAL,HU32	426316 	376020 	402790 	370625 	305887 	294404 b
NAT,NR,I552,TOTAL,HU33	473358 	387280 	388546 	414411 	366555 	387648 b
NAT,NR,I552,TOTAL,IE	: 	1051119 e	1027744 e	2149701 e	2045423 e	1971249 be
NAT,NR,I552,TOTAL,IE0	: 	1051119 e	1027744 e	2149701 e	2045423 e	1971249 be
NAT,NR,I552,TOTAL,IE01	: 	222992 e	229623 e	393861 e	292364 e	: 
NAT,NR,I552,TOTAL,IE02	: 	828127 e	798121 e	1755840 e	1753059 e	: 
NAT,NR,I552,TOTAL,IS	: 	174691 	154256 	170157 	152696 	102436 b
NAT,NR,I552,TOTAL,IS0	: 	174691 	154256 	170157 	152696 	102436 b
NAT,NR,I552,TOTAL,IS00	: 	174691 	154256 	170157 	152696 	102436 b
NAT,NR,I552,TOTAL,IT	42724781 	40231133 	38584481 	35859676 	35784256 	36603786 b
NAT,NR,I552,TOTAL,ITC	7486872 	6954663 	6343794 	5616070 	5281669 	4987491 b
NAT,NR,I552,TOTAL,ITC1	2342858 	2175360 	1827747 	1588859 	1478424 	1574795 b
NAT,NR,I552,TOTAL,ITC2	465784 	427568 	401197 	353970 	351180 	385686 b
NAT,NR,I552,TOTAL,ITC3	1723482 	1653102 	1504193 	1327756 	1313374 	1410487 b
NAT,NR,I552,TOTAL,ITC4	2954748 	2698633 	2610657 	2345485 	2138691 	1616523 b
NAT,NR,I552,TOTAL,ITF	5900369 	5532470 	5111621 	4765977 	4981290 	4914209 b
NAT,NR,I552,TOTAL,ITF1	619634 	580186 	553350 	542172 	618878 	618254 b
NAT,NR,I552,TOTAL,ITF2	64308 	66948 	78935 	74609 	77457 	95347 b
NAT,NR,I552,TOTAL,ITF3	787012 	720957 	605031 	576157 	572650 	558280 b
NAT,NR,I552,TOTAL,ITF4	3104865 	2875537 	2701420 	2520317 	2675516 	2604277 b
NAT,NR,I552,TOTAL,ITF5	572867 	473351 	335739 	275861 	234153 	251847 b
NAT,NR,I552,TOTAL,ITF6	751683 	815491 	837146 	776861 	802636 	786204 b
NAT,NR,I552,TOTAL,ITG	2180513 	1914358 	1777845 	1727802 	1441070 	1800118 b
NAT,NR,I552,TOTAL,ITG1	1335382 	1133200 	1078551 	1142113 	996678 	1081681 b
NAT,NR,I552,TOTAL,ITG2	845131 	781158 	699294 	585689 	444392 	718437 b
NAT,NR,I552,TOTAL,ITH	16230610 	15318250 	14692351 	14249858 	14662085 	15583535 b
NAT,NR,I552,TOTAL,ITH1	1996664 	1875773 	1774680 	1737295 	1797720 	1850816 b
NAT,NR,I552,TOTAL,ITH2	1812078 	1688859 	1583318 	1526049 	1521721 	1512206 b
NAT,NR,I552,TOTAL,ITH3	7565762 	7315340 	7388198 	7363976 	7563473 	7988160 b
NAT,NR,I552,TOTAL,ITH4	1505010 	1488036 	1474790 	1467283 	1565560 	1941730 b
NAT,NR,I552,TOTAL,ITH5	3351096 	2950242 	2471365 	2155255 	2213611 	2290623 b
NAT,NR,I552,TOTAL,ITI	10926417 	10511392 	10658870 	9499969 	9418142 	9318433 b
NAT,NR,I552,TOTAL,ITI1	5440908 	5024729 	4941238 	4910406 	4940979 	4903728 b
NAT,NR,I552,TOTAL,ITI2	1264734 	1376639 	1341068 	1398178 	1368866 	1423274 b
NAT,NR,I552,TOTAL,ITI3	2082319 	2259488 	2506728 	2245510 	2162422 	2045556 b
NAT,NR,I552,TOTAL,ITI4	2138456 	1850536 	1869836 	945875 	945875 	945875 b
NAT,NR,I552,TOTAL,LI	1620 	1284 	893 	1088 	1143 	1259 b
NAT,NR,I552,TOTAL,LI0	1620 	1284 	893 	1088 	1143 	1259 b
NAT,NR,I552,TOTAL,LI00	1620 	1284 	893 	1088 	1143 	1259 b
NAT,NR,I552,TOTAL,LT	2347327 	2281037 	2163079 	2097545 	1915673 	1862396 b
NAT,NR,I552,TOTAL,LT0	2347327 	2281037 	2163079 	2097545 	1915673 	1862396 b
