c_resid,unit,nace_r2,deg_urb,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NAT,PCH_PRE,I551,TOTAL,EU27	: u	3.84 	2.93 	1.59 e	-0.36 	1.6 
NAT,PCH_PRE,I551,TOTAL,EU28	: u	3.84 	2.94 	1.58 e	-0.36 	1.6 
NAT,PCH_PRE,I551,TOTAL,FI	3.41 	1.67 	2.63 	-2.48 	-2.2 	0.5 
NAT,PCH_PRE,I551,TOTAL,FR	3.16 	1.85 	2.24 	-2.39 	-1.2 	-1.4 
NAT,PCH_PRE,I551,TOTAL,HR	-0.12 	3.72 	9.14 	-3.68 	-2.9 	-6.4 b
NAT,PCH_PRE,I551,TOTAL,HU	5.63 	8.01 	7.5 	9.56 	6.7 	8.7 
NAT,PCH_PRE,I551,TOTAL,IE	: 	-8.83 e	-3.04 e	2.64 e	2.1 e	116.1 be
NAT,PCH_PRE,I551,TOTAL,IS	: 	20.6 	-0.81 	2.6 	10.5 	6.5 
NAT,PCH_PRE,I551,TOTAL,IT	2.46 	1.81 	4.47 	-0.67 	-3.4 	-5 
NAT,PCH_PRE,I551,TOTAL,LI	18.21 	59.09 	14.72 	-41.23 	-52.6 	-28.8 
NAT,PCH_PRE,I551,TOTAL,LT	10.54 	2.87 	5.75 	5.02 	5.3 	14.7 
NAT,PCH_PRE,I551,TOTAL,LU	4.7 	5.26 	-5.4 	2.6 	33.2 	23.1 b
NAT,PCH_PRE,I551,TOTAL,LV	5.5 	6.26 	5.53 	17.9 	-5.5 	-7.7 b
NAT,PCH_PRE,I551,TOTAL,ME	: 	0.78 	: 	: 	: 	10.5 
NAT,PCH_PRE,I551,TOTAL,MK	5.54 	7.2 	10.45 	6.78 	1 	1.1 
NAT,PCH_PRE,I551,TOTAL,MT	13.5 	-6.75 	5.93 	7.75 	-2.2 	4.2 
NAT,PCH_PRE,I551,TOTAL,NL	5.18 	7.59 	1.17 	3.37 	5.5 	0.8 
NAT,PCH_PRE,I551,TOTAL,NO	: 	2.32 	3.61 	2.04 	-0.3 	3.1 
NAT,PCH_PRE,I551,TOTAL,PL	6.67 	14.19 	10.09 	10.52 	5.3 	3.3 
NAT,PCH_PRE,I551,TOTAL,PT	4.71 	5.14 	5.23 	13.54 	2.1 	-7.5 
NAT,PCH_PRE,I551,TOTAL,RO	3.62 	7.57 	13.29 	3.32 	-1 	-6.1 b
NAT,PCH_PRE,I551,TOTAL,RS	: 	14.1 	11.29 	-12.49 	-2.4 	: 
NAT,PCH_PRE,I551,TOTAL,SE	2.82 	5.4 	6.19 	4.85 	2.9 	2.1 
NAT,PCH_PRE,I551,TOTAL,SI	5.24 	2.18 	5.48 	-1.39 	-3.6 	-6.1 
NAT,PCH_PRE,I551,TOTAL,SK	6.15 	15.54 	15.63 	-0.33 	5.8 	4.8 
NAT,PCH_PRE,I551,TOTAL,TR	: 	24.28 	15.58 	-2.08 	: 	: 
NAT,PCH_PRE,I551,TOTAL,UK	: 	5.74 	: 	: 	-1.99 	22.3 b
NAT,PCH_PRE,I551-I553,DEG1,AT	0.27 	5.31 	2.64 	4.6 	2.12 	: 
NAT,PCH_PRE,I551-I553,DEG1,BE	: c	: c	: c	: 	4.9 	: 
NAT,PCH_PRE,I551-I553,DEG1,BG	-2.15 	11.91 	3.89 	-0.63 	5.7 	: 
NAT,PCH_PRE,I551-I553,DEG1,CY	-1.78 	-0.99 	7.57 	3.05 	-15.2 	: 
NAT,PCH_PRE,I551-I553,DEG1,CZ	9.22 	10.86 	13.14 	-4.75 	-0.1 	: 
NAT,PCH_PRE,I551-I553,DEG1,DE	4.16 	2.84 	3.47 	4.77 	3.8 	: 
NAT,PCH_PRE,I551-I553,DEG1,DK	1.54 	4.88 	13.97 	4.96 	3.9 	: 
NAT,PCH_PRE,I551-I553,DEG1,EA	3.8 e	2.49 	4.03 	: 	: 	: 
NAT,PCH_PRE,I551-I553,DEG1,EE	19.78 	13.64 	-1.26 	10.27 	4.9 	: 
NAT,PCH_PRE,I551-I553,DEG1,EL	0.37 e	2.61 e	4.49 e	6.23 e	7.7 	: 
NAT,PCH_PRE,I551-I553,DEG1,ES	13.82 	3.04 	4.4 	7.54 	-0.4 	: 
NAT,PCH_PRE,I551-I553,DEG1,EU27	: u	2.85 	5.34 	3.23 e	0.19 e	: 
NAT,PCH_PRE,I551-I553,DEG1,EU28	: u	2.86 	5.36 	3.24 e	0.29 e	: 
NAT,PCH_PRE,I551-I553,DEG1,FI	10.66 	2.98 	4.29 	0.24 	-0.3 	: 
NAT,PCH_PRE,I551-I553,DEG1,FR	8.09 	1.12 	2.6 	-0.63 	-2 	: 
NAT,PCH_PRE,I551-I553,DEG1,HR	-2.74 	5.17 	18.51 	7.63 	4.9 	: 
NAT,PCH_PRE,I551-I553,DEG1,HU	14.41 	6.46 	9.44 	10.77 	1.8 	: 
NAT,PCH_PRE,I551-I553,DEG1,IE	: 	-3.43 e	-4.7 e	6.91 e	: 	: 
NAT,PCH_PRE,I551-I553,DEG1,IS	: 	20.58 	-22.84 	20.56 	14.2 	: 
NAT,PCH_PRE,I551-I553,DEG1,IT	4.3 	2.48 	8.36 	2.52 	0.7 	: 
NAT,PCH_PRE,I551-I553,DEG1,LT	5.92 	-2.23 	-0.34 	7.52 	9.6 	: 
NAT,PCH_PRE,I551-I553,DEG1,LU	1.51 	11.82 	-8.23 	9.6 	60.4 	18.3 
NAT,PCH_PRE,I551-I553,DEG1,LV	2.81 	: c	: c	2.2 	-3.7 	: 
NAT,PCH_PRE,I551-I553,DEG1,MT	14.92 	-12.64 	23.69 	1.37 	0.8 	: 
NAT,PCH_PRE,I551-I553,DEG1,NL	9.44 	7.37 	3.03 	6.75 	12 b	: 
NAT,PCH_PRE,I551-I553,DEG1,NO	: 	1.92 	2.78 	4.47 	0.8 	: 
NAT,PCH_PRE,I551-I553,DEG1,PL	7.1 	8.06 	9.17 	9.23 	3.5 	: 
NAT,PCH_PRE,I551-I553,DEG1,PT	5.22 	5.49 	7.26 	9 	2.2 	: 
NAT,PCH_PRE,I551-I553,DEG1,RO	2.43 	5.91 	15.31 	6.63 	2.9 	: 
NAT,PCH_PRE,I551-I553,DEG1,SE	1.44 	4.36 	8.13 	6.32 	3.2 	: 
NAT,PCH_PRE,I551-I553,DEG1,SI	14.83 	14.4 	14.49 	-5.18 	1.4 	: 
NAT,PCH_PRE,I551-I553,DEG1,SK	: c	14.16 	18.62 	-1.16 	7 	: 
NAT,PCH_PRE,I551-I553,DEG1,UK	: 	1.88 	: 	: 	-7.57 	: 
NAT,PCH_PRE,I551-I553,DEG2,AT	2.51 	2.54 	2.12 	1.6 	-0.2 	: 
NAT,PCH_PRE,I551-I553,DEG2,BE	: c	: c	: c	: 	-0.8 	: 
NAT,PCH_PRE,I551-I553,DEG2,BG	20.17 	13.38 	7.34 	4.29 	9.6 	: 
NAT,PCH_PRE,I551-I553,DEG2,CY	-7.37 	-3.54 	0.81 	-12.66 	-19.4 	: 
NAT,PCH_PRE,I551-I553,DEG2,CZ	10.36 	7.39 	13.08 	1.08 	-3.9 	: 
NAT,PCH_PRE,I551-I553,DEG2,DE	2.96 	3.6 	2.72 	2.06 	-0.5 	: 
NAT,PCH_PRE,I551-I553,DEG2,DK	-3.29 	2.86 	3.83 	4.59 	2 	: 
NAT,PCH_PRE,I551-I553,DEG2,EA	8.89 e	1.62 	4.14 	: 	: 	: 
NAT,PCH_PRE,I551-I553,DEG2,EE	21.32 	4.03 	20.48 	-5.09 	12.1 	: 
NAT,PCH_PRE,I551-I553,DEG2,EL	0.94 e	6.47 e	-1.19 e	-0.02 e	3.82 	: 
NAT,PCH_PRE,I551-I553,DEG2,ES	23.78 	5.25 	5.76 	2.32 	-2.2 	: 
NAT,PCH_PRE,I551-I553,DEG2,EU27	: u	2.34 	2.86 	0.86 e	0.36 	: 
NAT,PCH_PRE,I551-I553,DEG2,EU28	: u	2.34 	2.89 	0.88 e	0.44 e	: 
NAT,PCH_PRE,I551-I553,DEG2,FI	0.92 	1.53 	2.24 	-3.7 	4.3 	: 
NAT,PCH_PRE,I551-I553,DEG2,FR	6.01 	-0.35 	2.94 	-2.02 	0.3 	: 
NAT,PCH_PRE,I551-I553,DEG2,HR	3.06 	3.35 	12.12 	2.75 	-1.9 	: 
NAT,PCH_PRE,I551-I553,DEG2,HU	23.78 	4.19 	4.65 	12.14 	132.3 	: 
NAT,PCH_PRE,I551-I553,DEG2,IE	: 	-17.54 e	1.29 e	-0.48 e	: 	: 
NAT,PCH_PRE,I551-I553,DEG2,IS	: 	3.92 	6.65 	10.84 	-3.2 	: 
NAT,PCH_PRE,I551-I553,DEG2,IT	25.07 	0.75 	3.87 	-1.02 	-5.5 	: 
NAT,PCH_PRE,I551-I553,DEG2,LI	21.6 	52.01 	-2.46 	-26.39 	-41 	: 
NAT,PCH_PRE,I551-I553,DEG2,LT	12.17 	5.56 	7.17 	3.96 	-1.7 	: 
NAT,PCH_PRE,I551-I553,DEG2,LU	-2.83 	4 	-18.86 	2.4 	82.1 	23.8 
NAT,PCH_PRE,I551-I553,DEG2,LV	8.65 	0.17 	-2.37 	18.1 	3.2 	: 
NAT,PCH_PRE,I551-I553,DEG2,MT	50.26 	-3.9 	-1.54 	10.18 	-7.4 	: 
NAT,PCH_PRE,I551-I553,DEG2,NL	-1.86 	-1.96 	0.67 	-1.2 	17.5 b	: 
NAT,PCH_PRE,I551-I553,DEG2,NO	: 	-0.03 	2.01 	5.24 	-6.2 	: 
NAT,PCH_PRE,I551-I553,DEG2,PL	16.73 	11.56 	5.62 	4.76 	0.5 	: 
NAT,PCH_PRE,I551-I553,DEG2,PT	2.26 	1.43 	4.25 	13.77 	-4.3 	: 
NAT,PCH_PRE,I551-I553,DEG2,RO	4.99 	8.24 	15.81 	3.85 	-4 	: 
NAT,PCH_PRE,I551-I553,DEG2,SE	3.75 	2.5 	4 	2.83 	4.8 	: 
NAT,PCH_PRE,I551-I553,DEG2,SI	6.25 	2.62 	28.21 	-0.99 	-0.3 	: 
NAT,PCH_PRE,I551-I553,DEG2,SK	: c	7.49 	12.5 	4.19 	4.1 	: 
NAT,PCH_PRE,I551-I553,DEG2,UK	: 	1.7 	: 	: 	-0.81 	: 
NAT,PCH_PRE,I551-I553,DEG3,AT	1.47 	5 	2.17 	-1 	-0.96 	: 
NAT,PCH_PRE,I551-I553,DEG3,BE	: c	: c	: c	: 	-0.3 	: 
NAT,PCH_PRE,I551-I553,DEG3,BG	-17.95 	11.69 	5.39 	10.71 	4.8 	: 
NAT,PCH_PRE,I551-I553,DEG3,CY	6.32 	12.54 	-7.25 	-5.03 	-16.4 	: 
NAT,PCH_PRE,I551-I553,DEG3,CZ	3.71 	5.6 	14.94 	-1.58 	-1.1 	: 
NAT,PCH_PRE,I551-I553,DEG3,DE	1.89 	3.27 	2.27 	1.79 	-1.4 	: 
NAT,PCH_PRE,I551-I553,DEG3,DK	-0.03 	2.63 	-0.61 	1.16 	-0.3 	: 
NAT,PCH_PRE,I551-I553,DEG3,EA	-6.81 e	3.05 	3.01 	: 	: 	: 
NAT,PCH_PRE,I551-I553,DEG3,EE	-9.49 	12.03 	2.88 	5.41 	3.1 	: 
NAT,PCH_PRE,I551-I553,DEG3,EL	0.78 e	9.08 e	-1.81 e	0.63 e	1.47 	: 
NAT,PCH_PRE,I551-I553,DEG3,ES	-30.49 	7.09 	7.9 	6.42 	-3.2 	: 
NAT,PCH_PRE,I551-I553,DEG3,EU27	: u	4.1 	2.41 	0.59 e	-0.43 	: 
NAT,PCH_PRE,I551-I553,DEG3,EU28	: u	4.08 	2.45 	0.57 e	-0.34 	: 
NAT,PCH_PRE,I551-I553,DEG3,FI	-0.23 	2.42 	-2.4 	-3.24 	-4.2 	: 
NAT,PCH_PRE,I551-I553,DEG3,FR	5.84 	0.37 	3.41 	-2.2 	1.9 	: 
NAT,PCH_PRE,I551-I553,DEG3,HR	3.59 	0.54 	10.82 	-1.93 	-1.8 	: 
NAT,PCH_PRE,I551-I553,DEG3,HU	-9.37 	7.99 	6.78 	8.06 	-28.1 	: 
NAT,PCH_PRE,I551-I553,DEG3,IE	: 	-4.47 e	-21.79 e	1.38 e	: 	: 
NAT,PCH_PRE,I551-I553,DEG3,IS	: 	13.44 	-19.73 	21.69 	12 	: 
NAT,PCH_PRE,I551-I553,DEG3,IT	-20.59 	2.19 	3.62 	-1.81 	-5.2 	: 
NAT,PCH_PRE,I551-I553,DEG3,LT	-0.46 	6.39 	3.71 	11.84 	6.9 	: 
NAT,PCH_PRE,I551-I553,DEG3,LU	0.01 	-8.94 	-6.12 	11 	14.2 	46.5 
NAT,PCH_PRE,I551-I553,DEG3,LV	27.22 	14.98 	-4.54 	22.06 	7.9 	: 
NAT,PCH_PRE,I551-I553,DEG3,MT	-55.52 	-2.99 	-0.55 	9.14 	8.3 	: 
NAT,PCH_PRE,I551-I553,DEG3,NL	0.46 	-0.28 	1.36 	2.31 	12.2 b	: 
NAT,PCH_PRE,I551-I553,DEG3,NO	: 	4.13 	2.81 	-0.01 	-0.6 	: 
NAT,PCH_PRE,I551-I553,DEG3,PL	-6.54 	12.72 	7.41 	5.28 	-1 	: 
NAT,PCH_PRE,I551-I553,DEG3,PT	8.8 	21.74 	7.66 	-0.44 	6.3 	: 
NAT,PCH_PRE,I551-I553,DEG3,RO	12.08 	10.03 	14.47 	0.44 	2.7 	: 
NAT,PCH_PRE,I551-I553,DEG3,SE	1.05 	1.95 	2.79 	4.23 	0.8 	: 
NAT,PCH_PRE,I551-I553,DEG3,SI	3.39 	2.77 	-2.19 	-4.11 	-4.4 	: 
NAT,PCH_PRE,I551-I553,DEG3,SK	4.36 	17.46 	10.07 	-5.78 	4.8 	: 
NAT,PCH_PRE,I551-I553,DEG3,UK	: 	7.62 	: 	: 	1.47 	: 
NAT,PCH_PRE,I551-I553,TOTAL,AT	1.51 	4.53 	2.22 	0.3 	-0.4 	2.2 
NAT,PCH_PRE,I551-I553,TOTAL,BE	1.15 	1.35 	25.69 	: 	0.7 	1.2 
NAT,PCH_PRE,I551-I553,TOTAL,BG	-0.96 	12.3 	5.58 	5.15 	6.6 	9.2 
NAT,PCH_PRE,I551-I553,TOTAL,CY	-1.19 	2.39 	-0.77 	-7.25 	-17.7 	-7.1 
NAT,PCH_PRE,I551-I553,TOTAL,CZ	6.03 	6.81 	14.26 	-1.54 	-1.5 	14.2 
NAT,PCH_PRE,I551-I553,TOTAL,DE	2.96 	3.24 	2.57 	2.84 	0.5 	2.3 
NAT,PCH_PRE,I551-I553,TOTAL,DK	-0.11 	3.2 	3.15 	2.43 	0.8 	-1.5 
NAT,PCH_PRE,I551-I553,TOTAL,EA	1.36 e	2.43 	3.62 	: 	: 	: 
NAT,PCH_PRE,I551-I553,TOTAL,EE	6.57 	10.04 	6.43 	3.59 	6 	4.3 
NAT,PCH_PRE,I551-I553,TOTAL,EL	0.72 e	7.2 e	-0.38 e	1.63 e	3.08 	-21.2 
NAT,PCH_PRE,I551-I553,TOTAL,ES	3.05 	4.97 	5.88 	5.53 	-1.8 	-7.4 
NAT,PCH_PRE,I551-I553,TOTAL,EU27	: u	3.17 	3.4 	1.48 e	-0.15 e	3.6 e
NAT,PCH_PRE,I551-I553,TOTAL,EU28	: u	3.16 	3.43 	1.47 e	-0.15 e	3.7 e
NAT,PCH_PRE,I551-I553,TOTAL,FI	4.11 	2.42 	1.08 	-2.12 	-0.9 	0.2 
NAT,PCH_PRE,I551-I553,TOTAL,FR	6.66 	0.45 	3.01 	-1.62 	0.1 	-0.8 
NAT,PCH_PRE,I551-I553,TOTAL,HR	2.75 	1.83 	11.95 	0.26 	-1.3 	32.2 b
NAT,PCH_PRE,I551-I553,TOTAL,HU	7.6 	6.23 	6.41 	10.12 	5.7 	23.8 b
NAT,PCH_PRE,I551-I553,TOTAL,IE	: 	-8.2 e	-9.18 e	2.73 e	2.2 e	64.1 be
NAT,PCH_PRE,I551-I553,TOTAL,IS	: 	12.21 	-14.23 	18.66 	8.2 	7.3 
NAT,PCH_PRE,I551-I553,TOTAL,IT	3.16 	1.69 	4.81 	-0.53 	-4.1 	-4.9 
NAT,PCH_PRE,I551-I553,TOTAL,LI	21.6 	52.01 	-2.46 	-26.39 	-41 	-73.8 b
NAT,PCH_PRE,I551-I553,TOTAL,LT	5.77 	4.17 	4.06 	7.8 	4 	121.2 b
NAT,PCH_PRE,I551-I553,TOTAL,LU	0.05 	-1.8 	-8.61 	9.2 	32 	36.7 b
NAT,PCH_PRE,I551-I553,TOTAL,LV	12.56 	: c	: c	12.92 	1.6 	7.8 b
NAT,PCH_PRE,I551-I553,TOTAL,ME	: 	-3.48 	: 	: 	: 	136.1 b
NAT,PCH_PRE,I551-I553,TOTAL,MK	6.51 	4.06 	0.03 	-2.53 	-4.5 	-4.2 
NAT,PCH_PRE,I551-I553,TOTAL,MT	13.6 	-6.56 	5.81 	7.3 	-1.5 	4.3 
NAT,PCH_PRE,I551-I553,TOTAL,NL	1.41 	0.53 	1.39 	1.59 	14.4 b	-2.5 
NAT,PCH_PRE,I551-I553,TOTAL,NO	: 	2.47 	2.6 	2.52 	-1.6 	3.5 
NAT,PCH_PRE,I551-I553,TOTAL,PL	5.27 	11.03 	7.26 	6.14 	0.7 	7.8 
NAT,PCH_PRE,I551-I553,TOTAL,PT	4.97 	7.47 	6.06 	8.64 	0.4 	-6.6 
NAT,PCH_PRE,I551-I553,TOTAL,RO	5.79 	7.78 	15.29 	4.02 	0.2 	6 b
NAT,PCH_PRE,I551-I553,TOTAL,RS	: 	13.03 	8.71 	-13.58 	-2.3 	: 
NAT,PCH_PRE,I551-I553,TOTAL,SE	1.87 	2.95 	4.95 	4.58 	2.6 	0.6 
NAT,PCH_PRE,I551-I553,TOTAL,SI	4.64 	2.99 	6.62 	-3.29 	-3.2 	-1.3 b
NAT,PCH_PRE,I551-I553,TOTAL,SK	5.58 	13.67 	12.45 	-1.97 	5 	4.8 
NAT,PCH_PRE,I551-I553,TOTAL,TR	: 	24.74 	15.51 	-1.94 	: 	: 
NAT,PCH_PRE,I551-I553,TOTAL,UK	: 	3.75 	: 	: 	-2.59 	38.9 b
NAT,PCH_PRE,I552,DEG1,AT	-1.73 	10.26 	-3.7 	5.2 	-0.86 	: 
NAT,PCH_PRE,I552,DEG1,BE	: c	: c	: c	: 	-2 	: 
NAT,PCH_PRE,I552,DEG1,BG	3.42 	9.28 	0.99 	0.78 	2.9 	: 
NAT,PCH_PRE,I552,DEG1,CZ	0.16 	0.27 	10.59 	-3.72 	-1.5 	: 
NAT,PCH_PRE,I552,DEG1,DE	4.21 	1.71 	2.4 	6.93 	4.7 	: 
NAT,PCH_PRE,I552,DEG1,DK	-12.09 	4.9 	57.07 	-14.88 	7.8 	: 
NAT,PCH_PRE,I552,DEG1,EA	6.65 e	4.23 	8.83 	: 	: 	: 
NAT,PCH_PRE,I552,DEG1,EE	19.7 	17.72 	0.24 	-6.32 	2.8 	: 
NAT,PCH_PRE,I552,DEG1,EL	2.95 e	3.35 e	-3.8 e	14.43 e	5.33 	: 
NAT,PCH_PRE,I552,DEG1,ES	25.83 	9.02 	9.04 	21.2 	8.2 	: 
NAT,PCH_PRE,I552,DEG1,EU27	: u	4.52 	12.14 	4.33 e	1.36 	: 
NAT,PCH_PRE,I552,DEG1,EU28	: u	4.5 	12.2 	4.43 e	1.46 e	: 
NAT,PCH_PRE,I552,DEG1,FI	132.63 	-4.46 	-1.76 	15.33 	31.5 	: 
NAT,PCH_PRE,I552,DEG1,FR	19.5 	0.21 	6.32 	1.22 	4.1 	: 
NAT,PCH_PRE,I552,DEG1,HR	: c	: c	: c	: c	: 	: 
NAT,PCH_PRE,I552,DEG1,HU	33.65 	-4.58 	9.96 	21.52 	-9.8 	: 
NAT,PCH_PRE,I552,DEG1,IE	: 	16.58 e	-31.5 e	69.37 e	: 	: 
NAT,PCH_PRE,I552,DEG1,IS	: 	-13.1 	-38.51 	234.82 	52.1 	: 
NAT,PCH_PRE,I552,DEG1,IT	11.72 	8.91 	22.31 	5.92 	6.9 	: 
NAT,PCH_PRE,I552,DEG1,LT	-5.75 	-10.06 	-0.52 	4.6 	3.4 	: 
NAT,PCH_PRE,I552,DEG1,LU	-11.36 	17.31 	-2.48 	-20.6 	32 	-28.1 
NAT,PCH_PRE,I552,DEG1,LV	-10.36 	44.36 	-23.69 	-11.1 	14.6 	: 
NAT,PCH_PRE,I552,DEG1,MT	76.43 	-20.3 	0.33 	-42.3 	: 	: 
NAT,PCH_PRE,I552,DEG1,NL	14.37 	10.76 	9.24 	-3.24 	15.6 b	: 
NAT,PCH_PRE,I552,DEG1,NO	: 	-10 	9.53 	15.46 	30.1 	: 
NAT,PCH_PRE,I552,DEG1,PL	8.04 	1.99 	3.44 	1.78 	-5.7 	: 
NAT,PCH_PRE,I552,DEG1,PT	35.07 	17.85 	38.79 	12.17 	12.1 b	: 
NAT,PCH_PRE,I552,DEG1,RO	12.85 	10.13 	22.78 	14.15 	13 	: 
NAT,PCH_PRE,I552,DEG1,SE	-13.16 	-11.68 	11.7 	10.9 	3.5 	: 
NAT,PCH_PRE,I552,DEG1,SI	13.3 	43.95 	27.63 	11.22 	3.5 	: 
NAT,PCH_PRE,I552,DEG1,SK	5.83 	19.79 	11.43 	-0.51 	11.6 	: 
NAT,PCH_PRE,I552,DEG1,UK	: 	8.64 	: 	: 	-11.21 	: 
NAT,PCH_PRE,I552,DEG2,AT	1.11 	4.48 	3.79 	6.2 	3.37 	: 
NAT,PCH_PRE,I552,DEG2,BE	: c	: c	: c	: 	1.6 	: 
NAT,PCH_PRE,I552,DEG2,BG	6.91 	19.4 	3.29 	4.29 	4.8 	: 
NAT,PCH_PRE,I552,DEG2,CZ	4.75 	3.25 	16 	-3.47 	-4.5 	: 
NAT,PCH_PRE,I552,DEG2,DE	3.81 	3.12 	0.97 	-0.02 	-1 	: 
NAT,PCH_PRE,I552,DEG2,DK	-1.95 	5.16 	1.22 	-2.6 	-5.8 	: 
NAT,PCH_PRE,I552,DEG2,EA	10.05 e	0.88 	6.73 	: 	: 	: 
NAT,PCH_PRE,I552,DEG2,EE	52.27 	-4.66 	21.9 	-10.22 	27.9 	: 
NAT,PCH_PRE,I552,DEG2,EL	0.28 e	9.24 e	7.74 e	8.51 e	8.01 	: 
NAT,PCH_PRE,I552,DEG2,ES	28.81 	5.59 	9.84 	3.29 	-4.9 	: 
NAT,PCH_PRE,I552,DEG2,EU27	: u	-2.41 	8.57 	0.29 e	-0.31 	: 
NAT,PCH_PRE,I552,DEG2,EU28	: u	-2.36 	8.62 	0.36 e	-0.21 e	: 
NAT,PCH_PRE,I552,DEG2,FI	15.2 	-2.37 	-10.5 	15.34 	21.3 	: 
NAT,PCH_PRE,I552,DEG2,FR	9.26 	-3.49 	1.88 	-4.97 	-2.3 	: 
NAT,PCH_PRE,I552,DEG2,HR	: c	: c	: c	: c	: 	: 
NAT,PCH_PRE,I552,DEG2,HU	17.5 	2.95 	-1.58 	14.37 	89.2 	: 
NAT,PCH_PRE,I552,DEG2,IE	: 	-44.57 e	-65.28 e	1.22 e	: 	: 
NAT,PCH_PRE,I552,DEG2,IS	: 	20.39 	6.54 	-15 	33.8 	: 
NAT,PCH_PRE,I552,DEG2,IT	37.74 	4.15 	5.37 	-1.35 	-3.1 	: 
NAT,PCH_PRE,I552,DEG2,LI	26.17 	43.78 	-17.92 	-4.81 	-9.2 	: 
NAT,PCH_PRE,I552,DEG2,LT	10.21 	8.34 	3.52 	2.6 	-0.6 	: 
NAT,PCH_PRE,I552,DEG2,LU	71.54 	36.33 	-60.25 	11.6 	258.3 	-74.2 
NAT,PCH_PRE,I552,DEG2,LV	45.23 	2.4 	-2.44 	7.86 	-22.6 	: 
NAT,PCH_PRE,I552,DEG2,MT	-99.7 	53.42 	-9.88 	-27.64 	43 	: 
NAT,PCH_PRE,I552,DEG2,NL	0.82 	-5.54 	3.48 	1.56 	16.9 b	: 
NAT,PCH_PRE,I552,DEG2,NO	: 	-9.43 	-15.36 	31.51 	13.3 	: 
NAT,PCH_PRE,I552,DEG2,PL	18.09 	7.9 	3.81 	3.01 	-0.4 	: 
NAT,PCH_PRE,I552,DEG2,PT	27.85 	43.35 	41.04 	-28.02 	14.3 b	: 
NAT,PCH_PRE,I552,DEG2,RO	11.08 	6.53 	28.5 	7.51 	3.1 	: 
NAT,PCH_PRE,I552,DEG2,SE	8.28 	-10.65 	8.03 	0.51 	-2.3 	: 
NAT,PCH_PRE,I552,DEG2,SI	10.56 	4.8 	31.12 	-1.87 	-1.4 	: 
NAT,PCH_PRE,I552,DEG2,SK	2.38 	2.61 	10.98 	7.87 	0.8 	: 
NAT,PCH_PRE,I552,DEG2,UK	: 	-28.17 	: 	: 	-6.98 	: 
NAT,PCH_PRE,I552,DEG3,AT	4.3 	4.62 	1.97 	1 	-1.21 	: 
NAT,PCH_PRE,I552,DEG3,BE	: c	: c	: c	: 	1.9 	: 
NAT,PCH_PRE,I552,DEG3,BG	-1.3 	-1.65 	7.63 	8.4 	4.3 	: 
NAT,PCH_PRE,I552,DEG3,CZ	0.36 	0.61 	15.38 	-2.68 	-5.2 	: 
NAT,PCH_PRE,I552,DEG3,DE	2.58 	2.53 	2.09 	0.97 	-1.5 	: 
NAT,PCH_PRE,I552,DEG3,DK	0.91 	7.41 	-1.28 	-2.99 	-3.3 	: 
NAT,PCH_PRE,I552,DEG3,EA	-3 e	3.16 	2.45 	: 	: 	: 
NAT,PCH_PRE,I552,DEG3,EE	-9.85 	17.18 	3.26 	2.98 	2.4 	: 
NAT,PCH_PRE,I552,DEG3,EL	-0.5 e	10.56 e	-5.7 e	4.54 e	2.23 	: 
NAT,PCH_PRE,I552,DEG3,ES	-13.36 	13.56 	9.43 	16.16 	-3.6 	: 
NAT,PCH_PRE,I552,DEG3,EU27	: u	5.64 	1.9 	0.58 e	-0.45 	: 
NAT,PCH_PRE,I552,DEG3,EU28	: u	5.59 	1.98 	0.59 e	-0.39 	: 
NAT,PCH_PRE,I552,DEG3,FI	5.25 	15.62 	-0.15 	1.51 	2 	: 
NAT,PCH_PRE,I552,DEG3,FR	1.14 	-0.23 	0.51 	-4.54 	-0.7 	: 
NAT,PCH_PRE,I552,DEG3,HR	7.08 	0.49 	10.95 	2.05 	-4.9 	: 
NAT,PCH_PRE,I552,DEG3,HU	3.74 	-0.76 	5.25 	9.82 	-19.7 	: 
NAT,PCH_PRE,I552,DEG3,IE	: 	7.79 e	-52.36 e	-0.62 e	: 	: 
NAT,PCH_PRE,I552,DEG3,IS	: 	21.16 	4.2 	-16.91 	59.1 	: 
NAT,PCH_PRE,I552,DEG3,IT	-19.63 	2.18 	3.36 	-0.79 	-4.6 	: 
NAT,PCH_PRE,I552,DEG3,LT	-0.75 	6.99 	3.73 	16.5 	5.8 	: 
NAT,PCH_PRE,I552,DEG3,LU	-5.34 	2.98 	1.07 	10.8 	2.1 	-0.3 
NAT,PCH_PRE,I552,DEG3,LV	54.48 	16.45 	30.69 	9.32 	15.4 	: 
NAT,PCH_PRE,I552,DEG3,MT	5851.35 	: 	-100 	19.44 	-50.5 	: 
NAT,PCH_PRE,I552,DEG3,NL	6.79 	-1.99 	5.52 	1.86 	17.3 b	: 
NAT,PCH_PRE,I552,DEG3,NO	: 	5.35 	9.88 	-10.49 	60.1 	: 
NAT,PCH_PRE,I552,DEG3,PL	-8.67 	9.86 	5.47 	2.68 	-4.2 	: 
NAT,PCH_PRE,I552,DEG3,PT	16.85 	17.88 	39.63 	2.57 	154.9 b	: 
NAT,PCH_PRE,I552,DEG3,RO	20.41 	12.43 	21 	7.61 	10.9 	: 
NAT,PCH_PRE,I552,DEG3,SE	-0.78 	-1 	3.68 	5.42 	-6.5 	: 
