unit,nace_r2,partner,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
NR,I552_I553,IE,IS	: 	9028 	5807 	3084 	6351 	4948 b	72532 	1859 	1895 	2823 	1964 	1573 	2296 	1831 	1113 	997 	1420 	1754 	683 	588 	: 	394 	892 	: 	: 	: 	: 	: 
NR,I552_I553,IE,IT	665354 	596847 	491603 	431148 	439981 	363717 b	328967 	367935 	406770 	120056 	432076 	360839 	288952 	202555 	216073 	173742 	137456 	108217 	77205 	74818 	51543 	49961 	43900 	38093 	36963 	35122 	29826 	34998 
NR,I552_I553,IE,LI	40 	52 	37 	49 	29 	53 b	20 	10 	42 	88 	98 	81 	59 	33 	15 	23 	: 	59 	: 	5 	26 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,LT	2326 	2611 	2183 	958 	1222 	1507 b	145 	107 	115 	244 	115 	56 	153 	98 	69 	117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,LU	1528 	1964 	1945 	1001 	614 	1096 b	1021 	1277 	1369 	1318 	1437 	1644 	1148 	2107 	1356 	2033 	2778 	1083 	993 	1629 	2072 	1852 	1800 	2256 	1232 	816 	1305 	2229 
NR,I552_I553,IE,LV	1783 	1050 	685 	2154 	1857 	1354 b	670 	1615 	3296 	4874 	3137 	1974 	873 	71 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,ME	: 	4364 	5332 	: 	: 	13867 b	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,MK	207 	110 	108 	35 	70 	96 b	222 	92 	205 	99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,MT	1198 e	1816 e	2465 e	3576 e	1518 e	1876 b	1245 	3635 	0 	1008 	1105 	6884 	: 	: 	1920 	: 	: 	: 	: 	: 	: 	: 	9 	: 	: 	: 	: 	: 
NR,I552_I553,IE,NL	99065 e	72568 e	64717 e	57654 e	66066 be	49820 be	31800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14500 	19500 	20800 	18300 
NR,I552_I553,IE,NO	: 	3014 	2757 	2728 	4255 	4593 b	3487 	5313 	4220 	3881 	5830 	5134 	3832 	2954 	2541 	4389 	2714 	1544 	1684 	2079 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,PL	12592 	15241 	10993 	9524 	12185 	45899 b	9342 	12414 	8664 	8334 	12108 	7269 	4081 	3515 	4110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,PT	84531 	62631 	26619 	21794 	24226 b	13920 b	14718 	17486 	17623 	19184 	26430 	12694 	11339 	11857 	8547 	6581 	8422 	6484 	5732 	8457 	6242 	6333 	6227 	7581 	6423 	6561 	9166 	6609 
NR,I552_I553,IE,RO	2157 	1911 	1364 	1613 	1239 	1157 b	123 	29 	67 	792 	41 	49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,RS	: 	724 	765 	600 	478 	392 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,SE	9057 	6279 	13590 	7497 	6369 	7023 b	10426 	9553 	3694 	5154 	5900 	4879 	3228 	3137 	2993 	2178 	1433 	1225 	1637 	1043 	1237 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,SI	18359 	16389 	13183 	7707 	7104 	5743 b	4056 	3857 	3195 	3268 	6134 	6040 	5354 	6147 	4369 	3554 	3215 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,SK	4072 	2697 	2109 	1861 	1591 	1222 b	3669 	1404 	1084 	2738 	2497 	1491 	1370 	1666 	1330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,TR	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IE,UK	: 	6927270 	6908636 	: 	: 	814080 b	516630 	435260 	531353 	489622 	729566 	764449 	817211 	403916 	389000 	390000 	317316 	308266 	743908 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,AT	: 	: 	: 	: 	: 	22967109 b	21849922 	21587908 	21819730 	21413029 	20585259 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,BE	: 	: 	: 	: 	: 	13167996 b	13219782 	13096428 	13146261 	13266813 	13493729 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,BG	: 	: 	: 	: 	: 	1354427 b	1112109 	1086621 	1185397 	1100621 	1198201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,CY	: 	: 	: 	: 	: 	29695 b	157052 	165646 	167380 	66540 	76912 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,CZ	: 	: 	: 	: 	: 	10853476 b	9959903 	10189091 	10967682 	11392325 	13189707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,DE	: 	: 	: 	: 	: 	97774641 b	96071730 	95162100 	96060638 	103311540 	100649735 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,DK	: 	: 	: 	: 	: 	14695141 b	15369711 	15304661 	15710226 	16327234 	16043746 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	529748594 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,EE	: 	: 	: 	: 	: 	809504 b	741973 	624546 	582190 	714187 	787079 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,EL	: 	: 	: 	: 	: 	13606747 e	7323069 	8391118 	9258682 	1463196 	1269291 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,ES	: 	: 	: 	: 	: 	95091611 b	97021885 	92563127 	92636425 	101786680 	104296957 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,EU27	: 	: 	: 	: 	: 	820859899 b	766376897 e	745011774 e	698338291 e	694204741 e	702442039 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,EU28	: 	: 	: 	: 	: 	856085975 b	782940438 e	760509385 e	714914531 e	709824564 e	717547733 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,FI	: 	: 	: 	: 	: 	3255228 b	3299834 	3253315 	3199995 	3137318 	3025965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,FR	: 	: 	: 	: 	: 	191160230 b	191847754 	173945895 	101343607 	97193295 	96073022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,HR	: 	: 	: 	: 	: 	35226076 b	16563541 	15497611 	16576240 	15619823 	15105694 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,HU	: 	: 	: 	: 	: 	5063198 b	3179263 	3351906 	3669537 	3601660 	3713650 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,IE	: 	: 	: 	: 	: 	: u	: u	: u	: u	6346984 e	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,IS	: 	: 	: 	: 	: 	567279 b	364623 	351990 	360815 	300614 	285351 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,IT	: 	: 	: 	: 	: 	115305997 b	117696038 	116094483 	116258911 	114080780 	114201086 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,LI	: 	: 	: 	: 	: 	15220 b	14386 	16193 	16846 	17126 	17304 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,LT	: 	: 	: 	: 	: 	2156715 b	408511 	410287 	441522 	625031 	634310 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,LU	: 	: 	: 	: 	: 	981859 b	839154 	597917 	953400 	1036718 	1067245 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,LV	: 	: 	: 	: 	: 	577628 b	411927 	333903 	332582 	613484 	538864 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,ME	: 	: 	: 	: 	: 	752762 b	17514 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,MK	: 	: 	: 	: 	: 	24918 b	22862 	24957 	39364 	32579 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,MT	: 	: 	: 	: 	: 	107758 b	130453 	111057 	124903 	133682 	148226 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,NL	: 	: 	: 	: 	: 	48832729 b	50535500 	50874300 	52746000 	51536900 	53733400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,NO	: 	: 	: 	: 	: 	2668565 b	2742218 	2921439 	2915564 	3090138 	3088689 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,PL	: 	: 	: 	: 	: 	30679530 b	27637258 	28348209 	30222502 	31093760 	30289443 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,PT	: 	: 	: 	: 	: 	6980353 b	7281090 	7528994 	7807502 	7968030 	8089870 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,RO	: 	: 	: 	: 	: 	2538503 b	605981 	626540 	804838 	874553 	822528 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,RS	: 	: 	: 	: 	: 	102723 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,SE	: 	: 	: 	: 	: 	17698713 b	18108668 	18334354 	18956445 	18328184 	20872922 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,SI	: 	: 	: 	: 	: 	2930075 b	2516663 	2434722 	2503226 	2506764 	2297857 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,SK	: 	: 	: 	: 	: 	3401226 b	3309412 	3536490 	3841821 	4500325 	4083748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU27,UK	: 	: 	: 	: 	: 	114440311 b	70362447 	70842264 	87735662 	79785108 	84355410 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,AT	27541844 	26088114 	24415742 	23533575 	23441937 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,BE	19260204 	19330504 	18950186 	13332164 	13028527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,BG	1774649 	1712677 	1594010 	1488347 	1412994 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,CH	: 	3832169 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,CY	5049 	1593 	2131 	25629 	26302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,CZ	12720056 	12381842 	12006898 	10441342 	10658265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,DE	109061286 	106162387 	103026568 	100508928 	97421048 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,DK	15377621 	15639147 	15230584 	14919403 	14675703 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,EA	710483004 e	691749326 	672382409 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,EE	1087143 	1043981 	915782 	867805 	867498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,EL	16291360 e	16702131 e	16342711 e	15824227 e	14320802 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,ES	121597550 	115383902 	106350793 	100922454 	96016521 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,EU27	: u	987331951 	957834155 	847079129 e	771339726 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,EU28	: u	1036911381 	1002862678 	891561472 e	811380497 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,FI	3743123 	3371472 	3207392 	3358574 	3390113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,FR	211055530 	193787735 	196491479 	191574064 	194823845 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,HR	55641792 	49579430 	45028523 	41414055 	40040771 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,HU	6941068 	6221716 	6064202 	5768016 	5278393 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,IE	: 	3885371 e	3571338 e	4681804 e	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,IS	: 	1391807 	1373557 	1161787 	754976 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,IT	130405079 	122274559 	117744071 	111870461 	111691273 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,LI	13079 	12221 	11527 	12409 	12803 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,LT	2798652 	2695744 	2544447 	2433603 	2216385 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,LU	1160546 	1173424 	1211206 	1144014 	1046167 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,LV	898393 	691985 	581828 	708671 	653641 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,ME	: 	991959 	1042527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,MK	28019 	22746 	25458 	31326 	26705 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,MT	198735 e	190133 e	195055 e	174813 e	172195 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,NL	62307353 	61140766 	61508607 	59562658 	58344411 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,NO	: 	2791016 	2488183 	2509716 	2387487 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,PL	35789106 	34434344 	31923243 	30457220 	29758603 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,PT	11470898 	10160526 	8415379 	7297336 	7202421 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,RO	4582429 	3946594 	3605213 	2858902 	2708490 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,RS	: 	148203 	126520 	113645 	104746 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,SE	19533663 	19402895 	19507609 	18815906 	18008259 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,SI	4234171 	3589410 	3305292 	2961516 	3052060 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,SK	4292172 	4075589 	3602402 	3341256 	3530612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,INT_EU28,UK	: 	201843410 	195519987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,AT	5720 	4329 	3957 	3580 	3218 	2419 b	1813 	2361 	1167 	3393 	1324 	2179 	1900 	2055 	986 	693 	1119 	914 	977 	809 	201 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,BE	2526 	1506 	1725 	1769 	1291 	1343 b	879 	651 	874 	1056 	701 	440 	329 	168 	708 	133 	264 	219 	127 	384 	139 	269 	424 	1913 	: 	: 	: 	: 
NR,I552_I553,IS,BG	131 	178 	144 	36 	59 	78 b	2 	1 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,CH	: 	916 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	845 	1076 	1289 	3220 	787 	1124 	22 	64 	: 	: 	: 	: 	: 
NR,I552_I553,IS,CY	0 	0 	23 	4 	0 	2 b	657 	567 	853 	2 	40 	81 	5 	: 	: 	: 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,CZ	1010 	1036 	676 	416 	265 	221 b	121 	277 	212 	1748 	498 	1041 	853 	682 	1342 	143 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,DE	9772 	9466 	9340 	7964 	8373 	11962 b	10613 	11475 	7292 	12483 	14495 	10696 	10342 	5042 	5672 	4061 	4929 	6715 	5245 	5593 	5104 	5388 	6355 	6468 	5174 	9366 	11591 	14190 
NR,I552_I553,IS,DK	13786 	10294 	9058 	7657 	5860 	6520 b	6873 	3672 	2754 	11431 	18729 	16523 	13031 	4125 	5067 	2984 	2657 	3524 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,EA	198119 e	163292 	144468 	: 	: 	: 	: 	: 	: 	145159 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,EE	468 	214 	273 	243 	221 	224 b	121 	71 	97 	119 	489 	354 	490 	460 	62 	95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,EL	44820 e	24615 e	25767 e	21469 e	20732 	13918 e	39 	51 	33 	13 	53 	4 	72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,ES	96668 	91887 	68972 	51861 	41919 	43642 b	46402 	40574 	46893 	89025 	84653 	64562 	52349 	257675 	292238 	200687 	191367 	251858 	491 	395 	389 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,EU27	: u	296949 	240648 	141313 e	111910 e	112075 b	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,EU28	: u	302535 	245515 	145683 e	114918 e	114623 b	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,FI	275 	248 	439 	276 	509 	533 b	443 	376 	320 	491 	288 	198 	706 	276 	727 	328 	384 	183 	303 	250 	272 	245 	312 	216 	316 	167 	356 	367 
NR,I552_I553,IS,FR	5732 	6950 	11779 	9457 	7714 	8123 b	11994 	1346 	2560 	916 	1072 	1159 	795 	21926 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,HR	9715 	5586 	4867 	4027 	3008 	2548 b	1178 	750 	782 	1057 	1027 	5720 	878 	561 	945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,HU	614 	583 	1029 	219 	0 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,IE	: 	1351 e	0 e	113 u	: u	: u	: u	: u	: u	1199 e	: u	: u	: u	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,IS	: 	446309 	434799 	585142 	427203 	404568 b	374072 	443299 	450113 	349450 	327170 	336354 	306808 	332086 	308998 	313922 	285150 	298474 	261197 	214689 	209458 	199366 	207000 	175000 	126925 	131444 	148176 	142738 
NR,I552_I553,IS,IT	24322 	18773 	17442 	14360 	15280 	15703 b	13220 	17974 	16043 	27870 	26086 	18377 	18617 	17332 	14065 	13482 	46435 	10754 	6236 	2085 	1943 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,LI	8 	16 	3 	4 	6 	28 b	7 	8 	: 	12 	33 	20 	: 	10 	4 	1 	: 	7 	: 	4 	11 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,LT	306 	291 	422 	56 	123 	68 b	31 	8 	29 	7 	17 	21 	22 	29 	4 	216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,LU	166 	91 	246 	78 	112 	49 b	183 	104 	189 	195 	571 	457 	140 	250 	117 	279 	192 	141 	139 	159 	243 	307 	166 	249 	245 	389 	884 	535 
NR,I552_I553,IS,LV	56 	63 	40 	52 	0 	11 b	21 	6 	28 	37 	11 	7 	9 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,ME	: 	288 	533 	: 	: 	881 b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,MK	10 	2 	9 	27 	7 	5 b	40 	28 	39 	122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,MT	0 e	0 e	1168 e	0 e	0 e	0 b	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,I552_I553,IS,NL	2419 e	1699 e	1458 e	1340 e	1666 be	1133 be	1000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
