unit,purpose,duration,partner,expend,geo\time	2016 	2015 	2014 	2013 	2012 
NAC,PERS,N1-3,OUT,TOTAL,LT	82.26 	84.34 	86.53 	281.44 	264.16 
NAC,PERS,N1-3,OUT,TOTAL,LU	165.07 	169.67 	161 	148.1 	144.78 
NAC,PERS,N1-3,OUT,TOTAL,LV	77.68 	94.54 	69.95 	74.84 	52.15 
NAC,PERS,N1-3,OUT,TOTAL,MT	226.42 	230.9 	234 b	231.3 	238.34 
NAC,PERS,N1-3,OUT,TOTAL,NL	101.78 	96.89 	94.84 	103.52 	103.47 
NAC,PERS,N1-3,OUT,TOTAL,PL	429.65 	428.67 	387.04 b	600.99 	709.03 
NAC,PERS,N1-3,OUT,TOTAL,PT	110.96 	115.78 	119.22 	90.04 	90.01 
NAC,PERS,N1-3,OUT,TOTAL,RO	416.79 	450.26 	399.33 	386.01 	491.41 
NAC,PERS,N1-3,OUT,TOTAL,SE	1697.75 	1970.2 	1407.06 	: 	: 
NAC,PERS,N1-3,OUT,TOTAL,SI	53.63 	54.25 	54.54 	54.92 	60.45 
NAC,PERS,N1-3,OUT,TOTAL,SK	82.49 	85.86 	74.81 	70.08 b	102.6 
NAC,PERS,N1-3,OUT,TOTAL,UK	: 	: 	: 	116.26 	83.39 
NAC,PERS,N1-3,OUT,TRA,AT	51.83 	55.76 	60.62 	55.67 	48.9 
NAC,PERS,N1-3,OUT,TRA,BE	35.04 	31.68 	33.4 	34.33 	37.99 
NAC,PERS,N1-3,OUT,TRA,BG	76.69 	69.43 	67.02 	56.26 	47.55 
NAC,PERS,N1-3,OUT,TRA,CH	54.96 	53.46 	52.79 	65.77 	48.36 
NAC,PERS,N1-3,OUT,TRA,CY	70.8 	68.58 	79.36 	84.79 	84.5 
NAC,PERS,N1-3,OUT,TRA,CZ	474.68 	436.54 	514.81 	476.24 	466.88 
NAC,PERS,N1-3,OUT,TRA,DE	45.67 	49.16 	51.56 	51.7 	71.86 
NAC,PERS,N1-3,OUT,TRA,DK	450.05 	419.62 	411.32 b	389.43 b	302.5 
NAC,PERS,N1-3,OUT,TRA,EE	33.73 	31.56 	23.14 	27.59 	21.28 
NAC,PERS,N1-3,OUT,TRA,EL	43.16 	43.7 	44.8 	51.34 	50.89 
NAC,PERS,N1-3,OUT,TRA,ES	49.3 	47.09 b	31.18 	27.67 	26.15 
NAC,PERS,N1-3,OUT,TRA,EU28	: 	: 	: 	: 	87.17 
NAC,PERS,N1-3,OUT,TRA,FI	52.41 	56.35 	54.59 	57.79 	54.55 
NAC,PERS,N1-3,OUT,TRA,FR	49.47 	56.48 	56.53 	56.34 	57.69 
NAC,PERS,N1-3,OUT,TRA,HR	250.81 	260.51 	238.02 	244.34 	234.19 
NAC,PERS,N1-3,OUT,TRA,HU	2381.84 	2202.62 	2213.53 	720.3 	789.36 
NAC,PERS,N1-3,OUT,TRA,IE	53.23 	58.06 	56.71 	53.42 	55.88 
NAC,PERS,N1-3,OUT,TRA,IT	53.49 	56.48 	50.91 b	58.39 	53.82 
NAC,PERS,N1-3,OUT,TRA,LT	23.49 	26.42 	26.68 	65.17 	81.27 
NAC,PERS,N1-3,OUT,TRA,LU	46.73 	46.65 	53 	44.6 	48.23 
NAC,PERS,N1-3,OUT,TRA,LV	25.08 	32.92 	26.44 	29.89 	24.56 
NAC,PERS,N1-3,OUT,TRA,MT	50.56 	51.04 	58.85 b	57.26 	63.53 
NAC,PERS,N1-3,OUT,TRA,NL	29.06 	28.66 	27.67 	31.79 	30.52 
NAC,PERS,N1-3,OUT,TRA,PL	129.7 	157.42 	118.63 b	214.36 	298.66 
NAC,PERS,N1-3,OUT,TRA,PT	42.33 	39.33 	42.61 	36.14 	34.15 
NAC,PERS,N1-3,OUT,TRA,RO	147.88 	177.48 	168.79 	149.92 	155.87 
NAC,PERS,N1-3,OUT,TRA,SE	516.9 	848.54 	693.28 	: 	: 
NAC,PERS,N1-3,OUT,TRA,SI	16.77 	16.75 	19.09 	19.16 	22.32 
NAC,PERS,N1-3,OUT,TRA,SK	20 	17.75 	17.49 	17.38 b	29.37 
NAC,PERS,N1-3,OUT,TRA,UK	: 	: 	: 	43.51 	16.57 
NAC,PERS,N1-3,WORLD,ACC,AT	54.99 	55.01 	51.35 	54.61 	64.77 
NAC,PERS,N1-3,WORLD,ACC,BE	44.5 	40.88 	44.81 	46.63 	45.8 
NAC,PERS,N1-3,WORLD,ACC,BG	14.67 	15.7 	15.48 	12.98 	10.92 
NAC,PERS,N1-3,WORLD,ACC,CH	63.14 	58.27 	63.97 	73.72 	55.1 
NAC,PERS,N1-3,WORLD,ACC,CY	18.87 	20.58 	22.41 	17.82 	25.9 
NAC,PERS,N1-3,WORLD,ACC,CZ	122.83 	99.78 	78.55 	79.88 	70.46 
NAC,PERS,N1-3,WORLD,ACC,DE	30.31 	28.44 	28.46 	31.53 	29.11 
NAC,PERS,N1-3,WORLD,ACC,DK	318.22 	257.55 	277.42 b	263.88 b	148.23 
NAC,PERS,N1-3,WORLD,ACC,EE	12.34 	11.3 	10.75 	11.54 	12.44 
NAC,PERS,N1-3,WORLD,ACC,EL	12.83 	12.57 	11.04 	11.27 	9.57 
NAC,PERS,N1-3,WORLD,ACC,ES	11.59 	11.61 b	10.08 	9.87 	8.93 
NAC,PERS,N1-3,WORLD,ACC,EU28	: 	: 	: 	: 	73.13 
NAC,PERS,N1-3,WORLD,ACC,FI	16.17 	15.78 	15.97 	16.73 	16.92 
NAC,PERS,N1-3,WORLD,ACC,FR	14.39 	13.57 	12.88 	12.21 	11.98 
NAC,PERS,N1-3,WORLD,ACC,HR	120.12 	87.61 	73.99 	77.85 	81.29 
NAC,PERS,N1-3,WORLD,ACC,HU	3406.88 	3071.1 	2915.47 	2509.93 	2189.5 
NAC,PERS,N1-3,WORLD,ACC,IE	37.71 	37.96 	35.5 	34.49 	33.94 
NAC,PERS,N1-3,WORLD,ACC,IT	31.9 	30.41 	24.24 b	28.19 	27.52 
NAC,PERS,N1-3,WORLD,ACC,LT	14.92 	12.87 	9.39 	26.8 	29 
NAC,PERS,N1-3,WORLD,ACC,LU	47.95 	49.01 	42.36 	38.03 	39.66 
NAC,PERS,N1-3,WORLD,ACC,LV	5.52 	6.31 	5.06 	4.77 	2.28 
NAC,PERS,N1-3,WORLD,ACC,MT	33.89 	33.53 	34.34 b	26.14 	33.51 
NAC,PERS,N1-3,WORLD,ACC,NL	21.81 	19.8 	16.88 	18.94 	18.54 
NAC,PERS,N1-3,WORLD,ACC,PL	36.15 	33.73 	25.22 b	59.56 	59.95 
NAC,PERS,N1-3,WORLD,ACC,PT	5.94 	6.25 	5.36 	3.52 	5.11 
NAC,PERS,N1-3,WORLD,ACC,RO	23.89 	21.37 	17.36 	16.89 	16.86 
NAC,PERS,N1-3,WORLD,ACC,SE	246.07 	219.32 	164.93 	: 	: 
NAC,PERS,N1-3,WORLD,ACC,SI	15.56 	15.64 	12.88 	11.68 	10.68 
NAC,PERS,N1-3,WORLD,ACC,SK	13.57 	12.66 	13.29 	11.71 b	15.48 
NAC,PERS,N1-3,WORLD,ACC,UK	: 	: 	: 	30.71 	28.84 
NAC,PERS,N1-3,WORLD,DUR,AT	2.26 	2.78 	4.18 	2.43 	1.19 
NAC,PERS,N1-3,WORLD,DUR,BE	2.26 	4.67 	5.24 	6.66 	6.37 
NAC,PERS,N1-3,WORLD,DUR,BG	0 	0 	0 	0 	0 
NAC,PERS,N1-3,WORLD,DUR,CH	2.79 	3.65 	4.26 	: 	: 
NAC,PERS,N1-3,WORLD,DUR,CY	0 	0 	0.03 	0.8 	0.72 
NAC,PERS,N1-3,WORLD,DUR,CZ	0.51 	1.92 	0.19 	0.38 	2.03 
NAC,PERS,N1-3,WORLD,DUR,DE	7.2 	7.55 	8.61 	9.06 	5.45 
NAC,PERS,N1-3,WORLD,DUR,DK	123.47 	106.86 	112.15 b	111.67 b	62.75 
NAC,PERS,N1-3,WORLD,DUR,EE	0.21 	0.44 	3.73 	3.36 	2.9 
NAC,PERS,N1-3,WORLD,DUR,EL	0.24 	0.18 	0.24 	0.07 	12.68 
NAC,PERS,N1-3,WORLD,DUR,ES	1.05 	1.83 b	0.06 	0.19 	0.68 
NAC,PERS,N1-3,WORLD,DUR,EU28	: 	: 	: 	: 	9.35 
NAC,PERS,N1-3,WORLD,DUR,FI	3.69 	3.42 	3.42 	4.87 	2.54 
NAC,PERS,N1-3,WORLD,DUR,FR	1.01 	1.03 	0.78 	0.85 	0.86 
NAC,PERS,N1-3,WORLD,DUR,HR	5.38 	0 	0 	3.36 	9.3 
NAC,PERS,N1-3,WORLD,DUR,HU	366.5 	323.42 	279.43 	126.73 	145.06 
NAC,PERS,N1-3,WORLD,DUR,IE	2.84 	2.7 	2.61 	2.15 	2.69 
NAC,PERS,N1-3,WORLD,DUR,IT	0.28 	0.72 	0.44 b	0 	0.38 
NAC,PERS,N1-3,WORLD,DUR,LT	1.84 	0.81 	0.11 	0.76 	9.2 
NAC,PERS,N1-3,WORLD,DUR,LU	0.51 	0.44 	2.65 	0.43 	0.91 
NAC,PERS,N1-3,WORLD,DUR,LV	0.39 	0.19 	0.18 	0.62 	0.99 
NAC,PERS,N1-3,WORLD,DUR,MT	3.06 	9.57 	13.64 b	0 	0 
NAC,PERS,N1-3,WORLD,DUR,NL	0.51 	0.02 	0.09 	5.13 	5.04 
NAC,PERS,N1-3,WORLD,DUR,PL	2.49 	3.64 	2.42 b	8.9 	12.77 
NAC,PERS,N1-3,WORLD,DUR,PT	0.46 	1.99 	0.84 	0.07 	0.03 
NAC,PERS,N1-3,WORLD,DUR,RO	0.24 	0.26 	0.24 	0.17 	0.04 
NAC,PERS,N1-3,WORLD,DUR,SE	42.66 	24.6 	23.27 	: 	: 
NAC,PERS,N1-3,WORLD,DUR,SI	0.01 	0.02 	0 	0.06 	0.13 
NAC,PERS,N1-3,WORLD,DUR,SK	0.35 	0.83 	0.71 	0.9 b	4.94 
NAC,PERS,N1-3,WORLD,DUR,UK	: 	: 	: 	12.59 	18.61 
NAC,PERS,N1-3,WORLD,OTH,AT	52.93 	55.13 	51.99 	44.87 	34.16 
NAC,PERS,N1-3,WORLD,OTH,BE	14.35 	42.94 	42.15 	44.96 	37.36 
NAC,PERS,N1-3,WORLD,OTH,BG	12.31 	10.2 	9.5 	8.91 	10.17 
NAC,PERS,N1-3,WORLD,OTH,CH	27.26 	28.65 	25.29 	30.21 	26.41 
NAC,PERS,N1-3,WORLD,OTH,CY	23.67 	13.96 	11.24 	7.14 	6.65 
NAC,PERS,N1-3,WORLD,OTH,CZ	265.91 	247.61 	198.37 	199.35 	189.1 
NAC,PERS,N1-3,WORLD,OTH,DE	28.12 	29.64 	26.5 	27.8 	27.02 
NAC,PERS,N1-3,WORLD,OTH,DK	369.65 	320.53 	336.45 b	334.89 b	188.07 
NAC,PERS,N1-3,WORLD,OTH,EE	12.64 	12.33 	8.67 	9 	5.44 
NAC,PERS,N1-3,WORLD,OTH,EL	11.44 	12.04 	12.4 	11.46 	6.35 
NAC,PERS,N1-3,WORLD,OTH,ES	15.48 	10.29 b	15.06 	15.69 	16.17 
NAC,PERS,N1-3,WORLD,OTH,EU28	: 	: 	: 	: 	98.93 
NAC,PERS,N1-3,WORLD,OTH,FI	31.26 	30.49 	31 	32.03 	32.28 
NAC,PERS,N1-3,WORLD,OTH,FR	23.71 	23.49 	22.67 	22.19 	21.9 
NAC,PERS,N1-3,WORLD,OTH,HR	75.73 	107.94 	120.65 	183.48 	83.65 
NAC,PERS,N1-3,WORLD,OTH,HU	4618.28 	3927.58 	4011.2 	3960.28 	3091.95 
NAC,PERS,N1-3,WORLD,OTH,IE	49.36 	50.58 	49.15 	46.44 	46.14 
NAC,PERS,N1-3,WORLD,OTH,IT	36.19 	37.72 	26.19 b	33.15 	35.34 
NAC,PERS,N1-3,WORLD,OTH,LT	9.37 	7.64 	10.51 	41.34 	33.65 
NAC,PERS,N1-3,WORLD,OTH,LU	27.12 	28.48 	30.32 	30.86 	21.7 
NAC,PERS,N1-3,WORLD,OTH,LV	10.57 	11.39 	9.25 	9.72 	7.89 
NAC,PERS,N1-3,WORLD,OTH,MT	73.08 	65.25 	62.33 b	62.93 	55.36 
NAC,PERS,N1-3,WORLD,OTH,NL	11.36 	10.12 	9.99 	6.5 	5.82 
NAC,PERS,N1-3,WORLD,OTH,PL	37.75 	35.91 	37.16 b	30.09 	52.93 
NAC,PERS,N1-3,WORLD,OTH,PT	7.14 	7.79 	8.26 	6.78 	7.08 
NAC,PERS,N1-3,WORLD,OTH,RO	39.27 	34.48 	32.78 	33.22 	42.88 
NAC,PERS,N1-3,WORLD,OTH,SE	370.33 	352.16 	289.83 	: 	: 
NAC,PERS,N1-3,WORLD,OTH,SI	8.27 	8.66 	9.91 	9.85 	9.62 
NAC,PERS,N1-3,WORLD,OTH,SK	17.04 	17.74 	16.43 	15.93 b	34.35 
NAC,PERS,N1-3,WORLD,OTH,UK	: 	: 	: 	8.87 	9.66 
NAC,PERS,N1-3,WORLD,REST,BE	30.82 	0 	0 	0 	: 
NAC,PERS,N1-3,WORLD,REST,BG	25.83 	27.3 	30.21 	27.38 	22.38 
NAC,PERS,N1-3,WORLD,REST,CH	47.43 	43.1 	44.44 	42.12 	38.95 
NAC,PERS,N1-3,WORLD,REST,CY	24.55 	23.92 	31.58 	31.65 	: 
NAC,PERS,N1-3,WORLD,REST,CZ	141.9 	152.45 	105.36 	113.65 	102.95 
NAC,PERS,N1-3,WORLD,REST,DK	: 	: 	: b	: b	: 
NAC,PERS,N1-3,WORLD,REST,EE	11.32 	12.29 	11.89 	12.02 	9.39 
NAC,PERS,N1-3,WORLD,REST,EL	22.83 	22.7 	19.98 	17.54 	16.89 
NAC,PERS,N1-3,WORLD,REST,ES	16.71 	17.84 b	6.58 	5.55 	5.91 
NAC,PERS,N1-3,WORLD,REST,FI	23.57 	22.62 	21.24 	22.33 	23.23 
NAC,PERS,N1-3,WORLD,REST,FR	15.55 	15.04 	14.79 	14.06 	14.1 
NAC,PERS,N1-3,WORLD,REST,HR	124.4 	128.95 	99.66 	80.16 	72.76 
NAC,PERS,N1-3,WORLD,REST,HU	1546.91 	1208.51 	1149.77 	1019.65 	839.44 
NAC,PERS,N1-3,WORLD,REST,IT	: 	: 	: b	: 	: 
NAC,PERS,N1-3,WORLD,REST,LT	6.99 	7.53 	6.71 	23.51 	23.36 
NAC,PERS,N1-3,WORLD,REST,LU	42.75 	45.16 	34.7 	33.03 	32.46 
NAC,PERS,N1-3,WORLD,REST,LV	4.02 	4.92 	3.32 	3.86 	1.53 
NAC,PERS,N1-3,WORLD,REST,MT	: 	: 	: b	: 	: 
NAC,PERS,N1-3,WORLD,REST,NL	13.87 	12.48 	11.56 	12.86 	11.9 
NAC,PERS,N1-3,WORLD,REST,PL	47.64 	42.39 	35.54 b	67.96 	66.06 
NAC,PERS,N1-3,WORLD,REST,PT	12.75 	14.39 	10.82 	5.96 	7.59 
NAC,PERS,N1-3,WORLD,REST,RO	40.46 	36.71 	32.23 	31.51 	24.03 
NAC,PERS,N1-3,WORLD,REST,SI	8.67 	8.69 	9.14 	8.68 	9.05 
NAC,PERS,N1-3,WORLD,REST,SK	10.5 	9.26 	9.45 	7.82 b	: 
NAC,PERS,N1-3,WORLD,REST,UK	: 	: 	: 	17.83 	17.48 
NAC,PERS,N1-3,WORLD,TOTAL,AT	142.89 	148.04 	142 	136.79 	131.78 
NAC,PERS,N1-3,WORLD,TOTAL,BE	117.84 	106.99 	114.21 	118.26 	111.81 
NAC,PERS,N1-3,WORLD,TOTAL,BG	76.37 	77.23 	85.55 	75.79 	67.73 
NAC,PERS,N1-3,WORLD,TOTAL,CH	176.64 	168.97 	172.45 	190.97 	155.75 
NAC,PERS,N1-3,WORLD,TOTAL,CY	87.83 	80.81 	91.14 	85.37 	59.38 
NAC,PERS,N1-3,WORLD,TOTAL,CZ	681.44 	649.15 	532.5 	538.86 	495.74 
NAC,PERS,N1-3,WORLD,TOTAL,DE	89.6 	89.1 	87.79 	93.13 	93.9 
NAC,PERS,N1-3,WORLD,TOTAL,DK	1025.96 	869.46 	979.16 b	903.24 b	507.31 
NAC,PERS,N1-3,WORLD,TOTAL,EE	52.11 	53.81 	46.3 	49.24 	41.96 
NAC,PERS,N1-3,WORLD,TOTAL,EL	67.7 	68.11 	64.21 	61.48 	51.78 
NAC,PERS,N1-3,WORLD,TOTAL,ES	59.47 	56.74 b	42.94 	41.87 	40.79 
NAC,PERS,N1-3,WORLD,TOTAL,EU28	: 	: 	: 	: 	271.79 
NAC,PERS,N1-3,WORLD,TOTAL,FI	97.05 	97.02 	96.72 	100.42 	102.65 
NAC,PERS,N1-3,WORLD,TOTAL,FR	76.8 	76.61 	74.58 	72.64 	72.42 
NAC,PERS,N1-3,WORLD,TOTAL,HR	493.26 	497.77 	445.06 	498.23 	397.01 
NAC,PERS,N1-3,WORLD,TOTAL,HU	11523.46 	10068.34 	10020.07 	9108.63 	7696.18 
NAC,PERS,N1-3,WORLD,TOTAL,IE	112 	115.76 	112.72 	108.73 	108.31 
NAC,PERS,N1-3,WORLD,TOTAL,IT	98.97 	100.05 	79.57 b	91.97 	94.49 
NAC,PERS,N1-3,WORLD,TOTAL,LT	43.66 	40.36 	37.09 	120.67 	117.67 
NAC,PERS,N1-3,WORLD,TOTAL,LU	164.69 	169.53 	161.08 	146.53 	140.68 
NAC,PERS,N1-3,WORLD,TOTAL,LV	31.3 	35.94 	28.89 	30.81 	20.58 
NAC,PERS,N1-3,WORLD,TOTAL,MT	128.17 	118.52 	118.12 b	110.34 	109.06 
NAC,PERS,N1-3,WORLD,TOTAL,NL	61.8 	57.01 	53.24 	52.76 	50.09 
NAC,PERS,N1-3,WORLD,TOTAL,PL	165.78 	156.55 	136.75 b	231.15 	267.87 
NAC,PERS,N1-3,WORLD,TOTAL,PT	40.47 	41.28 	38.58 	28.19 	32.67 
NAC,PERS,N1-3,WORLD,TOTAL,RO	160.3 	147.25 	131.7 	128.35 	112.45 
NAC,PERS,N1-3,WORLD,TOTAL,SE	825.43 	843.42 	698.13 	: 	: 
NAC,PERS,N1-3,WORLD,TOTAL,SI	44.46 	45.36 	45.05 	43.63 	43.44 
NAC,PERS,N1-3,WORLD,TOTAL,SK	51.1 	49.2 	52.99 	44.89 b	67.42 
NAC,PERS,N1-3,WORLD,TOTAL,UK	: 	: 	: 	80.47 	75.53 
NAC,PERS,N1-3,WORLD,TRA,AT	34.97 	37.9 	38.66 	37.3 	32.85 
NAC,PERS,N1-3,WORLD,TRA,BE	28.17 	23.17 	27.24 	26.67 	28.65 
NAC,PERS,N1-3,WORLD,TRA,BG	23.56 	24.02 	30.36 	26.51 	24.26 
NAC,PERS,N1-3,WORLD,TRA,CH	38.82 	38.96 	38.75 	44.92 	35.29 
NAC,PERS,N1-3,WORLD,TRA,CY	20.74 	22.35 	25.91 	28.75 	26.83 
NAC,PERS,N1-3,WORLD,TRA,CZ	150.8 	149.31 	150.22 	145.98 	133.23 
NAC,PERS,N1-3,WORLD,TRA,DE	31.16 	31.02 	32.83 	33.8 	37.77 
NAC,PERS,N1-3,WORLD,TRA,DK	338.08 	291.38 	365.29 b	304.47 b	171.01 
NAC,PERS,N1-3,WORLD,TRA,EE	15.8 	17.88 	15 	16.68 	14.68 
NAC,PERS,N1-3,WORLD,TRA,EL	20.6 	20.8 	20.79 	21.22 	18.96 
NAC,PERS,N1-3,WORLD,TRA,ES	15.68 	16.99 b	11.22 	10.76 	9.77 
NAC,PERS,N1-3,WORLD,TRA,EU28	: 	: 	: 	: 	67.6 
NAC,PERS,N1-3,WORLD,TRA,FI	26.06 	28.13 	28.51 	29.32 	30.21 
NAC,PERS,N1-3,WORLD,TRA,FR	23.14 	24.51 	24.24 	24.19 	24.44 
NAC,PERS,N1-3,WORLD,TRA,HR	173.01 	173.26 	150.76 	156.8 	159.32 
NAC,PERS,N1-3,WORLD,TRA,HU	1951.4 	1861.15 	1943.63 	1618.77 	1575.3 
NAC,PERS,N1-3,WORLD,TRA,IE	24.93 	27.23 	28.06 	27.79 	28.23 
NAC,PERS,N1-3,WORLD,TRA,IT	30.89 	31.93 	29.14 b	30.63 	31.62 
NAC,PERS,N1-3,WORLD,TRA,LT	12.37 	12.31 	10.48 	29.01 	31.65 
NAC,PERS,N1-3,WORLD,TRA,LU	46.87 	46.89 	53.69 	44.61 	46.85 
NAC,PERS,N1-3,WORLD,TRA,LV	11.19 	13.32 	11.25 	12.47 	8.88 
NAC,PERS,N1-3,WORLD,TRA,MT	21.21 	19.75 	21.44 b	21.28 	20.19 
NAC,PERS,N1-3,WORLD,TRA,NL	14.76 	14.61 	14.81 	14.47 	13.83 
NAC,PERS,N1-3,WORLD,TRA,PL	44.24 	44.52 	38.83 b	73.53 	88.94 
NAC,PERS,N1-3,WORLD,TRA,PT	14.64 	12.85 	14.15 	11.93 	12.89 
NAC,PERS,N1-3,WORLD,TRA,RO	56.68 	54.69 	49.33 	46.73 	28.67 
NAC,PERS,N1-3,WORLD,TRA,SE	209.02 	271.91 	243.28 	: 	: 
NAC,PERS,N1-3,WORLD,TRA,SI	11.95 	12.36 	13.12 	13.42 	14.08 
NAC,PERS,N1-3,WORLD,TRA,SK	9.99 	9.55 	13.81 	9.44 b	17.59 
NAC,PERS,N1-3,WORLD,TRA,UK	: 	: 	: 	23.06 	19.54 
NAC,PERS,N_GE1,DOM,ACC,AT	47.63 	45.93 	40.42 	46.65 	59.11 
NAC,PERS,N_GE1,DOM,ACC,BE	23.5 	25.01 	24.64 	24.25 	24.65 
NAC,PERS,N_GE1,DOM,ACC,BG	14.79 	14.67 	15.51 	11.57 	12.31 
NAC,PERS,N_GE1,DOM,ACC,CH	47.19 	45.52 	44.69 	49.4 	41.17 
NAC,PERS,N_GE1,DOM,ACC,CY	11.27 	13.56 	10.46 	8.04 	13.69 
NAC,PERS,N_GE1,DOM,ACC,CZ	120.67 	103.08 	71.33 	87.28 	81.61 
NAC,PERS,N_GE1,DOM,ACC,DE	25.76 	23.9 	24.82 	25.7 	24.43 
NAC,PERS,N_GE1,DOM,ACC,DK	243.72 	179.97 	215.29 b	203.01 b	127.78 
NAC,PERS,N_GE1,DOM,ACC,EE	8.4 	7.28 	5.93 	5.26 	5.06 
NAC,PERS,N_GE1,DOM,ACC,EL	4.38 	4.22 	4.15 	4.02 	5.31 
NAC,PERS,N_GE1,DOM,ACC,ES	10.43 	9.81 b	6.77 	6.75 	6.76 
NAC,PERS,N_GE1,DOM,ACC,EU28	: 	: 	: 	: 	46.56 
NAC,PERS,N_GE1,DOM,ACC,FI	9.92 	9.65 	10.05 	10.14 	10.88 
NAC,PERS,N_GE1,DOM,ACC,FR	12.87 	12.23 	11.76 	11.3 	11.11 
NAC,PERS,N_GE1,DOM,ACC,HR	44.89 	37.58 	29.82 	43.06 	47.64 
NAC,PERS,N_GE1,DOM,ACC,HU	3216.54 	2920.81 	2860.39 	2425.28 	2018.64 
NAC,PERS,N_GE1,DOM,ACC,IE	29.08 	27.25 	25.39 	24.96 	24.63 
NAC,PERS,N_GE1,DOM,ACC,IT	22.48 	22.88 	17.8 b	18.33 	19.12 
NAC,PERS,N_GE1,DOM,ACC,LT	10.14 	8.74 	6.78 	16.75 	18.75 
NAC,PERS,N_GE1,DOM,ACC,LU	36.38 u	28.21 	59.11 	18.27 	19.79 
NAC,PERS,N_GE1,DOM,ACC,LV	1.69 	2.18 	2.24 	2.42 	1 
NAC,PERS,N_GE1,DOM,ACC,MT	20.5 	18.62 	21.35 b	17.7 	20.55 
NAC,PERS,N_GE1,DOM,ACC,NL	14.35 	13.52 	12.09 	11.95 	11.2 
NAC,PERS,N_GE1,DOM,ACC,PL	33.65 	30.61 	26.32 b	53.36 	51.03 
NAC,PERS,N_GE1,DOM,ACC,PT	6.04 	6.94 	5.37 	3.53 	4.93 
NAC,PERS,N_GE1,DOM,ACC,RO	29.51 	27.77 	22.14 	21.03 	25.54 
NAC,PERS,N_GE1,DOM,ACC,SE	100.59 	87.34 	74 	: 	: 
NAC,PERS,N_GE1,DOM,ACC,SI	17.16 	17.07 	15.3 	14.02 	14.32 
NAC,PERS,N_GE1,DOM,ACC,SK	12.27 	11.23 	13.08 	10.37 b	12.86 
NAC,PERS,N_GE1,DOM,ACC,UK	: 	: 	: 	21.65 	21.04 
NAC,PERS,N_GE1,DOM,DUR,AT	1.43 	1.14 	1.64 	1.18 	1.21 
NAC,PERS,N_GE1,DOM,DUR,BE	1.99 	2.41 	1.98 	2.71 	3.24 
NAC,PERS,N_GE1,DOM,DUR,BG	0 	0 	0 	0 	0 
NAC,PERS,N_GE1,DOM,DUR,CH	0.96 	0.44 	1.03 	: 	: 
NAC,PERS,N_GE1,DOM,DUR,CY	0.01 	0 	0 	0 	0.22 
NAC,PERS,N_GE1,DOM,DUR,CZ	0.2 	1.44 	0.72 	1.08 	0 
NAC,PERS,N_GE1,DOM,DUR,DE	4.52 	3.56 	5.1 	5.27 	3.4 
NAC,PERS,N_GE1,DOM,DUR,DK	94.11 	71.96 	85.63 b	84.37 b	52.59 
NAC,PERS,N_GE1,DOM,DUR,EE	0.1 	0.05 	1.99 	2.36 	0.72 
NAC,PERS,N_GE1,DOM,DUR,EL	0.07 	0.08 	0.14 	0.04 	7.48 
NAC,PERS,N_GE1,DOM,DUR,ES	0.83 	1.26 b	0.28 	0.17 	1.06 
NAC,PERS,N_GE1,DOM,DUR,EU28	: 	: 	: 	: 	3.24 
NAC,PERS,N_GE1,DOM,DUR,FI	2.31 	0.67 	2.99 	2.06 	1.53 
NAC,PERS,N_GE1,DOM,DUR,FR	2.51 	2.52 	2.24 	2.2 	2.14 
NAC,PERS,N_GE1,DOM,DUR,HR	1.54 	0 	0.88 	1.92 	4.95 
NAC,PERS,N_GE1,DOM,DUR,HU	18.96 	17.23 	52.91 	14.86 	19.43 
NAC,PERS,N_GE1,DOM,DUR,IE	2.44 	1.68 	2.02 	2.72 	1.96 
NAC,PERS,N_GE1,DOM,DUR,IT	0.06 	0.24 	0.07 b	0.04 	0.13 
NAC,PERS,N_GE1,DOM,DUR,LT	0.23 	0.21 	0.21 	0.75 	0.31 
NAC,PERS,N_GE1,DOM,DUR,LU	1.52 u	0 	0 	0 	0 
NAC,PERS,N_GE1,DOM,DUR,LV	0 	0.14 	0.06 	0.4 	0.09 
NAC,PERS,N_GE1,DOM,DUR,MT	0.25 	0.05 	1.74 b	0 	0 
NAC,PERS,N_GE1,DOM,DUR,NL	0.49 	0.13 	0.23 	3.59 	3.32 
NAC,PERS,N_GE1,DOM,DUR,PL	0.24 	0.43 	0.36 b	4.49 	6.31 
NAC,PERS,N_GE1,DOM,DUR,PT	0.3 	0.9 	0.43 	0.28 	0.19 
NAC,PERS,N_GE1,DOM,DUR,RO	0.2 	0.16 	0.15 	0.13 	0.05 
NAC,PERS,N_GE1,DOM,DUR,SE	27.16 	15.96 	19.79 	: 	: 
NAC,PERS,N_GE1,DOM,DUR,SI	0 	0 	0 	0.04 	0.03 
NAC,PERS,N_GE1,DOM,DUR,SK	0.3 	0.4 	0.54 	0.76 b	2.26 
NAC,PERS,N_GE1,DOM,DUR,UK	: 	: 	: 	10.89 	11.48 
NAC,PERS,N_GE1,DOM,OTH,AT	39.79 	38.89 	35.73 	31.9 	19.9 
NAC,PERS,N_GE1,DOM,OTH,BE	6.58 	27.38 	22.67 	24.43 	23.11 
NAC,PERS,N_GE1,DOM,OTH,BG	7.36 	6.99 	5.61 	4.64 	6.22 
NAC,PERS,N_GE1,DOM,OTH,CH	11.81 	12.97 	11.54 	14.29 	12.52 
NAC,PERS,N_GE1,DOM,OTH,CY	11.16 	6.35 	5.36 	1.31 	0.65 
